sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
jubiläum	jubilea	jubiläum	jubilea	N;NOM;NEUT;SG	N;PL
schnabel	snavel	schnabel	snavel	ADJ	N;MASC+FEM;SG
française	française	française	français	PROPN;NOM;SG	ADJ
schriftlich	geschreven	schriftlich	schrijven	ADJ	V;V.PTCP
schriftlich	schrijven	schriftlich	schrijven	ADJ	V;NFIN
palästina	palestina	palästina	palestina	PROPN;NOM;SG	N;NEUT;SG
palästina	palestijnse	palästina	palestijns	PROPN;NOM;SG	ADJ
palästina	palestijns	palästina	palestijns	PROPN;NOM;SG	ADJ
palästina	palestijnse	palästina	palestijns	PROPN;NOM;SG	ADJ
klärung	verduidelijken	klärung	verduidelijken	ADJ	V;NFIN
klärung	verduidelijken	klärung	verduidelijken	ADJ	V;NFIN
klärung	verduidelijking	klärung	verduidelijking	ADJ	N;MASC+FEM;SG
wilfried	wilfred	wilfrieden	wilfred	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
wilfried	wilfried	wilfrieden	wilfried	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
verfolgte	spookt	verfolgen	spoken	V;IND;SG;3;PST;FIN	V;SG;PRS;FIN
verfolgte	spookhuis	verfolgen	spookhuis	V;IND;SG;3;PST;FIN	N;NEUT;SG
zehnten	tenth	zehnt	tenth	ADJ	
still	nog	still	nog	ADJ	ADV
beobachter	waarnemer	beobachter	waarnemer	ADJ	N;MASC+FEM;SG
beobachter	waarnemers	beobachter	waarnemer	ADJ	N;PL
beobachter	watchers	beobachter	watcher	ADJ	N;PL
beobachter	monitors	beobachter	monitor	ADJ	N;PL
beobachter	monitoren	beobachter	monitor	ADJ	N;PL
beobachter	waarnemer	beobachter	waarnemer	ADJ	N;MASC+FEM;SG
bilanz	saldo	bilanz	saldo		N;NEUT;SG
bilanz	balans	bilanz	balans		N;MASC+FEM;SG
bilanz	evenwicht	bilanz	evenwicht		N;NEUT;SG
produkten	producten	produkt	product	V;IND;PL;3;FIN	N;PL
produkten	produkten	produkt	product	V;IND;PL;3;FIN	N;PL
fürth	fürth	fürth	fürth	PROPN;SG	PROPN;NEUT;SG
mtv	mtv	mtv	mtv	PROPN;NOM	PROPN;NEUT;SG
alias	alias	alias	alias	PROPN;NOM;SG	N;MASC+FEM;SG
alias	schuilnaam	alias	schuilnaam	PROPN;NOM;SG	N;MASC+FEM;SG
alias	aka	alias	aka	PROPN;NOM;SG	N;MASC+FEM;SG
alias	alias	alias	alias	PROPN;NOM;SG	N;MASC+FEM;SG
bestätigung	bevestigen	Bestätigung	bevestigen	N;NOM;FEM;SG	V;NFIN
bestätigung	bevestig	Bestätigung	bevestig	N;NOM;FEM;SG	V;SG;PRS;FIN
bestätigung	valideren	Bestätigung	valideren	N;NOM;FEM;SG	V;NFIN
mühlen	molen	mühlen	molen	V;NFIN	N;MASC+FEM;SG
mühlen	mill	mühlen	mill	V;NFIN	N;MASC+FEM;SG
mühlen	walserij	mühlen	walserij	V;NFIN	N;MASC+FEM;SG
mühlen	windmolens	mühlen	windmolen	V;NFIN	N;PL
mühlen	molens	mühlen	molen	V;NFIN	N;PL
mühlen	mills	mühlen	mill	V;NFIN	N;SG
libretto	libretto	libretto	libretto	PROPN;NOM;SG	N;NEUT;SG
wiederherstellen	opnieuw	wiederherstellen	opnieuw	V;NFIN	ADV
massaker	massamoord	massaker	massamoord	ADJ	N;MASC+FEM;SG
massaker	slachting	massaker	slachting	ADJ	N;MASC+FEM;SG
massaker	slachtpartij	massaker	slachtpartij	ADJ	N;MASC+FEM;SG
massaker	bloedbad	massaker	bloedbad	ADJ	N;NEUT;SG
massaker	slachtpartijen	massaker	slachtpartij	ADJ	N;PL
massaker	massamoorden	massaker	massamoord	ADJ	N;PL
massaker	bloedbaden	massaker	bloedbad	ADJ	N;PL
massaker	moordpartijen	massaker	moordpartij	ADJ	N;PL
suffix	achtervoegsel	suffix	achtervoegsel	ADJ	N;NEUT;SG
rudolph	rudolph	rudolph	rudolph	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rudolph	rudolf	rudolph	rudolf	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
rennfahrer	racers	rennfahrer	racer	ADJ	N;PL
rennfahrer	racer	rennfahrer	racer	ADJ	N;MASC+FEM;SG
matrix	array	matrix	array	PROPN	N;MASC+FEM;SG
matrix	matrix	matrix	matrix	PROPN	N;MASC+FEM;SG
ähnlichkeit	overeenkomsten	ähnlichkeit	overeenkomsten	ADJ	N;PL
ähnlichkeit	gelijkenissen	ähnlichkeit	gelijkenis	ADJ	N;PL
ähnlichkeit	gelijkenis	ähnlichkeit	gelijkenis	ADJ	N;MASC+FEM;SG
ähnlichkeit	gelijkenis	ähnlichkeit	gelijkenis	ADJ	N;MASC+FEM;SG
ähnlichkeit	gelijkenissen	ähnlichkeit	gelijkenis	ADJ	N;PL
ähnlichkeit	gelijkenis	ähnlichkeit	gelijkenis	ADJ	N;MASC+FEM;SG
empfehlung	aanbevolen	empfehlung	aanbevelen	N;NOM;FEM;SG	V;V.PTCP
empfehlung	aangeraden	empfehlung	aanraden	N;NOM;FEM;SG	V;V.PTCP
bedrohung	dreigingen	bedrohung	dreiging	N;FEM;SG	N;PL
bedrohung	bedreigingen	bedrohung	bedreiging	N;FEM;SG	N;PL
landkreise	districten	landkreise	district	PROPN	N;PL
landkreise	wijken	landkreise	wijken	PROPN	N;PL
landkreise	provincies	landkreise	provincie	PROPN	N;PL
dallas	dallas	dallas	dallas	PROPN;NOM;MASC;SG	N;NEUT;SG
offensive	beledigend	offensiv	beledigen	ADJ;NOM;FEM;PL	V;V.PTCP
offensive	offensief	offensiv	offensief	ADJ;NOM;FEM;PL	N;NEUT;SG
fein	fein	fein	fein	ADJ	N;MASC+FEM;SG
pole	hengel	polen	hengel		N;MASC+FEM;SG
pole	pole	polen	pole		N;MASC+FEM;SG
pole	pool	polen	pool		N;MASC+FEM;SG
pole	paal	polen	paal		N;MASC+FEM;SG
pole	polen	polen	polen		PROPN;NEUT;SG
pole	palen	polen	paal		N;PL
herman	herman	herman	herman	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
besiegt	verslagen	besiegen	verslag	V;V.PTCP	N;PL
besiegt	verslagen	besiegen	verslag	V;V.PTCP	N;PL
krause	krause	kraus	kraus	PROPN;NOM;SG	N;MASC+FEM;SG
bindung	bindingen	bindung	binding	N;NOM;FEM;SG	N;PL
bindung	bindende	bindung	binden	N;NOM;FEM;SG	V;V.PTCP
bindung	bindend	bindung	binden	N;NOM;FEM;SG	V;V.PTCP
bindung	bindmiddel	bindung	bindmiddel	N;NOM;FEM;SG	ADJ
entwürfe	schetsen	entwürfen	schetsen	N;NOM;MASC;PL	V;NFIN
entwürfe	ontwerpen	entwürfen	ontwerpen	N;NOM;MASC;PL	V;NFIN
early	early	early	early	PROPN	
early	vroeg	early	vroeg	PROPN	ADJ
early	vroege	early	vroeg	PROPN	ADJ
abkürzungen	sneltoetsen	abkürzingen	sneltoets	V;NFIN	N;PL
abkürzungen	afkorting	abkürzingen	afkorting	V;NFIN	N;MASC+FEM;SG
abkürzungen	afkortingen	abkürzingen	afkorting	V;NFIN	N;PL
abkürzungen	acroniemen	abkürzingen	acroniem	V;NFIN	N;PL
protest	protesteren	protest	protesteren	N	V;NFIN
messina	messina	messina	messina	PROPN	N;MASC+FEM;SG
bsg	bsg	bsg	bsg	PROPN	N;MASC+FEM;SG
kugel	bol	kugeln	bol		N;MASC+FEM;SG
kugel	aardbol	kugeln	aardbol		N;MASC+FEM;SG
kugel	globe	kugeln	globe		N;MASC+FEM;SG
kugel	bal	kugeln	bal		N;MASC+FEM;SG
kugel	ball	kugeln	ball		N;MASC+FEM;SG
kugel	bol	kugeln	bol		N;MASC+FEM;SG
kugel	orb	kugeln	orb		N;NEUT;SG
kugel	bullet	kugeln	bullet		N;MASC+FEM;SG
kugel	kogel	kugeln	kogel		N;MASC+FEM;SG
kosovo	kosovo	kosovo	kosovo	PROPN;NOM;SG	N;NEUT;SG
delegation	delegeren	delegation	delegeren		V;NFIN
delegation	delegatie	delegation	delegatie		N;MASC+FEM;SG
trophy	trofee	trophy	trofee	PROPN	N;MASC+FEM;SG
trophy	beker	trophy	beker	PROPN	N;MASC+FEM;SG
ausstrahlung	uitgezonden	ausstrahlung	uitzenden	N;NOM;FEM;SG	V;V.PTCP
ausstrahlung	uitzenden	ausstrahlung	uitzenden	N;NOM;FEM;SG	V;NFIN
ausstrahlung	uitzenden	ausstrahlung	uitzenden	N;NOM;FEM;SG	V;NFIN
pest	plaag	pest	plaag		N;MASC+FEM;SG
pest	ongedierte	pest	ongedierte		N;NEUT;SG
pest	pest	pest	pest		N;MASC+FEM;SG
pest	plagen	pest	plagen		V;NFIN
pest	plaag	pest	plaag		N;MASC+FEM;SG
pest	pest	pest	pest		N;MASC+FEM;SG
pest	pest	pest	pest		N;MASC+FEM;SG
indischer	indiaan	indisch	indiaan	ADJ	N;MASC+FEM;SG
universum	universe	universum	univers	ADV	N;MASC+FEM;SG
universum	heelal	universum	heelal	ADV	N;NEUT;SG
universum	universum	universum	universum	ADV	N;NEUT;SG
gespräche	gesprekken	gespräch	gesprek	ADJ	N;PL
gespräche	gesprekken	gespräch	gesprek	ADJ	N;PL
gespräche	conversaties	gespräch	conversatie	ADJ	N;PL
gespräche	interviews	gespräch	interview	ADJ	N;PL
gespräche	discussies	gespräch	discussie	ADJ	N;PL
gespräche	besprekingen	gespräch	bespreking	ADJ	N;PL
biathlon	biatlon	biathlon	biatlon	ADJ	N;MASC+FEM;SG
wärme	thermische	wärm	thermisch		ADJ
wärme	thermisch	wärm	thermisch		ADJ
wärme	warmte	wärm	warmte		N;MASC+FEM;SG
wärme	hitte	wärm	hit		N;MASC+FEM;SG
wärme	warm	wärm	warm		ADJ
wärme	warme	wärm	warm		ADJ
wärme	warmte	wärm	warmte		N;MASC+FEM;SG
wärme	verwarmen	wärm	verwarmen		V;NFIN
wärme	verwarming	wärm	verwarming		N;MASC+FEM;SG
korrigieren	correctie	korrigieren	correctie	V;NFIN	N;MASC+FEM;SG
korrigieren	fix	korrigieren	fix	V;NFIN	N;MASC+FEM;SG
korrigieren	correcte	korrigieren	correct	V;NFIN	ADJ
korrigieren	correct	korrigieren	correct	V;NFIN	ADJ
moor	veen	moor	veen		N;MASC+FEM;SG
moor	moor	moor	moor		N;MASC+FEM;SG
moor	marsh	moor	marsh		N;MASC+FEM;SG
moor	moeras	moor	moeras		N;NEUT;SG
moor	moren	moor	moren		N;MASC+FEM;SG
moor	veen	moor	veen		N;MASC+FEM;SG
moor	moeras	moor	moeras		N;NEUT;SG
bezeugt	getuigde	bezeugen	getuigen	ADJ;V.PTCP	V;SG;PST;FIN
erfüllung	vervullen	Erfüllung	vervullen	N;SG	V;NFIN
erfüllung	naleven	Erfüllung	naleven	N;SG	V;NFIN
schach	schaken	schach	schaken	ADJ	V;NFIN
schach	schaakspel	schach	schaakspel	ADJ	N;NEUT;SG
schach	schaak	schach	schaak	ADJ	N;NEUT;SG
hauptquartier	hoofdkantoor	hauptquartier	hoofdkantoor		N;NEUT;SG
hauptquartier	hoofdkwartier	hauptquartier	hoofdkwartier		N;NEUT;SG
ward	ward	werden	warden		N;MASC+FEM;SG
vieles	much	viel	much	PRO;NOM;INDF;NEUT;SG	
einheitlich	tenue	einheitlich	tenue	ADJ	N;NEUT;SG
einheitlich	uniform	einheitlich	uniform	ADJ	N;NEUT;SG
auftauchen	opkomst	auftauchen	opkomst	V;NFIN	N;MASC+FEM;SG
einbau	monteren	einbau	monteren	N;SG	V;NFIN
einbau	aankoppelen	einbau	aankoppelen	N;SG	V;NFIN
einbau	passend	einbau	passen	N;SG	V;V.PTCP
steinen	steentjes	stein	steentje	V;NFIN	N;PL
steinen	stones	stein	stones	V;NFIN	N;PL
steinen	stenen	stein	steen	V;NFIN	N;PL
breitengrad	breedtegraad	breitengrad	breedtegraad	ADJ	N;MASC+FEM;SG
breitengrad	lengtegraad	breitengrad	lengtegraad	ADJ	N;MASC+FEM;SG
silberne	zilver	silbern	zilver	ADJ;NOM;FEM;PL	N;NEUT;SG
silberne	zilveren	silbern	zilveren	ADJ;NOM;FEM;PL	V;V.PTCP
silberne	silver	silbern	silver	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
commonwealth	commonwealth	commonwealth	commonwealth	ADJ	N;MASC+FEM;SG
commonwealth	gemenebest	commonwealth	gemenebest	ADJ	N;NEUT;SG
commonwealth	cac	commonwealth	cac	ADJ	N;MASC+FEM;SG
hohenzollern	hohenzollern	hohenzollern	hohenzollern	ADJ;PL	N;MASC+FEM;SG
klang	geluid	klingen	geluid		N;NEUT;SG
klang	klonken	klingen	klinken		V;PL;PST;FIN
klang	klonk	klingen	klinken		V;SG;PST;FIN
klang	klang	klingen	klang		N;MASC+FEM;SG
malta	malta	malta	malta		N;MASC+FEM;SG
sitzung	vergaderen	sitzung	vergaderen	N;SG	V;NFIN
sitzung	zittend	sitzung	zittend	N;SG	V;V.PTCP
sitzung	zittende	sitzung	zitten	N;SG	V;V.PTCP
séance	seance	séance	seance		N;MASC+FEM;SG
bolivien	boliviaanse	bolivien	boliviaans	PROPN;NOM;NEUT;SG	ADJ
bolivien	bolivia	bolivien	bolivia	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
schwerpunkte	highlights	schwerpunkt	highlights	ADJ;SG	N;MASC+FEM;SG
schwerpunkte	hoogtepunten	schwerpunkt	hoogtepunt	ADJ;SG	N;PL
schwerpunkte	focussen	schwerpunkt	focus	ADJ;SG	V;NFIN
schwerpunkte	concentreren	schwerpunkt	concentreren	ADJ;SG	V;NFIN
schwerpunkte	focus	schwerpunkt	focus	ADJ;SG	N;MASC+FEM;SG
schwerpunkte	prioriteiten	schwerpunkt	prioriteit	ADJ;SG	N;PL
seoul	seoul	seoul	seoul	PROPN;NOM;MASC;SG	N;NEUT;SG
seoul	seoel	seoul	seoel	PROPN;NOM;MASC;SG	N;NEUT;SG
verpflichtung	covenant	verpflichtung	covenant	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
verpflichtung	verbond	verpflichtung	verbinden	V;IND;SG;3;PRS;FIN	V;SG;PST;FIN
verpflichtung	convenant	verpflichtung	convenant	V;IND;SG;3;PRS;FIN	N;NEUT;SG
verpflichtung	verplichting	verpflichtung	verplichting	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
verpflichtung	verbintenis	verpflichtung	verbintenis	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
verpflichtung	toewijding	verpflichtung	toewijding	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
verpflichtung	engagement	verpflichtung	engagement	V;IND;SG;3;PRS;FIN	N;NEUT;SG
verpflichtung	betrokkenheid	verpflichtung	betrokkenheid	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
verpflichtung	verplichtingen	verpflichtung	verplichting	V;IND;SG;3;PRS;FIN	N;PL
verpflichtung	verbintenissen	verpflichtung	verbintenis	V;IND;SG;3;PRS;FIN	N;PL
verpflichtung	toezeggingen	verpflichtung	toezegging	V;IND;SG;3;PRS;FIN	N;PL
aufsatz	essay	aufsatzen	essay		N;NEUT;SG
aufsatz	opstel	aufsatzen	opstel		N;NEUT;SG
leiche	lijk	leiche	lijk	ADJ;NOM;FEM;SG	N;NEUT;SG
leiche	kadaver	leiche	kadaver	ADJ;NOM;FEM;SG	N;NEUT;SG
warner	warner	warn	warn	PROPN	N;MASC+FEM;SG
verträge	verdragen	verträgen	verdragen	N;NOM;PL	V;NFIN
nordsee	noorden	nordsee	noorden	PROPN;NOM;SG	N;NEUT;SG
nordsee	noord	nordsee	noord	PROPN;NOM;SG	N;NEUT;SG
abschied	vaarwel	abscheiden	vaarwel		ADJ
abschied	afscheid	abscheiden	afscheid		N;NEUT;SG
abschied	vaarwel	abscheiden	vaarwel		ADJ
burgruine	ruines	burgruin	ruin	PROPN;NOM;SG	N;PL
burgruine	ruïne	burgruin	ruïne	PROPN;NOM;SG	N;MASC+FEM;SG
burgruine	ruïnes	burgruin	ruïne	PROPN;NOM;SG	N;PL
kommunisten	communistische	kommunist	communistisch	N;PL	ADJ
kommunisten	communist	kommunist	communist	N;PL	N;MASC+FEM;SG
kommunisten	communistisch	kommunist	communistisch	N;PL	ADJ
ngc	ngc	ngc	ngc	PROPN;NOM;SG	N;MASC+FEM;SG
augustin	augustine	augusten	augustine	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
augustin	augustin	augusten	augustin	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gotischen	gothic	gotisch	gothic	ADJ	N;MASC+FEM;SG
werdegang	carrière	werdegang	carrière		N;MASC+FEM;SG
werdegang	carriere	werdegang	carri		N;MASC+FEM;SG
werdegang	loopbaan	werdegang	loopbaan		N;MASC+FEM;SG
werdegang	geschiedenis	werdegang	geschiedenis		N;MASC+FEM;SG
organ	organen	organ	orgaan		N;PL
organ	orgel	organ	orgel		N;NEUT;SG
organ	orgaan	organ	orgaan		N;NEUT;SG
busse	bus	büssen	bus		N;MASC+FEM;SG
busse	coaches	büssen	coaches		N;PL
busse	trainers	büssen	trainer		N;PL
busse	bussen	büssen	bus		N;PL
mineral	mineraal	mineral	mineraal	PROPN	N;NEUT;SG
mineral	minerale	mineral	mineraal	PROPN	ADJ
mineral	mineralen	mineral	mineraal	PROPN	N;PL
mineral	delfstoffen	mineral	delfstof	PROPN	N;PL
mixed	mixed	mixed	mixed	PROPN	ADJ
mixed	vermengd	mixed	vermengen	PROPN	V;V.PTCP
mixed	gemixt	mixed	mixten	PROPN	V;V.PTCP
mixed	gemengde	mixed	mengen	PROPN	V;V.PTCP
mixed	gemengd	mixed	mengen	PROPN	V;V.PTCP
konzerten	concerten	konzern	concert	V;FIN	N;PL
holger	holger	holger	holger		N;MASC+FEM;SG
kommissar	detective	kommissar	detective	PROPN	N;MASC+FEM;SG
kommissar	rechercheur	kommissar	rechercheur	PROPN	N;MASC+FEM;SG
kommissar	inspecteur	kommissar	inspecteur	PROPN	N;MASC+FEM;SG
kommissar	commissaris	kommissar	commissaris	PROPN	N;MASC+FEM;SG
kommissar	hoofdinspecteur	kommissar	hoofdinspecteur	PROPN	N;MASC+FEM;SG
kommissar	hoofdagent	kommissar	hoofdagent	PROPN	N;MASC+FEM;SG
kommissar	commissaris	kommissar	commissaris	PROPN	N;MASC+FEM;SG
dream	droom	dream	droom		N;MASC+FEM;SG
dream	dromen	dream	dromen		V;NFIN
dream	dream	dream	dream		N;MASC+FEM;SG
aktien	voorraden	akteinen	voorraad		N;PL
aktien	voorraad	akteinen	voorraad		N;MASC+FEM;SG
aktien	voorraad	akteinen	voorraad		N;MASC+FEM;SG
aktien	aandelen	akteinen	aandeel		N;PL
aktien	billijkheid	akteinen	billijkheid		N;MASC+FEM;SG
aktien	deelnemingen	akteinen	deelneming		N;PL
grammatik	taalkunde	grammatik	taalkunde	ADJ	N;MASC+FEM;SG
grammatik	grammatica	grammatik	grammatica	ADJ	N;MASC+FEM;SG
lustig	fun	lustig	fun	ADJ	N;MASC+FEM;SG
lustig	gezelligheid	lustig	gezelligheid	ADJ	N;MASC+FEM;SG
fernseh	televisie	fernseh	televisie		N;MASC+FEM;SG
landshut	landshut	landshut	landshut		N;MASC+FEM;SG
silver	zilver	silver	zilver	PROPN	N;NEUT;SG
silver	zilveren	silver	zilveren	PROPN	V;V.PTCP
silver	silver	silver	silver	PROPN	N;MASC+FEM;SG
case	geval	case	geval		N;NEUT;SG
case	case	case	case		N;MASC+FEM;SG
case	zaak	case	zaak		N;MASC+FEM;SG
spanier	spanjaard	spanier	spanjaard		N;MASC+FEM;SG
spanier	spanjaarden	spanier	spanjaard		N;PL
upper	upper	upper	upper		N;MASC+FEM;SG
upper	bovenste	upper	boven		ADJ;RL
upper	opper	upper	opper		N;MASC+FEM;SG
filter	filter	filter	filter	ADJ	N;NEUT;SG
filter	filteren	filter	filteren	ADJ	V;NFIN
filter	filters	filter	filter	ADJ	N;PL
hölle	hel	höllen	hel		N;MASC+FEM;SG
hölle	hell	höllen	hell		N;MASC+FEM;SG
hölle	hellfire	höllen	hellfire		N;MASC+FEM;SG
beat	beat	beaten	bieten	PROPN;SG	N;MASC+FEM;SG
meta	meta	meta	meta	PROPN;NOM;SG	N;MASC+FEM;SG
charakteristisch	kenmerkend	charakteristisch	kenmerken	ADJ	V;V.PTCP
charakteristisch	kenmerk	charakteristisch	kenmerk	ADJ	N;NEUT;SG
grade	graad	grad	graad		N;MASC+FEM;SG
grade	graden	grad	graad		N;PL
mönch	monnik	mönch	monnik	PROPN;SG	N;MASC+FEM;SG
mönch	monk	mönch	monken	PROPN;SG	N;MASC+FEM;SG
plateau	plateau	plateau	plateau	ADJ	N;NEUT;SG
amateur	amateurs	amateur	amateur	PROPN	N;PL
amateur	amateur	amateur	amateur	PROPN	N;MASC+FEM;SG
nachbarschaft	buren	nachbarschaft	buur	ADJ	N;PL
nachbarschaft	buurlanden	nachbarschaft	buurland	ADJ	N;PL
nachbarschaft	buren	nachbarschaft	buur	ADJ	N;PL
nachbarschaft	buurt	nachbarschaft	buurt	ADJ	N;MASC+FEM;SG
nachbarschaft	buurt	nachbarschaft	buurt	ADJ	N;MASC+FEM;SG
nachbarschaft	nabuurschap	nachbarschaft	nabuurschap	ADJ	N;NEUT;SG
staatsanwaltschaft	vervolging	staatsanwaltschaft	vervolging	ADJ	N;MASC+FEM;SG
staatsanwaltschaft	aanklager	staatsanwaltschaft	aanklager	ADJ	N;MASC+FEM;SG
staatsanwaltschaft	procureur	staatsanwaltschaft	procureur	ADJ	N;MASC+FEM;SG
staatsanwaltschaft	aanklager	staatsanwaltschaft	aanklager	ADJ	N;MASC+FEM;SG
popularität	populariteit	popularität	populariteit	ADJ	N;MASC+FEM;SG
oberhausen	oberhausen	oberhausen	oberhaus	PROPN;NOM;NEUT;SG	N;PL
laurent	laurent	laurent	laurent	PROPN;NOM;SG	N;MASC+FEM;SG
wolfenbüttel	wolfenbüttel	wolfenbüttel	wolfenbüttel	PROPN;NOM;SG	N;MASC+FEM;SG
konsequenzen	gevolgen	konsequenz	gevolg	V;NFIN	N;PL
konsequenzen	implicaties	konsequenz	implicatie	V;NFIN	N;PL
konsequenzen	consequenties	konsequenz	consequentie	V;NFIN	N;PL
konsequenzen	gevolgen	konsequenz	gevolg	V;NFIN	N;PL
belgische	belg	belgisch	belg	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
rechtsprechung	rechtsgebied	rechtsprechung	rechtsgebied	ADJ	N;NEUT;SG
rechtsprechung	jurisdictie	rechtsprechung	jurisdictie	ADJ	N;MASC+FEM;SG
rechtsprechung	bevoegdheid	rechtsprechung	bevoegdheid	ADJ	N;MASC+FEM;SG
rechtsprechung	oordelen	rechtsprechung	oordelen	ADJ	V;NFIN
rechtsprechung	arresten	rechtsprechung	arrest	ADJ	N;PL
rechtsprechung	rechtspraak	rechtsprechung	rechtspraak	ADJ	N;MASC+FEM;SG
rechtsprechung	jurisprudentie	rechtsprechung	jurisprudentie	ADJ	N;MASC+FEM;SG
bakterien	bacteriële	bakterien	bacterieel	N;NOM;PL	ADJ
bakterien	bacterie	bakterien	bacterie	N;NOM;PL	N;MASC+FEM;SG
martha	martha	martha	martha	PROPN;NOM;SG	N;MASC+FEM;SG
pan	pan	pan	pan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
channel	kanaal	channel	kanaal	PROPN;NOM;SG	N;NEUT;SG
übersetzen	vertalingen	übersetzen	vertaling	V;NFIN	N;PL
übersetzen	vertaling	übersetzen	vertaling	V;NFIN	N;MASC+FEM;SG
erhard	erhard	erherden	erhard	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
börse	ruil	börsen	ruil		N;MASC+FEM;SG
börse	uitwisseling	börsen	uitwisseling		N;MASC+FEM;SG
börse	uitwisselen	börsen	uitwisselen		V;NFIN
börse	börse	börsen	böus		N;MASC+FEM;SG
kings	koningen	kings	koning	PROPN;NOM;SG	N;PL
taunus	taunus	taunus	taunus	PROPN;NOM;SG	N;MASC+FEM;SG
damm	dam	damm	dam		N;MASC+FEM;SG
damm	stuwdam	damm	stuwdam		N;MASC+FEM;SG
damm	damm	damm	damm		N;MASC+FEM;SG
genua	genua	genua	genua	PROPN;NOM;SG	PROPN;NEUT;SG
genua	genova	genua	genova	PROPN;NOM;SG	N;MASC+FEM;SG
cook	kook	cook	kook	PROPN;NOM;SG	V;SG;PRS;FIN
cook	koken	cook	koken	PROPN;NOM;SG	V;NFIN
cook	kok	cook	kok	PROPN;NOM;SG	N;MASC+FEM;SG
cook	cook	cook	cook	PROPN;NOM;SG	N;MASC+FEM;SG
exzellent	uitmuntend	exzellent	uitmuntend	ADJ	V;V.PTCP
juristen	advocaat	juristen	advocaat	N;NOM;PL	N;MASC+FEM;SG
juristen	advocate	juristen	advocate	N;NOM;PL	N;MASC+FEM;SG
juristen	jurist	juristen	jurist	N;NOM;PL	N;MASC+FEM;SG
rum	rum	rum	rum		N;MASC+FEM;SG
sekunde	seconden	sekunde	seconde		N;PL
sekunde	tweede	sekunde	twee		ADJ
sekunde	sec	sekunde	sec		N;MASC+FEM;SG
warren	warren	warr	warr		N;PL
erzählen	hertelling	erzählen	hertelling	V;NFIN	N;MASC+FEM;SG
nigeria	nigeriaanse	nigeria	nigeriaans	PROPN;NOM;NEUT;SG	ADJ
nigeria	nigeria	nigeria	nigeria	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
orient	orient	orient	orient		N;MASC+FEM;SG
benötigen	nood	benötigen	nood	V;NFIN	N;MASC+FEM;SG
benötigen	need	benötigen	need	V;NFIN	
benötigen	nodig	benötigen	nodig	V;NFIN	ADJ
benötigen	noodzaak	benötigen	noodzaak	V;NFIN	N;MASC+FEM;SG
benötigen	behoefte	benötigen	behoefte	V;NFIN	N;MASC+FEM;SG
christiane	christiane	christiane	christiane	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
bezirke	districten	bezirken	district		N;PL
bezirke	wijken	bezirken	wijken		N;PL
bezirke	provincies	bezirken	provincie		N;PL
paare	stellen	paaren	stellen		V;NFIN
paare	paren	paaren	paar		N;PL
paare	stelletjes	paaren	stelletjes		N;PL
paare	echtparen	paaren	echtpaar		N;PL
paare	koppels	paaren	koppel		N;PL
paare	paar	paaren	paar		N;NEUT;SG
paare	pair	paaren	pair		N;MASC+FEM;SG
paare	paren	paaren	paar		N;PL
blood	bloed	blood	bloed	PROPN	N;NEUT;SG
blood	blood	blood	blood	PROPN	
mathematische	wiskunde	mathematisch	wiskunde	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
mathematische	wiskunde	mathematisch	wiskunde	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
set	instellen	set	instellen		V;NFIN
set	set	set	set		N;MASC+FEM;SG
set	ingesteld	set	instellen		V;V.PTCP
protagonisten	hoofdpersoon	protagonisten	hoofdpersoon		N;MASC+FEM;SG
protagonisten	hoofdrolspelers	protagonisten	hoofdrolspeler		N;PL
rekonstruktion	reconstrueren	rekonstruktion	reconstrueren	N;NOM;FEM;SG	V;NFIN
administratoren	admin	administratoren	admin	N;NOM;PL	N;MASC+FEM;SG
administratoren	beheerder	administratoren	beheerd	N;NOM;PL	N;MASC+FEM;SG
administratoren	beheerder	administratoren	beheerd	N;NOM;PL	N;MASC+FEM;SG
administratoren	administrateur	administratoren	administrateur	N;NOM;PL	N;MASC+FEM;SG
auslegung	interpretaties	auslegung	interpretatie	ADV	N;PL
auslegung	interpretatie	auslegung	interpretatie	ADV	N;MASC+FEM;SG
auslegung	uitlegging	auslegung	uitlegging	ADV	N;MASC+FEM;SG
