категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
союзников	spojenci	союзник	spojenec	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
революция	revoluci	революция	revoluce	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
замену	náhrada	замена	náhrada	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
замену	nahrazení	замена	nahrazení	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG;POS
замену	náhradní	замена	náhradní	N;INAN;ACC;FEM;SG	ADJ;NOM;MASC;SG;POS
передача	převést	передача	převést	N;INAN;NOM;FEM;SG	V;POS;NFIN
устройств	přístroje	устройство	přístroj	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
устройств	zařízení	устройство	zařízení	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
галина	galina	галина	galina	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
признал	uznala	признать	uznat	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
признал	uznáno	признать	uznaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
признал	přijat	признать	přijatý	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
журналисты	novináře	журналист	novinář	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
желательно	nejlépe	желательный	dobře	ADJ;NEUT;SG	ADV;RL;POS
желательно	přednostně	желательный	přednostně	ADJ;NEUT;SG	ADV;POS
монголии	mongolské	монголия	mongolský	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
монголии	mongolsko	монголия	mongolský	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
легенда	legend	легенда	legenda	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL;POS
шведский	švédské	шведский	švédský	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
классификация	klasifikaci	классификация	klasifikace	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
дух	duchu	дух	duch	N;INAN;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
дух	duch	дух	duch	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ветви	poboček	ветвь	pobočka	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
малые	malý	малый	malý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
малые	malá	малый	malý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
кампания	kampaně	кампания	kampaň	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
взрослых	dospělé	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
взрослых	dospělí	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
взрослых	dospělých	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS
взрослых	dospělé	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
взрослых	dospělá	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;SG;POS
взрослых	dospělí	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
взрослых	dospělý	взрослый	dospělý	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
американские	američan	американский	američan	ADJ;NOM;PL	N;ANIM;NOM;MASC;SG;POS
американские	american	американский	american	ADJ;NOM;PL	PROPN;MASC;SG;POS
американские	americká	американский	americký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
американские	americký	американский	americký	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
художественных	umělecké	художественный	umělecký	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
художественных	umělecká	художественный	umělecký	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
художественных	umělecký	художественный	umělecký	ADJ;GEN;PL	ADJ;ANIM;NOM;MASC;SG;POS
опубликована	zveřejněné	опубликовать	zveřejněný	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
опубликована	zveřejněno	опубликовать	zveřejněný	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
опубликована	zveřejněna	опубликовать	zveřejněný	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
опубликована	publikoval	опубликовать	publikovat	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
опубликована	vydané	опубликовать	vydaný	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
кости	kostí	кость	kost	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
копий	kopie	копия	kopie	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
экономический	ekonomické	экономический	ekonomický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
азербайджан	ázerbájdžánu	азербайджанин	Ázerbájdžán	N;INAN;NOM;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
больницы	nemocnice	больница	nemocnice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
больницы	nemocnic	больница	nemocnice	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
рейнланд	porýní	рейнланд	porýnit	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
культур	plodiny	культура	plodina	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
культур	úroda	культура	úroda	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
культур	kultury	культура	kultura	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
файлы	souborů	файл	soubor	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
денис	denise	денис	denise	N;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
денис	denys	денис	denys	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
денис	denis	денис	denis	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
волков	vlky	волк	vlka	N;ANIM;GEN;MASC;PL	N;ANIM;INS;MASC;PL;POS
волков	vlci	волк	vlk	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
волков	volkov	волк	volkov	N;ANIM;GEN;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
вершины	peaks	вершина	peaks	N;INAN;NOM;FEM;PL	PROPN;INAN;MASC;PL;POS
создатель	stvořiteli	создатель	stvořitel	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
играли	hrála	играть	hrát	V;IPFV;IND;PL;PST;FIN;ACT	V;POS;PST;V.PTCP;ACT
играли	hrál	играть	hrát	V;IPFV;IND;PL;PST;FIN;ACT	V;MASC;SG;POS;PST;V.PTCP;ACT
местность	terénní	местность	terénní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
местность	terénu	местность	terén	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
съезд	kongresu	съезд	kongres	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
элизабет	elizabeth	элизабет	elizabeth	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
доказать	prokázání	доказать	prokázání	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
доказать	dokazování	доказать	dokazování	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
наше	naší	наш	můj	DET;NOM;NEUT;SG	DET;DAT;FEM;SG;1
наше	naši	наш	můj	DET;NOM;NEUT;SG	DET;NOM;MASC;PL;1
наше	nase	наш	nase	DET;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
пилот	pilotní	пилот	pilotní	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
безработных	nezaměstnaný	безработный	zaměstnaný	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;SG;NEG
безработных	nezaměstnané	безработный	zaměstnaný	N;ANIM;GEN;MASC;PL	ADJ;NOM;MASC;PL;NEG
безработных	nezaměstnaní	безработный	zaměstnaný	N;ANIM;GEN;MASC;PL	ADJ;ANIM;NOM;MASC;PL;NEG
символов	symboly	символ	symbol	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
символов	postavy	символ	postava	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
символов	znaky	символ	znak	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
соревнование	soutěže	соревнование	soutěž	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
соревнование	soutěžní	соревнование	soutěžní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
широкий	širokou	широкий	široký	ADJ;NOM;MASC;SG	ADJ;ACC;FEM;SG;POS
выдающиеся	vynikající	выдающийся	vynikající	ADJ;NOM;PL	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
сестры	sester	сестра	sestra	N;ANIM;NOM;FEM;PL	N;GEN;FEM;PL;POS
снизу	spodní	снизу	spodní	ADV	ADJ;NOM;MASC;SG;POS
снизу	dno	снизу	dno	ADV	N;NOM;NEUT;SG;POS
снизу	spodek	снизу	spodek	ADV	N;INAN;NOM;MASC;SG;POS
снизу	dně	снизу	dno	ADV	N;NOM;NEUT;SG;POS
слабо	slabý	слабо	slabý	ADV	ADJ;INAN;NOM;MASC;SG;POS
слабо	slabá	слабо	slabý	ADV	ADJ;NOM;FEM;SG;POS
слабо	slabé	слабо	slabý	ADV	ADJ;NOM;MASC;PL;POS
сложных	složité	сложный	složitý	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
сложных	komplexní	сложный	komplexní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
сложных	komplex	сложный	komplex	ADJ;GEN;PL	N;INAN;NOM;MASC;SG;POS
сложных	složitá	сложный	složitý	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
сложных	náročná	сложный	náročný	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
сложных	náročné	сложный	náročný	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
каждому	každý	каждый	každý	DET;DAT;MASC;SG	DET;ANIM;NOM;MASC;SG;POS
каждому	každé	каждый	každý	DET;DAT;MASC;SG	DET;NOM;NEUT;SG;POS
каждому	každá	каждый	každý	DET;DAT;MASC;SG	DET;NOM;FEM;SG;POS
везде	vsude	везде	vsude	ADV	N;NOM;MASC;SG;POS
больница	nemocnici	больница	nemocnice	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
больница	nemocniční	больница	nemocniční	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
ремонт	opravy	ремонт	oprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
ремонт	opravit	ремонт	opravit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
ремонт	opravy	ремонт	oprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
экономические	hospodářský	экономический	hospodářský	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
экономические	ekonomická	экономический	ekonomický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
экономические	ekonomický	экономический	ekonomický	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
экономические	hospodářská	экономический	hospodářský	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
термины	podmínkami	термин	podmínka	N;INAN;NOM;MASC;PL	N;INS;FEM;PL;POS
вход	přihlásit	вход	přihlásit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
георг	jiřího	георг	jiří	N;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
георг	jiří	георг	jiřit	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
георг	george	георг	george	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
георг	georg	георг	georg	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
программирования	programování	программирование	programování	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
группировки	frakce	группировка	frakce	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
группировки	uskupení	группировка	uskupení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
группировки	seskupení	группировка	seskupení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
лука	luca	лук	luca	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
лука	luky	лук	luk	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
жак	jacques	жак	jacques	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
повышение	propagaci	повышение	propagace	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
включена	povolené	включить	povolený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
включена	povoleno	включить	povolený	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
включена	umožnila	включить	umožnit	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;POS;PST;V.PTCP;ACT
ник	nicku	ник	nick	N;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
усилия	úsilí	усилие	úsilí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
усилия	snaha	усилие	snaha	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
усилия	úsilí	усилие	úsilí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
казни	poprava	казнь	poprava	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
казни	vykonání	казнь	vykonání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
казни	provedení	казнь	provedení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
казни	popravu	казнь	poprava	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
правка	upravit	правка	upravit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
отрасли	poboček	отрасль	pobočka	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
честно	upřímná	честно	upřímný	ADV	ADJ;NOM;FEM;SG;POS
честно	čestný	честно	čestný	ADV	ADJ;ANIM;NOM;MASC;SG;POS
честно	upřímný	честно	upřímný	ADV	ADJ;INAN;NOM;MASC;SG;POS
тюрьмы	věznice	тюрьма	věznice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
издан	emitované	издать	emitovaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
издан	vydané	издать	vydaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
издан	vydaná	издать	vydaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
издан	vydáno	издать	vydaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
издан	vydaný	издать	vydaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
ярко	bystrá	ярко	bystrý	ADV	ADJ;NOM;FEM;SG;POS
племени	kmen	племя	kmen	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
кристиан	křesťanské	кристианин	křesťanský	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
кристиан	christian	кристианин	christian	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
кристиан	křesťanská	кристианин	křesťanský	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
лодка	lodi	лодка	loď	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
внутренние	vnitřní	внутренний	vnitřní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
внутренние	interní	внутренний	interní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
вероятность	pravděpodobnosti	вероятность	pravděpodobnost	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
европа	europe	европа	europe	N;INAN;NOM;FEM;SG	PROPN;MASC;SG;POS
европа	evropě	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
европа	evropa	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
европа	evropy	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
европа	evropu	европа	evropa	N;INAN;NOM;FEM;SG	PROPN;ACC;FEM;SG;POS
директоров	ředitelé	директор	ředitel	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
найдены	nalezeno	найти	nalezený	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
найдены	nalezeny	найти	nalezený	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
найдены	nalezen	найти	nalezený	V;PFV;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
найдены	nalezené	найти	nalezený	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
найдены	nalezena	найти	nalezený	V;PFV;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
переводы	překladů	перевод	překlad	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
получение	dostávám	получение	dostávat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
получение	přijímající	получение	přijímající	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
опубликован	zveřejněné	опубликовать	zveřejněný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
опубликован	zveřejněno	опубликовать	zveřejněný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
опубликован	zveřejněna	опубликовать	zveřejněný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
опубликован	publikoval	опубликовать	publikovat	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
опубликован	vydané	опубликовать	vydaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
красное	červeně	красный	červen	ADJ;NOM;NEUT;SG	ADV;POS
физика	fyziky	физик	fyzika	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
физика	fyzikální	физик	fyzikální	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
физика	fyziku	физик	fyzika	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
отправил	odesláno	отправить	odeslaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
отправил	posláno	отправить	poslaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
строки	řad	строка	řada	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
строки	řádků	строка	řádek	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
строки	linie	строка	linie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
лицом	tvář	лицо	tvář	N;INAN;INS;NEUT;SG	N;NOM;FEM;SG;POS
лицом	obličej	лицо	obličej	N;INAN;INS;NEUT;SG	N;INAN;NOM;MASC;SG;POS
лицом	face	лицо	face	N;INAN;INS;NEUT;SG	N;NOM;MASC;SG;POS
священника	knězi	священник	kněz	N;ANIM;ACC;MASC;SG	N;ANIM;DAT;MASC;SG;POS
священника	kněz	священник	kněz	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
мид	meade	мид	mead	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
мид	mead	мид	mada	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ужасов	hrůzy	ужас	hrůza	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
пар	páry	пар	pár	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
пар	rpa	пар	rpa	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
пар	páry	пар	pár	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
пар	parní	пар	parní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
никому	nikdo	никто	nikdo	PRO;DAT	PRO;ANIM;NOM;MASC
быстрое	rapid	быстрый	rapid	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
батареи	baterie	батарея	baterie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
батареи	baterie	батарея	baterie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
максимально	maximalizovat	максимально	maximalizovat	ADV	V;POS;NFIN
основанный	založena	основать	založený	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
основанный	založen	основать	založený	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
основанный	založeno	основать	založený	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
основанный	založená	основать	založený	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
основанный	založil	основать	založit	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
сталина	stalin	сталин	stalina	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
кул	kool	куло	koolo		PROPN;INAN;NOM;MASC;SG;POS
документ	dokumentu	документ	dokument	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
тюрьме	vězení	тюрьма	vězení	N;INAN;DAT;FEM;SG	N;NOM;NEUT;SG;POS
тюрьме	věznice	тюрьма	věznice	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;POS
тюрьме	vězení	тюрьма	vězení	N;INAN;DAT;FEM;SG	N;NOM;NEUT;SG;POS
леди	slečny	леди	slečna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
леди	dámy	леди	dáma	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
уничтожить	ničit	уничтожить	ničit	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
яна	jan	яна	jan	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
яна	jana	яна	jana	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
яна	jana	яна	jana	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
яна	yana	яна	Yana	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
серебро	stříbrná	серебро	stříbrný	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
серебро	stříbrné	серебро	stříbrný	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
серебро	silver	серебро	silver	N;INAN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
единого	jednotné	единый	jednotný	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG;POS
единого	jednotná	единый	jednotný	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
конструктор	konstruktérem	конструктор	konstruktér	N;ANIM;NOM;MASC;SG	N;ANIM;INS;MASC;SG;POS
участки	spiknutí	участок	spiknutí	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
иск	žaloval	иск	žalovat	N;INAN;NOM;MASC;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
короткие	krátké	короткий	krátký	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
короткие	krátká	короткий	krátký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
короткие	krátký	короткий	krátký	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
улучшить	zlepšovat	улучшить	zlepšovat	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
часы	hodin	часы	hodina	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
часы	sledujte	часы	sledovat	N;INAN;NOM;MASC;PL	V;PFV;IMP;PL;2;POS;FIN
часы	sledovat	часы	sledovat	N;INAN;NOM;MASC;PL	V;IPFV;POS;NFIN
часы	hodinek	часы	hodinky	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL;POS
часы	hodinové	часы	hodinový	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG;POS
астероидов	asteroidy	астероид	asteroid	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
построить	postav	строить	postava	V;PFV;NFIN;ACT	N;GEN;FEM;PL;POS
построить	stavět	строить	stavět	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
иллюстрации	ilustrace	иллюстрация	ilustrace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
иллюстрации	ilustrace	иллюстрация	ilustrace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
наша	naší	наш	můj	DET;NOM;FEM;SG	DET;DAT;FEM;SG;1
наша	naši	наш	můj	DET;NOM;FEM;SG	DET;NOM;MASC;PL;1
наша	nase	наш	nase	DET;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
ночи	noci	ночь	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ночи	nocí	ночь	noc	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
ночи	noční	ночь	noční	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
ночи	noci	ночь	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ночи	noc	ночь	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
запросы	šetření	запрос	šetření	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
солнце	sun	солнце	sun	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
помещения	areál	помещение	areál	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
