филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
перечислены	wymienionych	перечислить	wymienić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
перечислены	wymienione	перечислить	wymienić	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
расти	rusty	расти	rusty	V;IPFV;NFIN;ACT	
моды	moda	мода	moda	N;INAN;NOM;FEM;PL	
моды	fashion	мода	fashion	N;INAN;NOM;FEM;PL	
моды	mody	мода	moda	N;INAN;NOM;FEM;PL	
моды	modów	мода	mód	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
применить	stosować	применить	stosować	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
преподавания	nauczanie	преподавание	nauczanie	N;INAN;GEN;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
преподавания	uczenie	преподавание	uczenie	N;INAN;GEN;NEUT;SG	
преподавания	nauczania	преподавание	nauczanie	N;INAN;GEN;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
сервера	serwery	сервер	serwer	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
сервера	serwerów	сервер	serwer	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
сервера	server	сервер	server	N;INAN;NOM;MASC;SG	
сервера	serwera	сервер	serwer	N;INAN;NOM;MASC;SG	
сервера	serwery	сервер	serwer	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
зарегистрировано	zarejestrowany	регистрировать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
зарегистрировано	zarejestrowano	регистрировать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
зарегистрировано	zarejestrowana	регистрировать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
зарегистрировано	zarejestrowane	регистрировать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зарегистрировано	zarejestrowanych	регистрировать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
единое	jednolitego	единый	jednolity	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
этнографии	etnografia	этнография	etnografia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
рекомендую	poleca	рекомендая	polecać	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
комбинации	kombinacji	комбинация	kombinacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
комбинации	kombinacje	комбинация	kombinacja	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
комбинации	kombinacja	комбинация	kombinacja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
комбинации	kombinacje	комбинация	kombinacja	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
указатель	indeksu	указатель	indeks	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
рог	horn	рог	horn	N;INAN;NOM;MASC;SG	
поместье	manor	поместье	manor	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
поместье	posiadłości	поместье	posiadłość	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
различие	różnice	различие	różnica	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
зла	zło	зло	zło	N;INAN;GEN;NEUT;SG	
зла	zły	зло	zły	N;INAN;GEN;NEUT;SG	
зла	evil	зло	evil	N;INAN;GEN;NEUT;SG	
зла	zła	зло	zły	N;INAN;GEN;NEUT;SG	
окружение	okolice	окружение	okolica	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
окружение	otoczenia	окружение	otoczenie	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
адриан	adrien	адриан	adrien	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
адриан	adrian	адриан	adrian	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
порода	rasy	порода	rasa	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
альманах	almanach	альманах	alman	N;INAN;NOM;MASC;SG	N;ACC;MASC;PL
хранение	posiadania	хранение	posiadać	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
возможен	mozliwe	возможный	mozliwy	ADJ;MASC;SG	
жертву	poświęcenie	жертва	poświęcenie	N;INAN;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
жертву	poświęcić	жертва	poświęcić	N;INAN;ACC;FEM;SG	V;PFV;NFIN;ACT
жертву	ofiara	жертва	ofiara	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
жертву	poświęcenia	жертва	poświęcenie	N;INAN;ACC;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
коалиция	koalicji	коалиция	koalicja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
спорить	kłótnie	спорить	kłótnie	V;IPFV;NFIN;ACT	N;NOM;NEUT;SG
спорить	kłótnia	спорить	kłótnia	V;IPFV;NFIN;ACT	N;NOM;FEM;SG
спорить	kłótni	спорить	kłótnia	V;IPFV;NFIN;ACT	N;GEN;FEM;SG
документальных	dokument	документальный	dokument	ADJ;GEN;PL	N;ACC;MASC;SG
правильное	prawidłowo	правильный	prawidłowo	ADJ;NOM;NEUT;SG	ADV
исследовал	zbadane	исследовать	zbadać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
пропаганда	propagandy	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
зубы	zębów	зуб	ząb	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
зубы	ząbki	зуб	ząbek	N;INAN;NOM;MASC;PL	
треки	ścieżki	трек	ścieżka	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
специализированных	wyspecjalizowane	специализировать	wyspecjalizować	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
специализированных	specjalistyczne	специализировать	specjalistyczny	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
специализированных	wyspecjalizowanych	специализировать	wyspecjalizować	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
специализированных	wyspecjalizowane	специализировать	wyspecjalizować	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
специализированных	specjalistyczne	специализировать	specjalistyczny	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG
кучу	stos	куча	stos	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
ущелье	wąwozu	ущелье	wąwóz	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
доминик	dominick	доминик	dominick	N;ANIM;NOM;MASC;SG	
доминик	dominik	доминик	dominika	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
доминик	dominic	доминик	dominica	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
доминик	dominique	доминик	dominiaru	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
доминик	dominik	доминик	dominika	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шахматы	szachy	шахматы	szachy	N;INAN;NOM;FEM;PL	
будапешт	budapeszcie	будапешт	budapeszyć	N;INAN;NOM;MASC;SG	PROPN;VOC;MASC;SG
фактором	czynnik	фактор	czynnik	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
фактором	współczynnik	фактор	współczynnik	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
казимир	kazimierz	казимир	kazimierz	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
казимир	kazimierza	казимир	kazimierz	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
животное	zwierząt	животное	zwierzę	N;ANIM;NOM;NEUT;SG	N;GEN;NEUT;PL
животное	zwierzęta	животное	zwierzę	N;ANIM;NOM;NEUT;SG	N;NOM;NEUT;PL
тюрингия	turyngii	тюрингия	turynga	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
дракона	smok	дракон	smok	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
дракона	dragon	дракон	dragon	N;ANIM;ACC;MASC;SG	
экспозиция	exposition	экспозиция	exposition	N;INAN;NOM;FEM;SG	
углерода	węgla	углерод	węgiel	N;INAN;GEN;MASC;SG	
углерода	węgiel	углерод	węgiel	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
свидетелей	świadkowie	свидетель	świadkowie	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
свидетелей	świadków	свидетель	świadek	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
усиление	wzmocnienia	усиление	wzmocnić	N;INAN;NOM;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
атаковали	zaatakowana	атаковать	zaatakować	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
атаковали	zaatakowany	атаковать	zaatakować	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
атаковали	zaatakował	атаковать	zaatakować	V;IPFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
атаковали	zaatakowano	атаковать	zaatakować	V;IPFV;IND;PL;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
легион	legia	легион	legia	N;INAN;NOM;MASC;SG	
точная	precyzyjnie	точный	precyzyjnie	ADJ;NOM;FEM;SG	ADV
гоголя	gogol	гоголь	gogol	N;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
богатства	bogactwo	богатство	bogactwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
богатства	bogactwa	богатство	bogactwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
богатства	majątek	богатство	majątek	N;INAN;NOM;NEUT;PL	N;ACC;MASC;SG
богатства	bogactwo	богатство	bogactwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
богатства	bogactwa	богатство	bogactwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
рейна	ren	рейн	ren	N;INAN;NOM;MASC;SG	
рейна	renie	рейн	rena	N;INAN;NOM;MASC;SG	
рейна	reina	рейн	reina	N;INAN;NOM;MASC;SG	
рейна	raina	рейн	raina	N;INAN;NOM;MASC;SG	
заключить	podsumowując	заключить	podsumowywać	V;PFV;NFIN;ACT	V;IPFV;PRS;V.CVB;ACT
организм	organizmy	организм	organizm	N;INAN;NOM;MASC;SG	V;IPFV;IMP;PL;1;FIN;ACT
организм	organizm	организм	organizm	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
организм	organizmu	организм	organizm	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
обряд	rytuał	обряд	rytuać	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
личинки	larwy	личинка	larwa	N;ANIM;NOM;FEM;PL	
личинки	larwy	личинка	larwa	N;ANIM;NOM;FEM;PL	
личинки	napastnik	личинка	napastnik	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
личинки	striker	личинка	striker	N;ANIM;NOM;FEM;PL	
сообщается	zgłoszono	сообщать	zgłosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;0;PST;FIN;ACT
сообщается	zgłaszane	сообщать	zgłaszać	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сообщается	zgłoszone	сообщать	zgłosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
сообщается	zgłoszony	сообщать	zgłosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
сообщается	zgłoszona	сообщать	zgłosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
сообщается	zgłosił	сообщать	zgłosić	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
панорама	panorama	панорам	panoram	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
опер	opery	опера	opera	N;INAN;GEN;FEM;PL	
монахи	mnichów	монах	mnich	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
белок	białko	белок	białko	N;INAN;NOM;MASC;SG	
белок	białka	белок	białko	N;INAN;NOM;MASC;SG	N;ACC;NEUT;SG
временный	tymczasowo	временный	tymczasowo	ADJ;NOM;MASC;SG	ADV
завершена	zrealizowane	завершить	zrealizować	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завершена	zakończone	завершить	zakończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завершена	zakończona	завершить	zakończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
завершена	zaliczone	завершить	zaliczyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завершена	ukończone	завершить	ukończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завершена	skończony	завершить	skończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
завершена	zakończone	завершить	zakończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
завершена	skończone	завершить	skończyć	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
груневельд	groeneveld	груневельд	groeneveld	N;INAN;NOM;MASC;SG	
кастро	castro	кастро	castro	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
матрицы	matryce	матрица	matryka	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
матрицы	matryc	матрица	matryc	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
матрицы	macierz	матрица	macierz	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
матрицы	matrix	матрица	matrix	N;INAN;NOM;FEM;PL	
матрицы	matrycy	матрица	matryk	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
вызывать	wezwać	вызывать	wezwać	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
упадок	odrzucić	упадок	odrzucić	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
взрослые	dorosłe	взрослый	dorosły	N;ANIM;NOM;MASC;PL	V;PFV;NEUT;IND;SG;PST;FIN;ACT
взрослые	dorośli	взрослый	dorosły	N;ANIM;NOM;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
взрослые	dorosłych	взрослый	dorosły	N;ANIM;NOM;MASC;PL	ADJ;GEN;MASC;PL
взрослые	dorośli	взрослый	dorosły	N;ANIM;NOM;MASC;PL	V;PFV;MASC;IND;PL;PST;FIN;ACT
взрослые	dorosły	взрослый	dorosnąć	N;ANIM;NOM;MASC;PL	V;PFV;FEM;IND;PL;PST;FIN;ACT
взрослые	dorosłych	взрослый	dorosły	N;ANIM;NOM;MASC;PL	ADJ;GEN;MASC;PL
взрослые	dorosła	взрослый	dorosnąć	N;ANIM;NOM;MASC;PL	V;PFV;FEM;IND;SG;PST;FIN;ACT
арестованы	aresztowany	арестовывать	aresztować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
арестованы	aresztowana	арестовывать	aresztować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
арестованы	aresztowani	арестовывать	aresztować	V;PFV;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
документальные	dokumentalne	документальный	dokumentalny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
медичи	medici	медич	medit	N;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
ранний	wczesna	ранний	wczesny	ADJ;NOM;MASC;SG	
ранний	wcześnie	ранний	wcześnie	ADJ;NOM;MASC;SG	ADV
ранний	wczesne	ранний	wczesny	ADJ;NOM;MASC;SG	
исчезновения	zaginięcie	исчезновение	zaginąć	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
исчезновения	zanik	исчезновение	zanik	N;INAN;GEN;NEUT;SG	V;IPFV;IND;SG;PRS;FIN;ACT
исчезновения	zniknięcie	исчезновение	zniknięcie	N;INAN;GEN;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
иисус	jezu	иисус	jezus	N;ANIM;NOM;MASC;SG	
итальянские	włoska	итальянский	włoski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
итальянские	włochy	итальянский	włochy	ADJ;NOM;PL	
итальянские	włoski	итальянский	włoski	ADJ;NOM;PL	
итальянские	włoch	итальянский	wąć	ADJ;NOM;PL	
итальянские	włoskie	итальянский	włoski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
объяснил	wyjaśnione	объяснить	wyjaśnić	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
искренне	szczerze	искренне	szczerze	ADV	
удобства	wygody	удобство	wygoda	N;INAN;NOM;NEUT;PL	
удобства	wygodę	удобство	wygoda	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
вэй	wei	вэй	wziąć	N;INAN;NOM;MASC;SG	
хорхе	jorge	хорха	jorga	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
спутники	satelity	спутник	satelita	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
спутники	satelitarne	спутник	satelitarny	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG
спутники	satelita	спутник	satelita	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
спутники	satelitarnej	спутник	satelitarny	N;INAN;NOM;MASC;PL	ADJ;GEN;FEM;SG
спутники	satelitarna	спутник	satelitarny	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;SG
спутники	satelity	спутник	satelita	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
спутники	księżyców	спутник	księżyc	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
опытом	doświadczenia	опыт	doświadczenie	N;INAN;INS;MASC;SG	N;NOM;NEUT;SG
опытом	przeżycia	опыт	przeżycie	N;INAN;INS;MASC;SG	N;NOM;NEUT;SG
опытом	doświadczeń	опыт	doświadczenie	N;INAN;INS;MASC;SG	N;GEN;NEUT;PL
опытом	doznania	опыт	doznanie	N;INAN;INS;MASC;SG	N;NOM;NEUT;PL
рон	roan	рон	roan	N;ANIM;NOM;MASC;SG	
рон	rona	рон	rona	N;ANIM;NOM;MASC;SG	
рон	ron	рон	ron	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
наблюдение	obserwacji	наблюдение	obserwacja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
наблюдение	obserwację	наблюдение	obserwacja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
наблюдение	obserwacje	наблюдение	obserwacja	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
наблюдение	nadzoru	наблюдение	nadzór	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
наблюдение	obserwuję	наблюдение	obserwować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
наблюдение	obserwuje	наблюдение	obserwować	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
деда	dziadku	дед	dziadek	N;ANIM;ACC;MASC;SG	N;VOC;MASC;SG
деда	dziadek	дед	dziadek	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	dziadku	дед	dziadek	N;ANIM;ACC;MASC;SG	N;VOC;MASC;SG
деда	dziadek	дед	dziadek	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
черепа	czaszki	череп	czaszki	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
черепа	czaszka	череп	czaszki	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
черепа	czaszki	череп	czaszki	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
черепа	czaszkę	череп	czaszka	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
герберт	herbert	герберт	herbert	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
якоб	jakuba	якоб	jakub	N;ANIM;NOM;MASC;SG	
якоб	jakub	якоб	jakub	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
якоб	jakob	якоб	jakob	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
словакия	słowacji	словакия	słowacja	N;INAN;NOM;FEM;SG	PROPN;GEN;FEM;SG
интеграции	integracja	интеграция	integracja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
интеграции	integracji	интеграция	integracja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
интеграции	integrację	интеграция	integracja	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
женщину	kobiety	женщина	kobieta	N;ANIM;ACC;FEM;SG	N;NOM;FEM;PL
женщину	kobieta	женщина	kobieta	N;ANIM;ACC;FEM;SG	N;NOM;FEM;SG
актер	aktora	актер	aktor	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
мальчиков	boys	мальчик	boys	N;ANIM;GEN;MASC;PL	
мальчиков	chłopcy	мальчик	chłopiec	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
мальчиков	chłopaki	мальчик	chłopak	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
агломерации	aglomeracji	агломерация	aglomeracja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
марке	marche	марка	march	N;INAN;DAT;FEM;SG	
успешного	udanych	успешный	udać	ADJ;GEN;MASC;SG	ADJ;GEN;MASC;PL
успешного	udane	успешный	udać	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
успешного	udany	успешный	udany	ADJ;GEN;MASC;SG	
успешного	udana	успешный	udać	ADJ;GEN;MASC;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
костей	bones	кость	bones	N;INAN;GEN;FEM;PL	
костей	kości	кость	kość	N;INAN;GEN;FEM;PL	
парков	parki	парк	park	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
сделки	transakcji	сделка	transakcja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
сделки	oferty	сделка	oferta	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
попробуйте	spróbuj	пробовать	spróbować	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
избирательного	selektywny	избирательный	selektywny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
девиз	motto	девиз	motto	N;INAN;NOM;MASC;SG	
николо	nicolò	николо	nicolò	N;ANIM;NOM;MASC;SG	
сек	sek	секунда	sek	N;INAN;NOM;FEM;SG	
сек	sec	секунда	sec	N;INAN;NOM;FEM;SG	
греческая	greckiej	греческий	grecki	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
греческая	grecja	греческий	grecja	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
тысячелетия	milenijnych	тысячелетие	milenijny	N;INAN;NOM;NEUT;PL	ADJ;GEN;MASC;PL
тысячелетия	millennium	тысячелетие	millennium	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
тысячелетия	tysiąclecia	тысячелетие	tysiąclecie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
серийный	serial	серийный	serial	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
земледелия	hodowla	земледелие	hodowle	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
земледелия	rolnictwo	земледелие	rolnictwo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
лекарственных	lecznicze	лекарственный	leczniczy	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
лекарственных	leczniczy	лекарственный	leczniczy	ADJ;GEN;PL	
частное	private	частный	privaty	ADJ;NOM;NEUT;SG	
риска	ryzyka	риск	ryzyka	N;INAN;GEN;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
риска	ryzyko	риск	ryzyko	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
беседы	rozmów	беседа	rozmowa	N;INAN;NOM;FEM;PL	
беседы	konwersacji	беседа	konwersacja	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
беседы	rozmowy	беседа	rozmowa	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
беседы	przesłuchania	беседа	przesłuchanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
пересадка	transplantacji	пересадка	transplantacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
