van	from	van	from	ADP	PROPN
wezen	сироты	wezen	сирота	V;NFIN	N;ANIM;NOM;MASC;PL
wezen	тварь	wezen	тварь	V;NFIN	N;ANIM;NOM;FEM;SG
wezen	существо	wezen	существо	V;NFIN	N;INAN;NOM;NEUT;SG
vliegveld	airport	vliegveld	airport	N;NEUT;SG	PROPN
verliefd	раздавить	verliefd	раздавить	ADJ	V;PFV;NFIN;ACT
samenleving	общества	samenleving	общество	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
milaan	милан	milaan	милан	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
toon	toon	toon	toon	N;MASC+FEM;SG	PROPN
toon	показывать	toon	показывать	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
toon	show	toon	show	N;MASC+FEM;SG	PROPN
toon	показать	toon	показать	N;MASC+FEM;SG	V;PFV;NFIN;ACT
minimaal	минимум	minimaal	минимум	ADJ	N;INAN;ACC;MASC;SG
minimaal	минимум	minimaal	минимум	ADJ	N;INAN;ACC;MASC;SG
haute	верхняя	haute	верхний	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
jongeren	молодежи	jong	молодежь	ADJ;CMPR	N;INAN;GEN;FEM;SG
jongeren	молодость	jong	молодость	ADJ;CMPR	N;INAN;NOM;FEM;SG
jongeren	молодёжь	jong	молодёжь	ADJ;CMPR	N;INAN;NOM;FEM;SG
jongeren	молодежь	jong	молодежь	ADJ;CMPR	N;INAN;NOM;FEM;SG
melding	уведомления	melding	уведомление	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
positief	положительно	positief	положительно	ADJ	ADV
special	особая	special	особый	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
special	специальный	special	специальный	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
special	специального	special	специальный	N;MASC+FEM;SG	ADJ;GEN;MASC;SG
special	специальная	special	специальный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
special	специальные	special	специальный	N;MASC+FEM;SG	ADJ;NOM;PL
special	специальное	special	специальный	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
master	master	master	master	N;MASC+FEM;SG	PROPN
nicolas	николя	nicolas	николь	N;MASC+FEM;SG	PART
hertogdom	герцогства	hertogdom	герцогство	N;NEUT;SG	N;INAN;NOM;NEUT;PL
halverwege	полпути	halverwege	полпути	ADV	N;INAN;NOM;FEM;PL
ontdekte	обнаруженные	ontdekken	обнаружить	V;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
boy	boy	boy	boy	N;MASC+FEM;SG	PROPN
arabisch	араб	arabisch	араб	ADJ	N;INAN;NOM;MASC;SG
stockholm	стокгольмской	stockholm	стокгольмский	N;NEUT;SG	ADJ;INS;FEM;SG
breken	перерыв	breken	перерыв	V;NFIN	N;INAN;NOM;MASC;SG
breken	взлом	breken	взлом	V;NFIN	N;INAN;NOM;MASC;SG
power	power	power	power	N;MASC+FEM;SG	PROPN
neem	берите	nemen	брать	V;SG;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
neem	возьмите	nemen	брать	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
howard	ховард	howard	ховард	N;MASC+FEM;SG	INTJ
gelukkig	счастливо	gelukkig	счастливо	ADJ	ADV
gelukkig	лаки	gelukkig	лак	ADJ	N;INAN;NOM;MASC;PL
gelukkig	счастливчик	gelukkig	счастливчик	ADJ	N;ANIM;NOM;MASC;SG
gelukkig	повезло	gelukkig	везти	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;ACT
masters	masters	master	masters	N;PL	PROPN
masters	мастерс	master	мастерс	N;PL	N;INAN;NOM;MASC;SG
bruine	браун	bruin	браун	ADJ	N;ANIM;NOM;MASC;SG
ontsnappen	побег	ontsnappen	побег	V;NFIN	N;INAN;NOM;MASC;SG
ontsnappen	побег	ontsnappen	побег	V;NFIN	N;INAN;NOM;MASC;SG
steven	стивен	steven	стивный	N;PL	N;ANIM;NOM;MASC;SG
ali	али	ali	али	N;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
vietnam	вьетнам	vietnemen	вьетный	PROPN;NEUT;SG	N;INAN;NOM;MASC;PL
stopte	остановились	stoppen	остановиться	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
story	story	story	story	N;MASC+FEM;SG	PROPN
drama	драмы	drama	драма	N;NEUT;SG	N;INAN;NOM;FEM;PL
dak	крыши	dak	крыша	N;NEUT;SG	N;INAN;NOM;FEM;PL
redden	спасение	redden	спасение	V;NFIN	N;INAN;NOM;NEUT;SG
redden	сохранение	redden	сохранение	V;NFIN	N;INAN;NOM;NEUT;SG
redden	экономия	redden	экономия	V;NFIN	N;INAN;NOM;FEM;SG
redden	спасатели	redden	спасатель	V;NFIN	N;ANIM;NOM;MASC;PL
redden	спасение	redden	спасение	V;NFIN	N;INAN;NOM;NEUT;SG
more	более	more	более		ADV;CMPR
more	больше	more	больше		ADV;CMPR
more	еще	more	еще		ADV
boys	boys	boys	boys	N;PL	PROPN
journal	дневник	journal	дневник		N;INAN;NOM;MASC;SG
journal	журнал	journal	журнал		N;INAN;NOM;MASC;SG
journal	journal	journal	journal		PROPN
podium	трибуны	podium	трибуна	N;NEUT;SG	N;INAN;NOM;FEM;PL
test	испытания	test	испытание	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
origineel	оригинально	origineel	оригинально	ADJ	ADV
origineel	оригинал	origineel	оригинал	ADJ	N;INAN;NOM;MASC;SG
origineel	оригиналы	origineel	оригинал	ADJ	N;INAN;NOM;MASC;PL
verdediging	обороны	verdediging	оборона	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
verdediging	обороны	verdediging	оборона	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
kopje	cup	kopje	cup	N;NEUT;SG	PROPN
dame	lady	dame	lady	N;MASC+FEM;SG	PROPN
hoeven	копыта	hoeven	копыто	V;NFIN	N;INAN;NOM;NEUT;PL
draaien	вращение	draaien	вращение	V;NFIN	N;INAN;NOM;NEUT;SG
draaien	ротации	draaien	ротация	V;NFIN	N;INAN;NOM;FEM;PL
draaien	очередь	draaien	очередь	V;NFIN	N;INAN;NOM;FEM;SG
draaien	поворот	draaien	поворот	V;NFIN	N;INAN;NOM;MASC;SG
draaien	вращение	draaien	вращение	V;NFIN	N;INAN;NOM;NEUT;SG
draaien	поворот	draaien	поворот	V;NFIN	N;INAN;NOM;MASC;SG
draaien	вращение	draaien	вращение	V;NFIN	N;INAN;NOM;NEUT;SG
draaien	spin	draaien	spin	V;NFIN	PROPN
bewust	осознанно	bewust	осознанно	ADJ	ADV
bewust	сознательно	bewust	сознательно	ADJ	ADV
bewust	сознании	bewust	сознание	ADJ	N;INAN;ESS;NEUT;SG
bewust	сознавая	bewust	сознавать	ADJ	V;IPFV;PRS;V.CVB;ACT
bewust	умышленно	bewust	умышленно	ADJ	ADV
bewust	преднамеренно	bewust	преднамеренно	ADJ	ADV
bewust	намеренно	bewust	намеренно	ADJ	ADV
bewust	осознанно	bewust	осознанно	ADJ	ADV
bewust	сознательно	bewust	сознательно	ADJ	ADV
like	нравится	lik	нравиться		V;IPFV;IND;SG;3;PRS;FIN;MID
like	like	lik	like		PROPN
like	как	lik	как		CONJ
peking	пекинской	peking	пекинский	N;NEUT;SG	ADJ;INS;FEM;SG
positieve	положительно	positief	положительно	ADJ	ADV
onderzoeken	расследований	onderzoeken	расследование	V;NFIN	N;INAN;GEN;NEUT;PL
onderzoeken	расследования	onderzoeken	расследование	V;NFIN	N;INAN;NOM;NEUT;PL
onderzoeken	расследование	onderzoeken	расследование	V;NFIN	N;INAN;NOM;NEUT;SG
onderzoeken	справки	onderzoeken	справка	V;NFIN	N;INAN;NOM;FEM;PL
onderzoeken	запросы	onderzoeken	запрос	V;NFIN	N;INAN;NOM;MASC;PL
kopenhagen	копенгагене	kopenhaag	копенгагень	N;PL	N;INAN;ESS;MASC;SG
kopenhagen	копенгаген	kopenhaag	копенгагный	N;PL	N;INAN;NOM;MASC;SG
iran	иран	iran	иран	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
ernstige	серьезно	ernstig	серьезно	ADJ	ADV
typisch	обычно	typisch	обычно	ADJ	ADV
typisch	типично	typisch	типично	ADJ	ADV
zürich	цюрих	zürich	цюрий	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
zürich	цюрихе	zürich	цюрих	PROPN;NEUT;SG	N;INAN;DAT;MASC;SG
sprint	sprint	sprint	sprint	N;MASC+FEM;SG	PROPN
deens	дании	deens	дания	ADJ	N;INAN;ESS;NEUT;SG
vorming	формирования	vorming	формирование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
vriendin	подружки	vriendin	подружка	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
religie	религии	religie	религия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
opnemen	запись	opnemen	запись	V;NFIN	N;INAN;NOM;FEM;SG
waarheid	правда	waarheid	правда	N;MASC+FEM;SG	ADV
verbond	пакт	verbinden	пакт	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
verbond	пакта	verbinden	пакт	V;SG;PST;FIN	N;INAN;GEN;MASC;SG
verbond	пакту	verbinden	пакт	V;SG;PST;FIN	N;INAN;DAT;MASC;SG
verbond	альянс	verbinden	альянс	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
transport	перевозки	transport	перевозка	N;NEUT;SG	N;INAN;NOM;FEM;PL
main	основная	main	основной	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
main	основные	main	основной	N;MASC+FEM;SG	ADJ;NOM;PL
main	главная	main	главный	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
main	основных	main	основной	N;MASC+FEM;SG	ADJ;GEN;PL
volgorde	последовательности	volgorde	последовательность	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
wijziging	модификации	wijziging	модификация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
wijziging	поправки	wijziging	поправка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
wijziging	перемены	wijziging	перемена	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
wijziging	изменения	wijziging	изменение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
wijziging	изменить	wijziging	изменить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
wijziging	сменить	wijziging	сменить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
dochters	дочери	dochter	дочь	N;PL	N;ANIM;NOM;FEM;SG
ervaren	опытные	ervaren	опытный	V;V.PTCP	ADJ;NOM;PL
ervaren	опытных	ervaren	опытный	V;V.PTCP	ADJ;GEN;PL
ervaren	опытный	ervaren	опытный	V;V.PTCP	ADJ;NOM;MASC;SG
ervaren	опыт	ervaren	опыт	V;V.PTCP	N;INAN;NOM;MASC;SG
vreemde	незнакомец	vreemd	незнакомец	ADJ	N;ANIM;NOM;MASC;SG
vertrekken	отъезд	vertrekken	отъезд	V;NFIN	N;INAN;NOM;MASC;SG
ondersteuning	поддерживаю	ondersteuning	поддерживать	N;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
conservatorium	консерватории	conservatorium	консерватория	N;NEUT;SG	N;INAN;NOM;FEM;PL
heart	heart	heart	heart		PROPN
heart	сердце	heart	сердце		N;INAN;NOM;NEUT;SG
heart	сердцу	heart	сердце		N;INAN;DAT;NEUT;SG
donkere	dark	donker	dark	ADJ	PROPN
donkere	темноте	donker	темнота	ADJ	N;INAN;DAT;FEM;SG
nederlaag	поражения	nederlaag	поражение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
nederlaag	победить	nederlaag	победить	N;MASC+FEM;SG	V;PFV;NFIN;ACT
serieus	серьезно	serieus	серьезно	ADJ	ADV
serieus	серьезно	serieus	серьезно	ADJ	ADV
serieus	серьёзно	serieus	серьёзно	ADJ	ADV
bijen	пчела	bij	пчело	N;PL	N;ANIM;NOM;FEM;SG
krijg	получите	krijgen	получить	V;SG;PRS;FIN	V;PFV;IND;PL;2;FUT;FIN;ACT
kees	кес	kijzen	кес	PROPN;MASC+FEM;SG	
georg	георг	georg	георг	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
vos	лос	vos	лос	N;MASC+FEM;SG	
vos	fox	vos	fox	N;MASC+FEM;SG	PROPN
vos	вос	vos	вос	N;MASC+FEM;SG	
zeg	скажем	zeggen	сказать	V;SG;PRS;FIN	V;PFV;IND;PL;1;FUT;FIN;ACT
zeg	скажите	zeggen	сказать	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
verdwijnen	исчезновение	verdwijnen	исчезновение	V;PL;PRS;FIN	N;INAN;NOM;NEUT;SG
verdwijnen	исчезает	verdwijnen	исчезать	V;PL;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
verdwijnen	исчезновение	verdwijnen	исчезновение	V;PL;PRS;FIN	N;INAN;NOM;NEUT;SG
verdwijnen	исчезнет	verdwijnen	исчезнуть	V;PL;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;ACT
bezwaar	возражения	bezwaar	возражение	N;NEUT;SG	N;INAN;NOM;NEUT;PL
bezwaar	возражаю	bezwaar	возражать	N;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
bezwaar	возражения	bezwaar	возражение	N;NEUT;SG	N;INAN;NOM;NEUT;PL
bezwaar	возражений	bezwaar	возражение	N;NEUT;SG	N;INAN;GEN;NEUT;PL
districten	округа	district	округ	N;PL	N;INAN;GEN;MASC;SG
instellingen	настройка	instelling	настройка	N;PL	N;INAN;NOM;FEM;SG
negatieve	отрицательно	negatief	отрицательно	ADJ	ADV
verwerkt	обработки	verwerken	обработка	V;V.PTCP	N;INAN;GEN;FEM;SG
verbeterde	улучшение	verbeteren	улучшение	V;SG;PST;FIN	N;INAN;NOM;NEUT;SG
verbleef	остались	verblijven	остаться	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
force	усилие	force	усилие		N;INAN;NOM;NEUT;SG
force	силы	force	сила		N;INAN;NOM;FEM;PL
force	сила	force	сила		N;INAN;NOM;FEM;SG
force	force	force	force		PROPN
force	силу	force	сила		N;INAN;ACC;FEM;SG
bewerken	правка	bewerken	правка	V;NFIN	N;INAN;NOM;FEM;SG
bewerken	редактирование	bewerken	редактирование	V;NFIN	N;INAN;NOM;NEUT;SG
bewerken	монтаж	bewerken	монтаж	V;NFIN	N;INAN;NOM;MASC;SG
bewerken	редактирование	bewerken	редактирование	V;NFIN	N;INAN;NOM;NEUT;SG
bewerken	редактирования	bewerken	редактирование	V;NFIN	N;INAN;NOM;NEUT;PL
beslist	определённо	beslissen	определённо	V;V.PTCP	ADV
beslist	однозначно	beslissen	однозначно	V;V.PTCP	ADV
beslist	определенно	beslissen	определенно	V;V.PTCP	ADV
roemeense	румынии	roemeens	румыния	ADJ	N;INAN;NOM;FEM;PL
wees	сирот	wijzen	сирота	V;SG;PST;FIN	N;ANIM;GEN;FEM;PL
wees	сирота	wijzen	сирота	V;SG;PST;FIN	N;ANIM;NOM;FEM;SG
wees	сироты	wijzen	сирота	V;SG;PST;FIN	N;ANIM;NOM;MASC;PL
wees	сироту	wijzen	сирота	V;SG;PST;FIN	N;ANIM;ACC;FEM;SG
cultureel	культурно	cultureel	культурно	ADJ	ADV
maak	make	maken	make	V;SG;PRS;FIN	PROPN
hoogtepunt	выделить	hoogtepunt	выделить	N;NEUT;SG	V;PFV;NFIN;ACT
hoogtepunt	подчеркнуть	hoogtepunt	подчеркнуть	N;NEUT;SG	V;PFV;NFIN;ACT
aangrenzende	прилегающие	aangrenzend	прилегать	ADJ	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
aangrenzende	прилегающих	aangrenzend	прилегать	ADJ	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
abraham	абрахам	abraham	абрах	N;MASC+FEM;SG	N;ANIM;DAT;MASC;PL
abraham	ибрахим	abraham	ибрахимый	N;MASC+FEM;SG	N;ANIM;DAT;MASC;PL
rose	роз	rose	роза	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
vochtige	сырости	vochtig	сырость	ADJ	N;INAN;NOM;FEM;PL
loire	луары	loir	луара	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
behoud	удержания	behoud	удержание	N;NEUT;SG	N;INAN;NOM;NEUT;PL
finse	финляндии	fins	финляндия	ADJ	N;INAN;NOM;FEM;SG
lot	судьбы	lot	судьба	N;NEUT;SG	N;INAN;NOM;FEM;PL
lot	судьбы	lot	судьба	N;NEUT;SG	N;INAN;NOM;FEM;PL
nymphalidae	нимфалиды	nymphalidae	нимфалид	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
kopen	покупка	kopen	покупка	V;NFIN	N;INAN;NOM;FEM;SG
kroatië	хорватии	kroatië	хорватия	N;NEUT;SG	N;INAN;NOM;FEM;PL
chen	чен	chen	чно	N;MASC+FEM;SG	PART
verlengde	длительного	verlengen	длительный	V;V.PTCP	ADJ;GEN;NEUT;SG
papier	бумаги	papier	бумага	N;NEUT;SG	N;INAN;NOM;FEM;PL
wisten	знала	weten	знать	V;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
wisten	знал	weten	знать	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
eieren	яйцо	ei	яйцо	N;PL	N;INAN;NOM;NEUT;SG
way	путь	way	путь		N;INAN;NOM;MASC;SG
way	way	way	way		PROPN
way	способ	way	способ		N;INAN;NOM;MASC;SG
discussies	обсуждение	discussie	обсуждение	N;PL	N;INAN;NOM;NEUT;SG
discussies	дискуссия	discussie	дискуссия	N;PL	N;INAN;NOM;FEM;SG
miss	miss	missen	miss	N;MASC+FEM;SG	PROPN
blues	blues	blues	blues	N;MASC+FEM;SG	PROPN
danny	дэни	danny	дэнь	N;MASC+FEM;SG	
petersburg	petersburg	petersburg	petersburg	N;MASC+FEM;SG	PROPN
vrijdag	пятницу	vrijdag	пятница	PROPN;MASC+FEM;SG	N;INAN;ACC;FEM;SG
vrijdag	пятница	vrijdag	пятница	PROPN;MASC+FEM;SG	N;INAN;NOM;FEM;SG
mexicaanse	мексики	mexicaans	мексика	ADJ	N;INAN;NOM;FEM;PL
mexicaanse	мексику	mexicaans	мексика	ADJ	N;INAN;ACC;FEM;SG
mexicaanse	мексики	mexicaans	мексика	ADJ	N;INAN;NOM;FEM;PL
mexicaanse	мексика	mexicaans	мексика	ADJ	N;INAN;NOM;FEM;SG
liederen	songs	lied	songs	N;PL	PROPN
joegoslavië	югославии	joegoslavië	югославия	PROPN;NEUT;SG	N;INAN;NOM;NEUT;PL
joegoslavië	югославия	joegoslavië	югославие	PROPN;NEUT;SG	N;INAN;NOM;NEUT;PL
geef	дайте	geven	дать	V;SG;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
tram	трамваи	tram	трамвай	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
venetië	венеции	venetië	венеция	N;NEUT;SG	N;INAN;NOM;FEM;PL
langere	дольше	lang	долго	ADJ;CMPR	ADV;CMPR
ras	породы	ras	порода	N;NEUT;SG	N;INAN;NOM;FEM;PL
ras	рас	ras	раса	N;NEUT;SG	N;INAN;GEN;FEM;PL
ras	гонки	ras	гонка	N;NEUT;SG	N;INAN;NOM;FEM;PL
ras	расы	ras	раса	N;NEUT;SG	N;INAN;NOM;FEM;PL
commissaris	уполномоченный	commissaris	уполномоченный	N;MASC+FEM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
bruin	браун	bruin	браун	ADJ	N;ANIM;NOM;MASC;SG
leftarm	leftarm	leftarm	leftarm	N;MASC+FEM;SG	PROPN
irak	ирак	irak	ирак	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
werkelijk	воистину	werkelijk	воистину	ADJ	
werkelijk	действительно	werkelijk	действительно	ADJ	ADV
werkelijk	реально	werkelijk	реально	ADJ	ADV
werkelijk	действительно	werkelijk	действительно	ADJ	ADV
sydney	сидни	sydney	сиднь	PROPN;NEUT;SG	N;ANIM;NOM;MASC;SG
sydney	сидней	sydney	сидней	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
communicatie	коммуникации	communicatie	коммуникация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
communicatie	связи	communicatie	связь	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
communicatie	сообщения	communicatie	сообщение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
slachtoffer	потерпевший	slachtoffer	потерпевший	N;NEUT;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;ACT
slachtoffer	пострадавший	slachtoffer	пострадавший	N;NEUT;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;ACT
platform	платформы	platform	платформа	N;NEUT;SG	N;INAN;NOM;FEM;PL
bay	бей	bay	бей	N;MASC+FEM;SG	INTJ
bay	bay	bay	bay	N;MASC+FEM;SG	PROPN
diploma	дипломы	diploma	диплом	N;NEUT;SG	N;INAN;NOM;MASC;PL
mevrouw	мадам	mevrouw	мада	N;MASC+FEM;SG	N;ANIM;DAT;FEM;PL
rtl	rtl	rtl	rtl	PROPN;MASC+FEM;SG	PROPN
oostenrijks	австрии	oostenrijks	австрия	ADJ	N;INAN;NOM;FEM;SG
behoefte	нужно	behoefte	нужный	N;MASC+FEM;SG	ADJ;NEUT;SG
behoefte	нужна	behoefte	нужный	N;MASC+FEM;SG	ADJ;FEM;SG
zwitsers	швейцарский	zwitser	швейцарский	N;PL	ADJ;NOM;MASC;SG
zwitsers	швейцарская	zwitser	швейцарский	N;PL	ADJ;NOM;FEM;SG
dertien	thirteen	dertien	thirteen	NUM	PROPN
helder	очистить	helder	очистить	ADJ	V;PFV;NFIN;ACT
helder	чисто	helder	чисто	ADJ	ADV
helder	ярко	helder	ярко	ADJ	ADV
hoofdzakelijk	преимущественно	hoofdzakelijk	преимущественно	ADJ	ADV
hoofdzakelijk	преимущественно	hoofdzakelijk	преимущественно	ADJ	ADV
waard	стоит	waard	стоить	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
formatie	формирования	formatie	формирование	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
presentator	ведущая	presentator	вести	N;MASC+FEM;SG	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;ACT
vijand	враги	vijand	враг	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
philips	philips	philips	philips	N;MASC+FEM;SG	PROPN
verlengd	длительного	verlengen	длительный	V;V.PTCP	ADJ;GEN;NEUT;SG
feest	party	feest	party	N;NEUT;SG	PROPN
prof	проф	prof	профент	N;MASC+FEM;SG	
timeaxis	timeaxis	timeaxis	timeaxis	N;MASC+FEM;SG	PROPN
gezamenlijk	совместно	gezamenlijk	совместно	ADJ	ADV
