til	لاجل	til	لاجل	ADV	
dirigent	الموصل	dirigent	مَوصِل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
positive	ايجابي	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
positive	الايجابي	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
positive	ايجابية	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
positive	الايجابية	positiv	إِيجَابِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
positive	موجب	positiv	مُوجِب	ADJ;PL	N;NOM;INDF;SG
europe	اوروبا	europe	أُورُوبَا		
europe	اوربا	europe	أُورُبَّا		
ocean	المحيطات	ocean	مُحِيط		ADJ;NOM;DEF;FEM;PL
ocean	المحيط	ocean	مُحِيط		N;NOM;DEF;SG
ocean	محيط	ocean	مُحِيط		
kroatien	كرواتيا	kroati	كُرُوَاتِيَا	PROPN	
positiv	الايجابي	positiv	إِيجَابِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
positiv	الايجابية	positiv	إِيجَابِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
positiv	موجب	positiv	مُوجِب	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
samtidige	متزامن	samtidig	مُتَزَامِن	ADJ;PL	ADJ;NOM;INDF;MASC;SG
reglen	قاعدة	regel	قَاعِدَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
studie	ادرس	studie	أَدرَس	N;INDF;NEUT;SG	
studie	الدراسة	studie	دِرَاسَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
studie	الاستديو	studie	اِستَديُو	N;INDF;NEUT;SG	N;NOM;DEF;SG
studie	ستوديو	studie	ستوديو	N;INDF;NEUT;SG	
studie	الاستوديو	studie	اِستَودَيُو	N;INDF;NEUT;SG	
trykt	مطبوعة	trykke	مَطبُوع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
trykt	مطبوع	trykke	مُطبَو	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
thor	ثور	thor	ثُور	N;INDF;MASC+FEM;SG	
identitet	الهوية	identitet	هُوِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indeholde	احتواء	indeholde	اِحتِوَاء	V;NFIN;ACT	N;NOM;INDF;SG
ekspeditionen	بعثة	ekspedition	بَعثَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
gren	الفرع	gren	فَرع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gren	برانش	gren	برانش	N;INDF;MASC+FEM;SG	
teams	الفرق	teams	فِرقَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
krige	الحروب	krig	حَرب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
krige	حرب	krig	حَرب	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
krige	الحرب	krig	حَرب	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
japanerne	ياباني	japaner	يَابَانِيّ	N;DEF;MASC+FEM;PL	ADJ;NOM;INDF;MASC;SG
japanerne	الياباني	japaner	يَابَانِيّ	N;DEF;MASC+FEM;PL	N;NOM;DEF;SG
japanerne	يابانيون	japaner	يَابَانِيّ	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
japanerne	اليابانية	japaner	يَابَانِيّ	N;DEF;MASC+FEM;PL	ADJ;NOM;DEF;FEM;SG
hærens	الجيش	hær	جَيش	N;GEN;DEF;MASC+FEM;SG	N;NOM;DEF;SG
hærens	جيش	hær	جَيش	N;GEN;DEF;MASC+FEM;SG	N;NOM;INDF;SG
kolonier	المستعمرات	kolonie	مُستَعمَر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lincoln	لينكولن	lincoln	لينكولن	N;INDF;MASC+FEM;SG	
skuespilleren	فاعل	skuespiller	فَاعِل	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
skuespilleren	ممثل	skuespiller	مُمَثِّل	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
hund	الكلب	hund	كُلب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vidner	الشهود	vidne	شَاهِد	N;INDF;NEUT;PL	N;NOM;DEF;PL
vidner	شاهد	vidne	شَاهَد	N;INDF;NEUT;PL	
vidner	شاهدة	vidne	شَاهِدَة	N;INDF;NEUT;PL	ADJ;NOM;INDF;FEM;SG
vidner	الشاهد	vidne	شَاهِد	N;INDF;NEUT;PL	N;NOM;DEF;SG
kritiseret	الانتقاد	kritisere	اِنتِقَاد	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
kritiseret	انتقادات	kritisere	اِنتِقَاد	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;PL
kritiseret	انتقاد	kritisere	اِنتِقَاد	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
kritiseret	الانتقادات	kritisere	اِنتِقَاد	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;PL
kritiseret	نقد	kritisere	نَقد	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
kritiseret	النقد	kritisere	نَقد	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
hemmelige	سر	hemmelig	سر	ADJ;PL	
hemmelige	سري	hemmelig	سري	ADJ;PL	
hemmelige	السر	hemmelig	سُرّ	ADJ;PL	N;NOM;DEF;SG
hemmelige	سرية	hemmelig	سِرِّيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
bruce	بروس	bruce	بروس		
tit	غالبا	tit	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
romerne	الرومان	rom	رُومَان	N;DEF;MASC+FEM;PL	N;NOM;DEF;SG
milano	ميلان	milano	ميلان	PROPN	
milano	ميلانو	milano	مِيلَانُو	PROPN	
milano	ميلانو	milano	مِيلَانُو	PROPN	
dollars	الدولارات	dollar	دُولَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
dollars	دولارات	dollar	دُولَار	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
søndag	الاحد	søndag	أَحَد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bosat	مقيمة	bosat	مُقَيَّمَة	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
bosat	المقيم	bosat	مُقِيم	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
bosat	مقيم	bosat	مُقَيَّم	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
bosat	المقيمون	bosat	مُقَيَّم	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;PL
levetid	العمر	levetid	عُمر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
citat	اقتبس	citat	اِقتَبَس	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
citat	الاقتباس	citat	اِقتِبَاس	N;INDF;NEUT;SG	N;NOM;DEF;SG
dalen	وادي	dal	وادي	N;DEF;MASC+FEM;SG	
dalen	فالى	dal	فالى	N;DEF;MASC+FEM;SG	
dalen	فالي	dal	فالي	N;DEF;MASC+FEM;SG	
erfaring	التجربة	erfaring	تَجرِبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
erfaring	الخبرة	erfaring	خِبرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
erfaring	الخبرات	erfaring	خِبرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
arkitekten	معماري	arkitekt	مُعَمَّار	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
øge	زيادة	øge	زِيَادَة	V;NFIN;ACT	N;NOM;INDF;SG
øge	الزيادة	øge	زِيَادَة	V;NFIN;ACT	N;NOM;DEF;SG
afviste	مرفوضة	afvise	مَرفُوض	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
oliver	اوليفر	oliv	أُولِيفِر	N;INDF;MASC+FEM;SG	
canadisk	الكندي	canadisk	كَنَدِيّ	ADJ;INDF;SG	N;NOM;DEF;SG
canadisk	الكندية	canadisk	كَنَدِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
frø	البذور	frø	بَذر	N;INDF;NEUT;PL	N;NOM;DEF;PL
frø	البذور	frø	بَذر	N;INDF;NEUT;PL	N;NOM;DEF;PL
frø	بذرة	frø	بِذرَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
frø	الضفدع	frø	ضَفدَع	N;INDF;NEUT;PL	N;NOM;DEF;SG
frø	ضفدع	frø	ضفدع	N;INDF;NEUT;PL	
kapel	شابل	kapel	شَابِل	N;INDF;NEUT;SG	
facebook	fac	facebook	حَاه	N;INDF;MASC+FEM;SG	
facebook	فيسبوك	facebook	فيسبوك	N;INDF;MASC+FEM;SG	
facebook	الفيسبوك	facebook	الفيسبوك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
singler	الفردي	singel	فَردِيّ	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
singler	فردي	singel	فَردِيّ	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;MASC;SG
singler	العزاب	singel	عِزَاب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
superligaen	التخصصات	superliga	تَخَصُّص	N;DEF;MASC+FEM;SG	N;NOM;DEF;PL
superligaen	تخصصات	superliga	خَصَّص	N;DEF;MASC+FEM;SG	N;NOM;INDF;PL
sydney	سيدنى	sydney	سِيدنِي		
sydney	سدني	sydney	سدني		
sydney	سيدني	sydney	سِيدنِي		
forskelle	الخلافات	forskel	خِلَاف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forskelle	الاختلافات	forskel	اِختِلَاف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forskelle	الفروق	forskel	فَرق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forskelle	التفاوتات	forskel	تَفَاوُت	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forskelle	التفاوت	forskel	تَفَاوُت	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
forskelle	الفوارق	forskel	فَارِق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
adresse	العنوان	adresse	عُنوَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
naturlig	الطبيعية	naturlig	طَبِيعِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
naturlig	الطبيعي	naturlig	طَبِيعِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
øverst	القمة	øverst	قِمَّة	ADJ;RL	N;NOM;DEF;SG
øverst	توب	øverst	تَوَبِّ	ADJ;RL	
øverst	قمة	øverst	قِمَّة	ADJ;RL	N;NOM;INDF;SG
bryde	كسر	bryde	كَسر	V;NFIN;ACT	N;NOM;INDF;SG
bryde	استراحة	bryde	اِستِرَاحَة	V;NFIN;ACT	N;NOM;INDF;SG
etniske	عرقية	etnisk	عِرقِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
etniske	الاثنية	etnisk	اِثنِيّ	ADJ;PL	N;NOM;DEF;SG
lena	لينا	lena	لينا		
mistet	ضائع	miste	ضَائِع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
conrad	كونراد	conrad	كونراد	N;INDF;MASC+FEM;SG	
regional	اقليمية	regional	إِقلِيمِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
regional	اقليمي	regional	إِقلِيمِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
regional	الاقليمي	regional	إِقلِيمِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
human	انسانية	human	إِنسَانِيّ		ADJ;NOM;INDF;FEM;SG
teologi	اللاهوت	teologi	لَاهُوت	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
opbygget	مبني	opbygge	مَبنِيّ	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
dække	غطاء	dække	غِطَاء	V;NFIN;ACT	N;NOM;INDF;SG
dække	الغطاء	dække	غِطَاء	V;NFIN;ACT	N;NOM;DEF;SG
dække	تغطية	dække	تَغطِيَة	V;NFIN;ACT	N;NOM;INDF;SG
dække	غلاف	dække	غِلَاف	V;NFIN;ACT	N;NOM;INDF;SG
dække	الغلاف	dække	غِلَاف	V;NFIN;ACT	N;NOM;DEF;SG
venedig	فينسيا	venedig	فِينسِيَا	PROPN	
venedig	فينيس	venedig	فِينِيس	PROPN	
venedig	فينيسيا	venedig	فِينِيسِيَا	PROPN	
venedig	البندقية	venedig	بُندُقِيّ	PROPN	N;NOM;DEF;SG
lektor	المحاضر	lektor	مُحَاضِر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
væsentlige	اساسي	væsentlig	أَسَاسِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
fremtidige	مستقبل	fremtidig	مُستَقبَل	ADJ;PL	N;NOM;INDF;SG
fremtidige	مستقبلا	fremtidig	مُستَقبَل	ADJ;PL	N;ACC;INDF;SG
fremtidige	المستقبل	fremtidig	مُستَقبَل	ADJ;PL	N;NOM;DEF;SG
arnold	ارنولد	arnold	أَرنُولد		
ida	ادا	ida	أَدَّا		CONJ
ida	ايدا	ida	أَيَّد		
massachusetts	ماساتشوستس	massachuset	مَاسَاتشُوستس	N;INDF;NEUT;SG	
ægteskabet	زواج	ægteskab	زَوَاج	N;DEF;NEUT;SG	N;NOM;INDF;SG
ross	روس	ross	رُوس	N;INDF;MASC+FEM;SG	
juridiske	قانوني	juridisk	قانوني	ADJ;PL	ADJ;NOM;INDF;MASC;SG
juridiske	قانونية	juridisk	قَانُونِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
juridiske	القانوني	juridisk	قَانُونِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
overfladen	سطح	overflad	سَطح	N;DEF;MASC+FEM;SG	
musikalsk	موسيقي	musikalsk	مُوسِيقِيّ	ADV	N;NOM;INDF;SG
musikalsk	موسيقية	musikalsk	مُوسِيقِيّ	ADV	ADJ;NOM;INDF;FEM;SG
fonden	صندوق	fond	صُندُوق	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
konflikten	تنازع	konflikt	نَازَع	N;DEF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
konflikten	نزاع	konflikt	نِزَاع	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
konflikten	الصراعات	konflikt	صِرَاع	N;DEF;MASC+FEM;SG	N;NOM;DEF;PL
konflikten	صراع	konflikt	صِرَاع	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
haven	حديقة	have	حَدِيقَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
anker	المرساة	anke	مَرسَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
foundation	الاساس	foundation	أَسَاس	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
foundation	المؤسسة	foundation	مُؤَسَّسَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sletning	محو	sletning	مَحو	N;INDF;MASC+FEM;SG	
sletning	الحذف	sletning	حَذف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
midlertidig	المؤقت	midlertidig	مُؤَقَّت	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
plus	زايد	plus	زايد	N;INDF;MASC+FEM;SG	
plus	زائد	plus	زَائِد	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
plus	بالاضافة	plus	بالاضافة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
personlighed	شخصيه	personlighed	شخصيه	N;INDF;MASC+FEM;SG	
personlighed	الشخصية	personlighed	شَخصِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
herbert	هربرت	herbert	هربرت	N;INDF;MASC+FEM;SG	
unit	وحدة	unit	وَحدَة		N;NOM;INDF;SG
unit	الوحدة	unit	وَحدَة		N;NOM;DEF;SG
fare	الخطر	fare	خَطَر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
arkiv	ارشيف	arkiv	ارشيف	N;INDF;NEUT;SG	
arkiv	الارشيف	arkiv	اَلأَرشِيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
arkiv	المحفوظات	arkiv	مَحفُوظ	N;INDF;NEUT;SG	N;NOM;DEF;PL
arkiv	محفوظات	arkiv	مَحفُوظ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;PL
arkiv	الارشيف	arkiv	اَلأَرشِيف	N;INDF;NEUT;SG	N;NOM;DEF;SG
donau	الدانوب	donau	دَانُوب	N;INDF;MASC+FEM;SG	
lærde	الباحث	lærde	بَاحِث	ADJ;PL	N;NOM;DEF;SG
lærde	عالم	lærde	عَالَم	ADJ;PL	N;NOM;INDF;SG
lærde	باحث	lærde	بَاحِث	ADJ;PL	N;NOM;INDF;SG
lister	القوائم	liste	قَائِمَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forstår	افهم	forstå	أَفهَم	V;IND;PRS;FIN;ACT	
forstår	فاهم	forstå	فَاهَم	V;IND;PRS;FIN;ACT	
forstår	تفهم	forstå	أَفهَم	V;IND;PRS;FIN;ACT	V;IPFV;MASC;IMP;SG;FIN
fødsel	الولادة	fødsel	وِلَادَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fødsel	الميلاد	fødsel	مِيلَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fødsel	الولادة	fødsel	وِلَادَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jurist	المحامية	jurist	مُحَامِيَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jurist	المحامي	jurist	مُحَامِي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jurist	محامي	jurist	مُحَامِي	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
sol	صن	sol	صَن	N;INDF;MASC+FEM;SG	
sol	شمس	sol	شمس	N;INDF;MASC+FEM;SG	
sol	الشمس	sol	شَمس	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sol	سول	sol	سول	N;INDF;MASC+FEM;SG	
sol	شمسية	sol	شَمسِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
sol	شمسي	sol	شمسي	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
sol	الشمسية	sol	شَمسِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
løst	طليق	løse	طَلِيق	V;INDF;SG;PST;V.PTCP	
tilføje	add	tilføje	صَذَث	V;NFIN;ACT	
tilføje	اضف	tilføje	اضف	V;NFIN;ACT	N;NOM;INDF;SG
tilføje	اضافة	tilføje	إِضَافَة	V;NFIN;ACT	N;NOM;INDF;SG
sædvanligvis	عادة	sædvanligvis	عَادَة	ADV	N;ACC;INDF;SG
kennedy	كندي	kennedy	كَنَدِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
kennedy	كيندي	kennedy	كيندي	N;INDF;MASC+FEM;SG	
kennedy	كينيدي	kennedy	كِينِيدِي	N;INDF;MASC+FEM;SG	
kennedy	كنيدي	kennedy	كنيدي	N;INDF;MASC+FEM;SG	
kenneth	كينيث	kenneth	كينيث	N;INDF;NEUT;SG	
salt	مالح	salt	مَالِح	ADJ;INDF;SG	
salt	الملح	salt	مِلح	ADJ;INDF;SG	N;NOM;DEF;SG
salt	سولت	salt	سُولت	ADJ;INDF;SG	
salt	ملح	salt	ملح	ADJ;INDF;SG	N;NOM;INDF;SG
fjender	العدو	fjende	عَدُوّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
fjender	عدو	fjende	عَدُوّ	N;INDF;MASC+FEM;PL	
fjender	الاعداء	fjende	عَدُوّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fjender	اعداء	fjende	اعداء	N;INDF;MASC+FEM;PL	
overensstemmelse	الامتثال	overensstemmelse	اِمتِثَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
overensstemmelse	الاتساق	overensstemmelse	اِتِّسَاق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
antonio	انتونيو	antonio	أَنتُونِيُو		
antonio	انطونيو	antonio	أَنطُونِيُو		
gold	ذهبي	gold	ذهبي		ADJ;NOM;INDF;MASC;SG
gold	جولد	gold	جولد		
gold	غولد	gold	غُولِد		
gold	ذهب	gold	ذَهَب		V;PFV;MASC;SG;3;ACT
gold	الذهب	gold	ذَهَب		N;NOM;DEF;SG
endeligt	واخيرا	endelig	وَ	ADV	
endeligt	اخيرا	endelig	أَخِير	ADV	ADJ;ACC;INDF;MASC;SG
endeligt	النهائي	endelig	نِهَائِيّ	ADV	ADJ;NOM;DEF;MASC;SG
endeligt	نهائي	endelig	نِهَائِيّ	ADV	N;NOM;INDF;SG
helsinki	هلسنكي	helsinki	هِلسِنكِي	N;INDF;NEUT;SG	
operaen	اوبرا	operaen	أُوبِرَا	N;DEF;MASC+FEM;SG	
operaen	الاوبرا	operaen	الاوبرا	N;DEF;MASC+FEM;SG	
planet	كوكب	plan	كَوكَب	N;DEF;NEUT;SG	
patienter	المرضى	patient	مَرِيض	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kommun	البلدية	kommun	بَلَدِيَّة		N;NOM;DEF;SG
kommun	بلدية	kommun	بَلَدِيَّة		N;NOM;INDF;SG
simple	بسيطه	simpel	بسيطه	ADJ;PL	PRO;NOM;MASC;SG;3
simple	بسيط	simpel	بَسِيط	ADJ;PL	ADJ;NOM;INDF;MASC;SG
simple	البسيط	simpel	بَسِيط	ADJ;PL	
simple	بسيطة	simpel	بَسِيط	ADJ;PL	ADJ;NOM;INDF;FEM;SG
reduceret	مخفضة	reducere	مخفضة	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
embede	المكتب	embed	مَكتَب	N;INDF;NEUT;SG	N;NOM;DEF;SG
embede	المنصب	embed	مَنصِب	N;INDF;NEUT;SG	N;NOM;DEF;SG
scener	المشاهد	scene	مَشهَد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
scener	الكواليس	scene	كُولِيس	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
unionen	نقابة	union	نِقَابَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
unionen	يونيون	union	يُونِيُون	N;DEF;MASC+FEM;SG	
nick	نيك	nick	نيك		
nick	نك	nick	نك		
dublin	دوبلن	dublin	دُوبلِن	N;INDF;MASC+FEM;SG	
dublin	دوبلين	dublin	دُوبلِين	N;INDF;MASC+FEM;SG	N;ACC;INDF;PL
dublin	دبلن	dublin	دبلن	N;INDF;MASC+FEM;SG	
alvorlig	جاد	alvorlig	جاد	ADJ;INDF;MASC+FEM;SG	
motiver	الدوافع	motiv	دَافِع	N;INDF;NEUT;PL	N;NOM;DEF;PL
rod	روت	rod	رَوت	N;INDF;MASC+FEM;SG	
rod	جذور	rod	جذور	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
rod	الجذر	rod	جِذر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rod	رود	rod	رُود	N;INDF;MASC+FEM;SG	
soldat	الجندي	soldat	الجندي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
soldat	الجندى	soldat	جُندِيّ	N;INDF;MASC+FEM;SG	
kapacitet	القدرة	kapacitet	قُدرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kapacitet	القدرات	kapacitet	قُدرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
kapacitet	القدرة	kapacitet	قُدرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kapacitet	السعة	kapacitet	سِعَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kapacitet	القدرات	kapacitet	قُدرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
gæster	الزائرين	gæst	زَائِر	N;INDF;MASC+FEM;PL	ADJ;ACC;DEF;MASC;PL
gæster	الزوار	gæst	زَوَار	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gæster	الضيوف	gæst	ضِيف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gæster	ضيوف	gæst	ضيوف	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
indstillet	ضبط	indstille	ضَبط	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
indstillet	تعيين	indstille	تَعيِين	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
korn	الحبوب	korn	حَبّ	N;INDF;NEUT;SG	N;NOM;DEF;PL
celler	الخلايا	celler	خَلِيَّة	N;INDF;NEUT;PL	N;NOM;DEF;PL
celler	الزنزانات	celler	زِنزَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
konflikter	النزاعات	konflikt	نِزَاع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konflikter	المنازعات	konflikt	مُنَازَعَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konflikter	الصراعات	konflikt	صِرَاع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konflikter	تنازع	konflikt	نَازَع	N;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
konflikter	نزاع	konflikt	نِزَاع	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
konflikter	الصراع	konflikt	صِرَاع	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
konflikter	الصراعات	konflikt	صِرَاع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
konflikter	صراع	konflikt	صِرَاع	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
konflikter	النزاع	konflikt	نِزَاع	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
turneringer	البطولات	turnering	البطولات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kai	كاي	kai	كَاي		
dame	السيدة	dame	سَيِّدَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tænke	افكر	tænke	افكر	V;NFIN;ACT	
tænke	التفكير	tænke	تَفكِير	V;NFIN;ACT	N;NOM;DEF;SG
tænke	تفكير	tænke	تَفكِير	V;NFIN;ACT	N;NOM;INDF;SG
omstændigheder	الظروف	omstændighed	ظَرف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
omstændigheder	الظروف	omstændighed	ظَرف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
katolsk	كاثوليكية	katolsk	كَاثُولِيكِيّ	ADJ;INDF;SG	
katolsk	كاثوليكي	katolsk	كاثوليكي	ADJ;INDF;SG	
katolsk	الكاثوليكية	katolsk	كَاثُولِيكِيّ	ADJ;INDF;SG	N;NOM;DEF;SG
mode	ازياء	mode	زِيّ	N;INDF;MASC+FEM;SG	
mode	الازياء	mode	زِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mode	الموضة	mode	مُوضَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mode	مود	mode	مود	N;INDF;MASC+FEM;SG	
mode	النمط	mode	نَمَط	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mode	الوضع	mode	وَضع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
shift	التحول	shift	تَحَوُّل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
siddende	قاعد	sidde	قَاعِد	V;PRS;V.PTCP	ADJ;NOM;INDF;MASC;SG
siddende	جالس	sidde	جَالِس	V;PRS;V.PTCP	
siddende	جالسة	sidde	جَالِس	V;PRS;V.PTCP	ADJ;NOM;INDF;FEM;SG
