hän	انها	hän	انها	PRO;NOM;SG;3	
odottaa	الانتظار	odottaa	اِنتِظَار	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
odottaa	انتظار	odottaa	اِنتِظَار	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
odottaa	منتظر	odottaa	مُنتَظَر	V;IND;SG;3;PRS;FIN;ACT	
odottaa	معلقة	odottaa	مُعَلَّق	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
odottaa	معلق	odottaa	مُعَلَّق	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
odottaa	المعلقة	odottaa	مُعَلَّق	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;SG
tappiot	خسارة	tappio	خَسَارَة	N;NOM;PL	N;NOM;INDF;SG
tappiot	الخسارة	tappio	خَسَارَة	N;NOM;PL	N;NOM;DEF;SG
puhua	كلام	puhua	كَلَام	V;SG;NFIN;ACT	N;NOM;INDF;SG
puhua	الحديث	puhua	حَدِيث	V;SG;NFIN;ACT	N;NOM;DEF;SG
puhua	الكلام	puhua	كَلَام	V;SG;NFIN;ACT	N;NOM;DEF;SG
puhua	التحدث	puhua	تَحَدُّث	V;SG;NFIN;ACT	N;NOM;DEF;SG
vastaanoton	استقبال	vastaanotto	اِستِقبَال	N;GEN;SG	N;NOM;INDF;SG
vastaanoton	الاستقبال	vastaanotto	اِستِقبَال	N;GEN;SG	N;NOM;DEF;SG
eroa	الطلاق	ero	طَلَاق	N;PRT;SG	N;NOM;DEF;SG
eroa	طلاق	ero	طَلَاق	N;PRT;SG	N;NOM;INDF;SG
eroa	الفرق	ero	فِرقَة	N;PRT;SG	N;NOM;DEF;SG
eroa	اختلاف	ero	اِختِلَاف	N;PRT;SG	N;NOM;INDF;SG
eroa	الاختلاف	ero	اِختِلَاف	N;PRT;SG	N;NOM;DEF;SG
eroa	فرق	ero	فِرقَة	N;PRT;SG	N;NOM;INDF;PL
pään	راسي	pää	راسي	N;GEN;SG	
pään	راس	pää	رَأس	N;GEN;SG	
pään	الراس	pää	رَأس	N;GEN;SG	N;NOM;DEF;SG
äänet	الصوت	ääni	صَوت	N;NOM;PL	N;NOM;DEF;SG
äänet	صوت	ääni	صَوت	N;NOM;PL	N;NOM;INDF;SG
äänet	يبدو	ääni	بَدَا	N;NOM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
kuvien	الصور	kuva	الصور	N;GEN;PL	N;NOM;DEF;PL
kuvien	صور	kuva	صُورَة	N;GEN;PL	N;NOM;INDF;PL
kuvien	الصور	kuva	الصور	N;GEN;PL	N;NOM;DEF;PL
kuvien	صور	kuva	صُورَة	N;GEN;PL	N;NOM;INDF;PL
lakia	القانون	laki	قَانُون	N;PRT;SG	N;NOM;DEF;SG
lakia	قانون	laki	قَانُون	N;PRT;SG	N;NOM;INDF;SG
lakia	law	laki	شَصِم	N;PRT;SG	
luostarin	الدير	luostari	دَير	N;GEN;SG	N;NOM;DEF;SG
luostarin	دير	luostari	دير	N;GEN;SG	
klaus	كلاوس	klaus	كلاوس	PROPN;NOM;SG	
kova	بجد	kova	بَجدَ	ADJ;NOM;SG	
samanlainen	مشابه	samanlainen	مشابه	ADJ;NOM;SG	
roomalaiset	الرومان	roomalainen	رُومَان	N;NOM;PL	N;NOM;DEF;SG
voitot	الربح	voitto	رِبح	N;NOM;PL	N;NOM;DEF;SG
voitot	ربح	voitto	ربح	N;NOM;PL	N;NOM;INDF;SG
miller	ميللر	miller	مُيَلِّر	PROPN;NOM;SG	
miller	ميلر	miller	مِيلِر	PROPN;NOM;SG	
miller	ميلير	miller	ميلير	PROPN;NOM;SG	
kilogrammaa	كيلوغرام	kilogrammaa	كيلوغرام	N;PRT;SG	
kilogrammaa	كيلوجرام	kilogrammaa	كِيلُوجرَام	N;PRT;SG	N;NOM;INDF;SG
moore	مور	moore	مُور	PROPN;NOM;SG	
pietarissa	بطرسبرج	pietari	بطرسبرج	N;IN+ESS;SG	
brasiliassa	البرازيل	brasilia	اَلبَرَازِيل	N;IN+ESS;SG	
herman	هيرمان	herma	هَيرَمَان	N;NOM;SG	
väittää	المطالبات	väittää	مُطَالَبَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
väittää	مطالبات	väittää	مُطَالَبَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
tuhota	تدمير	tuhota	تَدمِير	V;SG;NFIN;ACT	N;NOM;INDF;SG
tuhota	تدمر	tuhota	دَمَّر	V;SG;NFIN;ACT	
serbian	صربيا	serbia	صَربِيّ	N;GEN;SG	
serbian	صربية	serbia	صَربِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
serbian	الصرب	serbia	صَرب	N;GEN;SG	N;NOM;DEF;PL
serbian	الصربية	serbia	صَربِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
serbian	الصربي	serbia	صَربِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
ranskalaiset	فرنسيا	ranska#lainen	فَرَنسِيّ	N;NOM;PL	ADJ;ACC;INDF;MASC;SG
ranskalaiset	فرنسية	ranska#lainen	فَرَنسِيّ	N;NOM;PL	ADJ;NOM;INDF;FEM;SG
ranskalaiset	بالفرنسية	ranska#lainen	بالفرنسية	N;NOM;PL	N;NOM;DEF;SG
ranskalaiset	الفرنسية	ranska#lainen	فَرَنسِيَّة	N;NOM;PL	N;NOM;DEF;SG
ranskalaiset	فرنسي	ranska#lainen	فَرَنسِيّ	N;NOM;PL	ADJ;NOM;INDF;MASC;SG
sanoja	الكلمات	sana	كَلِمَة	N;PRT;PL	N;NOM;DEF;PL
sanoja	كلمات	sana	كَلِمَة	N;PRT;PL	N;NOM;INDF;PL
andreas	اندرياس	andreas	أَندرِيَاس	N;NOM;SG	
pariisiin	باريس	pariisi	بَارِيس	N;IN+ALL;SG	
korkeintaan	القمم	korkeintaan	قِمَّة	ADV	N;NOM;DEF;PL
korkeintaan	قمم	korkeintaan	قِمَّة	ADV	N;NOM;INDF;PL
liittyivät	انضمت	liittyä	اِنضَمّ	V;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
intialainen	الهندية	intialainen	الهندية	ADJ;NOM;SG	
liittyä	انضموا	liittyä	اِنضَمّ	V;SG;NFIN;ACT	V;PFV;MASC;PL;3;ACT
liittyä	الانضمام	liittyä	اِنضِمَام	V;SG;NFIN;ACT	N;NOM;DEF;SG
liittyä	انضمام	liittyä	اِنضِمَام	V;SG;NFIN;ACT	N;NOM;INDF;SG
alapuolella	تحت	alapuolella	تَحتَ	ADV	ADP;ACC
alapuolella	ادناه	alapuolella	ادناه	ADV	N;NOM;INDF;SG
kieliä	لغات	kieli	لُغَة	N;PRT;PL	N;NOM;INDF;PL
kieliä	اللغات	kieli	لُغَة	N;PRT;PL	N;NOM;DEF;PL
täynnä	الكامل	täynnä	كَامِل	ADV	ADJ;NOM;DEF;MASC;SG
täynnä	ملي	täynnä	مَليَ	ADV	
täynnä	كامل	täynnä	كَامِل	ADV	ADJ;NOM;INDF;MASC;SG
täynnä	كاملة	täynnä	كَامِل	ADV	ADJ;NOM;INDF;FEM;SG
wayne	وين	wayne	وين	PROPN;NOM;SG	
wayne	واين	wayne	وَايِن	PROPN;NOM;SG	
dragon	تنين	dragon	تَنَيَّن		
dragon	التنين	dragon	تَنَيَّن		N;NOM;DEF;SG
valtioiden	دول	valtio	دَولَة	N;GEN;PL	N;NOM;INDF;PL
valtioiden	الولايات	valtio	وِلَايَة	N;GEN;PL	N;NOM;DEF;PL
valtioiden	الدول	valtio	دَولَة	N;GEN;PL	N;NOM;DEF;PL
benjamin	بينجامين	benjami	بِينجَامِين	N;NOM;SG	
benjamin	بنجامين	benjami	بنجامين	N;NOM;SG	
benjamin	بنيامين	benjami	بِنيَامِين	N;NOM;SG	
toimitti	مقدم	toimittaa	مُقَدَّم	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
toimitti	المقدم	toimittaa	مُقَدَّم	V;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
osallistuu	المشاركة	osallistua	مُشَارَكَة	V;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
osallistuu	حضور	osallistua	حُضُور	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
energian	طاقة	energia	طَاقَة	N;GEN;SG	N;NOM;INDF;SG
energian	الطاقة	energia	طَاقَة	N;GEN;SG	N;NOM;DEF;SG
rick	ريك	rick	ريك	PROPN;NOM;SG	
sopivat	مناسبة	sopiva	مُنَاسَبَة	ADJ;NOM;PL	N;NOM;INDF;SG
mars	المريخ	mars	مَرِيخ	INTJ	N;NOM;DEF;SG
mars	مارس	mars	مَارِس	INTJ	N;GEN;INDF;SG
nelson	نيلسن	nelson	نيلسن		
nelson	نيلسون	nelson	نيلسون		
florida	فلوريدا	florida	فِلُورِيدَا		
eeva	عشية	eevä	عَشِيَّة	PROPN;NOM;SG	N;NOM;INDF;SG
eeva	حواء	eevä	حَوَاء	PROPN;NOM;SG	
eeva	ايف	eevä	ايف	PROPN;NOM;SG	
kevyt	الخفيفة	kevyt	خَفِيف	ADJ;NOM;SG	N;NOM;DEF;SG
kevyt	ضوء	kevyt	ضَوء	ADJ;NOM;SG	N;NOM;INDF;SG
kevyt	النور	kevyt	النور	ADJ;NOM;SG	N;NOM;DEF;SG
kevyt	فاتح	kevyt	فاتح	ADJ;NOM;SG	
kevyt	نور	kevyt	نور	ADJ;NOM;SG	
maatalous	زراعية	maa#talous	زِرَاعِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
henkilökohtainen	شخصيه	henkilö#kohtainen	شخصيه	ADJ;NOM;SG	
henkilökohtainen	شخصية	henkilö#kohtainen	شَخصِيَّة	ADJ;NOM;SG	N;NOM;INDF;SG
luvut	الاعداد	luku	إِعدَاد	N;NOM;PL	N;NOM;DEF;SG
karhu	بير	karhu	بَير	N;NOM;SG	
hallitsija	حاكم	hallitsija	حَاكِم	N;NOM;SG	
kykenee	قادر	kyetä	قَادِر	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
kykenee	قادرة	kyetä	قَادِر	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
kykenee	قادرين	kyetä	قَادِر	V;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;PL
kehitystä	التنمية	kehitys	تَنمِيَة	N;PRT;SG	N;NOM;DEF;SG
kehitystä	تنمية	kehitys	تَنمِيَة	N;PRT;SG	N;NOM;INDF;SG
kehitystä	التطوير	kehitys	تَطوِير	N;PRT;SG	N;NOM;DEF;SG
koulua	مدرسه	koulu	مدرسه	N;PRT;SG	PRO;NOM;MASC;SG;3
koulua	مدرسة	koulu	مَدرَسَة	N;PRT;SG	N;NOM;INDF;SG
koulua	المدرسة	koulu	مَدرَسَة	N;PRT;SG	N;NOM;DEF;SG
koulua	المدارس	koulu	مَدرَسَة	N;PRT;SG	N;NOM;DEF;PL
kuorma	حمل	kuorma	حَمَل	N;NOM;SG	V;PFV;MASC;SG;3;ACT
wienin	فيينا	wien	فِيِينَّا	PROPN;GEN;SG	
lisa	ليسا	lisa	ليسا	PROPN;NOM;SG	
lisa	ليزا	lisa	ليزا	PROPN;NOM;SG	
pääosassa	بطولة	pää#osa	بُطُولَة	N;IN+ESS;SG	N;NOM;INDF;SG
afrikka	افريقيا	afrikka	افريقيا	N;NOM;SG	
afrikka	افريقية	afrikka	أَفرِيقِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
afrikka	افريقي	afrikka	أَفرِيقِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
afrikka	الافريقي	afrikka	الافريقي	N;NOM;SG	
afrikka	الافريقية	afrikka	أَفرِيقِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
afrikka	افريقيا	afrikka	افريقيا	N;NOM;SG	
kapinan	التمرد	kapina	تَمَرُّد	N;GEN;SG	N;NOM;DEF;SG
kapinan	تمرد	kapina	تَمَرُّد	N;GEN;SG	N;NOM;INDF;SG
kala	فيش	kala	فَيشَ	N;NOM;SG	
kala	سمك	kala	سَمَك	N;NOM;SG	
natsi	نازي	natsi	نازي	N;NOM;SG	
natsi	النازي	natsi	نَازِي	N;NOM;SG	
vietiin	اخذ	viedä	أَخذ	V;IND;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
vietiin	ماخوذ	viedä	ماخوذ	V;IND;PST;FIN;PASS	
vietiin	تؤخذ	viedä	أَخَذ	V;IND;PST;FIN;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
vietiin	المتخذة	viedä	مُتَّخَذ	V;IND;PST;FIN;PASS	ADJ;NOM;DEF;FEM;SG
areena	ارينا	are	ارينا	N;NOM;SG	
tuotiin	جلبت	tuoda	جَلَب	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
tuotiin	احضرت	tuoda	أَحضَر	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
boris	بوريس	boris	بُورِيس	PROPN;NOM;SG	
myöntää	المنح	myöntää	مِنحَة	V;SG;NFIN;ACT	N;NOM;DEF;PL
myöntää	منحة	myöntää	مِنحَة	V;SG;NFIN;ACT	N;NOM;INDF;SG
myöntää	جرانت	myöntää	جرَان	V;SG;NFIN;ACT	
myöntää	غرانت	myöntää	غرَان	V;SG;NFIN;ACT	
opinnot	درست	opinto	دَرَس	N;NOM;PL	V;PFV;FEM;SG;3;ACT
kiss	قبله	kiss	قبله		PRO;NOM;MASC;SG;3
kiss	قبلة	kiss	قَبلَة		N;NOM;INDF;SG
teollisuuden	صناعة	teollisuus	صِنَاعَة	N;GEN;SG	N;NOM;INDF;SG
teollisuuden	الصناعة	teollisuus	صِنَاعَة	N;GEN;SG	N;NOM;DEF;SG
paavali	باول	paavali	بَاوِل	N;NOM;SG	
paavali	بول	paavali	بُول	N;NOM;SG	
mäki	تل	mäki	تَلّ	N;NOM;SG	
mäki	هيل	mäki	هيل	N;NOM;SG	
mäki	تلة	mäki	تِلَّة	N;NOM;SG	
fernando	فرناندو	fernando	فِرنَاندُو		
sydämen	القلب	sydän	قَلب	N;GEN;SG	N;NOM;DEF;SG
sydämen	قلبا	sydän	قَلب	N;GEN;SG	N;ACC;INDF;SG
sydämen	قلب	sydän	قَلب	N;GEN;SG	N;NOM;INDF;SG
paha	باد	paha	بَاد	ADJ;NOM;SG	
paha	الشر	paha	شَرّ	ADJ;NOM;SG	N;NOM;DEF;SG
paha	شرا	paha	شَرّ	ADJ;NOM;SG	N;NOM;INDF;SG
paha	شر	paha	شَرّ	ADJ;NOM;SG	
preussin	بروسيا	preussi	بروسيا	N;GEN;SG	
preussin	البروسية	preussi	بُرُوسِيّ	N;GEN;SG	N;NOM;DEF;SG
preussin	بروسية	preussi	بروسية	N;GEN;SG	
opetusta	تدريس	opetus	تَدرِيس	N;PRT;SG	N;NOM;INDF;SG
opetusta	التدريس	opetus	تَدرِيس	N;PRT;SG	N;NOM;DEF;SG
opetusta	تعليم	opetus	تَعلِيم	N;PRT;SG	N;NOM;INDF;SG
rekisteröity	مسجل	rekisteröidä	مُسَجَّل	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
rekisteröity	مسجلة	rekisteröidä	مُسَجَّل	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
aiheita	مواضيع	aihe	مَوضُوع	N;PRT;PL	N;NOM;INDF;PL
aiheita	موضوعات	aihe	موضوعات	N;PRT;PL	N;NOM;INDF;PL
aiheita	المواضيع	aihe	مَوضُوع	N;PRT;PL	N;NOM;DEF;PL
aiheita	الموضوعات	aihe	مَوضُوع	N;PRT;PL	N;NOM;DEF;PL
aiheita	مواضيع	aihe	مَوضُوع	N;PRT;PL	N;NOM;INDF;PL
aiheita	موضوعات	aihe	موضوعات	N;PRT;PL	N;NOM;INDF;PL
aiheita	المواضيع	aihe	مَوضُوع	N;PRT;PL	N;NOM;DEF;PL
aiheita	الموضوعات	aihe	مَوضُوع	N;PRT;PL	N;NOM;DEF;PL
ludwig	لودفيج	ludwig	لودفيج	N;NOM;SG	
paikassa	مكان	paikka	مَكَان	N;IN+ESS;SG	N;NOM;INDF;SG
paikassa	المكان	paikka	مَكَان	N;IN+ESS;SG	N;NOM;DEF;SG
pete	بيت	pete	بيت	PROPN;NOM;SG	
ron	رون	ron	رُون	PROPN;NOM;SG	
stefan	ستيفان	stefan	ستِيفَان	N;NOM;SG	
arvoa	القيمة	arvo	قِيمَة	N;PRT;SG	N;NOM;DEF;SG
arvoa	قيمة	arvo	قِيمَة	N;PRT;SG	N;NOM;INDF;SG
sairaalassa	المشفى	sairaala	مُشِفِّيّ	N;IN+ESS;SG	N;NOM;DEF;SG
sairaalassa	مستشفي	sairaala	مُستَشفَى	N;IN+ESS;SG	N;NOM;INDF;SG
sairaalassa	مستشفى	sairaala	مُستَشفَى	N;IN+ESS;SG	N;NOM;INDF;SG
sairaalassa	المستشفى	sairaala	مُستَشفَى	N;IN+ESS;SG	N;NOM;DEF;SG
sairaalassa	المستشفي	sairaala	مُستَشفَى	N;IN+ESS;SG	N;NOM;DEF;SG
sairaalassa	مشفى	sairaala	مُشفِي	N;IN+ESS;SG	N;NOM;INDF;SG
paula	باولا	paula	بَاولَا	N;NOM;SG	
paula	بولا	paula	بولا	N;NOM;SG	
menetelmä	المنهج	menetelmä	مُنهَج	N;NOM;SG	
menetelmä	منهج	menetelmä	منهج	N;NOM;SG	
aurinko	صن	aurinko	صَن	N;NOM;SG	
aurinko	شمس	aurinko	شمس	N;NOM;SG	
aurinko	شمسية	aurinko	شَمسِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
aurinko	شمسي	aurinko	شمسي	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
aurinko	الشمسية	aurinko	شَمسِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
batman	باتمان	batma	باتمان	N;NOM;SG	
matematiikan	رياضيات	matematiikka	رياضيات	N;GEN;SG	N;NOM;INDF;PL
matematiikan	الرياضيات	matematiikka	رِيَاضِيّ	N;GEN;SG	N;NOM;DEF;PL
matematiikan	رياضيات	matematiikka	رياضيات	N;GEN;SG	N;NOM;INDF;PL
matematiikan	الرياضيات	matematiikka	رِيَاضِيّ	N;GEN;SG	N;NOM;DEF;PL
matematiikan	رياضيات	matematiikka	رياضيات	N;GEN;SG	N;NOM;INDF;PL
matematiikan	الرياضيات	matematiikka	رِيَاضِيّ	N;GEN;SG	N;NOM;DEF;PL
manner	القاري	manner	قَارِي	N;NOM;SG	
boeing	بوينج	boeing	بوينج	N;NOM;SG	
boeing	بوينغ	boeing	بُوِينغ	N;NOM;SG	
jordan	الاردن	jorta	أُردُنّ	PROPN;NOM;SG	N;NOM;DEF;SG
jordan	jorda	jorta	مَذِيث	PROPN;NOM;SG	
jordan	جوردان	jorta	جُوردَان	PROPN;NOM;SG	
ferrari	فيراري	ferrari	فِيرَارِيّ	PROPN;NOM;SG	
venäläisiä	الروس	venäläinen	رُوسِيّ	N;PRT;PL	N;NOM;DEF;PL
laite	الة	laite	آلَة	N;NOM;SG	
laite	ماكنة	laite	مَاكِن	N;NOM;SG	
russell	راسيل	russell	راسيل	N;NOM;SG	
russell	راسل	russell	رَاسِل	N;NOM;SG	
russell	روسل	russell	رُوسل	N;NOM;SG	
russell	روسيل	russell	رُوسِيل	N;NOM;SG	
paljastaa	فضح	paljastaa	فَضح	V;IND;SG;3;PRS;FIN;ACT	
paljastaa	فضح	paljastaa	فَضح	V;IND;SG;3;PRS;FIN;ACT	
paljastaa	تعريض	paljastaa	تَعرِيض	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
orkesterin	الاوركسترا	orkesteri	الاوركسترا	N;GEN;SG	
orkesterin	اوركسترا	orkesteri	اوركسترا	N;GEN;SG	
planeetan	كوكب	planeetta	كَوكَب	N;GEN;SG	
planeetan	الكوكب	planeetta	كُوَكب	N;GEN;SG	N;NOM;DEF;SG
rakennuksessa	البناء	rakennus	بِنَاء	N;IN+ESS;SG	N;NOM;DEF;SG
rakennuksessa	المبنى	rakennus	مَبنَى	N;IN+ESS;SG	N;NOM;DEF;SG
rakennuksessa	بناء	rakennus	بِنَاء	N;IN+ESS;SG	N;ACC;INDF;SG
rakennuksessa	مبنى	rakennus	مَبنَى	N;IN+ESS;SG	N;NOM;INDF;SG
rakennuksessa	البناية	rakennus	بِنَايَة	N;IN+ESS;SG	N;NOM;DEF;SG
pan	بان	pan	بان	N;NOM;SG	
miehistön	الطاقم	miehistö	طَاقِم	N;GEN;SG	N;NOM;DEF;SG
miehistön	طاقم	miehistö	طَاقِم	N;GEN;SG	N;NOM;INDF;SG
myydään	بيع	myydä	بَيع	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
myydään	بيع	myydä	بَيع	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
myydään	بعت	myydä	بَعَى	V;IND;PRS;FIN;PASS	V;PFV;FEM;SG;3;ACT
myydään	باع	myydä	بَاع	V;IND;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
myydään	بيع	myydä	بَيع	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
myydään	البيع	myydä	بَيع	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
myydään	يبيع	myydä	بَاع	V;IND;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
syyrian	سورية	syyri	سُورِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
syyrian	syria	syyri	قُثَّة	N;GEN;SG	
syyrian	سوريا	syyri	سُورِيَا	N;GEN;SG	
syyrian	سوري	syyri	سُورِيّ	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
syyrian	سورية	syyri	سُورِيّ	N;GEN;SG	ADJ;NOM;INDF;FEM;SG
syyrian	السورية	syyri	سُورِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
syyrian	سوريا	syyri	سُورِيَا	N;GEN;SG	
syyrian	السوري	syyri	سُورِيّ	N;GEN;SG	ADJ;NOM;DEF;MASC;SG
omistettu	المكرسة	omistaa	مُكَرَّس	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
omistettu	مكرسة	omistaa	مُكرِس	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
omistettu	مكرس	omistaa	مَكرَس	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
omistettu	مكرسة	omistaa	مُكرِس	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
omistettu	مكرس	omistaa	مَكرَس	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
kumpikin	كلاهما	kumpikin	كلاهما	PRO;NOM;SG	
claude	كلود	claude	كلود	PROPN;NOM;SG	
kotipaikka	سيات	koti#paikka	سَاتِيّ	N;NOM;SG	
rooma	روم	rooma	روم	PROPN;NOM;SG	
rooma	روما	rooma	رُومَا	PROPN;NOM;SG	
rouva	مدام	rouva	مَدَام	N;NOM;SG	
rouva	سيدتي	rouva	سيدتي	N;NOM;SG	
rouva	مدام	rouva	مَدَام	N;NOM;SG	
jay	جاي	jay	جاي	PROPN;NOM;SG	
jay	جاى	jay	جاى	PROPN;NOM;SG	
portugali	البرتغالي	portugali	بُرتُغَالِيّ	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
portugali	البرتغالية	portugali	بُرتُغَالِيَّة	N;NOM;SG	
portugali	البرتغال	portugali	اَلبُرتُغَال	N;NOM;SG	
levyä	قرص	levy	قُرصَ	N;PRT;SG	N;NOM;INDF;SG
levyä	القرص	levy	قُرصَة	N;PRT;SG	N;NOM;DEF;SG
levyä	قرص	levy	قُرصَ	N;PRT;SG	N;NOM;INDF;SG
levyä	القرص	levy	قُرصَة	N;PRT;SG	N;NOM;DEF;SG
yksinkertainen	بسيطه	yksin#kertainen	بسيطه	ADJ;NOM;SG	PRO;NOM;MASC;SG;3
yksinkertainen	البسيط	yksin#kertainen	بَسِيط	ADJ;NOM;SG	
voittajat	الفائزين	voittaja	فَائِز	N;NOM;PL	ADJ;NOM;DEF;MASC;PL
bell	بيل	bell	بِيل	PROPN;NOM;SG	
bell	الجرس	bell	جَرَس	PROPN;NOM;SG	N;NOM;DEF;SG
bell	جرس	bell	جَرَس	PROPN;NOM;SG	N;NOM;INDF;SG
sky	السما	sky	سَمَا	PROPN;NOM;SG	N;NOM;DEF;SG
sky	سماء	sky	سَمَاء	PROPN;NOM;SG	N;NOM;INDF;SG
sky	سكاي	sky	سَاكِي	PROPN;NOM;SG	
sky	السماء	sky	سَمَاء	PROPN;NOM;SG	N;NOM;DEF;SG
angel	الملاك	angel	مَالِك	PROPN;NOM;SG	N;NOM;DEF;PL
angel	ملاك	angel	ملاك	PROPN;NOM;SG	
angel	انجيل	angel	أَنجِيل	PROPN;NOM;SG	
angel	انجل	angel	أَنجَل	PROPN;NOM;SG	
tiedossa	المعروفة	tieto	مَعرُوف	N;IN+ESS;SG	ADJ;NOM;DEF;FEM;SG
tiedossa	معلوم	tieto	مَعلُوم	N;IN+ESS;SG	ADJ;NOM;INDF;MASC;SG
tiedossa	معروف	tieto	مَعرُوف	N;IN+ESS;SG	ADJ;NOM;INDF;MASC;SG
tiedossa	معروفة	tieto	مَعرُوف	N;IN+ESS;SG	ADJ;NOM;INDF;FEM;SG
tiedossa	المعروف	tieto	مَعرُوف	N;IN+ESS;SG	ADJ;NOM;DEF;MASC;SG
suosittuja	الشعبية	suosittu	شَعبِيّ	ADJ;PRT;PL	ADJ;NOM;DEF;FEM;SG
suosittuja	الشعبي	suosittu	شَعبِيّ	ADJ;PRT;PL	ADJ;NOM;DEF;MASC;SG
suosittuja	مشهور	suosittu	مَشهُور	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG
suosittuja	شعبية	suosittu	شَعبِيَّة	ADJ;PRT;PL	N;NOM;INDF;SG
suosittuja	شائع	suosittu	شَائِع	ADJ;PRT;PL	ADJ;NOM;INDF;MASC;SG
suosittuja	شعبي	suosittu	شعبي	ADJ;PRT;PL	
suosion	شعبية	suosio	شَعبِيَّة	N;GEN;SG	N;NOM;INDF;SG
suosion	الشعبية	suosio	شَعبِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
smithin	سميث	smithi	سمِيث	N;GEN;SG	
punaiset	الحمر	punainen	أَحمَر	ADJ;NOM;PL	N;NOM;DEF;PL
punaiset	حمراء	punainen	أَحمَر	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
punaiset	احمر	punainen	أَحمَر	ADJ;NOM;PL	
punaiset	الاحمر	punainen	الاحمر	ADJ;NOM;PL	
tunne	تحس	tunne	تَحِسس	N;NOM;SG	
tunne	تشعر	tunne	شَعَر	N;NOM;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
tunne	اشعر	tunne	أَشعَر	N;NOM;SG	
tunne	يشعر	tunne	شَعَر	N;NOM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tunne	اشعر	tunne	أَشعَر	N;NOM;SG	
kelly	كيلي	kelly	كيلي	PROPN;NOM;SG	
mun	مون	minä	مون	PRO;GEN;SG	
tehtävän	المهمة	tehtävä	مَهَمَّة	N;GEN;SG	N;NOM;DEF;SG
tehtävän	المهمة	tehtävä	مَهَمَّة	N;GEN;SG	N;NOM;DEF;SG
tehtävän	مهمة	tehtävä	مَهَمَّة	N;GEN;SG	N;NOM;INDF;SG
