فرس	tamma	فَرَس	tamma		N;NOM;SG
الصعوبات	vaikeuksia	صُعُوبَة	vaikeus	N;NOM;DEF;PL	N;PRT;PL
توافر	saatavuutta	تَوَافُر	saatavuus	N;NOM;INDF;SG	N;PRT;SG
خضر	vihreä	خضر	vihreä		ADJ;NOM;SG
خضر	vihreät	خضر	vihreä		ADJ;NOM;PL
خضر	vihreää	خضر	vihreä		ADJ;PRT;SG
عقاب	rangaistuksen	عَقَاب	rangaistus	N;NOM;INDF;SG	N;GEN;SG
عقاب	rangaistusta	عَقَاب	rangaistus	N;NOM;INDF;SG	N;PRT;SG
الراعي	sponsoroi	رَاعِي	sponsoroida	N;NOM;DEF;SG	V;IND;SG;3;PST;FIN;ACT
قياسات	mittauksia	قِيَاسَة	mittaus	N;NOM;INDF;PL	N;PRT;PL
نزيف	verenvuotoa	نَزِيف	veren#vuoto	N;NOM;INDF;SG	N;PRT;SG
نمساوي	itävalta	نِمسَاوِيّ	itä#valta	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
نمساوي	itävallan	نِمسَاوِيّ	itä#valta	ADJ;NOM;INDF;MASC;SG	N;GEN;SG
معقد	monimutkaista	مُعَقَّد	monimutkainen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
معقد	monimutkaiset	مُعَقَّد	monimutkainen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
تحية	terv	تَحِيَّة	terv	N;NOM;INDF;SG	INTJ
تحية	terveisiä	تَحِيَّة	terveinen	N;NOM;INDF;SG	ADJ;PRT;PL
اطار	puitteet	إِطَار	puite	N;NOM;INDF;SG	N;NOM;PL
اطار	kehykset	إِطَار	kehys	N;NOM;INDF;SG	N;NOM;PL
المشاهدين	katsojia	مُشَاهِد	katsoja	N;NOM;DEF;PL	N;PRT;PL
خامس	viidenneksi	خَامِس	viides	ADJ;NOM;INDF;MASC;SG	ADJ;TRANS;SG
الوجوه	kasvoja	وَجه	kasvot	N;NOM;DEF;PL	N;PRT;PL
اعلى	korkeampi	اعلى	korkea		ADJ;NOM;CMPR;SG
اعلى	suurempi	اعلى	suuri		ADJ;NOM;CMPR;SG
مليارات	miljardeja	مِليَار	miljardi	NUM;NOM;INDF;PL	N;PRT;PL
مليارات	miljardien	مِليَار	miljardi	NUM;NOM;INDF;PL	NUM;GEN;PL
عدو	vihollisia	عَدُوّ	vihollinen		N;PRT;PL
عدو	viholliset	عَدُوّ	vihollinen		N;NOM;PL
عدو	vihollinen	عَدُوّ	vihollinen		N;NOM;SG
عدو	vihollinen	عَدُوّ	vihollinen		N;NOM;SG
باير	bayer	بَايِر	bayer		N;NOM;SG
باير	baer	بَايِر	baer		PROPN;NOM;SG
الجوع	nälän	جُوع	näli	N;NOM;DEF;SG	N;GEN;SG
خريج	valmistunut	خَرِيج	valmistua	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
موثوق	luotettavaa	مَوثُوق	luotettava	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
القياسات	mittauksia	قِيَاسَة	mittaus	N;NOM;DEF;PL	N;PRT;PL
امتياز	franchising	امتياز	franchising	N;NOM;INDF;SG	ADJ;NOM;SG
امتياز	toimiluvan	امتياز	toimi#lupa	N;NOM;INDF;SG	N;GEN;SG
رشاد	rashad	رشاد	rashat		N;NOM;SG
تحد	haaste	أَحَدّ	haaste	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;SG
تحد	haasteet	أَحَدّ	haaste	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;PL
الملونة	värikästä	مُلَوَّن	värikäs	ADJ;NOM;DEF;FEM;SG	ADJ;PRT;SG
مكي	mckay	مكي	mckay		PROPN;NOM;SG
المحاولة	yrittää	مُحَاوَلَة	yrittää	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
المحاولة	yritän	مُحَاوَلَة	yrittää	N;NOM;DEF;SG	V;IND;SG;1;PRS;FIN;ACT
قادمة	tulee	قَادِم	tulla	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
قادمة	tulossa	قَادِم	tulo	ADJ;NOM;INDF;FEM;SG	N;IN+ESS;SG
قادمة	tullaan	قَادِم	tulla	ADJ;NOM;INDF;FEM;SG	V;IND;PRS;FIN;PASS
البلاستيك	muovia	بلَاستِيك	muovi	N;NOM;DEF;SG	N;PRT;SG
البلاستيك	muovin	بلَاستِيك	muovi	N;NOM;DEF;SG	N;GEN;SG
البلاستيك	muovia	بلَاستِيك	muovi	N;NOM;DEF;SG	N;PRT;SG
البلاستيك	muovinen	بلَاستِيك	muovinen	N;NOM;DEF;SG	ADJ;NOM;SG
سيباستيان	sebastian	سِيبَاستِيَان	sebastia		N;GEN;SG
قمم	korkeintaan	قِمَّة	korkeintaan	N;NOM;INDF;PL	ADV
المحبة	rakastava	مَحَبَّة	rakastaa	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;ACT
بازل	basil	بَازِل	basil		N;NOM;SG
بازل	basel	بَازِل	basel		PROPN;NOM;SG
مصارعة	painia	مُصَارَعَة	painia	N;NOM;INDF;SG	N;PRT;SG
المزارعين	viljelijöiden	مُزَارِع	viljelijä	N;NOM;DEF;PL	N;GEN;PL
المزارعين	viljelijöille	مُزَارِع	viljelijä	N;NOM;DEF;PL	N;AT+ALL;PL
المزارعين	maanviljelijöitä	مُزَارِع	maa#viljelijä	N;NOM;DEF;PL	N;PRT;PL
تماثيل	patsaita	تِمثَال	patsas	N;NOM;INDF;PL	N;PRT;PL
لوي	louie	لوي	louie		PROPN;NOM;SG
لوسي	lucy	لوسي	lucy		PROPN;NOM;SG
المشاركات	osakkeita	المشاركات	osake	N;NOM;DEF;PL	N;PRT;PL
عملاقة	jättiläinen	عِملَاق	jättiläinen	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
كامب	leiri	كَامب	leiri		N;NOM;SG
كامب	leirin	كَامب	leiri		N;GEN;SG
كامب	camp	كَامب	camp		N;NOM;SG
كامب	leirillä	كَامب	leiri		N;AT+ESS
;SG
شرعي	laillista	شَرعِيّ	laillinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
سنتيمتر	senttimetriä	سنتيمتر	sentti#metri		N;PRT;SG
سنتيمتر	senttiä	سنتيمتر	sentti		N;PRT;SG
سنتيمتر	senttimetriä	سنتيمتر	sentti#metri		N;PRT;SG
الغد	huomenna	غَد	huomenna	N;NOM;DEF;SG	ADV
القاري	manner	قَارِي	manner		N;NOM;SG
ريم	vanteen	ريم	vande		N;GEN;SG
يغلب	hakkaa	غَلَّب	hakata	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
ختم	leima	خَتَم	leima	V;PFV;MASC;SG;3;ACT	N;NOM;SG
ختم	sinetti	خَتَم	sinetti	V;PFV;MASC;SG;3;ACT	N;NOM;SG
ختم	sinetin	خَتَم	sinettää	V;PFV;MASC;SG;3;ACT	N;GEN;SG
المراهقة	teinit	مُرَاهَقَة	teini	N;NOM;DEF;SG	N;NOM;PL
للسياحة	matkailu	للسياحة	matkailu	N;GEN;DEF;SG	N;NOM;SG
اتصل	kutsu	اِتَّصَل	kutsu		N;NOM;SG
اتصل	soita	اِتَّصَل	soittaa		V;IMP;SG;2;FIN;ACT
اتصل	puhelu	اِتَّصَل	puhelu		N;NOM;SG
ذكي	älykäs	ذَكَى	älykäs	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	nokkela	ذَكَى	nokkela	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	ovela	ذَكَى	ovela	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	fiksu	ذَكَى	fiksu	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	älykäs	ذَكَى	älykäs	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	älykkäät	ذَكَى	älykäs	N;NOM;INDF;SG	N;NOM;PL
ذكي	älykästä	ذَكَى	älykäs	N;NOM;INDF;SG	N;PRT;SG
ذكي	älykäs	ذَكَى	älykäs	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	viisas	ذَكَى	viisas	N;NOM;INDF;SG	ADJ;NOM;SG
ذكي	fiksu	ذَكَى	fiksu	N;NOM;INDF;SG	ADJ;NOM;SG
شهري	kuukausi	شَهرِيّ	kuu#kausi	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
شهري	kuukausittaiset	شَهرِيّ	kuu#kausittainen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
شهري	kuukausittain	شَهرِيّ	kuukausittain	ADJ;NOM;INDF;MASC;SG	ADV
زحل	saturnus	زَحل	saturnus		N;NOM;SG
موحد	standardoitu	مُوَحَّد	standardoida	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
موحد	univormu	مُوَحَّد	uni#vormu	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
بانكوك	bangkok	بَانكُوك	bangkok		N;NOM;SG
بانكوك	bangkokissa	بَانكُوك	bangkoki		N;IN+ESS;SG
شهرية	kuukausi	شَهرِيّ	kuu#kausi	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
شهرية	kuukausittaiset	شَهرِيّ	kuu#kausittainen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
شهرية	kuukausittain	شَهرِيّ	kuukausittain	ADJ;NOM;INDF;FEM;SG	ADV
مولر	müller	مولر	müller		PROPN;NOM;SG
مولر	mueller	مولر	mueller		N;NOM;SG
مولر	müller	مولر	müller		PROPN;NOM;SG
مولر	muller	مولر	muller		N;NOM;SG
مرشد	oppaan	مُرشِد	opas	N;NOM;INDF;SG	N;GEN;SG
الوثائقية	dokumentteja	وَثَائِقِيّ	dokumentti	N;NOM;DEF;SG	N;PRT;PL
الوثائقية	dokumentit	وَثَائِقِيّ	dokumentti	N;NOM;DEF;SG	N;NOM;PL
كورت	kurt	كُورت	kurra		PROPN;NOM;SG
عمالة	työllisyyden	عَمَالَة	työllisyys	N;NOM;INDF;SG	N;GEN;SG
عمالة	työpaikat	عَمَالَة	työ#paikka	N;NOM;INDF;SG	N;NOM;PL
جونيور	nuorempi	جونيور	nuori		ADJ;NOM;CMPR;SG
جونيور	junior	جونيور	junior		N;NOM;SG
جونيور	juniori	جونيور	juniori		N;NOM;SG
تلال	hillsin	تَلَال	hilltä	N;NOM;INDF;PL	N;GEN;SG
تلال	hills	تَلَال	hills	N;NOM;INDF;PL	
الجن	jin	جُنّ	jin	N;NOM;DEF;SG	PROPN;NOM;SG
الجن	jinn	جُنّ	jinn	N;NOM;DEF;SG	PROPN;NOM;SG
الجن	djinn	جُنّ	djinn	N;NOM;DEF;SG	INTJ
الافتتاح	avajaiset	اِفتِتَاح	avajaiset	N;NOM;DEF;SG	N;NOM;PL
الافتتاح	avataan	اِفتِتَاح	avata	N;NOM;DEF;SG	V;IND;PRS;FIN;PASS
ضحية	uhrin	ضَحِيَّة	uhri	N;NOM;INDF;SG	N;GEN;SG
سلبي	negatiiviset	سَلبِيّ	negatiivinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
بنوك	pankkien	بَنك	pankki	N;NOM;INDF;PL	N;GEN;PL
مرئية	näkyvä	مَرئِيّ	näkyä	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
مرئية	näkyvissä	مَرئِيّ	näkyä	ADJ;NOM;INDF;FEM;SG	V;IN+ESS;PL;V.PTCP;ACT
مرئية	näkyy	مَرئِيّ	näkyä	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
مرئية	näkyvät	مَرئِيّ	näkyä	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
راتب	palkan	رَاتِب	palkka	N;NOM;INDF;SG	N;GEN;SG
راتب	palkat	رَاتِب	palkka	N;NOM;INDF;SG	N;NOM;PL
اختلافات	diff	اِختِلَاف	diff	N;NOM;INDF;PL	N;NOM;SG
اختلافات	eroja	اِختِلَاف	ero	N;NOM;INDF;PL	N;PRT;PL
اختلافات	vaihtelu	اِختِلَاف	vaihtelu	N;NOM;INDF;PL	N;NOM;SG
باليرمو	palermon	بِ	palermo		PROPN;GEN;SG
هانوفر	hanover	هَانُوفِر	hanover		
الصخرة	rokkaa	صُخرَة	rokka	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
الصخرة	rock	صُخرَة	rock	N;NOM;DEF;SG	
اولاد	poikia	اولاد	poika		N;PRT;PL
اولاد	pojat	اولاد	poika		N;NOM;PL
الغزل	pyörii	غَزل	pyöriä	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
الغزل	langat	غَزل	langa	N;NOM;DEF;SG	N;NOM;PL
برنارد	bernard	برنارد	bernard		PROPN;NOM;SG
كاري	curry	كاري	curry		N;NOM;SG
لفت	nauris	لَفَت	nauris	V;PFV;MASC;SG;3;ACT	N;NOM;SG
جوناثان	jonathan	جُونَاثَان	jokin		PROPN;NOM;SG
عربات	ajoneuvojen	عَرَبَة	ajo#neuvo	N;NOM;INDF;PL	N;GEN;PL
اعلن	ilmoitettu	أَعلَن	ilmoittaa	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
اعلن	julkistettu	أَعلَن	julkistaa	V;PFV;MASC;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
اعلن	ilmoitetut	أَعلَن	ilmoittaa	V;PFV;MASC;SG;3;ACT	V;NOM;PL;V.PTCP;PASS
المتوفي	kuolleet	مُتَوَفِّي	kuolla		V;NOM;PL;V.PTCP;ACT
المتوفي	edesmennyt	مُتَوَفِّي	edes#mennä		V;NOM;SG;V.PTCP;ACT
المتوفي	vainaja	مُتَوَفِّي	vainaja		N;NOM;SG
المتوفي	kuollut	مُتَوَفِّي	kuolla		V;NOM;SG;V.PTCP;ACT
ملونة	värikästä	مُلَوَّن	värikäs	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
صخرة	rokkaa	صُخرَة	rokka	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
صخرة	rock	صُخرَة	rock	N;NOM;INDF;SG	
ابناء	poikia	اِبن	poika	N;NOM;INDF;PL	N;PRT;PL
تين	tina	تين	tina		N;NOM;SG
محاصيل	viljelykasvien	مَحصُول	viljely#kasvi	N;NOM;INDF;PL	N;GEN;PL
صبغة	värjätä	صُبغَة	värjätä	N;NOM;INDF;SG	V;SG;NFIN;ACT
دلهي	delhin	دِلهِي	delh		PROPN;GEN;SG
شارون	sharon	شَارُون	sharo		
شارون	sharonin	شَارُون	sharon		N;GEN;SG
جنسي	seksikäs	جِنسِيّ	seksikäs	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
جنسي	seksuaalista	جِنسِيّ	seksuaalinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
جنسي	sukupuoli	جِنسِيّ	suku#puoli	ADJ;NOM;INDF;MASC;SG	N;NOM;SG
التوفيق	sovittelun	تَوفِيق	sovittelu	N;NOM;DEF;SG	N;GEN;SG
التوفيق	menestystä	تَوفِيق	menestys	N;NOM;DEF;SG	N;PRT;SG
التجزئة	vähittäiskaupan	تَجزِئَة	vähittäis#kauppa	N;NOM;DEF;SG	N;GEN;SG
مرج	meadow	مرج	meadow		N;NOM;SG
الحزن	surua	حُزن	suru	N;NOM;DEF;SG	N;PRT;SG
الحزن	surun	حُزن	suru	N;NOM;DEF;SG	N;GEN;SG
الحزن	surua	حُزن	suru	N;NOM;DEF;SG	N;PRT;SG
الحزن	surun	حُزن	suru	N;NOM;DEF;SG	N;GEN;SG
الحزن	surua	حُزن	suru	N;NOM;DEF;SG	N;PRT;SG
الحزن	surun	حُزن	suru	N;NOM;DEF;SG	N;GEN;SG
تلاميذ	oppilaiden	تِلمِيذ	oppilas	N;NOM;INDF;PL	N;GEN;PL
تلاميذ	oppilaita	تِلمِيذ	oppilas	N;NOM;INDF;PL	N;PRT;PL
مختبرات	labs	مُختَبَر	labs	ADJ;NOM;INDF;FEM;PL	PROPN;NOM;SG
مختبرات	laboratoriot	مُختَبَر	laboratorio	ADJ;NOM;INDF;FEM;PL	N;NOM;PL
مختبرات	laboratorioiden	مُختَبَر	laboratorio	ADJ;NOM;INDF;FEM;PL	N;GEN;PL
كمبوديا	kambodžan	كَمبُودِيَا	kambodža		N;GEN;SG
بورتلاند	portland	بُورتلَاند	portland		N;NOM;SG
الوجبات	aterioita	وَجبَة	ateria	N;NOM;DEF;PL	N;PRT;PL
ممارسات	käytäntöjä	مُمَارَسَة	käytäntö	N;NOM;INDF;PL	N;PRT;PL
خريجي	valmistuu	خِرِّيج	valmistua	N;NOM;INDF;PL	V;IND;SG;3;PRS;FIN;ACT
خريجي	valmistuneet	خِرِّيج	valmistua	N;NOM;INDF;PL	V;NOM;PL;V.PTCP;ACT
راو	rao	راو	rao		PROPN;NOM;SG
مراسم	seremonia	مَرسَم	seremonia	N;NOM;INDF;PL	N;NOM;SG
مراسم	seremonian	مَرسَم	seremonia	N;NOM;INDF;PL	N;GEN;SG
ناميبيا	namibian	نَامِيبِيَا	nami#bia		N;GEN;SG
مرضية	tyydyttää	مَرضِيّ	tyydyttää	ADJ;NOM;INDF;FEM;SG	V;IND;SG;PRS;FIN;ACT
مرضية	tyydyttävää	مَرضِيّ	tyydyttävä	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
مرضية	täyttävä	مَرضِيّ	täyttää	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
كيبيك	quebec	كيبيك	quebec		
منتديات	foorumeilla	مُنتَدِي	foorumi	ADJ;NOM;INDF;FEM;PL	N;AT+ESS
;PL
مختلطة	sekoitettuna	مُختَلِط	sekoittaa	ADJ;NOM;INDF;FEM;SG	V;FRML;SG;V.PTCP;PASS
مختلطة	sekoitettu	مُختَلِط	sekoittaa	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
فم	suun	فَمّ	suu	N;NOM;INDF;SG	N;GEN;SG
توتنهام	tottenham	تُوتِنهَام	tottenham		N;NOM;SG
توتنهام	spurs	تُوتِنهَام	spurs		
مجهود	ponnisteluja	مَجهُود	ponnistelu	N;NOM;INDF;SG	N;PRT;PL
التشابه	samankaltaisuus	تَشَابُه	samankaltaisuus		N;NOM;SG
التضخم	inflaation	تَضَخُّم	inflaatio	N;NOM;DEF;SG	N;GEN;SG
فرانكو	franco	فرانكو	franco		N;NOM;SG
اضطهاد	vainoa	اِضطِهَاد	vainoa	N;NOM;INDF;SG	N;PRT;SG
اضطهاد	sorron	اِضطِهَاد	sorto	N;NOM;INDF;SG	N;GEN;SG
اضطهاد	sortoa	اِضطِهَاد	sorto	N;NOM;INDF;SG	N;PRT;SG
ترينيداد	trinidad	ترينيداد	trinidad		PROPN;NOM;SG
النظائر	isotooppeja	نِظَائِر	isotooppi	N;NOM;DEF;PL	N;PRT;PL
جاز	jazzia	جَاز	jazzi	V;PFV;MASC;SG;3;ACT	N;PRT;SG
جاز	jazz	جَاز	jazz	V;PFV;MASC;SG;3;ACT	N;NOM;SG
المطالب	hakija	مَطلَب	hakija	N;NOM;DEF;PL	N;NOM;SG
المطالب	kantaja	مَطلَب	kantaja	N;NOM;DEF;PL	N;NOM;SG
المطالب	vaatii	مَطلَب	vaatia	N;NOM;DEF;PL	V;IND;SG;3;PRS;FIN;ACT
المطالب	vaatimuksia	مَطلَب	vaatimus	N;NOM;DEF;PL	N;PRT;PL
البروتستانت	protestantit	بِرُوتستَان	protestanti		N;NOM;PL
المرشد	oppaan	مُرشِد	opas	N;NOM;DEF;SG	N;GEN;SG
فرانز	franz	فرانز	franz		PROPN;NOM;SG
قدرت	arvostaa	قَدَّر	arvostaa	V;PFV;FEM;SG;3;PASS	V;IND;SG;3;PRS;FIN;ACT
التقليل	aliarvioi	تَقلِيل	ali#arvioida	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
التقليل	aliarvioida	تَقلِيل	ali#arvio	N;NOM;DEF;SG	V;SG;NFIN;ACT
كلي	syödä	كُلِّيّ	syödä	N;NOM;INDF;SG	V;SG;NFIN;ACT
كلي	syö	كُلِّيّ	syödä	N;NOM;INDF;SG	V;IND;SG;2;PRS;FIN;ACT
المكاتب	toimistoja	مَكتَب	toimisto	N;NOM;DEF;PL	N;PRT;PL
رولز	rolls	رُولز	rolls		N;NOM;SG
رولز	rullaa	رُولز	rulla		V;IMP;SG;2;FIN;ACT
امتلاك	hallussapidosta	اِمتِلَاك	hallussa#pito	N;NOM;INDF;SG	N;IN+ABL;SG
امتلاك	hallussa	اِمتِلَاك	hallussa	N;NOM;INDF;SG	ADV
امتلاك	omistaa	اِمتِلَاك	omistaa	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
خيارات	vaihtoehtoja	خِيَار	vaihto#ehto	N;NOM;INDF;PL	N;PRT;PL
الحاسبات	tietokoneita	الحاسبات	tieto#kone	N;NOM;DEF;PL	N;PRT;PL
ده	hänen	دٰهٰ	hän		PRO;GEN;SG;3
الجيب	taskuun	جَيب	tasku	N;NOM;DEF;SG	N;IN+ALL;SG
الجيب	taskussa	جَيب	tasku	N;NOM;DEF;SG	N;IN+ESS;SG
الكؤوس	kupit	كُؤُوس	kuppi	N;NOM;DEF;SG	N;NOM;PL
قارب	veneen	قَارِب	vene	N;NOM;INDF;SG	N;GEN;SG
قارب	venettä	قَارِب	vene	N;NOM;INDF;SG	N;PRT;SG
جرح	haavoittuneet	جُرح	haavoittua	N;NOM;INDF;SG	V;NOM;PL;V.PTCP;ACT
جرح	haavoittuneita	جُرح	haavoittua	N;NOM;INDF;SG	V;PRT;PL;V.PTCP;ACT
جرح	haavoittunut	جُرح	haavoittua	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
جرح	haavaa	جُرح	haava	N;NOM;INDF;SG	N;PRT;SG
جرح	haavan	جُرح	haava	N;NOM;INDF;SG	N;GEN;SG
الفوسفات	fosfaatti	فُوسفَات	fosfaatti		N;NOM;SG
للاستثمار	investointeja	للاستثمار	investointi		N;PRT;PL
للاستثمار	sijoitukset	للاستثمار	sijoitus		N;NOM;PL
للاستثمار	sijoitus	للاستثمار	sijoitus		N;NOM;SG
للاستثمار	investoinnit	للاستثمار	investointi		N;NOM;PL
للاستثمار	investointi	للاستثمار	investointi		N;NOM;SG
سونيك	sonic	سونيك	sonic		
النشطة	aktiivisia	نَشَاط	aktiivinen	N;NOM;DEF;SG	ADJ;PRT;PL
النشطة	aktiiviset	نَشَاط	aktiivinen	N;NOM;DEF;SG	ADJ;NOM;PL
النشطة	aktiivinen	نَشَاط	aktiivinen	N;NOM;DEF;SG	ADJ;NOM;SG
النشطة	aktiivisena	نَشَاط	aktiivinen	N;NOM;DEF;SG	ADJ;FRML;SG
العاب	pelejä	لَعب	peli		N;PRT;PL
العاب	pelit	لَعب	peli		N;NOM;PL
العاب	pelien	لَعب	peli		N;GEN;PL
العاب	kisat	لَعب	kisa		N;NOM;PL
العاب	lelut	لَعب	lelu		N;NOM;PL
العاب	leluja	لَعب	lelu		N;PRT;PL
سيبيريا	siperian	سِيبِيرِيَا	siperi		N;GEN;SG
سيبيريا	siperian	سِيبِيرِيَا	siperi		N;GEN;SG
السوربون	sorbonne	سُوربُون	sorbonne		N;NOM;SG
التكيف	mukautua	تَكَيُّف	mukautua	N;NOM;DEF;SG	V;SG;NFIN;ACT
التكيف	mukauttaa	تَكَيُّف	mukauttaa	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
التكيف	sopeutua	تَكَيُّف	sopeutua	N;NOM;DEF;SG	V;SG;NFIN;ACT
التكيف	sopeuttaa	تَكَيُّف	sopeuttaa	N;NOM;DEF;SG	N;PRT;SG
سيلفا	silva	سِيلفَا	silva		N;NOM;SG
فينيكس	phoenix	فينيكس	phoenix		N;NOM;SG
كيت	kati	كَيت	kati		PROPN;NOM;SG
كيت	kate	كَيت	kate		PROPN;NOM;SG
الخرسانة	konkreettinen	خَرَسَانَة	konkreettinen	N;NOM;DEF;SG	ADJ;NOM;SG
الخرسانة	konkreettista	خَرَسَانَة	konkreettinen	N;NOM;DEF;SG	ADJ;PRT;SG
الخرسانة	konkreettisia	خَرَسَانَة	konkreettinen	N;NOM;DEF;SG	ADJ;PRT;PL
الخرسانة	konkreettiset	خَرَسَانَة	konkreettinen	N;NOM;DEF;SG	ADJ;NOM;PL
الخرسانة	betonia	خَرَسَانَة	betonia	N;NOM;DEF;SG	N;PRT;SG
باطن	pohjat	بَاطِن	pohja		N;NOM;PL
موقعة	allekirjoittanut	مُوَقَّع	allekirjoittaa	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
موقعة	allekirjoitettu	مُوَقَّع	allekirjoittaa	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
تنبيه	hälytys	تَنبِيه	hälytys		N;NOM;SG
تنبيه	hälytys	تَنبِيه	hälytys		N;NOM;SG
تنبيه	kuulutus	تَنبِيه	kuulutus		N;NOM;SG
تنبيه	varoitus	تَنبِيه	varoitus		N;NOM;SG
ثري	rikkaita	ثري	rikas		ADJ;PRT;PL
ثري	rikkaat	ثري	rikas		ADJ;NOM;PL
ثري	rich	ثري	rich		PROPN;NOM;SG
ثري	rikas	ثري	rikas		ADJ;NOM;SG
رينو	reno	رينو	reno		
رينو	renault	رينو	renault		N;NOM;SG
قلق	ahdistusta	قَلَق	ahdistus	N;NOM;INDF;SG	N;PRT;SG
الدبلوماسي	diplomaattinen	دِبلُومَاسِيّ	diplomaattinen	N;NOM;DEF;SG	ADJ;NOM;SG
الدبلوماسي	diplomaattiset	دِبلُومَاسِيّ	diplomaattinen	N;NOM;DEF;SG	ADJ;NOM;PL
فضيحة	skandaalin	فَضِيحَة	skandaali	N;NOM;INDF;SG	N;GEN;SG
موتورز	moottorit	مُوتُورز	moottori		N;NOM;PL
موتورز	motors	مُوتُورز	motors		PROPN;NOM;SG
فهرنهايت	fahrenheit	فهرنهايت	fahrenheit		
مطابقة	samanlaiset	مُطَابَقَة	samanlainen	N;NOM;INDF;SG	ADJ;NOM;PL
مطابقة	täsmää	مُطَابَقَة	täsmä	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
مطابقة	täsmää	مُطَابَقَة	täsmä	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
المعسكر	leirin	مُعَسكَر	leiri	N;NOM;DEF;SG	N;GEN;SG
المعسكر	leirillä	مُعَسكَر	leiri	N;NOM;DEF;SG	N;AT+ESS
;SG
السل	tuberkuloosin	سِلّ	tuber#kuloosi	N;NOM;DEF;SG	N;GEN;SG
اقليم	maakunta	اقليم	maa#kunta		N;NOM;SG
اقليم	alue	اقليم	alue		N;NOM;SG
اقليم	alueen	اقليم	alue		N;GEN;SG
الحلويات	sweets	حَلوَى	sweets	N;NOM;DEF;PL	
الحلويات	makeisia	حَلوَى	makeinen	N;NOM;DEF;PL	ADJ;PRT;PL
الحلويات	jälkiruokia	حَلوَى	jälki#ruoka	N;NOM;DEF;PL	N;PRT;PL
مقهى	kahvilassa	مَقهَى	kahvila	N;NOM;INDF;SG	N;IN+ESS;SG
سراي	galatasaray	سِرَاي	galata#saray		N;NOM;SG
المختلط	sekoitettuna	مُختَلِط	sekoittaa	N;NOM;DEF;SG	V;FRML;SG;V.PTCP;PASS
المختلط	sekoitettu	مُختَلِط	sekoittaa	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;PASS
المتهم	syytetty	مُتَّهَم	syyttää	ADJ;NOM;DEF;MASC;SG	V;NOM;SG;V.PTCP;PASS
المتهم	syytetyt	مُتَّهَم	syytetty	ADJ;NOM;DEF;MASC;SG	N;NOM;PL
