カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
ターバン	دستار.	ターバン	دستار.	N	PROPN;NOM;MASC;SG;3
キチン	صلبین	キチン	صلبین		PROPN;NOM;MASC;SG;3
プロモ	اشتہار.	プロモ	اشتہار.	N	
アルビノ	زال.	アルビノ	زال.	N	
ベジタリアン	دہی	ベジタリアン	دہی	N	
レーバー	پتلے	レーバー	پتلا	PROPN	ADJ;NOM;MASC;SG
ケチャップ	کھنبی	ケチャップ	کھنبی	N	PROPN;NOM;MASC;SG;3
スイフト	پھرتیلا	スイフト	پھرتیلا	PROPN	PROPN;NOM;MASC;SG;3
スイフト	سمامہ.	スイフト	سمامہ.	PROPN	PROPN;NOM;MASC;SG;3
スペンス	کھانے	スペンス	کھا	PROPN	V;NFIN;ACT
干ば	تشنگی	干ばぶ	تشنگی	PROPN	N;NOM;MASC;SG;3
干ば	خشکی.	干ばぶ	خشکی.	PROPN	PROPN;NOM;MASC;SG;3
干ば	سوکھا.	干ばぶ	سوکھا.	PROPN	PROPN;NOM;MASC;SG;3
干ば	یبوست	干ばぶ	یبوست	PROPN	PROPN;NOM;MASC;SG;3
エクスペリエンス	سابقہ	エクスペリエンス	سابقہ	N	ADJ
スキッド	پھسلنا.	スキッド	پھسلنا.	N	PROPN;NOM;MASC;SG;3
スキッド	پھسلن	スキッド	پھسلن	N	
スキッド	چوکنا.	スキッド	چوکنا.	N	V;SG;FIN;ACT
みにくい	بیہودہ	みにくい	بیہودہ	PROPN	ADJ
みにくい	گھنائونا	みにくい	گھنائونا	PROPN	PROPN;NOM;MASC;SG;3
みにくい	کریہہ	みにくい	کریہہ	PROPN	
みにくい	ڈرائونا	みにくい	ڈرائونا	PROPN	V;MASC;SG;V.PTCP;ACT
みにくい	صورت	みにくい	صورت	PROPN	N;NOM;MASC;SG;3
みにくい	واہیات	みにくい	واہیات	PROPN	N;NOM;MASC;PL;3
みにくい	خطرناک	みにくい	خطرناک	PROPN	ADJ
みにくい	خوفناک	みにくい	خوفناک	PROPN	ADJ
みにくい	زشت	みにくい	زشت	PROPN	PROPN;NOM;MASC;SG;3
みにくい	بھیانک	みにくい	بھیانک	PROPN	ADJ
みにくい	بھدّا	みにくい	بھدلا	PROPN	PROPN;NOM;MASC;SG;3
みにくい	بیہودہ	みにくい	بیہودہ	PROPN	ADJ
みにくい	گھنائونا	みにくい	گھنائونا	PROPN	PROPN;NOM;MASC;SG;3
みにくい	کریہہ	みにくい	کریہہ	PROPN	
みにくい	ڈرائونا	みにくい	ڈرائونا	PROPN	V;MASC;SG;V.PTCP;ACT
みにくい	صورت	みにくい	صورت	PROPN	N;NOM;MASC;SG;3
みにくい	واہیات	みにくい	واہیات	PROPN	N;NOM;MASC;PL;3
みにくい	خطرناک	みにくい	خطرناک	PROPN	ADJ
みにくい	بدنما	みにくい	بدنما	PROPN	V;ACT
みにくい	خوفناک	みにくい	خوفناک	PROPN	ADJ
みにくい	زشت	みにくい	زشت	PROPN	PROPN;NOM;MASC;SG;3
みにくい	بھیانک	みにくい	بھیانک	PROPN	ADJ
みにくい	بھدّا	みにくい	بھدلا	PROPN	PROPN;NOM;MASC;SG;3
クロッシング	چوراہا.	クロッシング	چوراہا.	N	PROPN;NOM;MASC;SG;3
エミュレート	ہمسری	エミュレート	ہمسری	V	PROPN;NOM;MASC;SG;3
コリーン	لڑکی	コリーン	لڑکی	PROPN	N;NOM;FEM;SG;3
無神論者	کافر	無神論者	کافر	N	PROPN;NOM;MASC;SG;3
無神論者	کافر	無神論者	کافر	N	PROPN;NOM;MASC;SG;3
無神論者	دہریہ	無神論者	دہریہ	N	PROPN;NOM;MASC;SG;3
トロット	چلنا	トロット	چل	N	V;MASC;SG;NFIN;ACT
トロット	ٹہلنا.	トロット	ٹہلنا.	N	V;MASC;SG;NFIN;ACT
ニュートラル	آزاد.	ニュートラル	آزاد.	N	PROPN;NOM;MASC;SG;3
ニュートラル	نامرد	ニュートラル	نامرد	N	ADJ
ニュートラル	ہلکا	ニュートラル	ہلکا	N	ADJ;NOM;MASC;SG
ニュートラル	مبہم	ニュートラル	مبہم	N	ADJ
ニュートラル	بھورا	ニュートラル	بھورا	N	PROPN;NOM;MASC;SG;3
ニュートラル	پسماندہ	ニュートラル	پسماندہ	N	ADJ
モップ	پونچھنا	モップ	پونچھنا	N	V;SG;NFIN;ACT
けいれん	بندش	けいれん	بندش	V	PROPN;NOM;MASC;SG;3
けいれん	رکاوٹ	けいれん	رکاوٹ	V	N;NOM;MASC;SG;3
けいれん	بندش	けいれん	بندش	V	PROPN;NOM;MASC;SG;3
けいれん	رکاوٹ	けいれん	رکاوٹ	V	N;NOM;MASC;SG;3
けいれん	اکڑن	けいれん	اکڑن	V	
フロッピー	ناہموار.	フロッピー	ناہموار.	N	ADJ
フロッピー	ڈھلمل	フロッピー	ڈھلمل	N	PROPN;NOM;MASC;SG;3
先入	جانبداری.	先入	جانبداری.	N	PROPN;NOM;MASC;SG;3
先入	متعصبانہ.	先入	متعصبانہ.	N	ADJ
ガウン	طیلسان.	ガウン	طیلسان.	N	PROPN;NOM;MASC;SG;3
ガウン	پادری	ガウン	پادری	N	PROPN;NOM;MASC;SG;3
ガウン	طیلسان.	ガウン	طیلسان.	N	PROPN;NOM;MASC;SG;3
ガウン	پادری	ガウン	پادری	N	PROPN;NOM;MASC;SG;3
ガウン	عبا	ガウン	عبا	N	PROPN;NOM;MASC;SG;3
ガウン	چُغہ	ガウン	چُغہ	N	
ゆるい	منتشر.	ゆるい	منتشر.	ADJ	PROPN;NOM;MASC;SG;3
ゆるい	آزاد	ゆるい	آزاد	ADJ	PROPN;NOM;MASC;SG;3
ゆるい	ناوابستہ.	ゆるい	ناوابستہ.	ADJ	PROPN;NOM;MASC;SG;3
ゆるい	(	ゆるい	(	ADJ	
ゆるい	چھوڑنا.	ゆるい	چھوڑنا.	ADJ	V;NFIN;ACT
ゆるい	اوباش	ゆるい	اوباش	ADJ	N;NOM;MASC;SG;3
ゆるい	بھربھرا.	ゆるい	بھربھرا.	ADJ	PROPN;NOM;MASC;SG;3
ゆるい	بافراغت	ゆるい	بافراغت	ADJ	PROPN;NOM;MASC;SG;3
ゆるい	چلانا.	ゆるい	چلاناؤ	ADJ	V;MASC;SG;NFIN;ACT
ガントレット	چنوتی	ガントレット	چنوتی	PROPN	PROPN;NOM;MASC;SG;3
ガントレット	للکار	ガントレット	للکار	PROPN	
ナビゲート	اُڑانا	ナビゲート	اُڑانا	N	PROPN;NOM;MASC;SG;3
マニエリスム	کاریگری.	マニエリスム	کاریگری.	PROPN	PROPN;NOM;MASC;SG;3
マニエリスム	ڈھب	マニエリスム	ڈھب	PROPN	;MASC
ご	عمدہ	ご	عمدہ	N	ADJ
ご	پُرتکلف	ご	پُرتکلف	N	ADJ
分詞	gone	分詞	gone	N	PROPN;NOM;MASC;SG;3
分詞	being	分詞	being	N	
エクイティ	نصفت	エクイティ	نصفت	PROPN	PROPN;NOM;MASC;SG;3
エクイティ	معدلت.	エクイティ	معدلت.	PROPN	PROPN;NOM;MASC;SG;3
エクイティ	منصفی	エクイティ	منصفی	PROPN	ADJ
類義	مترادف	類義	مترادف	PROPN	ADJ
じゃがい	چھید	じゃがい	چھید	N	
ゲシュタルト	گیسٹالٹ.	ゲシュタルト	گیسٹالٹ.	PROPN	PROPN;NOM;MASC;SG;3
リラクゼーション	کمی.	リラクゼーション	کمی.	N	
リラクゼーション	آرام	リラクゼーション	آرام	N	ADJ
リラクゼーション	ڈھیل	リラクゼーション	ڈھیل	N	V;SG;ACT
リラクゼーション	سکون.	リラクゼーション	سکون.	N	
羨望	حسد	羨望	حسد	V	N;NOM;MASC;SG;3
痛風	داغ.	痛風	داغ.	N	
痛風	گٹھیا	痛風	گٹھ	N	PROPN;NOM;MASC;SG;3
痛風	داغ.	痛風	داغ.	N	
コスモポリタン	عالمی	コスモポリタン	عالمی	N	ADJ
切り取り	قیمت	切り取り	قیمت	V	N;NOM;FEM;SG;3
切り取り	کٹوتی	切り取り	کٹوتی	V	N;NOM;FEM;SG;3
切り取り	فلم	切り取り	فلم	V	N;NOM;FEM;SG;3
切り取り	انقطاع.	切り取り	انقطاع.	V	PROPN;NOM;MASC;SG;3
切り取り	کمیشن	切り取り	کمیشن	V	N;NOM;MASC;SG;3
切り取り	ملانا.	切り取り	ملانا.	V	PROPN;NOM;MASC;SG;3
切り取り	بالوں	切り取り	بال	V	N;ACC;MASC;PL;3
切り取り	ڈرامے	切り取り	ڈرامہ	V	N;NOM;MASC;SG;3
切り取り	کنجی	切り取り	کنجی	V	;NOM;MASC;SG;3
切り取り	قیمت	切り取り	قیمت	V	N;NOM;FEM;SG;3
切り取り	کٹوتی	切り取り	کٹوتی	V	N;NOM;FEM;SG;3
切り取り	فلم	切り取り	فلم	V	N;NOM;FEM;SG;3
切り取り	انقطاع.	切り取り	انقطاع.	V	PROPN;NOM;MASC;SG;3
切り取り	تراشنا	切り取り	تراشنا	V	
切り取り	کمیشن	切り取り	کمیشن	V	N;NOM;MASC;SG;3
切り取り	ملانا.	切り取り	ملانا.	V	PROPN;NOM;MASC;SG;3
切り取り	بالوں	切り取り	بال	V	N;ACC;MASC;PL;3
切り取り	ڈرامے	切り取り	ڈرامہ	V	N;NOM;MASC;SG;3
切り取り	کنجی	切り取り	کنجی	V	;NOM;MASC;SG;3
切り取り	بال	切り取り	بال	V	N;NOM;MASC;SG;3
切り取り	پارچہ.	切り取り	پارچہ.	V	PROPN;NOM;MASC;SG;3
切り取り	کپڑا	切り取り	کپڑا	V	N;NOM;MASC;SG;3
切り取り	بال	切り取り	بال	V	N;NOM;MASC;SG;3
切り取り	پارچہ.	切り取り	پارچہ.	V	PROPN;NOM;MASC;SG;3
切り取り	کپڑا	切り取り	کپڑا	V	N;NOM;MASC;SG;3
切り取り	فصل	切り取り	فصل	V	N;NOM;MASC;SG;3
脾臓	کسلمندی	脾臓	کسلمندی		PROPN;NOM;MASC;SG;3
脾臓	حسد	脾臓	حسد		N;NOM;MASC;SG;3
脾臓	کسلمندی	脾臓	کسلمندی		PROPN;NOM;MASC;SG;3
脾臓	تِلّی	脾臓	تِلّی		PROPN;NOM;MASC;SG;3
脾臓	حسد	脾臓	حسد		N;NOM;MASC;SG;3
精舎	وہار	精舎	وہار	N	PROPN;NOM;MASC;SG;3
根気	دلآزاری	根気	دلآزاری	N	PROPN;NOM;MASC;SG;3
根気	قدرت.	根気	قدرت.	N	
根気	رواداری.	根気	رواداری.	N	PROPN;NOM;MASC;SG;3
根気	دلآزاری	根気	دلآزاری	N	PROPN;NOM;MASC;SG;3
根気	قدرت.	根気	قدرت.	N	
根気	رواداری.	根気	رواداری.	N	PROPN;NOM;MASC;SG;3
グラビティ	ثقل.	グラビティ	ثقل.	PROPN	
グラビティ	ثقاہت	グラビティ	ثقاہت	PROPN	N;NOM;MASC;SG;3
グラビティ	ثقل.	グラビティ	ثقل.	PROPN	
グラビティ	ثقاہت	グラビティ	ثقاہت	PROPN	N;NOM;MASC;SG;3
グラビティ	سنجیدگی	グラビティ	سنجیدگی	PROPN	N;NOM;MASC;SG;3
コングロマリット	تودہ.	コングロマリット	تودہ.	N	
グール	چڑیل	グール	چڑیل	PROPN	PROPN;NOM;MASC;SG;3
グール	عفریت	グール	عفریت	PROPN	N;NOM;MASC;SG;3
ショーツ	گھٹنا.	ショーツ	گھٹنا.	N	
ショーツ	زیرجامہ.	ショーツ	زیرجامہ.	N	ADJ
トリートメント	علاج.	トリートメント	علاج.	N	
スレート	سلیٹی	スレート	سلیٹی	N	PROPN;NOM;MASC;SG;3
ファイリング	بُرادہ	ファイリング	بُرادہ	N	PROPN;NOM;MASC;SG;3
シャイフ	شیخ	シャイフ	شیخ	PROPN	PROPN;NOM;MASC;SG;3
ウインチ	گھرنی	ウインチ	گھرنی	N	PROPN;NOM;MASC;SG;3
ウインチ	آہنچہ.	ウインチ	آہنچہ.	N	
段違い	اوبڑکھابڑ	段違い	اوبڑکھابڑ	ADJ	PROPN;NOM;MASC;SG;3
聴聞	اظہارات	聴聞	اظہار	N	PROPN;NOM;MASC;SG;3
臍帯	نافی	臍帯	نافی		PROPN;NOM;MASC;SG;3
臍帯	اٹوٹ.	臍帯	اٹوٹ.		PROPN;NOM;MASC;SG;3
青白い	پھیکا.	青白い	پھیکا.	ADJ	PROPN;NOM;MASC;SG;3
青白い	باڑ.	青白い	باڑ.	ADJ	
青白い	دھیما	青白い	دھیما	ADJ	PROPN;NOM;MASC;SG;3
眠気	اونگھ	眠気	اونگھ	N	
欺く	فریب	欺く	فریب	V	N;NOM;MASC;SG;3
重荷	لادنا	重荷	لادنا	N	
重荷	ستانا.	重荷	ستاناؤ	N	PROPN;NOM;MASC;SG;3
重荷	لادنا	重荷	لادنا	N	
重荷	ستانا.	重荷	ستاناؤ	N	PROPN;NOM;MASC;SG;3
重荷	بوجھ	重荷	بوجھ	N	V;ACT
グリズリー	کبرا	グリズリー	کبرا	PROPN	PROPN;NOM;MASC;SG;3
グリズリー	خاکستری	グリズリー	خاکستری	PROPN	ADJ
マーチャント	تاجر	マーチャント	تاجر	PROPN	N;NOM;MASC;SG;3
ディーバ	مشہور	ディーバ	مشہور	PROPN	ADJ
カモノハシ	لچکیلی	カモノハシ	لچکیلی	PROPN	PROPN;NOM;MASC;SG;3
レアリティ	کمیابی.	レアリティ	کمیابی.	PROPN	PROPN;NOM;MASC;SG;3
七面	پیلو	七面	پیلو	N	
ミュート	بندشہ	ミュート	بندشہ	N	PROPN;NOM;MASC;SG;3
ミュート	بندشہ	ミュート	بندشہ	N	PROPN;NOM;MASC;SG;3
ミュート	خاموش	ミュート	خاموش	N	ADJ
牧草	چراگاہ.	牧草	چراگاہ.	N	
サイテーション	اقتباس	サイテーション	اقتباس	PROPN	PROPN;NOM;MASC;SG;3
ヒラメ	بھدّی	ヒラメ	بھدّی	N	PROPN;NOM;MASC;SG;3
セキュア	کمزور	セキュア	کمزور	N	ADJ
セキュア	کسنا	セキュア	کونا	N	
セキュア	محکم	セキュア	محکم	N	PROPN;NOM;MASC;SG;3
セキュア	پکا	セキュア	پک	N	V;PFV;MASC;SG;V.PTCP;ACT
セキュア	یقینی	セキュア	یقینی	N	ADJ
セキュア	کمزور	セキュア	کمزور	N	ADJ
セキュア	کسنا	セキュア	کونا	N	
セキュア	محکم	セキュア	محکم	N	PROPN;NOM;MASC;SG;3
セキュア	محفوظ	セキュア	محفوظ	N	ADJ
セキュア	پکا	セキュア	پک	N	V;PFV;MASC;SG;V.PTCP;ACT
セキュア	یقینی	セキュア	یقینی	N	ADJ
イントレピッド	بہادر.	イントレピッド	بہادر.	PROPN	PROPN;NOM;MASC;SG;3
イントレピッド	نڈر	イントレピッド	نڈر	PROPN	PROPN;NOM;MASC;SG;3
ディンゴ	بزدل	ディンゴ	بزدل	PROPN	
ディンゴ	بدمعاش	ディンゴ	بدمعاش	PROPN	V;ACT
ダンナ	خاوند.	ダンナ	خاوند.	PROPN	PROPN;NOM;MASC;SG;3
ダンナ	شوہر	ダンナ	شوہر	PROPN	N;NOM;MASC;SG;3
ダンナ	خاوند	ダンナ	خاوند	PROPN	N;NOM;MASC;SG;3
ダンナ	میاں	ダンナ	میاں	PROPN	PROPN;NOM;MASC;SG;3
ダンナ	چلانا	ダンナ	چلا	PROPN	V;MASC;SG;NFIN;ACT
ダンナ	شوہر.	ダンナ	شوہر.	PROPN	PROPN;NOM;MASC;SG;3
スモッグ	کہر	スモッグ	کہر	N	
スプラウト	ڈنٹھل.	スプラウト	ڈنٹھل.	N	PROPN;NOM;MASC;SG;3
スプラウト	پنپنا.	スプラウト	پنپنا.	N	PROPN;NOM;MASC;SG;3
スプラウト	بڑھنا	スプラウト	بڑھ	N	V;MASC;SG;NFIN;ACT
脳震盪	صدمہ	脳震盪	صدمہ		;MASC
トラバース	عمارت	トラバース	عمارت	PROPN	N;NOM;FEM;SG;3
綿毛	اداکاری	綿毛	اداکاری		N;NOM;FEM;SG;3
綿毛	چمکانا.	綿毛	چمکانا.		PROPN;NOM;MASC;SG;3
綿毛	رُئواں	綿毛	رُئواں		PROPN;NOM;MASC;SG;3
イグニッション	جلنے	イグニッション	جل	PROPN	V;NFIN;ACT
ルアー	لُبھانے	ルアー	لُبھا	N	V;ACC;NFIN
接辞	باندھنا.	接辞	باندھنا.	N	PROPN;NOM;MASC;SG;3
接辞	ضمیمہ.	接辞	ضمیمہ.	N	PROPN;NOM;MASC;SG;3
接辞	لگانا.	接辞	لگان	N	V;MASC;SG;NFIN;ACT
タイニー	ٹُیاں.	タイニー	ٹُی	PROPN	N;NOM;MASC;PL;3
タイニー	ننھامنّا	タイニー	ننھامنّا	PROPN	PROPN;NOM;MASC;SG;3
タイニー	ٹینی	タイニー	ٹینی	PROPN	PROPN;NOM;MASC;SG;3
タイニー	ٹُیاں.	タイニー	ٹُی	PROPN	N;NOM;MASC;PL;3
タイニー	ننھامنّا	タイニー	ننھامنّا	PROPN	PROPN;NOM;MASC;SG;3
辛味	کاٹ	辛味	کاٹ	N	V;ACT
胸骨	کوڑی	胸骨	کوڑی	N	PROPN;NOM;MASC;SG;3
パリー	طرح	パリー	طرح	PROPN	N;NOM;MASC;SG;3
パリー	جھکائی.	パリー	جھکائی	PROPN	V;PFV;SG;V.PTCP;ACT
ワック	ابے	ワック	اب	PROPN	PROPN;NOM;MASC;SG;3
ビオラ	وائل.	ビオラ	وائل.	PROPN	
ペンチ	پلاس	ペンチ	پلاس	N	PROPN;NOM;MASC;SG;3
ペンチ	سنسی	ペンチ	سنسی	N	PROPN;NOM;MASC;SG;3
血栓	علقیت	血栓	علقیت	N	PROPN;NOM;MASC;SG;3
血栓	دلمیت	血栓	دلمیت	N	PROPN;NOM;MASC;SG;3
アンテロープ	طویل	アンテロープ	طویل	PROPN	ADJ
アンテロープ	دبلا	アンテロープ	دبلا	PROPN	
アンテロープ	امپالا.	アンテロープ	امپالا.	PROPN	PROPN;NOM;MASC;SG;3
あっせ	ثالثی	あっせる	ثالثی	PROPN	ADJ
アウトライン	گھیرا	アウトライン	گھیرا	N	V;SG;V.PTCP;ACT
ライ麦	جودار	ライ麦	جودار	N	PROPN;NOM;MASC;SG;3
ガース	گھیرنا.	ガース	گھیرنا.	PROPN	PROPN;NOM;MASC;SG;3
楔形文字	مخروطی.	楔形文字	مخروطی.	N	PROPN;NOM;MASC;SG;3
アウトレイジ	توہین.	アウトレイジ	توہین.	PROPN	PROPN;NOM;MASC;SG;3
ダイナミズム	قوتیت.	ダイナミズム	قوتیت.	N	PROPN;NOM;MASC;SG;3
ファクス	مثل.	ファクス	مثل.	N	PROPN;NOM;MASC;SG;3
タンブラー	قلاباز.	タンブラー	قلاباز.	N	PROPN;NOM;MASC;SG;3
休会	انٹرول	休会	انٹرول	V	PROPN;NOM;MASC;SG;3
休会	طاقچہ	休会	طاقچہ	V	
休会	آلا	休会	آلا	V	
休会	موکھا	休会	موکھ	V	PROPN;NOM;MASC;SG;3
凡庸	گھٹیا	凡庸	گھٹیا		ADJ
メロウ	پُرکیف.	メロウ	پُرکیف.	PROPN	ADJ
メロウ	پختہ	メロウ	پختہ	PROPN	ADJ
メロウ	حلیم	メロウ	حلیم	PROPN	ADJ
メロウ	پُرکیف	メロウ	پُرکیف	PROPN	ADJ
メロウ	رسیدہ	メロウ	رسیدہ	PROPN	
メロウ	بالیدہ	メロウ	بالیدہ	PROPN	PROPN;NOM;MASC;SG;3
メロウ	لطیف	メロウ	لطیف	PROPN	PROPN;NOM;MASC;SG;3
メロウ	سہانا	メロウ	سہانا	PROPN	PROPN;NOM;MASC;SG;3
霧雨	ترشح.	霧雨	ترشح.	N	PROPN;NOM;MASC;SG;3
霧雨	پھوہار	霧雨	پھوہار	N	PROPN;NOM;MASC;SG;3
キオスク	ترکی	キオスク	ترکی	N	PROPN;NOM;MASC;SG;3
ウィロー	بید	ウィロー	بید	PROPN	
アスパラガス	ھالون	アスパラガス	ھالون	N	PROPN;NOM;MASC;SG;3
アスパラガス	ناگدون.	アスパラガス	ناگدون.	N	PROPN;NOM;MASC;SG;3
アスパラガス	مارچوبہ	アスパラガス	مارچوبہ	N	PROPN;NOM;MASC;SG;3
アスパラガス	ھالون	アスパラガス	ھالون	N	PROPN;NOM;MASC;SG;3
アスパラガス	ناگدون.	アスパラガス	ناگدون.	N	PROPN;NOM;MASC;SG;3
取り外す	رجمنٹ	取り外す	رجمنٹ	V	N;NOM;MASC;SG;3
取り外す	(	取り外す	(	V	
不作為	آلکسی.	不作為	آلکسی.	ADJ	PROPN;NOM;MASC;SG;3
不作為	کاہلی	不作為	کاہلی	ADJ	N;NOM;MASC;SG;3
声門	حنجری	声門	حنجری	N	PROPN;NOM;MASC;SG;3
ブロウ	نفخ	ブロウ	نفخ	PROPN	PROPN;NOM;MASC;SG;3
ブロウ	شگفتگی	ブロウ	شگفتگی	PROPN	N;NOM;MASC;SG;3
ブロウ	پھونکنا	ブロウ	پھونکنا	PROPN	PROPN;ACC;MASC;SG;3
ブロウ	ضرب.	ブロウ	ضرب.	PROPN	PROPN;NOM;MASC;SG;3
ブロウ	دھونکنا.	ブロウ	دھونکنا.	PROPN	PROPN;NOM;MASC;SG;3
ブロウ	ساز	ブロウ	ساز	PROPN	ADJ
ブロウ	پھوٹنا	ブロウ	پھوٹ	PROPN	V;NFIN;ACT
タンニン	تینن	タンニン	تینن	PROPN	
空っ	عبث	空る	عبث	V	N;NOM;MASC;SG;3
空っ	تہی	空る	تہی	V	
空っ	عبث	空る	عبث	V	N;NOM;MASC;SG;3
空っ	سُونا	空る	سُونا	V	PROPN;NOM;MASC;SG;3
空っ	خالی	空る	خالی	V	ADJ
ディーコン	شمّاس.	ディーコン	شمّاس.	PROPN	PROPN;NOM;MASC;SG;3
サワー	بودار.	サワー	بودار.	N	PROPN;NOM;MASC;SG;3
サワー	ترش.	サワー	ترش.	N	PROPN;NOM;MASC;SG;3
サワー	بودار.	サワー	بودار.	N	PROPN;NOM;MASC;SG;3
サワー	کھٹّا	サワー	کھٹّ	N	PROPN;NOM;MASC;SG;3
サワー	ترش.	サワー	ترش.	N	PROPN;NOM;MASC;SG;3
遊び心	مزاحیہ	遊び心	مزاحیہ	PROPN	N;NOM;MASC;SG;3
遊び心	تفریحی.	遊び心	تفریحی.	PROPN	ADJ
ポリウレタン	پلاسٹک	ポリウレタン	پلاسٹک	PROPN	N;NOM;MASC;SG;3
ポリウレタン	سریش	ポリウレタン	سریش	PROPN	PROPN;NOM;MASC;SG;3
差出人	مرسل	差出人	مرسل	N	PROPN;NOM;MASC;SG;3
マグ	رسالہ.	マグ	رسالہ.	N	PROPN;NOM;MASC;SG;3
飲み込む	ابابیل	飲み込む	ابابیل	V	PROPN;NOM;MASC;SG;3
ドルイド	گال	ドルイド	گال	PROPN	
礼法	معقول	礼法	معقول	N	ADJ
礼法	معقول	礼法	معقول	N	ADJ
フェローシップ	ساجھا	フェローシップ	ساجھا	N	PROPN;NOM;MASC;SG;3
フェローシップ	ہمدمی	フェローシップ	ہمدمی	N	PROPN;NOM;MASC;SG;3
フェローシップ	ساجھا	フェローシップ	ساجھا	N	PROPN;NOM;MASC;SG;3
フェローシップ	ہمدمی	フェローシップ	ہمدمی	N	PROPN;NOM;MASC;SG;3
不実	جھوٹ.	不実	جھوٹ.	ADJ	
残滓	ٹھرّا.	残滓	ٹھرّا.	PROPN	PROPN;NOM;MASC;SG;3
残滓	سڑپنا.	残滓	سڑپنا.	PROPN	PROPN;NOM;MASC;SG;3
ノベルティ	ابدائ.	ノベルティ	ابدائ.	N	PROPN;NOM;MASC;SG;3
バインディング	عائد.	バインディング	عائد.	PROPN	
バインディング	لازمی	バインディング	لازمی	PROPN	ADJ
バインディング	ناگزیر	バインディング	ناگزیر	PROPN	ADJ
機知	بوجھنا.	機知	بوجھنا.	N	PROPN;NOM;MASC;SG;3
機知	بوجھنا.	機知	بوجھنا.	N	PROPN;NOM;MASC;SG;3
ウインク	جھلملانا	ウインク	جھلملانا	PROPN	V;SG;NFIN;ACT
コット	کٹیا	コット	کٹیا	PROPN	
コット	چھتّا	コット	چھتّا	PROPN	
コット	جھونپڑی.	コット	جھونپڑی.	PROPN	PROPN;NOM;MASC;SG;3
フォリオ	کاغذ	フォリオ	کاغذ	N	;NOM;MASC;SG;3
識字	خواندگی.	識字	خواندگی.	N	V;IND;SG;3;FUT;FIN;ACT
テスタメント	حلف.	テスタメント	حلف.	PROPN	PROPN;NOM;MASC;SG;3
テスタメント	اقرار	テスタメント	اقرار	PROPN	N;NOM;MASC;SG;3
テスタメント	عہد	テスタメント	عہد	PROPN	N;NOM;MASC;SG;3
テスタメント	شہادت.	テスタメント	شہادت.	PROPN	PROPN;NOM;MASC;SG;3
ボビン	ریشہ	ボビン	ریشہ	N	PROPN;NOM;MASC;SG;3
錠前	لگانا	錠前	لگا	N	V;MASC;SG;NFIN;ACT
錠前	محصور	錠前	محصور	N	ADJ
錠前	in	錠前	in	N	
錠前	مبہوت	錠前	مبہوت	N	PROPN;NOM;MASC;SG;3
錠前	معنی۲.	錠前	معنی۲.	N	PROPN;NOM;MASC;SG;3
錠前	قفل	錠前	قفل	N	
錠前	لگانا	錠前	لگا	N	V;MASC;SG;NFIN;ACT
錠前	تالا	錠前	تالا	N	PROPN;NOM;MASC;SG;3
錠前	محصور	錠前	محصور	N	ADJ
錠前	in	錠前	in	N	
錠前	مبہوت	錠前	مبہوت	N	PROPN;NOM;MASC;SG;3
錠前	معنی۲.	錠前	معنی۲.	N	PROPN;NOM;MASC;SG;3
錠前	قفل	錠前	قفل	N	
不道	بدکار.	不道	بدکار.	ADJ	PROPN;NOM;MASC;SG;3
ウィナー	فاتح	ウィナー	فاتح	PROPN	ADJ
ウィナー	جیتو	ウィナー	جیتو	PROPN	PROPN;NOM;MASC;SG;3
アフィリエイト	اپنایا	アフィリエイト	اپنا	N	V;PFV;MASC;SG;V.PTCP;ACT
キャプチャー	گرفتہ	キャプチャー	گرفتہ	V	PROPN;NOM;MASC;SG;3
キャプチャー	تسخیر	キャプチャー	تسخیر	V	N;NOM;MASC;SG;3
キャプチャー	قبضے	キャプチャー	قبضہ	V	N;NOM;MASC;SG;3
胃袋	بکواس	胃袋	بکواس	N	PROPN;NOM;MASC;SG;3
スピーディー	سریع.	スピーディー	سریع.	ADJ	PROPN;NOM;MASC;SG;3
スピーディー	پُھرتیلا	スピーディー	پُھرتیلا	ADJ	PROPN;NOM;MASC;SG;3
