de	say	de	say		
yatay	조경	yatay	조경		N
yatay	경관	yatay	경관		N
yatay	풍경	yatay	풍경		N
ribaund	리바운드	ribaund	리바운드	N;NOM;SG;3	
aileler	부모	aile	부모	N;NOM;PL;3	
aileler	가족	aile	가족	N;NOM;PL;3	
salon	라운지	salon	라운지	N;NOM;SG;3	
salon	살롱	salon	살롱	N;NOM;SG;3	
pratik	실무	pratik	실무		N
pratik	실용적	pratik	실용+적		N
pratik	실용	pratik	실용		N
pratik	연습생	pratik	연습생		N
pratik	연습	pratik	연습		N
pratik	연습	pratik	연습		N
santiago	산티아고	santiago	산티아+고	PROPN;NOM;SG;3	PROPN
varşova	바르샤바	varşova	바르샤바	PROPN;NOM;SG;3	PROPN
aksiyon	행동	aksiyon	행동		N
aksiyon	활동	aksiyon	활동		N
aksiyon	작업	aksiyon	작업		N
aksiyon	동작	aksiyon	동작		N
aksiyon	액션	aksiyon	액션		N
ejderha	드래곤스	ejderha	드래곤스	N;NOM;SG;3	
ejderha	드래곤	ejderha	드래+곤	N;NOM;SG;3	
ejderha	드래곤즈	ejderha	드래곤즈	N;NOM;SG;3	
ejderha	드래곤볼	ejderha	드래+어+보+ㄹ	N;NOM;SG;3	V
ejderha	드래곤	ejderha	드래+곤	N;NOM;SG;3	
lyon	lyon	lyon	lyon	PROPN;NOM;SG;3	
lyon	리옹	lyon	리옹	PROPN;NOM;SG;3	PROPN
nefret	증오	nefret	증오		N
nefret	혐오	nefret	혐오		N
nefret	증오	nefret	증오		N
nefret	혐오	nefret	혐오		N
yöneten	감독	yönet	감독		N
göçmen	이민	göçmen	이민		N
göçmen	이민자	göçmen	이민자		N
göçmen	이민	göçmen	이민		N
göçmen	난민	göçmen	난민		N
cenaze	장례식장	cenaze	장례+식장		N
cenaze	장례식	cenaze	장례식		N
cenaze	장례	cenaze	장례		N
cenaze	장례식	cenaze	장례식		N
telekom	텔레콤	telekom	텔레콤	N;NOM;SG;3	
roket	로켓	roket	로켓		N
roket	로켓	roket	로켓		N
blood	혈액	blood	혈액		N
prenses	공주님	prenses	공주님		N
beden	시체	beden	시체		N
beden	몸매	beden	몸매		N
beden	몸매가	beden	몸매+가		N
avusturyalı	오스트리아인	avusturyalı	오스트리아인	PROPN;NOM;SG;3	V
fin	핀란드어	fin	핀란드어		PROPN
fin	핀란드	fin	핀란드		PROPN
land	육지	la	육지	PROPN;NOM;SG;3	
land	랜드	la	랜드	PROPN;NOM;SG;3	
mızrak	스피어스	mızrak	스피어스		PROPN
edebi	문학	et	문학		N
verici	송신기	verici	송신기		N
dernek	협회	dernek	협회		N
sas	sas	sas	sas		
olasılık	확률론	olasılık	확률론	N;NOM;SG;3	
koro	합창	koro	합창		N
denge	밸런스	denge	밸런스		N
denge	잔액	denge	잔액		N
denge	평형	denge	평형		N
risk	위험	risk	위험		N
risk	리스크	risk	리스크		N
risk	위험	risk	위험		N
risk	리스크	risk	리스크		N
bağlantıları	링크	bağlantı	링크	N;NOM;PL;3	
bağlantıları	커넥션	bağlantı	커넥션	N;NOM;PL;3	
antlaşma	조약	antlaşma	조약		N
rna	rna	o	rna		
tutar	금액	tut	금액		N
seçme	선택	seç	선택		N
seçme	선택하기	seç	선택+하+기		V
seçme	선택	seç	선택		N
nispeten	상대적으로	nispet	상대+적+으로		ADV
manastır	수도원	manas	수도원		N
manastır	수도원	manas	수도원		N
manastır	수녀원	manas	수녀원		N
manastır	수도원	manas	수도원		N
copa	코파	copa	코파		PROPN
franklin	프랭클린	franklin	프랭클린	PROPN;NOM;SG;3	PROPN
yüzme	수영	yüz	수영		N
yüzme	수영	yüz	수영		N
sofya	소피아	sofya	소피아		PROPN
sofya	소피아	sofya	소피아		PROPN
yılan	뱀과	yıl	뱀+과		CONJ
yılan	뱀과	yıl	뱀+과		CONJ
vampire	흡혈귀	vampire	흡혈귀		N
yayılan	방산	yay	방산	V;PFV;IND;POS;PRS;V.PTCP;PASS	N
usa	미국	us	미국		PROPN
duke	공작	duke	공작		N
dersler	강의	ders	강+의	N;NOM;PL;3	
güneye	남부	güne	남부	N;DAT;SG;3	
güneye	사우스	güne	사우스	N;DAT;SG;3	
güneye	남쪽	güne	남+쪽	N;DAT;SG;3	
kocası	남편	koca	남편	ADJ;NOM;SG;3	N
vahşi	야생	vahşi	야생		N
iniş	착륙	iniş	착륙		N
kanıt	증거	kanıt	증거		N
kanıt	증명	kanıt	증명		N
kanıt	증거	kanıt	증거		N
korunması	보호	korun	보호	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
slovakya	슬로바키아	slovakya	슬로바키아	PROPN;NOM;SG;3	PROPN
belirten	지정	belir	지정	V;PFV;IND;POS;PRS;V.PTCP;CAUS	N
evrim	진화	evrim	진화		N
evrim	진화	evrim	진화		N
evrim	진화론	evrim	진화론		N
evrim	진화	evrim	진화		N
düzensiz	불규칙	düzensiz	불규칙	ADJ	
bükreş	부쿠레슈티	bükreş	부쿠레슈티	PROPN;NOM;SG;3	PROPN
yuvarlak	순환	yuvarlak	순환		N
cisim	객체	cisim	객체		N
cisim	개체	cisim	개체		N
cisim	대상	cisim	대상		N
cisim	천체	cisim	천체		N
tütün	담배	tütün	담배		N
bateri	드럼은	bateri	드럼+은	N;NOM;SG;3	
oksijen	산소	oksij	산소		N
soul	영혼	soul	영혼		N
meryem	마돈나	meryem	마돈+나	N;NOM;SG;3	
meryem	메리	meryem	메리	N;NOM;SG;3	
meryem	마리아	meryem	마리아	N;NOM;SG;3	
malezya	말레이시아	malezya	말레이시아	PROPN;NOM;SG;3	
malezya	말레이시아어	malezya	말레이시아어	PROPN;NOM;SG;3	
geliştirmek	개발	geliş	개발	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirmek	보정	geliş	보정	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirmek	향상	geliş	향상	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirmek	향상	geliş	향상	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
geliştirmek	개선	geliş	개선	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
yiğit	영웅	yiğit	영웅		N
lüksemburg	룩셈부르크	lüksemburg	룩셈부르크	PROPN;NOM;SG;3	PROPN
marshall	마셜	marshall	마셜		PROPN
muhafaza	보존	muhafaza	보존		N
muhafaza	보존	muhafaza	보존		N
extra	연장	extra	연장		N
atış	촬영	atış	촬영		N
atış	총격	atış	총격		N
atış	사격	atış	사격		N
android	android	android	android		
tura	둘러보기	tur	둘러보+기	N;DAT;SG;3	V
erik	자두	erik	자두		N
erik	자두	erik	자두		N
erik	에리크	erik	에리크		PROPN
western	웨스턴	western	웨스턴	PROPN;NOM;SG;3	
western	서부	western	서부	PROPN;NOM;SG;3	
western	서양	western	서양	PROPN;NOM;SG;3	N
yargı	심판	yargı	심판		N
yargı	판결	yargı	판결		N
yargı	판단력	yargı	판단력		N
yargı	심판	yargı	심판		N
yargı	사법	yargı	사법		N
yargı	사법	yargı	사법		N
adalar	제도	ada	제도	N;NOM;PL;3	
misafir	게스트로	misafir	게스트+로	N;NOM;SG;3	ADV
misafir	손님	misafir	손님	N;NOM;SG;3	
misafir	게스트	misafir	게스트	N;NOM;SG;3	
misafir	손님	misafir	손님	N;NOM;SG;3	
misafir	게스트	misafir	게스트	N;NOM;SG;3	
law	법칙	law	법칙		N
law	법률	law	법률		N
law	법학	law	법학		N
astronomi	천문학	astronomi	천문학		N
rgb	rgb	rgb	rg+과		
skor	점수	skor	점수		N
skor	득점	skor	득점		N
şimşek	라이트닝	şimşek	라이트닝		N
şimşek	번개	şimşek	번개		N
burda	여기	bura	여기	N;ESS;SG;3	PRO
burda	여기에	bura	여기+에	N;ESS;SG;3	ADV
turistik	관광객	turistik	관광객	ADJ	N
ayaklanma	폭동	ayaklan	폭동	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
ayaklanma	봉기	ayaklan	봉기	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
ayaklanma	반란	ayaklan	반란	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
ayaklanma	폭동	ayaklan	폭동	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
katılmak	참여	kat	참여	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
katılmak	가입	kat	가입	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N
tibet	티베트	tibet	티베트		PROPN
tibet	티베트족	tibet	티베트족		N
tibet	티베트	tibet	티베트		PROPN
venezuela	베네수엘라	venez	베네수엘라	PROPN;NOM;SG;3	PROPN
venezuela	베네수엘라	venez	베네수엘라	PROPN;NOM;SG;3	PROPN
sport	스포츠	sport	스포츠	PROPN;NOM;SG;3	N
ağız	구강	ağız	구강		N
hükümdar	통치자	hüküm	통치자		N
hükümdar	주권	hüküm	주권		N
hükümdar	군주	hüküm	군주		N
doğmuş	born	doğ	born	V;PFV;NFH;IND;SG;3;POS;PST	
doğmuş	출생	doğ	출생	V;PFV;NFH;IND;SG;3;POS;PST	N
doğmuş	탄생	doğ	탄생	V;PFV;NFH;IND;SG;3;POS;PST	N
izleme	보기	izle	보+기		V
izleme	추적	izle	추적		N
tekstil	직물	tekstil	직물		N
tekstil	섬유	tekstil	섬유		N
tekstil	직물	tekstil	직물		N
eyüp	직업	eyüp	직업	PROPN;NOM;SG;3	N
eyüp	욥기	eyüp	욥기	PROPN;NOM;SG;3	
jet	제트	jet	제트		N
jet	제트기	jet	제트기		N
raymond	레이먼드	raymond	레이먼드	PROPN;NOM;SG;3	PROPN
raymond	레이몬드	raymond	레이몬드	PROPN;NOM;SG;3	
planlama	플래닝	planla	플래닝		N
planlama	계획	planla	계획		N
planlama	기획	planla	기획		N
prodüksiyon	생산	prodüksiyon	생산		N
prodüksiyon	제작	prodüksiyon	제작		N
age	연령	age	연령		N
age	나이에	age	나이+에		ADV
age	나이	age	나이		N
renkleri	색상	renk	색상	N;NOM;PL;3	
renkleri	색상	renk	색상	N;NOM;PL;3	
oran	평가	oran	평가		N
oran	비율	oran	비율		N
oran	비율	oran	비율		N
mesajı	메시지	mesaj	메시지	N;ACC;SG;3	
mesajı	메세지	mesaj	메세지	N;ACC;SG;3	
mermer	대리석	mermer	대리석		N
oklahoma	오클라호마	oklahom	오클라호마	PROPN;NOM;SG;3	PROPN
hassas	정밀도	hassas	정밀+도		N
hassas	정밀	hassas	정밀		N
hassas	민감한	hassas	민감+하+ㄴ		V
hassas	민감하다	hassas	민감+하+다		V
hassas	섬세한	hassas	섬세+하+ㄴ		V
hassas	부드러운	hassas	부드럽+ㄴ		ADJ
bavyera	바이에른	bavyera	바이가+라	PROPN;NOM;SG;3	PROPN
mayın	광산	mayın	광산		N
mayın	지뢰	mayın	지뢰		N
kullanma	사용하기	kullan	사용+하+기		V
ideal	아이디얼	ideal	아이디얼		N
ideal	이상	ideal	이상		N
girit	크레타	girit	크레타		PROPN
kuyruklu	혜성	kuyruklu	혜성		N
kuzeydoğu	북동	kuzeydoğu	북동		N
tercüme	번역기	tercüme	번역기		N
tercüme	번역하기	tercüme	번역+하+기		V
bale	발레단	bale	발레단		N
versiyon	버전	ver	버전		N
yazık	수치	yazık	수치		N
boğaz	목구멍	boğaz	목구멍		N
boğaz	보스포루스	boğaz	보스포루스		PROPN
boğaz	해협	boğaz	해협		N
tüfek	샷건	tüfek	샷건	N;NOM;SG;3	
birlikler	유닛	birlik	유닛	N;NOM;PL;3	
birlikler	단위	birlik	단위	N;NOM;PL;3	
toz	먼지	toz	먼지		N
force	강제	force	강제		N
derleme	컴필레이션	derlem	컴필레이션		N
radyasyon	방사능	radyasyon	방사능		N
radyasyon	방사선	radyasyon	방사선		N
radyasyon	방사성	radyasyon	방사성		N
sözlüğü	사전	sözlük	사전	N;NOM;SG;3	
mesut	메수트	mesut	메수트		PROPN
miras	상속	miras	상속		N
miras	문화유산	miras	문화유산		N
tatil	휴일	tatil	휴일		N
tatil	명절	tatil	명절		N
tatil	연휴	tatil	연휴		N
tatil	휴가	tatil	휴가		N
tatil	공휴일	tatil	공휴+이+ㄹ		N
tatil	방학	tatil	방학		N
tatil	휴가	tatil	휴가		N
tatil	휴일	tatil	휴일		N
tatil	연휴	tatil	연휴		N
tatil	공휴일	tatil	공휴+이+ㄹ		N
tatil	명절	tatil	명절		N
intikam	회수	intikam	회수		N
intikam	복수	intikam	복수		N
intikam	복수	intikam	복수		N
elle	수동	el	수동		N
elle	설명서	el	설명서		N
elle	매뉴얼	el	매뉴얼		N
elle	elle	el	elle		
danny	대니	danny	대+이+니		PROPN
çaba	노력	çaba	노력		N
polonyalı	폴란드	polonyalı	폴란드		PROPN
eklemek	추가	ekle	추가	V;PFV;NOM;IND;POS;PRS;V.MSDR	
hücum	청구	hücum	청구		N
hücum	충전	hücum	충전		N
büyüme	growing	büyü	growing		
büyüme	성장	büyü	성장		N
büyüme	성장	büyü	성장		N
büyüme	증가	büyü	증가		N
yaratıcı	제작자	yaratıcı	제작자		N
yaratıcı	작성자	yaratıcı	작성자		N
çavuş	경사	çavuş	경사		N
çavuş	상사	çavuş	상사		N
çanak	요리	çanak	요리		N
çanak	접시	çanak	접시		N
kutup	극성	kutup	극성		N
kutup	극성	kutup	극성		N
farklılık	다양성	farklılık	다양성		N
farklılık	차이	farklılık	차이		N
dos	dos	dos	dos		
barbara	바바라	barbara	바바+라	PROPN;NOM;SG;3	
zorla	강제	zor	강제		N
zorla	강제로	zor	강제+로		ADV
zorla	강제	zor	강제		N
sıcaklığı	기온	sıcaklık	기온	N;ACC;SG;3	
sıcaklığı	체온	sıcaklık	체온	N;ACC;SG;3	
tag	태그	tag	태그		N
cruz	크루즈	cruz	크루즈	PROPN;NOM;SG;3	N
çıkışı	나가기	çıkış	나가+기	N;ACC;SG;3	
çıkışı	exit	çıkış	exit	N;ACC;SG;3	
çıkışı	끝내기	çıkış	끝내+기	N;ACC;SG;3	V
avustralyalı	오스트레일리아	avustralyalı	오스트레일리아	PROPN;NOM;SG;3	PROPN
avustralyalı	오스트레일리아의	avustralyalı	오스트레일리아+의	PROPN;NOM;SG;3	PROPN
artistik	예술적	artistik	예술+적		N
çıkmaya	연애	çık	연애	V;PFV;DAT;IND;POS;PRS;V.MSDR	N
çıkmaya	데이트	çık	데이트	V;PFV;DAT;IND;POS;PRS;V.MSDR	N
point	지점	point	지점	N;NOM;SG;3	
point	포인트	point	포인트	N;NOM;SG;3	
boru	튜브	boru	튜브		N
form	양식	form	양식		N
form	형태	form	형태		N
form	양식	form	양식		N
başak	처녀자리	başak	처녀+자리		N
bitti	완료	bit	완료	V;PFV;IND;SG;3;POS;PST	N
bitti	완료	bit	완료	V;PFV;IND;SG;3;POS;PST	N
yemekler	푸드	yemek	푸드	N;NOM;PL;3	
yemekler	식사	yemek	식사	N;NOM;PL;3	
kazı	긁어	kazı	긁+어		V
elverişli	편리하다	elverişli	편리+하+다	ADJ	V
elverişli	편리	elverişli	편리	ADJ	
banka	뱅크	banka	뱅크	N;NOM;SG;3	
banka	뱅크스	banka	뱅크스	N;NOM;SG;3	
banka	뱅크	banka	뱅크	N;NOM;SG;3	
fazlası	잉여	fazla	잉여	ADJ;NOM;SG;3	
daima	항상	daima	항상		ADV
daima	언제나	daima	언제나		ADV
marşı	anthem	marş	anthem		
biyoloji	생물학	biyoloji	생물학		N
lizbon	리스본	lizbon	리스본	PROPN;NOM;SG;3	PROPN
tamamlandı	완료	tamamla	완료	V;PFV;IND;SG;3;POS;PST;PASS	N
tamamlandı	완료	tamamla	완료	V;PFV;IND;SG;3;POS;PST;PASS	N
tamamlandı	완료	tamamla	완료	V;PFV;IND;SG;3;POS;PST;PASS	N
tamamlandı	완성	tamamla	완성	V;PFV;IND;SG;3;POS;PST;PASS	N
çağrı	소환	çağrı	소환		N
çağrı	통화	çağrı	통화		N
çağrı	전화	çağrı	전화		N
çağrı	호출	çağrı	호출		N
çağrı	calling	çağrı	calling		
oynuyor	연극	oyna	연극	V;PROG;IND;SG;3;POS;INFM;PRS	N
oynuyor	연주	oyna	연주	V;PROG;IND;SG;3;POS;INFM;PRS	N
oynuyor	재생	oyna	재생	V;PROG;IND;SG;3;POS;INFM;PRS	N
irlandalı	아일랜드어	irlandal	아일랜드어	V;PFV;IND;SG;3;POS;PRS;PASS	
irlandalı	아일랜드인	irlandal	아일랜드인	V;PFV;IND;SG;3;POS;PRS;PASS	
bağlar	채권	bağla	채권		N
bağlar	연결	bağla	연결		N
bağlar	바인딩	bağla	바인딩		N
dinamik	동역학	dinamik	동역학	ADJ	
dinamik	역학	dinamik	역학	ADJ	N
dinamik	다이내믹스	dinamik	다이내믹스	ADJ	
dinamik	동적	dinamik	동적	ADJ	N
dinamik	다이내믹	dinamik	다이내믹	ADJ	
şarap	와인	şarap	와인	N;NOM;SG;3	
şarap	와인	şarap	와인	N;NOM;SG;3	
şarap	포도주	şarap	포도주	N;NOM;SG;3	
hedefi	목표	hedef	목표		N
vektör	벡터	vektör	벡터	N;NOM;SG;3	
ender	희귀한	ende	희귀+하+ㄴ		V
ender	희귀	ende	희귀		N
soylu	귀족	soylu	귀족		N
miguel	미겔	miguel	미겔	PROPN;NOM;SG;3	PROPN
dua	기도	dua	기도		N
dua	기도	dua	기도		N
dua	기도	dua	기도		N
dua	기도	dua	기도		N
brüksel	브뤼셀	brüksel	브뤼셀		PROPN
berabere	넥타이	beraber	넥타이	N;NOM;SG;3	
berabere	묶여	beraber	묶이+어	N;NOM;SG;3	
yazıldı	서면	yaz	서+면	V;PFV;IND;SG;3;POS;PST;PASS	
arizona	애리조나	arizon	애리조+나	INTJ	PROPN
mimarisi	아키텍처	mimari	아키+매처	N;NOM;SG;3	
kabile	부족	kabile	부족		N
semt	동네	semt	동네	N;NOM;SG;3	
semt	근방	semt	근방	N;NOM;SG;3	
kahve	커피	kahve	커피	N;NOM;SG;3	
hamur	반죽을	hamur	반죽+을		N
hamur	반죽이	hamur	반죽+이		N
hamur	반죽	hamur	반죽		N
tanım	설명	tanım	설명		N
tanım	묘사	tanım	묘사		N
kurul	보드	kurul	보드		N
kurul	게시판	kurul	게시판		N
kurul	이사회	kurul	이사회		N
kurul	위원회	kurul	위원회		N
kaba	저속한	kaba	저속+하+ㄴ		V
kaba	무례한	kaba	무례+하+ㄴ		V
kaba	무례하게	kaba	무례+하+게		V
tartışmalı	논란이	tartış	논란+이	V;PFV;SG;3;POS;PRS	N
tartışmalı	논란	tartış	논란	V;PFV;SG;3;POS;PRS	N
bomba	폭탄	bomba	폭탄		N
bomba	폭탄	bomba	폭탄		N
endülüs	안달루시아	endülüs	안달루시아		PROPN
görünüyor	나타납니다	görün	나타나+ㅂ니다	V;PROG;IND;SG;3;POS;INFM;PRS	
batıya	서쪽	bat	서쪽	N;DAT;SG;3	
batıya	서부	bat	서부	N;DAT;SG;3	
batıya	웨스트	bat	웨스트	N;DAT;SG;3	
görme	보기	gör	보+기		V
görme	시력	gör	시력		N
görme	시각	gör	시각		N
orlando	올랜도	orlando	오랜+도	PROPN;NOM;SG;3	
üretici	제조업체	üretici	제조업체		N
üretici	제작자	üretici	제작자		N
üretici	제조업체	üretici	제조업체		N
üretici	제조사	üretici	제조사		N
zagreb	자그레브	zagreb	자그레브	PROPN;NOM;SG;3	PROPN
yüzbaşı	대위	yüzbaşı	대위		N
yüzbaşı	선장	yüzbaşı	선장		N
sex	성교	sex	성교		N
sex	섹스	sex	섹스		N
sex	성관계	sex	성관계		N
sex	성별	sex	성별		N
balıklar	피쉬	balık	피쉬	ADJ;NOM;PL;3	
balıklar	피시	balık	피시	ADJ;NOM;PL;3	
balıklar	생선	balık	생선	ADJ;NOM;PL;3	
balıklar	물고기	balık	물고기	ADJ;NOM;PL;3	N
fırsat	행사	fırsat	행사		N
sparta	스파르탄	sparta	스파르탄	PROPN;NOM;SG;3	
sparta	스파르타	sparta	스파르타	PROPN;NOM;SG;3	
çevirisi	번역	çevir	번역	N;NOM;SG;3	
direk	직통	direk	직통		N
direk	direct	direk	direct		
direk	다이렉트	direk	다이렉트		N
ee	eee	ee	eee		
letonya	라트비아	letonya	라트비아	PROPN;NOM;SG;3	PROPN
cleveland	클리블랜드	cleveland	클리블랜드	PROPN;NOM;SG;3	PROPN
kazak	카자크	kazak	카자크		N
kazak	카자흐스탄	kazak	카자흐스탄		PROPN
cenevre	제네바	cenevre	제네바	PROPN;NOM;SG;3	PROPN
lucas	루카스	lucas	루카스	PROPN;NOM;SG;3	PROPN
lucas	루커스	lucas	루커스	PROPN;NOM;SG;3	PROPN
kurtarmak	절약	kurtar	절약	V;PFV;NOM;IND;POS;PRS;V.MSDR	
kurtarmak	저장	kurtar	저장	V;PFV;NOM;IND;POS;PRS;V.MSDR	
çatı	지붕	çatı	지붕		N
andreas	안드레아스	andreas	안드레아스		PROPN
başvuru	프로그램	başvuru	프로그램		N
dinler	종교	dinle	종교		N
dinler	듣기	dinle	듣+기		V
dinler	청취	dinle	청취		N
katılımcı	참석자	katılımcı	참석자		N
katılımcı	참가자	katılımcı	참가자		N
katılımcı	출품	katılımcı	출품		N
ingilizler	브리티시	ingiliz	브리티시	ADJ;NOM;PL;3	PROPN
ingilizler	영국인	ingiliz	영국인	ADJ;NOM;PL;3	N
ingilizler	영국	ingiliz	영국	ADJ;NOM;PL;3	PROPN
salvador	엘살바도르	salvador	엘살바도르	PROPN;NOM;SG;3	PROPN
arnavut	알바니아	arnavut	알바니아		PROPN
saç	머리카락	saç	머리카락		N
saç	머리	saç	머리		N
saç	머리카락이	saç	머리카락+이		N
dost	친근한	dost	친근+하+ㄴ		V
dost	친구	dost	친구		N
şeref	명예	şeref	명예		N
şeref	명예	şeref	명예		N
stockholm	스톡홀름	stockholm	스톡홀름	PROPN;NOM;SG;3	PROPN
newcastle	뉴캐슬	newcas	뉴캐슬	PROPN;NOM;SG;3	PROPN
görevler	잡스	görev	잡스	N;NOM;PL;3	
görevler	미션	görev	미션	N;NOM;PL;3	
aslen	원래	aslen	원래		N
afyon	양귀비	afyon	양귀비		N
afyon	아편	afyon	아편		N
yüksel	오르기	yüksel	오르+기		V
yüksel	상승	yüksel	상승		N
yüksel	rise	yüksel	rise		
sattı	판매	sat	판매	V;PFV;IND;SG;3;POS;PST	N
daimi	영구적	daim	영구적		N
stack	스택	stack	스택		N
kanuni	법률	kanun	법률		N
kanuni	합법적인	kanun	합법+적+이+ㄴ		V
açılır	열립니다	aç	열+어+지+ㅂ니다	V;IPFV;IND;SG;3;POS;PASS	
açılır	열기	aç	열+기	V;IPFV;IND;SG;3;POS;PASS	
lefkoşa	니코시아	lefkoşa	니코시아	PROPN;NOM;SG;3	PROPN
eşittir	평등	işi	평등		N
reform	개혁개방	reform	개혁+개방		N
reform	개혁	reform	개혁		N
reform	종교개혁	reform	종교+개혁		N
reform	개혁개방	reform	개혁+개방		N
reform	개혁	reform	개혁		N
mareşal	마셜	mareşal	마셜		PROPN
estetik	미학	estetik	미학		N
estetik	화장품	estetik	화장품		N
estetik	성형	estetik	성형		N
estetik	미학	estetik	미학		N
afc	afc	afc	afc		
mesleki	전문	mesleki	전문		N
suçlu	범죄자	suçlu	범죄자		N
suçlu	유죄	suçlu	유죄		N
görüşler	피드백	görüş	피드백	N;NOM;PL;3	
toplantı	회의	toplantı	회의	N;NOM;SG;3	
toplantı	회의	toplantı	회의	N;NOM;SG;3	
mantık	추리	mantık	추리		N
mantık	추론	mantık	추론		N
mantık	논리적	mantık	논리+적		N
mantık	논리학	mantık	논리학		N
mantık	논리	mantık	논리		N
macera	퀘스트	macera	퀘스트		N
macera	어드벤처	macera	어드벤처		N
macera	모험	macera	모험		N
macera	어드벤처	macera	어드벤처		N
macera	모험	macera	모험		N
kızları	딸들	kız	딸+들	ADJ;NOM;PL;3	N
tarif	방향	tarif	방향		N
tarif	설명	tarif	설명		N
tarif	묘사	tarif	묘사		N
sidney	시드니	sidney	시드니	PROPN;NOM;SG;3	PROPN
sidney	시드니	sidney	시드니	PROPN;NOM;SG;3	PROPN
ölmüş	사망	öl	사망	V;PFV;NFH;IND;SG;3;POS;PST	N
sözlü	구강	sözlü	구강		N
portland	포틀랜드	portlan	포틀랜드	PROPN;NOM;SG;3	PROPN
sürgüne	exile	sürgü	exile	N;DAT;SG;3	
kurma	형성	kurma	형성		N
gelenekleri	전통	gelenek	전통	N;ACC;PL;3	
adresi	주소	adres	주소	N;NOM;SG;3	
fakir	불쌍한	fakir	불쌍+하+ㄴ		V
senfoni	교향곡	senfoni	교향곡		N
senfoni	교향곡	senfoni	교향곡		N
austin	오스틴	aust	오스틴	PROPN;NOM;SG;3	PROPN
bağlandı	첨부	bağla	첨부	V;PFV;IND;SG;3;POS;PST;PASS	
koruyucu	수호	koruyucu	수호		N
koruyucu	보호자	koruyucu	보호자		N
koruyucu	보호	koruyucu	보호		N
koruyucu	수비수	koruyucu	수비수		N
koruyucu	보호자	koruyucu	보호자		N
kuveyt	쿠웨이트	kuveyt	쿠웨이트		PROPN
birmingham	버밍엄	birmingam	버밍엄	PROPN;NOM;SG;3	PROPN
hanlığı	칸국	hanlık	칸국		PROPN
cinsiyet	성별	cinsiyet	성별		N
yokohama	요코하마	yokoh	요코하마	PROPN;NOM;SG;3	PROPN
taht	왕좌	taht	왕좌		N
taht	왕위	taht	왕위		N
nadiren	드뭅니다	nadiren	드+이+ㅂ니다	ADV	
sulu	juicy	sulu	juicy		
memur	사무원	memur	사무원		N
