del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
envió	sendes	enviar	sende	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
baile	danse	baile	danse	N;MASC;SG	V;NFIN;ACT
baile	dance	baile	dance	N;MASC;SG	
baile	danse	baile	danse	N;MASC;SG	V;NFIN;ACT
baile	dansende	baile	danse	N;MASC;SG	V;PRS;V.PTCP
baile	danser	baile	danse	N;MASC;SG	V;IND;PRS;FIN;ACT
fundamental	fundamentalt	fundamental	fundamentalt	ADJ;SG	ADV
fundamental	fundamentale	fundamental	fundamentale	ADJ;SG	ADJ;PL
viviendas	boligbyggeri	vivienda	boligbyggeri	N;FEM;PL	N;INDF;NEUT;SG
viviendas	bolig	vivienda	bolig	N;FEM;PL	N;INDF;MASC+FEM;SG
disney	disney	disney	disney	N;MASC;SG	
relevante	relevante	relevante	relevante	ADJ;SG	ADJ;PL
fox	fox	fox	fox	PROPN	PROPN
fox	ræv	fox	ræv	PROPN	N;INDF;MASC+FEM;SG
fox	ræven	fox	ræv	PROPN	N;DEF;MASC+FEM;SG
paseo	ride	paseo	ride	N;MASC;SG	V;NFIN;ACT
paseo	rid	paseo	rid	N;MASC;SG	V;IMP
paseo	paseo	paseo	paseo	N;MASC;SG	
paseo	gå	paseo	gå	N;MASC;SG	V;NFIN;ACT
paseo	walk	paseo	walk	N;MASC;SG	
albert	albert	albert	albert	N;SG	
menciona	mentions	mencionar	mentions	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
menciona	nævn	mencionar	nævn	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
green	green	green	gre	N;SG	
green	grønt	green	grøn	N;SG	ADJ;INDF;NEUT;SG
green	grønne	green	grøn	N;SG	ADJ;PL
green	grøn	green	grøn	N;SG	ADJ;INDF;MASC+FEM;SG
famosa	berømte	famoso	berømt	ADJ;FEM;SG	ADJ;PL
famosa	berømtheder	famoso	berømthed	ADJ;FEM;SG	N;INDF;MASC+FEM;PL
brian	brian	brian	brian	PROPN	
romero	rosemary	romero	rosemary	N;MASC;SG	
encargado	bestilt	encargado	bestille	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
encargado	bestilte	encargado	bestille	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
encargado	vedligeholder	encargado	vedligeholde	ADJ;MASC;SG;V.PTCP	V;IND;PRS;FIN;ACT
diseñado	designede	diseñado	designe	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
diseñado	designet	diseñado	designe	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
diseñado	udformet	diseñado	udforme	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
diseñado	konstrueret	diseñado	konstruere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
reciente	nylige	reciente	nylig	ADJ;SG	ADJ;PL
reciente	nyligt	reciente	nyligt	ADJ;SG	ADV
intereses	rente	interés	rente	N;MASC;PL	N;INDF;MASC+FEM;SG
intereses	interesse	interés	interesse	N;MASC;PL	N;INDF;MASC+FEM;SG
mercedes	mercedes	merced	mercede		N;INDF;MASC+FEM;SG
christian	christian	christiar	christian	PROPN	
christian	kristen	christiar	kristen	PROPN	ADJ;INDF;MASC+FEM;SG
edward	edward	edward	edward	N;MASC;SG	
esteban	stephen	estar	steph	PROPN	N;INDF;MASC+FEM;SG
esteban	stefan	estar	stefan	PROPN	
esteban	esteban	estar	esteban	PROPN	
coros	kor	coro	kor	N;MASC;PL	N;INDF;NEUT;SG
canarias	canarias	canario	canarias	N;FEM;PL	
canarias	kanariske	canario	kanarisk	N;FEM;PL	ADJ;PL
disputa	bestridt	disputa	bestridt	N;FEM;SG	V;INDF;SG;PST;V.PTCP
disputa	omstridt	disputa	omstridt	N;FEM;SG	ADJ;INDF;SG
disputa	anfægtede	disputa	anfægte	N;FEM;SG	V;IND;PST;FIN;ACT
disputa	omtvistede	disputa	omtviste	N;FEM;SG	V;PL;PST;V.PTCP
disputa	omstridte	disputa	omstridt	N;FEM;SG	ADJ;PL
disputa	anfægtet	disputa	anfægte	N;FEM;SG	V;INDF;SG;PST;V.PTCP
disputa	tvister	disputa	tvister	N;FEM;SG	N;INDF;MASC+FEM;PL
ave	ave	ave	ave	N;FEM;SG	
ave	bird	ave	bird	N;FEM;SG	
participaron	deltaget	participar	deltage	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
globo	globo	globo	globo	N;MASC;SG	
globo	globe	globo	glob	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
orígenes	oprindelse	origen	oprindelse	N;MASC;PL	N;INDF;MASC+FEM;SG
económicos	økonomisk	económico	økonomisk	ADJ;MASC;PL	ADV
aliados	allieret	aliado	alliere	N;MASC;PL	V;INDF;SG;PST;V.PTCP
aliados	allied	aliado	allied	N;MASC;PL	
aliados	allierede	aliado	alliere	N;MASC;PL	V;PL;PST;V.PTCP
aliados	allierede	aliado	alliere	N;MASC;PL	V;PL;PST;V.PTCP
salto	spring	salto	spring	N;MASC;SG	
salto	hoppe	salto	hoppe	N;MASC;SG	V;NFIN;ACT
salto	hop	salto	hop	N;MASC;SG	V;IMP
salto	springe	salto	springe	N;MASC;SG	V;NFIN;ACT
salto	spring	salto	spring	N;MASC;SG	
salto	skip	salto	skip	N;MASC;SG	
salto	springe	salto	springe	N;MASC;SG	V;NFIN;ACT
salto	salto	salto	salto	N;MASC;SG	
salto	springer	salto	springe	N;MASC;SG	V;IND;PRS;FIN;ACT
salto	hopper	salto	hoppe	N;MASC;SG	V;IND;PRS;FIN;ACT
salto	hoppe	salto	hoppe	N;MASC;SG	V;NFIN;ACT
salto	hoppende	salto	hoppe	N;MASC;SG	V;PRS;V.PTCP
salto	hop	salto	hop	N;MASC;SG	V;IMP
state	state	state	state	N	
bilbao	bilbao	bilbao	bilbao	N;MASC;SG	PROPN
rivera	rivera	rivera	rivera	PROPN	N;INDF;MASC+FEM;SG
roger	roger	roger	roge		N;INDF;MASC+FEM;SG
colonial	koloniale	colonial	kolonial	ADJ;SG	ADJ;PL
medina	medina	medina	medina	N;FEM;SG	
difusión	udsende	difusión	udsende	N;FEM;SG	V;NFIN;ACT
rio	rio	rio	rio	N;MASC;SG	
rio	river	rio	rive	N;MASC;SG	N;INDF;MASC+FEM;PL
ensayo	tester	ensayo	test	N;MASC;SG	V;IND;PRS;FIN;ACT
ensayo	prøve	ensayo	prøve	N;MASC;SG	V;NFIN;ACT
lucas	luke	luca	luke	N;FEM;PL	N;INDF;MASC+FEM;SG
lucas	lukas	luca	lukas	N;FEM;PL	N;INDF;MASC+FEM;SG
lucas	lucas	luca	lucas	N;FEM;PL	
independientes	uafhængige	independiente	uafhængig	N;PL	ADJ;PL
independientes	selvstændig	independiente	selvstændig	N;PL	ADJ;INDF;MASC+FEM;SG
independientes	selvstændigt	independiente	selvstændigt	N;PL	ADJ;INDF;NEUT;SG
independientes	uafhængig	independiente	uafhængig	N;PL	ADJ;INDF;MASC+FEM;SG
independientes	uafhængige	independiente	uafhængig	N;PL	ADJ;PL
independientes	uafhængigt	independiente	uafhængig	N;PL	ADV
joan	joan	joan	joan	PROPN	
suerte	heldig	suerte	heldig	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
suerte	heldige	suerte	heldig	N;FEM;SG	ADJ;PL
suerte	lucky	suerte	lucky	N;FEM;SG	
suerte	heldigt	suerte	heldigt	N;FEM;SG	ADJ;INDF;NEUT;SG
nobles	adel	noble	adel	N;PL	N;INDF;MASC+FEM;SG
nobles	adelige	noble	adelig	N;PL	ADJ;PL
nobles	noble	noble	noben	N;PL	N;INDF;MASC+FEM;SG
nobles	ædelt	noble	ædele	N;PL	ADJ;INDF;NEUT;SG
nobles	ædle	noble	gol	N;PL	ADJ;PL
nobles	ædel	noble	ædel	N;PL	ADJ;INDF;MASC+FEM;SG
nobles	nobel	noble	nobel	N;PL	
augusto	augusto	augusto	augusto	N;MASC;SG	
yucatán	yucatán	yucatán	yucatán	N;MASC;SG	
establecido	fastslået	establecido	fastslå	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
establecido	etableret	establecido	etablere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
establecido	etablerede	establecido	etablere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
trenes	træne	tren	træne	N;MASC;PL	V;NFIN;ACT
trenes	train	tren	train	N;MASC;PL	N;INDF;MASC+FEM;SG
trenes	tog	tren	tage	N;MASC;PL	V;IND;PST;FIN;ACT
trenes	træn	tren	træn	N;MASC;PL	V;IMP
trenes	tog	tren	tage	N;MASC;PL	V;IND;PST;FIN;ACT
feria	rimelig	feria	rimelig	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
feria	rimeligt	feria	rimelig	N;FEM;SG	ADJ;INDF;NEUT;SG
feria	retfærdig	feria	retfærdig	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
feria	fair	feria	fair	N;FEM;SG	ADJ
comida	levnedsmidler	comida	levnedsmiddel	N;FEM;SG	N;INDF;MASC+FEM;PL
comida	fødevarer	comida	fødevare	N;FEM;SG	N;INDF;MASC+FEM;PL
seguro	sikre	seguro	sikre	ADJ;MASC;SG	V;NFIN;ACT
seguro	safe	seguro	safe	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
seguro	forsikring	seguro	forsikring	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
seguro	forsikringen	seguro	forsikring	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
seguro	forsikringer	seguro	forsikring	ADJ;MASC;SG	N;INDF;MASC+FEM;PL
seguro	sikre	seguro	sikre	ADJ;MASC;SG	V;NFIN;ACT
seguro	sikret	seguro	sikre	ADJ;MASC;SG	V;INDF;SG;PST;V.PTCP
amistad	venskaber	amistad	venskab	N;FEM;SG	N;INDF;NEUT;PL
entra	indtast	entrar	indtast	V;IND;SG;3;PRS;FIN	V;IMP
entra	enter	entrar	enter	V;IND;SG;3;PRS;FIN	V;IMP
hill	bakken	hill	bakke	PROPN	N;DEF;MASC+FEM;SG
hill	bakke	hill	bakke	PROPN	N;INDF;MASC+FEM;SG
hill	hill	hill	hill	PROPN	
extranjeros	aliens	extranjero	aliens	N;MASC;PL	N;INDF;MASC+FEM;SG
extranjeros	udlænding	extranjero	udlænding	N;MASC;PL	N;INDF;MASC+FEM;SG
extranjeros	udenlandsk	extranjero	udenlandsk	N;MASC;PL	ADJ;INDF;SG
extranjeros	fremmed	extranjero	fremmed	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
máquina	machine	máquina	machine	N;FEM;SG	
lagos	lagos	lago	lagos	N;MASC;PL	
lagos	søen	lago	søe	N;MASC;PL	N;DEF;MASC+FEM;SG
lagos	sø	lago	sø	N;MASC;PL	N;INDF;MASC+FEM;SG
lagos	lake	lago	lake	N;MASC;PL	N;INDF;MASC+FEM;SG
montes	montes	monte	monte	N;MASC;PL	N;GEN;INDF;MASC+FEM;SG
montes	monti	monte	monti	N;MASC;PL	
hot	varmt	hot	varm	N	ADJ;INDF;NEUT;SG
hot	lækker	hot	lække	N	ADJ;INDF;MASC+FEM;SG
hot	varm	hot	varm	N	ADJ;INDF;MASC+FEM;SG
fruto	frugter	fruto	frugte	N;MASC;SG	N;INDF;MASC+FEM;PL
manual	håndbogen	manual	håndbog	ADJ;SG	N;DEF;MASC+FEM;SG
manual	håndbog	manual	håndbog	ADJ;SG	N;INDF;MASC+FEM;SG
manual	manuel	manual	manuel	ADJ;SG	
manual	manual	manual	manual	ADJ;SG	N;INDF;MASC+FEM;SG
manual	håndbog	manual	håndbog	ADJ;SG	N;INDF;MASC+FEM;SG
coche	car	coche	car	N;MASC;SG	
bernardo	bernard	bernardo	bernard	N;MASC;SG	
bernardo	bernhard	bernardo	bernhard	N;MASC;SG	
bernardo	bernardo	bernardo	bernardo	N;MASC;SG	
brasileño	brasilianske	brasileño	brasiliansk	N;MASC;SG	ADJ;PL
brasileño	brasiliansk	brasileño	brasiliansk	N;MASC;SG	ADJ;INDF;SG
terrenos	plot	terreno	plot	N;MASC;PL	N;INDF;NEUT;SG
terrenos	jord	terreno	jord	N;MASC;PL	N;INDF;MASC+FEM;SG
terrenos	lander	terreno	land	N;MASC;PL	V;IND;PRS;FIN;ACT
terrenos	land	terreno	land	N;MASC;PL	N;INDF;NEUT;SG
terrenos	terrænet	terreno	terræn	N;MASC;PL	N;DEF;NEUT;SG
terrenos	terræn	terreno	terræn	N;MASC;PL	N;INDF;NEUT;SG
miranda	miranda	miranda	miranda	PROPN	
ceremonia	ceremonier	ceremonia	ceremoni	N;FEM;SG	N;INDF;MASC+FEM;PL
ceremonia	ceremonier	ceremonia	ceremoni	N;FEM;SG	N;INDF;MASC+FEM;PL
columbia	colombia	columbia	colombia	N;FEM;SG	
conflictos	konflikt	conflicto	konflikt	N;MASC;PL	N;INDF;MASC+FEM;SG
conflictos	konflikten	conflicto	konflikt	N;MASC;PL	N;DEF;MASC+FEM;SG
conflictos	konflikt	conflicto	konflikt	N;MASC;PL	N;INDF;MASC+FEM;SG
fallecidos	afdød	fallecido	afdød	ADJ;MASC;PL;V.PTCP	ADJ;INDF;MASC+FEM;SG
fallecidos	afdøde	fallecido	afdød	ADJ;MASC;PL;V.PTCP	ADJ;DEF;SG
alicante	alicante	alicante	alicant	PROPN	PROPN
pregunta	spørgsmål	pregunta	spørgsmål	N;FEM;SG	N;INDF;NEUT;PL
pregunta	ask	pregunta	ask	N;FEM;SG	
pregunta	spørg	pregunta	spørge	N;FEM;SG	V;IMP
juez	judge	juez	judge	N;SG	
familiares	pårørende	familiar	pårørende	N;MASC;PL	ADJ
familiares	familien	familiar	familie	N;MASC;PL	N;DEF;MASC+FEM;SG
familiares	familie	familiar	familie	N;MASC;PL	N;INDF;MASC+FEM;SG
familiares	family	familiar	family	N;MASC;PL	
sons	sons	sons	sons	PROPN	
sons	sønner	sons	søn	PROPN	N;INDF;MASC+FEM;PL
ala	fløjen	ala	fløj		N;DEF;MASC+FEM;SG
ala	wing	ala	wing		
ala	vinge	ala	vinge		N;INDF;MASC+FEM;SG
ala	ala	ala	ala		
continental	continental	continental	continental	ADJ;SG	
continental	kontinentale	continental	kontinentale	ADJ;SG	ADJ;PL
endémica	endemiske	endémica	endemisk	ADJ;FEM;SG	ADJ;PL
taylor	taylor	taylor	taylor	N;SG	
miami	miami	miami	miami	PROPN	
day	dag	day	dag		N;INDF;MASC+FEM;SG
day	dagen	day	dag		N;DEF;MASC+FEM;SG
day	kampdag	day	kampdag		N;INDF;MASC+FEM;SG
mínimo	minimum	mínimo	minimum	ADJ;MASC;SG	N;INDF;NEUT;SG
mínimo	mindst	mínimo	mindst	ADJ;MASC;SG	ADV;RL
mínimo	minimale	mínimo	minimal	ADJ;MASC;SG	ADJ;PL
mínimo	minimalt	mínimo	minimalt	ADJ;MASC;SG	ADV
macdonald	macdonald	macdonald	macdonald	ADJ;SG	N;INDF;MASC+FEM;SG
abarca	overtræk	abarcar	overtræk	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
abarca	omslag	abarcar	omslag	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
literaria	litterære	literario	litterære	ADJ;FEM;SG	ADJ;PL
milán	milan	milán	milan	N;MASC;SG	PROPN
milán	milano	milán	milano	N;MASC;SG	PROPN
descenso	afslå	descenso	afslå	N;MASC;SG	V;NFIN;ACT
descritos	beskrevet	descrito	beskrive	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
descritos	beskrev	descrito	beskrive	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
viajes	travel	viaje	travel	N;MASC;PL	
viajes	rejse	viaje	rejse	N;MASC;PL	N;INDF;MASC+FEM;SG
viajes	rejs	viaje	rejs	N;MASC;PL	V;IMP
viajes	trips	viaje	trips	N;MASC;PL	
bloqueo	låse	bloqueo	låse	N;MASC;SG	V;NFIN;ACT
bloqueo	låser	bloqueo	låse	N;MASC;SG	V;IND;PRS;FIN;ACT
bloqueo	blokerende	bloqueo	blokerende	N;MASC;SG	V;PRS;V.PTCP
bloqueo	blokerer	bloqueo	blokere	N;MASC;SG	V;IND;PRS;FIN;ACT
bloqueo	blokere	bloqueo	blok	N;MASC;SG	V;NFIN;ACT
bloqueo	bloker	bloqueo	bloke	N;MASC;SG	N;INDF;NEUT;PL
bloqueo	blokere	bloqueo	blok	N;MASC;SG	V;NFIN;ACT
bloqueo	block	bloqueo	block	N;MASC;SG	
empleados	medarbejder	empleado	medarbejder	N;MASC;PL	N;INDF;MASC+FEM;SG
empleados	arbejdstager	empleado	arbejdstage	N;MASC;PL	N;INDF;MASC+FEM;SG
empleados	lønmodtager	empleado	lønmodtager	N;MASC;PL	N;INDF;MASC+FEM;SG
empleados	ansat	empleado	ansætte	N;MASC;PL	V;INDF;SG;PST;V.PTCP
empleados	ansatte	empleado	ansætte	N;MASC;PL	V;PL;PST;V.PTCP
empleados	beskæftigede	empleado	beskæftige	N;MASC;PL	V;PL;PST;V.PTCP
poblado	befolkede	poblado	befolke	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
poblado	beboet	poblado	bebo	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
poblado	befolket	poblado	befolk	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
poblado	village	poblado	villag	ADJ;MASC;SG;V.PTCP	
poblado	landsbyen	poblado	landsby	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
poblado	landsby	poblado	landsby	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
batallas	battle	batalla	battel	N;FEM;PL	
batallas	slag	batalla	slag	N;FEM;PL	N;INDF;NEUT;SG
batallas	kamp	batalla	kamp	N;FEM;PL	N;INDF;MASC+FEM;SG
batallas	slaget	batalla	slag	N;FEM;PL	N;DEF;NEUT;SG
fenómeno	freak	fenómeno	freak	N;MASC;SG	
fenómeno	fænomener	fenómeno	fænomene	N;MASC;SG	N;INDF;NEUT;PL
continuar	fortsat	continuar	fortsat	V;NFIN	ADV
paredes	paredes	pared	paredes	N;FEM;PL	N;INDF;MASC+FEM;SG
paredes	murer	pared	mure	N;FEM;PL	N;INDF;MASC+FEM;SG
jurado	jury	jurado	jury	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
jurado	nævninge	jurado	nævning	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;PL
jurado	juryen	jurado	jury	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
can	kan	can	kunne	PROPN	V;IND;PRS;FIN;ACT
can	can	can	cinke	PROPN	
muñoz	muñoz	muñoz	muñoz	N;MASC;SG	
muñoz	munoz	muñoz	munoz	N;MASC;SG	
empleo	arbejdspladser	empleo	arbejdsplads	N;MASC;SG	N;INDF;MASC+FEM;PL
empleo	jobs	empleo	job	N;MASC;SG	N;INDF;NEUT;PL
upper	øvre	upper	øvre	N	ADJ
upper	øverste	upper	øvre	N	ADJ;DEF;RL
suárez	suarez	suárez	suarez	PROPN	N;INDF;MASC+FEM;SG
suárez	suárez	suárez	suárez	PROPN	
cabezas	plat	cabeza	plat	N;FEM;PL	ADJ;INDF;MASC+FEM;SG
cabezas	krone	cabeza	krone	N;FEM;PL	N;INDF;MASC+FEM;SG
misuri	missouri	misuri	missouri	N;MASC;SG	
agrícola	landbrugs	agrícola	landbrugs	ADJ;SG	N;INDF;NEUT;SG
continúa	fortsæt	continuar	fortsæt	V;IND;SG;3;PRS;FIN	V;IMP
opera	opera	operar	opera	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
opera	operaen	operar	operaen	V;IND;SG;3;PRS;FIN	N;DEF;MASC+FEM;SG
niña	girl	niña	girl	N;FEM;SG	
niña	child	niña	child	N;FEM;SG	
oxford	oxford	oxford	oxford	N;MASC;SG	
deseo	ønske	desear	ønske	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
deseo	begær	desear	begær	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
deseo	lyst	desear	lyst	V;IND;SG;1;PRS;FIN	N;INDF;MASC+FEM;SG
deseo	begæret	desear	begære	V;IND;SG;1;PRS;FIN	V;INDF;SG;PST;V.PTCP
deseo	ønske	desear	ønske	V;IND;SG;1;PRS;FIN	N;INDF;NEUT;SG
deseo	wish	desear	wish	V;IND;SG;1;PRS;FIN	
ejemplares	forbilledligt	ejemplar	forbilledligt	N;MASC;PL	ADV
ejemplares	eksemplarisk	ejemplar	eksemplarisk	N;MASC;PL	ADV
ejemplares	eksemplariske	ejemplar	eksemplarisk	N;MASC;PL	ADJ;PL
ejemplares	forbilledlig	ejemplar	forbilledlig	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
ejemplares	kopierer	ejemplar	kopiere	N;MASC;PL	V;IND;PRS;FIN;ACT
gonzalo	gonzalo	gonzalo	gonzalo	N;MASC;SG	
lanza	lancerer	lanza	lancere	N;FEM;SG	V;IND;PRS;FIN;ACT
lanza	lanceres	lanza	lancere	N;FEM;SG	V;IND;PRS;FIN;PASS
interna	praktikant	interno	praktikant	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
interna	interne	interno	interne	ADJ;FEM;SG	ADJ;PL
interna	internt	interno	internt	ADJ;FEM;SG	ADV
personalidad	personligheder	personalidad	personlighed	N;FEM;SG	N;INDF;MASC+FEM;PL
félix	felix	félix	felix	PROPN	
félix	félix	félix	félix	PROPN	
bill	regning	bill	regning	PROPN	N;INDF;MASC+FEM;SG
bill	bill	bill	bill	PROPN	
bill	lovforslag	bill	lovforslag	PROPN	N;INDF;NEUT;SG
flor	blomstre	flor	blomster	N;FEM;SG	V;NFIN;ACT
jugando	afspilning	jugar	afspilning	V;V.MSDR	N;INDF;MASC+FEM;SG
celebró	fejres	celebrar	fejre	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN;PASS
jardines	gardens	jardín	gard	N;MASC;PL	N;GEN;DEF;MASC+FEM;SG
muro	wall	muro	wall	N;MASC;SG	
santuario	helle	santuario	helle	N;MASC;SG	
destrucción	ødelæggelser	destrucción	ødelæggelse	N;FEM;SG	N;INDF;MASC+FEM;PL
empresario	iværksættere	empresario	iværksættere	N;MASC;SG	N;INDF;MASC+FEM;PL
empresario	arbejdsgivere	empresario	arbejdsgiver	N;MASC;SG	N;INDF;MASC+FEM;PL
regresar	retur	regresar	retur	V;NFIN	N;INDF;MASC+FEM;SG
regresar	afkast	regresar	afkast	V;NFIN	N;INDF;NEUT;SG
propietario	ejer	propietario	eje	N;MASC;SG	V;IND;PRS;FIN;ACT
propietario	udlejer	propietario	udleje	N;MASC;SG	N;INDF;MASC+FEM;PL
molina	molina	molina	molina	PROPN	
cañones	kanonen	cañón	kanon	N;MASC;PL	N;DEF;MASC+FEM;SG
cañones	kanon	cañón	kanon	N;MASC;PL	N;INDF;MASC+FEM;SG
pasos	skridt	paso	skridt	N;MASC;PL	N;INDF;NEUT;SG
pasos	trin	paso	trin	N;MASC;PL	N;INDF;NEUT;SG
descubrimiento	opdagelser	descubrimiento	opdagelse	N;MASC;SG	N;INDF;MASC+FEM;PL
descubrimiento	discovery	descubrimiento	discovery	N;MASC;SG	
retirada	pensionerede	retirada	pensionere	N;FEM;SG	V;PL;PST;V.PTCP
retirada	pensioneret	retirada	pensionere	N;FEM;SG	V;INDF;SG;PST;V.PTCP
catálogo	kataloger	catálogo	katalog	N;MASC;SG	N;INDF;MASC+FEM;PL
revisión	gennemgå	revisión	gennemgå	N;FEM;SG	V;NFIN;ACT
revisión	gennemse	revisión	gennemse	N;FEM;SG	
tarea	lektier	tarea	lekti	N;FEM;SG	N;INDF;MASC+FEM;PL
extranjero	udenlandsk	extranjero	udenlandsk	N;MASC;SG	ADJ;INDF;SG
extranjero	fremmed	extranjero	fremmed	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
extranjero	alien	extranjero	alie	N;MASC;SG	
extranjero	fremmed	extranjero	fremmed	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
extranjero	udland	extranjero	udland	N;MASC;SG	N;INDF;NEUT;PL
anna	anna	anno	anna	PROPN	
cercana	nærheden	cercano	nærhed	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
vieja	old	viejo	old	ADJ;FEM;SG	
vieja	gamle	viejo	gammel	ADJ;FEM;SG	ADJ;PL
vieja	vieja	viejo	vieja	ADJ;FEM;SG	
indios	indianer	indio	indiane	N;MASC;PL	N;INDF;MASC+FEM;SG
indios	indianer	indio	indiane	N;MASC;PL	N;INDF;MASC+FEM;SG
indios	indiske	indio	indisk	N;MASC;PL	ADJ;PL
indios	inder	indio	inder	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
indios	indisk	indio	indisk	N;MASC;PL	N;INDF;MASC+FEM;SG
indios	indian	indio	indian	N;MASC;PL	N;INDF;MASC+FEM;SG
journal	tidende	journal	tidende	N;SG	V;PRS;V.PTCP
irán	iran	ir	iran	V;IND;PL;3;FUT;FIN	PROPN
grave	alvorlige	grave	alvorlig	ADJ;SG	ADJ;PL
grave	seriøst	grave	seriøst	ADJ;SG	ADV
grave	alvorligt	grave	alvorligt	ADJ;SG	ADV
grave	seriøse	grave	seriøs	ADJ;SG	ADJ;PL
grave	alvorlige	grave	alvorlig	ADJ;SG	ADJ;PL
grave	alvorligt	grave	alvorligt	ADJ;SG	ADV
héctor	hector	héctor	hector	N;MASC;SG	
héctor	héctor	héctor	héctor	N;MASC;SG	
habana	havanna	habanar	havanna	N;FEM;SG	PROPN
habana	havana	habanar	havana	N;FEM;SG	PROPN
habana	habana	habanar	habana	N;FEM;SG	
organismo	organismer	organismo	organisme	N;MASC;SG	N;INDF;MASC+FEM;PL
encuentros	møder	encuentro	møde	N;MASC;PL	V;IND;PRS;FIN;ACT
auto	automatisk	auto	automatisk	N;MASC;SG	ADJ;INDF;SG
auto	self	auto	self	N;MASC;SG	
auto	car	auto	car	N;MASC;SG	
ford	ford	ford	ford	PROPN	PROPN
clásicos	klassisk	clásico	klassisk	N;MASC;PL	ADJ;INDF;SG
clásicos	klassisk	clásico	klassisk	N;MASC;PL	ADJ;INDF;SG
clásicos	klassiker	clásico	klassiker	N;MASC;PL	N;INDF;MASC+FEM;SG
clásicos	klassiske	clásico	klassisk	N;MASC;PL	ADJ;PL
clásicos	classic	clásico	classic	N;MASC;PL	
incluida	omfattet	incluido	omfatte	ADJ;FEM;SG;V.PTCP	N;DEF;NEUT;SG
incluida	inkluderet	incluido	inkludere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
incluida	omfattede	incluido	omfatte	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
incluida	inkluderede	incluido	inkludere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
incluida	medtaget	incluido	medtage	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
comunicaciones	kommunikation	comunicación	kommunikation	N;FEM;PL	N;INDF;MASC+FEM;SG
elena	elena	eleno	elena	N;FEM;SG	
elena	helene	eleno	hel	N;FEM;SG	N;DEF;MASC+FEM;PL
elena	ellen	eleno	ellen	N;FEM;SG	
productores	producent	productor	producent	N;MASC;PL	N;INDF;MASC+FEM;SG
productores	producenten	productor	producent	N;MASC;PL	N;DEF;MASC+FEM;SG
productores	producer	productor	producer	N;MASC;PL	N;INDF;MASC+FEM;SG
racing	racing	racing	racing	N;MASC;SG	
guzmán	guzmán	guzmán	guzmán	N;MASC;SG	
guzmán	guzman	guzmán	guzman	N;MASC;SG	
