amino	amino	amino	amină		N;INDF;MASC;SG
yıldönümü	aniversarea	yıldönüm	aniversare	N;ACC;SG;3	N;DEF;FEM;SG
yıldönümü	aniversare	yıldönüm	aniversare	N;ACC;SG;3	N;INDF;FEM;SG
sınıflar	clasele	sınıf	clasă	N;NOM;PL;3	N;DEF;FEM;PL
gibson	gibson	gibson	gibson		PROPN
porter	porter	porter	porter		PROPN
batum	batumi	batum	batum		PROPN
buldum	găsită	bul	găsi	V;PFV;IND;SG;1;POS;PST	ADJ;INDF;FEM;SG
buldum	găsite	bul	găsi	V;PFV;IND;SG;1;POS;PST	ADJ;INDF;FEM;PL
buldum	găsit	bul	găsi	V;PFV;IND;SG;1;POS;PST	ADJ;INDF;MASC;SG
dalgalar	valurile	dalga	val	N;NOM;PL;3	N;DEF;FEM;PL
nantes	nantes	nantes	nantes	PROPN;NOM;SG;3	PROPN
musevi	evreică	musevi	evreic		ADJ;INDF;FEM;SG
musevi	evreu	musevi	evreu		N;INDF;MASC;SG
musevi	evreiesc	musevi	evreiesc		ADJ;INDF;MASC;SG
nat	nat	nat	nat		N;INDF;MASC;SG
antonius	antony	antonius	antony		PROPN
antonius	antoniu	antonius	antoniu		PROPN
antonius	antonius	antonius	antonius		PROPN
spider	păianjen	spider	păianjen		N;INDF;MASC;SG
spider	păianjenul	spider	păianjen		N;DEF;MASC;SG
spider	paianjen	spider	paianjen		N;INDF;MASC;SG
spider	spider	spider	spider		N;INDF;MASC;SG
flüt	flautul	flüt	flaut		N;DEF;MASC;SG
flüt	flaut	flüt	flaut		N;INDF;MASC;SG
harap	dărăpănată	harap	dărăpănat		ADJ;INDF;FEM;SG
harap	devastat	harap	devasta		ADJ;INDF;MASC;SG
harap	devastată	harap	devasta		ADJ;INDF;FEM;SG
atmak	aruncarea	at	aruncare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
bölük	escadronul	bölük	escadron		N;DEF;MASC;SG
bölük	escadrilă	bölük	escadrilă		N;INDF;FEM;SG
bölük	escadrila	bölük	escadrilă		N;DEF;FEM;SG
bölük	escadron	bölük	escadron		N;INDF;MASC;SG
bölük	companie	bölük	companie		N;INDF;FEM;SG
bölük	compania	bölük	companie		N;DEF;FEM;SG
bölük	echipa	bölük	echipă		N;DEF;FEM;SG
bölük	squad	bölük	squad		ADJ
bölük	grupă	bölük	grupă		N;INDF;FEM;SG
bismarck	bismarck	bismarck	bismarck	PROPN;NOM;SG;3	PROPN
manet	manet	manet	manet		N;INDF;MASC;SG
tohum	semințe	tohum	sămânță	N;NOM;SG;3	N;INDF;FEM;PL
tohum	sămânță	tohum	sămânță	N;NOM;SG;3	N;INDF;FEM;SG
tohum	semințe	tohum	sămânță	N;NOM;SG;3	N;INDF;FEM;PL
tohum	seminte	tohum	semânt	N;NOM;SG;3	
mutluluk	fericirea	mutluluk	fericire	N;NOM;SG;3	N;DEF;FEM;SG
mutluluk	fericire	mutluluk	fericire	N;NOM;SG;3	N;INDF;FEM;SG
tayfun	taifun	tayfun	taifun		N;INDF;MASC;SG
molekül	moleculare	molekül	moleculare	N;NOM;SG;3	ADJ;INDF;FEM;PL
molekül	molecular	molekül	molecular	N;NOM;SG;3	ADJ;INDF;MASC;SG
molekül	moleculară	molekül	molecular	N;NOM;SG;3	ADJ;INDF;FEM;SG
molekül	moleculă	molekül	moleculă	N;NOM;SG;3	N;INDF;FEM;SG
molekül	molecule	molekül	moleculă	N;NOM;SG;3	N;INDF;FEM;PL
molekül	moleculele	molekül	moleculă	N;NOM;SG;3	N;DEF;FEM;PL
madencilik	minerit	madencilik	minerit	N;NOM;SG;3	N;INDF;MASC;PL
madencilik	miniere	madencilik	minier	N;NOM;SG;3	ADJ;INDF;FEM;PL
papaz	vicar	papaz	vicar		N;INDF;MASC;SG
papaz	popă	papaz	popă		N;INDF;MASC;SG
papaz	preot	papaz	preot		N;INDF;MASC;SG
papaz	preotul	papaz	preot		N;DEF;MASC;SG
papaz	pastorul	papaz	pastor		N;DEF;MASC;SG
papaz	pastor	papaz	pastor		N;INDF;MASC;SG
con	con	con	con	INTJ	N;INDF;MASC;SG
edwin	edwin	et	edwin		PROPN
queens	reginele	queens	regină	PROPN;NOM;SG;3	N;DEF;FEM;PL
queens	regine	queens	regine	PROPN;NOM;SG;3	N;INDF;FEM;PL
queens	queens	queens	queens	PROPN;NOM;SG;3	N;INDF;MASC;SG
yayıldı	răspândirea	yay	răspândire	V;PFV;IND;SG;3;POS;PST;PASS	N;DEF;FEM;SG
yayıldı	răspândire	yay	răspândire	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;FEM;SG
yayıldı	răspândit	yay	răspândi	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
terminal	terminal	terminal	terminal		N;INDF;MASC;SG
terminal	terminalul	terminal	terminal		N;DEF;MASC;SG
terminal	terminale	terminal	terminal		ADJ;INDF;FEM;PL
terminal	terminale	terminal	terminal		ADJ;INDF;FEM;PL
terminal	terminalele	terminal	terminal		N;DEF;FEM;PL
bilişsel	cognitive	bilişsel	cognitiv		ADJ;INDF;FEM;PL
yanma	ardere	yan	ardere		N;INDF;FEM;SG
yanma	combustie	yan	combustie		N;INDF;FEM;SG
yanma	ard	yan	arde		V;IND;PL;3;PRS;FIN
yanma	ardere	yan	ardere		N;INDF;FEM;SG
yanma	arzând	yan	arde		V;V.MSDR
diger	altele	diger	altul		PRO;FEM;PL;3
diger	alte	diger	alt		DET;FEM;PL;3
diger	alți	diger	alt		DET;MASC;PL;3
diger	altele	diger	altul		PRO;FEM;PL;3
diger	alții	diger	altul		PRO;MASC;PL;3
fiil	verb	fiil	verb		N;INDF;MASC;SG
sakatlık	accidentare	sakatlık	accidentare	N;NOM;SG;3	N;INDF;FEM;SG
sakatlık	vătămare	sakatlık	vătămare	N;NOM;SG;3	N;INDF;FEM;SG
sakatlık	invaliditate	sakatlık	invaliditate	N;NOM;SG;3	N;INDF;FEM;SG
sakatlık	incapacitate	sakatlık	incapacitate	N;NOM;SG;3	N;INDF;FEM;SG
ima	implicând	ima	implica		V;V.MSDR
owen	owen	owen	owen	PROPN;NOM;SG;3	PROPN
sophie	sophie	sophie	sophie		PROPN
yayılması	răspândirea	yay	răspândire	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;DEF;FEM;SG
yayılması	răspândire	yay	răspândire	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;INDF;FEM;SG
muazzam	fab	muazzam	fab		N;INDF;MASC
magazin	revista	magazin	revistă		N;DEF;FEM;SG
magazin	revistă	magazin	revistă		N;INDF;FEM;SG
magazin	reviste	magazin	revistă		N;INDF;FEM;PL
magazin	revistele	magazin	revistă		N;DEF;FEM;PL
tüketim	consumul	tüket	consum		N;DEF;MASC;SG
tüketim	consum	tüket	consum		N;INDF;MASC;SG
tüketim	consumului	tüket	consum		N;DEF;MASC;SG
frankenstein	frankenstein	frankens	frankenstein	N;NOM;SG;3	PROPN
fener	lanterna	fener	lanterna	N;NOM;SG;3	N;DEF;FEM;SG
fener	lanternă	fener	lanternă	N;NOM;SG;3	N;INDF;FEM;SG
fener	farul	fener	far	N;NOM;SG;3	N;DEF;MASC;SG
fener	lanterna	fener	lanterna	N;NOM;SG;3	N;DEF;FEM;SG
fener	lanternă	fener	lanternă	N;NOM;SG;3	N;INDF;FEM;SG
saraybosna	sarajevo	saraybo	sarajevo	PROPN;NOM;SG;3	N;INDF;MASC;SG
değerlendirilir	evaluate	değerlen	evaluat	V;IPFV;IND;SG;3;POS;PASS	ADJ;INDF;FEM;PL
değerlendirilir	evaluat	değerlen	evaluat	V;IPFV;IND;SG;3;POS;PASS	ADJ;INDF;MASC;SG
değerlendirilir	evaluată	değerlen	evalua	V;IPFV;IND;SG;3;POS;PASS	ADJ;INDF;FEM;SG
azalma	reducere	azal	reducere		N;INDF;FEM;SG
azalma	reducerea	azal	reducere		N;DEF;FEM;SG
azalma	scădere	azal	scădere		N;INDF;FEM;SG
azalma	scade	azal	scădea		V;IND;SG;3;PRS;FIN
patent	brevetul	patent	brevet	N;NOM;SG;3	N;DEF;MASC;SG
patent	brevete	patent	brevet	N;NOM;SG;3	N;INDF;FEM;PL
tara	tara	tara	tară		N;DEF;FEM;SG
tara	scanează	tara	scana		V;IND;3;PRS;FIN
tara	scanare	tara	scanare		N;INDF;FEM;SG
oya	voturile	oya	vot		N;DEF;FEM;PL
oya	voturi	oya	vot		N;INDF;FEM;PL
bornova	bornova	bornova	bornovă	PROPN;NOM;SG;3	
gauss	gaussian	gauss	gaussian		ADJ;INDF;MASC;SG
gauss	gauss	gauss	gauss		N;INDF;MASC;SG
basılı	tipărit	basılı	tipări		ADJ;INDF;MASC;SG
basılı	printat	basılı	printa		ADJ;INDF;MASC;SG
basılı	tipărite	basılı	tipări		ADJ;INDF;FEM;PL
basılı	tipărită	basılı	tipărit		ADJ;INDF;FEM;SG
basılı	imprimate	basılı	imprima		ADJ;INDF;FEM;PL
jam	gem	jam	gem		N;INDF;MASC;SG
düzenle	editare	düzen	editare	N;INS;SG;3	N;INDF;FEM;SG
düzenle	editează	düzen	edita	N;INS;SG;3	V;IND;3;PRS;FIN
düzenle	modifică	düzen	modifica	N;INS;SG;3	V;IND;SG;3;PST;FIN
dağıstan	daghestan	dağıs	daghestan		PROPN
mantıksal	logică	mantıksal	logică	ADJ	N;INDF;FEM;SG
mantıksal	logic	mantıksal	logic	ADJ	ADV
mantıksal	logica	mantıksal	logică	ADJ	N;DEF;FEM;SG
mantıksal	logică	mantıksal	logică	ADJ	N;INDF;FEM;SG
mantıksal	logic	mantıksal	logic	ADJ	ADV
morrison	morrison	morrison	morrison		PROPN
atomik	atomica	atomik	atomica	ADJ	N;DEF;FEM;SG
tuzla	tuzla	tuz	tuzla		N;DEF;FEM;SG
telekomünikasyon	telecomunicații	telekomünikasyon	telecomunicație	N;NOM;SG;3	N;INDF;FEM;PL
telekomünikasyon	telecomunicații	telekomünikasyon	telecomunicație	N;NOM;SG;3	N;INDF;FEM;PL
yannis	yannis	yannis	yannis	PROPN;NOM;SG;3	PROPN
bölünmüş	împărțit	böl	împărți	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
bölünmüş	divizat	böl	diviza	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
bölünmüş	divizată	böl	diviza	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
bölünmüş	împărțit	böl	împărți	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
bölünmüş	divizat	böl	diviza	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
bölünmüş	split	böl	split	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC;SG
bölünmüş	împarte	böl	împărți	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
crown	coroana	crown	coroană		N;DEF;FEM;SG
crown	coroană	crown	coroană		N;INDF;FEM;SG
crown	crown	crown	crown		PROPN
mineral	minerale	mineral	mineral		N;INDF;FEM;PL
mineral	mineral	mineral	mineral		N;INDF;MASC;SG
mineral	minerală	mineral	mineral		ADJ;INDF;FEM;SG
mineral	minerale	mineral	mineral		N;INDF;FEM;PL
eşdeğer	echivalentă	eşdeğer	echivalent		ADJ;INDF;FEM;SG
eşdeğer	echivalentul	eşdeğer	echivalent		N;DEF;MASC;SG
eşdeğer	echivalent	eşdeğer	echivalent		ADJ;INDF;MASC;SG
eşdeğer	echivalente	eşdeğer	echivalent		ADJ;INDF;FEM;PL
tuğla	cărămizi	tuğ	cărămidă		N;INDF;FEM;PL
tuğla	brick	tuğ	brick		N;INDF;MASC;SG
tuğla	caramida	tuğ	caramidă		N;DEF;FEM;SG
tuğla	cărămidă	tuğ	cărămidă		N;INDF;FEM;SG
ekşi	acru	ekşi	acru		ADJ;INDF;MASC;SG
bitişik	contiguă	bitişik	contiguu		V;IND;SG;3;PST;FIN
bitişik	alăturate	bitişik	alătura		ADJ;INDF;FEM;PL
bitişik	adiacente	bitişik	adiacent		ADJ;INDF;FEM;PL
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;SG;3	PROPN
milton	milton	milton	milton	PROPN;NOM;SG;3	PROPN
kap	apuca	kap	apuca		V;IND;SG;3;IPFV;FIN
kap	apucă	kap	apuca		V;IND;SG;3;PST;FIN
kap	kap	kap	kap		N;INDF;MASC
kap	recipient	kap	recipient		N;INDF;MASC;SG
kap	container	kap	container		N;INDF;MASC;SG
kap	containerul	kap	container		N;DEF;MASC;SG
lois	lois	lois	loi		PROPN
saçma	prostii	saç	prostie		N;INDF;FEM;PL
saçma	ridicol	saç	ridicol		ADV
saçma	ridicolă	saç	ridicol		ADJ;INDF;FEM;SG
saçma	absurd	saç	absurd		ADV
saçma	absurdă	saç	absurd		ADJ;INDF;FEM;SG
tate	tate	tate	tate		N;INDF;FEM;PL
bakkal	băcan	bakkal	băcan		N;INDF;MASC;SG
bakkal	băcănie	bakkal	băcănie		N;INDF;FEM;SG
idrar	urinar	idrar	urinar	N;NOM;SG;3	ADJ;INDF;MASC;SG
idrar	urinară	idrar	urinar	N;NOM;SG;3	ADJ;INDF;FEM;SG
idrar	urinare	idrar	urinar	N;NOM;SG;3	ADJ;INDF;FEM;PL
idrar	urina	idrar	urină	N;NOM;SG;3	N;DEF;FEM;SG
idrar	urină	idrar	urină	N;NOM;SG;3	N;INDF;FEM;SG
finaller	finala	final	finală	N;NOM;PL;3	N;DEF;FEM;SG
maliyet	costuri	maliyet	cost	N;NOM;SG;3	N;INDF;FEM;PL
maliyet	costul	maliyet	cost	N;NOM;SG;3	N;DEF;MASC;SG
maliyet	costuri	maliyet	cost	N;NOM;SG;3	N;INDF;FEM;PL
maliyet	costurile	maliyet	cost	N;NOM;SG;3	N;DEF;FEM;PL
muhasebe	contabil	muhasebe	contabil		N;INDF;MASC;SG
muhasebe	contabilitatea	muhasebe	contabilitate		N;DEF;FEM;SG
muhasebe	contabilitate	muhasebe	contabilitate		N;INDF;FEM;SG
muhasebe	contabil	muhasebe	contabil		N;INDF;MASC;SG
paylaştı	partajate	paylaş	partaja	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
paylaştı	distribuit	paylaş	distribui	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
paylaştı	distribuite	paylaş	distribuit	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;PL
paylaştı	distribuită	paylaş	distribui	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
paylaştı	postată	paylaş	posta	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;FEM;SG
paylaştı	postat	paylaş	posta	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;MASC;SG
leopold	leopold	leopold	leopold	PROPN;NOM;SG;3	N;INDF;MASC;SG
eleştirmeni	critic	eleştir	critic	V;PFV;ACC;IND;POS;PRS;V.MSDR	ADJ;INDF;MASC;SG
sindirim	digestie	sindir	digestie		N;INDF;FEM;SG
sindirim	digestiv	sindir	digestiv		ADJ;INDF;MASC;SG
tüccar	negustor	tüccar	negustor		N;INDF;MASC;SG
tüccar	comerciant	tüccar	comerciant		N;INDF;MASC;SG
tüccar	comerciant	tüccar	comerciant		N;INDF;MASC;SG
motorlar	motors	motor	motors	N;NOM;PL;3	PROPN
motorlar	motoarele	motor	motor	N;NOM;PL;3	N;DEF;FEM;PL
pancar	sfecla	pancar	sfeclă		N;DEF;FEM;SG
pancar	sfeclă	pancar	sfeclă		N;INDF;FEM;SG
pancar	sfecla	pancar	sfeclă		N;DEF;FEM;SG
pancar	sfeclă	pancar	sfeclă		N;INDF;FEM;SG
pancar	sfecla	pancar	sfeclă		N;DEF;FEM;SG
pancar	sfeclă	pancar	sfeclă		N;INDF;FEM;SG
tacikistan	tadjikistan	tacikistan	tadjikistan	PROPN;NOM;SG;3	ADJ;INDF;MASC;SG
sacramento	sacramento	sacramento	sacramento	PROPN;NOM;SG;3	N;INDF;MASC;SG
büyükler	bătrânii	büyük	bătrân	ADJ;NOM;PL;3	N;DEF;MASC;PL
büyükler	adulți	büyük	adult	ADJ;NOM;PL;3	N;INDF;MASC;PL
büyükler	adulti	büyük	adult	ADJ;NOM;PL;3	
dolgu	umplutură	dolgu	umplutură		N;INDF;FEM;SG
dolgu	umplutură	dolgu	umplutură		N;INDF;FEM;SG
dolgu	umplere	dolgu	umplere		N;INDF;FEM;SG
dolgu	vată	dolgu	vată		N;INDF;FEM;SG
tba	tba	tba	tba		N;INDF;MASC;SG
solar	solare	solar	solar		N;INDF;FEM;PL
solar	solară	solar	sola		ADJ;INDF;FEM;SG
solar	solar	solar	solar		N;INDF;MASC;SG
aydınlatma	iluminare	aydınlat	iluminare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
aydınlatma	iluminarea	aydınlat	iluminare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
aydınlatma	iluminare	aydınlat	iluminare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
aydınlatma	iluminat	aydınlat	iluminat	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
aydınlatma	fulgerul	aydınlat	fulger	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;SG
aydınlatma	fulger	aydınlat	fulger	V;PFV;NOM;IND;POS;PRS;V.MSDR	
wolfsburg	wolfsburg	wolfsburg	wolfsburg	PROPN;NOM;SG;3	PROPN
soprano	soprano	soprano	soprano		PROPN
atık	deseuri	atık	deseu		N;INDF;FEM;PL
atık	deșeuri	atık	deșeu		N;INDF;FEM;PL
atık	risipă	atık	risipă		N;INDF;FEM;SG
brooks	brooks	brooks	brooks		PROPN
taşınır	mutări	taşı	mutare	V;IPFV;IND;SG;3;POS;PASS	N;INDF;FEM;PL
taşınır	mișcări	taşı	mișcare	V;IPFV;IND;SG;3;POS;PASS	N;INDF;FEM;PL
taşınır	miscari	taşı	miscar	V;IPFV;IND;SG;3;POS;PASS	N;INDF;FEM;PL
taşımak	cară	taşı	cară	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;SG;3;PST;FIN
seth	seth	seth	seth		PROPN
caroline	caroline	carol	carolină	N;DAT;SG;3	N;INDF;FEM;PL
unix	unix	unix	unix		N;INDF;MASC;SG
manço	manco	manço	manco	PROPN;NOM;SG;3	
abdul	abdul	abdul	abdu		PROPN
boşnak	bosniaci	boşnak	bosniac		N;INDF;MASC;PL
boşnak	bosniace	boşnak	bosniac		ADJ;INDF;FEM;PL
boşnak	bosniacă	boşnak	bosniac		N;INDF;FEM;SG
boşnak	bosniac	boşnak	bosniac		ADJ;INDF;MASC;SG
boşnak	bosniaci	boşnak	bosniac		N;INDF;MASC;PL
boşnak	bosniac	boşnak	bosniac		ADJ;INDF;MASC;SG
temsili	reprezentarea	temsili	reprezentare		N;DEF;FEM;SG
temsili	reprezentare	temsili	reprezentare		N;INDF;FEM;SG
temsili	reprezentând	temsili	reprezenta		V;V.MSDR
telaffuz	pronunție	telaffuz	pronunție	N;NOM;SG;3	N;INDF;FEM;SG
telaffuz	pronunță	telaffuz	pronunța	N;NOM;SG;3	V;IND;SG;3;PST;FIN
yazlık	cabana	yazlık	cabană	N;NOM;SG;3	N;DEF;FEM;SG
yazlık	casuta	yazlık	casut	N;NOM;SG;3	N;DEF;FEM;SG
nasır	nasir	nasır	nasir		PROPN
nasır	nasser	nasır	nasser		PROPN
kaplama	carcasa	kapla	carcasă		N;DEF;FEM;SG
kaplama	carcasă	kapla	carcasă		N;INDF;FEM;SG
kaplama	acoperire	kapla	acoperire		N;INDF;FEM;SG
kaplama	furnir	kapla	furnir		N;INDF;MASC;SG
yasalar	legile	yasa	lege	N;NOM;PL;3	N;DEF;FEM;PL
standartları	standarde	standart	standard	ADJ;NOM;PL;3	N;INDF;FEM;PL
standartları	standardele	standart	standard	ADJ;NOM;PL;3	N;DEF;FEM;PL
eleman	elementul	eleman	element		N;DEF;MASC;SG
eleman	element	eleman	element		N;INDF;MASC;SG
dün	ieri	dün	ieri	N;NOM;SG;3	ADV
rossi	rossi	ross	rossi		PROPN
tanıttı	introdusă	tanı	introduce	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;INDF;FEM;SG
tanıttı	introduse	tanı	introduce	V;PFV;IND;SG;3;POS;PST;CAUS	V;IND;PL;3;PST;FIN
tanıttı	introdus	tanı	introduce	V;PFV;IND;SG;3;POS;PST;CAUS	ADJ;INDF;MASC;SG
vaftiz	botez	vaftiz	botez		N;INDF;MASC;SG
vaftiz	botezată	vaftiz	boteza		ADJ;INDF;FEM;SG
vaftiz	botezat	vaftiz	boteza		ADJ;INDF;MASC;SG
vaftiz	botezul	vaftiz	botez		N;DEF;MASC;SG
vaftiz	botez	vaftiz	botez		N;INDF;MASC;SG
xander	xander	xander	xander		N;INDF;MASC;SG
vfb	vfb	vfb	vfb		PROPN
gelecekteki	viitorul	gel	viitor	V;PFV;IND;SG;3;POS;FUT	N;DEF;MASC;SG
gelecekteki	viitoare	gel	viitor	V;PFV;IND;SG;3;POS;FUT	ADJ;INDF;FEM
gelecekteki	viitor	gel	viitor	V;PFV;IND;SG;3;POS;FUT	N;INDF;MASC;SG
telli	șir	telli	șir		N;INDF;MASC;SG
bari	bari	bari	bar		N;INDF;MASC;SG
memorial	memorialul	memorial	memorial	N;NOM;SG;3	N;DEF;MASC;SG
benzin	benzen	benz	benzen		N;INDF;MASC;SG
benzin	benzina	benz	benzină		N;DEF;FEM;SG
benzin	petrol	benz	petrol		N;INDF;MASC;SG
benzin	benzină	benz	benzină		N;INDF;FEM;SG
benzin	benzina	benz	benzină		N;DEF;FEM;SG
benzin	benzină	benz	benzină		N;INDF;FEM;SG
benzin	gaze	benz	gaz		N;INDF;FEM;PL
benzin	gaz	benz	gaz		N;INDF;MASC;SG
benzin	combustibili	benz	combustibil		N;INDF;MASC;PL
benzin	combustibilul	benz	combustibil		N;DEF;MASC;SG
benzin	combustibil	benz	combustibil		N;INDF;MASC;SG
benzin	carburant	benz	carburant		N;INDF;MASC;SG
uzunlukta	lungime	uzunluk	lungime	N;ESS;SG;3	N;INDF;FEM;SG
uzunlukta	lungimea	uzunluk	lungime	N;ESS;SG;3	N;DEF;FEM;SG
açıklık	compensare	açıklık	compensare	N;NOM;SG;3	N;INDF;FEM;SG
açıklık	deschidere	açıklık	deschidere	N;NOM;SG;3	N;INDF;FEM;SG
açıklık	claritatea	açıklık	claritate	N;NOM;SG;3	N;DEF;FEM;SG
açıklık	claritate	açıklık	claritate	N;NOM;SG;3	N;INDF;FEM;SG
naruto	naruto	naruto	naruto		N;INDF;MASC;SG
bağımsızlığı	independență	bağımsızlık	independență	N;ACC;SG;3	N;INDF;FEM;SG
bağımsızlığı	independența	bağımsızlık	independență	N;ACC;SG;3	N;DEF;FEM;SG
bağımsızlığı	independenta	bağımsızlık	independent	N;ACC;SG;3	N;DEF;FEM;SG
hunt	vânătoare	hunt	vânătoare		N;INDF;FEM;SG
hunt	hunt	hunt	fi		PROPN
hunt	vânează	hunt	vâna		V;IND;3;PRS;FIN
bastia	bastia	bastia	bastie	PROPN;NOM;SG;3	PROPN
hamidiye	hamidiye	hamiti	hamidiyă	N;NOM;SG;3	
nagoya	nagoya	nago	nagoyă	PROPN;NOM;SG;3	PROPN
rodríguez	rodríguez	rodríguez	rodrguez	PROPN;NOM;SG;3	PROPN
ulaşılabilir	accesibile	ulaş	accesibil	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;FEM;PL
ulaşılabilir	accesibil	ulaş	accesibil	V;IPFV;POT;SG;3;POS;PASS	ADV
ulaşılabilir	accesibilă	ulaş	accesibil	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;FEM;SG
zorluk	dificultate	zorluk	dificultate	N;NOM;SG;3	N;INDF;FEM;SG
zorluk	dificultăți	zorluk	dificultate	N;NOM;SG;3	N;INDF;FEM;PL
zorluk	dificultatea	zorluk	dificultate	N;NOM;SG;3	N;DEF;FEM;SG
zorluk	dificultățile	zorluk	dificultate	N;NOM;SG;3	N;DEF;FEM;PL
zorluk	dificultăți	zorluk	dificultate	N;NOM;SG;3	N;INDF;FEM;PL
wells	fântâni	wells	fântână	PROPN;NOM;SG;3	N;INDF;FEM;PL
wells	wells	wells	wells	PROPN;NOM;SG;3	PROPN
höyüğü	movilă	höyük	movilă	N;NOM;SG;3	N;INDF;FEM;SG
huzur	pace	huzur	pace		N;INDF;FEM;SG
huzur	pacea	huzur	pace		N;DEF;FEM;SG
huzur	serenity	huzur	serenity		N;INDF;MASC;SG
gömülü	îngropat	göm	îngropa		ADJ;INDF;MASC;SG
gömülü	îngropate	göm	îngropat		ADJ;INDF;FEM;PL
gömülü	ingropat	göm	ingropa		ADJ;INDF;MASC;SG
gömülü	înmormântat	göm	înmormânta		ADJ;INDF;MASC;SG
gömülü	îngropată	göm	îngropa		ADJ;INDF;FEM;SG
gömülü	încorporate	göm	încorpora		ADJ;INDF;FEM;PL
gömülü	încorporată	göm	încorpora		ADJ;INDF;FEM;SG
gömülü	încorporat	göm	încorporat		ADJ;INDF;MASC;SG
simgeler	simbolurile	simge	simbol	N;NOM;PL;3	N;DEF;FEM;PL
spencer	spencer	spencer	spencer	PROPN;NOM;SG;3	PROPN
düşünceler	gândurile	düşünce	gând	N;NOM;PL;3	N;DEF;FEM;PL
saatler	orele	saat	oră	N;NOM;PL;3	N;DEF;FEM;PL
gölcük	gölcük	gölcük	gölcük	PROPN;NOM;SG;3	
swing	leagăn	swing	leagăn		N;INDF;MASC;SG
swing	leagănă	swing	legăna		V;IND;3;PRS;FIN
swing	swing	swing	swing		N;INDF;MASC;SG
foto	fotografie	foto	fotografie		N;INDF;FEM;SG
foto	fotografia	foto	fotografie		N;DEF;FEM;SG
foto	poză	foto	poză		N;INDF;FEM;SG
kabuk	scoică	kabuk	scoică		N;INDF;FEM;SG
kabuk	cochilie	kabuk	cochilie		N;INDF;FEM;SG
kabuk	coajă	kabuk	coajă		N;INDF;FEM;SG
kabuk	crusta	kabuk	crust		N;DEF;FEM;SG
kabuk	crustă	kabuk	crustă		N;INDF;FEM;SG
kabuk	scoici	kabuk	scoic		N;INDF;FEM;PL
kabuk	coji	kabuk	coj		N;INDF;FEM;PL
stalingrad	stalingrad	stalingrad	stalingrad		N;INDF;MASC;SG
birleştiren	combinarea	birleş	combinare	V;PFV;IND;POS;PRS;V.PTCP;CAUS	N;DEF;FEM;SG
kutlu	binecuvântat	kutlu	binecuvântat		ADJ;INDF;MASC;SG
kutlu	binecuvântată	kutlu	binecuvântat		ADJ;INDF;FEM;SG
salim	salim	salim	salim		N;INDF;MASC;SG
kabine	cabinetul	kabin	cabinet	N;NOM;SG;3	N;DEF;MASC;SG
marş	imnul	marş	imn		N;DEF;MASC;SG
marş	imn	marş	imn		N;INDF;MASC;SG
marş	martie	marş	martie		N;INDF;MASC;SG
saltanat	domnia	saltanat	domnie	N;NOM;SG;3	N;DEF;FEM;SG
saltanat	domnie	saltanat	domnie	N;NOM;SG;3	N;INDF;FEM;SG
gömüldü	îngropat	göm	îngropa	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
gömüldü	îngropate	göm	îngropat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
gömüldü	ingropat	göm	ingropa	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
