oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	N;MASC;SG
huzur	tranqüilidade	huzur	tranqüilidade		N;FEM;SG
huzur	tranquilidade	huzur	tranquilidade		N;FEM;SG
huzur	paz	huzur	paz		N;FEM;SG
huzur	serenidade	huzur	serenidade		N;FEM;SG
huzur	pacífico	huzur	pacífico		N;MASC;SG
huzur	pacífica	huzur	pacífico		ADJ;FEM;SG
gömülü	sepultado	göm	sepultado		V;MASC;SG;V.PTCP
gömülü	enterrada	göm	enterrar		V;FEM;SG;V.PTCP
gömülü	enterrados	göm	enterrar		V;MASC;PL;V.PTCP
gömülü	enterradas	göm	enterrar		V;FEM;PL;V.PTCP
gömülü	enterrado	göm	enterrar		V;MASC;SG;V.PTCP
gömülü	incorporados	göm	incorporar		V;MASC;PL;V.PTCP
gömülü	incorporado	göm	incorporar		V;MASC;SG;V.PTCP
gömülü	embutidos	göm	embutir		V;MASC;PL;V.PTCP
gömülü	incorporada	göm	incorporar		V;FEM;SG;V.PTCP
gömülü	embutido	göm	embutir		V;MASC;SG;V.PTCP
spencer	spencer	spencer	spencer	PROPN;NOM;SG;3	N;MASC;SG
mia	mia	mia	mia		N;FEM;SG
saatler	horário	saat	horário	N;NOM;PL;3	N;MASC;SG
saatler	relojoaria	saat	relojoaria	N;NOM;PL;3	N;FEM;SG
rauf	rauf	rauf	rauf		N;MASC;SG
swing	baloiço	swing	baloiço		N;MASC;SG
swing	balança	swing	balança		N;FEM;SG
swing	balançar	swing	balançar		V;NFIN
swing	swing	swing	swing		N;MASC;SG
foto	foto	foto	foto		N;FEM;SG
foto	fotografia	foto	fotografia		N;FEM;SG
kabuk	concha	kabuk	concho		N;FEM;SG
kabuk	casca	kabuk	casca		N;FEM;SG
kabuk	shell	kabuk	shell		N;MASC;SG
kabuk	carapaça	kabuk	carapaça		N;FEM;SG
kabuk	crosta	kabuk	crosta		N;FEM;SG
kabuk	cascas	kabuk	casca		N;FEM;PL
kabuk	conchas	kabuk	concho		N;FEM;PL
stalingrad	estalinegrado	stalingrad	estalinegrar		V;MASC;SG;V.PTCP
biçimli	moldado	biçimli	moldar		V;MASC;SG;V.PTCP
kutlu	abençoado	kutlu	abençoar		V;MASC;SG;V.PTCP
kutlu	abençoados	kutlu	abençoar		V;MASC;PL;V.PTCP
kutlu	blessed	kutlu	blessed		N;MASC;SG
kutlu	abençoada	kutlu	abençoar		V;FEM;SG;V.PTCP
salim	salim	salim	salim		N;MASC;SG
marş	hino	marş	hino		N;MASC;SG
marş	march	marş	march		N;MASC;SG
marş	marchar	marş	marchar		V;NFIN
marş	marcha	marş	marcha		N;FEM;SG
marş	março	marş	março		N;MASC;SG
saltanat	reinar	saltanat	reinar	N;NOM;SG;3	V;NFIN
gömüldü	enterrados	göm	enterrar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
gömüldü	enterradas	göm	enterrar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
joker	joker	joker	joker		N;MASC;SG
joker	brincalhão	joker	brincalhão		N;MASC;SG
joker	coringa	joker	coringa		N;MASC;SG
siena	siena	sinna	siena	PROPN;NOM;SG;3	N;MASC;SG
melez	híbrido	melez	híbrido		ADJ;MASC;SG
melez	híbridos	melez	híbrido		N;MASC;PL
melez	híbrida	melez	híbrida		ADJ;FEM;SG
melez	híbrido	melez	híbrido		ADJ;MASC;SG
melez	híbridos	melez	híbrido		N;MASC;PL
melez	mestiço	melez	mestiço		N;MASC;SG
melez	rafeiro	melez	rafeiro		N;MASC;SG
derek	derek	derek	derek		N;MASC;SG
kuzu	lamb	kuz	lamb		N;MASC;SG
kuzu	cordeiro	kuz	cordeiro		N;MASC;SG
kuzu	borrego	kuz	borrego		N;MASC;SG
kuzu	carneiro	kuz	carneiro		N;MASC;SG
yeryüzü	earth	yeryüzü	earth		N;MASC;SG
yeryüzü	terra	yeryüzü	terra		N;FEM;SG
jpeg	jpeg	jpeg	jpeg		N;MASC;PL
yar	yar	yar	yar		N;MASC;SG
sınırlıdır	limitado	sınırlı	limitar		V;MASC;SG;V.PTCP
sınırlıdır	limitados	sınırlı	limitar		V;MASC;PL;V.PTCP
sınırlıdır	limitadas	sınırlı	limitar		V;FEM;PL;V.PTCP
sınırlıdır	limited	sınırlı	limited		N;MASC;SG
sınırlıdır	limitada	sınırlı	limitar		V;FEM;SG;V.PTCP
ihtiyaçları	precisa	ihtiyaç	precisar	N;NOM;PL;3	V;IND;SG;3;PRS;FIN
ihtiyaçları	necessita	ihtiyaç	necessitar	N;NOM;PL;3	V;IND;SG;3;PRS;FIN
fiyatı	preços	fiyat	preço	N;ACC;SG;3	N;MASC;PL
akabinde	posteriormente	akabin	posteriormente	N;ESS;SG;3	ADV
akabinde	subsequentemente	akabin	subsequentemente	N;ESS;SG;3	ADV
kombine	combinada	kombine	combinar		V;FEM;SG;V.PTCP
kombine	combinadas	kombine	combinar		V;FEM;PL;V.PTCP
kombine	combinado	kombine	combinar		V;MASC;SG;V.PTCP
kombine	combinados	kombine	combinado		V;MASC;PL;V.PTCP
kombine	combinação	kombine	combinação		N;FEM;SG
eğitimci	educadora	eğitimci	educadora		N;FEM;SG
eğitimci	educador	eğitimci	educador		N;MASC;SG
gil	gil	gil	gil		N;MASC;SG
bakmak	olhar	bak	olhar	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;MASC;SG
led	liderado	i	liderar		V;MASC;SG;V.PTCP
led	led	i	led		N;MASC;SG
led	liderou	i	liderar		V;IND;SG;3;PST;FIN
oruç	jejum	oruç	jejum		N;MASC;SG
gerçi	embora	gerçi	embora		CONJ
gerçi	embora	gerçi	embora		CONJ
belirtildi	especificadas	belir	especificar	V;PFV;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
belirtildi	especificados	belir	especificar	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;PL;V.PTCP
uzlaşma	conciliação	uzlaş	conciliação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	reconciliação	uzlaş	reconciliação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	concertação	uzlaş	concertação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	conciliação	uzlaş	conciliação	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;FEM;SG
uzlaşma	consenso	uzlaş	consenso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
uzlaşma	consensos	uzlaş	consenso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;PL
uzlaşma	compromisso	uzlaş	compromisso	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;MASC;SG
kâr	lucro	kâr	lucro		N;MASC;SG
kâr	lucros	kâr	lucro		N;MASC;PL
kâr	lucro	kâr	lucro		N;MASC;SG
kâr	lucros	kâr	lucro		N;MASC;PL
leslie	leslie	lesli	leslie		N;MASC;SG
fonu	fund	fonu	fund		N;MASC;SG
fonu	fundo	fonu	fundo		N;MASC;SG
çaylak	novato	çaylak	novato		N;MASC;SG
çaylak	novata	çaylak	novato		N;FEM;SG
çaylak	novato	çaylak	novato		N;MASC;SG
çaylak	noob	çaylak	noob		N;MASC;SG
çaylak	novata	çaylak	novato		N;FEM;SG
çaylak	novato	çaylak	novato		N;MASC;SG
ortaklık	parcerias	ortaklık	parceria	N;NOM;SG;3	N;FEM;PL
ortaklık	afiliados	ortaklık	afiliar	N;NOM;SG;3	N;MASC;PL
ortaklık	afiliado	ortaklık	afiliar	N;NOM;SG;3	V;MASC;SG;V.PTCP
ortaklık	afiliada	ortaklık	afiliar	N;NOM;SG;3	V;FEM;SG;V.PTCP
freud	freudiana	freud	freudiano		ADJ;FEM;SG
freud	freud	freud	freud		N;MASC;SG
kına	henna	kına	henna		N;FEM;SG
met	metástases	met	metástase		N;MASC;PL
met	mets	met	mets		N;MASC;SG
met	met	met	met		N;MASC;SG
met	conheceu	met	conhecer		V;IND;SG;3;PST;FIN
met	conheci	met	conhecer		V;IND;SG;1;PST;FIN
met	metanfetamina	met	metanfetamina		N;FEM;SG
mevlana	rumi	mevlan	rumi		N;MASC;SG
ronaldo	ronaldo	ronal	ronaldo		N;MASC;SG
dostlar	friends	dost	friend	ADJ;NOM;PL;3	N;MASC;SG
dostlar	amigos	dost	amigo	ADJ;NOM;PL;3	N;MASC;PL
dostlar	amigas	dost	amiga	ADJ;NOM;PL;3	N;FEM;PL
dostlar	goodfellas	dost	goodfella	ADJ;NOM;PL;3	N;FEM;PL
stevens	stevens	stevens	stevem		N;MASC;SG
juliet	julieta	juliet	julieta		N;FEM;SG
juliet	juliet	juliet	juliet		N;MASC;SG
sarhoş	bêbada	sarhoş	bêbado		N;FEM;SG
sarhoş	bêbedo	sarhoş	bêbedo		N;MASC;SG
sarhoş	bêbados	sarhoş	bêbado		N;MASC;PL
sarhoş	bêbado	sarhoş	bêbado		N;MASC;SG
yankı	ecos	yankı	eco		N;MASC;PL
yankı	reverb	yankı	reverb		N;MASC;SG
yankı	eco	yankı	eco		N;MASC;SG
yankı	echo	yankı	echo		N;MASC;SG
keşiş	frei	keşiş	frei		N;MASC;SG
keşiş	frade	keşiş	frade		N;MASC;SG
keşiş	monk	keşiş	monk		N;MASC;SG
keşiş	monge	keşiş	monge		N;MASC;SG
temsilci	representante	temsilci	representante		N;MASC;SG
temsilci	representante	temsilci	representante		N;MASC;SG
temsilci	representativo	temsilci	representativo		ADJ;MASC;SG
temsilci	representativa	temsilci	representativa		ADJ;FEM;SG
temsilci	agente	temsilci	agente		N;MASC;SG
yaratır	cria	yarat	criar	V;IPFV;IND;SG;3;POS	V;IND;SG;3;PRS;FIN
sansür	censura	sansür	censura		N;FEM;SG
durağan	estábulo	durağan	estábulo	ADJ	N;MASC;SG
resimli	ilustrada	resimli	ilustrar		V;FEM;SG;V.PTCP
resimli	ilustrado	resimli	ilustrar		V;MASC;SG;V.PTCP
resimli	ilustrados	resimli	ilustrar		V;MASC;PL;V.PTCP
resimli	pictórica	resimli	pictórico		N;FEM;SG
strauss	strauss	strauss	straus		N;MASC;SG
faktör	factor	faktör	factor		N;MASC;SG
faktör	fator	faktör	fator		N;MASC;SG
sevinç	joy	sevinç	joy		N;MASC;SG
sevinç	alegria	sevinç	alegria		N;FEM;SG
sevinç	alegrias	sevinç	alegria		N;FEM;PL
canlılar	criaturas	canlı	criatura	ADJ;NOM;PL;3	N;FEM;PL
yayıncı	editor	yayıncı	editor		N;MASC;SG
yayıncı	editora	yayıncı	editora		N;FEM;SG
tazminat	compensações	tazminat	compensação		N;FEM;PL
tazminat	indemnizações	tazminat	indemnização		N;FEM;PL
tazminat	indemnização	tazminat	indemnização		N;FEM;SG
tazminat	compensação	tazminat	compensação		N;FEM;SG
tazminat	indenização	tazminat	indenização		N;FEM;SG
tazminat	dano	tazminat	dano		N;MASC;SG
tazminat	danos	tazminat	dano		N;MASC;PL
tazminat	prejuízos	tazminat	prejuízo		N;MASC;PL
tazminat	indemnização	tazminat	indemnização		N;FEM;SG
dışarıda	fora	dışarı	fora	N;ESS;SG;3	ADV
joão	joão	joão	joão	PROPN;NOM;SG;3	N;MASC;SG
manzara	paisagens	manzara	paisagem	N;NOM;SG;3	N;FEM;PL
manzara	paisagens	manzara	paisagem	N;NOM;SG;3	N;FEM;PL
manzara	paisagens	manzara	paisagem	N;NOM;SG;3	N;FEM;PL
manzara	ver	manzara	ver	N;NOM;SG;3	V;NFIN
manzara	visualizar	manzara	visualizar	N;NOM;SG;3	V;NFIN
banks	banks	banks	bank		N;MASC;SG
banks	bancos	banks	banco		N;MASC;PL
göçmenler	migrantes	göçmen	migrante	ADJ;NOM;PL;3	N;MASC;PL
göçmenler	imigrantes	göçmen	imigrante	ADJ;NOM;PL;3	N;MASC;PL
yerleştirilmiş	plantadas	yerleş	plantar	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;FEM;PL;V.PTCP
doom	doom	doom	doom		N;MASC;SG
doom	perdição	doom	perdição		N;FEM;SG
lynn	lynn	li	lynn	PROPN;NOM;SG;3	N;FEM;SG
amt	amt	amt	amt		N;MASC;SG
jake	jake	jake	jake		N;MASC;SG
eduardo	eduardo	et	eduardo		N;MASC;SG
anlayış	perspicácia	anlayış	perspicácia		N;FEM;SG
anlayış	entendendo	anlayış	entender		V;V.MSDR
anlayış	compreender	anlayış	compreender		V;NFIN
anlayış	compreendendo	anlayış	compreender		V;V.MSDR
anlayış	entendimento	anlayış	entendimento		N;MASC;SG
anlayış	compreensão	anlayış	compreensão		N;FEM;SG
görünmez	invisível	görün	invisível	V;IPFV;IND;SG;3;NEG	ADJ;MASC;SG
görünmez	invisíveis	görün	invisível	V;IPFV;IND;SG;3;NEG	ADJ;MASC;PL
değirmen	serração	değir	serração		N;FEM;SG
değirmen	mill	değir	mill		N;MASC;SG
değirmen	moinho	değir	moinho		N;MASC;SG
değirmen	moinhos	değir	moinho		N;MASC;PL
değirmen	mills	değir	mill		N;MASC;SG
sawyer	sawyer	sawyer	sawyer		N;MASC;SG
inanan	crente	inan	crente		N;MASC;SG
powell	powell	powell	powell	PROPN;NOM;SG;3	N;MASC;SG
estádio	estádio	es	estádio	PROPN;NOM;SG;3	N;MASC;SG
pensilvanya	pennsylvania	pensilvanya	pennsylvania	PROPN;NOM;SG;3	N;MASC;SG
pensilvanya	pensilvânia	pensilvanya	pensilvânia	PROPN;NOM;SG;3	N;FEM;SG
belirleyici	decisivo	belirleyici	decisivo		ADJ;MASC;SG
belirleyici	determinante	belirleyici	determinante		ADJ;MASC;SG
belirleyici	decisiva	belirleyici	decisivo		ADJ;FEM;SG
kil	clay	kil	clay		N;MASC;SG
kil	argila	kil	argila		N;FEM;SG
kil	barro	kil	barro		N;MASC;SG
ölümsüz	undead	ölümsüz	undead	ADJ	N;MASC;SG
ölümsüz	imortais	ölümsüz	imortal	ADJ	N;MASC;PL
kanye	kanye	kany	kanye		N;MASC;SG
masum	inocentes	masum	inocente		N;MASC;PL
masum	inocentes	masum	inocente		N;MASC;PL
masum	inocente	masum	inocente		ADJ;MASC;SG
truva	tróia	truv	tróia		N;FEM;SG
truva	troy	truv	troy		N;MASC;SG
truva	troia	truv	troia		N;FEM;SG
truva	troiano	truv	troiano		N;MASC;SG
yaya	yaya	yaya	yaya		N;MASC;SG
yaya	pedestres	yaya	pedestre		N;MASC;PL
yaya	peões	yaya	peão		N;MASC;PL
yaya	pedestre	yaya	pedestre		N;MASC;SG
yaya	peão	yaya	peão		N;MASC;SG
yiyen	comedor	yiyen	comedor		N;MASC;SG
yiyen	devorador	yiyen	devorador		N;MASC;SG
anavatan	pátria	anavat	pátria		N;FEM;SG
anavatan	pátria	anavat	pátria		N;FEM;SG
okuyucu	leitora	okuyucu	leitora		N;FEM;SG
okuyucu	leitor	okuyucu	leitor		N;MASC;SG
euler	euler	eu	euler		N;MASC;SG
yorkshire	yorkshire	yorkshire	yorkshire	PROPN;NOM;SG;3	N;MASC;SG
drive	conduzir	driv	conduzir		V;NFIN
drive	conduza	driv	conduzir		V;SBJV;SG;3;PRS;FIN
drive	conduz	driv	conduzir		V;IND;SG;3;PRS;FIN
drive	drive	driv	drive		N;MASC;SG
hannibal	hannibal	hannibal	hannibal		N;MASC;SG
hannibal	aníbal	hannibal	aníbal		N;MASC;SG
limon	lemony	limon	lemony		N;MASC;SG
limon	lemon	limon	lemon		N;MASC;SG
limon	limão	limon	limão		N;MASC;SG
limon	limões	limon	limão		N;MASC;PL
limon	lime	limon	lime		N;MASC;SG
limon	lima	limon	lima		N;MASC;SG
limon	cal	limon	cal		N;FEM;SG
filip	felipe	fil	felipe		N;MASC;SG
filip	filipe	fil	filipe		N;MASC;SG
filip	filip	fil	filip		N;MASC;SG
bolca	fartura	bolca	fartura		N;FEM;SG
yazıcı	impressoras	yazıcı	impressora		N;FEM;PL
yazıcı	impressora	yazıcı	impressora		N;FEM;SG
yazıcı	yeoman	yazıcı	yeoman		N;MASC;SG
yazıcı	impressoras	yazıcı	impressora		N;FEM;PL
fıkıh	fiqh	fıkıh	fiqh		N;MASC;SG
başakşehir	başakşehir	başakşehir	başakşehir	N;NOM;SG;3	V;NFIN
karayip	caribe	karay	caribe	ADV	N;MASC;SG
karayip	caraíbas	karay	caraíba	ADV	N;FEM;PL
şampiyona	campeonatos	şampiyon	campeonato	N;DAT;SG;3	N;MASC;PL
stereo	aparelhagem	stereo	aparelhagem		N;FEM;SG
stereo	estéreo	stereo	estéreo		N;MASC;SG
sinek	fly	sinek	fly		N;MASC;SG
sinek	voe	sinek	voe		V;SBJV;SG;3;PRS;FIN
sinek	mosca	sinek	mosco		N;FEM;SG
sinek	voar	sinek	voar		V;NFIN
sinek	voa	sinek	voa		V;IND;SG;3;PRS;FIN
sinek	moscas	sinek	mosco		N;FEM;PL
sinek	voa	sinek	voa		V;IND;SG;3;PRS;FIN
yarbay	cel	yarbay	cel		N;MASC;SG
yarbay	coronel	yarbay	coronel		N;MASC;SG
tutarlı	consistentes	tutarlı	consistente		ADJ;MASC;PL
tutarlı	coerentes	tutarlı	coerente		ADJ;MASC;PL
tutarlı	consistente	tutarlı	consistente		ADJ;MASC;SG
tutarlı	coerente	tutarlı	coerente		ADJ;MASC;SG
tutarlı	coerentes	tutarlı	coerente		ADJ;MASC;PL
tutarlı	coerente	tutarlı	coerente		ADJ;MASC;SG
mussolini	mussolini	mussol	mussolini		N;MASC;SG
mitoloji	mitologia	mitoloji	mitologia		N;FEM;SG
anlaşılan	aparentemente	anlaş	aparentemente	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADV
tükenmiş	exausta	tüken	exaustar	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;FEM;SG
tükenmiş	exausto	tüken	exausto	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;MASC;SG
tükenmiş	exaustos	tüken	exausto	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;MASC;PL
tükenmiş	burnout	tüken	burnout	V;PFV;NFH;IND;POS;PST;V.PTCP	N;MASC;SG
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	N;MASC;SG
hipotez	hipóteses	hipotez	hipótese	N;NOM;SG;3	N;FEM;PL
çorba	sopas	çorb	sopa	N;NOM;SG;3	N;FEM;PL
carey	carey	carey	carey		N;FEM;SG
coruña	coruña	coru	coruña		N;FEM;SG
auf	auf	auf	auf		N;MASC;SG
fermi	fermi	fermi	fermir		N;MASC;SG
motors	motores	motors	motor	PROPN;NOM;SG;3	N;MASC;PL
motors	motors	motors	motor	PROPN;NOM;SG;3	N;MASC;SG
sally	sally	sally	sally		N;FEM;SG
suçlar	criminalidade	suç	criminalidade	N;NOM;PL;3	N;FEM;SG
suçlar	delito	suç	delito	N;NOM;PL;3	N;MASC;SG
suçlar	crime	suç	crime	N;NOM;PL;3	N;MASC;SG
büyücü	feiticeira	büyücü	feiticeiro		N;FEM;SG
büyücü	bruxo	büyücü	bruxo		N;MASC;SG
büyücü	necromante	büyücü	necromante		N;MASC;SG
büyücü	wizard	büyücü	wizard		N;MASC;SG
büyücü	mágico	büyücü	mágico		N;MASC;SG
büyücü	assistente	büyücü	assistente		N;MASC;SG
büyücü	mago	büyücü	mago		N;MASC;SG
büyücü	feiticeiro	büyücü	feiticeiro		N;MASC;SG
koku	cheiro	koku	cheirar		N;MASC;SG
koku	cheirar	koku	cheirar		V;NFIN
koku	cheira	koku	cheira		V;IND;SG;3;PRS;FIN
koku	cheiro	koku	cheirar		N;MASC;SG
koku	odor	koku	odor		N;MASC;SG
koku	aroma	koku	aroma		N;MASC;SG
koku	perfume	koku	perfume		N;MASC;SG
koku	fragrância	koku	fragrância		N;FEM;SG
koku	fragrâncias	koku	fragrância		N;FEM;PL
umman	omã	umman	omã		N;MASC;SG
kamyon	camião	kamyon	camião		N;MASC;SG
kamyon	caminhão	kamyon	caminhão		N;MASC;SG
kamyon	caminhões	kamyon	caminhão		N;MASC;PL
kamyon	camiões	kamyon	camião		N;MASC;PL
kırılma	rotura	kır	rotura	V;PFV;NOM;IMP;POS;PRS;PASS	N;FEM;SG
kırılma	breaking	kır	breaking	V;PFV;NOM;IMP;POS;PRS;PASS	N;MASC;SG
kırılma	refração	kır	refração	V;PFV;NOM;IMP;POS;PRS;PASS	N;FEM;SG
ruanda	ruanda	rua	ruanda		N;FEM;SG
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	N;MASC;SG
işlevsel	funcionais	işlevsel	funcional	ADJ	N;MASC;PL
rehber	guia	rehber	guia		N;FEM;SG
davranışı	comportamentos	davranış	comportamento	N;ACC;SG;3	N;MASC;PL
birleştirme	fusão	birleş	fusão	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	junção	birleş	junção	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	mesclagem	birleş	mesclagem	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	mesclagem	birleş	mesclagem	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
birleştirme	combine	birleş	combinar	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;SBJV;SG;3;PRS;FIN
birleştirme	unificação	birleş	unificação	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;FEM;SG
sonuncu	último	sonuncu	último		ADJ;MASC;SG
sonuncu	últimas	sonuncu	último		ADJ;FEM;PL
sonuncu	last	sonuncu	last		N;MASC;SG
sonuncu	últimos	sonuncu	último		ADJ;MASC;PL
sonuncu	última	sonuncu	último		ADJ;FEM;SG
jesus	jesús	jesus	jesús		N;MASC;SG
marksizm	marxismo	marksizm	marxismo		N;MASC;SG
calcio	calcio	calcio	calcio	PROPN;NOM;SG;3	N;MASC;SG
uzatma	alongamento	uza	alongamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
uzatma	prolongamento	uza	prolongamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
uzatma	prorrogação	uza	prorrogação	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
uzatma	prolongamento	uza	prolongamento	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;MASC;SG
uzatma	extensão	uza	extensão	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
uzatma	prorrogação	uza	prorrogação	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;FEM;SG
çalma	reprodução	çal	reprodução		N;FEM;SG
çalma	roube	çal	ragber		V;SBJV;SG;3;PRS;FIN
çalma	rouba	çal	rouba		V;IND;SG;3;PRS;FIN
çalma	roubar	çal	roubar		V;NFIN
derinlik	profundezas	derinlik	profundeza	N;NOM;SG;3	N;FEM;PL
derinlik	profundidades	derinlik	profundidade	N;NOM;SG;3	N;FEM;PL
koza	casulo	koza	casulo		N;MASC;SG
koza	casulos	koza	casulo		N;MASC;PL
tamer	domador	tamer	domador		N;MASC;SG
brugge	brugge	brugge	brugge	PROPN;NOM;SG;3	N;MASC;SG
kazanç	lucros	kazanç	lucro	N;NOM;SG;3	N;MASC;PL
kazanç	lucros	kazanç	lucro	N;NOM;SG;3	N;MASC;PL
kazanç	ganhos	kazanç	ganho	N;NOM;SG;3	N;MASC;PL
hardy	hardy	hardy	hardy		N;MASC;SG
kel	careca	kel	careca		N;MASC;SG
kel	calvo	kel	calvo		N;MASC;SG
kel	carecas	kel	careca		N;MASC;PL
kel	kel	kel	kel		N;MASC;SG
yaratık	fera	yarat	fera		N;FEM;SG
yaratık	besta	yarat	besta		N;FEM;SG
yaratık	alien	yarat	alien		N;MASC;SG
yaratık	extraterrestre	yarat	extraterrestre		N;MASC;SG
yaratık	aliens	yarat	aliem		N;MASC;PL
yaratık	estrangeiro	yarat	estrangeiro		N;MASC;SG
yaratık	alienígena	yarat	alienígenal		ADJ;MASC;SG
yaratık	criatura	yarat	criatura		N;FEM;SG
botanik	botânicos	botanik	botânico	N;NOM;SG;3	N;MASC;PL
tardis	tardis	tardis	tardi		N;FEM;SG
alessandro	alessandro	alessandro	alessandro		N;MASC;SG
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	N;MASC;SG
auguste	auguste	auguste	auguste		N;MASC;SG
theodore	theodore	theodore	theodore		N;MASC;SG
theodore	teodoro	theodore	teodoro		N;MASC;SG
graf	graf	graf	grafo		N;MASC;SG
dinin	religiões	din	religião	N;GEN;SG;3	N;FEM;PL
önlemler	precauções	önlem	precaução	ADJ;NOM;PL;3	N;FEM;PL
önlemler	medidas	önlem	medida	ADJ;NOM;PL;3	N;FEM;PL
clarke	clarke	clarke	clarke	PROPN;NOM;SG;3	N;MASC;SG
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	N;MASC;SG
barra	barra	barra	barra	PROPN;NOM;SG;3	N;FEM;SG
öncelik	priorizar	öncelik	priorizar	N;NOM;SG;3	V;NFIN
neill	neill	neill	neill		N;MASC;SG
fernández	fernández	fern	fernández	PROPN;NOM;SG;3	N;MASC;SG
goya	goya	goy	goya		N;MASC;SG
editor	editor	et	editor		N;MASC;SG
editor	editora	et	editora		N;FEM;SG
makul	razoável	makul	razoável		ADJ;MASC;SG
makul	razoáveis	makul	razoável		ADJ;MASC;PL
css	css	css	css		N;MASC;SG
sanayii	industria	sanayii	industria		N;FEM;SG
sanayii	indústria	sanayii	indústria		N;FEM;SG
sanayii	industrial	sanayii	industrial		ADJ;MASC;SG
sanayii	industriais	sanayii	industrial		N;MASC;PL
duff	duff	duff	duff		N;FEM;SG
jackie	jackie	jackie	jackie		N;MASC;SG
tropik	tropical	tropik	tropical		ADJ;MASC;SG
tropik	trópico	tropik	trópico		N;MASC;SG
komünizm	comunismo	komün	comunismo		N;MASC;SG
varlıklı	ricos	varlıklı	rico		N;MASC;PL
berk	berk	berk	berk		N;MASC;SG
buffalo	búfalos	buffalo	búfalo	PROPN;NOM;SG;3	N;MASC;PL
buffalo	búfalo	buffalo	búfalo	PROPN;NOM;SG;3	N;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	N;MASC;SG
sahneler	paisagem	sahne	paisagem	N;NOM;PL;3	N;FEM;SG
sahneler	cenário	sahne	cenário	N;NOM;PL;3	N;MASC;SG
habsburg	habsburgo	habsburg	habsburgo	PROPN;NOM;SG;3	N;MASC;SG
habsburg	habsburg	habsburg	habsburg	PROPN;NOM;SG;3	N;MASC;SG
funk	funk	funk	funk		N;MASC;SG
uygulanabilir	aplicável	uygula	aplicável	V;IPFV;POT;SG;3;POS;PASS	ADJ;MASC;SG
uygulanabilir	aplicáveis	uygula	aplicável	V;IPFV;POT;SG;3;POS;PASS	ADJ;MASC;PL
ömürlü	duradouras	ömürlü	duradoura	ADJ	N;FEM;PL
yasaklandı	proibida	yasakla	proibir		V;FEM;SG;V.PTCP
yasaklandı	proibidos	yasakla	proibir		V;MASC;PL;V.PTCP
yasaklandı	banida	yasakla	banir		V;FEM;SG;V.PTCP
yasaklandı	banido	yasakla	banir		V;MASC;SG;V.PTCP
yasaklandı	proibido	yasakla	proibir		V;MASC;SG;V.PTCP
yasaklandı	proibida	yasakla	proibir		V;FEM;SG;V.PTCP
yasaklandı	proibidos	yasakla	proibir		V;MASC;PL;V.PTCP
yasaklandı	proibidas	yasakla	proibir		V;FEM;PL;V.PTCP
yasaklandı	proibido	yasakla	proibir		V;MASC;SG;V.PTCP
knicks	knicks	knicks	knick		N;MASC;PL
altta	embaixo	altta	embaixo		ADV
altta	debaixo	altta	debaixo		ADV
