til	for	til	for	ADV	ADP
krone	hodene	krone	hode	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
trin	trinnene	trin	trinne	N;INDF;NEUT;SG	N;DEF;FEM;PL
vers	versene	vers	verse	N;INDF;NEUT;SG	N;DEF;FEM;PL
kredsløb	kretser	kredsløb	kretse	N;INDF;NEUT;SG	N;INDF;MASC;PL
kredsløb	kretsene	kredsløb	kretse	N;INDF;NEUT;SG	N;DEF;FEM;PL
english	engelsk	english	engelsk		N;INDF;MASC;SG
mortensen	mortensen	mortensen	mortens	PROPN	N;DEF;MASC;SG
agent	agenten	agent	agent	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fortællinger	tales	fortælling	tales	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
fortællinger	hendelser	fortælling	hendelse	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
bolig	residens	bolig	residens	N;INDF;MASC+FEM;SG	N;GEN;DEF;MASC;SG
noteret	notert	notere	notere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
beskyttet	beskyttet	beskytte	beskytt	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
beskyttet	beskyttes	beskytte	beskyttes	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
beskyttet	skjermet	beskytte	skjerme	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
berg	berg	berg	berg		N;INDF;MASC;SG
interessant	interresant	interessant	interresant	ADJ;INDF;SG	N;INDF;MASC;SG
interessant	interessante	interessant	interessant	ADJ;INDF;SG	ADJ;PL
politikere	politikere	politiker	politikere	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
politikere	politikerne	politiker	politikern	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
genstand	objektet	genstand	objekt	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
israelske	israelsk	israelsk	israelsk	ADJ;PL	ADJ;INDF;SG
orange	orange	orange	orang	ADJ	N;INDF;MASC;SG
orange	appelsin	orange	appelsin	ADJ	N;INDF;MASC;SG
malede	malt	male	male	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
malede	malte	male	malt	V;IND;PST;FIN;ACT	ADJ;PL;V.PTCP
besøgende	besøkende	besøge	besøkende	V;PRS;V.PTCP	N;INDF;FEM;SG
besøgende	besøkende	besøge	besøkende	V;PRS;V.PTCP	N;INDF;FEM;SG
køn	pene	køn	pen	N;INDF;MASC+FEM;SG	ADJ;PL
køn	ganske	køn	ganske	N;INDF;MASC+FEM;SG	ADV
skotske	skotsk	skotsk	skotsk	ADJ;PL	N;INDF;MASC;SG
floder	rivers	flode	rivers	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
bønder	bøndene	bonde	bonde	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
web	nett	web	nett	N;INDF;MASC+FEM;SG	ADV
religiøs	religiøse	religiøs	religiøs	ADJ;INDF;MASC+FEM;SG	ADJ;PL
modtage	motta	modtage	motta	V;NFIN;ACT	N;INDF;MASC;SG
sky	himmel	sky	himmel		N;INDF;MASC;SG
sky	sky	sky	sky		N;INDF;FEM;SG
sky	himmelen	sky	himmel		N;DEF;MASC;SG
sky	skyen	sky	sky		N;DEF;MASC;SG
sky	sky	sky	sky		N;INDF;FEM;SG
sky	cloud	sky	cloud		N
lejligheder	leilighetene	lejlighed	leilighet	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
omdannet	forvandlet	omdanne	forvandl	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
overgang	overgangen	overgang	overgang	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
tillader	tillat	tillade	tillat	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
tillader	tillate	tillade	tillate	V;IND;PRS;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
tillader	tillatelse	tillade	tillatels	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
beijing	beijing	beijing	beijing		N;INDF;FEM;SG
passerer	forbifarten	passere	forbifart	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
passerer	bortgang	passere	bortgang	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
rene	rené	ren	rené	ADJ;PL	N;INDF;MASC;SG
rene	rene	ren	rene	ADJ;PL	N;INDF;NEUT;SG
rene	pur	ren	pur	ADJ;PL	N;INDF;MASC;SG
rene	ren	ren	ren	ADJ;PL	N;INDF;MASC;SG
rene	rent	ren	rent	ADJ;PL	N;INDF;MASC;SG
rene	pure	ren	pure	ADJ;PL	N
rene	rein	ren	rein	ADJ;PL	N;INDF;MASC;SG
rene	reint	ren	rein	ADJ;PL	ADJ;INDF;NEUT;SG
rene	ren	ren	ren	ADJ;PL	N;INDF;MASC;SG
rene	rydde	ren	rydde	ADJ;PL	V;NFIN
rene	rent	ren	rent	ADJ;PL	N;INDF;MASC;SG
diameter	diameter	diameter	diameter	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
alvorlige	alvorlig	alvorlig	alvorlig	ADJ;PL	ADJ;INDF;NEUT;SG
alvorlige	alvor	alvorlig	alvor	ADJ;PL	N;INDF;NEUT;SG
alvorlige	seriøs	alvorlig	seriøs	ADJ;PL	ADJ;INDF;SG
alvorlige	alvorlig	alvorlig	alvorlig	ADJ;PL	ADJ;INDF;NEUT;SG
alvorlige	kraftig	alvorlig	kraftig	ADJ;PL	ADJ;INDF;NEUT;SG
kombination	kombinerer	kombination	kombinere	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
begyndelse	begynnelsen	begyndelse	begynnels	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
begyndelse	begynner	begyndelse	begynne	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN
guild	guild	guild	guild		N;INDF;MASC;SG
skandinavien	norden	skandinavien	nord		N;DEF;MASC;SG
skandinavien	scandinavia	skandinavien	scandinavie		N;INDF;MASC;SG
skandinavien	skandinavia	skandinavien	skandinavie		N;DEF;FEM;SG
skandinavien	skandinavisk	skandinavien	skandinavisk		ADJ;INDF;NEUT;SG
skandinavien	skandinaviske	skandinavien	skandinavisk		ADJ;PL
skandinavien	scandinavian	skandinavien	scandinavian		N;INDF;MASC;SG
kaj	quay	kaj	quay	PROPN	N;INDF;NEUT;SG
kaj	kaj	kaj	kaj	PROPN	N;INDF;MASC;SG
kaj	bryggen	kaj	brygg	PROPN	N;DEF;MASC;SG
kaj	moloen	kaj	molo	PROPN	N;DEF;MASC;SG
kaj	pir	kaj	pir	PROPN	N;INDF;MASC;SG
kaj	brygge	kaj	brygge	PROPN	N;INDF;FEM;SG
tidende	journal	tidende	journal	V;PRS;V.PTCP	N;INDF;MASC;SG
tidende	tidsskrift	tidende	tidsskrift	V;PRS;V.PTCP	N;INDF;FEM;SG
tidende	dagbok	tidende	dagbok	V;PRS;V.PTCP	N;INDF;FEM;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	N;INDF;SG
story	hendelse	story	hendelse		N;INDF;MASC;SG
story	story	story	story		N;INDF;MASC;SG
story	historie	story	historie		N;INDF;FEM;SG
baner	rullebanene	bane	rulleban	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
baner	kjørefelt	bane	kjørefelt	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
baner	lanes	bane	lane	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
berører	finpuss	berøre	finpuss	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
tommy	tommy	tommy	tom		N;INDF;MASC;SG
skridt	trinnene	skridt	trinne	N;INDF;NEUT;SG	N;DEF;FEM;PL
bruun	bruun	bruun	bruun		N;INDF;MASC;SG
fredede	beskyttet	frede	beskytt	V;PL;PST;V.PTCP	N;DEF;NEUT;SG
fredede	beskyttes	frede	beskyttes	V;PL;PST;V.PTCP	N;INDF;MASC;SG
målt	målt	måle	måle	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
målt	måles	måle	måle	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
plade	albumet	plade	album	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
plade	tallerken	plade	tallerk	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
skuespillere	skuespillere	skuespiller	skuespillere	N;INDF;MASC+FEM;PL	V;NFIN
revet	revet	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	rev	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	revet	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	revet	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	revet	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	rev	rive	rev	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
revet	reef	rive	reef	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
agf	agf	agf	agf	PROPN	N;INDF;MASC;SG
bulgarien	bulgaria	bulgarie	bulgari	PROPN	N;DEF;FEM;SG
følelser	følelser	følelse	følelse	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
følelser	følelser	følelse	følelse	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
følelser	følelsene	følelse	følelse	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
følelser	følelser	følelse	følelse	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
følelser	feelings	følelse	feelings	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
frue	elskerinnen	frue	elskerinn	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
frue	damen	frue	dame	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kronen	krone	kron	krone	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
kemisk	kjemisk	kemisk	kjemisk	ADJ;INDF;SG	N;INDF;MASC;SG
kemisk	kjemisk	kemisk	kjemisk	ADJ;INDF;SG	N;INDF;MASC;SG
episoder	episoder	episode	episode	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fødselsdag	bursdagen	fødselsdag	bursdag	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fattige	stakkars	fattig	stakkars	ADJ;PL	ADJ;INDF;SG
fattige	fattig	fattig	fattig	ADJ;PL	ADJ;INDF;NEUT;SG
digt	dikt	digt	dikt	N;INDF;NEUT;SG	N;INDF;NEUT;PL
digt	diktet	digt	dikt	N;INDF;NEUT;SG	N;DEF;NEUT;SG
master	mester	mast	mester	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
master	mestre	mast	mester	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
master	master	mast	mast	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
master	herre	mast	herre	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
heart	heart	heart	hear		N
heart	hjerte	heart	hjerte		N;INDF;NEUT;SG
heart	hjertet	heart	hjerte		N;DEF;NEUT;SG
bataljon	bataljonen	bataljon	bataljon	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
overordnede	overordnede	overordne	overordned	ADJ;PL	ADJ;SG
muslimske	muslim	muslimsk	muslim	ADJ;PL	N;INDF;MASC;SG
muslimske	muslimsk	muslimsk	muslimsk	ADJ;PL	ADJ;INDF;NEUT;SG
besatte	besatt	besætte	besatt	V;PST;FIN;ACT	N;INDF;MASC;SG
besatte	okkupert	besætte	okkupere	V;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
besatte	besatt	besætte	besatt	V;PST;FIN;ACT	N;INDF;MASC;SG
nationalt	nasjonale	nationalt	nasjonal	ADV	ADJ;PL
nationalt	national	nationalt	national	ADV	N;INDF;MASC;SG
nationalt	nasjonal	nationalt	nasjonal	ADV	ADJ;INDF;SG
nationalt	nasjonalt	nationalt	nasjonal	ADV	ADJ;INDF;NEUT;SG
præcis	presis	præcis	presis	ADV	ADJ;INDF;SG
præcis	nøyaktig	præcis	nøyaktig	ADV	ADJ;INDF;NEUT;SG
præcis	saklig	præcis	saklig	ADV	ADJ;INDF;NEUT;SG
præcis	korrekt	præcis	korrekt	ADV	ADJ;INDF;NEUT;SG
præcis	nøyaktige	præcis	nøyaktig	ADV	ADJ;PL
præcis	presis	præcis	presis	ADV	ADJ;INDF;SG
præcis	nøyaktig	præcis	nøyaktig	ADV	ADJ;INDF;NEUT;SG
præcis	eksakt	præcis	eksakt	ADV	ADJ;INDF;NEUT;SG
præcis	eksakte	præcis	eksakt	ADV	ADJ;PL
præcis	eksakt	præcis	eksakt	ADV	ADJ;INDF;NEUT;SG
adfærd	gjennomføre	adfærd	gjennomføre	N;INDF;MASC+FEM;SG	V;NFIN
brugeren	bruker	bruger	bruke	N;DEF;MASC+FEM;SG	V;IND;PRS;FIN
brugeren	brukar	bruger	bruke	N;DEF;MASC+FEM;SG	V;IND;PRS;FIN
denmark	denmark	denmark	denmark		N;INDF;MASC;SG
denmark	danmark	denmark	danmark		N;INDF;MASC;SG
pensioneret	pensjonert	pensionere	pensjonere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
pensioneret	pensjonerte	pensionere	pensjonere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
arresteret	arresterte	arrestere	arrestere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
arresteret	arrestert	arrestere	arrestere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
arresteret	anholdt	arrestere	anhold	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
arresteret	pågrepet	arrestere	pågrep	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
erklæret	erklært	erklære	erklære	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
erklæret	erklæres	erklære	erklæres	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
nemt	easy	nemt	easy	ADJ;INDF;NEUT;SG	N;INDF;SG
ohio	ohio	ohio	ohio	PROPN	PROPN
brun	brown	brun	brown	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
brun	brune	brun	brune	ADJ;INDF;MASC+FEM;SG	ADJ;PL
angivet	oppført	angive	oppføre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
angivet	listet	angive	list	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
angivet	spesifisert	angive	spesifisere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
angivet	oppgitt	angive	oppgi	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
angivet	angitte	angive	angitte	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
angivet	angitt	angive	angitt	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
francis	francis	francis	francis		N
overlevende	overlevende	overleve	overlevende	V;PRS;V.PTCP	N;INDF;MASC;SG
overlevende	overlevende	overleve	overlevende	V;PRS;V.PTCP	N;INDF;MASC;SG
preussiske	prøyssisk	preussisk	prøyssisk	ADJ;PL	ADJ;INDF;NEUT;SG
nedre	senk	nedre	senk	ADJ	N;INDF;NEUT;SG
nedre	nedre	nedre	nedre	ADJ	ADJ;CMPR
nedre	lavere	nedre	lavere	ADJ	N;INDF;MASC;SG
wikimedia	wikimedia	wikimedia	wikimedia		N;DEF;NEUT;PL
tim	tim	tim	tim		N
tilgængelig	tilgjengelige	tilgængelig	tilgjengelig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
tilgængelig	tilgjengelige	tilgængelig	tilgjengelig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
frederiksen	frederiksen	frederiks	frederiks	PROPN	N;DEF;MASC;SG
onkel	onkelen	onkel	onkel	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bredere	bredere	bred	bredere	ADV;CMPR	N;INDF;MASC;SG
bredere	bredere	bred	bredere	ADV;CMPR	N;INDF;MASC;SG
fyret	sparken	fyre	spark	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
fyret	avfyrt	fyre	avfyre	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
fyret	oppsagt	fyre	oppseie	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
hjerte	hjertet	hjerte	hjerte	N;INDF;NEUT;SG	N;DEF;NEUT;SG
afsluttede	fullført	afslutte	fullføre	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afsluttede	gjennomført	afslutte	gjennomføre	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afsluttede	sluttet	afslutte	slutt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
afsluttede	avsluttet	afslutte	avslutt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
afsluttede	endt	afslutte	ende	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afsluttede	ferdige	afslutte	ferdig	V;IND;PST;FIN;ACT	ADJ;PL
afsluttede	avsluttet	afslutte	avslutt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
afsluttede	ferdig	afslutte	ferdig	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG
afsluttede	avsluttet	afslutte	avslutt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
atlet	friidrettsutøver	at	friidrettsutøv	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
anmeldelser	omtaler	anmeldelse	omtale	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN
anmeldelser	anmeldelser	anmeldelse	anmeldelse	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
anmeldelser	varsling	anmeldelse	varsling	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
wild	wild	wild	wild		N;INDF;MASC;SG
wild	vill	wild	vill		ADJ;INDF;SG
wild	vilt	wild	vilt		N;INDF;NEUT;SG
kap	cape	kipe	cape		N;INDF;NEUT;SG
kap	kapp	kipe	kapp		N;INDF;NEUT;SG
budget	budsjettet	budget	budsjett	N;INDF;NEUT;SG	N;DEF;NEUT;SG
gentagne	repeterende	gentage	repeterende	V;PL;PST;V.PTCP	ADJ;PL
løn	betale	løn	betale	N;INDF;MASC+FEM;SG	V;NFIN
løn	lønna	løn	lønn	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
defineret	definerte	definere	definere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
defineret	definert	definere	definere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
gammelt	antikkens	gammel	antikk	ADJ;INDF;NEUT;SG	N;GEN;DEF;MASC;SG
gammelt	eldgammel	gammel	eldgammel	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
gammelt	oldtidens	gammel	oldtid	ADJ;INDF;NEUT;SG	N;GEN;DEF;MASC;SG
gammelt	old	gammel	old	ADJ;INDF;NEUT;SG	
gammelt	gammel	gammel	gammel	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
gammelt	gamle	gammel	gammal	ADJ;INDF;NEUT;SG	ADJ;PL
territorium	territoriet	territorium	territorium	N;INDF;NEUT;SG	N;DEF;NEUT;SG
beck	beck	beck	beck		N;INDF;MASC;SG
varde	varde	vard	vare	PROPN	N;INDF;NEUT;SG
ledelsen	management	ledelse	management	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
ledelsen	ledelse	ledelse	ledelse	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kendskab	bevissthet	kendskab	bevissthet	N;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
skifter	bytter	skifte	bytte	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
skifter	bytter	skifte	bytte	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
falde	fallet	falde	fall	V;NFIN;ACT	N;DEF;NEUT;SG
falde	høst	falde	høst	V;NFIN;ACT	N;INDF;MASC;SG
falde	høsten	falde	høst	V;NFIN;ACT	N;DEF;MASC;SG
falde	falle	falde	falle	V;NFIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
christina	christina	christina	christin	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indgå	konkludere	indgå	konkludere	V;NFIN;ACT	N;INDF;MASC;SG
ddr	ddr	ddr	ddr		PROPN
ddr	ddr	ddr	ddr		PROPN
georgia	georgia	georgia	georgi		N;INDF;NEUT;SG
fame	berømmelse	fame	berømmelse		N;INDF;MASC;SG
fame	fame	fame	fame		N;INDF;MASC;SG
positive	positivt	positiv	positiv	ADJ;PL	ADJ;INDF;NEUT;SG
positive	positiv	positiv	positiv	ADJ;PL	ADJ;INDF;SG
europe	europe	europe	europe		N;INDF;MASC;SG
europe	europa	europe	europa		N;DEF;NEUT;SG
ocean	hav	ocean	hav		N;INDF;NEUT;SG
ocean	ocean	ocean	ocean		N
kroatien	kroatia	kroati	kroati	PROPN	N;DEF;NEUT;PL
positiv	positive	positiv	positiv	ADJ;INDF;MASC+FEM;SG	ADJ;PL
kalundborg	kalundborg	kalundborg	kalundborg		N;INDF;MASC;SG
ringsted	ringsted	ringsted	ringsted		N;INDF;MASC;SG
chr	chr	chr	chr		PROPN
faldet	fell	falde	falle	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN
faldet	falt	falde	fal	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
faldet	fallen	falde	fall	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG
faldet	falt	falde	fal	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
reglen	regel	regel	regel	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
studie	studere	studie	studere	N;INDF;NEUT;SG	V;NFIN
trykt	trykte	trykke	trykkje	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
trykt	trykt	trykke	trykkje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
identitet	identiteten	identitet	identitet	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
indeholde	inneholde	indeholde	inneholde	V;NFIN;ACT	N;INDF;MASC;SG
ekspeditionen	ekspedisjon	ekspedition	ekspedisjon	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
gren	grenen	gren	gren	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
teams	lagene	teams	lage	N;INDF;NEUT;PL	N;DEF;FEM;PL
teams	teamene	teams	team	N;INDF;NEUT;PL	N;INDF;MASC;SG
teams	team	teams	team	N;INDF;NEUT;PL	N;INDF;NEUT;SG
krige	krigene	krig	krig	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
krige	krigen	krig	krig	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
krige	krig	krig	krig	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
palle	pall	palle	pall	PROPN	N;INDF;MASC;SG
palle	palle	palle	palle	PROPN	N;INDF;MASC;SG
japanerne	japansk	japaner	japansk	N;DEF;MASC+FEM;PL	ADJ;INDF;SG
hærens	hær	hær	hær	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hærens	armé	hær	armé	N;GEN;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kolonier	koloniene	kolonie	kolonie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
lincoln	lincoln	lincoln	lincoln	N;INDF;MASC+FEM;SG	PROPN
skuespilleren	aktør	skuespiller	aktør	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
skuespilleren	skuespiller	skuespiller	skuespille	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hund	bikkja	hund	bikkje	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
vidner	vitne	vidne	vitne	N;INDF;NEUT;PL	N;INDF;NEUT;SG
vidner	vitne	vidne	vitne	N;INDF;NEUT;PL	N;INDF;NEUT;SG
vidste	kjente	vide	kjent	V;IND;PST;FIN;ACT	ADJ;PL
kritiseret	kritiserte	kritisere	kritisere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
kritiseret	kritisert	kritisere	kritisere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
kritiseret	kritikk	kritisere	kritikk	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
kritiseret	kritisert	kritisere	kritisere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
hemmelige	hemmelighet	hemmelig	hemmelighet	ADJ;PL	N;INDF;MASC;SG
hemmelige	secret	hemmelig	secre	ADJ;PL	N;DEF;NEUT;SG
hemmelige	hemmelig	hemmelig	hemmelig	ADJ;PL	N;INDF;MASC;SG
bruce	bruce	bruce	bruce		N;INDF
tit	ofte	tit	ofte	ADV	ADJ
tit	ofte	tit	ofte	ADV	ADJ
romerne	romerne	rom	romerne	N;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
romerne	romere	rom	romere	N;DEF;MASC+FEM;PL	N;INDF;FEM;SG
milano	milan	milano	milan	PROPN	N;INDF;MASC;SG
milano	milano	milano	milano	PROPN	N;INDF;MASC;SG
milano	milano	milano	milano	PROPN	N;INDF;MASC;SG
dollars	dollar	dollar	dollar	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
bosat	beboer	bosat	beboer	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
dalen	dal	dal	dal	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
dalen	valley	dal	valley	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
arkitekten	arkitekt	arkitekt	arkitekt	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
øge	øk	øge	øk	V;NFIN;ACT	N;INDF;NEUT;SG
øge	økning	øge	økning	V;NFIN;ACT	N;INDF;FEM;SG
afviste	avslått	afvise	avslå	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afviste	avvist	afvise	avvise	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afviste	avslått	afvise	avslå	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afviste	avvist	afvise	avvise	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
afviste	nektet	afvise	nekt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
canadisk	canadisk	canadisk	canadisk	ADJ;INDF;SG	N;INDF;MASC;SG
frø	frø	frø	frø	N;INDF;NEUT;PL	N;INDF;NEUT;SG
frø	sæd	frø	sæde	N;INDF;NEUT;PL	N;INDF;MASC;SG
frø	frø	frø	frø	N;INDF;NEUT;PL	N;INDF;NEUT;SG
frø	frosken	frø	frosk	N;INDF;NEUT;PL	N;DEF;MASC;SG
frø	frosk	frø	frosk	N;INDF;NEUT;PL	N;INDF;NEUT;SG
dei	dei	dei	dei		PRO;HUM;NOM;PL;3
singler	single	singel	single	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
superligaen	majors	superliga	majors	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
superligaen	hovedfag	superliga	hovedfag	N;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
sydney	sydney	sydney	sydney		N;INDF;NEUT;SG
forskelle	forskjellene	forskel	forskjelle	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
naturlig	naturlige	naturlig	naturlig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
naturlig	naturtalent	naturlig	naturtalent	ADJ;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
øverst	øverst	øverst	øver	ADJ;RL	N;INDF;MASC;SG
øverst	top	øverst	top	ADJ;RL	N
øverst	toppen	øverst	topp	ADJ;RL	N;DEF;MASC;SG
