το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
ιωάννα	جوآن	ιωάννα	جوآن	PROPN;NOM;FEM;SG	N;SG
ιωάννα	ژان	ιωάννα	ژان	PROPN;NOM;FEM;SG	N;SG
ιωάννα	جوان	ιωάννα	جوان	PROPN;NOM;FEM;SG	N;SG
ιωάννα	جون	ιωάννα	None	PROPN;NOM;FEM;SG	N;SG
ιωάννα	جوآنا	ιωάννα	None	PROPN;NOM;FEM;SG	N;SG
ιωάννα	جوانا	ιωάννα	جانا	PROPN;NOM;FEM;SG	N;SG
ιωάννα	ژان	ιωάννα	ژان	PROPN;NOM;FEM;SG	N;SG
ατλέτικο	اتلتیکو	ατλέτικο	اتلتیکو		N;SG
παίζοντας	پخش	παίζω	پخش	V;IPFV;V.CVB;ACT	N;SG
ελάχιστο	کمترین	λίγο	کم	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL
ελάχιστο	کمینه	λίγο	کمینه	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	کمترین	λίγο	کم	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL
ελάχιστο	کمینه	λίγο	کمینه	ADJ;NOM;CMPR;NEUT;SG	
γυρίσματα	فیلمبرداری	γύρισμα	فیلمبرداری	N;NOM;NEUT;PL	N;SG
γυρίσματα	فیلمبرداری	γύρισμα	فیلمبرداری	N;NOM;NEUT;PL	N;SG
γυρίσματα	تیراندازی	γύρισμα	None	N;NOM;NEUT;PL	N;SG
κεντρικός	سنترال	κεντρικός	سنترال	ADJ;NOM;MASC;SG	N;SG
κεντρικός	مرکز	κεντρικός	مرکز	ADJ;NOM;MASC;SG	N;SG
βρετανικά	بریتانیایی	βρετανικά	بریتانی	ADV	N;SG
βρετανικά	بریتانیا	βρετανικά	None	ADV	N;SG
σετ	تنظیم	σετ	تنظیم		N;SG
προκύπτουν	برخیز	προκύπτω	برخیز	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;SG;2
τρόφιμα	غذایی	τρόφιμα	غذا	N;NOM;NEUT;PL	N;SG
τρόφιμα	خوراک	τρόφιμα	خوراک	N;NOM;NEUT;PL	N;SG
τρόφιμα	غذا	τρόφιμα	غذا	N;NOM;NEUT;PL	N;SG
συνδέθηκε	متصل	συνδέκτω	متصل	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ
σάμου	ساموس	σάμος	ساموس	PROPN;GEN;FEM;SG	N;SG
εργατικό	کارگری	εργατικός	کارگر	ADJ;NOM;NEUT;SG	N;SG
εργατικό	کارگر	εργατικός	کارگر	ADJ;NOM;NEUT;SG	N;SG
ποταμών	ریورز	ποταμός	ریورز	N;GEN;MASC;PL	N;SG
ανοιχτό	باز	ανοιχτός	باز	N;NOM;NEUT;SG	ADJ
πέμπτο	پنجم	πέμπτος	پنجم	NUM;NOM;NEUT;SG	ADJ
πέμπτο	پنجمی	πέμπτος	پنجمی	NUM;NOM;NEUT;SG	N;SG
πέμπτο	پنجمین	πέμπτος	پنجمین	NUM;NOM;NEUT;SG	ADJ;RL
χαμηλό	low	χαμηλός	low	ADJ;NOM;NEUT;SG	N;SG
κατάλληλα	مناسب	κατάλληλα	مناسب	ADV	ADJ
κατάλληλα	درخور	κατάλληλα	درخور	ADV	ADJ
κατάλληλα	مناسب	κατάλληλα	مناسب	ADV	ADJ
κατάλληλα	مناسبه	κατάλληλα	مناسبه	ADV	N;SG
εβραϊκή	عبری	εβραϊκός	عبری	ADJ;NOM;FEM;SG	N;SG
αστική	شهری	αστικός	شهر	ADJ;NOM;FEM;SG	N;SG
αστική	urban	αστικός	urban	ADJ;NOM;FEM;SG	N;SG
αστική	اوربان	αστικός	اوربان	ADJ;NOM;FEM;SG	N;SG
μεταφορών	انتقال	μεταφορά	انتقال	N;GEN;FEM;PL	N;SG
μεταφορών	ترابری	μεταφορά	None	N;GEN;FEM;PL	N;SG
στιούαρτ	استارت	στιούαρτ	استارت		N;SG
στιούαρτ	استوارت	στιούαρτ	استوارت		N;SG
στιούαρτ	سوارت	στιούαρτ	سوارت		N;SG
λειτουργικό	عامل	λειτουργικός	عامل	ADJ;NOM;NEUT;SG	N;SG
λειτουργικό	تابعی	λειτουργικός	تابعی	ADJ;NOM;NEUT;SG	N;SG
λειτουργικό	عملیاتی	λειτουργικός	عملیاتی	ADJ;NOM;NEUT;SG	N;PL
γουινέας	گینه	γουινέας	گینه	ADJ;GEN;FEM;SG	N;SG
ποτάμι	رود	ποτάμι	رفت#رو	N;NOM;NEUT;SG	V;SBJV;SG;3;PRS
αρέσει	لایک	αρίσκω	لایک	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
πεδιάδα	ساده	πεδιάδα	ساده	N;NOM;FEM;SG	ADJ
περνάει	برود	περνώ	رفت#رو	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SBJV;SG;3;PRS
ποσειδώνα	پوزیدون	ποσειδώνω	پوزیدون	PROPN;NOM;MASC;SG	N;SG
ποσειδώνα	نپتون	ποσειδώνω	None	PROPN;NOM;MASC;SG	N;SG
τραυματίες	مجروح	τραυματίας	مجروح	N;NOM;MASC;PL	N;SG
τραυματίες	مصدوم	τραυματίας	مصدوم	N;NOM;MASC;PL	N;SG
τραυματίες	زخمی	τραυματίας	None	N;NOM;MASC;PL	N;SG
τραυματίες	مجروح	τραυματίας	مجروح	N;NOM;MASC;PL	N;SG
τραυματίες	زخمی	τραυματίας	None	N;NOM;MASC;PL	N;SG
ιιι	سوم	ιιι	سوم	N	ADJ
χιλή	شیلی	χιλός	شیلی	PROPN;ACC;FEM;SG	N;SG
αίτια	موجب	αίτιο	موجب	N;NOM;NEUT;PL	N;SG
άγρια	وحشی	άγρια	وحشی	N;NOM;NEUT;PL	N;SG
άγρια	وایلد	άγρια	وایلد	N;NOM;NEUT;PL	N;SG
μαρίνα	مارینا	μαρίνα	مارینا	PROPN;NOM;FEM;SG	N;SG
πτέρυγα	وارد	πτέρυγα	وارد	N;NOM;FEM;SG	ADJ
υποψήφια	کاندید	υποψήφιος	کاند#کان	ADJ;NOM;FEM;SG	N;SG
υποψήφια	نامزد	υποψήφιος	نامزد	ADJ;NOM;FEM;SG	N;SG
υποψήφια	کاندیدای	υποψήφιος	کاندیدا	ADJ;NOM;FEM;SG	N;SG
διάσημος	معروف	διάσημος	معروف	N;NOM;MASC;SG	ADJ
νυν	جاری	νυν	جاری	N	ADJ
συνεχίζεται	ادامه	συνεχίζω	ادامه	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
τουρκικό	ترکیه	τουρκικός	ترکیه	ADJ;NOM;NEUT;SG	N;SG
τουρκικό	ترکی	τουρκικός	ترکی	ADJ;NOM;NEUT;SG	N;SG
αξιοθέατα	گردشگری	αξιοθέατος	گردشگری	N;NOM;NEUT;PL	N;SG
αξιοθέατα	گردش	αξιοθέατος	گردش	N;NOM;NEUT;PL	
αξιοθέατα	سیاحت	αξιοθέατος	سیاحت	N;NOM;NEUT;PL	N;SG
σύγχυση	گیج	σύγχυση	None	N;ACC;FEM;SG	ADJ
σύγχυση	سردرگم	σύγχυση	سردرگم	N;ACC;FEM;SG	ADJ
σύγχυση	آشفته	σύγχυση	آشفته	N;ACC;FEM;SG	ADJ
μάρτυρες	شاهدین	μάρτυρας	شاهدین	N;NOM;MASC;PL	N;SG
καβάλα	کاوالا	καβάλος	کاوالا	PROPN;ACC;FEM;SG	N;SG
καβάλα	سوارکاری	καβάλος	سوارکاری	PROPN;ACC;FEM;SG	N;SG
καβάλα	سواری	καβάλος	سواری	PROPN;ACC;FEM;SG	N;SG
καβάλα	سواره	καβάλος	سواره	PROPN;ACC;FEM;SG	N;SG
καβάλα	سوار	καβάλος	سوار	PROPN;ACC;FEM;SG	N;SG
καβάλα	سواری	καβάλος	سواری	PROPN;ACC;FEM;SG	N;SG
αγάλματα	مجسمه	άγαλμα	مجسمه	N;NOM;NEUT;PL	N;SG
ντέιβις	دیویس	ντέιβις	دیویس		N;SG
κόλπος	بای	κόλπος	با	N;NOM;MASC;SG	
κατερίνα	کاترین	κατερίνα	کاترین	PROPN;NOM;FEM;SG	ADJ;RL
ματ	مَت	ματ	مَت	N	
ίση	برابر	ίσος	برابر	N;NOM;FEM;SG	ADP
αναστάσιος	آناستاسیوس	αναστάσιος	آناستاسیوس	ADJ;NOM;MASC;SG	N;SG
μίλαν	میلان	μίλα	None		N;SG
οδυσσέας	اودیسه	οδυσσέας	اودیسه	PROPN;NOM;MASC;SG	N;SG
οδυσσέας	اولیس	οδυσσέας	اولیس	PROPN;NOM;MASC;SG	N;SG
οδυσσέας	ادیسه	οδυσσέας	ادیسه	PROPN;NOM;MASC;SG	N;SG
αυγά	تخم	αυγά	تخم	N;NOM;NEUT;PL	N;SG
σέρβοι	صربها	σέρβος	صرب	PROPN;NOM;MASC;PL	N;PL
στρατόπεδα	اردوگاه	στρατόπεδο	اردوگاه	N;NOM;NEUT;PL	N;SG
κεφάλαια	سوره	κεφάλαιο	سوره	N;NOM;NEUT;PL	N;SG
ζώο	حیوانات	ζώο	حیوان	N;NOM;NEUT;SG	N;PL
ζώο	جانوران	ζώο	جانور	N;NOM;NEUT;SG	N;PL
μοίρες	درجه	μοίρα	درجه	N;NOM;FEM;PL	N;SG
διπλή	دابل	διπλός	دابل	NUM;NOM;FEM;SG	N;SG
διπλή	دوگانه	διπλός	دوگانه	NUM;NOM;FEM;SG	N;SG
διπλή	دوتایی	διπλός	دوتایی	NUM;NOM;FEM;SG	N;SG
ακόλουθες	following	ακόλουθος	following	ADJ;NOM;FEM;PL	
ακόλουθες	ذیل	ακόλουθος	ذیل	ADJ;NOM;FEM;PL	N;SG
αέρια	گس	αέριος	گس	N;NOM;NEUT;PL	N;SG
αέρια	گاز	αέριος	گاز	N;NOM;NEUT;PL	N;SG
έκτη	ششمین	έκτος	ششمین	NUM;NOM;FEM;SG	ADJ;RL
έκτη	ششم	έκτος	ششم	NUM;NOM;FEM;SG	ADJ
έκτη	ششمی	έκτος	ششمی	NUM;NOM;FEM;SG	N;SG
πάολο	پائولو	πάολος	None		N;SG
πάολο	پائولو	πάολος	None		N;SG
μεταρρύθμιση	اصلاحات	μεταρρύθμιση	اصلاح	N;NOM;FEM;SG	N;PL
καθημερινά	daily	καθημερινά	daily	ADV	
καθημερινά	دیلی	καθημερινά	دیلی	ADV	N;SG
αίγυπτος	مصر	αίγυπτος	مصر	PROPN;NOM;NEUT;SG	N;SG
στόμα	دهانت	στόμα	دهانت	N;NOM;NEUT;SG	
κοινοβουλευτική	پارلمانی	κοινοβουλευτικός	پارلمانی	ADJ;NOM;FEM;SG	N;SG
χονγκ	هونگ	χονγκ	هونگ		N;SG
χονγκ	هوانگ	χονγκ	هوانگ		N;SG
χονγκ	هانگ	χονγκ	هانگ		N;SG
χονγκ	هنگ	χονγκ	هنگ		N;SG
κατοικίες	کاشانه	κατοικία	کاشانه	N;NOM;FEM;PL	N;SG
περιστροφή	چرخیده	περιστροφή	چرخید#چرخ	N;NOM;FEM;SG	V;SG;3;V.PTCP
καλαμάτα	کالاماتا	καλαμάτα	کالاماتا	PROPN;ACC;FEM;SG	N;SG
σαρλ	شارل	σαρλ	شارل		N;SG
σαρλ	چارلز	σαρλ	چارلز		N;SG
ενιαία	تکی	ενιαίος	تکی	ADJ;NOM;FEM;SG	N;SG
ενιαία	single	ενιαίος	single	ADJ;NOM;FEM;SG	N;SG
ενιαία	تک	ενιαίος	تک	ADJ;NOM;FEM;SG	N;SG
μπολόνια	بولونیا	μπολόνια	بولونیا	ADV	N;SG
λογοτεχνικό	ادبی	λογοτεχνικός	ادبی	ADJ;NOM;NEUT;SG	N;SG
ταλέντο	استعدادها	ταλέντος	استعداد	N;NOM;NEUT;SG	N;PL
μπάντα	b	μπάντα	b	N;NOM;FEM;SG	INTJ
πέτρο	پتر	πέτρο	پتر	PROPN;ACC;MASC;SG	N;SG
πέτρο	پیتر	πέτρο	پیتر	PROPN;ACC;MASC;SG	N;SG
πέτρο	پطرس	πέτρο	پطرس	PROPN;ACC;MASC;SG	N;SG
πέτρο	پترو	πέτρο	پترو	PROPN;ACC;MASC;SG	N;SG
αποδειχθεί	ثابت	αποδεικνύω	ثابت	V;PFV;NFIN;PASS	ADJ
ατομική	شخصی	ατομικός	شخص	ADJ;NOM;FEM;SG	N;SG
ατομική	فرد	ατομικός	فرد	ADJ;NOM;FEM;SG	N;SG
άρθουρ	آرتور	άρθουρ	آرتور	PROPN;NOM;MASC;SG	N;SG
σκληρή	ظالم	σκληρός	ظالم	ADJ;NOM;FEM;SG	N;SG
σκληρή	ظالمانه	σκληρός	None	ADJ;NOM;FEM;SG	ADV
σκληρή	سخت	σκληρός	سخت	ADJ;NOM;FEM;SG	ADV
σκληρή	عالیست	σκληρός	عالیست	ADJ;NOM;FEM;SG	N;SG
σκληρή	زننده	σκληρός	None	ADJ;NOM;FEM;SG	N;SG
νομικός	قانونی	νομικός	قانونی	ADJ;NOM;MASC;SG	N;SG
νομικός	حقوقی	νομικός	حقوقی	ADJ;NOM;MASC;SG	N;PL
μειώνεται	کاهشی	μειώνω	کاهشی	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
στρώματα	لایه	στρώμα	لایه	N;NOM;NEUT;PL	N;SG
κωδικό	گذرواژه	κωδικός	گذرواژه	ADJ;NOM;NEUT;SG	N;SG
κωδικό	پسورد	κωδικός	پسورد	ADJ;NOM;NEUT;SG	N;SG
εβραίους	یهود	εβραίος	یهود	PROPN;ACC;MASC;PL	N;SG
εβραίους	یهودیان	εβραίος	یهودی	PROPN;ACC;MASC;PL	N;PL
εβραίους	یهودی	εβραίος	یهودی	PROPN;ACC;MASC;PL	N;SG
μαλλιά	موی	μαλλιά	مو	N;NOM;NEUT;PL	N;SG
μαλλιά	مو	μαλλιά	مو	N;NOM;NEUT;PL	N;SG
ναπολέων	ناپلئون	ναπόλη	ناپلئون	PROPN;NOM;MASC;SG	N;SG
ειδικός	متخصص	ειδικός	متخصص	ADJ;NOM;MASC;SG	N;SG
ειδικός	متخصص	ειδικός	متخصص	ADJ;NOM;MASC;SG	N;SG
ειδικός	کارشناس	ειδικός	کارشناس	ADJ;NOM;MASC;SG	N;SG
ειδικός	expert	ειδικός	expert	ADJ;NOM;MASC;SG	N;SG
ομοίως	همچنین	ομοίως	همچنین	ADV	CONJ
ομοίως	ایضا	ομοίως	ایضا	ADV	
παιδικά	کودکی	παιδικά	None	N;NOM;NEUT;PL	N;SG
παιδικά	بچگی	παιδικά	بچگی	N;NOM;NEUT;PL	N;SG
βούλγαροι	بلغاری	βούλγαρος	بلغاری	PROPN;NOM;MASC;PL	N;SG
ζητώντας	پرسیدن	ζητώ	پرسیدن	V;IPFV;V.CVB;ACT	N;SG
αμμοχώστου	فاماگوستا	αμμόχωστος	فاماگوستا	PROPN;GEN;FEM;SG	N;SG
εκτελέστηκε	اعدام	εκτελώ	None	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
πιερ	پیر	πιερ	پیر	PROPN;NOM;MASC;SG	N;SG
πιερ	پییر	πιερ	پییر	PROPN;NOM;MASC;SG	N;SG
έντονες	شدید	έντονος	شدید	ADJ;NOM;FEM;PL	N;SG
αναγνώρισε	تصدیق	αναγνωρίζω	تصدیق	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
μετανάστες	مهاجر	μετανάστης	مهاجر	N;NOM;MASC;PL	N;SG
δοκιμές	آزمون	δοκιμή	آزمون	N;NOM;FEM;PL	N;SG
δοκιμές	آزمودن	δοκιμή	آزمودن	N;NOM;FEM;PL	N;SG
δοκιμές	آزمایش	δοκιμή	آزمایش	N;NOM;FEM;PL	N;SG
δοκιμές	تست	δοκιμή	None	N;NOM;FEM;PL	N;SG
μυαλό	مغزها	μυαλός	مغز	N;NOM;NEUT;SG	N;PL
μυαλό	مغزهای	μυαλός	مغز	N;NOM;NEUT;SG	N;PL
μπεν	بن	μπεν	بن		
μπεν	بِن	μπεν	بِن		
εγκατασταθεί	نصب	εγκαθιστώ	نصب	V;PFV;NFIN;PASS	N;SG
ψήφοι	رای	ψήφος	None		N;SG
ψήφοι	رأی	ψήφος	رأی		N;SG
αρνητική	نگاتیو	αρνητικός	نگتیو	ADJ;NOM;FEM;SG	N;SG
αγόρασε	بخرم	αγοράζω	خرم	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;1;PRS
αγόρασε	خرید	αγοράζω	خرید	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
αγόρασε	بخرید	αγοράζω	رسید#خر	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;PL;2;PRS
αγόρασε	خریدم	αγοράζω	خریدم	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;1;PST
αγόρασε	خریدی	αγοράζω	خرید#خر	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;2;PST
μπράουν	قهوهای	μπράω	قهو		N;PL
μπράουν	براون	μπράω	براون		N;SG
μπράουν	براون	μπράω	براون		N;SG
τραυματίστηκε	مجروح	τραυματίζω	مجروح	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
τραυματίστηκε	مصدوم	τραυματίζω	مصدوم	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
τραυματίστηκε	زخمی	τραυματίζω	None	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
χιλής	شیلی	χιλός	شیلی	PROPN;GEN;FEM;SG	N;SG
χιλής	شیلی	χιλός	شیلی	PROPN;GEN;FEM;SG	N;SG
μαθητών	مردمک	μαθητής	مردمک	N;GEN;MASC;PL	N;SG
πιέρ	پیر	πιέρ	پیر	PROPN;NOM;MASC;SG	N;SG
πιέρ	پییر	πιέρ	پییر	PROPN;NOM;MASC;SG	N;SG
προσπαθώντας	تلاش	προσπαθώ	تلاش	V;IPFV;V.CVB;ACT	N;SG
προσπαθώντας	سعی	προσπαθώ	سعی	V;IPFV;V.CVB;ACT	N;SG
φρανσίσκο	فرانسیسکو	φρανσίσκο	فرانسیسکو		N;SG
φρανσίσκο	فرانچسکو	φρανσίσκο	فرانچسکو		N;SG
αναγνώστη	خوانندگان	αναγνώστης	خواننده	N;VOC;MASC;SG	N;PL
διαταραχές	ناآرامی	διαταραχή	ناآرامی	N;NOM;FEM;PL	N;SG
χειρουργική	جراحی	χειρουργικός	جراحی	ADJ;NOM;FEM;SG	N;SG
χειρουργική	جراحی	χειρουργικός	جراحی	ADJ;NOM;FEM;SG	N;SG
ιούνιος	ژوئن	ιούνιος	None	ADJ;NOM;MASC;SG	N;SG
ιούνιος	june	ιούνιος	june	ADJ;NOM;MASC;SG	
λένιν	لنین	λένω	لنین	PROPN;NOM;MASC;SG	N;SG
δράσεις	کنش	δράση	None	N;NOM;FEM;PL	N;SG
λιθουανίας	لیتوانی	λιθουανία	لیتوانی	PROPN;GEN;FEM;SG	N;SG
διατάξεις	آذوقه	διάταξη	آذوقه	N;NOM;FEM;PL	N;SG
κόπα	کوپا	κόπα	کوپا		N;SG
ασθενής	بیمار	ασθενής	بیمار	ADJ;NOM;MASC;SG	N;SG
ασθενής	صبور	ασθενής	None	ADJ;NOM;MASC;SG	N;SG
ασθενής	صبر	ασθενής	None	ADJ;NOM;MASC;SG	N;SG
ασθενής	استقامت	ασθενής	None	ADJ;NOM;MASC;SG	N;SG
επισκέφθηκε	بازدید	επισκέπτομαι	None	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
ειρηνικό	آرام	ειρηνικός	آرام	ADJ;NOM;NEUT;SG	ADV
ξαφνικά	یهویی	ξαφνικά	یهویی	ADV	
καναδάς	کانادا	καναδάς	کانادا	PROPN;NOM;FEM;SG	N;SG
ανάγκασε	اجباری	αναγκάζω	اجباری	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
ανάγκασε	اجبار	αναγκάζω	اجبار	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
οργανικές	آلی	οργανικός	آلی	ADJ;NOM;FEM;PL	N;SG
οργανικές	ارگانیک	οργανικός	ارگانیک	ADJ;NOM;FEM;PL	N;SG
ανώτερη	مافوق	ανώτερος	مافوق	ADJ;NOM;FEM;SG	N;SG
μπαχ	باخ	μπαχ	باخ		N;SG
μπαχ	بچ	μπαχ	بچ		
βαυαρίας	باواریا	βαυαρία	باواریا	PROPN;GEN;FEM;SG	N;SG
τέιλορ	تیلر	τέιλορ	تیلر		N;SG
τέιλορ	تایلور	τέιλορ	تایلور		N;SG
τέιλορ	تیلور	τέιλορ	تیلور		N;SG
δημοσιεύθηκε	پست	δημοσιεύω	پست	V;PFV;IND;SG;3;PST;FIN;PASS	N;SG
επόμενος	بعدی	επόμενος	بعد	ADJ;NOM;MASC;SG	N;SG
επόμενος	next	επόμενος	next	ADJ;NOM;MASC;SG	N;SG
βασιλέων	کینگز	βασίλει	کینگز	N;GEN;MASC;PL	N;SG
μάλτα	مالت	μάλτα	مالت	PROPN;ACC;FEM;SG	N;SG
μακ	مکینتاش	μακ	مکینتاش		N;SG
μακ	mac	μακ	mac		N;SG
μακ	مک	μακ	مک		N;SG
μακ	ماک	μακ	ماک		N;SG
παρακολούθηση	پایش	παρακολούθηση	پایش	N;ACC;FEM;SG	
αρνητικά	نگاتیو	αρνητικά	نگتیو	ADV	N;SG
αρνητικά	منفی	αρνητικά	منفی	ADV	ADJ
διατηρήσει	حفظ	διατηρώ	حفظ	V;PFV;IND;SG;3;FIN;ACT	N;SG
μαζική	مسیو	μαζικός	مسیو	ADJ;NOM;FEM;SG	N;SG
ετήσιο	سالانه	ετήσιος	سالانه	N;NOM;NEUT;SG	ADJ
ετήσιο	سالیانه	ετήσιος	سالیانه	N;NOM;NEUT;SG	ADJ
στάνταρ	استاندارد	στάνταρ	استاندارد	N;GEN;NEUT;PL	N;SG
τάσος	تاسوس	τάσος	تاسوس	PROPN;NOM;MASC;SG	N;SG
χρειαζόταν	لازم	χρειάζομαι	لازم	V;IPFV;IND;SG;3;PST;FIN;PASS	ADJ
χρειαζόταν	نیاز	χρειάζομαι	نیاز	V;IPFV;IND;SG;3;PST;FIN;PASS	N;SG
μόνιμο	پایدار	μόνιμο	پایدار	ADJ;NOM;NEUT;SG	N;SG
μόνιμο	دائم	μόνιμο	دائم	ADJ;NOM;NEUT;SG	
μόνιμο	دائمی	μόνιμο	دائمی	ADJ;NOM;NEUT;SG	N;SG
μόνιμο	دایمی	μόνιμο	دایمی	ADJ;NOM;NEUT;SG	N;SG
μόνιμο	دایم	μόνιμο	داد#ده	ADJ;NOM;NEUT;SG	N;SG
άλφρεντ	آلفرد	άλφρεντ	آلفرد		N;SG
άλφρεντ	الفرد	άλφρεντ	الفرد		N;SG
βαλκάνια	بالکان	βαλκάνια	بالک	N;NOM;NEUT;PL	N;SG
καθαρό	تور	καθερός	تور	ADJ;NOM;NEUT;SG	N;SG
καθαρό	net	καθερός	net	ADJ;NOM;NEUT;SG	N;SG
καθαρό	پاکم	καθερός	پاکم	ADJ;NOM;NEUT;SG	N;SG
δρόμοι	خیابان	δρόμος	خیابان	N;NOM;MASC;PL	N;SG
αφιερωμένη	وقف	αφιερώνω	وقف	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
πώληση	sale	πώληση	sale	N;NOM;FEM;SG	
ελάχιστες	کمترین	ελάχιστος	کم	ADJ;NOM;CMPR;FEM;PL	ADJ;RL
ελάχιστες	کمینه	ελάχιστος	کمینه	ADJ;NOM;CMPR;FEM;PL	
δύσκολα	سختی	δύσκολα	سختی	ADV	N;SG
δύσκολα	دشوار	δύσκολα	دشوار	ADV	ADJ
συνεχής	مداوم	συνεχής	مداوم	ADJ;NOM;FEM;SG	N;SG
συνεχής	پیوسته	συνεχής	پیوسته	ADJ;NOM;FEM;SG	N;SG
ρότζερ	روژه	ρότζερ	روژه		N;SG
ρότζερ	راجر	ρότζερ	راجر		N;SG
πόρτα	در	πόρτα	در	N;ACC;FEM;SG	ADP
ρόδο	رز	ρόδος	رز	PROPN;ACC;FEM;SG	N;SG
ρόδο	رُز	ρόδος	رُز	PROPN;ACC;FEM;SG	N;SG
ρόδο	رودز	ρόδος	رودز	PROPN;ACC;FEM;SG	N;SG
μεταρρυθμίσεις	اصلاح	μεταρρύθμιση	اصلاح	N;NOM;FEM;PL	N;SG
αλί	علی	αλί	علی		N;SG
αλί	ali	αλί	ali		N;SG
ηρόδοτος	هرودوت	ηρόδοτος	هرودوت	PROPN;NOM;MASC;SG	N;SG
δισεκατομμύρια	میلیارد	δισεκατομμύριο	میلیارد	N;NOM;NEUT;PL	N;SG
δισεκατομμύρια	بیلیون	δισεκατομμύριο	بیلیون	N;NOM;NEUT;PL	N;SG
δισεκατομμύρια	میلیارد	δισεκατομμύριο	میلیارد	N;NOM;NEUT;PL	N;SG
