les	az	le	az	DET;DEF;PL	
canon	cannon	canon	cannon	N;MASC;SG	
anthony	anthony	anthony	anthony	PROPN	
anthony	antal	anthony	antal	PROPN	
active	aktív	actif	aktív	ADJ;FEM;SG	
active	aktívak	actif	aktív	ADJ;FEM;SG	N;NOM;PL
organisée	igazgatja	organiser	igazgat	V;FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PRS;FIN;ACT
ali	ali	ali	ali	PROPN	
sculpture	szobrok	sculpture	szobor	N;FEM;SG	N;NOM;PL
chance	chance	chance	chance	N;FEM;SG	
chance	szerencse	chance	szerencse	N;FEM;SG	
attendre	várakozás	attendre	várakozás	V;NFIN	N;NOM;SG
samuel	samuel	samuel	samuel	N;MASC;SG	
dir	dir	dir	dir	PROPN	
avignon	avignon	avignon	avignon	PROPN	
amsterdam	amsterdam	amsterdam	amsterdam	PROPN	N;NOM;SG
amsterdam	amszterdam	amsterdam	amszterdam	PROPN	V;INDF;IND;SG;3;PRS;FIN;ACT
amsterdam	amszterdami	amsterdam	amszterdami	PROPN	
sophie	sophie	sophie	sophie	N;FEM;SG	
enregistrement	nyilvántartási	enregistrement	nyilvántartási	N;MASC;SG	ADJ;NOM;SG
davis	davis	davis	davis	PROPN	
quotidien	mindennap	quotidien	mindennap	ADJ;MASC;SG	
quotidien	mindennapi	quotidien	mindennapi	ADJ;MASC;SG	
quotidien	naponta	quotidien	naponta	ADJ;MASC;SG	
quotidien	napi	quotidien	napi	ADJ;MASC;SG	
leader	vezér	leader	vezér	N;MASC;SG	
leader	leader	leader	leader	N;MASC;SG	
leader	vezető	leader	vezető	N;MASC;SG	
auto	auto	auto	auto	N;MASC;SG	
auto	automata	auto	automata	N;MASC;SG	
spécifique	konkrét	spécifique	konkrét	ADJ;MASC;SG	
peau	peau	peau	peau	N;FEM;SG	
ferdinand	ferdinand	ferdinand	ferdinand	PROPN	
duo	duó	duo	duó	N;MASC;SG	
impossible	lehetetlen	impossible	lehetetlen	ADJ;MASC;SG	
ukraine	ukrajna	ukrainer	ukrajna	ADJ;FEM;SG	PROPN;NOM;SG
maine	maine	maine	maine	N;MASC;SG	
vieille	idős	vieux	idős	ADJ;FEM;SG	
vieille	régit	vieux	régit	ADJ;FEM;SG	N;ACC;SG
vieille	régi	vieux	régi	ADJ;FEM;SG	
vieille	öreg	vieux	öreg	ADJ;FEM;SG	
vieille	régiek	vieux	régiek	ADJ;FEM;SG	N;NOM;PL
vieille	vieille	vieux	vieille	ADJ;FEM;SG	
incendie	tűz	incendie	tűz	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
acide	lsd	acide	lsd	N;MASC;SG	
acide	savas	acide	savas	N;MASC;SG	
gilbert	gilbert	gilbert	gilber	N;MASC;SG	
succession	öröklési	succession	öröklési	N;FEM;SG	ADJ;NOM;SG
kevin	kevin	kevin	kév	PROPN	PROPN;NOM;SG
kim	kim	kim	kim	PROPN	
madeleine	madeleine	madeleine	madeleine	N;FEM;SG	N;NOM;PL
madeleine	magdolna	madeleine	magdol	N;FEM;SG	
utile	hasznos	utile	hasznos	ADJ;MASC;SG	
utile	segítőkész	utile	segítőkész	ADJ;MASC;SG	
utile	hasznos	utile	hasznos	ADJ;MASC;SG	
saut	ugorj	saut	ugorj	N;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
saut	skip	saut	skip	N;MASC;SG	
saut	ugrál	saut	ugrál	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
pré	pré	pré	pré	N;MASC;SG	
pré	meadow	pré	meadow	N;MASC;SG	
enceinte	terhes	enceinte	terhes	N;FEM;SG	
pouvez	tud	pouvoir	tud	V;IMP;PL;2;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
pouvez	can	pouvoir	can	V;IMP;PL;2;PRS;FIN	
pouvez	lehet	pouvoir	lesz	V;IMP;PL;2;PRS;FIN	V;INDF;POT;SG;3;PRS;FIN;ACT
hugo	hugo	hugo	hugo	PROPN	PROPN;NOM;SG
sacré	szent	sacrer	szent	V;MASC;SG;PST;V.PTCP	
sacré	szent	sacrer	szent	V;MASC;SG;PST;V.PTCP	
régulière	rendszeres	régulier	rendszeres	ADJ;FEM;SG	
régulière	normál	régulier	normál	ADJ;FEM;SG	
sortir	kilépés	sortir	kilépés	V;NFIN	
sortir	kilépő	sortir	kilépő	V;NFIN	
sortir	kijárat	sortir	kijárat	V;NFIN	N;NOM;SG
sortir	ki	sortir	ki	V;NFIN	PRO;NOM;SG;3
stephen	stephen	stephen	stephen	PROPN	
stephen	istván	stephen	istván	PROPN	
sociaux	társadalmi	social	társadalmi	ADJ;MASC;PL	ADJ;NOM;SG
sociaux	szociális	social	szociális	ADJ;MASC;PL	N;NOM;SG
athènes	athéni	athène	athéni	PROPN	ADJ;NOM;SG
urbain	urbain	urbain	urbai	ADJ;MASC;SG	
xiii	xiii	xiii	xiii	NUM	N;NOM;SG
clermont	clermont	clermont	clermont	N;MASC;SG	
essentiel	nélkülözhetetlen	essentiel	nélkülözhetetlen	ADJ;MASC;SG	
essentiel	lényeges	essentiel	lényeges	ADJ;MASC;SG	
essentiel	alapvető	essentiel	alapvető	ADJ;MASC;SG	
essentiel	essentials	essentiel	essentials	ADJ;MASC;SG	N;NOM;SG
stéphane	stéphane	stéphane	stéphane	PROPN	
stéphane	stephen	stéphane	stephen	PROPN	
stéphane	istván	stéphane	istván	PROPN	
stéphane	stefan	stéphane	stefan	PROPN	
stéphane	stephan	stéphane	stephan	PROPN	
stéphane	steven	stéphane	steven	PROPN	
laboratoire	laboratóriumi	laboratoire	laboratóriumi	N;MASC;SG	ADJ;NOM;SG
primaire	primer	primaire	primer	ADJ;MASC;SG	
tuer	gyilkolás	tuer	gyilkolás	V;NFIN	N;NOM;SG
logique	logikai	logique	logikai	ADJ;FEM;SG	N;NOM;SG
logique	logikus	logique	logikus	ADJ;FEM;SG	
logique	logika	logique	logika	ADJ;FEM;SG	N;NOM;SG
logique	logikai	logique	logikai	ADJ;FEM;SG	N;NOM;SG
xavier	xavier	xavier	xavier	PROPN	PROPN;NOM;SG
orgue	orgona	orgue	orgona	N;MASC;SG	
orgue	szerv	orgue	szerv	N;MASC;SG	
quasi	majdnem	quasi	majdnem	ADV	
quasi	kvázi	quasi	kvázi	ADV	
habitat	élőhelyek	habitat	élőhely	N;MASC;SG	N;NOM;PL
breton	breton	breton	breton	N;MASC;SG	
souris	egerek	souris	eger	N;FEM;SG	N;NOM;PL
souris	eger	souris	eger	N;FEM;SG	PROPN;NOM;SG
taylor	taylor	taylor	taylor	PROPN	
quinze	tizenöt	quinze	tizenöt	NUM	
quinze	fifteen	quinze	fifteen	NUM	
mérite	megérdemlik	mériter	meg+érdemll	ADJ;MASC;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
mérite	érdem	mériter	érdem	ADJ;MASC;SG	N;NOM;SG
mérite	megérdemli	mériter	megérdemli	ADJ;MASC;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
jérôme	jérôme	jérôme	jérem	PROPN	
jérôme	jerome	jérôme	jerome	PROPN	PROPN;NOM;SG
assistant	segéd	assistant	segéd	N;MASC;SG	
bavière	bajor	bavière	bajor	PROPN	
bavière	bajorország	bavière	bajorország	PROPN	N;NOM;SG
marié	házas	marier	házas	V;MASC;SG;PST;V.PTCP	
marié	házasok	marier	házas	V;MASC;SG;PST;V.PTCP	N;NOM;PL
satellite	műholdas	satellite	műholdas	N;MASC;SG	
samedi	szombati	samedi	szombati	N;MASC;SG	
alan	alan	alan	alan	PROPN	
chili	chili	chili	chili	N;MASC;SG	
chili	chilei	chili	chilei	N;MASC;SG	ADJ;NOM;SG
chili	chile	chili	chile	N;MASC;SG	
carlo	carlo	carlo	carlo	PROPN	
boîte	box	boîte	box	N;FEM;SG	
boîte	rovat	boîte	rovat	N;FEM;SG	
légèrement	enyhén	légèrement	enyhén	ADV	
légèrement	kissé	légèrement	kissé	ADV	
légèrement	kevéssé	légèrement	kevéssé	ADV	
alice	alice	alice	alice	N;FEM;SG	
las	las	el	las	PROPN	
saxe	saxe	saxe	sax	PROPN	
saxe	sachsen	saxe	sachsen	PROPN	
saxe	szászország	saxe	szászország	PROPN	
saxe	szász	saxe	szász	PROPN	
comprenant	beleértve	comprendre	bele+értv	V;PRS;V.PTCP	ADV;V.CVB
intermédiaire	köztes	intermédiaire	köztes	N;MASC;SG	
intermédiaire	közvetítő	intermédiaire	közvetítő	N;MASC;SG	ADJ;NOM;SG
distinctions	kitüntetés	distinction	kitüntetés	N;FEM;PL	N;NOM;SG
distinctions	megkülönböztetés	distinction	megkülönböztetés	N;FEM;PL	N;NOM;SG
distinctions	különbséget	distinction	különbség	N;FEM;PL	N;ACC;SG
distinctions	gála	distinction	gála	N;FEM;PL	N;NOM;SG
remarque	hirdetmény	remarque	hirdetmény	N;FEM;SG	
rapports	adatszolgáltatás	rapport	adatszolgáltatás	N;MASC;PL	N;NOM;SG
rapports	jelentés	rapport	jelentés	N;MASC;PL	N;NOM;SG
rapports	jelenteni	rapport	jelent	N;MASC;PL	V;NFIN;ACT
circulation	forgalomba	circulation	forgalom	N;FEM;SG	
australien	ausztrál	australien	ausztrál	ADJ;MASC;SG	
australien	ausztrál	australien	ausztrál	ADJ;MASC;SG	
australien	ausztrália	australien	ausztrália	ADJ;MASC;SG	N;NOM;SG
chinoise	kínai	chinois	kínai	ADJ;FEM;SG	
chinoise	kínaiak	chinois	kínai	ADJ;FEM;SG	N;NOM;PL
tournage	lő	tournage	lő	N;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
pierres	stones	pierre	stones	N;FEM;PL	N;NOM;SG
pierres	kő	pierre	kő	N;FEM;PL	N;NOM;SG
pierres	stone	pierre	stone	N;FEM;PL	PROPN;NOM;SG
universitaires	akadémiai	universitaire	akadémiai	ADJ;MASC;PL	N;NOM;SG
équivalent	megfelelője	équivalent	megfelelő	ADJ;MASC;SG	N;NOM;SG
aviation	légiközlekedési	aviation	légiközlekedési	N;FEM;SG	ADJ;NOM;SG
journaux	újság	journal	újság	N;MASC;PL	N;NOM;SG
chrétiens	keresztény	chrétien	keresztény	N;MASC;PL	
chrétiens	christian	chrétien	christian	N;MASC;PL	
syndicat	union	syndicat	union	N;MASC;SG	
syndicat	unió	syndicat	unió	N;MASC;SG	PROPN;NOM;SG
syndicat	unión	syndicat	unió	N;MASC;SG	
syndicat	uniós	syndicat	uniós	N;MASC;SG	ADJ;NOM;SG
lewis	lewis	lewi	lewis	PROPN	
menace	fenyegető	menace	fenyegető	N;FEM;SG	
menace	fenyeget	menace	fenyeget	N;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
menace	fenyegetések	menace	fenyegetés	N;FEM;SG	N;NOM;PL
menace	veszélyek	menace	veszély	N;FEM;SG	N;NOM;PL
crois	hiszem	croire	hisz	INTJ	V;DEF;IND;SG;1;PRS;FIN;ACT
crois	higgy	croire	higgy	INTJ	V;INDF;IND;SG;1;PRS;FIN;ACT
poursuite	vád	poursuite	vád	N;FEM;SG	
basque	baszk	basque	baszk	ADJ;MASC;SG	
mans	mans	mans	mans	N;MASC;SG	
lot	sok	lot	sok	N;MASC;SG	
débit	flow	débit	flow	N;MASC;SG	
commissaire	komisszár	commissaire	komisszár	N;MASC;SG	
araignées	pókok	araignée	pók	V;FEM;PL;PST;V.PTCP	N;NOM;PL
employé	alkalmazottak	employer	alkalmazott	V;MASC;SG;PST;V.PTCP	N;NOM;PL
employé	munkavállaló	employer	munkavállaló	V;MASC;SG;PST;V.PTCP	N;NOM;SG
employé	munkatárs	employer	munkatárs	V;MASC;SG;PST;V.PTCP	N;NOM;SG
manifestations	tüntetés	manifestation	tüntetés	N;FEM;PL	N;NOM;SG
installé	telepítve	installer	telepítve	V;MASC;SG;PST;V.PTCP	N;NOM;SG
arabes	arab	arabe	arab	ADJ;MASC;PL	
arabes	arab	arabe	arab	ADJ;MASC;PL	
arabes	arabul	arabe	arab	ADJ;MASC;PL	
arabes	arab	arabe	arab	ADJ;MASC;PL	
arabes	arabok	arabe	arab	ADJ;MASC;PL	N;NOM;PL
conserver	megőrzése	conserver	megőrzés	V;NFIN	N;NOM;SG
reprendre	folytatás	reprendre	folytatás	V;NFIN	N;NOM;SG
conseils	tipp	conseil	tipp	N;MASC;PL	N;NOM;SG
conseils	tanácsadás	conseil	tanácsadás	N;MASC;PL	N;NOM;SG
conseils	tanács	conseil	tanács	N;MASC;PL	N;NOM;SG
conseils	tanácsot	conseil	tanács	N;MASC;PL	N;ACC;SG
latine	latin	latin	latin	ADJ;FEM;SG	
latine	latinul	latin	latinul	ADJ;FEM;SG	
andrew	andrás	andrew	andrás	PROPN	PROPN;NOM;SG
andrew	andrew	andrew	andrew	PROPN	
diamètre	átmérőjű	diamètre	átmérőjű	N;MASC;SG	ADJ;NOM;SG
peintures	festék	peinture	festék	N;FEM;PL	N;NOM;SG
peintures	fest	peinture	fest	N;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
peintures	festés	peinture	festés	N;FEM;PL	N;NOM;SG
peintures	festmény	peinture	festmény	N;FEM;PL	N;NOM;SG
conduite	vezet	conduire	vezet	V;FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
conduite	vezetés	conduire	vezetés	V;FEM;SG;PST;V.PTCP	N;NOM;SG
conduite	vezetési	conduire	vezetési	V;FEM;SG;PST;V.PTCP	ADJ;NOM;SG
franchise	franchise	franchise	franchise	N;FEM;SG	
franchise	levonható	franchise	levonható	N;FEM;SG	ADJ;NOM;SG
iran	iráni	iran	iráni	PROPN	
iran	irán	iran	irán	PROPN	PROPN;NOM;SG
blessés	sérült	blesser	sérül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessés	megsérült	blesser	meg+sérül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessés	sérült	blesser	sérül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessés	sebesült	blesser	sebesül	V;MASC;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blessés	sérülés	blesser	sérülés	V;MASC;PL;PST;V.PTCP	N;NOM;SG
blessés	sérülések	blesser	sérülés	V;MASC;PL;PST;V.PTCP	N;NOM;PL
maîtres	masters	maître	masters	N;MASC;PL	
représenté	képviselt	représenter	képvisel	V;MASC;SG;PST;V.PTCP	
expositions	kiállítás	exposition	kiállítás	N;FEM;PL	N;NOM;SG
expositions	bemutató	exposition	bemutató	N;FEM;PL	
expositions	kiállítása	exposition	kiállítás	N;FEM;PL	N;NOM;SG
naples	nápolyi	naple	nápolyi	PROPN	
naples	nápoly	naple	nápoly	PROPN	
naples	napoli	naple	napoli	PROPN	N;NOM;SG
naples	nápoly	naple	nápoly	PROPN	
actives	aktív	actif	aktív	ADJ;FEM;PL	
actives	aktívak	actif	aktív	ADJ;FEM;PL	N;NOM;PL
prague	prága	prague	prága	PROPN	PROPN;NOM;SG
prague	prágai	prague	prágai	PROPN	
administratif	adminisztratív	administratif	adminisztratív	ADJ;MASC;SG	N;NOM;SG
lausanne	lausanne	lausanne	laus	PROPN	
crime	bűncselekmények	crime	bűncselekmény	N;MASC;SG	N;NOM;PL
chrétienne	keresztény	chrétien	keresztény	ADJ;FEM;SG	
chrétienne	christian	chrétien	christian	ADJ;FEM;SG	
chrétienne	keresztények	chrétien	keresztény	ADJ;FEM;SG	N;NOM;PL
américaines	amerikai	américain	amerikai	ADJ;FEM;PL	ADJ;NOM;SG
respect	megfelelés	respect	megfelelés	N;MASC;SG	
mobile	mobilos	mobile	mobilos	ADJ;MASC;SG	
mobile	mobile	mobile	mobile	ADJ;MASC;SG	
mobile	mobil	mobile	mobil	ADJ;MASC;SG	
bientôt	nemsokára	bientôt	nemsoka	ADV	N;ON+ALL;SG
vendredi	péntek	vendredi	pén	N;MASC;SG	
vendredi	pénteki	vendredi	pénteki	N;MASC;SG	
spéciale	különleges	spécial	különleges	ADJ;FEM;SG	
commentaire	hozzászólás	commentaire	hozzászólás	N;MASC;SG	
véhicule	járművek	véhicule	jármű	N;MASC;SG	N;NOM;PL
della	della	della	della	PROPN	
irlandais	írek	irlandais	ír	ADJ;MASC;SG	N;NOM;PL
irlandais	írország	irlandais	írország	ADJ;MASC;SG	N;NOM;SG
irlandais	ír	irlandais	ír	ADJ;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
catholiques	katolikus	catholique	katolikus	ADJ;MASC;PL	
catholiques	katolikusok	catholique	katolikus	ADJ;MASC;PL	N;NOM;PL
catholiques	katolikusok	catholique	katolikus	ADJ;MASC;PL	N;NOM;PL
rare	ritka	rare	ritka	ADJ;MASC;SG	
transfert	áthelyezés	transfert	áthelyezés	N;MASC;SG	
blessé	sérültek	blesser	sérül	V;MASC;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
blessé	fáj	blesser	fáj	V;MASC;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
aile	wing	aile	wing	N;FEM;SG	
carré	carré	carré	carré	N;MASC;SG	
carré	square	carré	sóuar	N;MASC;SG	
carré	szögletes	carré	szögletes	N;MASC;SG	
carré	négyzetes	carré	négyzetes	N;MASC;SG	ADJ;NOM;SG
carré	négyzet	carré	négyzet	N;MASC;SG	
carré	négyzet	carré	négyzet	N;MASC;SG	
dimension	méretek	dimension	méret	N;FEM;SG	N;NOM;PL
dimension	méretei	dimension	méretei	N;FEM;SG	N;NOM;PL
juive	zsidó	juif	zsidó	ADJ;FEM;SG	
juive	zsidók	juif	zsidó	ADJ;FEM;SG	N;NOM;PL
var	var	var	var	N;MASC;SG	PROPN;NOM;SG
floride	floridai	floride	floridai	N;FEM;SG	
floride	florida	floride	florida	N;FEM;SG	
fera	will	faire	will	V;IND;SG;3;FUT;FIN	
fera	fog	faire	fog	V;IND;SG;3;FUT;FIN	V;INDF;IND;SG;3;PRS;ACT
fera	akarat	faire	akarat	V;IND;SG;3;FUT;FIN	N;NOM;SG
situés	található	situer	található	V;MASC;PL;PST;V.PTCP	ADJ;NOM;SG
seuil	küszöb	seuil	küszöb	N;MASC;SG	
milliers	ezer	millier	ezer	N;MASC;PL	NUM;NOM;SG
milliers	ezer	millier	ezer	N;MASC;PL	NUM;NOM;SG
loup	loup	loup	loup	N;MASC;SG	
loup	farkas	loup	farkas	N;MASC;SG	
loup	wolf	loup	wolf	N;MASC;SG	
détroit	szoros	détroit	szoros	N;MASC;SG	
détroit	detroiti	détroit	detroiti	N;MASC;SG	
détroit	detroit	détroit	detroit	N;MASC;SG	
mémoires	emlék	mémoire	emlék	N;MASC;PL	N;NOM;SG
mémoires	emlékirat	mémoire	emlékirat	N;MASC;PL	N;NOM;SG
préparation	előkészületek	préparation	előkészület	N;FEM;SG	N;NOM;PL
préparation	előkészületek	préparation	előkészület	N;FEM;SG	N;NOM;PL
préparation	készítmények	préparation	készítmény	N;FEM;SG	N;NOM;PL
classiques	klasszikusokat	classique	klasszikus	ADJ;MASC;PL	N;ACC;PL
classiques	klasszikus	classique	klasszikus	ADJ;MASC;PL	
classiques	klasszikus	classique	klasszikus	ADJ;MASC;PL	
classiques	classic	classique	classic	ADJ;MASC;PL	
minimum	minimum	minimum	minimum	ADJ;MASC;SG	
minimum	minimális	minimum	minimális	ADJ;MASC;SG	
minimum	minimálisan	minimum	minimális	ADJ;MASC;SG	
minimum	minimális	minimum	minimális	ADJ;MASC;SG	
minimum	minimálisan	minimum	minimális	ADJ;MASC;SG	
révolutionnaire	forradalmi	révolutionnaire	forradalmi	ADJ;MASC;SG	
nécessaires	kellett	nécessaire	kell	ADJ;MASC;PL	V;INDF;IND;SG;3;PST;FIN;ACT
nécessaires	szükséges	nécessaire	szükséges	ADJ;MASC;PL	ADJ;NOM;SG
nécessaires	szükséges	nécessaire	szükséges	ADJ;MASC;PL	ADJ;NOM;SG
grave	komoly	grave	komoly	ADJ;MASC;SG	
grave	súlyos	grave	súlyos	ADJ;MASC;SG	
grave	súlyos	grave	súlyos	ADJ;MASC;SG	
grave	sírba	grave	sír	ADJ;MASC;SG	N;IN+ALL;SG
grave	sír	grave	sír	ADJ;MASC;SG	N;NOM;SG
tourne	fordulj	tourner	fordul	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;1;PRS;FIN;ACT
tourne	spin	tourner	spin	V;IND;SG;3;PRS;FIN	
tourne	forgás	tourner	forgás	V;IND;SG;3;PRS;FIN	N;NOM;SG
faute	hibás	faute	hibás	N;FEM;SG	
brunswick	brunswick	brunswick	brunswick	N;MASC;SG	
million	millió	million	millió	N;MASC;SG	NUM;NOM;SG
extrait	részlet	extraire	részlet	V;MASC;SG;PST;V.PTCP	N;NOM;SG
extrait	kivont	extraire	kivont	V;MASC;SG;PST;V.PTCP	
extrait	kivonat	extraire	kivonat	V;MASC;SG;PST;V.PTCP	N;NOM;SG
hill	dombon	hill	dombon	PROPN	N;ON+ESS;SG
hill	domb	hill	domb	PROPN	N;NOM;SG
hill	hegy	hill	hegy	PROPN	N;NOM;SG
hill	dombra	hill	dombra	PROPN	N;ON+ALL;SG
hill	hegyen	hill	hegy	PROPN	N;ON+ESS;SG
hill	hill	hill	hill	PROPN	
rivières	rivers	rivière	rivers	N;FEM;PL	
directe	közvetlen	direct	közvetlen	ADJ;FEM;SG	
directe	direct	direct	direct	ADJ;FEM;SG	N;NOM;SG
directe	egyenes	direct	egyenes	ADJ;FEM;SG	
inférieure	alsó	inférieur	alsó	ADJ;FEM;SG	
inférieure	lejjebb	inférieur	lejj	ADJ;FEM;SG	ADV
inférieure	alsóbbrendű	inférieur	alsóbbrendű	ADJ;FEM;SG	
renommé	átnevezték	renommer	át+nevez	V;MASC;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
renommé	neves	renommer	neves	V;MASC;SG;PST;V.PTCP	
gris	ősz	gris	ősz	N;MASC;SG	
gris	gray	gris	gray	N;MASC;SG	
gris	szürke	gris	szürke	N;MASC;SG	
gris	ősz	gris	ősz	N;MASC;SG	
gris	grey	gris	grey	N;MASC;SG	
gris	szürke	gris	szürke	N;MASC;SG	
aquitaine	aquitaine	aquitaine	aquitaine	ADJ;FEM;SG	
clément	clément	clément	clément	N;MASC;SG	PROPN;NOM;SG
barbara	barbara	barbara	barbara	PROPN	
euro	euro	euro	euro	N;MASC;SG	
léger	fény	léger	fény	ADJ;MASC;SG	N;NOM;SG
léger	light	léger	light	ADJ;MASC;SG	
léger	fényt	léger	fény	ADJ;MASC;SG	N;ACC;SG
disponibles	elérhető	disponible	elérhető	ADJ;MASC;PL	ADJ;NOM;SG
disponibles	rendelhető	disponible	rendelhető	ADJ;MASC;PL	ADJ;NOM;SG
danger	veszélyességi	danger	veszélyességi	N;MASC;SG	ADJ;NOM;SG
désigné	kijelölt	désigner	kijelölt	V;MASC;SG;PST;V.PTCP	
désigné	kijelölt	désigner	kijelölt	V;MASC;SG;PST;V.PTCP	
wilson	wilson	wilson	wilson	PROPN	
plate	platform	plat	platform	ADJ;FEM;SG	
similaire	hasonlóak	similaire	hasonló	ADJ;MASC;SG	ADJ;NOM;PL
similaire	hasonlók	similaire	hasonló	ADJ;MASC;SG	N;NOM;PL
cordes	string	corde	string	N;FEM;PL	N;NOM;SG
cordes	kötél	corde	kötél	N;FEM;PL	N;NOM;SG
cordes	szálat	corde	szálat	N;FEM;PL	N;ACC;SG
golden	golden	golden	golden	N;MASC;SG	
golden	arany	golden	arany	N;MASC;SG	
détail	lakossági	détail	lakossági	N;MASC;SG	ADJ;NOM;SG
détail	részletes	détail	részletes	N;MASC;SG	ADJ;NOM;SG
détail	részletek	détail	részlet	N;MASC;SG	N;NOM;PL
détail	részleteket	détail	részlet	N;MASC;SG	N;ACC;PL
dan	dan	dan	dan	PROPN	PROPN;NOM;SG
matériaux	anyag	matériau	anyag	N;MASC;PL	N;NOM;SG
matériaux	anyaga	matériau	anyag	N;MASC;PL	N;NOM;SG
risques	kockázat	risque	kockázat	N;MASC;PL	N;NOM;SG
risques	kockázat	risque	kockázat	N;MASC;PL	N;NOM;SG
risques	kockázatos	risque	kockázatos	N;MASC;PL	ADJ;NOM;SG
charlotte	charlotte	charlotte	charl	N;FEM;SG	
jury	esküdtek	jury	esküd	N;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
jury	esküdt	jury	esküdt	N;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
anglo	anglo	anglo	anglo	N;MASC;SG	
enseigne	zászlós	enseigner	zászlós	N;FEM;SG	
renommée	neves	renommer	neves	V;FEM;SG;PST;V.PTCP	
renommée	átnevezték	renommer	át+nevez	V;FEM;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
renommée	hírnév	renommer	hírnév	V;FEM;SG;PST;V.PTCP	N;NOM;SG
renommée	hírneve	renommer	hírnev	V;FEM;SG;PST;V.PTCP	N;NOM;SG
renommée	hírnév	renommer	hírnév	V;FEM;SG;PST;V.PTCP	N;NOM;SG
franc	franc	franc	franc	ADJ;MASC;SG	
didier	didier	didier	didier	PROPN	PROPN;NOM;SG
mac	mac	mac	mac	N;MASC;SG	
variété	fajta	variété	fajta	N;FEM;SG	
vendu	eladva	vendre	eladva	V;MASC;SG;PST;V.PTCP	ADV;V.CVB
ford	ford	ford	ford	PROPN	PROPN;NOM;SG
jane	jane	jane	jane	PROPN	
frontières	határ	frontière	határ	N;FEM;PL	N;NOM;SG
frontières	határon	frontière	határ	N;FEM;PL	N;ON+ESS;SG
ailes	szárny	aile	szárny	N;FEM;PL	N;NOM;SG
ailes	szárnyat	aile	szárny	N;FEM;PL	N;ACC;SG
ailes	szárnya	aile	szárny	N;FEM;PL	N;NOM;SG
ailes	wing	aile	wing	N;FEM;PL	
ailes	szárny	aile	szárny	N;FEM;PL	N;NOM;SG
machines	gépezet	machine	gépezet	N;FEM;PL	N;NOM;SG
machines	gép	machine	gép	N;FEM;PL	N;NOM;SG
machines	gép	machine	gép	N;FEM;PL	N;NOM;SG
julie	julie	julie	julie	PROPN	
institution	intézmények	institution	intézmény	N;FEM;SG	N;NOM;PL
donna	donna	donner	donna	V;IND;SG;3;PST;FIN	
caen	caen	caen	caen	PROPN	
varsovie	varsó	varsovie	varsó	PROPN	N;NOM;SG
compter	gróf	compter	gróf	V;NFIN	
compter	visszaszámlálás	compter	visszaszámlálás	V;NFIN	N;NOM;SG
normale	normális	normal	normális	ADJ;FEM;SG	
normale	normál	normal	normál	ADJ;FEM;SG	
pilotes	pilóta	pilote	pilóta	N;MASC;PL	N;NOM;SG
pilotes	pilot	pilote	pilot	N;MASC;PL	
conquête	uralkodj	conquête	uralkodj	N;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
hélène	hélène	hélène	hél	N;FEM;SG	
hélène	helena	hélène	helena	N;FEM;SG	
hélène	ellen	hélène	ellen	N;FEM;SG	ADP
hélène	helene	hélène	hél	N;FEM;SG	
besoins	kell	besoin	kell	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
besoins	szükséges	besoin	szükséges	N;MASC;PL	ADJ;NOM;SG
besoins	kell	besoin	kell	N;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
besoins	szükséglet	besoin	szükséglet	N;MASC;PL	N;NOM;SG
genres	műfaj	genre	műfaj	N;MASC;PL	N;NOM;SG
bref	rövid	bref	rövid	INTJ	
inférieur	alsó	inférieur	alsó	ADJ;MASC;SG	
inférieur	lejjebb	inférieur	lejj	ADJ;MASC;SG	ADV
inférieur	alsóbbrendű	inférieur	alsóbbrendű	ADJ;MASC;SG	
cannes	cannes	canne	cannes	N;FEM;PL	N;NOM;SG
