que	귀하	que	귀하	PRO	
colleita	잘라내기	colleita	잘라내+기	N	V
colleita	자르기	colleita	자르+기	N	V
colleita	빈티지	colleita	빈티지	N	
revolucionario	레볼루션	revolucionario	레볼루션	N	
revolucionario	레벌루션	revolucionario	레벌루션	N	
fixese	심지어	facer	심지어	V	ADV
fixese	조차도	facer	조차도	V	
fixese	그녀	facer	그녀	V	
fixese	그녀의	facer	그녀+의	V	PRO
munición	비어	munición	비+어	N	
abra	오픈	abra	오프+ㄴ	V	
abra	열기	abra	열+기	V	
abra	열립니다	abra	열+어+지+ㅂ니다	V	
abra	열기	abra	열+기	V	
feira	사육제	feira	사육제	N	
feira	마켓	feira	마켓	N	
feira	페어	feira	페+어	N	
verbo	대략	verbo	대략	N	
verbo	이거	verbo	이거	N	
inocentes	무죄	inocente	무죄	ADJ	N
inocentes	innocent	inocente	innocent	ADJ	
inocentes	born	inocente	born	ADJ	
inocentes	출생	inocente	출생	ADJ	N
inocentes	탄생	inocente	탄생	ADJ	N
levala	그녀	levalar	그녀	ADJ	
levala	그녀의	levalar	그녀+의	ADJ	PRO
levala	take	levalar	take	ADJ	
levala	당신은	levalar	당신+은	ADJ	PRO
levala	귀하	levalar	귀하	ADJ	
levala	당신	levalar	당신	ADJ	PRO
corta	잘라	corta	자르+아	V	
corta	삭감	corta	삭감	V	N
corta	chop	corta	chop	V	
corta	모두	corta	모두	V	ADV
corta	전체	corta	전체	V	N
birnley	함께	birnley	함께	PROPN	ADV
movas	거기	movo	거기	N	
movas	거기에	movo	거기+에	N	ADV
movas	움직여	movo	움직이+어	N	
movas	움직임	movo	움직이+ㅁ	N	
movas	아직도	movo	아직도	N	ADV
movas	여전히	movo	여전+히	N	ADV
deixade	중지	deixade	중지	V	N
deixade	중단	deixade	중단	V	N
deixade	정지	deixade	정지	V	N
deixade	이제	deixade	이제	V	
deixade	지금	deixade	지금	V	N
deixade	make	deixade	make	V	
cruz	교차	cruz	교차	N	
cruz	십자	cruz	십자	N	
cruz	크로스	cruz	크로스	N	
michiño	키티	michiño	키티	PROPN	
roudier	사망	roudier	사망	PROPN	N
roudier	데드	roudier	데드	PROPN	
penny	페니	penny	페니	PROPN	
penny	흥미롭다	penny	흥미+롭+다	PROPN	
penny	흥미로운	penny	흥미+롭+ㄴ	PROPN	
penny	재미있는	penny	재미+있+는	PROPN	
penny	성격	penny	성격	PROPN	N
penny	문자	penny	문자	PROPN	N
penny	캐릭터	penny	캐릭터	PROPN	
penny	인물	penny	인물	PROPN	N
separación	분리	separación	분리	N	
colegas	프렌즈	colego	프렌즈	N	
clave	키키	clave	키키	N	
opción	다른	opción	다르+ㄴ	N	ADJ
opción	기회	opción	기회	N	
opción	옵션	opción	옵션	N	
distinta	달라	distinto	달+라	ADJ	
distinta	다름	distinto	다르+ㅁ	ADJ	
vital	생명	vital	생명	ADJ	N
vital	생활	vital	생활	ADJ	N
vital	라이프	vital	라이프	ADJ	
vital	인생	vital	인생	ADJ	N
vital	생활	vital	생활	ADJ	N
curta	최단	curto	최단	ADJ	N
curta	짧게	curto	짧+게	ADJ	
curta	쇼트	curto	쇼트	ADJ	
curta	소설	curto	소설	ADJ	N
figura	그림	figurar	그림	V	N
figura	형태	figurar	형태	V	N
figura	모양	figurar	모양	V	N
figura	타깃	figurar	타깃	V	N
figura	대상	figurar	대상	V	N
figura	타겟	figurar	타산	V	N
figura	bad	figurar	bad	V	
figura	나쁜	figurar	나쁘+ㄴ	V	ADJ
figura	나쁘다	figurar	나쁘+다	V	ADJ
quedamos	당신은	quedar	당신+은	V	PRO
quedamos	귀하	quedar	귀하	V	
quedamos	당신	quedar	당신	V	PRO
quedamos	우리의	quedar	우리+의	V	PRO
expresar	익스프레스	expresar	익스프레스	V	
doutras	다른	doutra	다르+ㄴ	N	ADJ
chegando	출시	chegar	출시	V	N
chegando	coming	chegar	coming	V	
gustou	좋아한	gustar	좋아하+ㄴ	V	
gustou	최고	gustar	최고	V	N
gustou	베스트	gustar	베스트	V	N
gustou	생각	gustar	생각	V	
estrés	스트레스	estrés	스트레스	PROPN	N
afecta	영향받음	afectar	영향받+ㅁ	V	
afecta	영향권	afectar	영향권	V	N
afecta	차이	afectar	차이	V	N
afecta	차이점	afectar	차이점	V	
afecta	make	afectar	make	V	
afecta	알려진	afectar	알리+어+지+ㄴ	V	V
asustada	그녀	asustar	그녀	ADJ	
asustada	그녀는	asustar	그녀+는	ADJ	PRO
asustada	무서워	asustar	무섭+어	ADJ	
concreto	하나	concreto	하나	ADJ	
concreto	특정	concreto	특정	ADJ	
concreto	구체적	concreto	구체+적	ADJ	N
concreto	특정	concreto	특정	ADJ	
concreto	구체	concreto	구체	ADJ	
concreto	아이유	concreto	아이유	ADJ	
concreto	콘크리트	concreto	콘크리트	ADJ	
asasinados	살해	asasinar	살해	V	N
asasinados	살인	asasinar	살인	V	
pareza	표정	pareza	표정	V	N
farán	그들이	facer	그+들+이	V	PRO
farán	그들은	facer	그+들+은	V	PRO
farán	당신은	facer	당신+은	V	PRO
farán	귀하	facer	귀하	V	
farán	당신	facer	당신	V	PRO
sofre	출신	sofrer	출신	V	N
sofre	고통	sofrer	고통	V	N
encontrar	만나	encontrar	만나+아	V	
contén	포함	conter	포함	V	
contén	이거	conter	이거	V	
fiestras	윈도우	fiestra	윈도우	N	
presentes	현재	presente	현재	ADJ	N
presentes	선물	presente	선물	ADJ	N
presentes	국민	presente	국민	ADJ	N
presentes	사람	presente	사람	ADJ	N
presentes	명인	presente	명인	ADJ	
presentes	사람들	presente	사람+들	ADJ	N
criada	하녀	criar	하녀	V	
criada	가정부	criar	가정부	V	N
criada	메이드	criar	메이드	V	
tela	그녀	tel	그녀	N	
tela	그녀의	tel	그녀+의	N	PRO
méxico	멕시코	méxico	멕시코	PROPN	PROPN
navalla	스위스	navalla	스위스	N	PROPN
navalla	나이프	navalla	나이프	N	
navalla	면도날	navalla	면도날	N	
fíxome	made	fíxome	made	V	
fíxome	만든	fíxome	만들+ㄴ	V	
fíxome	got	fíxome	got	V	
encantadora	매력적인	encantador	매력+적+이+ㄴ	ADJ	V
encantadora	매력	encantador	매력	ADJ	N
encantadora	그녀	encantador	그녀	ADJ	
encantadora	그녀는	encantador	그녀+는	ADJ	PRO
encantadora	사랑스러운	encantador	사랑+스럽+ㄴ	ADJ	V
encantadora	러블리	encantador	러블리	ADJ	
encantadora	아주	encantador	아주	ADJ	ADV
encantadora	매우	encantador	매우	ADJ	ADV
encantadora	나이스	encantador	나이스	ADJ	
encantadora	저녁	encantador	저녁	ADJ	N
rodas	휠체어	roda	휠체어	N	
rodas	마차	roda	마차	N	
familiares	익숙한	familiar	익숙+하+ㄴ	ADJ	V
familiares	가족	familiar	가족	ADJ	
familiares	가족과	familiar	가족+과	ADJ	CONJ
familiares	패밀리	familiar	패밀리	ADJ	
familiares	멤버	familiar	멤버	ADJ	
familiares	구성원	familiar	구성원	ADJ	N
familiares	멤버들	familiar	멤버+들	ADJ	N
familiares	친척	familiar	친척	ADJ	N
pasos	발자국	paso	발자국	N	
pasos	스텝	paso	스텝	N	
pasos	걸음	paso	걸음	N	
pasos	스텝	paso	스텝	N	
pasos	걸음	paso	걸음	N	
caixas	그리고	caixa	그리고	N	CONJ
caixas	박스	caixa	박스	N	
ceos	천국	ceos	천국	N	
ceos	킹덤	ceos	킹덤	N	
ceos	하느님	ceos	하느님	N	
ceos	하나님	ceos	하나님	N	PROPN
nadar	수영	nadar	수영	V	N
nadar	수영	nadar	수영	V	N
publicidade	브레이크	publicidade	브레이크	N	
publicidade	break	publicidade	break	N	
pesadelo	bad	pesadelo	bad	N	
pesadelo	나쁜	pesadelo	나쁘+ㄴ	N	ADJ
pesadelo	나쁘다	pesadelo	나쁘+다	N	ADJ
pesadelo	드림	pesadelo	드리+ㅁ	N	
maxia	magic	maxia	magic	N	
maxia	매직	maxia	매직	N	
taller	워크샵	taller	워크샵	N	
taller	워크숍	taller	워크숍	N	
taller	데이	taller	데이	N	
taller	가게	taller	가게	N	
buscas	당신은	busca	당신+은	N	PRO
buscas	귀하	busca	귀하	N	
buscas	당신	busca	당신	N	PRO
inglesa	영어	inglesa	영어	ADJ	
inglesa	잉글리시	inglesa	잉글리시	ADJ	
inglesa	정부	inglesa	정부	ADJ	N
inglesa	브리티시	inglesa	브리티시	ADJ	PROPN
inglesa	영국인	inglesa	영국인	ADJ	N
inglesa	영국	inglesa	영국	ADJ	PROPN
inglesa	타이어	inglesa	타이어	ADJ	
inglesa	철쭉	inglesa	철쭉	ADJ	
atópase	자체	atópar	자체	V	N
atópase	함께	atópar	함께	V	ADV
posúe	소유	posuír	소유	V	
agardamos	기다림	agardar	기다리+ㄹ	V	
agardamos	기다린다	agardar	기다리+ㄴ다	V	
agardamos	기다림	agardar	기다리+ㄹ	V	
agardamos	기다렸다	agardar	기다리+었+다	V	
estúpida	멍청이	estúpido	멍청이	ADJ	
estúpida	바보	estúpido	바보	ADJ	
estúpida	멍청한	estúpido	멍청+하+ㄴ	ADJ	V
estúpida	바보	estúpido	바보	ADJ	
bote	보트	bote	보트	PROPN	N
bote	항아리	bote	항아리	PROPN	
bote	헤이	bote	헤+이	PROPN	
lévame	take	lévame	take	V	
contos	페어리	conto	페어리	N	
mires	표정	mir	표정	V	N
mires	어디서나	mir	어디서나	V	ADV
mires	어디든	mir	어디든	V	
mires	어디든지	mir	어디든지	V	
torre	타워	torre	타우+어	N	
marcos	표시	marco	표시	N	
marcos	마르크	marco	마르크	N	
marcos	마크	marco	마크	N	
marcos	마르크	marco	마르크	N	
marcos	마크스	marco	마크스	N	
marcos	마르코스	marco	마르코스	N	PROPN
chamarei	통화	chamar	통화	V	N
chamarei	전화	chamar	전화	V	N
chamarei	호출	chamar	호출	V	N
chamarei	make	chamar	make	V	
bala	히트	bala	히트	N	
bala	hit	bala	hit	N	
vergonza	당신은	vergonza	당신+은	N	PRO
vergonza	귀하	vergonza	귀하	N	
vergonza	당신	vergonza	당신	N	PRO
vergonza	부끄러운	vergonza	부끄럽+ㄴ	N	
vergonza	부끄러움	vergonza	부끄럽+ㅁ	N	
vergonza	부끄러워	vergonza	부끄럽+어	N	
vergonza	부끄러움	vergonza	부끄럽+ㅁ	N	
mocidade	청년	mocidade	청년	N	
mocidade	젊음	mocidade	젊음	N	
mocidade	청춘	mocidade	청춘	N	
mocidade	영영	mocidade	영영	N	
mocidade	젊은	mocidade	젊+ㄴ	N	ADJ
dareiche	give	dareiche	give	N	
dareiche	당신은	dareiche	당신+은	N	PRO
dareiche	귀하	dareiche	귀하	N	
dareiche	당신	dareiche	당신	N	PRO
móvete	움직여	móvete	움직이+어	PROPN	
móvete	움직임	móvete	움직이+ㅁ	PROPN	
móvete	이동	móvete	이동	PROPN	N
érguete	get	érguete	get	N	
érguete	받기	érguete	받+기	N	V
érguete	rise	érguete	rise	N	
deixarei	떠나	deixar	떠나+아	V	CONJ
deixarei	단지	deixar	단지	V	ADV
deixarei	그냥	deixar	그냥	V	ADV
deixarei	그를	deixar	그+를	V	PRO
duque	듀크	duque	듀크	N	
confío	신뢰	confío	신뢰	V	
confío	신탁	confío	신탁	V	N
confío	don	confío	don	V	
paréceche	알겠습니다	paréceche	알+겠+습니다	PROPN	V
paréceche	좋아요	paréceche	좋+아+요	PROPN	
paréceche	함께	paréceche	함께	PROPN	ADV
paréceche	생각하기	paréceche	생각+하+기	PROPN	V
paréceche	생각	paréceche	생각	PROPN	
paréceche	당신은	paréceche	당신+은	PROPN	PRO
paréceche	귀하	paréceche	귀하	PROPN	
paréceche	당신	paréceche	당신	PROPN	PRO
lealdade	충성	lealdade	충성	N	
ellie	엘리	ellie	엘리	PROPN	
marta	마르타	marto	마르타	N	
levaron	그들이	levar	그+들+이	V	PRO
levaron	그들은	levar	그+들+은	V	PRO
levaron	take	levar	take	V	
levaron	led	levar	led	V	
amodo	느린	amodo	느리+ㄴ	ADV	ADJ
amodo	느려	amodo	느리+어	ADV	
amodo	느리게	amodo	느리+게	ADV	ADJ
amodo	쉽게	amodo	쉽+게	ADV	CONJ
amodo	쉬운	amodo	쉽+ㄴ	ADV	ADJ
amodo	쉬워	amodo	쉽+어	ADV	ADJ
amodo	아쉬운	amodo	아쉽+ㄴ	ADV	ADJ
amodo	부드럽게	amodo	부드럽+게	ADV	
minh	minh	minh	minh	PROPN	
merrill	메릴	merrill	메리+ㄹ	PROPN	
aron	아론	aron	아론	N	
aron	여기	aron	여기	N	PRO
aron	여기에	aron	여기+에	N	ADV
branson	브랜슨	branson	브랜슨	PROPN	PROPN
branson	드라이브	branson	드라이브	PROPN	
seguía	팔로우	seguir	팔로우	V	
seguía	아직도	seguir	아직도	V	ADV
seguía	여전히	seguir	여전+히	V	ADV
pregunteille	그녀	pregunteille	그녀	ADJ	
pregunteille	그녀의	pregunteille	그녀+의	ADJ	PRO
pregunteille	그를	pregunteille	그+를	ADJ	PRO
regresa	다시	regresar	다시	V	ADV
regresa	뒤로	regresar	뒤+로	V	ADV
regresa	get	regresar	get	V	
regresa	반환	regresar	반환	V	N
regresa	리턴	regresar	리턴	V	
cola	코카콜라	cola	코카콜라	N	
cola	콜라	cola	콜라	N	
cola	콜라보	cola	콜라보	N	
cola	그리고	cola	그리고	N	CONJ
cola	라인	cola	라인	N	
axudarnos	도움	axudarno	도움	N	
axudarnos	도움말	axudarno	도움말	N	
axudarnos	동안	axudarno	동안	N	
operación	수술과	operación	수술+과	N	CONJ
operación	하나	operación	하나	N	
benestar	happiness	benestar	happiness	N	
actualmente	현재	actual	현재	ADV	N
actualmente	이제	actual	이제	ADV	
actualmente	지금	actual	지금	ADV	N
actualmente	오늘도	actual	오늘+도	ADV	
actualmente	오늘	actual	오늘	ADV	N
dominante	지배	dominante	지배	ADJ	N
dominante	지배자	dominante	지배자	ADJ	N
dominante	판결	dominante	판결	ADJ	N
once	일레븐	once	일레븐	NUM	
puro	순수한	puro	순수+하+ㄴ	N	V
dalgunha	일부	dalgún	일부	DET	N
dalgunha	친절한	dalgún	친절+하+ㄴ	DET	V
dalgunha	종류	dalgún	종류	DET	N
dalgunha	친절	dalgún	친절	DET	N
dalgunha	어떻게든	dalgún	어떻+게+든	DET	ADV
dalgunha	웨이팅	dalgún	웨이팅	DET	
dalgunha	way	dalgún	way	DET	
dalgunha	웨이	dalgún	웨+이	DET	
pegar	히트	pegar	히트	V	
pegar	hit	pegar	hit	V	
pegar	다시	pegar	다시	V	ADV
pegar	뒤로	pegar	뒤+로	V	ADV
pegar	당신은	pegar	당신+은	V	PRO
pegar	귀하	pegar	귀하	V	
pegar	당신	pegar	당신	V	PRO
verá	gmt	ver	gmt	V	
verá	당신은	ver	당신+은	V	PRO
verá	귀하	ver	귀하	V	
verá	당신	ver	당신	V	PRO
xaponés	일본어	xaponés	일본+어	PROPN	
xaponés	일본	xaponés	일본	PROPN	PROPN
xaponés	일본인	xaponés	일본인	PROPN	
artigos	럭셔리	artigo	럭셔리	N	
artigos	종이	artigo	종이	N	
artigos	페이퍼	artigo	페이퍼	N	
artigos	서류	artigo	서류	N	
ofrecer	쿠폰	ofrecer	쿠폰	V	N
reputación	명성	reputación	명성	N	
nerviosa	긴장감	nervioso	긴장감	ADJ	N
nerviosa	긴장	nervioso	긴장	ADJ	N
nerviosa	당신은	nervioso	당신+은	ADJ	PRO
nerviosa	귀하	nervioso	귀하	ADJ	
nerviosa	당신	nervioso	당신	ADJ	PRO
nerviosa	화나	nervioso	화나	ADJ	
durou	마지막	durar	마지막	V	N
durou	라스트	durar	라스트	V	
bébedo	취해	bébedo	취하+어	N	
bébedo	당신은	bébedo	당신+은	N	PRO
bébedo	귀하	bébedo	귀하	N	
bébedo	당신	bébedo	당신	N	PRO
creación	만들기	creación	만들+기	N	V
pedimos	순서	pedir	순서	V	N
hipótese	기회	hipótese	기회	N	
letras	글자	letra	글자	N	
letras	words	letra	words	N	
letras	단어	letra	단어	N	
letras	쓰기	letra	쓰+기	N	V
letras	글쓰기	letra	글쓰기	N	V
pensen	생각	pensar	생각	V	
pensen	단지	pensar	단지	V	ADV
pensen	그냥	pensar	그냥	V	ADV
pensen	소개	pensar	소개	V	N
pensen	대략	pensar	대략	V	
pensen	그들이	pensar	그+들+이	V	PRO
pensen	그들은	pensar	그+들+은	V	PRO
límites	경계선	límite	경계선	N	
límites	극한	límite	극한	N	
regreso	다시	regreso	다시	N	ADV
regreso	뒤로	regreso	뒤+로	N	ADV
regreso	리턴	regreso	리턴	N	
unido	함께	unir	함께	V	ADV
unido	같이	unir	같이	V	ADV
unido	united	unir	united	V	
unido	유나이티드	unir	유나이티드	V	PROPN
pasara	지출	pasara	지출	V	N
pano	손수건	pano	손수건	N	
pano	커튼	pano	커튼	N	
perde	lose	perder	lose	V	
perde	그녀	perder	그녀	V	
perde	그녀의	perder	그녀+의	V	PRO
boston	보스턴	boston	보스턴	PROPN	PROPN
unicamente	단발	unicamente	단발	ADV	
excelencia	우수	excelencia	우수	N	
excelencia	그레이스	excelencia	그레이스	N	
excelencia	은혜	excelencia	은혜	N	
influencia	영향력	influencia	영향력	N	
facerche	당신은	facerchar	당신+은	V	PRO
facerche	귀하	facerchar	귀하	V	
facerche	당신	facerchar	당신	V	PRO
facerche	make	facerchar	make	V	
pobos	명인	pobo	명인	N	
mercurio	머큐리	mercurio	머큐리	N	
mercurio	함께	mercurio	함께	N	ADV
move	움직여	mover	움직이+어	V	
move	움직임	mover	움직이+ㅁ	V	
move	이동	mover	이동	V	N
move	moves	mover	moves	V	
move	움직임	mover	움직이+ㅁ	V	
move	통해	mover	통하+어	V	CONJ
letra	words	letra	words	N	
letra	단어	letra	단어	N	
deporte	놀기	deporte	놀+기	N	ADJ
deporte	플레이	deporte	플레이	N	
deporte	명성	deporte	명성	N	
deporte	페임	deporte	페임	N	
absoluta	절대	absoluta	절대	N	
irán	이란	ir	이+란	PROPN	
irán	꼴찌	ir	꼴찌	PROPN	
irán	그들이	ir	그+들+이	PROPN	PRO
irán	그들은	ir	그+들+은	PROPN	PRO
fíxose	완료	fíxose	완료	V	N
fíxose	그녀	fíxose	그녀	V	
fíxose	그녀는	fíxose	그녀+는	V	PRO
fíxose	made	fíxose	made	V	
fíxose	만든	fíxose	만들+ㄴ	V	
35	소개	35	소개	NUM	N
35	대략	35	대략	NUM	
muda	변경	muda	변경	V	N
muda	변화	muda	변화	V	N
muda	변경	muda	변경	V	N
muda	변화	muda	변화	V	N
muda	변경	muda	변경	V	N
tendes	당신은	tender	당신+은	V	PRO
tendes	귀하	tender	귀하	V	
tendes	당신	tender	당신	V	PRO
tendes	got	tender	got	V	
deixen	그들	deixar	그+들	V	N
deixen	중지	deixar	중지	V	N
deixen	중단	deixar	중단	V	N
deixen	정지	deixar	정지	V	N
deixen	좌파	deixar	좌파	V	N
deixen	왼쪽	deixar	왼쪽	V	
deixen	아님	deixar	아니+ㅁ	V	
deixen	don	deixar	don	V	
límite	극한	límite	극한	N	
límite	도달	límite	도달	N	
límite	라인	límite	라인	N	
baseada	기반	basear	기반	V	N
baseada	기반으로	basear	기반+으로	V	ADV
baseada	의학	basear	의학	V	N
artistas	스타	artista	스타	N	
decente	정직한	decente	정직+하+ㄴ	ADJ	V
decente	솔직한	decente	솔직+하+ㄴ	ADJ	V
decente	정직하게	decente	정직+하+게	ADJ	CONJ
decente	정직	decente	정직	ADJ	
froita	과일	froita	과일	N	
froita	열매	froita	열매	N	
froita	과일과	froita	과일+과	N	CONJ
froita	과일	froita	과일	N	
froita	과일과	froita	과일+과	N	CONJ
sé	당신은	sé	당신+은	ADV	PRO
sé	귀하	sé	귀하	ADV	
sé	당신	sé	당신	ADV	PRO
sé	성당	sé	성당	ADV	N
sé	대성당	sé	대성당	ADV	N
feridas	상처	ferida	상처	N	
veñas	당신은	ver	당신+은	V	PRO
veñas	귀하	ver	귀하	V	
veñas	당신	ver	당신	V	PRO
veñas	don	ver	don	V	
deixando	떠나	deixar	떠나+아	V	CONJ
deixando	좌파	deixar	좌파	V	N
deixando	왼쪽	deixar	왼쪽	V	
deixando	그리고	deixar	그리고	V	CONJ
deixando	뒤에	deixar	뒤+에	V	ADV
ar	에어	ar	에어	N	
ar	끄기	ar	끄기	N	V
ar	밖에서	ar	밖+에서	N	ADV
ar	외부	ar	외부	N	
caos	혼란	caos	혼란	PROPN	N
caos	혼돈	caos	혼돈	PROPN	N
caos	카오스	caos	카오스	PROPN	
caos	엉망	caos	엉망	PROPN	N
caos	엉망이	caos	엉망+이	PROPN	
negras	검은색	negro	검은색	N	
negras	검정	negro	검정	N	
negras	검정색	negro	검정색	N	
negras	블랙	negro	블랙	N	
negras	소유	negro	소유	N	
vivín	통해	vivir	통하+어	V	CONJ
vivín	주위	vivir	주위	V	N
vivín	주변	vivir	주변	V	N
serven	사용	servir	사용	V	N
serven	이용	servir	이용	V	N
serven	사용하다	servir	사용+하+다	V	
serven	좋다	servir	좋+다	V	ADJ
gando	그리고	gando	그리고	N	CONJ
aprendeu	학습	aprender	학습	V	N
aprendeu	배운	aprender	배우+ㄴ	V	
aprendeu	배운다	aprender	배우+ㄴ다	V	
aprendeu	배워	aprender	배우+어	V	
ponme	make	ponme	make	PROPN	
ponme	give	ponme	give	PROPN	
ponme	끄기	ponme	끄기	PROPN	V
explica	설명	explicar	설명	V	N
explica	설명해주세요	explicar	설명+하+어+주+시+요	V	V
explica	어떻게	explicar	어떻+게	V	CONJ
plásticos	플라스틱	plástico	플라스틱	N	
plásticos	성형외과	plástico	성형외+과	N	CONJ
preferiría	선호	preferir	선호	V	
preferiría	선호	preferir	선호	V	
aviso	당신은	aviso	당신+은	N	PRO
aviso	귀하	aviso	귀하	N	
aviso	당신	aviso	당신	N	PRO
aviso	워드	aviso	워드	N	
aviso	word	aviso	word	N	
aviso	단어	aviso	단어	N	
borracho	취해	borracho	취하+어	N	
n	로스트	n	로스트	N	
n	잃어버린	n	잃+어+버리+ㄴ	N	V
cadáver	데드	cadáver	데드	N	
rompeu	깨짐	rompar	깨+ㅁ	V	V
rompeu	부러진	rompar	부러지+ㄴ	V	
rompeu	깨진	rompar	깨+어+지+ㄴ	V	V
rompeu	생김	rompar	생김	V	
rompeu	그녀	rompar	그녀	V	
rompeu	그녀는	rompar	그녀+는	V	PRO
dígalle	그녀	dígalle	그녀	PROPN	
dígalle	그녀의	dígalle	그녀+의	PROPN	PRO
dígalle	그를	dígalle	그+를	PROPN	PRO
dígalle	당신은	dígalle	당신+은	PROPN	PRO
dígalle	귀하	dígalle	귀하	PROPN	
dígalle	당신	dígalle	당신	PROPN	PRO
voute	당신은	voute	당신+은	V	PRO
voute	귀하	voute	귀하	V	
voute	당신	voute	당신	V	PRO
daría	give	dar	give	V	
louise	루이즈	louise	루이즈	PROPN	PROPN
