der	az	der	az	DET;NOM;DEF;MASC;SG	
mathematiker	matematikusok	mathematiker	matematikus	ADJ	N;NOM;PL
leitet	útmutatók	leiten	útmutató	V;IND;SG;3;PRS;FIN	N;NOM;PL
überarbeitet	átdolgozott	überarbeiten	átdolgozott	V;V.PTCP	
überarbeitet	felül	überarbeiten	felül	V;V.PTCP	
operation	operáció	operation	operáció		N;NOM;SG
operation	művelet	operation	művelet		N;NOM;SG
operation	működés	operation	működés		N;NOM;SG
operation	üzemeltetés	operation	üzemeltetés		N;NOM;SG
operation	műtét	operation	műtét		N;NOM;SG
operation	sebészet	operation	sebészet		N;NOM;SG
reden	beszélő	reden	beszélő	V;NFIN	ADJ;NOM;SG
reden	beszédek	reden	beszéd	V;NFIN	N;NOM;PL
reden	beszélgetés	reden	beszélgetés	V;NFIN	N;NOM;SG
publikationen	kiadás	publikationen	kiadás	N;NOM;FEM;PL	N;NOM;SG
publikationen	kiadó	publikationen	kiadó	N;NOM;FEM;PL	N;NOM;SG
publikationen	közzététel	publikationen	közzététel	N;NOM;FEM;PL	N;NOM;SG
eingebaut	felszerelve	einbauen	felszerelve	V;V.PTCP	ADV;V.CVB
eingebaut	telepítve	einbauen	telepítve	V;V.PTCP	N;NOM;SG
welchen	ami	welch	ami	PRO;NOM;SG	PRO;NOM;SG;3
welchen	melyik	welch	melyik	PRO;NOM;SG	
welchen	mely	welch	mely	PRO;NOM;SG	
welchen	amely	welch	amely	PRO;NOM;SG	PRO;NOM;SG;3
studie	tanulmányok	studie	tanulmány	N;NOM;FEM;SG	N;NOM;PL
zusätzliche	kiegészítő	zusätzlich	kiegészítő	ADJ;NOM;FEM;PL	ADJ;NOM;SG
zusätzliche	kiegészítő	zusätzlich	kiegészítő	ADJ;NOM;FEM;PL	ADJ;NOM;SG
zusätzliche	további	zusätzlich	további	ADJ;NOM;FEM;PL	N;NOM;SG
zusätzliche	extra	zusätzlich	extra	ADJ;NOM;FEM;PL	
schließen	lezárás	schließen	lezárás	V;NFIN	N;NOM;SG
schließen	bezárása	schließen	bezárás	V;NFIN	N;NOM;SG
schließen	szoros	schließen	szoros	V;NFIN	
schließen	közel	schließen	közel	V;NFIN	
schließen	bezárása	schließen	bezárás	V;NFIN	N;NOM;SG
schließen	közeli	schließen	közeli	V;NFIN	
schließen	záró	schließen	záró	V;NFIN	N;NOM;SG
schließen	zárás	schließen	zárás	V;NFIN	N;NOM;SG
schließen	bezár	schließen	bezár	V;NFIN	PROPN;NOM;SG
patienten	páciensek	patient	páciens	V;IND;PL;3;PST;FIN	N;NOM;PL
patienten	betegek	patient	beteg	V;IND;PL;3;PST;FIN	N;NOM;PL
patienten	páciens	patient	páciens	V;IND;PL;3;PST;FIN	N;NOM;SG
patienten	türelmes	patient	türelmes	V;IND;PL;3;PST;FIN	
patienten	beteg	patient	beteg	V;IND;PL;3;PST;FIN	N;NOM;SG
bernd	bernd	bernd	bernd	PROPN;NOM;MASC;SG	
bernd	peter	bernd	peter	PROPN;NOM;MASC;SG	PROPN;NOM;SG
bernd	péter	bernd	péter	PROPN;NOM;MASC;SG	
bernd	michelle	bernd	michelle	PROPN;NOM;MASC;SG	N;NOM;SG
vol	vol	vol	vol	;SG	N;NOM;SG
anlagen	üzemek	anlagen	üz	V;NFIN	N;NOM;PL
anlagen	növények	anlagen	növény	V;NFIN	N;NOM;PL
anlagen	növény	anlagen	növény	V;NFIN	N;NOM;SG
anlagen	létesítmények	anlagen	létesítmény	V;NFIN	N;NOM;PL
anlagen	függelékek	anlagen	függelék	V;NFIN	N;NOM;PL
anlagen	berendezések	anlagen	berendezés	V;NFIN	N;NOM;PL
anlagen	létesítmények	anlagen	létesítmény	V;NFIN	N;NOM;PL
anlagen	berendezés	anlagen	berendezés	V;NFIN	N;NOM;SG
anlagen	berendezések	anlagen	berendezés	V;NFIN	N;NOM;PL
anlagen	felszerelés	anlagen	felszerelés	V;NFIN	N;NOM;SG
anlagen	felszerelések	anlagen	felszerelés	V;NFIN	N;NOM;PL
einwohnerzahl	populáció	einwohnerzahl	populáció	ADJ	N;NOM;SG
einwohnerzahl	népesség	einwohnerzahl	népesség	ADJ	N;NOM;SG
einwohnerzahl	lakosság	einwohnerzahl	lakosság	ADJ	N;NOM;SG
kleineren	kisebbet	klein	kis	ADJ	N;ACC;SG
kleineren	kisebbek	klein	kis	ADJ	PRO;NOM;PL;3
alleine	egyedül	alleine	egyedül	ADV	
alleine	szóló	alleine	szóló	ADV	ADJ;NOM;SG
alleine	solo	alleine	solo	ADV	
alleine	önálló	alleine	önálló	ADV	
linke	bal	linker	bal	ADJ;NOM;FEM;PL	
linke	balra	linker	balra	ADJ;NOM;FEM;PL	
flucht	megszökni	fluchen	meg+szök	N	V;NFIN;ACT
flucht	menekülő	fluchen	menekülő	N	
flucht	megszökni	fluchen	meg+szök	N	V;NFIN;ACT
abt	apát	aben	apa	PROPN	
maschinen	gépezet	maschen	gépezet	N;NOM;FEM;PL	N;NOM;SG
maschinen	gép	maschen	gép	N;NOM;FEM;PL	N;NOM;SG
maschinen	gépekkel	maschen	gép	N;NOM;FEM;PL	N;INS;PL
maschinen	gép	maschen	gép	N;NOM;FEM;PL	N;NOM;SG
verbesserung	javult	verbesserung	javul	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
verbesserung	javított	verbesserung	javít	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
verbesserung	javítások	verbesserung	javítás	N;NOM;FEM;SG	N;NOM;PL
verbesserung	fejlesztések	verbesserung	fejlesztés	N;NOM;FEM;SG	N;NOM;PL
verbesserung	javulást	verbesserung	javulás	N;NOM;FEM;SG	N;ACC;SG
erforderlich	kellett	erforderlich	kell	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
promoviert	doktori	promovieren	doktori	V;V.PTCP	N;NOM;SG
promoviert	phd	promovieren	phd	V;V.PTCP	N;NOM;SG
michel	michel	michel	michel	PROPN;NOM;SG	
vorkommen	előfordulása	vorkommen	előfordulás	V;NFIN	N;NOM;SG
vorbild	model	vorbild	model	ADJ	
vorbild	minta	vorbild	minta	ADJ	N;NOM;SG
vorbild	modell	vorbild	modell	ADJ	N;NOM;SG
sonne	napsütés	sonnen	napsütés		N;NOM;SG
sonne	napfényes	sonnen	napfényes		N;NOM;SG
sonne	napos	sonnen	napos		ADJ;NOM;SG
sonne	napsütés	sonnen	napsütés		N;NOM;SG
sonne	nap	sonnen	nap		N;NOM;SG
sonne	napfény	sonnen	napfény		N;NOM;SG
sonne	napsütés	sonnen	napsütés		N;NOM;SG
sonne	napfény	sonnen	napfény		N;NOM;SG
sonne	napfény	sonnen	napfény		N;NOM;SG
sonne	napfényt	sonnen	napfény		N;ACC;SG
sofern	megadott	sofern	megadott	CONJ	V;INDF;IND;SG;3;PST;FIN;ACT
sofern	feltéve	sofern	feltév	CONJ	
meistens	főleg	meistens	főleg	ADV	
meistens	főként	meistens	főként	ADV	
meistens	többnyire	meistens	többnyir	ADV	
verboten	tilos	verbieten	tilos	ADJ;V.PTCP	
verboten	tiltott	verbieten	tilt	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verboten	tilos	verbieten	tilos	ADJ;V.PTCP	
verboten	tiltott	verbieten	tilt	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
verboten	tiltott	verbieten	tilt	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
erweiterung	bővítési	Erweiterung	bővítési	N;NOM;FEM;SG	ADJ;NOM;SG
erweiterung	kiterjesztések	Erweiterung	kiterjesztés	N;NOM;FEM;SG	N;NOM;PL
virginia	virginiában	virginia	virginia	PROPN;NOM;MASC;SG	N;IN+ESS;SG
virginia	virginia	virginia	virginia	PROPN;NOM;MASC;SG	
virginia	virginiai	virginia	virginiai	PROPN;NOM;MASC;SG	ADJ;NOM;SG
geschichten	mesék	geschecht	mesék	V;NFIN	N;NOM;PL
geschichten	történetek	geschecht	történet	V;NFIN	N;NOM;PL
geschichten	történeteket	geschecht	történet	V;NFIN	N;ACC;PL
geschichten	mesék	geschecht	mesék	V;NFIN	N;NOM;PL
geschichten	bejegyzések	geschecht	bejegyzés	V;NFIN	N;NOM;PL
geschichten	történetmesélés	geschecht	történetmesélés	V;NFIN	N;NOM;SG
modelle	modelleket	modell	modellek	N;NOM;NEUT;PL	N;ACC;PL
brown	brown	brown	brown	PROPN	
brown	barna	brown	bar	PROPN	
vorstand	végrehajtó	vorstehen	végrehajtó	N;SG	
blüten	virág	blüten	virág	N;NOM;PL	N;NOM;SG
blüten	virágot	blüten	virág	N;NOM;PL	N;ACC;SG
blüten	virágzik	blüten	virágzik	N;NOM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
statistik	statisztika	statistik	statisztika	PROPN	N;NOM;SG
statistik	statisztikák	statistik	statisztika	PROPN	N;NOM;PL
statistik	statisztika	statistik	statisztika	PROPN	N;NOM;SG
statistik	statisztikák	statistik	statisztika	PROPN	N;NOM;PL
statistik	statisztika	statistik	statisztika	PROPN	N;NOM;SG
fälle	esetekben	fallen	eset	N;NOM;MASC;PL	N;IN+ESS;PL
endlich	végre	endlich	végre	ADV	
endlich	véges	endlich	véges	ADV	
abend	estét	Abend	est	ADV	N;ACC;SG
abend	esténként	Abend	esténkénik	ADV	N;ABS;SG
anne	anne	anne	az	PROPN;NOM;FEM;SG	
erfahrungen	tapasztalatok	erfahrung	tapasztalat	V;NFIN	N;NOM;PL
erfahrungen	élmények	erfahrung	élmény	V;NFIN	N;NOM;PL
erfahrungen	élmény	erfahrung	élmény	V;NFIN	N;NOM;SG
erfahrungen	tapasztalat	erfahrung	tapasztalat	V;NFIN	N;NOM;SG
erfahrungen	tapasztalatok	erfahrung	tapasztalat	V;NFIN	N;NOM;PL
erfahrungen	tapasztalattal	erfahrung	tapasztalat	V;NFIN	N;INS;SG
stellvertretender	helyettes	stellvertretend	helyettes	ADJ	
stellvertretender	megbízott	stellvertretend	meg+bízik	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
nordöstlich	északkelet	nordöstlich	északkelet	ADJ	N;ON+ESS;SG
schwere	heavy	schwer	heavy	ADJ;NOM;FEM;PL	
schwere	súlyos	schwer	súlyos	ADJ;NOM;FEM;PL	
schwere	nehéz	schwer	nehéz	ADJ;NOM;FEM;PL	
schwere	súlyos	schwer	súlyos	ADJ;NOM;FEM;PL	
schwere	súlyossága	schwer	súlyosság	ADJ;NOM;FEM;PL	N;NOM;SG
falle	csapda	fallen	csapda	ADV	N;NOM;SG
falle	esés	fallen	esés	ADV	N;NOM;SG
falle	őszi	fallen	őszi	ADV	
falle	zuhanás	fallen	zuhanás	ADV	N;NOM;SG
falle	ősz	fallen	ősz	ADV	
treten	rúgás	treten	rúgás	V;NFIN	N;NOM;SG
treten	rúgás	treten	rúgás	V;NFIN	N;NOM;SG
bay	öböl	bay	öböl	PROPN;NOM;MASC;SG	N;NOM;SG
bay	bay	bay	bay	PROPN;NOM;MASC;SG	
türkischen	török	türkisch	török	ADJ;NOM;PL	ADJ;NOM;SG
grab	sírba	grab	sír	N;NOM;NEUT;SG	N;IN+ALL;SG
markus	marcus	markus	marcus	PROPN;NOM;MASC;SG	
markus	markus	markus	markus	PROPN;NOM;MASC;SG	
weber	weaver	weber	weaver	PROPN;NOM;MASC;SG	
weber	weber	weber	weber	PROPN;NOM;MASC;SG	
earl	earl	earl	earl	PROPN;NOM;MASC;SG	
getötet	meggyilkolt	töten	meggyilkolt	V;V.PTCP	
getötet	megölt	töten	megölt	V;V.PTCP	
samuel	samuel	samuel	samuel	PROPN;NOM;MASC;SG	
methoden	módszer	metheden	módszer	V;NFIN	N;NOM;SG
methoden	módszertan	metheden	módszert	V;NFIN	N;NOM;SG
methoden	módszer	metheden	módszer	V;NFIN	N;NOM;SG
methoden	módszerek	metheden	módszer	V;NFIN	N;NOM;PL
williams	williams	williams	williams	PROPN;NOM;MASC;SG	
ukraine	ukrajna	ukrain	ukrajna	PROPN;NOM;SG	PROPN;NOM;SG
prix	prix	prix	prix	PROPN	
innere	belső	inner	belső	ADJ;NOM;FEM;PL	
innere	belső	inner	belső	ADJ;NOM;FEM;PL	
gering	enyhe	gering	enyhe	ADJ	
engagement	elkötelezettség	engagement	elkötelezettség	ADJ	N;NOM;SG
engagement	eljegyzési	engagement	eljegyzési	ADJ	N;NOM;SG
engagement	eljegyzés	engagement	eljegyzés	ADJ	N;NOM;SG
engagement	aktivitás	engagement	aktivitás	ADJ	N;NOM;SG
engagement	elkötelezettség	engagement	elkötelezettség	ADJ	N;NOM;SG
mühle	mill	mühlen	mill		
mühle	malom	mühlen	malom		N;NOM;SG
mühle	mills	mühlen	mills		
höher	feljebb	hoch	fől	ADJ	ADV
rolf	rolf	rolf	rolf	PROPN;NOM;MASC;SG	
gestaltet	tervezett	gestalten	tervezett	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gestaltet	megtervezett	gestalten	megtervezett	ADJ;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
gestaltet	alakú	gestalten	alakú	ADJ;V.PTCP	
wechsel	számlák	wechsel	számlák	ADV	N;NOM;PL
wechsel	számlákat	wechsel	számla	ADV	N;ACC;PL
wechsel	változás	wechsel	változás	ADV	N;NOM;SG
wechsel	változtatás	wechsel	változtatás	ADV	N;NOM;SG
wechsel	megváltozott	wechsel	megváltozott	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
wechsel	változások	wechsel	változás	ADV	N;NOM;PL
rostock	rostock	rostock	rostock	PROPN;NOM;NEUT;SG	
bauern	gazda	bauern	gazda	V;NFIN	
bauern	gazdálkodó	bauern	gazdálkodó	V;NFIN	N;NOM;SG
bauern	farmer	bauern	farmer	V;NFIN	
bauern	paraszt	bauern	paraszt	V;NFIN	
bauern	farmerek	bauern	farmer	V;NFIN	N;NOM;PL
bauern	gazdálkodók	bauern	gazdálkodó	V;NFIN	N;NOM;PL
bauern	gazdák	bauern	gazda	V;NFIN	N;NOM;PL
bauern	gyalog	bauern	gyalog	V;NFIN	
bauern	parasztok	bauern	paraszt	V;NFIN	N;NOM;PL
linz	linz	linz	linz		PROPN;NOM;SG
demokratischen	demokratikus	demokratisch	demokratikus	ADJ;NOM;MASC;PL	N;NOM;SG
demokratischen	demokrata	demokratisch	demokrata	ADJ;NOM;MASC;PL	N;NOM;SG
festung	erőd	festung	erőd		N;NOM;SG
festung	erőd	festung	erőd		N;NOM;SG
joe	joe	joe	joe	PROPN;NOM;MASC;SG	
rumänien	románia	Rumänien	románia	PROPN	N;NOM;SG
plätze	ülés	platz	ülés	N;NOM;MASC;PL	N;NOM;SG
computer	számítógép	computer	számítógép	ADJ	N;NOM;SG
computer	számítógépek	computer	számítógép	ADJ	N;NOM;PL
computer	számítógép	computer	számítógép	ADJ	N;NOM;SG
computer	komputer	computer	komputer	ADJ	
computer	computer	computer	computer	ADJ	
grün	zöld	grün	zöld	ADJ	
grün	zöldek	grün	zöld	ADJ	N;NOM;PL
marburg	marburg	marburg	marburg	PROPN;NOM;SG	
marke	márkák	marken	márka	N;NOM;FEM;SG	N;NOM;PL
marke	brand	marken	brand	N;NOM;FEM;SG	
marke	védjegyek	marken	védjegy	N;NOM;FEM;SG	N;NOM;PL
marke	mark	marken	mark	N;NOM;FEM;SG	
sprich	beszélj	sprich	beszél		V;DEF;IMP;SG;1;PRS;FIN;ACT
einleitung	bevezető	einleitung	bevezető	N;SG	
einleitung	bevezető	einleitung	bevezető	N;SG	
einleitung	bevezető	einleitung	bevezető	N;SG	
nachrichten	hírek	nachrichten	hír	V;NFIN	N;NOM;PL
nachrichten	hír	nachrichten	hír	V;NFIN	N;NOM;SG
nachrichten	üzenetet	nachrichten	üzenet	V;NFIN	N;ACC;SG
nachrichten	üzenet	nachrichten	üzenet	V;NFIN	N;NOM;SG
nachrichten	üzenetek	nachrichten	üzenet	V;NFIN	N;NOM;PL
nachrichten	üzeneteket	nachrichten	üzenet	V;NFIN	N;ACC;PL
nachrichten	üzenetküldő	nachrichten	üzenetküldő	V;NFIN	N;NOM;SG
kanal	csatorna	kanal	csator	ADV	N;NOM;SG
kanal	csatorna	kanal	csator	ADV	N;NOM;SG
weibchen	nőnemű	weibchen	nőnemű	N;NOM;FEM;PL	
weibchen	nő	weibchen	nő	N;NOM;FEM;PL	N;NOM;SG
weibchen	női	weibchen	női	N;NOM;FEM;PL	
weibchen	nőstény	weibchen	nőstény	N;NOM;FEM;PL	N;NOM;SG
werte	érték	wert	ők		N;NOM;SG
werte	értékek	wert	érték		N;NOM;PL
fertiggestellt	kész	fertigstellen	kész	V;V.PTCP	
damen	hölgyek	damen	hölyy		N;NOM;PL
damen	hölgyeim	damen	hölgyeim		N;NOM;PL
damen	queens	damen	queens		PROPN;NOM;SG
sprach	beszéltem	sprechen	beszél	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
sprach	beszéltem	sprechen	beszél	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
moment	pillanat	moment	pillan	ADJ	N;NOM;SG
zitat	idézet	zitat	idézet		N;NOM;SG
zitat	idézet	zitat	idézet		N;NOM;SG
krankenhaus	kórházi	krankenhaus	kórházi	ADJ	
krankenhaus	kórház	krankenhaus	kórház	ADJ	N;NOM;SG
krankenhaus	kórházak	krankenhaus	kórház	ADJ	N;NOM;PL
krankenhaus	kórházakban	krankenhaus	kórház	ADJ	N;IN+ESS;PL
krankenhaus	klinikán	krankenhaus	klinika	ADJ	N;ON+ESS;SG
krankenhaus	klinika	krankenhaus	klinika	ADJ	N;NOM;SG
publikum	célközönség	publikum	célközönség	ADJ	N;NOM;SG
publikum	közönség	publikum	közönség	ADJ	N;NOM;SG
publikum	tömeg	publikum	tömeg	ADJ	N;NOM;SG
dame	királynő	damen	királynő		N;NOM;SG
dame	királyné	damen	király		N;NOM;SG
ereignisse	incidens	ereignis	incidens	ADJ;NOM;PL	N;NOM;SG
ereignisse	események	ereignis	esemény	ADJ;NOM;PL	N;NOM;PL
ereignisse	esemény	ereignis	esemény	ADJ;NOM;PL	N;NOM;SG
ereignisse	rendezvények	ereignis	rendezvény	ADJ;NOM;PL	N;NOM;PL
ring	gyűrűt	ringen	gyűrű		N;ACC;SG
ring	gyűrűvel	ringen	gyűrű		N;INS;SG
ring	gyűrű	ringen	gyűrű		N;NOM;SG
bestehende	meglévő	bestehend	meglévő	ADJ;NOM;FEM;PL	
bestehende	meglevő	bestehend	meglevő	ADJ;NOM;FEM;PL	
bestehende	létező	bestehend	létező	ADJ;NOM;FEM;PL	
andré	andre	andré	andre	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andré	andré	andré	andré	PROPN;NOM;MASC;SG	
andré	andre	andré	andre	PROPN;NOM;MASC;SG	PROPN;NOM;SG
andré	andré	andré	andré	PROPN;NOM;MASC;SG	
mail	mail	mail	mail	N;NOM;FEM;SG	
mail	levelek	mail	levél	N;NOM;FEM;SG	N;NOM;PL
mail	posta	mail	posta	N;NOM;FEM;SG	
dynastie	dinasztia	dynastie	dinasztia		N;NOM;SG
militär	katonaság	militär	katonaság	ADJ	N;NOM;SG
militär	hadsereg	militär	hadsereg	ADJ	N;NOM;SG
frühere	elmúlt	früh	elmúlt	ADJ;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
frühere	múlt	früh	múlt	ADJ;NOM;FEM;PL	N;NOM;SG
frühere	múltbeli	früh	múltbeli	ADJ;NOM;FEM;PL	ADJ;NOM;SG
frühere	korábban	früh	korán	ADJ;NOM;FEM;PL	ADV
frühere	korábbi	früh	korábbi	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;SG
frühere	korábbi	früh	korábbi	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;SG
frühere	előző	früh	előző	ADJ;NOM;FEM;PL	
frühere	korábbi	früh	korábbi	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;SG
stunde	óránként	stund	óra	ADV	N;ABS;SG
stunde	óránkénti	stund	óránként	ADV	N;NOM;SG
stunde	lecke	stund	leck	ADV	N;NOM;SG
stunde	leckét	stund	leck	ADV	N;ACC;SG
stunde	tanulság	stund	tanulság	ADV	N;NOM;SG
stunde	óra	stund	óra	ADV	N;NOM;SG
innsbruck	innsbruck	innsbruck	innsbruck	PROPN;NOM;SG	N;NOM;SG
gesang	ének	gesingen	én	ADJ	N;NOM;SG
gesang	éneklés	gesingen	éneklés	ADJ	N;NOM;SG
gesang	énekelni	gesingen	énekel	ADJ	V;NFIN;ACT
gesang	énekel	gesingen	én	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
gesang	hangja	gesingen	hang	ADJ	N;NOM;SG
gesang	hang	gesingen	hang	ADJ	N;NOM;SG
gesang	ének	gesingen	én	ADJ	N;NOM;SG
gesang	vokál	gesingen	vokál	ADJ	N;NOM;SG
gesang	dal	gesingen	dal	ADJ	N;NOM;SG
gesang	dalt	gesingen	dalt	ADJ	N;ACC;SG
gesang	song	gesingen	song	ADJ	
spezielle	specifikus	speziell	specifikus	ADJ;NOM;FEM;PL	ADJ;NOM;SG
spezielle	konkrét	speziell	konkrét	ADJ;NOM;FEM;PL	
spezielle	különleges	speziell	különleges	ADJ;NOM;FEM;PL	
spezielle	speciális	speziell	speciális	ADJ;NOM;FEM;PL	ADJ;NOM;SG
existenz	lét	existenz	lét	ADJ	N;NOM;SG
existenz	létezése	existenz	létezés	ADJ	N;NOM;SG
existenz	létezés	existenz	létezés	ADJ	N;NOM;SG
braun	brown	braun	brown	ADJ	
braun	barna	braun	bar	ADJ	
braun	braun	braun	braun	ADJ	
giovanni	giovanni	giovanni	giovan	PROPN;NOM;MASC;SG	
zählte	számoltam	zählen	számol	V;IND;SG;3;PST;FIN	V;INDF;IND;SG;1;PST;FIN;ACT
ziele	célokat	ziel	cél	N;NOM;NEUT;PL	N;ACC;PL
ziele	rendeltetési	ziel	rendeltetési	N;NOM;NEUT;PL	ADJ;NOM;SG
corps	hadtest	corps	hadtest		N;NOM;SG
corps	alakulat	corps	alakulat		N;NOM;SG
anerkennung	elismerést	anerkennung	elismerés	ADJ	N;ACC;SG
anerkennung	elismerés	anerkennung	elismerés	ADJ	N;NOM;SG
anerkennung	megjelenítés	anerkennung	megjelenítés	ADJ	N;NOM;SG
anerkennung	elismerés	anerkennung	elismerés	ADJ	N;NOM;SG
anerkennung	felismerés	anerkennung	felismerés	ADJ	N;NOM;SG
anerkennung	elismerés	anerkennung	elismerés	ADJ	N;NOM;SG
städtischen	városi	städtisch	városi	ADJ;NOM;PL	ADJ;NOM;SG
konflikt	konfliktusok	konflikt	konfliktus	V;IND;SG;3;PRS;FIN	N;NOM;PL
konflikt	konfliktus	konflikt	konfliktus	V;IND;SG;3;PRS;FIN	N;NOM;SG
konflikt	ellentmondásos	konflikt	ellentmondásos	V;IND;SG;3;PRS;FIN	ADJ;NOM;SG
konflikt	összecsapás	konflikt	összecsapás	V;IND;SG;3;PRS;FIN	N;NOM;SG
konflikt	clash	konflikt	clash	V;IND;SG;3;PRS;FIN	
konflikt	ütközés	konflikt	ütközés	V;IND;SG;3;PRS;FIN	N;NOM;SG
konflikt	konfliktusok	konflikt	konfliktus	V;IND;SG;3;PRS;FIN	N;NOM;PL
konflikt	konfliktus	konflikt	konfliktus	V;IND;SG;3;PRS;FIN	N;NOM;SG
fahrzeug	járművel	fahrzeug	jármű	ADJ	N;INS;SG
fahrzeug	jármű	fahrzeug	jármű	ADJ	N;NOM;SG
fahrzeug	gépjármű	fahrzeug	gépjármű	ADJ	N;NOM;SG
fahrzeug	járművek	fahrzeug	jármű	ADJ	N;NOM;PL
kandidaten	tagjelölt	kandidat	tagjelölt	N;NOM;PL	N;NOM;SG
kandidaten	pályázó	kandidat	pályázó	N;NOM;PL	ADJ;NOM;SG
kandidaten	jelölt	kandidat	jelöl	N;NOM;PL	
rio	rio	rio	rio	PROPN;NOM;SG	
vielzahl	fajta	vielzahl	fajta	ADJ	
gewalt	erőszakos	gewalten	erőszakos		ADJ;NOM;SG
gewalt	erőszak	gewalten	erősz		N;NOM;SG
gewalt	erőszakos	gewalten	erőszakos		ADJ;NOM;SG
gewalt	erő	gewalten	erő		N;NOM;SG
interessiert	érdekel	interessieren	érdekel	ADJ	V;INDF;IND;SG;3;PRS;FIN;ACT
interessiert	érdekelt	interessieren	érdekelt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
interessiert	érdekelne	interessieren	érdekel	ADJ	V;INDF;COND;SG;3;PRS;FIN;ACT
interessiert	érdeklődni	interessieren	érdeklődik	ADJ	V;NFIN;ACT
aktiven	aktív	aktiv	aktív	ADJ	
aktiven	aktívak	aktiv	aktív	ADJ	N;NOM;PL
kleines	kicsik	klein	kicsik	ADJ;NOM;NEUT;SG	
kleines	kicsi	klein	kicsi	ADJ;NOM;NEUT;SG	
hören	hallás	hören	hallás	V;NFIN	N;NOM;SG
hören	meghallgatás	hören	meghallgatás	V;NFIN	N;NOM;SG
einfache	egyszerű	einfach	egyszerű	ADJ;NOM;FEM;PL	ADJ;NOM;SG
einfache	szimpla	einfach	szimpla	ADJ;NOM;FEM;PL	
einfache	egyszerűség	einfach	egyszerűség	ADJ;NOM;FEM;PL	
einfache	könnyű	einfach	könnyű	ADJ;NOM;FEM;PL	
passt	fit	passen	fi	V;IND;SG;3;PRS;FIN	
passt	fitt	passen	fitt	V;IND;SG;3;PRS;FIN	
krone	koronát	kron	korona		N;ACC;SG
krone	korona	kron	korona		N;NOM;SG
amerika	amerika	amerika	amerika		N;NOM;SG
japanische	japán	japanisch	japán	ADJ;NOM;FEM;PL	
japanische	japánok	japanisch	japán	ADJ;NOM;FEM;PL	N;NOM;PL
voll	full	voll	full	ADJ	
voll	teljes	voll	teljes	ADJ	
voll	zsúfolt	voll	zsúfolt	ADJ	
anerkannt	elismert	anerkennen	elismer	V;V.PTCP	
anerkannt	felismert	anerkennen	felismert	V;V.PTCP	
anerkannt	elismert	anerkennen	elismer	V;V.PTCP	
anerkannt	felismert	anerkennen	felismert	V;V.PTCP	
anerkannt	elismert	anerkennen	elismer	V;V.PTCP	
front	front	fronen	front	PROPN	
front	eleje	fronen	eleje	PROPN	N;NOM;SG
gewinn	win	gewinn	win	N	
gewinn	nyerni	gewinn	nyer	N	V;NFIN;ACT
gewinn	nyerj	gewinn	nyerj	N	V;DEF;IND;SG;3;PRS;FIN;ACT
tschechien	csehország	tschechen	csehország	ADJ	
merkmale	mutatók	merkmal	mutató	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	jellemzők	merkmal	jellemző	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	jellemzői	merkmal	jellemző	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	tulajdonságok	merkmal	tulajdonság	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	funkciók	merkmal	funkció	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	jellemzők	merkmal	jellemző	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	jellemzői	merkmal	jellemző	ADJ;NOM;FEM;PL	N;NOM;PL
merkmale	attribútumok	merkmal	attribútum	ADJ;NOM;FEM;PL	N;NOM;PL
abstand	távolság	abstehen	távolság		N;NOM;SG
abstand	hézag	abstehen	hézag		N;NOM;SG
abstand	rés	abstehen	rés		N;NOM;SG
abstand	intervallum	abstehen	intervallum		N;NOM;SG
abstand	távolság	abstehen	távolság		N;NOM;SG
ständig	folyamatos	ständig	folyamatos	ADJ	
ständig	folytonos	ständig	folytonos	ADJ	
boston	boston	boston	boston	PROPN;NOM;SG	
boston	bostoni	boston	bostoni	PROPN;NOM;SG	N;NOM;SG
