категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
пее	поют	пея	петь	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
пее	пою	пея	пай	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
пее	пение	пея	пение	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
киев	киев	киев	киев	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
киев	киевский	киев	киевский	PROPN;INDF;MASC;SG	ADJ;NOM;MASC;SG
киев	киев	киев	киев	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
злато	золотой	злато	золотой	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
злато	золотая	злато	золотой	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
злато	gold	злато	gold	N;INDF;NEUT;SG	PROPN
злато	золотые	злато	золотой	N;INDF;NEUT;SG	ADJ;NOM;PL
топ	сверху	топ	сверху	N;INDF;MASC;SG	ADV
топ	top	топ	top	N;INDF;MASC;SG	PROPN
шоу	шо	шоу	шо	N;INDF;NEUT;SG	
бреговете	побережье	бряг	побережье	N;DEF;MASC;PL	N;INAN;NOM;NEUT;SG
болести	болезнь	болест	болезнь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
болести	болезнь	болест	болезнь	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
болести	заболевание	болест	заболевание	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
делчев	делчев	делчев	делчев	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
пътува	путешествия	пътувам	путешествие	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
пътува	путешествия	пътувам	путешествие	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;PL
пътува	путешествие	пътувам	путешествие	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
популярни	популярная	популярен	популярный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
популярни	популярный	популярен	популярный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
популярни	популярное	популярен	популярный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
продава	продажа	продавам	продажа	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
продава	продать	продавам	продать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
продава	продажа	продавам	продажа	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;SG
половината	половины	половина	половина	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
половината	наполовину	половина	наполовину	N;DEF;FEM;SG	ADV
сериозни	серьезная	сериозен	серьезный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
сериозни	серьезный	сериозен	серьезный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
сериозни	серьезно	сериозен	серьезно	ADJ;INDF;PL	ADV
допълнение	дополнения	допълнение	дополнение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
допълнение	дополнить	допълнение	дополнить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
допълнение	дополнить	допълнение	дополнить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
допълнение	дополнять	допълнение	дополнять	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
класически	классические	класически	классический	ADV	ADJ;NOM;PL
класически	классическая	класически	классический	ADV	ADJ;NOM;FEM;SG
класически	классический	класически	классический	ADV	ADJ;NOM;MASC;SG
класически	классика	класически	классик	ADV	N;INAN;NOM;FEM;SG
класически	классической	класически	классический	ADV	ADJ;INS;FEM;SG
класически	классические	класически	классический	ADV	ADJ;NOM;PL
класически	классическая	класически	классический	ADV	ADJ;NOM;FEM;SG
класически	классический	класически	классический	ADV	ADJ;NOM;MASC;SG
класически	классика	класически	классик	ADV	N;INAN;NOM;FEM;SG
класически	classic	класически	classic	ADV	PROPN
последна	последние	последен	последний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
последна	last	последен	last	ADJ;INDF;FEM;SG	PROPN
светлината	light	светлина	light	N;DEF;FEM;SG	PROPN
светлината	светло	светлина	светлый	N;DEF;FEM;SG	ADJ;NEUT;SG
помпей	помпей	помпей	помпей	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
помпей	помпеи	помпей	помпея	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;PL
старт	начинайте	старт	начинать	N;INDF;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
старт	начать	старт	начать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
рика	рика	рика	рик	PROPN;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
въздух	air	въздух	air	N;INDF;MASC;SG	PROPN
публикувани	опубликован	публикувам	опубликовать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
публикувани	опубликованный	публикувам	опубликовать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
публикувани	опубликовано	публикувам	опубликовать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
публикувани	опубликована	публикувам	опубликовать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
съвременен	современных	съвременен	современный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
съвременен	современные	съвременен	современный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
съвременен	современные	съвременен	современный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
съвременен	современных	съвременен	современный	ADJ;INDF;MASC;SG	ADJ;GEN;PL
варира	диапазоны	варир	диапазон	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
варира	варьируется	варир	варьироваться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
варира	варьироваться	варир	варьироваться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;NFIN;MID
преговори	переговоры	преговори	переговоры	N;INDF	N;INAN;NOM;MASC;PL
преговори	переговоров	преговори	переговоры	N;INDF	N;INAN;GEN;MASC;PL
преговори	переговоры	преговори	переговоры	N;INDF	N;INAN;NOM;MASC;PL
преговори	переговоры	преговори	переговоры	N;INDF	N;INAN;NOM;MASC;PL
икони	значок	икона	значок	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
емилия	эмилия	емилия	эмилия	PROPN;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
славата	славы	слава	слава	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
артилерийски	снаряды	артилерийски	снаряд	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;PL
жак	жак	жак	жак	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
кръв	blood	кръв	blood	N;INDF;FEM;SG	PROPN
грижи	ухода	грижа	уход	N;INDF;FEM;PL	N;INAN;GEN;MASC;SG
грижи	забота	грижа	забота	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
грижи	уход	грижа	уход	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
байтове	байт	байт	байт	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
прев	prev	прев	prev	N;INDF;FEM;SG	PROPN
характеризира	охарактеризовал	характеризирам	характеризовать	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
главни	основная	главен	основной	ADJ;INDF;PL	ADJ;NOM;FEM;SG
главни	главная	главен	главный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
традиции	традиция	традиция	традиция	N;INDF;FEM;PL	N;INAN;NOM;FEM;SG
шри	шри	шри	шри	PROPN;INDF;MASC;SG	
шри	исп	шри	испа	PROPN;INDF;MASC;SG	N;INAN;NOM;FEM;SG
явно	очевидно	явно	очевидный	ADV	ADJ;NEUT;SG
печат	напечатать	печат	печатать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
печат	распечатать	печат	распечатать	N;INDF;MASC;SG	V;PFV;NFIN;ACT
печат	печати	печат	печать	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
печат	печатать	печат	печатать	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
служители	прислуга	служител	прислуга	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
служители	персонал	служител	персонал	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
намаляване	уменьшить	намаляване	уменьшить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
намаляване	сократить	намаляване	сократить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
намаляване	уменьшить	намаляване	уменьшить	N;INDF;NEUT;SG	V;PFV;NFIN;ACT
доказателства	доказательство	доказателство	доказательство	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
доказателства	доказательство	доказателство	доказательство	N;INDF;NEUT;PL	N;INAN;NOM;NEUT;SG
доказателства	улика	доказателство	улик	N;INDF;NEUT;PL	N;INAN;NOM;FEM;SG
двадесет	twenty	двадесет	twenty	NUM;INDF;PL	PROPN
разделена	разделились	разделя-(се)	разделиться	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;MID
мили	милли	мил	милль	ADJ;INDF;PL	N;INAN;NOM;FEM;SG
мили	майлс	мил	майлс	ADJ;INDF;PL	N;ANIM;NOM;MASC;SG
мили	мили	мил	мили	ADJ;INDF;PL	N;INAN;NOM;MASC;PL
мили	миль	мил	миля	ADJ;INDF;PL	N;INAN;GEN;FEM;PL
мили	майлз	мил	майлз	ADJ;INDF;PL	N;ANIM;NOM;MASC;SG
личност	личности	личност	личность	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
португалски	португалии	португалски	португалия	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
фестивала	festival	фестивал	festival	N;DEF;MASC;SG	PROPN
кристиан	христиане	кристиан	христианин	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
кристиан	христиан	кристиан	христианин	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
раждането	роды	раждане	роды	N;DEF;NEUT;SG	N;INAN;NOM;MASC;PL
джовани	джованни	джован	джованни	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
добавя	добавить	добавям	добавить	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;NFIN;ACT
добавя	добавьте	добавям	добавить	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
литва	литве	литва	литв	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
литва	литвы	литва	литв	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;PL
литва	литва	литва	литва	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
джак	джэк	джак	джэк	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
джак	джек	джак	джек	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
поглед	заглянуть	поглед	заглянуть	N;INDF;MASC;SG	V;PFV;NFIN;ACT
валерий	валерий	валерий	валерий	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
обича	лайки	обичам	лайка	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;FEM;PL
обича	нравится	обичам	нравиться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
изображение	изображения	изображение	изображение	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
масово	массе	масово	масса	ADV	N;INAN;DAT;FEM;SG
масово	массового	масово	массовый	ADV	ADJ;GEN;NEUT;SG
масово	масса	масово	масса	ADV	N;INAN;NOM;FEM;SG
ранени	потерпевшие	раня	потерпевший	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;ACT
ранени	ранен	раня	ранить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
ранени	ранена	раня	ранить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;PST;V.PTCP;PASS
ранени	раненый	раня	раненый	V;PFV;INDF;PL;V.PTCP;PASS	N;ANIM;NOM;MASC;SG
ранени	раненых	раня	раненый	V;PFV;INDF;PL;V.PTCP;PASS	N;ANIM;GEN;MASC;PL
ранени	раненые	раня	раненый	V;PFV;INDF;PL;V.PTCP;PASS	N;ANIM;NOM;MASC;PL
ранени	ранен	раня	ранить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
здраве	здоровья	здраве	здоровье	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
дълбоко	глубокую	дълбоко	глубокий	ADV	ADJ;ACC;FEM;SG
дълбоко	глубокое	дълбоко	глубокий	ADV	ADJ;NOM;NEUT;SG
дълбоко	глубокая	дълбоко	глубокий	ADV	ADJ;NOM;FEM;SG
дълбоко	глубокие	дълбоко	глубокий	ADV	ADJ;NOM;PL
дълбоко	глубокий	дълбоко	глубокий	ADV	ADJ;NOM;MASC;SG
относително	родственник	относително	родственник	ADV	N;ANIM;NOM;MASC;SG
относително	относительной	относително	относительный	ADV	ADJ;INS;FEM;SG
относително	относительное	относително	относительный	ADV	ADJ;NOM;NEUT;SG
относително	относительные	относително	относительный	ADV	ADJ;NOM;PL
относително	относительный	относително	относительный	ADV	ADJ;NOM;MASC;SG
относително	относительная	относително	относительный	ADV	ADJ;NOM;FEM;SG
различно	разные	различно	разный	ADV	ADJ;NOM;PL
различно	различных	различно	различный	ADV	ADJ;GEN;PL
афганистан	афганская	афганистан	афганский	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
афганистан	афганских	афганистан	афганский	N;DEF;MASC;SG	ADJ;GEN;PL
афганистан	афганский	афганистан	афганский	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
афганистан	афганские	афганистан	афганский	N;DEF;MASC;SG	ADJ;NOM;PL
глави	орёл	глава	ореть	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
юнеско	юнеско	юнеско	юнеско	ADV	N;INAN;NOM;NEUT;SG
покрива	крыши	покрив	крыша	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
партизанин	партизанского	партизанин	партизанский	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
пътуване	поездки	пътуване	поездка	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
пътуване	путешествия	пътуване	путешествие	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
пътуване	путешествия	пътуване	путешествие	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
пътуване	путешествует	пътуване	путешествовать	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
пътуване	путешествия	пътуване	путешествие	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
тайван	тайвань	тайван	тайвань	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
ангола	анголы	ангола	ангол	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
активна	активны	активна	активный	ADJ;INDF;FEM;SG	ADJ;PL
активна	активные	активна	активный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
