年	year	年	year	N	PROPN
銀河	galaksi	銀河	galaksi	PROPN	N;SG
寶貝	baby	寶貝	baby	N	PROPN
創辦	pendiri	創辦	pendiri	V	N;SG
創辦	founder	創辦	founder	V	PROPN
多倫多	toronto	多倫多	toronto	PROPN	PROPN
桓	huan	桓	huan	PROPN	PROPN
桓	hwan	桓	hwan	PROPN	PROPN
初步	pendahuluan	初步	pendahuluan	ADV	N;SG
獎金	bonus	獎金	bonus	N	PROPN
獎金	bonus	獎金	bonus	N	PROPN
營業	open	營業	open	V	PROPN
閱讀	bacalah	閱讀	bacalah	N	V;SG;ACT
閱讀	baca	閱讀	baca	N	V;SG;ACT
閱讀	read	閱讀	read	N	PROPN
閱讀	dibaca	閱讀	dibaca	N	V;SG;PASS
閱讀	membaca	閱讀	menbaca	N	V;SG;ACT
閱讀	membaca	閱讀	menbaca	N	V;SG;ACT
閱讀	reading	閱讀	reading	N	PROPN
檢查	pengecekan	檢查	pengecekan	V	N;SG
檢查	skak	檢查	skak	V	PROPN
檢查	ksa	檢查	ksa	V	PROPN
檢查	centang	檢查	centang	V	PROPN
增強	peningkatan	增強	pentingkatan	V	N;SG
法拉	farah	法拉	farah	PROPN	PROPN
法拉	farra	法拉	farra	PROPN	PROPN
聲稱	klaim	聲稱	klaim	V	N;SG
恐	terror	恐	terror	N	PROPN
神父	bapa	神父	bapa	N	PROPN
沙漠	desert	沙漠	desert	N	PROPN
腿	legs	腿	legs	N	PROPN
腿	leg	腿	leg	N	PROPN
橫濱	yokohama	橫濱	yokohama	PROPN	PROPN
炸彈	bomb	炸彈	bomb	N	PROPN
炸彈	bom	炸彈	bom	N	PROPN;SG
炸彈	bom	炸彈	bom	N	PROPN;SG
棠	tong	棠	tong	PROPN	PROPN
小孩	kid	小孩	kid	N	PROPN
多	kelipatan	多	kelipatan	NUM	N;SG
多	beberapa	多	beberapa	NUM	DET
多	multiple	多	multiple	NUM	PROPN
多	berganda	多	berganda	NUM	PROPN;SG;ACT
沖繩	okinawa	沖繩	okinawa	PROPN	PROPN
一旦	once	一旦	once	ADP	PROPN
一旦	sekali	一旦	sekali	ADP	ADV
慢	slow	慢	slow		PROPN
慢	perlahan	慢	perlahan		ADV
慢	lambat	慢	lambat		ADJ;SG
慢	lamban	慢	lamban		ADJ;SG
親自	pribadi	親自	pribadi	ADV	ADJ;SG
姐姐	sis	姐姐	sis	N	PROPN
姐姐	kak	姐姐	kak	N	PROPN
姐姐	saudari	姐姐	saudari	N	
單打	tunggal	單打	tunggal	N	ADJ;SG
子	bullet	子	bullet	N	PROPN
子	bulet	子	bulet	N	PROPN
週期	cycle	週期	cycle	N	PROPN
彩虹	pelangi	彩虹	pelangi	N	PROPN;SG
彩虹	rainbow	彩虹	rainbow	N	PROPN
賽車	membalap	賽車	menbalap	N	V;SG;ACT
模仿	imitasi	模仿	imitasi	V	N
模仿	tiruan	模仿	tiruan	V	N;SG
模仿	parodi	模仿	parodi	V	N
一	generation	一	generation	NUM	PROPN
一	generasi	一	generasi	NUM	N;SG
一	generasi	一	generasi	NUM	N;SG
一	generations	一	generations	NUM	PROPN
論壇	forum	論壇	forum	N	PROPN
論壇	forum	論壇	forum	N	PROPN
廣島	hiroshima	廣島	hiroshima	PROPN	PROPN
庚	geng	庚	geng	PROPN	N;SG
複雜	kerumitan	複雜	kerumitan	ADJ	N;SG
複雜	kompleksitas	複雜	kompleksitas	ADJ	N;SG
複雜	komplek	複雜	komplek	ADJ	N;SG
複雜	complex	複雜	complex	ADJ	PROPN
複雜	kompleks	複雜	kompleks	ADJ	N;SG
三	samsung	三	samsung	NUM	PROPN
包圍	pengepungan	包圍	penkepungan	V	N;SG
包圍	kepung	包圍	kepung	V	N;SG;ACT
包圍	kelilingi	包圍	kelilingi	V	N;SG
包圍	kepung	包圍	kepung	V	N;SG;ACT
平行	paralel	平行	paralel		N
預定	booking	預定	booking	V	PROPN
預定	pemesanan	預定	penpesanan	V	N;SG
金星	venus	金星	venus	PROPN	PROPN
寄生	parasit	寄生	parasit	V	N
寄生	parasit	寄生	parasit	V	N
歌詞	lyrics	歌詞	lyrics	N	PROPN
拯救	keselamatan	拯救	keselamatan	V	N;SG
拯救	penyelamatan	拯救	penselamatan	V	N;SG
拯救	rescue	拯救	rescue	V	PROPN
型態	ketik	型態	ketik	N	PROPN
病人	sabar	病人	sabar	N	ADJ;SG
消防	fire	消防	fire	N	PROPN
優惠	promo	優惠	promo	N	PROPN
優惠	menawarkan	優惠	mentawarkan	N	V;SG;ACT
優惠	tawarkan	優惠	tawarkan	N	V;SG;ACT
優惠	diskon	優惠	diskon	N	ADJ
優惠	promo	優惠	promo	N	PROPN
優惠	menawarkan	優惠	mentawarkan	N	V;SG;ACT
搖滾	goyang	搖滾	goyang	N	PROPN;SG
搖滾	rock	搖滾	rock	N	PROPN
圭	kyu	圭	kyu	PROPN	PROPN
修訂	revisi	修訂	revisi	V	N;SG
前面	front	前面	front	N	PROPN
囊	capsule	囊	capsule	PROPN	PROPN
囊	kapsul	囊	kapsul	PROPN	N
對外	eksternal	對外	eksternal		N
織田	oda	織田	oda	PROPN	PROPN
未	bruk	未	bruk	ADV;NEG	PROPN
徑	keng	徑	keng	N	PROPN
偵探	detective	偵探	detective	V	PROPN
偵探	detektif	偵探	detektif	V	N;SG
里昂	lyon	里昂	lyon	PROPN	PROPN
里昂	lyons	里昂	lyons	PROPN	PROPN
提醒	peringatan	提醒	peringatan	V	N;SG
提醒	pengingat	提醒	peningat	V	N;SG
提醒	siaga	提醒	siaga	V	N;SG
提醒	peringatan	提醒	peringatan	V	N;SG
提醒	waspada	提醒	waspada	V	ADJ;SG
提醒	alert	提醒	alert	V	PROPN
提醒	pengingat	提醒	peningat	V	N;SG
提醒	adz	提醒	adz	V	PROPN
友好	bersahabat	友好	bersahabat	N	V;SG;ACT
友好	ramah	友好	ramah	N	ADJ;SG
片段	snippet	片段	snippet	N	PROPN
片段	snippet	片段	snippet	N	PROPN
片段	clip	片段	clip	N	PROPN
割	cut	割	cut	V	PROPN
割	potong	割	potong	V	N;SG;ACT
泡	bubble	泡	bubble	N	PROPN
諮詢	berkonsultasi	諮詢	berkonsultasi	N	V;SG;ACT
岑	cen	岑	cen	PROPN	PROPN
分離	pemisahan	分離	penpisahan	V	N;SG
分離	terpisah	分離	terpisah	V	ADJ;SG;PASS
品質	berkualitas	品質	berkualitas	N	V;SG;ACT
可	kelihatan	可	kelihatan	V	V;SG;PASS
可	nampak	可	nampak	V	V
可	terlihat	可	terlihat	V	V;SG;PASS
可	tampak	可	tampak	V	ADJ;SG
液	liquid	液	liquid	N	PROPN
辦法	method	辦法	method	N	PROPN
騰	teng	騰	teng		PROPN
停車	parkiran	停車	parkiran	V	N;SG
停車	parkir	停車	parkir	V	N;SG;ACT
羅伯特	robert	羅伯特	robert	PROPN	PROPN
孟加拉	bengal	孟加拉	bengal	PROPN	PROPN
孟加拉	benggala	孟加拉	benggala	PROPN	PROPN
夢想	dream	夢想	dream	N	PROPN
夢想	dreams	夢想	dreams	N	PROPN
覆蓋	override	覆蓋	override	V	PROPN
覆蓋	sampul	覆蓋	sampul	V	N;SG
覆蓋	cover	覆蓋	cover	V	PROPN
覆蓋	penutup	覆蓋	pentutup	V	N;SG
寫作	menulis	寫作	mentulis	N	V;SG;ACT
寫作	tulislah	寫作	tulis	N	V;SG;ACT
寫作	menulis	寫作	mentulis	N	V;SG;ACT
青海	qinghai	青海	qinghai	PROPN	PROPN
截止	cutoff	截止	cutoff	V	PROPN
溝通	komunikasi	溝通	komunikasi	V	N;SG
日記	journal	日記	journal	N	PROPN
日記	diary	日記	diary	N	PROPN;SG
大地	earth	大地	earth	N	PROPN
珠海	zhuhai	珠海	zhuhai	PROPN	PROPN
即時	instan	即時	instan	ADV	ADJ;SG
即時	instant	即時	instant	ADV	PROPN
即時	seketika	即時	seketika	ADV	
即時	immediate	即時	immediate	ADV	PROPN
世代	generation	世代	generation	N	PROPN
世代	generations	世代	generations	N	PROPN
王室	royalty	王室	royalty	N	PROPN
航空	carrier	航空	carrier	N	PROPN
移植	transplantasi	移植	transplantasi	V	N;SG
移植	transplantasi	移植	transplantasi	V	N;SG
移植	transplantasi	移植	transplantasi	V	N;SG
四	seasons	四	seasons	NUM	PROPN
四	musim	四	musim	NUM	N;SG
考古	arkeologi	考古	arkeologi	V	N;SG
考古	purbakala	考古	purbakala	V	ADJ;SG
考古	arkeologi	考古	arkeologi	V	N;SG
考古	purbakala	考古	purbakala	V	ADJ;SG
考古	arkeologi	考古	arkeologi	V	N;SG
姐妹	sisters	姐妹	sisters	N	PROPN
姐妹	saudari	姐妹	saudari	N	
姐妹	saudari	姐妹	saudari	N	
草原	prairie	草原	prairie	N	PROPN
發音	pengucapan	發音	penucapan	V	N;SG
高地	highlands	高地	highlands	N	PROPN
高地	terra	高地	terra	N	PROPN
高地	height	高地	height	N	PROPN
高地	heights	高地	heights	N	PROPN
咀	tsui	咀	tsui	N	PROPN
王位	arsy	王位	arsy	N	PROPN
省份	provinsi	省份	provinsi	N	PROPN;SG
省份	provinsi	省份	provinsi	N	PROPN;SG
試驗	bereksperimen	試驗	berreksperimen	N	V;SG;ACT
試驗	testing	試驗	testing	N	PROPN
試驗	menguji	試驗	menkuji	N	V;SG;ACT
試驗	menguji	試驗	menkuji	N	V;SG;ACT
試驗	uji	試驗	uji	N	PROPN;SG
試驗	test	試驗	test	N	PROPN
忍	shinobu	忍	shinobu	ADV	PROPN
脫	strip	脫	strip	V	N
神	kanagawa	神	kanagawa	N	PROPN
禹	woo	禹	woo	PROPN	PROPN
紙	paper	紙	paper	N	PROPN
降落	landing	降落	landing	V	PROPN
降落	pendaratan	降落	pendaratan	V	N;SG
鳳凰	phoenix	鳳凰	phoenix	PROPN	PROPN
五	five	五	five	NUM	PROPN
肇	hajime	肇	hajime	PROPN	PROPN
喜愛	favorite	喜愛	favorite		PROPN
喜愛	kesukaan	喜愛	kesukaan		N;SG
喜愛	terfavorit	喜愛	terfavorit		ADJ;RL;SG;PASS
喜愛	favorit	喜愛	favorit		N;SG
洪	banjir	洪	banjir	PROPN	PROPN;SG
洪	banjir	洪	banjir	PROPN	PROPN;SG
洪	banjir	洪	banjir	PROPN	PROPN;SG
防衛	defense	防衛	defense	V	PROPN
防衛	pembela	防衛	penbela	V	N;SG
防衛	pertahanan	防衛	pertahanan	V	N;SG
防衛	pembela	防衛	penbela	V	N;SG
防衛	pertahanan	防衛	pertahanan	V	N;SG
相當	setara	相當	setara	V	ADJ;SG
相當	ekuivalen	相當	ekuivalen	V	N
巢	nest	巢	nest	N	PROPN
委託	commissioning	委託	commissioning	V	PROPN
首映	premiere	首映	premiere	N	PROPN
首映	premier	首映	premier	N	PROPN
思考	memikirkan	思考	menpikirkan	N	V;SG;ACT
思考	thinking	思考	thinking	N	PROPN
思考	berpikir	思考	berpikir	N	V;SG;ACT
慶祝	perayaan	慶祝	penrayaan	V	N;SG
認證	bersertifikasi	認證	bersertifikasi	N	V;SG;ACT
認證	certified	認證	certified	N	PROPN
認證	bersertifikat	認證	bersertifikat	N	V;SG;ACT
生長	grow	生長	grow	V	PROPN
老人	lansia	老人	lansia	N	PROPN;SG
突厥	turki	突厥	turki	PROPN	PROPN;SG
韻	sajak	韻	sajak	PROPN	N
韻	rhyme	韻	rhyme	PROPN	PROPN
情人	lovers	情人	lovers	N	PROPN
情人	lover	情人	lover	N	PROPN
移交	serah	移交	serah	V	N;SG;ACT
晴	cerah	晴	cerah	PROPN	ADJ;SG
晴	sunny	晴	sunny	PROPN	PROPN
性別	gender	性別	gender	N	PROPN
性別	sex	性別	sex	N	PROPN
雁	goose	雁	goose	PROPN	PROPN
雁	angsa	雁	angsa	PROPN	N;SG
夏威夷	hawaii	夏威夷	hawaii	PROPN	PROPN
夏威夷	hawaii	夏威夷	hawaii	PROPN	PROPN
蛤	kerang	蛤	kerang	N	PROPN
普及	universal	普及	universal	V	ADJ
差距	gap	差距	gap	N	PROPN
盒	box	盒	box	N	PROPN
豬	babi	豬	babi	N	PROPN;SG
豬	babi	豬	babi	N	PROPN;SG
豬	pig	豬	pig	N	PROPN
牆	wall	牆	wall	N	PROPN
北洋	beiyang	北洋	beiyang	PROPN	PROPN
鶴	bangau	鶴	bangau	PROPN	N
鶴	bangau	鶴	bangau	PROPN	N
鶴	derek	鶴	derek	PROPN	N
鶴	crane	鶴	crane	PROPN	N
隸屬	afiliasi	隸屬	afiliasi	V	N;SG
添	tim	添	tim		N;SG
企圖	upaya	企圖	upaya	V	N;SG
企圖	upaya	企圖	upaya	V	N;SG
蝴蝶	butterfly	蝴蝶	butterfly	N	PROPN
台中	taichung	台中	taichung	PROPN	PROPN
鯨	paus	鯨	paus	N	PROPN;SG
鯨	paus	鯨	paus	N	PROPN;SG
現實	reality	現實	reality	N	PROPN
真相	truth	真相	truth	N	PROPN
步行	berjalan	步行	berjalan	N	V;SG;ACT
步行	walking	步行	walking	N	PROPN
步行	berjalan	步行	berjalan	N	V;SG;ACT
步行	berjalanlah	步行	berjalan	N	V;SG;ACT
步行	walk	步行	walk	N	PROPN
韓	korean	韓	korean	PROPN	PROPN
韓	korea	韓	korea	PROPN	PROPN;SG
日	yen	日	yen	PROPN	PROPN
礁	reef	礁	reef	N	PROPN
基督	christian	基督	christian	PROPN	PROPN
基督	kristiani	基督	kristiani	PROPN	PROPN;SG
基督	kristen	基督	kristen	PROPN	PROPN;SG
基督	nasrani	基督	nasrani	PROPN	PROPN
基督	kristen	基督	kristen	PROPN	PROPN;SG
假設	hipotetis	假設	hipotetis	N	ADJ
假設	mengasumsikan	假設	menasumsikan	N	V;SG;ACT
搭配	mix	搭配	mix	V	PROPN
搭配	campuran	搭配	campuran	V	N;SG
搭配	campur	搭配	campur	V	N;SG;ACT
轉移	transfer	轉移	transfer	V	N;SG
轉移	pemindahan	轉移	penpindahan	V	N;SG
周邊	seputar	周邊	seputar	N	
周邊	terdekat	周邊	terdekat	N	ADJ;RL;SG
周邊	sekitar	周邊	sekitar	N	ADP
繁忙	sibuk	繁忙	sibuk	ADJ	;SG
清真	masjid	清真	masjid	PROPN	N;SG
清真	mesjid	清真	mesjid	PROPN	N;SG
清真	masjid	清真	masjid	PROPN	N;SG
清真	masjid	清真	masjid	PROPN	N;SG
排除	pengecualian	排除	pengecualian	V	N;SG
排除	pengecualian	排除	pengecualian	V	N;SG
輔助	melengkapi	輔助	menlengkapi	N	V;SG;ACT
輔助	auxiliary	輔助	auxiliary	N	PROPN
颶風	badai	颶風	badai		PROPN;SG
颶風	hurricane	颶風	hurricane		PROPN
颶風	hurricane	颶風	hurricane		PROPN
颶風	hurricanes	颶風	hurricanes		PROPN
塞爾維亞	serbia	塞爾維亞	serbia	PROPN	PROPN
錯	salah	錯	salah		N;SG
仿	imitasi	仿	imitasi		N
仿	tiruan	仿	tiruan		N;SG
曼谷	bangkok	曼谷	bangkok	PROPN	PROPN
嘉義	chiayi	嘉義	chiayi	PROPN	PROPN
加利福尼亞	california	加利福尼亞	california	PROPN	PROPN
婦女	women	婦女	women	N	PROPN
改進	penyempurnaan	改進	pensempurnaan	V	N;SG
改進	peningkatan	改進	pentingkatan	V	N;SG
改進	perbaikan	改進	perbaikan	V	N;SG
改進	peningkatan	改進	pentingkatan	V	N;SG
改進	perbaikan	改進	perbaikan	V	N;SG
改進	penyempurnaan	改進	pensempurnaan	V	N;SG
艇	boat	艇	boat	N	PROPN
模擬	analog	模擬	analog	N	PROPN;SG
模擬	analog	模擬	analog	N	PROPN;SG
伊斯蘭	islamic	伊斯蘭	islamic	PROPN	PROPN
伊斯蘭	islam	伊斯蘭	islam	PROPN	PROPN;SG
伊斯蘭	islam	伊斯蘭	islam	PROPN	PROPN;SG
最	terkuat	最	terkuat	ADV	ADJ;RL;SG
貨物	cargo	貨物	cargo	N	PROPN
局部	parsial	局部	parsial	N	ADJ;SG
局部	local	局部	local	N	PROPN
局部	lokal	局部	lokal	N	ADJ;SG
木星	jupiter	木星	jupiter	PROPN	N
天才	genius	天才	genius	N	PROPN
天才	jenius	天才	jenius	N	ADJ;SG
天才	talent	天才	talent	N	PROPN
影響	impact	影響	impact	V	PROPN
影響	dampak	影響	dampak	V	N;SG
影響	benturan	影響	benturan	V	N;SG
影響	pengaruh	影響	pengaruh	V	N;SG
附屬	amang	附屬	amang	N	PROPN
婷	ting	婷	ting	PROPN	PROPN
海峽	straits	海峽	straits	N	PROPN
爪	mencakar	爪	mencakar	N	V;SG;ACT
爪	paw	爪	paw	N	PROPN
筆	pencil	筆	pencil	N	PROPN
筆	pen	筆	pen	N	PROPN
筆	pena	筆	pena	N	PROPN;SG
筆	pena	筆	pena	N	PROPN;SG
垃圾	trash	垃圾	trash	N	PROPN
孔子	confucius	孔子	confucius	PROPN	PROPN
推進	propulsi	推進	propulsi	V	N;SG
推進	penggerak	推進	pengerak	V	N;SG
鵬	peng	鵬	peng	PROPN	PROPN
轟炸	pengebom	轟炸	pengebom	V	N
轟炸	pembom	轟炸	penbom	V	N;SG
轟炸	bomber	轟炸	bomber	V	PROPN
轟炸	pengebom	轟炸	pengebom	V	N
轟炸	pembom	轟炸	penbom	V	N;SG
轟炸	bomber	轟炸	bomber	V	PROPN
要	benteng	要	benteng	V	N
要	benteng	要	benteng	V	N
要	fort	要	fort	V	PROPN
黎明	dawn	黎明	dawn	PROPN	PROPN
黎明	fajar	黎明	fajar	PROPN	PROPN
巴勒斯坦	palestina	巴勒斯坦	palestina	PROPN	N;SG
跨	crossing	跨	crossing	V	PROPN
跨	penyeberangan	跨	penseberangan	V	N;SG
暖	warm	暖	warm	N	PROPN
刺激	rangsangan	刺激	rangsangan	V	N;SG
刺激	stimulasi	刺激	stimulasi	V	N;SG
刺激	stimulus	刺激	stimulus	V	N;SG
刺激	menstimulasi	刺激	menstimulasi	V	
刺激	menstimulasi	刺激	menstimulasi	V	
彪	biao	彪	biao	PROPN	PROPN
道教	tao	道教	tao	PROPN	PROPN
道教	taoisme	道教	taoisme	PROPN	N
借用	pinjam	借用	pinjam	V	N;SG
租	disewa	租	disewa	N	V;SG;PASS
租	sewa	租	sewa	N	PROPN;SG
租	rent	租	rent	N	PROPN
勇士	laskar	勇士	laskar	N	PROPN
勇士	warriors	勇士	warriors	N	PROPN
勇士	warrior	勇士	warrior	N	PROPN
因子	factor	因子	factor	N	PROPN
姐	sis	姐	sis	PROPN	PROPN
姐	kak	姐	kak	PROPN	PROPN
儲存	penyimpanan	儲存	pensimpanan	V	N;SG
卡通	toon	卡通	toon	N	PROPN
卡通	cartoon	卡通	cartoon	N	PROPN
成年	dewasa	成年	dewasa	N	ADJ;SG
成年	dewasa	成年	dewasa	N	ADJ;SG
繁殖	propagasi	繁殖	propagasi	V	N;SG
繁殖	pembiakan	繁殖	penbiakan	V	N;SG
繁殖	pemuliaan	繁殖	penmuliaan	V	N;SG
繁殖	breed	繁殖	breed	V	PROPN
繁殖	biak	繁殖	biak	V	PROPN;SG
繁殖	reproduksi	繁殖	reproduksi	V	N;SG
實驗	laboratory	實驗	laboratory	V	PROPN
實驗	laboratorium	實驗	laboratorium	V	N
實驗	laboratorium	實驗	laboratorium	V	N
實驗	laboratorium	實驗	laboratorium	V	N
實驗	lab	實驗	lab	V	PROPN;SG
敘述	narasi	敘述	narasi	V	N;SG
敘述	deskriptif	敘述	deskriptif	V	N
水晶	crystal	水晶	crystal	N	PROPN
跟	mengikuti	跟	menikuti	ADP	V;SG;ACT
跟	follow	跟	follow	ADP	PROPN
跟	ikuti	跟	ikuti	ADP	V;SG;ACT
秘魯	peru	秘魯	peru	PROPN	PROPN
反射	reflektif	反射	reflektif	V	N
反射	cerminan	反射	cerminan	V	N;SG
反射	reflek	反射	reflek	V	N;SG
反射	refleks	反射	refleks	V	N;SG
反射	refleksi	反射	refleksi	V	N;SG
反射	cerminan	反射	cerminan	V	N;SG
反射	pantulan	反射	pantulan	V	N;SG
反射	refleksi	反射	refleksi	V	N;SG
反射	renungan	反射	renungan	V	N;SG
那	that	那	that	DET	PROPN
那	bahwa	那	bahwa	DET	CONJ
那	yang	那	yang	DET	PRO
血液	blood	血液	blood	N	PROPN
後方	rear	後方	rear	N	PROPN
日常	everyday	日常	everyday	N	PROPN
主人	master	主人	master	N	PROPN
審查	review	審查	review	N	PROPN
審查	review	審查	review	N	PROPN
審查	tinjau	審查	tinjau	N	V;SG;ACT
審查	ulas	審查	ulas	N	V;SG;ACT
審查	meninjau	審查	mentinjau	N	V;SG;ACT
分解	pembusukan	分解	penbusukan	V	N;SG
分解	dekomposisi	分解	dekomposisi	V	N
除	kecuali	除	kecuali	V	CONJ
福音	gospel	福音	gospel	N	PROPN
馬德里	madrid	馬德里	madrid	PROPN	PROPN
標示	markus	標示	markus	V	PROPN
標示	tanda	標示	tanda	V	N;SG
標示	mark	標示	mark	V	PROPN
經濟	economics	經濟	economics	N	PROPN
草地	grass	草地	grass	N	PROPN
減	kurangi	減	kurangi	ADP	V;SG;ACT
減	mengurangi	減	menkurangi	ADP	V;SG;ACT
減	menurun	減	menturun	ADP	V;SG;ACT
減	berkurang	減	berkurang	ADP	V;SG;ACT
減	penurunan	減	penturunan	ADP	N;SG
減	minus	減	minus	ADP	PROPN
減	dikurangi	減	dikurangi	ADP	V;SG;PASS
談判	negoisasi	談判	negoisasi	V	N
談判	negosiasi	談判	negosiasi	V	N
談判	negosiasi	談判	negosiasi	V	N
談判	perundingan	談判	penrundingan	V	N;SG
談判	negosiasi	談判	negosiasi	V	N
流通	sirkulasi	流通	sirkulasi	V	N;SG
流通	peredaran	流通	peredaran	V	N;SG
流通	flow	流通	flow	V	PROPN
流通	aliran	流通	aliran	V	N;SG
流通	alur	流通	alur	V	N;SG
費用	fee	費用	fee	N	PROPN
購物	shop	購物	shop	N	PROPN
購物	berbelanja	購物	berbelanja	N	V;SG;ACT
購物	shopping	購物	shopping	N	PROPN
購物	berbelanja	購物	berbelanja	N	V;SG;ACT
重慶	chongqing	重慶	chongqing	PROPN	PROPN
彰化	changhua	彰化	changhua	PROPN	PROPN
加里	gary	加里	gary	PROPN	PROPN
撤銷	penghindaran	撤銷	penhindaran	V	N;SG
撤銷	undo	撤銷	undo	V	PROPN
外觀	tampil	外觀	tampil	N	V;SG;ACT
喇嘛	lama	喇嘛	lama	N	ADJ;SG
盟軍	allied	盟軍	allied	N	PROPN
灰色	gray	灰色	gray	N	PROPN
灰色	grey	灰色	grey	N	PROPN
妍	yeon	妍	yeon	PROPN	PROPN
累積	akumulasi	累積	akumulasi	V	N;SG
累積	akumulasi	累積	akumulasi	V	N;SG
累積	kumulatif	累積	kumulatif	V	N
累積	akumulasi	累積	akumulasi	V	N;SG
秩序	order	秩序	order	N	PROPN
蘇丹	sudan	蘇丹	sudan	PROPN	PROPN
監獄	prison	監獄	prison	N	PROPN
徐	xuzhou	徐	xuzhou	PROPN	PROPN
邊境	frontier	邊境	frontier	N	PROPN
獵	berburu	獵	berburu	N	V;SG;ACT
獵	hunt	獵	hunt	N	PROPN
獵	berburu	獵	berburu	N	V;SG;ACT
獵	memburu	獵	menburu	N	V;SG;ACT
獵	hunting	獵	hunting	N	PROPN
遺產	heritage	遺產	heritage	N	PROPN
遺產	legacy	遺產	legacy	N	PROPN
俄國	rusia	俄國	rusia	PROPN	PROPN
俄國	russia	俄國	russia	PROPN	PROPN
獨特	keunikan	獨特	keunikan	ADJ	N;SG
獨特	unique	獨特	unique	ADJ	PROPN
電氣	electric	電氣	electric	N	PROPN
為	kenapa	為	kenapa	ADP	ADV
為	mengapa	為	mengapa	ADP	ADV
為	why	為	why	ADP	PROPN
評估	penilaian	評估	pennilaian	V	N;SG
評估	evaluasi	評估	evaluasi	V	N;SG
記憶	ram	記憶	ram	N	PROPN
記憶	memory	記憶	memory	N	PROPN
擴展	extended	擴展	extended	V	PROPN
擴展	ekstensi	擴展	ekstensi	V	N
擴展	extend	擴展	extend	V	PROPN
擴展	perpanjang	擴展	perpanjang	V	N;SG;ACT
擴展	perluasan	擴展	perluasan	V	N;SG
擴展	ekspansi	擴展	ekspansi	V	N;SG
擴展	perluas	擴展	perluas	V	N;SG;ACT
擴展	ekspansi	擴展	ekspansi	V	N;SG
建國	statehood	建國	statehood	V	PROPN
烯	ene	烯	ene	N	PROPN
龐	pang	龐	pang	PROPN	PROPN
解放	sla	解放	sla	V	PROPN
解放	pla	解放	pla	V	PROPN
泰山	tarzan	泰山	tarzan	PROPN	N
每月	perbulan	每月	perbulan	DET	N;SG
每月	bulanan	每月	bulanan	DET	N;SG
更換	replace	更換	replace	V	PROPN
更換	pengganti	更換	penganti	V	N;SG
更換	penggantian	更換	pengantian	V	N;SG
快樂	joy	快樂	joy	N	PROPN
快樂	senang	快樂	senang	N	ADJ;SG
快樂	bahagia	快樂	bahagia	N	ADJ;SG
快樂	happy	快樂	happy	N	PROPN
守護	guardian	守護	guardian	N	PROPN
守護	wali	守護	wali	N	PROPN;SG
守護	dijaga	守護	dijaga	N	V;SG;PASS
法	prancis	法	prancis	PROPN	PROPN;SG
法	perancis	法	perancis	PROPN	PROPN;SG
頭部	head	頭部	head	N	PROPN
玩具	toy	玩具	toy	N	PROPN
增長	pertumbuhan	增長	pertumbuhan	V	N;SG
增長	perkembangan	增長	perkembangan	V	N;SG
增長	pertumbuhannya	增長	pertumbuhan	V	N;SG
粉絲	fans	粉絲	fans	N	PROPN
粉絲	fan	粉絲	fan	N	PROPN
消除	eliminasi	消除	eliminasi	V	N;SG
消除	eliminasi	消除	eliminasi	V	N;SG
拖	drag	拖	drag	V	N
拖	seret	拖	seret	V	
拖	tow	拖	tow	V	PROPN
消滅	pembasmian	消滅	penbasmian	V	N;SG
消滅	pemusnahan	消滅	penpusnahan	V	N;SG
形狀	shape	形狀	shape	N	PROPN
兵器	weapon	兵器	weapon	N	PROPN
配偶	pasangan	配偶	pasangan	V	N;SG
強化	intensifikasi	強化	intensifikasi	V	N;SG
強化	penguatan	強化	penkuatan	V	N;SG
地產	property	地產	property	N	PROPN
天堂	surga	天堂	surga	N	PROPN;SG
天堂	heaven	天堂	heaven	N	PROPN
天堂	firdaus	天堂	firdaus	N	PROPN
天堂	surga	天堂	surga	N	PROPN;SG
天堂	paradise	天堂	paradise	N	PROPN
代表	perwakilan	代表	perwakilan	V	N;SG
代表	representasi	代表	representasi	V	N;SG
關鍵	key	關鍵	key	N	PROPN
約克	york	約克	york	PROPN	PROPN;SG
設計	perancang	設計	penrancang	V	N;SG
設計	desainer	設計	desainer	V	N;SG
設計	perancang	設計	penrancang	V	N;SG
設計	designer	設計	designer	V	N
設計	desainer	設計	desainer	V	N;SG
框架	framework	框架	framework	N	PROPN
框架	framework	框架	framework	N	PROPN
槍管	tong	槍管	tong	N	PROPN
抑制	inhibition	抑制	inhibition	V	PROPN
抑制	penekanan	抑制	pentekanan	V	N;SG
室內	indoor	室內	indoor	N	PROPN
互動	interaksi	互動	interaksi	V	N;SG
互動	interaksi	互動	interaksi	V	N;SG
互動	interaksi	互動	interaksi	V	N;SG
互動	keterlibatan	互動	keterlibatan	V	N;SG
互動	engagement	互動	engagement	V	PROPN
互動	pertunangan	互動	pertunangan	V	N;SG
互動	interaksi	互動	interaksi	V	N;SG
互動	interaktif	互動	interaktif	V	N;SG
突擊	serbu	突擊	serbu	V	N;SG
突擊	serangan	突擊	serangan	V	N;SG
突擊	penyerangan	突擊	penserangan	V	N;SG
西蒙	simon	西蒙	simon	PROPN	PROPN
中	sedang	中	sedang	N	ADV
中	moderat	中	moderat	N	ADJ;SG
中	memoderasi	中	menmoderasi	N	V;SG;ACT
淡	pale	淡	pale	N	PROPN
淡	pucat	淡	pucat	N	ADJ;SG
淡	memudar	淡	menpudar	N	V;SG;ACT
