der	do	der	do	DET;NOM;DEF;MASC;SG	PROPN
kapazität	de	kapazität	de	N;NOM;FEM;SG	ADP
kolonie	colonia	kolonie	colonia	ADJ	N
kurzzeitig	brevemente	kurzzeitig	brevementar	ADJ	ADV
bbc	bbc	bbc	bbc	PROPN;NOM;SG	PROPN
jänner	xaneiro	jann	xaneiro		N
jänner	de	jann	de		ADP
personal	persoal	personal	persoal	ADJ	N
personal	persoal	personal	persoal	ADJ	N
personal	bastón	personal	bastón	ADJ	N
personal	de	personal	de	ADJ	ADP
personal	plantilla	personal	plantilla	ADJ	N
wissenschaftlich	cientificamente	wissenschaftlich	cientificamente	ADJ	ADV
wissenschaftlich	científicamente	wissenschaftlich	científicamente	ADJ	ADV
netzwerk	rede	netzwerk	rede	PROPN	N
netzwerk	de	netzwerk	de	PROPN	ADP
erziehung	a	erziehung	o	N;NOM;FEM;SG	DET
enge	estreito	eng	estreito	ADJ;NOM;FEM;SG	N
vorwurf	acusación	vorwerfen	acusación	ADV	N
vizepräsident	vicepresidente	vizepräsident	vicepresidente	ADJ	N
vizepräsident	vicio	vizepräsident	vicio	ADJ	N
vizepräsident	iwabuchi	vizepräsident	iwabuchi	ADJ	PROPN
vizepräsident	antivicio	vizepräsident	antivicio	ADJ	PROPN
reihen	serie	reih	serie	V;NFIN	N
reihen	de	reih	de	V;NFIN	ADP
komplette	total	komplett	total	ADJ;NOM;FEM;PL	N
komplette	completa	komplett	completar	ADJ;NOM;FEM;PL	V
komplette	completar	komplett	completar	ADJ;NOM;FEM;PL	V
technologie	tecnolóxica	technologie	tecnolóxico	PROPN;SG	ADJ
technologie	tecnolóxicas	technologie	tecnolóxico	PROPN;SG	ADJ
technologie	tecnoloxía	technologie	tecnoloxía	PROPN;SG	N
georgia	georgia	georgia	georgia	PROPN;NOM;MASC;SG	PROPN
dänischer	danés	dänisch	danés	ADJ	N
dänischer	daneses	dänisch	danese	ADJ	V
hilfreich	para	hilfreich	para	ADJ	ADP
hilfreich	axuda	hilfreich	axuda	ADJ	N
unterseite	fondo	unterseite	fondo	ADJ	N
unterseite	final	unterseite	final	ADJ	N
unterseite	do	unterseite	do	ADJ	PROPN
unterseite	abaixo	unterseite	abaixo	ADJ	ADV
unterseite	todo	unterseite	todo	ADJ	DET
nachricht	mensaxe	nachrecht	mensaxe	ADJ	N
redakteur	de	redakteur	de	ADJ	ADP
redakteur	edición	redakteur	edición	ADJ	N
schlagzeug	drum	schlagzeug	drum	ADJ	N
schlagzeug	batería	schlagzeug	bater	ADJ	V
schlagzeug	tambores	schlagzeug	tambor	ADJ	N
schlagzeug	os	schlagzeug	o	ADJ	DET
ansichten	opinións	ansichten	opinión	V;PL;FIN	N
gefangen	preso	fangen	preso	V;V.PTCP	N
gefangen	prisioneira	fangen	prisioneira	V;V.PTCP	N
gefangen	prisioneiro	fangen	prisioneiro	V;V.PTCP	N
gefangen	prisioneiros	fangen	prisioneiro	V;V.PTCP	N
gefangen	prisioneiro	fangen	prisioneiro	V;V.PTCP	N
umständen	circunstancias	umständen	circunstancia		N
jugendlichen	os	jugendlich	o	ADJ	DET
jugendlichen	adolescentes	jugendlich	adolescente	ADJ	N
jugendlichen	xuventude	jugendlich	xuventude	ADJ	N
jugendlichen	mozos	jugendlich	mozo	ADJ	N
jugendlichen	a	jugendlich	o	ADJ	DET
jugendlichen	mocidade	jugendlich	mocidade	ADJ	N
jugendlichen	francia	jugendlich	francia	ADJ	N
jugendlichen	de	jugendlich	de	ADJ	ADP
jugendlichen	adolescentes	jugendlich	adolescente	ADJ	N
jugendlichen	adolescencia	jugendlich	adolescencia	ADJ	N
extra	de	extra	de		ADP
extra	máis	extra	máis		ADV
extra	extra	extra	extra		PROPN
extra	un	extra	un		DET
abraham	abraham	abraham	abraham	PROPN;NOM;MASC;SG	PROPN
gestalten	a	gestalten	o	V;NFIN	DET
verzeichnis	lista	verzeichnis	lista		N
verzeichnis	listaxe	verzeichnis	listaxe		N
inhaber	dono	inhaber	dono	ADV	N
inhaber	os	inhaber	o	ADV	DET
inhaber	titular	inhaber	titular	ADV	V
sobald	cando	sobald	cando	ADV	PRO
sobald	unha	sobald	un	ADV	DET
sobald	vez	sobald	vez	ADV	N
therapie	de	therapie	de	N;SG	ADP
kommentare	comentar	kommentar	comentar	ADJ;NOM;FEM;SG	V
kommentare	comentario	kommentar	comentario	ADJ;NOM;FEM;SG	N
kommentare	comentarios	kommentar	comentario	ADJ;NOM;FEM;SG	N
erwartet	agardas	erwarten	agarda	V;V.PTCP	N
erwartet	agárdao	erwarten	agárdao	V;V.PTCP	PROPN
erwartet	a	erwarten	o	V;V.PTCP	DET
erwartet	se	erwarten	se	V;V.PTCP	CONJ
erwartet	que	erwarten	que	V;V.PTCP	PRO
gewässer	auga	gewässer	auga		N
erzeugen	unha	erzeugen	un	V;NFIN	DET
meinungen	opinión	meinungen	opinión	V;NFIN	N
meinungen	opinións	meinungen	opinión	V;NFIN	N
meinungen	opinións	meinungen	opinión	V;NFIN	N
kämpfe	batallas	kämpfen	batalla		N
kämpfe	combates	kämpfen	combate		N
kämpfe	loita	kämpfen	loita		N
kämpfe	contra	kämpfen	contra		ADP
kämpfe	loitar	kämpfen	loitar		V
kämpfe	loitamos	kämpfen	loitar		V
kämpfe	combate	kämpfen	combate		N
kämpfe	pelexar	kämpfen	pelexar		V
kämpfe	combater	kämpfen	combater		V
kämpfe	loitar	kämpfen	loitar		V
kämpfe	contra	kämpfen	contra		ADP
kämpfe	loita	kämpfen	loita		N
million	millóns	Million	millón	NUM	N
million	de	Million	de	NUM	ADP
million	millón	Million	millón	NUM	N
million	millóns	Million	millón	NUM	N
million	milleiros	Million	milleiro	NUM	N
million	de	Million	de	NUM	ADP
dänische	danés	dänisch	danés	ADJ;NOM;FEM;PL	N
dänische	daneses	dänisch	danese	ADJ;NOM;FEM;PL	V
global	de	global	de	ADJ	ADP
abenteuer	aventura	abenteuer	aventura		N
haft	detención	haft	detención	ADJ	N
enden	fin	enden	fin	V;NFIN	N
enden	listo	enden	listo	V;NFIN	N
enden	final	enden	final	V;NFIN	N
könige	reis	könig	rei	ADJ;NOM;FEM;PL	N
nato	otan	nato	otar	PROPN;NOM;SG	PROPN
erhaltene	recibín	erhalten	recibir	ADJ;NOM;FEM;PL	V
erhaltene	recibiron	erhalten	recibir	ADJ;NOM;FEM;PL	V
erhaltene	recibimos	erhalten	recibir	ADJ;NOM;FEM;PL	V
erhaltene	recibiu	erhalten	recibir	ADJ;NOM;FEM;PL	V
kreise	círculo	kreis	círculo		N
kreise	condados	kreis	condado		N
teilnehmen	participación	teilnehmen	participación	V;NFIN	N
giuseppe	giuseppe	giuseppe	giuseppe	PROPN;NOM;MASC;SG	PROPN
territorium	territorio	territorium	territorio	ADJ	N
wurzeln	orixe	wurzeln	orixe	V;NFIN	N
wurzeln	raíz	wurzeln	raíz	V;NFIN	N
wurzeln	as	wurzeln	o	V;NFIN	DET
wurzeln	raíces	wurzeln	raíz	V;NFIN	N
sammlungen	de	sammlung	de	N;NOM;FEM;PL	ADP
vorhandene	telescopios	vorhanden	telescopio	ADJ;NOM;FEM;PL	N
schlechten	malos	schlecht	malo	ADJ	N
schlechten	mal	schlecht	mal	ADJ	ADV
schlechten	malo	schlecht	malo	ADJ	PROPN
steine	de	stein	de	N	ADP
steine	a	stein	o	N	DET
racing	de	racing	de	PROPN	ADP
racing	carreiras	racing	carreira	PROPN	N
entscheidend	cruciais	entscheidend	crucial	ADJ	N
luise	louise	luesen	louise	PROPN;NOM;FEM;SG	PROPN
markiert	marcados	markieren	marcar	ADJ;V.PTCP	V
instrumente	instrumentos	instrument	instrumento	ADJ;PL	N
instrumente	ferramentas	instrument	ferramenta	ADJ;PL	N
instrumente	as	instrument	o	ADJ;PL	DET
bischöfe	bispo	bischöf	bispo		N
verluste	perda	verlust	perda	ADJ	N
verluste	perdas	verlust	perda	ADJ	N
verluste	as	verlust	o	ADJ	DET
verluste	baixas	verlust	baixa	ADJ	N
schwach	mal	schwach	mal	ADJ	ADV
schwach	esvaecemento	schwach	esvaecemento	ADJ	N
prince	príncipe	prince	príncipe	PROPN;NOM;SG	N
prince	o	prince	o	PROPN;NOM;SG	DET
two	dous	two	dous	PROPN;SG	N
two	dúas	two	dous	PROPN;SG	N
tätigkeiten	actividades	tätigkeit	actividade	V;NFIN	N
zusätzlichen	de	zusätzlich	de	ADJ	ADP
zusätzlichen	máis	zusätzlich	máis	ADJ	ADV
zusätzlichen	extra	zusätzlich	extra	ADJ	PROPN
zusätzlichen	un	zusätzlich	un	ADJ	DET
sterne	estrela	stern	estrela		N
sterne	star	stern	star		V
sterne	estrelas	stern	estrela		N
sterne	das	stern	das		N
gefällt	lle	gefallen	lle	V;IND;SG;3;PRS;FIN	PRO
gefällt	me	gefallen	me	V;IND;SG;3;PRS;FIN	PRO
gefällt	gustáballe	gefallen	gustáballe	V;IND;SG;3;PRS;FIN	N
gefällt	como	gefallen	como	V;IND;SG;3;PRS;FIN	PRO
gefällt	coma	gefallen	coma	V;IND;SG;3;PRS;FIN	CONJ
gefällt	así	gefallen	así	V;IND;SG;3;PRS;FIN	ADV
gefällt	gústalle	gefallen	gústalle	V;IND;SG;3;PRS;FIN	ADJ
vorstellen	presentarlles	vorstellen	presentarles	V;NFIN	N
vorstellen	á	vorstellen	á	V;NFIN	N
vorstellen	ao	vorstellen	ao	V;NFIN	PROPN
vorstellen	presente	vorstellen	presente	V;NFIN	ADJ
vorstellen	imaxinade	vorstellen	imaxinade	V;NFIN	N
anwesen	mansión	anwesen	mansión		N
anwesen	inmobiliario	anwesen	inmobiliario		ADJ
heirat	casamento	heirat	casamento		N
heirat	matrimonio	heirat	matrimonio		N
heirat	de	heirat	de		ADP
heirat	voda	heirat	vodo		N
heirat	matrimonio	heirat	matrimonio		N
heirat	noiva	heirat	noiva		N
zwecke	propósitos	zweck	propósito		N
erik	eric	erik	eric	PROPN;NOM;MASC;SG	PROPN
angelegenheiten	asuntos	angelegenheit	asunto	V;NFIN	N
tote	mortos	tot	morto		N
tote	morto	tot	morto		N
tote	morta	tot	morto		N
tote	morreu	tot	morrer		V
einzeln	separado	einzeln	separado		N
durchschnittlich	media	durchschnittlich	media	ADJ	N
durchschnittlich	medio	durchschnittlich	medio	ADJ	N
durchschnittlich	de	durchschnittlich	de	ADJ	ADP
durchschnittlich	mediocre	durchschnittlich	mediocre	ADJ	N
dorthin	hai	dorthin	haber	ADV	V
völker	nacións	völk	nación		N
völker	xente	völk	xente		N
völker	fronte	völk	fronte		N
konkret	especificamente	konkret	especificamente	ADJ	ADV
fabrik	fábricas	fabrik	fábrica		N
fabrik	fábrica	fabrik	fábrica		N
fabrik	fábricas	fabrik	fábrica		N
fabrik	industriais	fabrik	industrial		N
haupt	cabeza	haupen	cabeza		N
haupt	a	haupen	o		DET
haupt	principal	haupen	principal		ADJ
haupt	importante	haupen	importante		ADJ
jahrhunderte	séculos	jahrhundert	século	ADJ	N
anmerkung	nota	anmerkung	nota		N
anmerkung	a	anmerkung	o		DET
anmerkung	comentar	anmerkung	comentar		V
anmerkung	comentario	anmerkung	comentario		N
tausend	miles	tausend	mil	NUM	N
tausend	milleiros	tausend	milleiro	NUM	N
tausend	mil	tausend	mil	NUM	N
tausend	de	tausend	de	NUM	ADP
tausend	millar	tausend	millar	NUM	N
tausend	miles	tausend	mil	NUM	N
tausend	milleiros	tausend	milleiro	NUM	N
duke	duque	duke	duque	PROPN;NOM;MASC;SG	N
orange	laranxa	orange	laranxir		N
übrig	para	übrig	para	ADJ	ADP
tür	as	tür	o	N	DET
syndrom	síndrome	syndrom	síndrome		PROPN
syndrom	de	syndrom	de		ADP
bauwerke	edificios	bauwerk	edificio		N
bauwerke	estruturas	bauwerk	estrutura		N
muster	padrón	muster	padrón	ADJ	N
muster	de	muster	de	ADJ	ADP
muster	patrón	muster	patrón	ADJ	N
muster	pauta	muster	pauta	ADJ	N
muster	mostras	muster	mostra	ADJ	N
muster	patróns	muster	patrón	ADJ	N
fliegen	e	fliegen	e	V;NFIN	CONJ
fliegen	voe	fliegen	voar	V;NFIN	PROPN
fliegen	voo	fliegen	voo	V;NFIN	N
fliegen	moscas	fliegen	mosco	V;NFIN	N
fliegen	a	fliegen	o	V;NFIN	DET
gedicht	poema	denken|gedenken	poema		N
schlechter	peor	schlecht	peor	ADJ	N
schlechter	empeora	schlecht	empeorar	ADJ	N
jimmy	jimmy	jimmy	jimmy	PROPN;NOM;MASC;SG	PROPN
übertragung	traslado	übertragung	traslado	V;IND;SG;3;PRS;FIN	N
biologie	bioloxía	biologie	bioloxía		N
vermögen	fortuna	vermögen	fortuna		N
vermögen	bens	vermögen	ben		N
vermögen	riqueza	vermögen	riqueza		N
vermögen	riquezas	vermögen	riqueza		N
vermögen	coa	vermögen	coar		V
gefragt	pregunteille	fragen	pregunteille	V;V.PTCP	ADJ
gefragt	lle	fragen	lle	V;V.PTCP	PRO
betrachten	conta	betrachten	conta	V;NFIN	N
betrachten	considerade	betrachten	considerade	V;NFIN	N
betrachten	os	betrachten	o	V;NFIN	DET
betrachten	en	betrachten	en	V;NFIN	ADP
anordnung	arranxo	anordnung	arranxo	ADJ	N
anordnung	acordo	anordnung	acordo	ADJ	N
darsteller	actores	darsteller	actor	ADJ	N
darsteller	actor	darsteller	actor	ADJ	N
tanz	baile	tanz	baile		N
tanz	baila	tanz	baila		V
tanz	bailar	tanz	bailar		V
tanz	danza	tanz	danza		N
tanz	baile	tanz	baile		N
tanz	bailando	tanz	bailar		V
tanz	bailar	tanz	bailar		V
tanz	bailaba	tanz	bailar		V
glas	vaso	glas	vaso		N
glas	vidro	glas	vidro		N
glas	cristal	glas	cristal		N
glas	de	glas	de		ADP
glas	copa	glas	copa		N
glas	de	glas	de		ADP
glas	bote	glas	bote		PROPN
wladimir	vladimir	wladimir	vladimir	PROPN;NOM;MASC;SG	V
kauf	mercar	kauf	mercar	N;SG	V
kauf	comprar	kauf	comprar	N;SG	V
kauf	mercando	kauf	mercar	N;SG	V
anderson	anderson	anderson	anderson	PROPN;NOM;MASC;SG	PROPN
bergbau	minería	bergbau	minería		N
bergbau	mineiro	bergbau	mineiro		ADJ
bergbau	minas	bergbau	mina		N
problemen	problemas	problem	problema	V;NFIN	N
problemen	os	problem	o	V;NFIN	DET
problemen	problema	problem	problema	V;NFIN	N
geschätzt	estimouse	schätzen	estimouse	V;V.PTCP	N
waffe	armas	waffen	arma		N
waffe	as	waffen	o		DET
waffe	armamento	waffen	armamento		N
waffe	arma	waffen	arma		N
waffe	arma	waffen	arma		N
waffe	arma	waffen	arma		N
waffe	pistola	waffen	pistola		N
waffe	revólver	waffen	revólver		N
dance	baile	dance	baile	PROPN	N
dance	baila	dance	baila	PROPN	V
dance	bailar	dance	bailar	PROPN	V
dance	danza	dance	danza	PROPN	N
dance	baile	dance	baile	PROPN	N
dance	bailando	dance	bailar	PROPN	V
dance	bailar	dance	bailar	PROPN	V
dance	bailaba	dance	bailar	PROPN	V
ice	xeo	ice	xeo		N
nahen	media	nah	media	ADJ	N
nahen	medio	nah	medio	ADJ	N
nahen	oriente	nah	oriente	ADJ	N
charlie	charlie	charlie	charlie	PROPN;NOM;SG	PROPN
charlie	non	charlie	non	PROPN;NOM;SG	PART
negativ	adversos	negativ	adverso	ADJ	N
negativ	efectos	negativ	efecto	ADJ	N
eigenschaft	atributo	eigenschaft	atributo	ADJ	N
eigenschaft	propiedade	eigenschaft	propiedade	ADJ	N
schwerer	pesados	schwer	pesar	ADJ	V
schwerer	pesa	schwer	pesar	ADJ	V
schwerer	moito	schwer	moito	ADJ	ADV
schwerer	peso	schwer	peso	ADJ	N
schwerer	máis	schwer	máis	ADJ	ADV
streifen	de	streifen	de	V;NFIN	ADP
kennzeichen	pratos	kennzeichen	prato		N
entworfen	para	entwerfen	para	V;V.PTCP	ADP
down	abaixo	down	abaixo	PROPN	ADV
verwandt	coa	verwandt	coar	ADJ	V
distanz	distancia	distanz	distancia		N
distanz	distancias	distanz	distancia		N
distanz	lonxe	distanz	lonxe		ADV
distanz	as	distanz	o		DET
distanz	até	distanz	até		ADV
angehörigen	parentes	angehörig	parente	V;IND;PL;3;FIN	N
angehörigen	familiares	angehörig	familiar	V;IND;PL;3;FIN	ADJ
betreiber	operadora	betreiber	operador		ADJ
louise	louise	louise	louise	PROPN;NOM;FEM;SG	PROPN
absicht	intención	absechen	intención		N
einstellen	conxunto	einstellen	conxunto	V;NFIN	N
gefährdet	ameazada	gefährden	ameazar	ADJ;V.PTCP	V
pass	pasaporte	pass	pasaporte		N
pass	pasar	pass	pasar		V
pass	pase	pass	pase		V
nahrung	alimentaria	nahrung	alimentario	N;NOM;FEM;SG	ADJ
ärzte	os	ärzen	o	N;NOM;PL	DET
ärzte	os	ärzen	o	N;NOM;PL	DET
hängen	tempo	hängen	tempo	V;NFIN	N
hängen	un	hängen	un	V;NFIN	DET
hängen	a	hängen	o	V;NFIN	DET
doktor	doc	doktor	doc	N;SG	PROPN
rückzug	retirada	rückzug	retirada	V;SG	N
rückzug	retirada	rückzug	retirada	V;SG	N
verbrechen	crimes	verbrechen	crimes	V;NFIN	N
verbrechen	delitos	verbrechen	delito	V;NFIN	N
verbrechen	delito	verbrechen	delito	V;NFIN	N
verbrechen	crime	verbrechen	crime	V;NFIN	N
verbrechen	criminalidade	verbrechen	criminalidade	V;NFIN	N
verbrechen	crimes	verbrechen	crimes	V;NFIN	N
verbrechen	delincuencia	verbrechen	delincuencia	V;NFIN	N
spielzeiten	estacións	spielzeit	estación	V;NFIN	N
debatte	debate	debatt	debate	ADJ;NOM;SG	N
eisen	ferro	eise	ferro		N
seele	alma	seelen	alma		N
seele	almas	seelen	alma		N
becken	piscinas	becken	piscina	V;NFIN	N
realisiert	de	realisieren	de	V;V.PTCP	ADP
realisiert	que	realisieren	que	V;V.PTCP	PRO
realisiert	conta	realisieren	conta	V;V.PTCP	N
realisiert	na	realisieren	na	V;V.PTCP	N
realisiert	conta	realisieren	conta	V;V.PTCP	N
bit	pouco	bit	pouco		ADV
bit	chisco	bit	chisco		N
bit	algo	bit	algo		PRO
bit	un	bit	un		DET
bit	partes	bit	parte		N
bit	pezas	bit	peza		N
aufgefallen	que	auffallen	que	V;V.PTCP	PRO
aufgefallen	conta	auffallen	conta	V;V.PTCP	N
aufgefallen	de	auffallen	de	V;V.PTCP	ADP
wiederhergestellt	a	wiederherstellen	o	V;V.PTCP	DET
ehrlich	honestamente	ehrlich	honestamente	ADJ	ADV
ehrlich	honestos	ehrlich	honesto	ADJ	N
ehrlich	dicir	ehrlich	dicir	ADJ	V
ehrlich	verdade	ehrlich	verdade	ADJ	N
ehrlich	sincero	ehrlich	sincero	ADJ	N
ehrlich	honesto	ehrlich	honesto	ADJ	N
ehrlich	de	ehrlich	de	ADJ	ADP
ehrlich	honrado	ehrlich	honrar	ADJ	V
kritisch	crítica	kritisch	crítica	ADJ	N
realität	realidade	realität	realidade	ADJ	N
realität	a	realität	o	ADJ	DET
voraussetzungen	condicións	voraussetzehen	condición	V;NFIN	N
voraussetzungen	patoloxías	voraussetzehen	patoloxía	V;NFIN	N
voraussetzungen	as	voraussetzehen	o	V;NFIN	DET
wörter	palabras	wört	palabra		N
wörter	as	wört	o		DET
wörter	verbas	wört	verba		N
gebraucht	antes	brauchen|gebrauchen	antes	V;V.PTCP	ADV
stellvertreter	axudante	stellvertreter	axudante	ADJ	N
stellvertreter	substituír	stellvertreter	substituír	ADJ	V
bäume	tree	bäumen	trear	N;NOM;MASC;PL	PROPN
bäume	crosstree	bäumen	crosstree	N;NOM;MASC;PL	PROPN
künstlerischen	artística	künstlerisch	artístico	ADJ;NOM;MASC;SG	N
früchte	froita	früchen	froita		N
liefern	a	liefern	o	V;NFIN	DET
liefern	pásao	liefern	pásao	V;NFIN	PROPN
brücken	bridges	brücken	bridge	N;NOM;FEM;PL	PROPN
brücken	bridge	brücken	bridge	N;NOM;FEM;PL	PROPN
wars	guerras	wars	guerra		N
wars	guerra	wars	guerra		N
bridge	oco	bridgen	oco	PROPN;NOM;SG	N
bridge	ponte	bridgen	ponte	PROPN;NOM;SG	N
bridge	bridge	bridgen	bridge	PROPN;NOM;SG	PROPN
dahinter	de	dahinter	de	ADV	ADP
dahinter	tras	dahinter	tras	ADV	ADP
dahinter	por	dahinter	por	ADV	ADP
pferd	cabalos	pferd	cabalo		V
pferd	os	pferd	o		DET
pferd	cabalo	pferd	cabalo		PROPN
pferd	kingston	pferd	kingston		PROPN
vergleiche	comparar	vergleichen	comparar		V
vergleiche	comparamos	vergleichen	comparar		V
lebensraum	do	lebensraum	do	ADJ	PROPN
lebensraum	hábitat	lebensraum	hábitat	ADJ	N
queen	raíña	queen	raíña	PROPN;NOM;SG	N
queen	queen	queen	quen	PROPN;NOM;SG	PROPN
echte	de	echt	de	ADJ;NOM;FEM;PL	ADP
echte	verdade	echt	verdade	ADJ;NOM;FEM;PL	N
wählen	que	wählen	que	V;NFIN	PRO
wählen	o	wählen	o	V;NFIN	DET
wählen	a	wählen	o	V;NFIN	DET
hände	as	hand	o	N;NOM;FEM;PL	DET
beweis	demostrar	beweis	demostrar		V
beweis	probar	beweis	probar		V
beweis	demostralo	beweis	demostralo		N
beweis	probalo	beweis	probalo		PROPN
beweis	proba	beweis	proba		N
beweis	probas	beweis	proba		N
graben	cáptasme	graben	cáptasme	V;NFIN	N
graben	capto	graben	capto	V;NFIN	N
graben	píllalo	graben	píllalo	V;NFIN	PROPN
graben	gabia	graben	gabia	V;NFIN	N
bus	autobús	bus	autobús		N
bus	parada	bus	parado		N
bus	autocarro	bus	autocarro		N
bataillon	batallón	bataillon	batallón	PROPN	N
zugriff	aos	zugreifen	aos	N	PROPN
winkel	ángulo	winkel	ángulo		N
voraussetzung	premisa	voraussetzung	premisar		N
voraussetzung	condición	voraussetzung	condición		N
voraussetzung	situación	voraussetzung	situación		N
voraussetzung	doenza	voraussetzung	doenza		N
voraussetzung	estado	voraussetzung	estado		N
gäbe	sería	geben	ser	V;IND;SG;3;PRS;FIN	V
gäbe	que	geben	que	V;IND;SG;3;PRS;FIN	PRO
bewegt	moverse	bewegen	moverse	V;IND;SG;3;PRS;FIN	PROPN
bewegt	a	bewegen	o	V;IND;SG;3;PRS;FIN	DET
bewegt	aquí	bewegen	aquí	V;IND;SG;3;PRS;FIN	ADV
bewegt	de	bewegen	de	V;IND;SG;3;PRS;FIN	ADP
bewegt	se	bewegen	se	V;IND;SG;3;PRS;FIN	CONJ
bewegt	mudeime	bewegen	mudeime	V;IND;SG;3;PRS;FIN	PROPN
bewegt	a	bewegen	o	V;IND;SG;3;PRS;FIN	DET
bewegt	se	bewegen	se	V;IND;SG;3;PRS;FIN	CONJ
voller	chea	voll	chea		N
voller	cheo	voll	cheo		N
voller	completo	voll	completo		ADJ
voller	de	voll	de		ADP
voller	cheos	voll	cheo		ADJ
voller	xente	voll	xente		N
nehme	a	nehmen	o	V;IND;SG;3;PRS;FIN	DET
pferde	cabalos	pferd	cabalo		V
pferde	os	pferd	o		DET
pferde	cabalo	pferd	cabalo		PROPN
pferde	kingston	pferd	kingston		PROPN
blaue	azul	blau	azul	ADJ;NOM;FEM;PL	N
blaue	azuis	blau	azuis	ADJ;NOM;FEM;PL	N
vorschläge	unha	vorschläg	un		DET
vorschläge	suxestión	vorschläg	suxestión		N
hingewiesen	recomendáronme	hinweisen	recomendáronme	V;V.PTCP	PROPN
künstlerin	artista	künstlerin	artista	PROPN;NOM;SG	N
künstlerin	artistas	künstlerin	artista	PROPN;NOM;SG	N
höchstens	max	höchstens	max	ADV	PROPN
münzen	moeda	münzen	moeda	V;NFIN	N
admiral	almirante	admiral	almirante	PROPN;NOM;MASC;SG	N
übliche	de	üblich	de	ADJ;NOM;FEM;PL	ADP
übliche	sempre	üblich	sempre	ADJ;NOM;FEM;PL	ADV
übliche	normalidade	üblich	normalidade	ADJ;NOM;FEM;PL	N
übliche	costume	üblich	costume	ADJ;NOM;FEM;PL	N
alois	alois	alois	alois	PROPN;NOM;MASC;SG	PROPN
sex	sexo	sex	sexo		N
sex	sexual	sex	sexual		ADJ
sag	dicir	saugen	dicir		V
sag	di	saugen	dicir		V
sag	que	saugen	que		PRO
sag	dicir	saugen	dicir		V
sag	dille	saugen	dille		V
höhle	das	höhlen	das		N
höhle	cavernas	höhlen	caverna		N
höhle	cova	höhlen	cova		N
höhle	cavernas	höhlen	caverna		N
höhle	covas	höhlen	cova		N
behaupten	a	behaupten	o	V;NFIN	DET
behaupten	que	behaupten	que	V;NFIN	PRO
wahrscheinlichkeit	probabilidade	wahrscheinlichkeit	probabilidade	ADJ	N
lyon	lyon	lyon	lyon	PROPN;NOM;SG	PROPN
gefolgt	o	folgen	o	V;V.PTCP	DET
freiwillige	voluntarios	freiwillig	voluntario	ADJ;NOM;FEM;PL	N
böse	enfadado	böse	enfadar		V
böse	anoxados	böse	anoxar		V
böse	anoxado	böse	anoxar		V
böse	enfadada	böse	enfadar		V
böse	mala	böse	mal		ADJ
böse	malos	böse	malo		N
böse	mal	böse	mal		ADV
böse	malas	böse	mal		ADJ
böse	malo	böse	malo		PROPN
böse	mágoa	böse	mágoa		ADJ
böse	mal	böse	mal		ADV
böse	malo	böse	malo		PROPN
böse	malvado	böse	malvado		ADJ
böse	maldade	böse	maldade		N
böse	malvados	böse	malvado		ADJ
böse	malo	böse	malo		PROPN
böse	malvada	böse	malvada		ADJ
manchester	manchester	manchester	manchester	PROPN;NOM;MASC;SG	N
gesellschaften	empresas	gesellschaft	empresa	ADJ	N
gesellschaften	corporacións	gesellschaft	corporación	ADJ	N
gesellschaften	empresas	gesellschaft	empresa	ADJ	N
gesellschaften	as	gesellschaft	o	ADJ	DET
gesellschaften	compañías	gesellschaft	compañía	ADJ	N
gesellschaften	sociedades	gesellschaft	sociedade	ADJ	N
gesellschaften	sociedade	gesellschaft	sociedade	ADJ	N
affäre	asunto	affäre	asunto	ADJ;SG	N
affäre	escándalo	affäre	escándalo	ADJ;SG	N
blauen	azul	blau	azul	ADJ	N
blauen	azuis	blau	azuis	ADJ	N
küche	sloan	küchen	sloar	N;NOM;FEM;SG	PROPN
messen	exposicións	messen	exposición	V;NFIN	N
messen	medida	messen	medida	V;NFIN	N
geöffnet	aberta	öffnen	aberto	V;V.PTCP	ADJ
geöffnet	e	öffnen	e	V;V.PTCP	CONJ
veränderung	cambiar	veränderung	cambiar	N;NOM;FEM;SG	V
veränderung	mudar	veränderung	mudar	N;NOM;FEM;SG	V
zentral	central	zentral	central	ADJ	N
zentral	centro	zentral	centro	ADJ	N
definitiv	definitivamente	definitiv	definitivamente	ADJ	ADV
stirbt	morte	sterben	morte	V;IND;SG;3;PRS;FIN	N
stirbt	moribundos	sterben	moribundo	V;IND;SG;3;PRS;FIN	N
stirbt	por	sterben	por	V;IND;SG;3;PRS;FIN	ADP
dasselbe	mesmo	dasselbe	mesmo	ADV	DET
dasselbe	mesmas	dasselbe	mesmo	ADV	DET
dasselbe	mesma	dasselbe	mesmo	ADV	DET
grundstück	propiedade	grundstücken	propiedade		N
grundstück	terra	grundstücken	terra		N
grundstück	país	grundstücken	país		N
grundstück	terras	grundstücken	terra		N
modus	modo	modus	modo		N
schuld	culpa	schuld	culpa	ADJ	N
schuld	a	schuld	o	ADJ	DET
schuld	non	schuld	non	ADJ	PART
schuld	culpa	schuld	culpa	ADJ	N
schuld	débeda	schuld	débeda	ADJ	N
schuld	culpa	schuld	culpa	ADJ	N
wozu	por	wozu	por	ADV	ADP
wozu	que	wozu	que	ADV	PRO
wozu	iso	wozu	iso	ADV	PRO
panzer	tanque	panzer	tanque	ADJ	N
panzer	depósito	panzer	depósito	ADJ	N
panzer	tanques	panzer	tanque	ADJ	N
