den	the	den	the	PRO;DEF;MASC+FEM;SG	
låga	lavt	låg	levje	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
låga	low	låg	low	ADJ;NOM;PL	N;INDF;NEUT;SG
låga	lave	låg	lave	ADJ;NOM;PL	N;INDF;NEUT;SG
latinska	latin	latinsk	latin	ADJ;NOM;PL	N;INDF;MASC;SG
latinska	latinsk	latinsk	latinsk	ADJ;NOM;PL	ADJ;INDF;SG
quercus	eikeslekten	quercus	eikeslekt	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
korrekt	nøyaktige	korrekt	nøyaktig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
korrekt	korriger	korrekt	korriger	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
korrekt	korrigere	korrekt	korrigere	ADJ;NOM;INDF;MASC+FEM;SG	V;NFIN
korrekt	riktige	korrekt	riktig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
lane	lane	lane	lane	PROPN;NOM	N;INDF;MASC;SG
betala	betal	betala	betal	V;IMP;FIN;ACT	N;INDF;MASC;SG
law	loven	law	lov	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
stjärnor	stjernene	stjärna	stjerne	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
stjärnor	stars	stjärna	stars	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
gifta	gift	gift	gift	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG
åre	åre	åre	år	PROPN;NOM	N;INDF;FEM;SG
människa	menneskelig	människa	menneskelig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
scen	scenen	scen	scene	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bit	bite	bit	bite	N;NOM;INDF;MASC+FEM;SG	V;IMP;FIN
faso	faso	faso	faso	PROPN;NOM	N
trea	tredje	tre	tredje	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;SG
roland	roland	roland	roland	PROPN;NOM	N;INDF;MASC;SG
bredd	bredde	bredd	bredde	N;NOM;INDF;MASC+FEM;SG	ADJ;SG
bredd	bredde	bredd	bredde	N;NOM;INDF;MASC+FEM;SG	ADJ;SG
bevis	beviset	bevis	bevis	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
aragonien	aragón	aragonien	aragón	PROPN;NOM	N;INDF;MASC;SG
aragonien	aragon	aragonien	aragon	PROPN;NOM	N;INDF;MASC;SG
aragonien	aragón	aragonien	aragón	PROPN;NOM	N;INDF;MASC;SG
aragonien	aragon	aragonien	aragon	PROPN;NOM	N;INDF;MASC;SG
skådespelerska	skuespillerinnen	skådespelersk	skuespillerinn	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
solna	solna	solna	soln	PROPN;NOM	N;DEF;FEM;SG
litterära	litterær	litterär	litterær	ADJ;NOM;PL	ADJ;INDF;SG
aedes	aedes	aede	aedes	V;FIN;PASS	N;INDF;MASC;SG
hardy	hardy	hardy	hardy	PROPN;NOM	N;INDF;MASC;SG
riksdag	parlamentet	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
riksdag	folketinget	riksdag	folketing	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
riksdag	stortinget	riksdag	storting	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
grundat	stiftet	grunda	stift	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
grundat	grunnla	grunda	grunnle	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN
einar	einar	einar	eine	PROPN;NOM	N;MASC
fokus	fokusere	fokus	fokusere	N;NOM;INDF;NEUT;SG	V;NFIN
fokus	fokuserer	fokus	fokusere	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN
moritz	moritz	moritz	moritz	PROPN;NOM	N;INDF;MASC;SG
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM	N;INDF;MASC;SG
watson	watson	watson	watson	PROPN;NOM	N;INDF;MASC;SG
perspektiv	perspektiver	perspektiv	perspektiv	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
perspektiv	perspektivet	perspektiv	perspektiv	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
skador	skade	skada	skade	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
skador	erstatning	skada	erstatning	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
skador	skade	skada	skade	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
nigeria	nigeria	nigeri	nigerium	PROPN;NOM	N;DEF;NEUT;SG
mala	mala	mala	mal	V;IMP;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
elmer	elmer	elmer	elmer	PROPN;NOM	N;INDF;MASC;SG
drew	trakk	drew	trekkje	PROPN;NOM	V;IND;PST;FIN
drew	tegnet	drew	tegn	PROPN;NOM	N;DEF;NEUT;SG
drew	drew	drew	drew	PROPN;NOM	N;INDF;MASC;SG
sri	sri	sri	sri	PROPN;NOM	PROPN
klubbar	klubbene	klubb	klubbe	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
åtgärder	aksjon	åtgärd	aksjon	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
åtgärder	handling	åtgärd	handling	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
åtgärder	handlingene	åtgärd	handling	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
charlie	charlie	charlie	charlie	PROPN;NOM	N;INDF;MASC;SG
grader	grader	grad	grad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
passerar	forbifarten	passera	forbifart	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
passerar	bortgang	passera	bortgang	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
maryland	maryland	maryland	maryland	PROPN;NOM	N;INDF;MASC;SG
liverpool	liverpool	liverpool	liverpool	PROPN;NOM	N;INDF;NEUT;SG
force	kraften	force	kraft	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
salzburg	salzburg	salzburg	salzburg	PROPN;NOM	N;INDF;MASC;SG
gods	varer	god	vare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
arkiv	arkivet	arkiv	arkiv	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
behåll	behold	behålla	behold	V;IMP;FIN;ACT	N;INDF;NEUT;SG
behåll	hold	behålla	hold	V;IMP;FIN;ACT	N;INDF;NEUT;SG
behåll	keep	behålla	keep	V;IMP;FIN;ACT	N
main	main	main	main	PROPN;NOM	N;INDF;NEUT;SG
main	hoved	main	hoved	PROPN;NOM	N;INDF;MASC;SG
knappt	såvidt	knappt	såvid	ADV	ADJ;INDF;NEUT;SG
knappt	knapt	knappt	knapp	ADV	ADJ;INDF;NEUT;SG
knappt	vidt	knappt	vid	ADV	ADJ;INDF;NEUT;SG
knappt	knapt	knappt	knapp	ADV	ADJ;INDF;NEUT;SG
verkställande	henrettelse	verkställande	henrettelse	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
sjunger	synger	sjunga	synger	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sjunger	syngende	sjunga	syngende	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sjunger	synger	sjunga	synger	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
sjunger	synging	sjunga	synging	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
sjunger	sang	sjunga	sang	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
svea	svea	svea	sve	PROPN;NOM	N;INDF;MASC;SG
ström	bekken	ström	bekk	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bengtsson	bengtsson	bengtsson	bengtsson	PROPN;NOM	N;INDF;MASC;SG
elisabet	elizabeth	elisabet	elizabeth	PROPN;NOM	N;INDF;FEM;SG
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	N;INDF;FEM;SG
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	N;INDF;FEM;SG
fristående	independent	fristående	independent	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
fristående	frittliggende	fristående	frittliggende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
fristående	frittstående	fristående	frittstående	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
blommor	blomster	blomma	blomster	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
blommor	flowers	blomma	flowers	N;NOM;INDF;MASC+FEM;PL	N;INDF;SG
blommor	blomstene	blomma	blomst	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
minsta	minimum	liten	minimum	ADJ;NOM;DEF;RL	N;INDF;NEUT;SG
inspelad	registrert	inspela	registrere	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG;V.PTCP
behövde	trengtes	behöva	trengte	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
behövde	trengt	behöva	trengje	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
behövde	behov	behöva	behov	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
forest	skogen	forest	skog	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
forest	forest	forest	forest	N;NOM;INDF;NEUT;SG	PROPN
andrea	andrea	annan	andre	PROPN;NOM	N;INDF;MASC;SG
bahr	bahr	bahr	bahr	PROPN;NOM	PROPN
kvinnan	woman	kvinna	woman	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kvinnan	kvinne	kvinna	kvinne	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
aktuella	gjeldende	aktuell	gjeldende	ADJ;NOM;PL	N;INDF;MASC;SG
aktuella	nåværende	aktuell	nåværende	ADJ;NOM;PL	N;INDF;NEUT;SG
upptäckte	oppdaget	upptäcka	oppdag	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
awards	priser	acard	prise	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
awards	utdelingen	acard	utdeling	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
påve	pope	påve	pope	PROPN;NOM	N;INDF;MASC;SG
påve	pave	påve	pave	PROPN;NOM	N;INDF;MASC;SG
beskrev	beskrives	beskrev	beskrives	V;IMP;PST;FIN;ACT	N;INDF;MASC;SG
beskrev	beskrevet	beskrev	beskrev	V;IMP;PST;FIN;ACT	N;DEF;NEUT;SG
beskrev	beskrev	beskrev	beskrev	V;IMP;PST;FIN;ACT	N;INDF;MASC;SG
kennedy	kennedy	kennedy	kennedy	PROPN;NOM	N;INDF;MASC;SG
ulla	ulla	ull	ulle	PROPN;NOM	N;INDF;MASC;SG
ingrid	ingrid	ingrid	ingrid	PROPN;NOM	N;INDF;FEM;SG
maritime	maritime	maritime	maritim	N;NOM;MASC+FEM;SG	ADJ;PL
skogen	woods	skog	woods	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
skogen	skogene	skog	skoge	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;PL
skogen	skoger	skog	skoge	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
skogen	skog	skog	skog	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
skogen	forest	skog	forest	N;NOM;DEF;MASC+FEM;SG	PROPN
framgångsrik	vellykket	framgångsrik	vellykk	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
framgångsrik	vellykkede	framgångsrik	vellykkede	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ökat	økt	öka	økt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;INDF;FEM;SG
sälja	sell	sälja	sell	V;IMP;FIN;ACT	N
sälja	selg	sälja	selg	V;IMP;FIN;ACT	N;INDF;MASC;SG
sälja	selge	sälja	selge	V;IMP;FIN;ACT	N;INDF;MASC;SG
sälja	seige	sälja	seige	V;IMP;FIN;ACT	ADJ;PL
sälja	selger	sälja	selger	V;IMP;FIN;ACT	N;INDF;MASC;SG
institute	instituttet	institute	institutt	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
förblev	forblitt	förbleva	forbli	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
förblev	forble	förbleva	forble	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
sjöng	sang	sjöng	sang	V;IMP;FIN;ACT	N;INDF;MASC;SG
eit	eit	eit	ein	N;NOM;INDF;MASC+FEM;SG	DET;NEUT;SG
medarbetare	ansatt	medarbetare	ansatt	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medarbetare	ansatte	medarbetare	ansatte	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
medarbetare	medarbeidere	medarbetare	medarbeidere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
medarbetare	kollega	medarbetare	kollega	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medarbetare	kolleger	medarbetare	kolleg	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
medarbetare	kollegaene	medarbetare	kollega	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
medarbetare	medarbeidere	medarbetare	medarbeidere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
akut	akutt	akut	akutt	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
akut	presserende	akut	presserende	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
akut	haster	akut	haster	ADJ;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
cabo	cabo	cabo	cabo	PROPN;NOM	N;INDF;NEUT;SG
halmstad	halmstad	halmstad	halmstad	PROPN;NOM	N;INDF;MASC;SG
visby	visby	visby	visby	PROPN;NOM	N;INDF;MASC;SG
augustus	augustus	augustus	augustus	PROPN;NOM	N;INDF;MASC;SG
julia	julia	juli	julia	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
julia	juliet	juli	juliet	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
därigenom	derved	därigenom	derved	ADV	N;INDF;MASC;SG
tänker	tenking	tänka	tenking	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
tänker	tenkende	tänka	tenkende	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
tänker	tenkning	tänka	tenkning	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
komplett	fullføre	komplett	fullføre	ADJ;NOM;INDF;MASC+FEM;SG	V;IMP;NFIN
tänka	tenking	tänka	tenking	V;IMP;FIN;ACT	N;INDF;FEM;SG
tänka	tenkende	tänka	tenkende	V;IMP;FIN;ACT	N;INDF;FEM;SG
tänka	tenkning	tänka	tenkning	V;IMP;FIN;ACT	N;INDF;FEM;SG
tänka	tenker	tänka	tenke	V;IMP;FIN;ACT	V;IND;PRS;FIN
tänka	tror	tänka	tror	V;IMP;FIN;ACT	
sidorna	sider	sida	side	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
undersökningar	undersøkelser	undersökning	undersøkelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
undersökningar	spørreundersøkelser	undersökning	spørreundersøkelser	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
undersökningar	henvendelser	undersökning	henvendelse	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
begränsad	limited	begränsad	limited	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
begränsad	begrenset	begränsad	begrens	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;NEUT;SG
begränsad	begrenset	begränsad	begrens	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;NEUT;SG
aktivt	aktive	aktiv	aktiv	ADV	ADJ;PL
aktivt	aktivt	aktiv	aktiv	ADV	ADJ;INDF;NEUT;SG
aktivt	aktiv	aktiv	aktiv	ADV	ADJ;INDF;SG
aktivt	active	aktiv	activ	ADV	N;INDF;MASC;SG
aktivt	aktivt	aktiv	aktiv	ADV	ADJ;INDF;NEUT;SG
liberala	liberal	liberal	liberal	ADJ;NOM;PL	ADJ;INDF;SG
rätta	riktig	rätta	riktig	N;MASC+FEM	ADJ;INDF;NEUT;SG
rätta	korrekt	rätta	korrekt	N;MASC+FEM	ADJ;INDF;NEUT;SG
rätta	korrigere	rätta	korrigere	N;MASC+FEM	V;NFIN
rätta	riktige	rätta	riktig	N;MASC+FEM	ADJ;PL
djurart	art	djur	art	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
djurart	arter	djur	arter	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
napoleon	napoleon	napoleon	napoleon	PROPN;NOM	N;INDF;MASC;SG
stuart	stuart	stua	stuar	PROPN;NOM	ADJ;INDF;NEUT;SG
dör	dør	dör	dør	V;IMP;FIN;ACT	N;INDF;FEM;SG
dör	døende	dör	døende	V;IMP;FIN;ACT	N;INDF;MASC;SG
dör	dør	dör	dør	V;IMP;FIN;ACT	N;INDF;FEM;SG
dör	die	dör	die	V;IMP;FIN;ACT	N;INDF
dör	dø	dör	dø	V;IMP;FIN;ACT	N;INDF;MASC;SG
sullivan	sullivan	sullivan	sullivan	PROPN;NOM	N;INDF;MASC;SG
tunga	heavy	tung	heavy	ADJ;NOM;PL	N;INDF;MASC;SG
tunga	tungt	tung	tung	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
tunga	kraftig	tung	kraftig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
tunga	tung	tung	tung	ADJ;NOM;PL	ADJ;INDF;SG
tunga	tunga	tung	tunge	ADJ;NOM;PL	N;DEF;FEM;SG
producerade	produseres	producerad	produsere	V;IND;PST;V.PTCP;ACT	N;INDF;MASC;SG
producerade	produserte	producerad	produsere	V;IND;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
producerade	produsert	producerad	produsere	V;IND;PST;V.PTCP;ACT	ADJ;INDF;SG;V.PTCP
individuella	individuell	individuell	individuell	ADJ;NOM;PL	ADJ;INDF;SG
individuella	individ	individuell	individ	ADJ;NOM;PL	N;INDF;NEUT;SG
individuella	individet	individuell	individ	ADJ;NOM;PL	N;DEF;NEUT;SG
hitler	hitler	hitler	hitler	PROPN;NOM	PROPN
cecilia	cecilia	cecili	cecilia	PROPN;NOM	N;INDF;MASC;SG
kronan	krone	krona	krone	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
ragnar	ragnar	ragna	ragne	PROPN;NOM	N;INDF;MASC;SG
arvid	arvid	arvid	arvid	PROPN;NOM	N;INDF;MASC;SG
knappast	knapt	knappast	knapp	ADV;RL	ADJ;INDF;NEUT;SG
jansson	jansson	jansson	jansson	PROPN;NOM	N;INDF;MASC;SG
bildat	formet	bilda	form	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
bildat	dannet	bilda	dann	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
moon	månen	moon	måne	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
elias	elias	elia	elias	PROPN;NOM	N;INDF;MASC;SG
img	img	img	imge	PROPN;NOM	N
grav	graven	grav	grav	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grav	graven	grav	grav	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
grav	grava	grav	grav	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
lagar	lovgivning	lag	lovgivning	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
kontor	kontorer	kontor	kontor	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
kontor	kontoret	kontor	kontor	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
alternativt	alternativt	alternativ	alternativ	ADV	ADJ;INDF;NEUT;SG
alternativt	alternative	alternativ	alternativ	ADV	ADJ;PL
alternativt	alternativ	alternativ	alternativ	ADV	N;INDF;NEUT;SG
alternativt	alternativ	alternativ	alternativ	ADV	N;INDF;NEUT;SG
alltför	too	alltför	too	ADV	N
sekunder	sekunder	sekund	sekunde	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
frankfurt	frankfurt	frankfurt	frankføre	PROPN;NOM	N;INDF;NEUT;SG
bonniers	bonniers	bonnium	bonniers	PROPN;GEN	N;INDF;MASC;SG
teknisk	tekniske	teknisk	teknisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
tillfälligt	midlertidig	tillfällig	midlertidig	ADV	ADJ;INDF;SG
tillfälligt	midlertidig	tillfällig	midlertidig	ADV	ADJ;INDF;SG
tillfälligt	midlertidige	tillfällig	midlertidig	ADV	ADJ;PL
perry	perry	perry	perry	PROPN;NOM	PROPN
utgivna	utstedt	utge	utstedje	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
brun	brune	brun	brune	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
brun	brunt	brun	brun	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
brun	brun	brun	brun	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
clarke	clarke	clark	clarke	PROPN;NOM	N;INDF;MASC;SG
equatoria	ekvatoria	equatoria	ekvatori	PROPN;NOM	N;DEF;FEM;SG
für	für	für	für	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
becker	becker	becka	becke	PROPN;NOM	N;INDF;MASC;SG
lärde	lærte	lära	lære	V;IMP;FIN;ACT	V;IND;PST;FIN
lärde	underviste	lära	undervise	V;IMP;FIN;ACT	V;IND;PST;FIN
lärde	undervist	lära	undervist	V;IMP;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
utvecklats	utviklet	utveckla	utvikle	V;V.CVB;PASS	N;DEF;NEUT;SG
utvecklats	utviklede	utveckla	utviklede	V;V.CVB;PASS	ADJ;PL
utvecklats	utviklet	utveckla	utvikle	V;V.CVB;PASS	N;DEF;NEUT;SG
manuel	manuel	manuel	manuel	PROPN;NOM	N;INDF;MASC;SG
påven	pope	påv	pope	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
påven	pave	påv	pave	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
grundad	stiftet	grunda	stift	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;NEUT;SG
grundad	grunnla	grunda	grunnle	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN
frederik	frederik	frederik	frederik	PROPN;NOM	N;INDF;MASC;SG
tiderna	tidspunkter	tid	tidspunkt	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderna	tider	tid	tid	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderna	ganger	tid	gange	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
tiderna	times	tid	time	N;NOM;DEF;MASC+FEM;PL	N;GEN;INDF;MASC;SG
rötter	roots	rött	roots	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
cross	krysse	cross	krysse	N;NOM;INDF;MASC+FEM;SG	V;NFIN
peña	pena	peña	pene	PROPN;NOM	N;DEF;NEUT;SG
peña	peña	peña	pewa	PROPN;NOM	PROPN
leeds	leeds	leda	leeds	PROPN;NOM	N;INDF;NEUT;SG
sollefteå	sollefteå	sollefteå	sollefteå	PROPN;NOM	N;INDF;MASC;SG
framtida	fremtiden	framtida	fremtid	ADJ;NOM	N;DEF;MASC;SG
framtida	future	framtida	future	ADJ;NOM	N;INDF;MASC;SG
framtida	fremtid	framtida	fremtid	ADJ;NOM	N;INDF;FEM;SG
framtida	framtid	framtida	framtid	ADJ;NOM	N;INDF;FEM;SG
framtida	framtida	framtida	framtid	ADJ;NOM	N;DEF;FEM;SG
times	tidspunkter	tim	tidspunkt	PROPN;NOM	N;INDF;FEM;PL
times	tider	tim	tid	PROPN;NOM	N;INDF;FEM;PL
times	tidene	tim	tid	PROPN;NOM	N;DEF;FEM;PL
times	ganger	tim	gange	PROPN;NOM	N;INDF;MASC;PL
times	times	tim	time	PROPN;NOM	N;GEN;INDF;MASC;SG
flydde	unnsluppet	fly	unnslupp	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
flydde	unnslapp	fly	unnslapp	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
flydde	flyktet	fly	flykt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
flydde	rømte	fly	rømme	V;IND;PST;FIN;ACT	ADJ;PL;V.PTCP
flydde	rømt	fly	rømme	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
flydde	flyktet	fly	flykt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
jakt	jakta	jakt	jakt	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillverkning	produsere	tillverkning	produsere	N;NOM;INDF;MASC+FEM;SG	V;NFIN
tillverkning	produksjonen	tillverkning	produksjon	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
karriären	karriere	karriär	karriere	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
christer	krister	christ	krister	PROPN;NOM	N;INDF;MASC;SG
christer	christer	christ	christer	PROPN;NOM	N;INDF;MASC;SG
meyer	meyer	meyer	mey	PROPN;NOM	N;INDF;MASC;SG
drar	tegner	dra	tegn	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
vancouver	vancouver	vancouver	vancouve	PROPN;NOM	N;INDF;MASC;SG
burma	burma	burma	burme	PROPN;NOM	N;INDF;NEUT;SG
burma	burmas	burma	burm	PROPN;NOM	N;INDF;MASC;SG
burma	myanmar	burma	myanm	PROPN;NOM	N;INDF;MASC;PL
preussen	preussen	preuss	preusse	PROPN;NOM	N;DEF;MASC;SG
sjukdomar	sykdom	sjukdom	sykdom	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
plus	plus	plus	plus	ADV	N;INDF;NEUT;SG
plus	pluss	plus	pluss	ADV	N;INDF;NEUT;SG
civila	sivil	civil	sivil	ADJ;NOM;PL	N;INDF;MASC;SG
civila	sivilist	civil	sivilist	ADJ;NOM;PL	N;INDF;MASC;SG
civila	sivilister	civil	sivilister	ADJ;NOM;PL	N;INDF;MASC;SG
amsterdam	amsterdam	amsterdam	amsterdam	PROPN;NOM	N;INDF;MASC;SG
morris	morris	morris	morris	PROPN;NOM	N;INDF;NEUT;SG
intresserad	interesserte	intresserad	interessere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL;V.PTCP
guadeloupe	guadeloupe	guadeloupe	guadeloupe	PROPN;NOM	N;INDF;MASC;SG
kommunistiska	kommunist	kommunistisk	kommunist	ADJ;NOM;PL	N;INDF;MASC;SG
kommunistiska	kommunistisk	kommunistisk	kommunistisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
news	nyheter	news	nyhet	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
stadsdel	bydelen	stadsdel	bydel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
stadsdel	nabolaget	stadsdel	nabolag	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
stadsdel	strøket	stadsdel	strøk	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
guy	kar	guy	kar	PROPN;NOM	N;INDF;MASC;SG
guy	guy	guy	guy	PROPN;NOM	N;INDF;MASC;SG
tbilisi	tbilisi	tbilisi	tbilisi	PROPN;NOM	N;INDF;MASC;SG
