que	że	que	że	PRO;MASC;SG	PART
way	sposób	way	sposób	N;MASC;SG	V;IND;PRS;FIN
notáveis	znaczące	notável	znaczący	ADJ;MASC;PL	
notáveis	nadzwyczajne	notável	nadzwyczajny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
notáveis	niezwykłe	notável	niezwykłe	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
viena	wiedniu	viena	wieśń	N;FEM;SG	PROPN;DAT;MASC;SG
clássica	klasycznego	clássico	klasyczny	N;FEM;SG	ADJ;ACC;MASC;SG
clássica	klasyka	clássico	klasyka	N;FEM;SG	
clássica	klasyczna	clássico	klasyczny	N;FEM;SG	ADJ;NOM;FEM;SG
clássica	klasyczny	clássico	klasyczny	N;FEM;SG	ADJ;NOM;MASC;SG
clássica	klasyczne	clássico	klasyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
clássica	klasyka	clássico	klasyka	N;FEM;SG	
clássica	klasyczny	clássico	klasyczny	N;FEM;SG	ADJ;NOM;MASC;SG
clássica	classic	clássico	classicie	N;FEM;SG	
clássica	klasyczne	clássico	klasyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
ópera	opera	ópera	opera	N;FEM;SG	
ópera	opery	ópera	opera	N;FEM;SG	
ópera	operze	ópera	operz	N;FEM;SG	
possíveis	możliwy	possível	możliwy	ADJ;MASC;PL	ADJ;NOM;MASC;SG
possíveis	mozliwe	possível	mozliwy	ADJ;MASC;PL	
possíveis	możliwa	possível	możliwy	ADJ;MASC;PL	ADJ;NOM;FEM;SG
possíveis	możliwe	possível	możliwy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
marie	marie	marie	mara	N;FEM;SG	PROPN;NOM;FEM;SG
salão	lounge	salão	lounga	N;MASC;SG	
salão	hala	salão	hala	N;MASC;SG	
salão	hall	salão	hall	N;MASC;SG	
bragança	bragança	bragança	braganny	N;FEM;SG	PROPN;NOM;MASC;SG
vaga	niejasne	vaga	niejasny	N;FEM;SG	
amazonas	amazonki	amazona	amazonka	N;MASC;SG	
amazonas	amazon	amazona	amazon	N;MASC;SG	
volumes	objętości	volume	objętość	N;MASC;PL	N;GEN;FEM;SG
volumes	wielkość	volume	wielkość	N;MASC;PL	N;ACC;FEM;SG
volumes	objętość	volume	objętość	N;MASC;PL	N;NOM;FEM;SG
volumes	pojemność	volume	pojemność	N;MASC;PL	N;ACC;FEM;SG
volumes	objętości	volume	objętość	N;MASC;PL	N;GEN;FEM;SG
unânime	jednogłośnie	unânime	jednogłośnie	ADJ;MASC;SG	ADV
unânime	jednomyślnie	unânime	jednomyślnie	ADJ;MASC;SG	ADV
semelhantes	podobni	semelhante	podobnie	ADJ;MASC;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
semelhantes	podobna	semelhante	podobny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
semelhantes	podobny	semelhante	podobny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
semelhantes	podobne	semelhante	podobny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
chaves	chaves	chave	chaves	N;MASC;PL	PROPN;NOM;MASC;SG
chaves	klucz	chave	klucz	N;MASC;PL	N;NOM;MASC;SG
chaves	kluczowe	chave	kluczowy	N;MASC;PL	ADJ;NOM;NEUT;SG
chaves	klawisz	chave	klawić	N;MASC;PL	N;NOM;MASC;SG
chaves	key	chave	key	N;MASC;PL	
exceção	wyjątki	exceção	wyjątek	N;FEM;SG	N;NOM;MASC;PL
direto	prosto	direto	prosto	N;MASC;SG	
direto	bezpośrednia	direto	bezpośredni	N;MASC;SG	ADJ;NOM;FEM;SG
direto	bezpośredni	direto	bezpośredni	N;MASC;SG	
direto	bezpośrednie	direto	bezpośrednie	N;MASC;SG	ADJ;NOM;NEUT;SG
direto	direct	direto	direct	N;MASC;SG	
darwin	darwin	darwin	darwin	N;MASC;SG	PROPN;NOM;MASC;SG
end	end	end	end	N;MASC;SG	
round	okrągła	round	okrągnąć	N;MASC;SG	ADJ;NOM;FEM;SG
round	okrągły	round	okrągnąć	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
round	okrągł	round	okrągnąć	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
mateus	mateusz	mater	mateusz	N;MASC;SG	PROPN;NOM;MASC;SG
mateus	maciej	mater	maciej	N;MASC;SG	PROPN;NOM;MASC;SG
mateus	mateus	mater	mateus	N;MASC;SG	
bela	bela	belo	bela	ADJ;FEM;SG	
consumo	zużycie	consumo	zużyć	N;MASC;SG	
listas	listy	lista	list	N;FEM;PL	
tim	tim	tim	ten	N;MASC;SG	PROPN;NOM;MASC;SG
tim	tima	tim	tima	N;MASC;SG	
motores	motors	motor	motors	N;MASC;PL	
portas	gates	porta	gates	N;FEM;PL	
portas	bramy	porta	brama	N;FEM;PL	
portas	bram	porta	brama	N;FEM;PL	
campinas	campinas	campina	campinas	N;MASC;PL	N;NOM;MASC;SG
tiago	james	tiago	james	N;MASC;SG	PROPN;NOM;MASC;SG
tiago	jakub	tiago	jakub	N;MASC;SG	PROPN;NOM;MASC;SG
tiago	jamesa	tiago	jamesa	N;MASC;SG	
tiago	jakuba	tiago	jakub	N;MASC;SG	
tiago	tiago	tiago	ti	N;MASC;SG	PROPN;NOM;MASC;SG
camisa	koszule	camisa	koszula	N;FEM;SG	N;NOM;FEM;PL
camisa	koszulki	camisa	koszulka	N;FEM;SG	N;ACC;FEM;PL
normas	normy	norma	norma	N;FEM;PL	
normas	norm	norma	norma	N;FEM;PL	
normas	normy	norma	norma	N;FEM;PL	
normas	norm	norma	norma	N;FEM;PL	
north	północnej	north	północny	N;MASC;SG	ADJ;GEN;FEM;SG
north	north	north	north	N;MASC;SG	
últimas	ostatnio	último	ostatnio	ADJ;FEM;PL	ADV
últimas	ostatnie	último	ostatni	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
últimas	last	último	last	ADJ;FEM;PL	
últimas	ostatni	último	ostatni	ADJ;FEM;PL	ADJ;NOM;MASC;SG
últimas	ostatnia	último	ostatni	ADJ;FEM;PL	
últimas	najnowsze	último	nowy	ADJ;FEM;PL	ADJ;NOM;CMPR;MASC;SG
últimas	ostatnie	último	ostatni	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
últimas	najnowszy	último	nowy	ADJ;FEM;PL	ADJ;NOM;CMPR;MASC;SG
funcionamento	operacje	funcionamento	operacja	N;MASC;SG	N;NOM;FEM;PL
funcionamento	funkcjonuje	funcionamento	funkcjonować	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
helena	helena	heleno	helen	N;FEM;SG	PROPN;NOM;FEM;SG
helena	elena	heleno	elen	N;FEM;SG	PROPN;NOM;FEM;SG
helena	eleny	heleno	elena	N;FEM;SG	
helena	helena	heleno	helen	N;FEM;SG	PROPN;NOM;FEM;SG
helena	helen	heleno	helen	N;FEM;SG	PROPN;NOM;FEM;SG
enredo	działki	enredo	działka	N;MASC;SG	N;ACC;FEM;PL
radio	radiowy	radio	radiowy	N;MASC;SG	ADJ;NOM;MASC;SG
cavalo	rycerze	cavalo	rycerz	N;MASC;SG	N;NOM;MASC;PL
cavalo	knight	cavalo	knight	N;MASC;SG	
cavalo	horse	cavalo	horse	N;MASC;SG	
cavalo	konie	cavalo	koń	N;MASC;SG	N;NOM;MASC;PL
tiro	wystrzał	tiro	wystrzać	N;MASC;SG	
tiro	strzelać	tiro	strzelać	N;MASC;SG	V;IPFV;NFIN;ACT
tiro	zastrzelony	tiro	zastrzelić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
tiro	postrzelony	tiro	postrzelić	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
guimarães	guimarães	guimarão	guimarães	N;MASC;PL	
chamou	zwane	chamar	zwać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
chamou	zwana	chamar	zwać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
chamou	nazywany	chamar	nazywać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
pior	najgorzej	mau	zły	ADJ;MASC;SG	ADV;RL
pior	gorzej	mau	źle	ADJ;MASC;SG	ADV;CMPR
largo	largo	largo	largo	N;MASC;SG	
registros	records	registro	records	N;MASC;PL	
registros	rejestracji	registro	rejestracja	N;MASC;PL	N;GEN;FEM;SG
prima	prima	primo	prić	N;FEM;SG	
contos	opowieści	conto	opowieść	N;MASC;PL	
trinta	trzydzieści	trinta	trzydzieści	NUM	
trinta	thirty	trinta	thirta	NUM	
baía	zatoki	baía	zatok	N;FEM;SG	
baía	bay	baía	bać	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
last	ostatnio	last	ostatnio	N;MASC;SG	ADV
last	ostatnie	last	ostatni	N;MASC;SG	ADJ;NOM;NEUT;SG
last	last	last	last	N;MASC;SG	
last	ostatni	last	ostatni	N;MASC;SG	ADJ;NOM;MASC;SG
last	ostatnia	last	ostatni	N;MASC;SG	
hans	hans	haver	hans	N;MASC;SG	PROPN;NOM;MASC;SG
hans	hansa	haver	hansa	N;MASC;SG	
rita	rity	rita	rita	N;FEM;SG	
rita	rita	rita	rita	N;FEM;SG	PROPN;NOM;FEM;SG
jim	jim	jim	jim	PROPN;MASC;SG	PROPN;NOM;MASC;SG
jim	jima	jim	jima	PROPN;MASC;SG	
comics	komiksów	comics	komiks	N;MASC;SG	N;GEN;MASC;PL
comics	komiksy	comics	komiks	N;MASC;SG	N;NOM;MASC;PL
death	death	death	death	N;MASC;SG	
maranhão	maranhão	maranhão	maranhão	N;MASC;SG	
trabalhando	pracujący	trabalhar	pracować	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
marquês	markiza	marquês	markiza	N;MASC;SG	
marquês	marquis	marquês	marquis	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
publicações	publikacji	publicação	publikacja	N;FEM;PL	N;GEN;FEM;SG
publicações	wydawnictwa	publicação	wydawnictwo	N;FEM;PL	N;NOM;NEUT;SG
ranking	rankingi	ranking	ranking	N;MASC;SG	N;NOM;MASC;PL
índios	indian	índio	indian	N;MASC;PL	
índios	indyjskie	índio	indyjski	N;MASC;PL	ADJ;NOM;NEUT;SG
índios	indian	índio	indian	N;MASC;PL	
índios	indianin	índio	indianin	N;MASC;PL	N;NOM;MASC;SG
índios	indyjska	índio	indyjski	N;MASC;PL	ADJ;NOM;FEM;SG
índios	indyjski	índio	indyjski	N;MASC;PL	ADJ;NOM;MASC;SG
catálogo	katalogi	catálogo	kataloga	N;MASC;SG	N;NOM;MASC;PL
civis	cywilne	civil	cywilny	N;MASC;PL	ADJ;NOM;NEUT;SG
civis	obywatelskiego	civil	obywatelski	N;MASC;PL	ADJ;ACC;MASC;SG
civis	cywilny	civil	cywilny	N;MASC;PL	ADJ;NOM;MASC;SG
civis	cywilne	civil	cywilny	N;MASC;PL	ADJ;NOM;NEUT;SG
civis	cywilny	civil	cywilny	N;MASC;PL	ADJ;NOM;MASC;SG
civis	cywil	civil	cywil	N;MASC;PL	N;NOM;MASC;SG
civis	cywilnej	civil	cywilny	N;MASC;PL	ADJ;GEN;FEM;SG
size	rozmiary	sizer	rozmiar	N;MASC;SG	N;NOM;MASC;PL
playstation	playstation	playstation	playstation	N;MASC;SG	
barros	barros	barro	barros	N;MASC;PL	PROPN;NOM;MASC;SG
tribo	plemię	tribo	plemia	N;FEM;SG	
alimentos	żywności	alimento	żywność	N;MASC;PL	N;GEN;FEM;SG
alimentos	pokarm	alimento	pokarm	N;MASC;PL	N;NOM;MASC;SG
alimentos	żywność	alimento	żywność	N;MASC;PL	N;NOM;FEM;SG
alimentos	jedzenie	alimento	jedzenie	N;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
alimentos	żywności	alimento	żywność	N;MASC;PL	N;GEN;FEM;SG
alimentos	żywność	alimento	żywność	N;MASC;PL	N;NOM;FEM;SG
escravos	niewolnika	escravo	niewolnik	N;MASC;PL	N;ACC;MASC;SG
escravos	niewolnik	escravo	niewolnik	N;MASC;PL	N;NOM;MASC;SG
escravos	niewolnikiem	escravo	niewolnik	N;MASC;PL	N;INS;MASC;SG
castela	castilla	castela	castilla	N;FEM;SG	PROPN;NOM;MASC;SG
corpos	trupy	corpo	trup	N;MASC;PL	
corpos	ciał	corpo	ciało	N;MASC;PL	
corpos	ciała	corpo	ciało	N;MASC;PL	N;GEN;NEUT;SG
candidatos	kandydata	candidato	kandydat	N;MASC;PL	N;ACC;MASC;SG
candidatos	kandydat	candidato	kandydat	N;MASC;PL	N;NOM;MASC;SG
candidatos	wnioskodawcy	candidato	wnioskodawca	N;MASC;PL	N;NOM;MASC;SG
milhão	milion	milhão	milion	N;MASC;SG	
milhão	mln	milhão	mlna	N;MASC;SG	
milhão	miliony	milhão	miliony	N;MASC;SG	
existente	istniejących	existente	istnieć	ADJ;MASC;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
vento	wiatry	vento	wiatr	N;MASC;SG	N;NOM;MASC;PL
turquia	turcji	turquia	turcja	N;FEM;SG	PROPN;GEN;FEM;SG
ferramenta	narzędzia	ferramenta	narzędzie	N;FEM;SG	N;NOM;NEUT;PL
momentos	moments	momento	moments	N;MASC;PL	
momentos	chwile	momento	chwila	N;MASC;PL	N;NOM;FEM;SG
menino	boy	menino	boy	N;MASC;SG	
promovido	promowane	promover	promować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
promovido	promowany	promover	promować	V;MASC;SG;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
altos	wysoka	alto	wysoki	N;MASC;PL	
altos	wysokie	alto	wysoki	N;MASC;PL	V;PFV;IND;SG;FIN;ACT
altos	high	alto	high	N;MASC;PL	
altos	wysoki	alto	wysoki	N;MASC;PL	
altos	wysoko	alto	wysoko	N;MASC;PL	ADV
altos	wysoka	alto	wysoki	N;MASC;PL	
altos	wysoki	alto	wysoki	N;MASC;PL	
altos	wysokie	alto	wysoki	N;MASC;PL	V;PFV;IND;SG;FIN;ACT
vendeu	sprzedane	vender	sprzedać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vendeu	sprzedano	vender	sprzedać	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
vendeu	sprzedany	vender	sprzedać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vendeu	sprzedana	vender	sprzedać	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
grave	grobie	grave	grób	ADJ;MASC;SG	N;DAT;MASC;SG
grave	grób	grave	grób	ADJ;MASC;SG	N;ACC;MASC;SG
grave	grobu	grave	grób	ADJ;MASC;SG	N;GEN;MASC;SG
lewis	lewis	lewl	lewis	N;MASC;SG	
lewis	lewisa	lewl	lewis	N;MASC;SG	
permanente	stał	permanente	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
permanente	stała	permanente	stać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
permanente	trwał	permanente	trwać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
permanente	stały	permanente	stać	ADJ;MASC;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
permanente	perm	permanente	perm	ADJ;MASC;SG	PROPN;NOM;MASC;SG
permanente	trwała	permanente	trwać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
instalação	instalacje	instalação	instalacja	N;FEM;SG	N;NOM;FEM;PL
instalação	montaż	instalação	montaż	N;FEM;SG	
instalação	zainstalować	instalação	zainstalować	N;FEM;SG	V;PFV;NFIN;ACT
karl	karla	karl	karla	N;MASC;SG	
karl	karol	karl	karol	N;MASC;SG	PROPN;NOM;MASC;SG
karl	karl	karl	karla	N;MASC;SG	PROPN;NOM;MASC;SG
socialista	socjalistyczna	socialista	socjalistyczny	N;MASC;SG	ADJ;NOM;FEM;SG
socialista	socjalistycznej	socialista	socjalistyczny	N;MASC;SG	ADJ;GEN;FEM;SG
argentino	argentyński	argentino	argentyński	N;MASC;SG	ADJ;NOM;MASC;SG
argentino	argentyński	argentino	argentyński	N;MASC;SG	ADJ;NOM;MASC;SG
argentino	argentyna	argentino	argentyna	N;MASC;SG	
argentino	argentyny	argentino	argentyna	N;MASC;SG	
anna	anna	anna	anna	N;FEM;SG	PROPN;NOM;FEM;SG
anna	ania	anna	ania	N;FEM;SG	PROPN;NOM;FEM;SG
carl	carla	carl	carlać	N;MASC;SG	
carl	carl	carl	carla	N;MASC;SG	PROPN;NOM;MASC;SG
considera	rozważ	considerar	rozważ	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
retirada	wycofano	retirada	wycofać	N;FEM;SG	V;PFV;IND;0;PST;FIN;ACT
retirada	wycofane	retirada	wycofać	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
retirada	cofnięte	retirada	cofnić	N;FEM;SG	ADJ;NOM;NEUT;SG
retirada	wycofany	retirada	wycofać	N;FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
retirada	odwrót	retirada	odwrót	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
interessante	ciekawie	interessante	ciekawie	ADJ;MASC;SG	ADV
mor	mor	mor	mor	N;MASC;SG	
davis	davis	davi	davis	N;MASC;SG	PROPN;NOM;MASC;SG
davis	davisa	davi	davisa	N;MASC;SG	
lagoa	lagoa	lagoa	lagoa	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
lagoa	laguna	lagoa	laguna	N;FEM;SG	
zonas	stref	zona	stref	N;FEM;PL	
relacionadas	powiązany	relacionar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
relacionadas	powiązanych	relacionar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
relacionadas	powiązane	relacionar	powiązać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
relacionadas	pokrewne	relacionar	pokrewny	V;FEM;PL;V.PTCP	
contratado	zatrudniony	contratar	zatrudnić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
contratado	wynajęty	contratar	wynająć	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
contratado	zatrudniona	contratar	zatrudnić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
association	skojarzenia	association	skojarzenie	N;MASC;SG	N;NOM;NEUT;PL
association	association	association	association	N;MASC;SG	
padrões	normy	padrão	norma	N;MASC;PL	
padrões	norm	padrão	norma	N;MASC;PL	
representou	reprezentowane	representar	reprezentować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
representou	reprezentowany	representar	reprezentować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
representou	reprezentowana	representar	reprezentować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
crítico	krytyczne	crítico	krytyczny	N;MASC;SG	ADJ;NOM;NEUT;SG
crítico	krytyczna	crítico	krytyczny	N;MASC;SG	ADJ;NOM;FEM;SG
crítico	krytyczny	crítico	krytyczny	N;MASC;SG	ADJ;NOM;MASC;SG
crítico	krytycznych	crítico	krytyczny	N;MASC;SG	ADJ;GEN;MASC;PL
enciclopédico	encyklopedyczna	enciclopédico	encyklopycyczny	N;MASC;SG	ADJ;NOM;FEM;SG
marques	marques	marque	marques	N;MASC;SG	
rugby	rugby	rugby	rugba	N;MASC;SG	
preta	czarna	preto	czarny	N;FEM;SG	ADJ;NOM;FEM;SG
preta	czarne	preto	czarny	N;FEM;SG	ADJ;NOM;NEUT;SG
preta	black	preto	black	N;FEM;SG	
preta	czerń	preto	czerń	N;FEM;SG	
preta	czarny	preto	czarny	N;FEM;SG	ADJ;NOM;MASC;SG
representando	reprezentujący	representar	reprezentować	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
representando	reprezentujących	representar	reprezentować	V;V.MSDR	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
representando	reprezentujące	representar	reprezentować	V;V.MSDR	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
ajudou	pomogły	ajudar	pomóc	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;PL;PST;FIN;ACT
regionais	regionalnych	regional	regionalny	N;MASC;PL	ADJ;GEN;MASC;PL
regionais	regionalne	regional	regionalny	N;MASC;PL	ADJ;NOM;NEUT;SG
regionais	regionalny	regional	regionalny	N;MASC;PL	ADJ;NOM;MASC;SG
regionais	regionalna	regional	regionalny	N;MASC;PL	ADJ;NOM;FEM;SG
responsáveis	odpowiedzialny	responsável	odpowiedzialny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
responsáveis	odpowiedzialna	responsável	odpowiedzialny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
responsáveis	odpowiedzialne	responsável	odpowiedzialny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
jan	jan	jan	jan	N;MASC;SG	PROPN;NOM;MASC;SG
college	studia	college	studia	N;MASC;SG	N;NOM;NEUT;PL
metro	metr	metro	metr	N;MASC;SG	
metro	metro	metro	metro	N;MASC;SG	
metro	metro	metro	metro	N;MASC;SG	
guiné	gwinei	guiné	gwiny	N;FEM;SG	
guiné	gwinei	guiné	gwiny	N;FEM;SG	
considerando	motywie	considerar	motyw	V;V.MSDR	N;INS;MASC;SG
considerando	motyw	considerar	motyw	V;V.MSDR	N;NOM;MASC;SG
interpretada	interpretowane	interpretar	interpretować	V;FEM;SG;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nascida	urodzony	nascer	urodzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nascida	urodzona	nascer	urodzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
nascida	urodzone	nascer	urodzić	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
aux	aux	aux	aux	N;MASC;SG	
inc	inc	inc	inc	N;MASC;SG	
salvar	uratowanie	salvar	uratować	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
salvar	oszczędność	salvar	oszczędność	V;NFIN	N;NOM;FEM;SG
salvar	oszczędności	salvar	oszczędność	V;NFIN	N;ACC;FEM;PL
salvar	ratowanie	salvar	ratować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
salvar	zapisywanie	salvar	zapisywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
salvar	oszczędzania	salvar	oszczędzanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
árbitro	ref	árbitro	ref	N;MASC;SG	
duarte	duarte	duarte	durty	N;MASC;SG	PROPN;NOM;MASC;SG
cadeia	łańcuchy	cadeia	łańcuch	N;FEM;SG	N;NOM;MASC;PL
orientação	wytyczne	orientação	wytyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
orientação	wytyczne	orientação	wytyczny	N;FEM;SG	ADJ;NOM;NEUT;SG
nuno	patryk	nuno	patryk	N;MASC;SG	PROPN;NOM;MASC;SG
nuno	patrick	nuno	patrick	N;MASC;SG	PROPN;NOM;MASC;SG
nuno	nuno	nuno	nuno	N;MASC;SG	
adam	adam	adar	adam	N;MASC;SG	PROPN;NOM;MASC;SG
hits	trafienia	hit	trafić	N;MASC;PL	N;NOM;NEUT;SG
hits	uderza	hit	uderzać	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
gustavo	gustav	gustavo	gustav	N;MASC;SG	PROPN;NOM;MASC;SG
sir	crs	sir	crsić	N;MASC;SG	
checa	czech	checa	czech	N;FEM;SG	
checa	czeski	checa	czeski	N;FEM;SG	ADJ;NOM;MASC;SG
checa	czeskiej	checa	czeski	N;FEM;SG	ADJ;GEN;FEM;SG
checa	czeskie	checa	czeski	N;FEM;SG	ADJ;NOM;NEUT;SG
checa	czeska	checa	czeski	N;FEM;SG	ADJ;NOM;FEM;SG
pib	pkb	pib	pkb	N;MASC;SG	
pib	pkb	pib	pkb	N;MASC;SG	
pib	pnb	pib	pnb	N;MASC;SG	
documento	dokumenty	documento	dokument	N;MASC;SG	N;NOM;MASC;PL
bacia	basin	bacia	basina	N;FEM;SG	
seriado	seryjny	seriado	seryjny	N;MASC;SG	ADJ;NOM;MASC;SG
seriado	seryjne	seriado	seryjny	N;MASC;SG	ADJ;NOM;NEUT;SG
produziu	wyprodukowane	produzir	wyprodukować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
produziu	wyprodukowano	produzir	wyprodukować	V;IND;SG;3;PST;FIN	V;PFV;IND;0;PST;FIN;ACT
produziu	wyprodukowany	produzir	wyprodukować	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
produziu	produkowane	produzir	produkować	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
margens	marża	margem	marżyć	N;FEM;PL	N;NOM;FEM;SG
margens	marży	margem	marżyć	N;FEM;PL	
margens	margines	margem	margines	N;FEM;PL	N;NOM;MASC;SG
ausência	brak	ausência	brak	N;FEM;SG	V;IND;PRS;FIN
douglas	douglas	dougla	douglas	N;FEM;PL	PROPN;NOM;MASC;SG
permitindo	umożliwiające	permitir	umożliwiać	V;V.MSDR	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
permitindo	umożliwienie	permitir	umożliwienie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
permitindo	włączanie	permitir	włączać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ativo	aktywni	ativo	aktywny	ADJ;MASC;SG	ADJ;NOM;MASC;PL
ativo	atut	ativo	atut	ADJ;MASC;SG	N;NOM;MASC;SG
ativo	aktywów	ativo	aktyw	ADJ;MASC;SG	N;GEN;MASC;PL
ativo	aktywa	ativo	aktywa	ADJ;MASC;SG	N;NOM;MASC;PL
casada	żonaty	casado	żonaty	N;FEM;SG	ADJ;NOM;MASC;SG
abreu	abreu	abreu	abreu	N;MASC;SG	PROPN;NOM;MASC;SG
descrito	opisane	descrever	opisać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
descrito	opisana	descrever	opisać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
próximos	nadchodzący	próximo	nadchodzący	ADJ;MASC;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
próximos	nadchodzące	próximo	nadchodzić	ADJ;MASC;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
cria	stwórz	criar	stwórz	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
cria	utwórz	criar	utwórzyć	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
