til	för	til	för	ADV	ADP
flemming	flemming	flemming	flemming		PROPN;NOM
flemming	fleming	flemming	fleming		PROPN;NOM
kongelig	kungliga	kongelig	kunglig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
kongelig	royal	kongelig	royal	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
sikrede	säkrat	sikre	säkra	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sikrede	säkrade	sikre	säkra	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
sikrede	säkrad	sikre	säkrad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sikrede	säkerställd	sikre	säkerställd	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ære	hedra	ære	hedra	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
normale	normalt	normal	normal	ADJ;PL	ADV
normale	normal	normal	normal	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
søger	sökningar	søge	sökning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
søger	söka	søge	söka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
søger	sökning	søge	sökning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
søger	söka	søge	söka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
sea	sea	sea	se		N;NOM;INDF;NEUT;SG
sea	sjö	sea	sjö		N;NOM;INDF;MASC+FEM;SG
sea	hav	sea	hav		N;NOM;INDF;NEUT;SG
sea	havet	sea	hav		N;NOM;DEF;NEUT;SG
holstein	holstein	holstein	holstein	N;INDF;MASC+FEM;SG	PROPN;NOM
sproget	språk	sprog	språk	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
admiral	amiral	admiral	amiral	N;INDF;MASC+FEM;SG	PROPN;NOM
admiral	amiralen	admiral	amiral	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
gunnar	gunnar	gunnar	gunnar		PROPN;NOM
fag	vikar	fag	vika	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
fag	försökspersoner	fag	försöksperson	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
fag	ämnen	fag	ämne	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
fag	undersåtar	fag	undersåte	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
finn	finn	finn	finna		N;NOM;INDF;MASC+FEM;SG
markedet	market	marked	mark	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
markedet	marknad	marked	marknad	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
kvalificerede	kvalificerat	kvalificere	kvalificerad	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
kvalificerede	kvalificerade	kvalificere	kvalificerad	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
edvard	edvard	edvard	edvard	N;INDF;MASC+FEM;SG	PROPN;NOM
edvard	edvard	edvard	edvard	N;INDF;MASC+FEM;SG	PROPN;NOM
edvard	edward	edvard	edward	N;INDF;MASC+FEM;SG	PROPN;NOM
bunden	nedre	bund	nedre	N;DEF;MASC+FEM;SG	ADJ;NOM;CMPR
bunden	nerifrån	bund	nerifrån	N;DEF;MASC+FEM;SG	ADV
victor	viktor	victor	vikta	N;INDF;MASC+FEM;SG	PROPN;NOM
victor	victor	victor	victa	N;INDF;MASC+FEM;SG	PROPN;NOM
indspillede	inspelat	indspille	inspela	V;IND;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
indspillede	inspelade	indspille	inspela	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
indspillede	registreras	indspille	registrera	V;IND;PST;FIN;ACT	V;NFIN;PASS
indspillede	inspelad	indspille	inspela	V;IND;PST;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
holdene	arbetslag	holde	arbetslag	N;DEF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
holdene	lag	holde	lag	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
holdene	team	holde	team	N;DEF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
lake	sjöar	lake	sjö	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
lake	sjön	lake	sjö	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
skud	skjutna	skud	skjuta	N;INDF;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
skud	skjuten	skud	skjuta	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skud	sköt	skud	sköta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skud	skottskador	skud	skottskada	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
grunde	skäl	grund	skäl	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
grunde	skäl	grund	skäl	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
wcw	wcw	wcw	wcw	PROPN	N;NOM;INDF;MASC+FEM;SG
definition	definitionen	definition	definition	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
traktaten	fördrag	traktat	fördrag	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
valign	valign	valign	valign	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
trukket	dragna	trække	dragn	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
trukket	dragen	trække	drag	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;MASC+FEM;SG
trukket	ritat	trække	rita	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
trukket	indragna	trække	indragen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
trukket	återkallas	trække	återkalla	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
trukket	återkallade	trække	återkalla	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
trukket	dragna	trække	dragn	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
trukket	bogserade	trække	bogserad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
moltke	moltke	moltk	moltke		PROPN;NOM
dokumentarfilm	dokumentärer	dokumentarfilm	dokumentär	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
ombygget	ombyggda	ombygge	ombyggd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ombygget	konverterade	ombygge	konvertera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ombygget	konverterat	ombygge	konvertera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ombygget	omvandlade	ombygge	omvandla	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ombygget	modifierat	ombygge	modifiera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ombygget	modifierade	ombygge	modifiera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ombygget	ändrad	ombygge	ändra	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ombygget	modifierad	ombygge	modifiera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ombygget	ändrat	ombygge	ändra	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forum	forumet	forum	forum	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
introduceret	presenterade	introducere	presentera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
introduceret	infört	introducere	införa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
note	observera	note	observera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
cross	cross	cross	cross		N;NOM;INDF;MASC+FEM;SG
cross	kryss	cross	kryss		N;NOM;INDF;NEUT;SG
cross	korsa	cross	korsa		V;IMP;FIN;ACT
cross	kors	cross	kors		N;NOM;INDF;NEUT;SG
kritisk	kritiska	kritisk	kritisk	ADJ;INDF;SG	ADJ;NOM;PL
fortalte	berättat	fortælle	berätta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
disney	disney	disney	disney		N;NOM;INDF;MASC+FEM;SG
regioner	regionerna	region	region	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
scenen	scen	scene	scen	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
scenen	scen	scene	scen	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
scenen	etapp	scene	etapp	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
scenen	stadium	scene	stadium	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
scenen	skede	scene	skede	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
omvendt	omvänt	omvendt	omvända	ADJ;INDF;SG	N;NOM;INDF;NEUT;SG
omvendt	omvänt	omvendt	omvända	ADJ;INDF;SG	N;NOM;INDF;NEUT;SG
omvendt	omvänt	omvendt	omvända	ADJ;INDF;SG	N;NOM;INDF;NEUT;SG
omvendt	omvända	omvendt	omvända	ADJ;INDF;SG	ADJ;NOM;PL;PST;V.PTCP
omvendt	vända	omvendt	vända	ADJ;INDF;SG	V;IMP;FIN;ACT
freden	frid	fred	frid	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
freden	peace	fred	peace	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
freden	fred	fred	fred	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
tokyo	tokyo	tokyo	tokyo		PROPN;NOM
bille	skalbagge	bille	skalbagge	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
bille	skalbaggar	bille	skalbagg	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
fulgt	följs	følge	följa	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
liverpool	liverpool	liverpool	liverpool	N;INDF;MASC+FEM;SG	PROPN;NOM
ejendom	fastigheter	ejendom	fastighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
drives	opererade	drive	operera	V;IND;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
anti	anti	anti	anti		V;IMP;FIN;ACT
prøve	prov	prøve	prov	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
prøve	stickprov	prøve	stickprov	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
prøve	urval	prøve	urval	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
prøve	test	prøve	test	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
prøve	provning	prøve	provning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
årsager	skäl	årsag	skäl	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
årsager	orsakar	årsag	orsak	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
jonas	jonas	jonas	jona	N;INDF;MASC+FEM;SG	PROPN;NOM
spredt	spridda	spredt	spridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
spredt	utspridd	spredt	utspridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spredt	spridd	spredt	spridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spredt	spridda	spredt	spridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
spredt	utspridd	spredt	utspridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
spredt	utspridda	spredt	utspridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
spredt	spridd	spredt	spridd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forsvandt	försvunnen	forsvinde	försvinn	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
metoder	metoderna	metoder	metod	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
bjerge	berg	bjerg	berg	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
bjerge	fjällen	bjerg	fjälle	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
wilson	wilson	wilson	wilson		PROPN;NOM
færøske	färöiska	færøske	färöisk	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
afslutning	avslutande	afslutning	avslutande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
afslutning	färdigställande	afslutning	färdigställande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
afslutning	slutet	afslutning	slut	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
afslutning	avsluta	afslutning	avsluta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
afslutning	avslutande	afslutning	avslutande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
afslutning	upphörande	afslutning	upphörande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
afslutning	slutsatser	afslutning	slutsats	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
historier	stories	historie	storium	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
ove	ove	ove	ove	PROPN	PROPN;NOM
opløsning	upplösningen	opløsning	upplösning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kæreste	flickvän	kær	flickvän	ADJ;DEF;RL	N;NOM;INDF;MASC+FEM;SG
kæreste	flickvännen	kær	flickvänn	ADJ;DEF;RL	N;NOM;DEF;MASC+FEM;SG
kæreste	pojkvän	kær	pojkvän	ADJ;DEF;RL	N;NOM;INDF;MASC+FEM;SG
kæreste	pojkvännen	kær	pojkvänn	ADJ;DEF;RL	N;NOM;DEF;MASC+FEM;SG
bidrog	bidragit	bidrog	bidra	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bidrog	medverkade	bidrog	medverkad	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
videnskab	vetenskapen	videnskab	vetenskap	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
markeret	markerad	markere	markerad	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
markeret	utvald	markere	utvälja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
markeret	valda	markere	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
markeret	utvalda	markere	utvalja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
markeret	vald	markere	välja	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
markeret	markerade	markere	markera	V;INDF;SG;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
markeret	markerad	markere	markerad	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
markeret	markerad	markere	markerad	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
markeret	kontrollerat	markere	kontrollera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
markeret	kontrollerade	markere	kontrollera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
markeret	kontrollerad	markere	kontrollerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
markeret	markerat	markere	markera	V;INDF;SG;PST;V.PTCP	ADV
markeret	märkta	markere	märka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
markeret	markerade	markere	markera	V;INDF;SG;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
markeret	markerad	markere	markerad	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
markeret	märkt	markere	märka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
øvre	upper	øvre	upper	ADJ	N;NOM;MASC+FEM;SG
øvre	övre	øvre	övre	ADJ	ADJ;NOM;CMPR
afsluttet	avslutat	afslutte	avsluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afsluttet	klar	afslutte	klar	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
afsluttet	avslutat	afslutte	avsluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afsluttet	färdiga	afslutte	färdig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
afsluttet	färdig	afslutte	färdig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
afsluttet	slutfört	afslutte	slutföra	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afsluttet	avslutad	afslutte	avsluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afsluttet	slutförd	afslutte	slutföra	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afsluttet	avslutat	afslutte	avsluta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
athen	aten	athen	aten	PROPN	PROPN;NOM
lyder	ljud	lyde	ljud	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
computer	datorn	compute	dator	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
computer	skrivbordet	compute	skrivbord	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
netværk	nätverket	netværk	nätverk	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
deraf	härav	deraf	härav	ADV	N;NOM;INDF;MASC+FEM;SG
skudt	shot	skyde	shot	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
skudt	skjutna	skyde	skjuta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
skudt	skjuten	skyde	skjuta	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
skudt	skott	skyde	skott	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
vester	vester	veste	vest	N;INDF;MASC+FEM;SG	PROPN;NOM
charlie	charlie	charlie	charlie		PROPN;NOM
butikker	lagrar	butik	lagra	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
hævdede	anspråk	hævde	anspråk	V;IND;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
personligt	personlig	personligt	personlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
personligt	personliga	personligt	personlig	ADV	ADJ;NOM;PL
personligt	personligt	personligt	personlig	ADV	ADJ;NOM;INDF;NEUT;SG
personligt	personligt	personligt	personlig	ADV	ADJ;NOM;INDF;NEUT;SG
passer	passer	passe	pass	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
passer	vältränad	passe	vältränad	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
passer	passa	passe	passa	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
passer	fit	passe	fit	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
troede	tros	tro	tros	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
artiklerne	artiklar	artikel	artikel	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
may	may	may	may		N;NOM;INDF;NEUT;SG
may	maj	may	maj		N;NOM;INDF;MASC+FEM;SG
kommunistiske	kommunist	kommunistisk	kommunist	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
kommunistiske	kommunistisk	kommunistisk	kommunistisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
nato	nato	nato	nato	PROPN	PROPN;NOM
indholdet	innehåll	indhold	innehåll	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
lighed	likheten	lighed	likhet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
lighed	likheter	lighed	likhet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
handling	åtgärder	handling	åtgärd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
handling	agerande	handling	agerande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
handling	åtgärder	handling	åtgärd	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
handling	insatser	handling	insats	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
tony	tony	tony	tony		PROPN;NOM
fulde	fulla	fuld	fulla	ADJ;DEF;SG	ADJ;NOM;PL
fulde	fullständig	fuld	fullständig	ADJ;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
fulde	full	fuld	full	ADJ;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
fulde	fullt	fuld	full	ADJ;DEF;SG	ADV
fulde	fulla	fuld	fulla	ADJ;DEF;SG	ADJ;NOM;PL
fulde	full	fuld	full	ADJ;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG
fulde	berusade	fuld	berusa	ADJ;DEF;SG	ADJ;NOM;PL;PST;V.PTCP
fulde	berusad	fuld	berusa	ADJ;DEF;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
eric	eric	eric	eric		PROPN;NOM
eric	erik	eric	erik		PROPN;NOM
repræsentant	företrädare	repræsentant	företrädare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
repræsentant	representativ	repræsentant	representativ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
repræsentant	representativt	repræsentant	representativ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
manager	föreståndare	manager	föreståndare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
sex	sex	sex	sex	N;INDF;MASC+FEM;SG	NUM;NOM
opløst	upplöst	opløse	upplösa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
opløst	löst	opløse	lösa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
opløst	upplöst	opløse	upplösa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beskrev	beskrev	beskrive	beskrev	V;IND;PST;FIN;ACT	V;IMP;PST;FIN;ACT
beskrev	beskrivet	beskrive	beskriva	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beskrev	beskrivna	beskrive	beskriva	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
beskrev	beskrivs	beskrive	beskriva	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
udbredelse	spridande	udbredelse	spridande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
rektor	rektorn	rektor	rektor	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
rektor	rektorn	rektor	rektor	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
rektor	huvudsakliga	rektor	huvudsaklig	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
rektor	rektorn	rektor	rektor	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
vilde	wild	vild	wild	ADJ;PL	N;NOM;INDF;NEUT;SG
vilde	vilt	vild	vilja	ADJ;PL	N;NOM;INDF;NEUT;SG
vilde	frilevande	vild	frilevande	ADJ;PL	N;NOM;INDF;NEUT;SG
vilde	vild	vild	vilja	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
vilde	vildar	vild	vilda	ADJ;PL	N;NOM;INDF;MASC+FEM;PL
cambridge	cambridge	cambridge	cambridge	N;INDF;MASC+FEM;SG	PROPN;NOM
beregnet	beräknat	beregne	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beregnet	beräknade	beregne	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
beregnet	beräknas	beregne	beräkna	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
beregnet	beräknad	beregne	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
beregnet	beräknat	beregne	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
beregnet	beräknade	beregne	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
langsomt	slow	langsomt	slow	ADV	N;NOM;INDF;MASC+FEM;SG
langsomt	långsam	langsomt	långsam	ADV	ADJ;NOM;INDF;MASC+FEM;SG
langsomt	sakta	langsomt	sakta	ADV	V;IMP;FIN;ACT
langsomt	långsamma	langsomt	långsam	ADV	ADJ;NOM;PL
langsomt	sakta	langsomt	sakta	ADV	V;IMP;FIN;ACT
slagelse	slagelse	slagelse	slagelse	N;INDF;MASC+FEM;SG	PROPN;NOM
rolling	rullar	rolling	rulla	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
rolling	rullande	rolling	rullande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
sekretær	sekreteraren	sekretær	sekreterare	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sekretær	sekreterare	sekretær	sekreterare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
offentligt	offentliga	offentligt	offentlig	ADV	ADJ;NOM;PL
offentligt	offentlig	offentligt	offentlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
varierer	variera	variere	variera	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
holstebro	holstebro	holstebro	holstebro	N;INDF;NEUT;SG	PROPN;NOM
für	für	für	für		N;NOM;INDF;NEUT;SG
skove	skog	skov	skog	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skove	woods	skov	woods	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skove	skogen	skov	skog	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
skove	skog	skov	skog	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skove	skogarna	skov	skogare	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
skove	skog	skov	skog	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skove	skogs	skov	skoga	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
skove	skogen	skov	skog	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
