les	the	le	the	DET;DEF;PL	
mayenne	mayenne	mayenne	mayenne	ADJ;FEM;SG	N
marion	marion	marion	marion	PROPN	
baker	baker	baker	baker	PROPN	
jay	bum	jay	bum	PROPN	N
jay	jay	jay	jay	PROPN	N
mystère	mystery	mystère	mystery	N;MASC;SG	
stewart	stewart	stewart	stewart	PROPN	
sint	sint	sint	sint	PROPN	N
sage	wise	sage	wise	ADJ;MASC;SG	
sage	sage	sage	sage	ADJ;MASC;SG	
lionel	lionel	lionel	lionel	PROPN	N
baby	baby	baby	baby	N;MASC;SG	
soprano	soprano	soprano	soprano	N;MASC;SG	
kennedy	kennedy	kennedy	kennedy	PROPN	
harris	harris	harris	harris	PROPN	
coureurs	runners	coureur	runners	N;MASC;PL	
rencontré	met	rencontrer	met	V;MASC;SG;PST;V.PTCP	
cadet	cadet	cadet	cadet	N;MASC;SG	
tribune	tribune	tribune	tribune	N;FEM;SG	
tribune	rostrum	tribune	rostrum	N;FEM;SG	
lightgrey	lightgrey	lightgrey	lightgrey	PROPN	
down	down	down	down	PROPN	N
down	xuống	down	xuống	PROPN	V
pau	pau	pau	pau	PROPN	N
dei	dei	dei	dei	PROPN	N
aval	aval	aval	aval	N;MASC;SG	
bobby	bobby	bobby	bobby	PROPN	N
lignée	bloodline	lignée	bloodline	N;FEM;SG	
robinson	robinson	robinson	robinson	PROPN	N
panneau	vẽ	panneau	vẽ	N;MASC;SG	V
pomme	táo	pomme	táo	N;FEM;SG	ADJ
pomme	apple	pomme	apple	N;FEM;SG	
rosa	rosa	rosa	rosa	PROPN	
rosa	hồng	rosa	hồng	PROPN	N
bologne	bologna	bologne	bologna	PROPN	N
justification	justification	justification	justification	N;FEM;SG	
saga	saga	saga	saga	N;FEM;SG	
volant	bay	volant	bay	N;MASC;SG	
textcolor	textcolor	textcolor	textcolor	PROPN	V
australienne	aussie	australien	aussie	ADJ;FEM;SG	N
may	may	may	may	PROPN	ADJ
algérien	algerian	algérien	algerian	ADJ;MASC;SG	
algérien	algérie	algérien	algérie	ADJ;MASC;SG	N
tommy	tommy	tommy	tommy	PROPN	N
richesse	riches	richesse	riches	N;FEM;SG	
terry	terry	terry	terry	PROPN	N
matthew	matthew	matthew	matthew	PROPN	
cerveau	óc	cerveau	óc	N;MASC;SG	ADJ
cerveau	óc	cerveau	óc	N;MASC;SG	ADJ
cerveau	brain	cerveau	brain	N;MASC;SG	V
fabrique	fabrique	fabrique	fabrique	ADJ;FEM;SG	N
joan	joan	joan	joan	PROPN	N
théodore	theodore	théodore	theodore	N;MASC;SG	V
modeste	nhục	modeste	nhục	ADJ;MASC;SG	N
modeste	modeste	modeste	modeste	ADJ;MASC;SG	N
interface	giao	interface	giao	N;FEM;SG	V
fantôme	ghost	fantôme	ghost	N;MASC;SG	V
animé	anime	animer	anime	V;MASC;SG;PST;V.PTCP	
animé	lively	animer	lively	V;MASC;SG;PST;V.PTCP	
ludwig	ludwig	ludwig	ludwig	PROPN	N
marcus	marcus	marcus	marcus	PROPN	N
ottoman	ottoman	ottoman	ottoman	ADJ;MASC;SG	N
universal	universal	universal	universal	PROPN	
universal	chung	universal	chung	PROPN	ADJ
imaginaire	fantasy	imaginaire	fantasy	ADJ;MASC;SG	
lens	lens	lens	lens	N;MASC;SG	
bucarest	bucharest	bucarest	bucharest	PROPN	N
passée	past	passer	past	V;FEM;SG;PST;V.PTCP	
nage	bơi	nage	bơi	N;FEM;SG	V
arizona	arizona	arizona	arizona	PROPN	N
nuls	null	nul	null	ADJ;MASC;PL	N
resta	resta	rester	resta	V;IND;SG;3;PST;FIN	
chants	chants	chant	chants	N;MASC;PL	
gratte	ngứa	gratte	ngứa	N;FEM;SG	V
heart	tim	heart	tim	N;MASC;SG	
heart	heart	heart	heart	N;MASC;SG	
thermique	nhiệt	thermique	nhiệt	ADJ;MASC;SG	N
thermique	nhiệt	thermique	nhiệt	ADJ;MASC;SG	N
bruit	nhiễu	bruit	nhiễu	N;MASC;SG	V
tchécoslovaquie	czechoslovakia	tchécoslovaquie	czechoslovakia	N;FEM;SG	V
universel	universal	universel	universal	ADJ;MASC;SG	
limiter	hạn	limiter	hạn	V;NFIN	N
clinique	clinic	clinique	clinic	ADJ;FEM;SG	
pennsylvanie	pennsylvania	pennsylvanie	pennsylvania	N;FEM;SG	
dépit	nghênh	dépit	nghênh	N;MASC;SG	V
eddie	eddie	eddie	eddie	PROPN	
cooper	cooper	cooper	cooper	PROPN	
dick	dick	dick	dick	PROPN	N
simone	simone	simone	simone	N;FEM;SG	
thompson	thompson	thompson	thompson	PROPN	
aéronautique	aeronautics	aéronautique	aeronautics	ADJ;MASC;SG	N
aéronautique	aéronautique	aéronautique	aéronautique	ADJ;MASC;SG	
aéronautique	aeronautical	aéronautique	aeronautical	ADJ;MASC;SG	N
aéronautique	aerospace	aéronautique	aerospace	ADJ;MASC;SG	N
aéronautique	aviation	aéronautique	aviation	ADJ;MASC;SG	N
aigle	aigle	aigle	aigle	N;MASC;SG	
namur	namur	namur	namur	PROPN	N
gravure	etching	gravure	etching	N;FEM;SG	
gravure	cháy	gravure	cháy	N;FEM;SG	V
corriger	đúng	corriger	đúng	V;NFIN	ADJ
rangs	ranks	rang	ranks	N;MASC;PL	
comprends	hieu	comprendre	hieu	V;IMP;SG;1;PRS;FIN	N
dallas	dallas	dallas	dallas	PROPN	N
xvie	xvie	xvie	xvie	N;MASC;SG	
xvie	sixteenth	xvie	sixteenth	N;MASC;SG	V
xvie	xvi	xvie	xvi	N;MASC;SG	
xvie	xvii	xvie	xvii	N;MASC;SG	NUM
colonisation	colonisation	colonisation	colonisation	N;FEM;SG	
colonisation	colonization	colonisation	colonization	N;FEM;SG	
pablo	pablo	pablo	pablo	PROPN	N
appeler	call	appeler	call	V;NFIN	
appeler	cẩm	appeler	cẩm	V;NFIN	N
fameux	nổi	fameux	nổi	ADJ;MASC;SG	
volontaire	nguyện	volontaire	nguyện	ADJ;MASC;SG	N
lloyd	lloyd	lloyd	lloyd	PROPN	
chaud	hot	chaud	hot	ADJ;MASC;SG	
chaud	ấm	chaud	ấm	ADJ;MASC;SG	N
fans	fans	fan	fans	N;MASC;PL	
fans	fan	fan	fan	N;MASC;PL	
aus	aus	avoir	aus		
tri	tri	tri	tri	N;MASC;SG	
tri	xếp	tri	xếp	N;MASC;SG	V
cruz	cruz	cruz	cruz	PROPN	N
symbolique	symbolic	symbolique	symbolic	ADJ;MASC;SG	
louvain	leuven	louvain	leuven	PROPN	N
louvain	louvain	louvain	louvain	PROPN	V
transforme	transforms	transformer	transforms	V;IND;SG;3;PRS;FIN	
patricia	patricia	patricier	patricia	PROPN	
way	đường	way	đường	V	N
renaud	renaud	renaud	renaud	PROPN	
renaud	reginald	renaud	reginald	PROPN	V
león	león	león	león	PROPN	NUM
león	leon	león	leon	PROPN	
graham	graham	graham	graham	PROPN	
digital	digital	digital	digital	ADJ;MASC;SG	N
artistiques	nghệ	artistique	nghệ	ADJ;MASC;PL	N
walker	walker	walker	walker	PROPN	N
planches	planches	planche	planches	N;FEM;PL	
rassemblement	gom	rassemblement	gom	N;MASC;SG	V
rassemblement	rassemblement	rassemblement	rassemblement	N;MASC;SG	V
rassemblement	rally	rassemblement	rally	N;MASC;SG	
messe	mese	messe	mese	N;FEM;SG	
messe	nhái	messe	nhái	N;FEM;SG	V
messe	mass	messe	mass	N;FEM;SG	
jennifer	jennifer	jennifer	jennifer	PROPN	N
con	con	con	con	PROPN	N
abri	shelter	abri	shelter	N;MASC;SG	
franklin	franklin	franklin	franklin	PROPN	
palestine	palestine	palestin	palestine	ADJ;FEM;SG	N
chiens	chiens	chien	chiens	N;MASC;PL	
chiens	dog	chien	dog	N;MASC;PL	
priori	back	priori	back	PROPN	V
bryan	bryan	bryan	bryan	PROPN	
impliquant	ro	impliquer	ro	V;PRS;V.PTCP	N
registre	registry	registre	registry	N;MASC;SG	
berry	berry	berry	berry	PROPN	
kurt	kurt	kurt	kurt	PROPN	
eva	eva	eva	eva	PROPN	
ensembles	dong	ensemble	dong	N;MASC;PL	
mentionne	mentions	mentionner	mentions	V;IND;SG;3;PRS;FIN	N
séville	sevilla	séville	sevilla	PROPN	N
séville	sevilla	séville	sevilla	PROPN	N
séville	seville	séville	seville	PROPN	N
geneviève	genevieve	geneviève	genevieve	ADJ;FEM;SG	
bulgare	bun	bulgare	bun	ADJ;MASC;SG	
ordonnance	prescription	ordonnance	prescription	N;FEM;SG	
avancée	advance	avancé	advance	ADJ;FEM;SG	N
avancée	thiệp	avancé	thiệp	ADJ;FEM;SG	V
mrs	bà	son	bà	INTJ	N
alpha	alpha	alpha	alpha	PROPN	N
alpha	alfa	alpha	alfa	PROPN	N
miroir	mirror	miroir	mirror	N;MASC;SG	
lumières	lumières	lumière	lumières	N;FEM;PL	
alberta	alberta	alberta	alberta	PROPN	N
rick	rick	rick	rick	PROPN	
primaires	chính	primaire	chính	ADJ;MASC;PL	PART
hongroise	hung	hongrois	hung	ADJ;FEM;SG	N
hongroise	hungary	hongrois	hungary	ADJ;FEM;SG	N
fromage	cheese	fromage	cheese	N;MASC;SG	
fromage	fromage	fromage	fromage	N;MASC;SG	
indiana	indiana	indiana	indiana	PROPN	N
turque	thổ	turc	thổ	ADJ;FEM;SG	N
turque	turks	turc	turks	ADJ;FEM;SG	N
turque	turkish	turc	turkish	ADJ;FEM;SG	
aussitôt	ngay	aussitôt	ngay	ADV	PART
chaire	pulpit	chaire	pulpit	N;FEM;SG	
trinité	trinity	trinité	trinity	N;FEM;SG	NUM
traduire	dịch	traduire	dịch	V;NFIN	
traduire	dịch	traduire	dịch	V;NFIN	
nov	nov	novembre	nov	N;MASC;SG	
tirage	vẽ	tirage	vẽ	N;MASC;SG	V
batteur	drummer	batteur	drummer	N;MASC;SG	
stefan	stefan	stefan	stefan	PROPN	N
allan	allan	allan	allan	PROPN	
harold	harold	harold	harold	PROPN	
vidéos	videos	vidéo	videos	N;FEM;PL	
émis	emitted	émettre	emitted	V;MASC;SG;PST;V.PTCP	N
copenhague	copenhagen	copenhague	copenhagen	PROPN	N
ordinaire	thường	ordinaire	thường	ADJ;MASC;SG	
alto	alto	alto	alto	PROPN	
alto	viola	alto	viola	PROPN	
sky	trời	sky	trời	PROPN	N
sky	sky	sky	sky	PROPN	
sergent	sarge	sergent	sarge	N;MASC;SG	
retard	trễ	retard	trễ	N;MASC;SG	ADJ
retard	muộn	retard	muộn	N;MASC;SG	ADJ
retard	hoãn	retard	hoãn	N;MASC;SG	V
retard	trễ	retard	trễ	N;MASC;SG	ADJ
retard	hoãn	retard	hoãn	N;MASC;SG	V
maxime	đa	maxime	đa	PROPN	
maxime	max	maxime	max	PROPN	
maxime	maxine	maxime	maxine	PROPN	
maxime	maxime	maxime	maxime	PROPN	
maxime	maxim	maxime	maxim	PROPN	
cleveland	cleveland	cleveland	cleveland	PROPN	N
rebelles	rebel	rebelle	rebel	N;MASC;PL	
biologique	organic	biologique	organic	ADJ;MASC;SG	N
chars	trồi	char	trồi	N;MASC;PL	V
chars	tăng	char	tăng	N;MASC;PL	V
hérault	hérault	hérault	hérault	PROPN	N
profonde	deep	profond	deep	ADJ;FEM;SG	
brabant	brabant	brabant	brabant	V;PRS;V.PTCP	N
bach	bach	bach	bach	PROPN	N
débutant	beginners	débutant	beginners	V;PRS;V.PTCP	N
débutant	beginner	débutant	beginner	V;PRS;V.PTCP	N
trouble	rối	trouble	rối	ADJ;MASC;SG	V
trouble	xáo	trouble	xáo	ADJ;MASC;SG	V
kate	kate	kate	kate	N;FEM;SG	
collines	hills	colline	hills	N;FEM;PL	
delta	delta	delta	delta	N;MASC;SG	
rafael	rafael	rafael	rafael	PROPN	
bloquer	khối	bloquer	khối	V;NFIN	N
bloquer	block	bloquer	block	V;NFIN	
sant	sant	santir	sant	PROPN	N
socialistes	socialists	socialiste	socialists	ADJ;MASC;PL	
kosovo	kosovo	kosovo	kosovo	N;MASC;SG	
nordique	nordic	nordique	nordic	ADJ;MASC;SG	N
nordique	bắc	nordique	bắc	ADJ;MASC;SG	N
afghanistan	afghanistan	afghanistan	afghanistan	N;MASC;SG	
ncaa	ncaa	ncaa	ncaa	PROPN	
helen	helen	helen	helen	PROPN	
aimé	khoái	aimer	khoái	V;MASC;SG;PST;V.PTCP	ADJ
projection	screening	projection	screening	N;FEM;SG	V
rives	rives	rive	rives	N;FEM;PL	ADJ
han	hàn	han	hàn	PROPN	N
han	han	han	han	PROPN	N
han	hán	han	hán	PROPN	N
simpson	simpsons	simpson	simpsons	PROPN	N
simpson	simpsons	simpson	simpsons	PROPN	N
simpson	simpson	simpson	simpson	PROPN	N
campbell	campbell	campbell	campbell	PROPN	V
verdun	verdun	verdun	verdun	PROPN	N
courbe	cong	courbe	cong	N;FEM;SG	
courbe	cong	courbe	cong	N;FEM;SG	
plomb	dẫn	plomb	dẫn	N;MASC;SG	V
synonyme	synonymous	synonyme	synonymous	ADJ;MASC;SG	V
synonyme	synonym	synonyme	synonym	ADJ;MASC;SG	
gymnastique	turn	gymnastique	turn	ADJ;MASC;SG	
envie	envy	envie	envy	N;FEM;SG	
envie	thèm	envie	thèm	N;FEM;SG	V
envie	muon	envie	muon	N;FEM;SG	
envie	muốn	envie	muốn	N;FEM;SG	V
troyes	troyes	troy	troyes	N;MASC;SG	NUM
diane	diane	diane	diane	N;FEM;SG	
mitchell	mitchell	mitchell	mitchell	PROPN	
ngc	ngc	ngc	ngc		N
gagnant	thang	gagner	thang	V;PRS;V.PTCP	N
gagnant	win	gagner	win	V;PRS;V.PTCP	N
gagnant	thắng	gagner	thắng	V;PRS;V.PTCP	N
gagnant	thang	gagner	thang	V;PRS;V.PTCP	N
gagnant	thắng	gagner	thắng	V;PRS;V.PTCP	N
gagnant	winning	gagner	winning	V;PRS;V.PTCP	N
gagnant	thắng	gagner	thắng	V;PRS;V.PTCP	N
qualifications	qualifying	qualification	qualifying	N;FEM;PL	
commandes	lệnh	commande	lệnh	N;FEM;PL	
commandes	lệnh	commande	lệnh	N;FEM;PL	
mickey	mickey	mickey	mickey	PROPN	N
légendes	légendes	légende	légendes	N;FEM;PL	
légendes	legend	légende	legend	N;FEM;PL	V
africains	africains	africain	africains	ADJ;MASC;PL	
bâton	lòi	bâton	lòi	N;MASC;SG	ADJ
bâton	baton	bâton	baton	N;MASC;SG	
raphaël	raphael	raphaël	raphael	PROPN	
raphaël	pantheon	raphaël	pantheon	PROPN	N
raphaël	rafael	raphaël	rafael	PROPN	
kiev	kyiv	kiev	kyiv	PROPN	
kiev	kiev	kiev	kiev	PROPN	N
sac	bag	sac	bag	N;MASC;SG	
sac	pose	sac	pose	N;MASC;SG	V
arabie	rập	arabie	rập	PROPN	N
johannes	johannes	johanne	johannes	PROPN	N
hard	cứng	hard	cứng	N;MASC;SG	ADJ
hard	khó	hard	khó	N;MASC;SG	ADJ
hard	khổ	hard	khổ	N;MASC;SG	ADJ
hard	đắng	hard	đắng	N;MASC;SG	ADJ
ralph	ralph	ralph	ralph	N;MASC;PL	
leo	leo	leo	leo	PROPN	V
traction	traction	traction	traction	N;FEM;SG	
harvard	havard	harvard	havard	PROPN	N
harvard	harvard	harvard	harvard	PROPN	N
chasseur	hunter	chasseur	hunter	N;MASC;SG	
java	java	java	java	PROPN	N
trou	lỗ	trou	lỗ	N;MASC;SG	ADJ
trou	chẻ	trou	chẻ	N;MASC;SG	
trou	trou	trou	trou	N;MASC;SG	
courrier	mail	courrier	mail	N;MASC;SG	V
courrier	evolution	courrier	evolution	N;MASC;SG	
nulle	null	nul	null	ADJ;FEM;SG	N
lorient	lorient	lorier	lorient	N;MASC;SG	NUM
neil	neil	neil	neil	PROPN	
copa	copa	copa	copa	PROPN	N
ron	ron	ron	ron	PROPN	
sondage	survey	sondage	survey	N;MASC;SG	
moon	nen	moon	nen	PROPN	
moon	nguyệt	moon	nguyệt	PROPN	N
moon	trăng	moon	trăng	PROPN	N
moon	moon	moon	moon	PROPN	N
hameaux	hamlets	hameau	hamlets	N;MASC;PL	
pure	sạch	pur	sạch	ADJ;FEM;SG	V
rapides	rapid	rapide	rapid	ADJ;MASC;PL	
rapides	thác	rapide	thác	ADJ;MASC;PL	N
rapides	rapids	rapide	rapids	ADJ;MASC;PL	N
evans	evans	evans	evans	PROPN	
alexandrie	alexandria	alexandrie	alexandria	PROPN	N
patients	nhân	patient	nhân	N;MASC;PL	
susan	susan	susan	susan	PROPN	
garcía	garcia	garcía	garcia	PROPN	N
garcía	garcía	garcía	garcía	PROPN	
dublin	dublin	dublin	dublin	PROPN	
harvey	harvey	harvey	harvey	PROPN	
justin	justin	justin	justin	PROPN	N
dunkerque	dunkirk	dunkerque	dunkirk	N;MASC;SG	
patient	nhân	patient	nhân	N;MASC;SG	
turcs	turkish	turc	turkish	N;MASC;PL	
calcaire	limestone	calcaire	limestone	N;MASC;SG	ADJ
interprétée	interpreted	interpréter	interpreted	V;FEM;SG;PST;V.PTCP	
civiles	civil	civil	civil	ADJ;FEM;PL	
traductions	dịch	traduction	dịch	N;FEM;PL	
traductions	dịch	traduction	dịch	N;FEM;PL	
wright	wright	wright	wright	PROPN	
jon	jon	jon	jon	PROPN	N
brut	plump	brut	plump	ADJ;MASC;SG	
brut	ghê	brut	ghê	ADJ;MASC;SG	PART
brut	raw	brut	raw	ADJ;MASC;SG	
pur	sạch	pur	sạch	ADJ;MASC;SG	V
foot	foot	foot	foot	N;MASC;SG	
pittsburgh	pittsburgh	pittsburgh	pittsburgh	N;MASC;PL	
défend	cọc	défendre	cọc	V;IND;SG;3;PRS;FIN	N
sánchez	sanchez	sánc	sanchez	PROPN	N
soin	care	soin	care	N;MASC;SG	
contacter	lạc	contacter	lạc	V;NFIN	N
flamand	flanders	flamand	flanders	ADJ;MASC;SG	N
flamand	flemish	flamand	flemish	ADJ;MASC;SG	N
quatuor	tấu	quatuor	tấu	N;MASC;SG	V
clos	đóng	clore	đóng	ADJ;MASC;SG	V
clos	clos	clore	clos	ADJ;MASC;SG	
mexicain	mễ	mexicain	mễ	ADJ;MASC;SG	N
agnès	agnes	agnès	agnes	PROPN	N
act	act	act	act	PROPN	NUM
folie	madness	folie	madness	N;FEM;SG	
folie	folie	folie	folie	N;FEM;SG	
folie	insanity	folie	insanity	N;FEM;SG	
dauphin	dolphin	dauphin	dolphin	N;MASC;SG	
dauphin	dauphin	dauphin	dauphin	N;MASC;SG	
martina	martina	martina	martina	PROPN	N
évoluer	evolve	évoluer	evolve	V;NFIN	
comédien	diễn	comédien	diễn	N;MASC;SG	V
impulsion	nhịp	impulsion	nhịp	N;FEM;SG	V
impulsion	xung	impulsion	xung	N;FEM;SG	V
stuttgart	stuttgart	stuttgart	stuttgart	PROPN	N
luke	luke	luke	luke	PROPN	N
dépression	depression	dépression	depression	N;FEM;SG	
jorge	jorge	jorge	jorge	PROPN	N
dean	dean	dean	dean	PROPN	
liverpool	liverpool	liverpool	liverpool	PROPN	N
bordure	edge	bordure	edge	N;FEM;SG	
bordure	rìa	bordure	rìa	N;FEM;SG	ADJ
polytechnique	polytechnique	polytechnique	polytechnique	ADJ;MASC;SG	V
placés	bot	placer	bot	V;MASC;PL;PST;V.PTCP	N
oct	oct	oct	oct	N;MASC;SG	
marge	margin	marge	margin	N;FEM;SG	V
marge	lề	marge	lề	N;FEM;SG	ADJ
marge	marge	marge	marge	N;FEM;SG	
rachel	rachel	rachel	rachel	PROPN	
constant	hằng	constant	hằng	ADJ;MASC;SG	
byzantin	byzantine	byzantin	byzantine	ADJ;MASC;SG	N
conduire	cán	conduire	cán	V;NFIN	N
capture	bắt	capture	bắt	N;FEM;SG	V
capture	chụp	capture	chụp	N;FEM;SG	V
capture	capturing	capture	capturing	N;FEM;SG	
barra	barra	barra	barra	PROPN	
magique	thuật	magique	thuật	ADJ;MASC;SG	N
magique	magic	magique	magic	ADJ;MASC;SG	N
timbres	stamp	timbre	stamp	N;MASC;PL	
valenciennes	valenciennes	valencien	valenciennes	ADJ;FEM;PL	N
égal	bằng	égal	bằng	ADJ;MASC;SG	ADP
hachette	hachette	hachette	hachette	N;MASC;SG	
hachette	rìu	hachette	rìu	N;MASC;SG	
sexuelle	sex	sexuel	sex	ADJ;FEM;SG	N
gard	gard	gard	gard	N;MASC;SG	NUM
nathan	nathan	nathan	nathan	PROPN	N
wallon	walloon	wallon	walloon	ADJ;MASC;SG	N
austin	austin	austin	austin	PROPN	N
fausse	giả	faux	giả	ADJ;FEM;SG	
fausse	giả	faux	giả	ADJ;FEM;SG	
fausse	fake	faux	fake	ADJ;FEM;SG	N
chypre	síp	chypre	síp	PROPN	N
jun	tuấn	jun	tuấn	PROPN	N
jun	jun	jun	jun	PROPN	N
dell	dell	dell	dell	PROPN	N
vitesses	gears	vitesse	gears	N;FEM;PL	
canal+	canal+	canal+	canal+	PROPN	
vigne	vigne	vigne	vigne	N;FEM;SG	
vigne	vine	vigne	vine	N;FEM;SG	
vigne	nho	vigne	nho	N;FEM;SG	
brouillon	nháp	brouillon	nháp	ADJ;MASC;SG	V
vilaine	nghịch	vilaine	nghịch	ADJ;FEM;SG	V
vilaine	nasty	vilaine	nasty	ADJ;FEM;SG	
vilaine	vilaine	vilaine	vilaine	ADJ;FEM;SG	N
tombé	ngã	tomber	ngã	V;MASC;SG;PST;V.PTCP	N
tombé	ngã	tomber	ngã	V;MASC;SG;PST;V.PTCP	N
escadron	squad	escadron	squad	N;MASC;SG	
étais	étais	être	étais	V;IND;SG;1;IPFV;FIN	
istanbul	istanbul	istanbul	istanbul	PROPN	
łódź	łódź	łódź	łódź	N;MASC;SG	
timbre	stamp	timbre	stamp	N;MASC;SG	
mons	mons	monsteur	mons	PROPN	N
théorique	huấn	théorique	huấn	ADJ;MASC;SG	V
sean	sean	sean	sean	PROPN	
wolf	soi	wolf	soi	PROPN	V
wolf	wolf	wolf	wolf	PROPN	N
wolf	sói	wolf	sói	PROPN	N
secrète	mật	secret	mật	ADJ;FEM;SG	N
secrète	bí	secret	bí	ADJ;FEM;SG	N
louisiane	louisiane	louisian	louisiane	N;FEM;SG	V
louisiane	louisiana	louisian	louisiana	N;FEM;SG	
médiéval	medieval	médiéval	medieval	ADJ;MASC;SG	N
médiéval	mediaeval	médiéval	mediaeval	ADJ;MASC;SG	N
prime	thưởng	prime	thưởng	N;FEM;SG	V
prime	prime	prime	prime	N;FEM;SG	
prime	premium	prime	premium	N;FEM;SG	
prime	bounty	prime	bounty	N;FEM;SG	
melbourne	melbourne	melbourne	melbourne	PROPN	
sauvages	wild	sauvage	wild	ADJ;MASC;PL	
vivants	sống	vivant	sống	ADJ;MASC;PL	V
vivants	living	vivant	living	ADJ;MASC;PL	
vivants	sống	vivant	sống	ADJ;MASC;PL	V
vivants	live	vivant	live	ADJ;MASC;PL	
vivants	alive	vivant	alive	ADJ;MASC;PL	
tournées	tours	tourner	tours	V;FEM;PL;PST;V.PTCP	N
three	tre	three	tre	PROPN	N
three	ba	three	ba	PROPN	NUM
three	three	three	three	PROPN	NUM
démonstration	demo	démonstration	demo	N;FEM;SG	
configuration	setup	configuration	setup	N;FEM;SG	V
bleus	xanh	bleu	xanh	ADJ;MASC;PL	N
bleus	blues	bleu	blues	ADJ;MASC;PL	N
creuse	dig	creux	dig	ADJ;FEM;SG	N
creuse	đào	creux	đào	ADJ;FEM;SG	N
creuse	creuse	creux	creuse	ADJ;FEM;SG	N
creuse	rỗng	creux	rỗng	ADJ;FEM;SG	V
creuse	hollow	creux	hollow	ADJ;FEM;SG	
greg	greg	greg	greg	PROPN	
lincoln	lincoln	lincoln	lincoln	PROPN	N
cavaliers	cavaliers	cavalier	cavaliers	N;MASC;PL	
volcan	volcan	volcan	volcan	N;MASC;SG	
kent	kent	kent	kent	PROPN	
fernández	fernandez	fernánder	fernandez	PROPN	
fernández	fernández	fernánder	fernández	PROPN	N
marvel	marvel	marvel	marvel	N;MASC;SG	
voisines	xóm	voisin	xóm	ADJ;FEM;PL	N
sofia	sofia	sofia	sofia	PROPN	
pat	pat	pat	pat	PROPN	
pat	vỗ	pat	vỗ	PROPN	V
variables	biến	variable	biến	ADJ;FEM;PL	V
autorisé	phép	autoriser	phép	V;MASC;SG;PST;V.PTCP	N
cavalier	rider	cavalier	rider	N;MASC;SG	
cavalier	cavalier	cavalier	cavalier	N;MASC;SG	
sierra	sierra	sierra	sierra	PROPN	N
navigateur	duyệt	navigateur	duyệt	N;MASC;SG	V
albin	albin	albin	albin	PROPN	
sylvain	sylvain	sylvain	sylvain	PROPN	
décerné	điệm	décerner	điệm	V;MASC;SG;PST;V.PTCP	
espérance	mong	espérance	mong	N;FEM;SG	V
espérance	xoa	espérance	xoa	N;FEM;SG	
fragments	fragments	fragment	fragments	N;MASC;PL	V
seattle	seattle	seattle	seattle	PROPN	
seattle	seatle	seattle	seatle	PROPN	
certifié	certified	certifier	certified	V;MASC;SG;PST;V.PTCP	N
amy	amy	amy	amy	PROPN	N
turner	turner	turner	turner	PROPN	
alternatif	alternative	alternatif	alternative	ADJ;MASC;SG	N
définitive	final	définitif	final	ADJ;FEM;SG	N
définitive	bum	définitif	bum	ADJ;FEM;SG	N
jaunes	vàng	jaune	vàng	ADJ;MASC;PL	N
jaunes	nhát	jaune	nhát	ADJ;MASC;PL	V
yonne	yonne	yonne	yonne	PROPN	N
chargés	laden	charger	laden	V;MASC;PL;PST;V.PTCP	N
devraient	nên	devoir	nên	V;COND;PL;3;PRS;FIN	CONJ
blé	blé	blé	blé	N;MASC;SG	
his	ngành	his	ngành	PROPN	N
conrad	conrad	conrad	conrad	PROPN	
rousseau	rousseau	rousseau	rousseau	PROPN	N
meyer	meyer	meyer	meyer	PROPN	
terrestres	terrestrial	terrestre	terrestrial	ADJ;MASC;PL	
symphonique	symphonic	symphonique	symphonic	ADJ;MASC;SG	V
silva	silva	silva	silva	PROPN	N
linéaire	tuyến	linéaire	tuyến	ADJ;MASC;SG	N
bretonne	bretagne	breton	bretagne	ADJ;FEM;SG	NUM
bretonne	brittany	breton	brittany	ADJ;FEM;SG	
brevet	patent	brevet	patent	N;MASC;SG	
mémorial	memorial	mémorial	memorial	N;MASC;SG	
mythe	myth	mythe	myth	N;MASC;SG	
bouches	bouches	bouche	bouches	N;FEM;PL	
mohammed	mohammed	mohammed	mohammed	PROPN	N
prochaine	kế	prochain	kế	ADJ;FEM;SG	V
prochaine	tiếp	prochain	tiếp	ADJ;FEM;SG	V
prochaine	kit	prochain	kit	ADJ;FEM;SG	
léonard	leonardo	léonard	leonardo	PROPN	N
léonard	leonard	léonard	leonard	PROPN	
flammarion	flammarion	flammarion	flammarion	PROPN	N
philosophique	philosophique	philosophique	philosophique	ADJ;MASC;SG	V
styles	styles	style	styles	N;MASC;PL	
europa	europa	europa	europa	PROPN	N
nazis	nazi	nazi	nazi	N;MASC;PL	
nazis	nazis	nazi	nazis	N;MASC;PL	
guyane	guiana	guyane	guiana	ADJ;FEM;SG	
guyane	guyane	guyane	guyane	ADJ;FEM;SG	N
guyane	guyana	guyane	guyana	ADJ;FEM;SG	N
talk	nói	talk	nói	PROPN	V
elisabeth	elisabeth	elisabeth	elisabeth	N;FEM;SG	
alexandra	alexandra	alexandra	alexandra	PROPN	N
andreas	andreas	andreas	andreas	PROPN	N
régulier	thường	régulier	thường	ADJ;MASC;SG	
mix	mix	mix	mix	N;MASC;SG	
mix	trộn	mix	trộn	N;MASC;SG	V
grandeur	magnitude	grandeur	magnitude	N;FEM;SG	
werner	werner	werner	werner	PROPN	N
airlines	airline	airline	airline	N;FEM;PL	
garcia	garcia	garcia	garcia	PROPN	N
fayard	fayard	fayard	fayard	PROPN	
sergio	sergio	sergio	sergio	PROPN	N
organe	thân	organe	thân	N;MASC;SG	
organe	body	organe	body	N;MASC;SG	
