το	az	ο	az	DET;NOM;DEF;NEUT;SG	
ηλεκτρικό	villamos	ηλεκτρικός	villamos	ADJ;NOM;NEUT;SG	N;NOM;SG
ηλεκτρικό	villany	ηλεκτρικός	villany	ADJ;NOM;NEUT;SG	N;NOM;SG
ηλεκτρικό	elektromos	ηλεκτρικός	elektromos	ADJ;NOM;NEUT;SG	
αθηνά	athina	αθηνός	athina	PROPN;NOM;FEM;SG	
αθηνά	athena	αθηνός	athen	PROPN;NOM;FEM;SG	
επιπτώσεις	ütközés	επίπτωση	ütközés	N;NOM;FEM;PL	N;NOM;SG
επιπτώσεις	becsapódás	επίπτωση	becsapódás	N;NOM;FEM;PL	N;NOM;SG
επιπτώσεις	hatás	επίπτωση	hatás	N;NOM;FEM;PL	N;NOM;SG
επιπτώσεις	hatása	επίπτωση	hatás	N;NOM;FEM;PL	N;NOM;SG
επιπτώσεις	következmény	επίπτωση	következmény	N;NOM;FEM;PL	N;NOM;SG
επιπτώσεις	hatás	επίπτωση	hatás	N;NOM;FEM;PL	N;NOM;SG
αγροτική	vidék	αγροτικός	vidék	ADJ;NOM;FEM;SG	N;NOM;SG
εκπέμπει	továbbítás	εκπέμπω	továbbítás	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
εκπέμπει	továbbítására	εκπέμπω	továbbítás	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ON+ALL;SG
δορυφόρος	műholdas	δορυφόρος	műholdas	ADJ;NOM;MASC;SG	
δορυφόρος	műhold	δορυφόρος	műhold	ADJ;NOM;MASC;SG	N;NOM;SG
αρσενικά	hímek	αρσενικά	hím	ADJ;NOM;NEUT;PL	N;NOM;PL
αρσενικά	férfi	αρσενικά	férfi	ADJ;NOM;NEUT;PL	N;NOM;SG
αρσενικά	hím	αρσενικά	hím	ADJ;NOM;NEUT;PL	N;NOM;SG
τίποτε	semmi	τίποτα	semmi	PRO;NOM;NEUT;SG;3	PRO;NOM;SG;3
τραγωδία	tragédia	τραγωδία	tragédia	N;ACC;FEM;SG	N;NOM;SG
κλειδί	kulcsfontosságú	κλειδί	kulcsfontosságú	N;NOM;NEUT;SG	ADJ;NOM;SG
κλειδί	key	κλειδί	key	N;NOM;NEUT;SG	
λευκά	fehér	λευκός	fehér	N;NOM;NEUT;PL	
μάρκο	marko	μάρκο	marko		
μάρκο	marco	μάρκο	marco		
υπεύθυνη	felelős	υπεύθυνος	felelős	ADJ;NOM;FEM;SG	
αναπληρωτής	helyettes	αναπληρωτής	helyettes	N;NOM;MASC;SG	
αναπληρωτής	megbízott	αναπληρωτής	meg+bízik	N;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
αυτόνομη	autonóm	αυτόνομος	autonó	ADJ;NOM;FEM;SG	
αυτόνομη	önálló	αυτόνομος	önálló	ADJ;NOM;FEM;SG	
τατουάζ	tetoválás	τατουάζ	tetoválás	N;NOM;NEUT;PL	N;NOM;SG
τατουάζ	tetoválás	τατουάζ	tetoválás	N;NOM;NEUT;PL	N;NOM;SG
διαταγές	parancs	διαταγή	parancs	N;NOM;FEM;PL	N;NOM;SG
διαταγές	parancsot	διαταγή	parancsot	N;NOM;FEM;PL	N;ACC;SG
ιδιοκτησίας	tulajdonjog	ιδιοκτησία	tulajdonjog	N;GEN;FEM;SG	N;NOM;SG
ιδιοκτησίας	tulajdonosi	ιδιοκτησία	tulajdonosi	N;GEN;FEM;SG	ADJ;NOM;SG
παιδεία	oktatási	παιδεία	oktatási	N;NOM;FEM;SG	ADJ;NOM;SG
αντίγραφο	ismétlődő	αντίγραφο	ismétlődő	N;NOM;NEUT;SG	ADJ;NOM;SG
αντίγραφο	másolatot	αντίγραφο	másolat	N;NOM;NEUT;SG	N;ACC;SG
φωτογραφίας	fotózás	φωτογραφία	fotózás	N;GEN;FEM;SG	N;NOM;SG
ανοικτό	nyitva	ανοιχτός	nyitva	ADJ;NOM;NEUT;SG	ADV;V.CVB
θρησκευτικά	vallás	θρησκευτικά	vallás	ADV	N;NOM;SG
θρησκευτικά	vallásos	θρησκευτικά	vallásos	ADV	
θρησκευτικά	vallás	θρησκευτικά	vallás	ADV	N;NOM;SG
θρησκευτικά	vallási	θρησκευτικά	vallási	ADV	ADJ;NOM;SG
διάσταση	dimenzió	διάσταση	dimenzió	N;ACC;FEM;SG	N;NOM;SG
μυθιστορήματα	regényeket	μυθιστόρημα	regény	N;NOM;NEUT;PL	N;ACC;PL
μυθιστορήματα	regény	μυθιστόρημα	regény	N;NOM;NEUT;PL	N;NOM;SG
χένρι	henrik	χένρι	henrik		N;NOM;SG
χένρι	henry	χένρι	henry		
αξιολόγηση	értékelés	αξιολόγηση	értékelés	N;ACC;FEM;SG	N;NOM;SG
αξιολόγηση	elbírálás	αξιολόγηση	elbírálás	N;ACC;FEM;SG	N;NOM;SG
αξιολόγηση	értékelés	αξιολόγηση	értékelés	N;ACC;FEM;SG	N;NOM;SG
αντίθετο	szemben	αντίθετο	szemben	ADJ;NOM;NEUT;SG	
αντίθετο	ellentétes	αντίθετο	ellentétes	ADJ;NOM;NEUT;SG	
δημοφιλές	népszerű	δημοφιλής	népszerű	ADV	
δημοφιλές	népszerűek	δημοφιλής	népszerű	ADV	ADJ;NOM;PL
εντολές	parancsol	εντολή	parancsol	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
εντολές	parancs	εντολή	parancs	N;NOM;FEM;PL	N;NOM;SG
εντολές	parancsot	εντολή	parancsot	N;NOM;FEM;PL	N;ACC;SG
χειρόγραφα	kéziratot	χειρόγραφο	kézirat	N;NOM;NEUT;PL	N;ACC;SG
χειρόγραφα	kézirat	χειρόγραφο	kézirat	N;NOM;NEUT;PL	N;NOM;SG
κλινική	klinikán	κλινικός	klinika	ADJ;NOM;FEM;SG	N;ON+ESS;SG
κλινική	klinika	κλινικός	klinika	ADJ;NOM;FEM;SG	N;NOM;SG
κλινική	klinikai	κλινικός	klinikai	ADJ;NOM;FEM;SG	N;NOM;SG
μπαρόκ	barokk	μπαρόκ	barokk	N;NOM;NEUT;SG	
πόλο	polo	πόλος	polo	N;NOM;MASC;SG	
κάτοχος	jogosult	κάτοχος	jogosul	N;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
μεθυλο	metil	μεθυλο	metil	N	
συμμάχους	szövetséges	σύμμαχος	szövetséges	N;ACC;MASC;PL	ADJ;NOM;SG
συμμάχους	szövetségesek	σύμμαχος	szövetséges	N;ACC;MASC;PL	N;NOM;PL
ιδρυτικό	alapító	ιδρυτικός	alapító	ADJ;NOM;NEUT;SG	N;NOM;SG
προηγούμενα	előző	προηγούμενος	előző	ADV	
προηγούμενα	korábbi	προηγούμενος	korábbi	ADV	ADJ;NOM;CMPR;SG
επίσκεψη	látogatás	επίσκεψη	látogatás	N;ACC;FEM;SG	N;NOM;SG
διακοπή	szünet	διακοπή	szünet	N;ACC;FEM;SG	N;NOM;SG
διακοπή	törés	διακοπή	törés	N;ACC;FEM;SG	N;NOM;SG
διακοπή	megszakítás	διακοπή	megszakítás	N;ACC;FEM;SG	
αποδοχή	elfogadni	αποδοχή	el+fogad	N;ACC;FEM;SG	V;NFIN;ACT
αποδοχή	elfogadó	αποδοχή	elfogadó	N;ACC;FEM;SG	
αποδοχή	elfogadás	αποδοχή	elfogadás	N;ACC;FEM;SG	N;NOM;SG
αποδοχή	elfogadva	αποδοχή	elfogadva	N;ACC;FEM;SG	ADV;V.CVB
αποδοχή	elfogadott	αποδοχή	el+fogadott	N;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
αποδοχή	elfogadta	αποδοχή	el+fogad	N;ACC;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
αποδοχή	elfogadás	αποδοχή	elfogadás	N;ACC;FEM;SG	N;NOM;SG
αποδοχή	elfogadni	αποδοχή	el+fogad	N;ACC;FEM;SG	V;NFIN;ACT
αποδοχή	elfogadom	αποδοχή	elfogadom	N;ACC;FEM;SG	
προστέθηκε	hozzáadott	προσθέτω	hozzáad	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
προστέθηκε	felvéve	προσθέτω	félvev	V;PFV;IND;SG;3;PST;FIN;PASS	
άφιξη	érkezés	άφιξη	érkezés	V;PFV;IND;SG;3;PST;FIN;PASS	
κυνήγι	hunt	κυνήγι	hunt	N;NOM;NEUT;SG	
κυνήγι	vadászatot	κυνήγι	vadászat	N;NOM;NEUT;SG	N;ACC;SG
κυνήγι	vadászik	κυνήγι	vadászik	N;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
κυνήγι	vadászni	κυνήγι	vadász	N;NOM;NEUT;SG	V;NFIN;ACT
κυνήγι	vadász	κυνήγι	vadász	N;NOM;NEUT;SG	
χριστιανούς	keresztények	χριστιανός	keresztény	N;ACC;MASC;PL	N;NOM;PL
κόκκινη	piros	κόκκινος	piros	ADJ;NOM;FEM;SG	
κόκκινη	piroska	κόκκινος	piroska	ADJ;NOM;FEM;SG	
κόκκινη	vörös	κόκκινος	vörös	ADJ;NOM;FEM;SG	
επιστημονικά	tudományosan	επιστημονικά	tudományos	ADV	ADJ;FRML;SG
επιστημονικά	tudományos	επιστημονικά	tudományos	ADV	ADJ;NOM;SG
μουσικές	zenés	μουσικός	zenés	ADJ;NOM;FEM;PL	N;NOM;SG
μουσικές	zenei	μουσικός	zenei	ADJ;NOM;FEM;PL	ADJ;NOM;SG
μουσικές	musical	μουσικός	musical	ADJ;NOM;FEM;PL	N;NOM;SG
μισέλ	michelle	μισέλ	michelle		N;NOM;SG
μισέλ	michel	μισέλ	michel		
πρόθεση	szándék	πρόθεση	szándék	N;ACC;FEM;SG	N;NOM;SG
πρόθεση	szándéka	πρόθεση	szándék	N;ACC;FEM;SG	N;NOM;SG
πρόθεση	szándék	πρόθεση	szándék	N;ACC;FEM;SG	N;NOM;SG
πρόθεση	szándéka	πρόθεση	szándék	N;ACC;FEM;SG	N;NOM;SG
ψάρια	hal	ψάριος	hal	N;NOM;NEUT;PL	N;NOM;SG
ψάρια	halat	ψάριος	hal	N;NOM;NEUT;PL	N;ACC;SG
μπιλ	bill	μπιλ	bill	PROPN;NOM;MASC;SG	
μπιλ	számla	μπιλ	számla	PROPN;NOM;MASC;SG	N;NOM;SG
παλαιότερο	legidősebb	παλιά	fenős	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;SG
παλαιότερο	legöregebb	παλιά	legöreg	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;SG
παλαιότερο	legősibb	παλιά	legősibb	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;SG
παλαιότερο	legrégebbi	παλιά	legrégebbi	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;SG
τέξας	texasi	τέξας	texasi	PROPN;NOM;NEUT;SG	
τέξας	texas	τέξας	texas	PROPN;NOM;NEUT;SG	
τέξας	texasban	τέξας	texas	PROPN;NOM;NEUT;SG	
κανονικό	rendszeresen	κανονικός	rendszeres	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
κανονικό	rendszeres	κανονικός	rendszeres	ADJ;NOM;NEUT;SG	
κανονικό	normál	κανονικός	normál	ADJ;NOM;NEUT;SG	
κανονικό	normális	κανονικός	normális	ADJ;NOM;NEUT;SG	
κανονικό	normál	κανονικός	normál	ADJ;NOM;NEUT;SG	
διάσημο	híres	διάσημος	híres	N;NOM;NEUT;SG	
τζόνσον	johnson	τζόνσον	johnson		
κόστα	costa	κόστα	costa		
πάλη	harcolni	πάλη	harcol	N;NOM;FEM;SG	V;NFIN;ACT
θαλάσσια	tengerész	θαλάσσιος	tengerész	ADJ;NOM;FEM;SG	N;NOM;SG
θαλάσσια	tengeri	θαλάσσιος	tengeri	ADJ;NOM;FEM;SG	
θαλάσσια	tengerészgyalogos	θαλάσσιος	tengerészgyalogos	ADJ;NOM;FEM;SG	N;NOM;SG
αδυναμία	képtelen	αδυναμία	képtelen	N;ACC;FEM;SG	
αδυναμία	gyengeség	αδυναμία	gyengeség	N;ACC;FEM;SG	N;NOM;SG
οχυρό	fort	οχυρός	for	N;NOM;NEUT;SG	
μαθηματική	matematika	μαθηματικός	matematika	ADJ;NOM;FEM;SG	N;NOM;SG
μαθηματική	matematikai	μαθηματικός	matematikai	ADJ;NOM;FEM;SG	N;NOM;SG
τόνι	tony	τόνι	tony		
τόνι	toni	τόνι	toni		
αγορές	vásárlás	αγορά	vásárlás	N;NOM;FEM;PL	N;NOM;SG
αγορές	piacokon	αγορά	piac	N;NOM;FEM;PL	N;ON+ESS;PL
σύμπλεγμα	klaszter	σύμπλεγμα	klaszter	N;NOM;NEUT;SG	
σαμόα	szamoai	σαμός	szamoai		N;NOM;SG
σαμόα	szamoa	σαμός	szamoa		N;NOM;SG
επιστρέφοντας	visszatérő	επιστρέφω	visszatérő	V;IPFV;V.CVB;ACT	N;NOM;SG
βασισμένο	alapú	βασίζω	alapú	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	
βασισμένο	alapozott	βασίζω	alapozott	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
φόρμουλα	formula	φόρμουλος	formula	N;NOM;MASC;SG	
συντεταγμένες	koordináták	συντεταγμένος	koordinát	ADJ;NOM;FEM;PL	N;NOM;PL
συντεταγμένες	koordináta	συντεταγμένος	koordináta	ADJ;NOM;FEM;PL	N;NOM;SG
συντεταγμένες	koordinátákat	συντεταγμένος	koordináta	ADJ;NOM;FEM;PL	N;ACC;PL
έρχονται	jövök	έρχομαι	jövök	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;INDF;IND;SG;1;PRS;FIN;ACT
έρχονται	jön	έρχομαι	jön	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PRS;FIN;ACT
προσβολή	sértés	προσβολή	sértés	N;ACC;FEM;SG	N;NOM;SG
λύσεις	megoldásokat	λύση	megoldás	N;NOM;FEM;PL	N;ACC;PL
ανεξάρτητες	független	ανεξάρτητος	független	ADJ;NOM;FEM;PL	
ανεξάρτητες	önálló	ανεξάρτητος	önálló	ADJ;NOM;FEM;PL	
ανεξάρτητες	függetlenek	ανεξάρτητος	független	ADJ;NOM;FEM;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
συμπεριλαμβανομένης	beleértve	συμπεριλαμβανόμενος	bele+értv	V;PFV;GEN;FEM;SG;V.PTCP;PASS	ADV;V.CVB
κριμαίας	krími	κριμαία	krími	N;GEN;FEM;SG	
κρασί	borok	κρασί	bor	N;NOM;NEUT;SG	N;NOM;PL
επηρέασε	érintett	επηρίαζω	érintett	V;PFV;IND;SG;3;PST;FIN;ACT	
επηρέασε	érintettek	επηρίαζω	érint	V;PFV;IND;SG;3;PST;FIN;ACT	V;INDF;IND;PL;3;PST;FIN;ACT
μαργαρίτα	margaret	μαργαρίτα	margaret	PROPN;NOM;FEM;SG	
μαργαρίτα	margit	μαργαρίτα	margit	PROPN;NOM;FEM;SG	
μαργαρίτα	margherita	μαργαρίτα	margherita	PROPN;NOM;FEM;SG	
μαργαρίτα	daisy	μαργαρίτα	daisy	PROPN;NOM;FEM;SG	
μαργαρίτα	margarita	μαργαρίτα	margarita	PROPN;NOM;FEM;SG	
πόρτο	porto	πόρτος	porto		
αφροδίτη	aphrodité	αφροδίτης	aphrodité	PROPN;NOM;FEM;SG	
αφροδίτη	vénusz	αφροδίτης	vénusz	PROPN;NOM;FEM;SG	N;NOM;SG
αποδεκτή	elfogadhatónak	αποδεκτός	elfogadható	ADJ;NOM;FEM;SG	N;DAT;SG
αποδεκτή	elfogadható	αποδεκτός	elfogadható	ADJ;NOM;FEM;SG	
αποδεκτή	elfogadva	αποδεκτός	elfogadva	ADJ;NOM;FEM;SG	ADV;V.CVB
αποδεκτή	elfogadott	αποδεκτός	el+fogadott	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
αποδεκτή	elfogadta	αποδεκτός	el+fogad	ADJ;NOM;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
οποιονδήποτε	bárkinek	οποιοσδήποτε	bárki	PRO;ACC;MASC;SG;3	
οποιονδήποτε	valaki	οποιοσδήποτε	valaki	PRO;ACC;MASC;SG;3	
οποιονδήποτε	bárkit	οποιοσδήποτε	bárki	PRO;ACC;MASC;SG;3	
οποιονδήποτε	bárki	οποιοσδήποτε	bárki	PRO;ACC;MASC;SG;3	
απονομή	odaítélése	απονομή	odaítélés	N;ACC;FEM;SG	N;NOM;SG
συντάκτες	szerzői	συντάκτης	szerzői	N;NOM;MASC;PL	ADJ;NOM;SG
οτιδήποτε	bármit	οτιδήποτε	bármit	PRO;NOM;NEUT;SG;3	
οτιδήποτε	bármi	οτιδήποτε	bármi	PRO;NOM;NEUT;SG;3	
συνεισφορές	hozzájárulás	συνεισφορά	hozzájárulás	N;NOM;FEM;PL	N;NOM;SG
συνεισφορές	járulék	συνεισφορά	járulék	N;NOM;FEM;PL	N;NOM;SG
μαίρη	mary	μαίρης	mary	N;NOM;FEM;SG	
μαίρη	mária	μαίρης	mária	N;NOM;FEM;SG	
ακριβή	pontos	ακριβός	pontos	ADV	
ακριβή	precíz	ακριβός	precíz	ADV	
ακριβή	pontos	ακριβός	pontos	ADV	
ακριβή	drágák	ακριβός	drága	ADV	N;NOM;PL
ακριβή	drága	ακριβός	drága	ADV	
σιδηροδρομικός	vasútvonal	σιδηροδρομικός	vasútvonal	ADJ;NOM;MASC;SG	N;NOM;SG
σιδηροδρομικός	vasút	σιδηροδρομικός	vasút	ADJ;NOM;MASC;SG	N;NOM;SG
σιδηροδρομικός	vasúti	σιδηροδρομικός	vasúti	ADJ;NOM;MASC;SG	N;NOM;SG
πόδι	gyalog	πόδι	gyalog	N;NOM;NEUT;SG	
πόδι	lábat	πόδι	láb	N;NOM;NEUT;SG	N;ACC;SG
πόδι	lábát	πόδι	lába	N;NOM;NEUT;SG	N;ACC;SG
παρκ	park	παρκ	park		N;NOM;SG
βρυξέλλες	brüsszelben	βρυξέλλες	brüsszel	PROPN;NOM;FEM;PL	N;IN+ESS;SG
βρυξέλλες	brüsszeli	βρυξέλλες	brüsszeli	PROPN;NOM;FEM;PL	ADJ;NOM;SG
βρυξέλλες	brüsszel	βρυξέλλες	brüsszel	PROPN;NOM;FEM;PL	N;NOM;SG
ροπή	nyomaték	ροπή	nyomaték	N;ACC;FEM;SG	N;NOM;SG
άνθη	virág	άνθη	virág	N;NOM;NEUT;PL	N;NOM;SG
άνθη	virágot	άνθη	virág	N;NOM;NEUT;PL	N;ACC;SG
συμμετέχοντες	résztvevőknek	συμμετέχων	résztvevő	ADJ;NOM;MASC;PL	N;DAT;PL
συμμετέχοντες	résztvevők	συμμετέχων	résztvevő	ADJ;NOM;MASC;PL	N;NOM;PL
συμμετέχοντες	résztvevő	συμμετέχων	résztvevő	ADJ;NOM;MASC;PL	
συμμετέχοντες	résztvevők	συμμετέχων	résztvevő	ADJ;NOM;MASC;PL	N;NOM;PL
πάσχα	húsvéti	πάσχα	húsvéti	N;NOM;NEUT;SG	
δημόσιες	nyilvános	δημόσιος	nyilvános	ADJ;NOM;FEM;PL	ADJ;NOM;SG
δημόσιες	nyilvánosság	δημόσιος	nyilvánosság	ADJ;NOM;FEM;PL	N;NOM;SG
δημόσιες	nyilvánosan	δημόσιος	nyilvános	ADJ;NOM;FEM;PL	ADJ;FRML;SG
δημόσιες	publikus	δημόσιος	publikus	ADJ;NOM;FEM;PL	
ανθρώπινα	ember	ανθρώπινος	ember	ADJ;NOM;NEUT;PL	N;NOM;SG
ανθρώπινα	emberi	ανθρώπινος	emberi	ADJ;NOM;NEUT;PL	
φτερά	toll	φτερά	toll	N;NOM;NEUT;PL	N;NOM;SG
φτερά	szárnyakat	φτερά	szárny	N;NOM;NEUT;PL	N;ACC;PL
φτερά	szárny	φτερά	szárny	N;NOM;NEUT;PL	N;NOM;SG
απαγόρευση	tilalom	απαγόρευση	tilalom	N;ACC;FEM;SG	
απαγόρευση	tilalom	απαγόρευση	tilalom	N;ACC;FEM;SG	
απαγόρευση	tilalmak	απαγόρευση	tilalom	N;ACC;FEM;SG	N;NOM;PL
αίθουσες	szoba	αίθουσα	szoba	N;NOM;FEM;PL	N;NOM;SG
αίθουσες	szobákban	αίθουσα	szoba	N;NOM;FEM;PL	N;IN+ESS;PL
επιβάτες	utas	επιβάτης	utas	N;NOM;MASC;PL	N;NOM;SG
αξιωματικοί	tisztek	αξιωματικός	tiszt	ADJ;NOM;MASC;PL	N;NOM;PL
φιλοξενεί	házigazdák	φιλοξενώ	házigazda	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
φιλοξενεί	szervezők	φιλοξενώ	szervező	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;PL
σερβικά	szerb	σερβικά	szerb	ADV	
σερβικά	szerbia	σερβικά	szerbia	ADV	N;NOM;SG
διάλυμα	megoldást	διάλυμα	megoldás	N;NOM;NEUT;SG	N;ACC;SG
καύσης	égésű	καύση	égésű	N;GEN;FEM;SG	N;NOM;SG
καύσης	égés	καύση	égés	N;GEN;FEM;SG	N;NOM;SG
σύνολα	díszlet	σύνολο	díszlet	N;NOM;NEUT;PL	N;NOM;SG
σύνολα	készlet	σύνολο	készlet	N;NOM;NEUT;PL	N;NOM;SG
διάδοχο	utódja	διάδοχος	utód	N;ACC;MASC;SG	N;NOM;SG
αξίες	érték	αξία	ők	N;NOM;FEM;PL	N;NOM;SG
δημοφιλή	népszerű	δημοφιλός	népszerű	ADV	
δημοφιλή	népszerűek	δημοφιλός	népszerű	ADV	ADJ;NOM;PL
δημοφιλή	aktuális	δημοφιλός	aktuális	ADV	ADJ;NOM;SG
εξορία	száműzetés	εξορία	száműzetés	N;ACC;FEM;SG	N;NOM;SG
εξορία	száműzött	εξορία	száműzött	N;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
εξορία	száműzetés	εξορία	száműzetés	N;ACC;FEM;SG	N;NOM;SG
ανατροπή	megbuktatni	ανατροπή	meg+buk	N;NOM;FEM;SG	V;NFIN;ACT
τόμ	tomi	τόμ	tomi	N	
τόμ	tom	τόμ	tom	N	
φωνές	hangokat	φωνή	hang	N;NOM;FEM;PL	N;ACC;PL
θεωρητικά	elméletileg	θεωρητικός	elméleti	ADV	ADJ;FRML;SG
θεωρητικά	elméleti	θεωρητικός	elméleti	ADV	ADJ;NOM;SG
ενότητες	szelvény	ενότητα	szelvény	N;NOM;FEM;PL	N;NOM;SG
αντιπολίτευση	ellenzéki	αντιπολίτευση	ellenzéki	N;NOM;FEM;SG	ADJ;NOM;SG
εισήλθε	bevitt	εισάλλω	bevitt	V;PFV;IND;SG;3;PST;FIN;PASS	
εισήλθε	belépett	εισάλλω	belép	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
εισήλθε	beléptem	εισάλλω	belép	V;PFV;IND;SG;3;PST;FIN;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
εισήλθε	lépett	εισάλλω	lép	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
υποψήφιοι	jelöltek	υποψήφιος	jelöl	ADJ;NOM;MASC;PL	N;NOM;PL
υποψήφιοι	jelöltek	υποψήφιος	jelöl	ADJ;NOM;MASC;PL	N;NOM;PL
υποψήφιοι	jelentkezők	υποψήφιος	jelentkező	ADJ;NOM;MASC;PL	N;NOM;PL
υποψήφιοι	pályázók	υποψήφιος	pályázó	ADJ;NOM;MASC;PL	N;NOM;PL
υποψήφιοι	kérelmező	υποψήφιος	kérelmező	ADJ;NOM;MASC;PL	N;NOM;SG
υποψήφιοι	jelentkezők	υποψήφιος	jelentkező	ADJ;NOM;MASC;PL	N;NOM;PL
υποψήφιοι	pályázók	υποψήφιος	pályázó	ADJ;NOM;MASC;PL	N;NOM;PL
θρησκευτικό	vallásos	θρησκευτικός	vallásos	ADJ;NOM;NEUT;SG	
θρησκευτικό	vallás	θρησκευτικός	vallás	ADJ;NOM;NEUT;SG	N;NOM;SG
αφιερωμένο	elkötelezett	αφιερώνω	elkötelezett	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
γαλαξίας	galaxy	γαλαξία	galaxy	N;NOM;MASC;SG	
αζερμπαϊτζάν	azerbajdzsán	αζερμπαϊτζάν	azerbajdzsán		N;NOM;SG
ιωάννα	johanna	ιωάννα	johanna	PROPN;NOM;FEM;SG	N;NOM;SG
ιωάννα	joan	ιωάννα	joan	PROPN;NOM;FEM;SG	
ιωάννα	jeanne	ιωάννα	jelenik	PROPN;NOM;FEM;SG	
ιωάννα	joanna	ιωάννα	joanna	PROPN;NOM;FEM;SG	
ιωάννα	jeanne	ιωάννα	jelenik	PROPN;NOM;FEM;SG	
ατλέτικο	atletico	ατλέτικο	atletico		N;NOM;SG
ατλέτικο	atlético	ατλέτικο	atlético		N;NOM;SG
πολίτη	polgár	πολίτης	polgár	N;VOC;MASC;SG	
πολίτη	állampolgár	πολίτης	állampolgár	N;VOC;MASC;SG	N;NOM;SG
πολίτη	polgárok	πολίτης	polgár	N;VOC;MASC;SG	N;NOM;PL
συνδέσμους	linkek	σύνδεσμος	link	N;ACC;MASC;PL	N;NOM;PL
συνδέσμους	hivatkozások	σύνδεσμος	hivatkozás	N;ACC;MASC;PL	N;NOM;PL
συνδέσμους	kapcsolatok	σύνδεσμος	kapcsolat	N;ACC;MASC;PL	N;NOM;PL
ελάχιστο	minimum	λίγο	minimum	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	minimális	λίγο	minimális	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	legkisebb	λίγο	kevés	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;RL;SG
ελάχιστο	minimálisan	λίγο	minimális	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	minimális	λίγο	minimális	ADJ;NOM;CMPR;NEUT;SG	
ελάχιστο	minimálisan	λίγο	minimális	ADJ;NOM;CMPR;NEUT;SG	
γυρίσματα	forgatás	γύρισμα	forgatás	N;NOM;NEUT;PL	N;NOM;SG
γυρίσματα	lövöldözés	γύρισμα	lövöldözés	N;NOM;NEUT;PL	N;NOM;SG
γυρίσματα	lő	γύρισμα	lő	N;NOM;NEUT;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
γυρίσματα	lövés	γύρισμα	lövés	N;NOM;NEUT;PL	N;NOM;SG
γυρίσματα	forgatás	γύρισμα	forgatás	N;NOM;NEUT;PL	N;NOM;SG
επίλυση	megoldani	επίλυση	meg+old	N;ACC;FEM;SG	V;NFIN;ACT
επίλυση	megoldani	επίλυση	meg+old	N;ACC;FEM;SG	V;NFIN;ACT
βρετανικά	britek	βρετανικά	brit	ADV	N;NOM;PL
βρετανικά	angol	βρετανικά	angol	ADV	
βρετανικά	brit	βρετανικά	brit	ADV	
σετ	szett	σετ	szett		N;NOM;SG
σετ	set	σετ	set		
σετ	beállítva	σετ	beállítva		ADV;V.CVB
σετ	forgatás	σετ	forgatás		N;NOM;SG
σετ	díszlet	σετ	díszlet		N;NOM;SG
σετ	készletek	σετ	készlet		N;NOM;PL
σετ	készlet	σετ	készlet		N;NOM;SG
σημειώθηκε	megjegyzendő	σημειώνω	megjegyzendő	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;SG
σημειώθηκε	megjegyeztem	σημειώνω	megjegyez	V;PFV;IND;SG;3;PST;FIN;PASS	V;DEF;IND;SG;1;PRS;FIN;ACT
