til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
styret	नियंत्रित	styre	नियंत्रित	V;INDF;SG;PST;V.PTCP	ADJ
styret	शासन	styre	शासन	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
job	job	job	job	N;INDF;NEUT;SG	
job	नौकरियां	job	नौकरी	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
job	नौकरियाँ	job	नौकरी	N;INDF;NEUT;SG	N;NOM;FEM;PL;3
golden	सुनहरा	gold	सुनहरा	N;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
golden	गोल्डन	gold	गोल्डन	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
golden	सुनहरी	gold	सुनहरा	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
begyndt	शुरू	begynde	शुरू	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
begyndt	प्रारंभ	begynde	प्रारंभ	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
morgen	सवेरा	morgen	सवेरा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
nationalteam	nationalteam	nationalteam	nationalteam	ADJ;PL	V;IPFV;MASC;PL;V.PTCP;ACT
afsked	बिछड़	afsked	बिछड़ा	N;INDF;MASC+FEM;SG	V;MASC;SG;FIN;ACT
kevin	केविन	kevin	केविन	PROPN	PROPN;NOM;MASC;SG;3
frivillige	स्वयंसेवकों	frivillig	स्वयंसेवक	ADJ;PL	N;ACC;MASC;PL;3
frivillige	स्वयंसेवक	frivillig	स्वयंसेवक	ADJ;PL	N;NOM;MASC;SG;3
frivillige	स्वैच्छिक	frivillig	स्वैच्छिक	ADJ;PL	PROPN;NOM
frivillige	voluntary	frivillig	voluntary	ADJ;PL	N;NOM;MASC;SG;3
sangerinde	singer	sangerinde	singer	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sangerinde	सिंगर	sangerinde	सिंगर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ejere	स्वामी	ejer	स्वामी	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
ludwig	लुडविग	ludwig	लुडविग	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sekunder	सेकेण्ड	sekunder	सेकेण्ड	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
sekunder	सेकंड	sekunder	सेकंड	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
sekunder	सेकण्ड	sekunder	सेकण्ड	N;INDF;MASC+FEM;PL	
sekunder	सेकेंड	sekunder	सेकेंड	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kiel	काइल	kiel	काइल	PROPN	
kiel	कील	kiel	कील	PROPN	
jane	jane	jane	jane	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
jane	जेन	jane	जेन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
udbrud	भड़ास	udbrud	भड़ास	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
udbrud	फटना	udbrud	फट	N;INDF;NEUT;SG	V;MASC;NFIN;ACT
mangel	कमियां	mangel	कमी	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
dit	तुम्हारा	din	तुम्हारा	PRO;NOM;MASC+FEM;SG;2	PRO;MASC;SG;3
dit	आपका	din	आप	PRO;NOM;MASC+FEM;SG;2	PRO;MASC;SG;2;FORM
dit	तुम्हारी	din	तुम्हारी	PRO;NOM;MASC+FEM;SG;2	PRO;FEM;SG;3
hamborg	हैम्बर्ग	hamborg	हैम्बर्ग	PROPN	PROPN;NOM;MASC;SG;3
heste	हॉर्स	hest	हॉर्स	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
heste	घोड़ी	hest	घोडी	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
heste	घोड़ो	hest	घोड़	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
heste	घोड़ा	hest	घोड़ा	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
florida	फ्लोरिडा	florida	फ्लोरिडा		PROPN;NOM;MASC;SG;3
klaus	क्लाउस	klaus	क्लाउस		PROPN;NOM;MASC;SG;3
nærliggende	निकटवर्ती	nærliggende	निकटवर्ती	ADJ	N;NOM;MASC;SG;3
nærliggende	आसपास	nærliggende	आसपास	ADJ	ADV;NOM;MASC;SG;3
forbudt	वर्जित	forbudt	वर्जित	ADJ;INDF;SG	PROPN;NOM;SG;3
forbudt	मनाही	forbudt	मनाही	ADJ;INDF;SG	N;NOM;FEM;SG;3
forbudt	निषिद्ध	forbudt	निषिद्ध	ADJ;INDF;SG	
forbudt	हराम	forbudt	हराम	ADJ;INDF;SG	N;NOM;MASC;SG;3
forbudt	निषिद्ध	forbudt	निषिद्ध	ADJ;INDF;SG	
forbudt	बैन	forbudt	बैन	ADJ;INDF;SG	
elsker	प्यार	elske	प्यार	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
elsker	मोहब्बत	elske	मोहब्बत	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
elsker	प्रेम	elske	प्रेम	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
dreng	छोरा	dreng	छोरा	N;INDF;MASC+FEM;SG	
dreng	लडका	dreng	लडक	N;INDF;MASC+FEM;SG	
dreng	बॉय	dreng	बॉय	N;INDF;MASC+FEM;SG	
dreng	लड़के	dreng	लड़का	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
dreng	किड	dreng	किड	N;INDF;MASC+FEM;SG	
ramte	हिट	ramme	हिट	V;IND;PST;FIN;ACT	
ramte	hit	ramme	hit	V;IND;PST;FIN;ACT	
hjælper	सहायक	hjælpe	सहायक	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
hjælper	मददगार	hjælpe	मददगार	V;IND;PRS;FIN;ACT	ADP
hjælper	हेल्पर	hjælpe	हेल्पर	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
alex	अलेक्स	alex	अलेक्स		PROPN;NOM;MASC;SG;3
alex	एलेक्स	alex	एलेक्स		PROPN;NOM;MASC;SG;3
stephen	स्टीफन	steph	स्टीफन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
png	पीएनजी	png	पीएनजी	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
png	png	png	png	N;INDF;MASC+FEM;SG	
udgiver	प्रकाशक	udgive	प्रकाशक	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
udgiver	प्रकाशन	udgive	प्रकाशन	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
firma	कड़	firma	कड़	N;INDF;NEUT;SG	
producerede	उत्पादित	producere	उत्पादित	V;IND;PST;FIN;ACT	PROPN;NOM;SG;3
meddelte	घोषित	meddele	घोषित	V;IND;PST;FIN;ACT	ADJ
jugoslavien	यूगोस्लाविया	jugoslavie	यूगोस्लाविया	PROPN	PROPN;NOM;MASC;SG;3
edition	संस्करण	edition	संस्करण		N;NOM;MASC;SG;3
sæt	सेट	sætte	सेट	V;IMP	N;NOM;MASC;SG;3
sæt	समुच्चय	sætte	समुच्चय	V;IMP	N;NOM;MASC;SG;3
sæt	नियत	sætte	नियत	V;IMP	
sæt	सेट	sætte	सेट	V;IMP	N;NOM;MASC;SG;3
contest	प्रतियोगिता	contest	प्रतियोगिता	ADJ	N;NOM;FEM;SG;3
drenge	लड़को	dreng	लड़को	N;INDF;MASC+FEM;PL	
bånd	टेपों	bånd	टेप	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
eva	ईवा	eva	ईवा		
eva	एवा	eva	एवा		
eva	संध्या	eva	संध्या		N;NOM;FEM;SG;3
støttet	समर्थित	støtte	समर्थित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;SG;3
lewis	लेविस	lewis	लेविस		PROPN;NOM;MASC;SG;3
lewis	लुईस	lewis	लुईस		PROPN;NOM;MASC;SG;3
centre	केंद्रों	centre	केंद्र	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
centre	केंद्र	centre	केंद्र	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
centre	केन्द्र	centre	केंद्र	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dans	नाच	dans	नाच	N;INDF;MASC+FEM;SG	
dans	नाचना	dans	नाचना	N;INDF;MASC+FEM;SG	
ingeniør	इंजीनियर	ingeniør	इंजीनियर	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
sårede	घायल	såre	घायल	V;PL;PST;V.PTCP	ADJ
irsk	आयरिश	irsk	आयरिश	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
løse	ढीला	løse	ढीला	V;NFIN;ACT	ADJ;NOM;MASC;SG
løse	निराकरण	løse	निराकरण	V;NFIN;ACT	N;NOM;MASC;SG;3
leipzig	लिपजिग	leipzig	लिपजिग		PROPN;NOM;MASC;SG;3
fjorden	fjord	fjord	fjord	N;DEF;MASC+FEM;SG	
selvstændigt	स्टैंडअलोन	selvstændigt	स्टैंडअलोन	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG;3
testamente	वसीयत	testament	वसीयत	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
permanent	स्थायी	permanent	स्थायी	ADJ;INDF;SG	PROPN;NOM;SG;3
halvøen	प्रायद्वीपीय	halvøen	प्रायद्वीपीय	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afstemning	vote	afstemning	vote	N;INDF;MASC+FEM;SG	
afstemning	वोटों	afstemning	वोट	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
afstemning	मत	afstemning	मत	N;INDF;MASC+FEM;SG	
afstemning	पोल	afstemning	पोल	N;INDF;MASC+FEM;SG	
mødtes	met	mødes	met	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
potter	कुम्हार	potte	कुम्हार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
tur	ट्रिप	tur	ट्रिप	N;INDF;MASC+FEM;SG	
nødvendige	जरुरी	nødvendig	जरुरी	ADJ;PL	ADP
down	नीचे	down	नीचे		ADV;NOM;MASC;SG;3
down	bas	down	bas		
blandet	मिश्रित	blande	मिश्रित	V;INDF;SG;PST;V.PTCP	
fremmede	अजनबी	fremmed	अजनबी	ADJ;PL	N;NOM;MASC;SG;3
fremmede	अजनबी	fremmed	अजनबी	ADJ;PL	N;NOM;MASC;SG;3
death	निधन	death	निधन		N;NOM;MASC;SG;3
death	मोत	death	मोत		
death	मृत्यु	death	मृत्यु		N;NOM;FEM;SG;3
death	मौत	death	मौत		N;NOM;FEM;SG;3
syrien	सीरियन	syrie	सीरियन	N;DEF;MASC+FEM;SG	
syrien	सीरिया	syrie	सीरिया	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
konger	किंग्स	konge	किंग	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
hård	रफ	hård	रफ	ADJ;INDF;MASC+FEM;SG	
hård	रूखी	hård	रूखा	ADJ;INDF;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
hård	अशिष्ट	hård	अशिष्ट	ADJ;INDF;MASC+FEM;SG	
hård	हार्ड	hård	हार्ड	ADJ;INDF;MASC+FEM;SG	
hård	कठिन	hård	कठिन	ADJ;INDF;MASC+FEM;SG	ADP
hård	मेहनत	hård	मेहनत	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG;3
hård	मुश्किल	hård	मुश्किल	ADJ;INDF;MASC+FEM;SG	
hård	कठिन	hård	कठिन	ADJ;INDF;MASC+FEM;SG	ADP
hård	मुश्किल	hård	मुश्किल	ADJ;INDF;MASC+FEM;SG	
hård	harsh	hård	harsh	ADJ;INDF;MASC+FEM;SG	
hård	हर्ष	hård	हर्ष	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
relevant	प्रासंगिकता	relevant	प्रासंगिकता	ADJ;INDF;SG	N;NOM;FEM;SG;3
sikker	पक्का	sikker	पक्का	ADJ;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
sikker	ज़रूर	sikker	जारूर	ADJ;INDF;MASC+FEM;SG	CONJ
sikker	यकीनन	sikker	यकीनन	ADJ;INDF;MASC+FEM;SG	
bugt	बे	bugt	बे	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bugt	खाड़ी	bugt	खाड़ी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
mørke	गहरा	mørke	गहरा	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
mørke	उजाला	mørke	उजाला	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
kors	क्रास	kors	क्रास	N;INDF;NEUT;SG	
kors	क्रॉस	kors	क्रॉस	N;INDF;NEUT;SG	
columbia	कोलंबिया	columbia	कोलंबिया	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
columbia	कोलम्बिया	columbia	कोलम्बिया	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
columbia	कोलंबिया	columbia	कोलंबिया	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
ovenfor	अरदास	ovenfor	अरदास	ADV	
ren	शुद्ध	ren	शुद्ध	ADJ;INDF;MASC+FEM;SG	
ren	प्योर	ren	प्योर	ADJ;INDF;MASC+FEM;SG	
ren	pure	ren	pure	ADJ;INDF;MASC+FEM;SG	
brødrene	भाईयो	broder	भाईयो	N;DEF;MASC+FEM;PL	
brødrene	भाइयो	broder	भाइयो	N;DEF;MASC+FEM;PL	
lost	खोई	lost	खो		V;PFV;FEM;SG;V.PTCP;ACT
lost	गुमशुदा	lost	गुमशुदा		
lost	खोया	lost	खो		V;PFV;MASC;SG;V.PTCP;ACT
andrew	एंड्रयू	andrew	एंड्रयू		PROPN;NOM;MASC;SG;3
materialer	पदार्थ	materiale	पदार्थ	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
materialer	सामग्री	materiale	सामग्री	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
adskiller	विभाजक	adskille	विभाजक	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
lyst	हवस	lyst	हवस	N;INDF;MASC+FEM;SG	
lyst	उज्ज्वल	lyst	उज्ज्वल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
lyst	उज्जवल	lyst	उज्जवल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tennis	टेनिस	tennis	टेनिस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
elektronisk	इलेक्ट्रानिक	elektronisk	इलेक्ट्रानिक	ADV	PROPN;NOM
elektronisk	इलेक्ट्रॉनिक	elektronisk	इलेक्ट्रॉनिक	ADV	N;NOM
elektronisk	electronically	elektronisk	electronically	ADV	V;IPFV;MASC;PL;V.PTCP
slutter	समाप्ति	slutte	समाप्ति	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
forståelse	समझ	forståelse	समझ	N;INDF;MASC+FEM;SG	V;ACT
forståelse	समझना	forståelse	समझ	N;INDF;MASC+FEM;SG	V;MASC;NFIN;ACT
landskabet	आड़ा	landskab	आड़ा	N;DEF;NEUT;SG	
jern	लोहा	jern	लोहा	N;INDF;NEUT;SG	
jern	लौह	jern	लौह	N;INDF;NEUT;SG	
dræbe	हत्या	dræbe	हत्या	V;NFIN;ACT	N;NOM;FEM;SG;3
dræbe	क़त्ल	dræbe	क़त्ल	V;NFIN;ACT	N;NOM;MASC;SG;3
dræbe	हत्या	dræbe	हत्या	V;NFIN;ACT	N;NOM;FEM;SG;3
angiveligt	माना	angiveligt	मान	ADV	V;PFV;MASC;SG;V.PTCP;ACT
people	लोग	peopl	लोग		N;NOM;MASC;PL;3
people	लोगों	peopl	लोग		N;ACC;MASC;PL;3
dybt	दीप	dybt	दीप	ADV	PROPN;NOM;MASC;SG;3
dybt	गहरी	dybt	गहरा	ADV	ADJ;NOM;FEM;SG
dybt	गहरा	dybt	गहरा	ADV	ADJ;NOM;MASC;SG
dybt	गहन	dybt	गहन	ADV	ADJ;NOM
udsigt	देखें	udsigt	देख	N;INDF;MASC+FEM;SG	V;SBJV;PL;FIN;ACT
værdier	मान	værdi	मान	N;INDF;MASC+FEM;PL	V;SG;FIN;ACT
way	तरीका	way	तरीका		N;NOM;MASC;SG;3
way	राह	way	राह		N;NOM;FEM;SG;3
way	मार्ग	way	मार्ग		N;NOM;MASC;SG;3
way	रास्ते	way	रास्ता		N;NOM;MASC;SG;3
way	रास्ता	way	रास्ता		N;NOM;MASC;SG;3
studere	अध्ययन	studere	अध्ययन	V;NFIN;ACT	N;NOM;MASC;SG;3
mestre	चैंपियंस	mester	चैंपियंस	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
mestre	champions	mester	champions	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
malet	चित्रित	male	चित्रित	V;INDF;SG;PST;V.PTCP	ADJ
initiativ	पहल	initiativ	पहल	N;INDF;NEUT;SG	
lokalt	स्थानीय	lokalt	स्थानीय	ADV	ADJ;NOM
lokalt	लोकल	lokalt	लोकल	ADV	N;NOM;MASC;SG;3
startet	शुरू	starte	शुरू	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
startet	प्रारंभ	starte	प्रारंभ	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG;3
nød	नट	nød	नट	N;INDF;MASC+FEM;SG	
elvis	एल्विस	elvis	एल्विस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
administrator	admin	administrator	admin	N;INDF;MASC+FEM;SG	
administrator	एडमिन	administrator	एडमिन	N;INDF;MASC+FEM;SG	
punkter	आइटम	punkt	आइटम	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
punkter	मद	punkt	मद	N;INDF;NEUT;PL	
punkter	बिंदु	punkt	बिंदु	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
punkter	पॉइंट	punkt	पॉइंट	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
punkter	अंक	punkt	अंक	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
alan	एलन	alan	एलन	PROPN	PROPN;NOM;MASC;SG;3
fru	श्रीमती	frue	श्रीमती		PROPN;NOM;FEM;SG;3
fru	श्रीमति	frue	श्रीमति		PROPN;NOM;FEM;SG;3
løbende	धारा	løbende	धारा	ADJ	N;NOM;FEM;SG;3
løbende	मौजूदा	løbende	मौजूदा	ADJ	PROPN;NOM;MASC;SG;3
løbende	मौज़ूदा	løbende	मौज़ूदा	ADJ	N;NOM;FEM;SG;3
løbende	वर्तमान	løbende	वर्तमान	ADJ	N;NOM;MASC;SG;3
løbende	लगातार	løbende	लगातार	ADJ	ADV
løbende	निरंतर	løbende	निरन्तर	ADJ	ADV
løbende	लगातार	løbende	लगातार	ADJ	ADV
løbende	सतत	løbende	सतत	ADJ	
løbende	निरन्तर	løbende	निरन्तर	ADJ	
kørt	चलित	køre	चलित	V;INDF;SG;PST;V.PTCP	
kørt	चलाएँ	køre	चला	V;INDF;SG;PST;V.PTCP	V;SBJV;PL;FIN;ACT
kørt	चलेगी	køre	चल	V;INDF;SG;PST;V.PTCP	V;FEM;IND;SG;3;FUT;FIN;ACT
kørt	चलाएं	køre	चला	V;INDF;SG;PST;V.PTCP	V;SBJV;PL;FIN;ACT
aktivitet	क्रियाएँ	aktivitet	क्रिया	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
skat	हनी	skat	हन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skat	मधु	skat	मधु	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skat	जानेमन	skat	जानेमन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skat	बेबे	skat	बेबे	N;INDF;MASC+FEM;SG	
skat	babe	skat	babe	N;INDF;MASC+FEM;SG	
skat	बेब	skat	बेब	N;INDF;MASC+FEM;SG	
kode	कोड	kode	कोड	N;INDF;MASC+FEM;SG	
australske	ऑस्ट्रेलियाई	australsk	ऑस्ट्रेलियाई	ADJ;PL	PROPN;NOM;MASC;SG;3
stop	रोकें	stop	रोक	N;INDF;NEUT;SG	V;SBJV;PL;FIN;ACT
pro	प्रो	pro	प्रो		PROPN;NOM;MASC;SG;3
instrumenter	यंत्र	instrument	यंत्र	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
php	पीएचपी	php	पीएचपी	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
sejren	विजय	sejr	विजय	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
advokat	वकील	advokat	वकील	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
institute	संस्थान	institut	संस्थान	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
mars	मंगल	mars	मंगल	N;INDF;MASC+FEM;SG	
rev	रेव	rive	रेव	V;IND;PST;FIN;ACT	PROPN;NOM;MASC;SG;3
rev	रीफ	rive	रीफ	V;IND;PST;FIN;ACT	
rummet	समष्टि	rum	समष्टि	N;DEF;NEUT;SG	
rammer	ढांचा	ramme	ढांचा	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	फ्रेम	ramme	फ्रेम	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	फ़्रेम	ramme	फंरेरल	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	गठन	ramme	गठन	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	फ्रेम्स	ramme	फ्रेम्स	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	फ्रेमवर्क	ramme	फ्रेमवर्क	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
rammer	हिट	ramme	हिट	V;IND;PRS;FIN;ACT	
rammer	हिट्स	ramme	हिट्स	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
juan	जुआन	juan	जुआन		PROPN;NOM;MASC;SG;3
free	निशुल्क	free	निशुल्क		N;NOM;MASC;SG;3
free	मुफ्त	free	मुफ्त		N;NOM;MASC;SG;3
free	मुक्त	free	मुक्त		ADJ
free	फ्री	free	फ्री		
free	आजाद	free	आजाद		PROPN;NOM;MASC;SG;3
free	फ़्री	free	फा्री		
rang	रैंक	rang	रैंक	N;INDF;MASC+FEM;SG	
fine	जुर्माना	fin	जुर्माना	ADJ;PL	N;NOM;MASC;SG;3
fine	ठीक	fin	ठीक	ADJ;PL	PART
ansvarlig	ज़िम्मेदार	ansvarlig	ज़िम्मेदार	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
interesseret	रुचि	interessere	रुचि	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
interesseret	रुचिकर	interessere	रुचिकर	V;INDF;SG;PST;V.PTCP	CONJ
interesseret	दिलचस्पी	interessere	दिलचस्पी	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
sts	एसटीएस	sts	एसटीएस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dom	डॉम	dom	डॉम	N;INDF;MASC+FEM;SG	
dom	डोम	dom	डोम	N;INDF;MASC+FEM;SG	
forventes	प्रत्याशित	forvente	प्रत्याशित	V;IND;PRS;FIN;PASS	PROPN;NOM;MASC;SG;3
forventes	अपेक्षित	forvente	अपेक्षित	V;IND;PRS;FIN;PASS	ADP
hvornår	कब	hvornår	कब	ADV	PRO
hvornår	जब	hvornår	जब	ADV	PRO;NOM
sun	सूरज	sun	सूरज		PROPN;NOM;MASC;SG;3
sun	रवि	sun	रवि		PROPN;NOM;MASC;SG;3
sun	सन	sun	सन		PROPN;NOM;MASC;SG;3
sun	सूर्य	sun	सूर्य		N;NOM;MASC;SG;3
julie	जूली	julie	जूली	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
julie	जूलियट	julie	जूलियट	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
hår	बालों	hår	बाल	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
hår	हेयर	hår	हेयर	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
krop	देह	krop	देह	N;INDF;MASC+FEM;SG	
østrigsk	आस्ट्रिया	østrigsk	आस्ट्रिया	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
melodi	tune	melodi	tune	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
forlænget	विस्तारित	forlænge	विस्तारित	V;INDF;SG;PST;V.PTCP	ADJ
element	मद	element	मद	N;INDF;NEUT;SG	
irske	आयरिश	irsk	आयरिश	ADJ;PL	PROPN;NOM;MASC;SG;3
sender	send	sende	send	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
sender	भेजें	sende	भेज	V;IND;PRS;FIN;ACT	V;SBJV;PL;FIN;ACT
delte	साझेदारी	dele	साझेदारी	V;IND;PST;FIN;ACT	N;NOM;FEM;SG;3
delte	साझा	dele	साझा	V;IND;PST;FIN;ACT	
organiseret	संगठित	organisere	संगठित	V;INDF;SG;PST;V.PTCP	ADJ
organiseret	संगठित	organisere	संगठित	V;INDF;SG;PST;V.PTCP	ADJ
organiseret	व्यवस्थित	organisere	व्यवस्थित	V;INDF;SG;PST;V.PTCP	ADJ
party	party	party	party		
party	दल	party	दल		N;NOM;MASC;SG;3
party	पार्टी	party	पार्टी		N;NOM;FEM;SG;3
filosof	पारस	filosof	पारस	N;INDF;MASC+FEM;SG	
bemærk	व्याख्या	bemærke	व्याख्या	V;IMP	N;NOM;FEM;SG;3
bemærk	नोट	bemærke	नोट	V;IMP	N;NOM;MASC;SG;3
