berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG;3	N;MASC+FEM;SG
uygulanabilir	toepasselijk	uygula	toepasselijk	V;IPFV;POT;SG;3;POS;PASS	ADJ
uygulanabilir	toepasbaar	uygula	toepasbaar	V;IPFV;POT;SG;3;POS;PASS	ADJ
uygulanabilir	toepasselijke	uygula	toepasselijk	V;IPFV;POT;SG;3;POS;PASS	ADJ
ömürlü	blijvend	ömürlü	blijven	ADJ	V;V.PTCP
yasaklandı	verbannen	yasakla	verbannen		V;V.PTCP
yasaklandı	verboden	yasakla	verboden		V;V.PTCP
yasaklandı	verboden	yasakla	verboden		V;V.PTCP
knicks	knicks	knicks	knick		N;SG
altta	eronder	altta	eronder		ADV
altta	bodem	altta	bodem		N;MASC+FEM;SG
altta	onderkant	altta	onderkant		N;MASC+FEM;SG
altta	bottom	altta	bottom		N;MASC+FEM;SG
eczacılık	farmaceutisch	eczacılık	farmaceutisch	N;NOM;SG;3	ADJ
eczacılık	farmaceutische	eczacılık	farmaceutisch	N;NOM;SG;3	ADJ
discogs	discogs	discogs	discogs		N;PL
havayolları	luchtvaartmaatschappij	havayol	luchtvaartmaatschappij	N;NOM;PL;3	N;MASC+FEM;SG
kullanın	gebruik	kullan	gebruik	V;PFV;IMP;PL;2;POS;PRS	N;NEUT;SG
kalbi	heart	kalbi	heart	ADJ;NOM;SG;3	
kalbi	hart	kalbi	hart	ADJ;NOM;SG;3	N;NEUT;SG
kalbi	hartje	kalbi	hartje	ADJ;NOM;SG;3	N;NEUT;SG
abdal	abdal	abdal	abdal		N;MASC+FEM;SG
malik	malik	malik	malik		N;MASC+FEM;SG
çıktılar	output	çık	outputten	V;PFV;IND;PL;3;POS;PST	N;MASC+FEM;SG
çıktılar	uitvoer	çık	uitvoer	V;PFV;IND;PL;3;POS;PST	N;MASC+FEM;SG
çıktılar	output	çık	outputten	V;PFV;IND;PL;3;POS;PST	N;MASC+FEM;SG
eflak	walachije	eflak	walachije		N;NEUT;SG
seyrek	zelden	seyrek	zelden		ADV
seyrek	zeldzame	seyrek	zeldzaam		ADJ
seyrek	zelden	seyrek	zelden		ADV
seyrek	zeldzaam	seyrek	zeldzaam		ADJ
seyrek	schaars	seyrek	schaar		ADJ
seyrek	karig	seyrek	karig		ADJ
tecavüz	verkrachten	tecavüz	verkrachten		V;NFIN
tecavüz	verkrachting	tecavüz	verkrachting		N;MASC+FEM;SG
tecavüz	verkrachtingen	tecavüz	verkrachting		N;PL
tecavüz	verkracht	tecavüz	verkrachten		V;V.PTCP
tecavüz	verkrachten	tecavüz	verkrachten		V;NFIN
tecavüz	koolzaad	tecavüz	koolzaad		N;MASC+FEM;SG
tecavüz	verkracht	tecavüz	verkrachten		V;V.PTCP
tecavüz	verkrachtte	tecavüz	verkrachten		V;SG;PST;FIN
vazgeçilmez	onmisbaar	vazgeç	onmisbaar	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
vazgeçilmez	onmisbare	vazgeç	onmisbaar	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
vazgeçilmez	onontbeerlijk	vazgeç	onontbeerlijk	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
