obliczu	αντιμετωπίζοντας	oblicze	αντιμετωπίζω	N;DAT;NEUT;SG	V;IPFV;V.CVB;ACT
dłoni	παλάμη	dłoń	παλάμα	N;GEN;FEM;SG	N;NOM;FEM;SG
dłoni	palm	dłoń	palm	N;GEN;FEM;SG	
wiara	πεποίθηση	wiara	πεποίθηση	N;NOM;FEM;SG	N;ACC;FEM;SG
jesień	φθινόπωρο	jesień	φθινόπωρος		N;NOM;NEUT;SG
jesień	φθινόπωρο	jesień	φθινόπωρος		N;NOM;NEUT;SG
jesień	πτώση	jesień	πτώση		N;ACC;FEM;SG
walczących	αντιμαχόμενες	walczyć	αντιμαχόμενος	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	V;PFV;NOM;FEM;PL;V.PTCP;PASS
rejestracji	εγγραφές	rejestracja	εγγραφή	N;GEN;FEM;SG	N;NOM;FEM;PL
rejestracji	καταχωρίσεις	rejestracja	κατάχωριση	N;GEN;FEM;SG	N;NOM;FEM;PL
rejestracji	καταχώριση	rejestracja	καταχώριση	N;GEN;FEM;SG	N;ACC;FEM;SG
rejestracji	καταχώρηση	rejestracja	καταχώρηση	N;GEN;FEM;SG	N;ACC;FEM;SG
rejestracji	καταγραφή	rejestracja	καταγραφή	N;GEN;FEM;SG	N;ACC;FEM;SG
rejestracji	εγγραφή	rejestracja	εγγραφή	N;GEN;FEM;SG	N;NOM;FEM;SG
myślenia	σκέψης	myślenie	σκέψη	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;GEN;FEM;SG
zmiennych	μεταβλητές	zmienny	μεταβλητής	ADJ;GEN;MASC;PL	N;NOM;FEM;PL
prześladowań	δίωξη	prześladowanie	δίωξη	N;GEN;NEUT;PL	N;ACC;FEM;SG
prześladowań	διώξεις	prześladowanie	δίωξη	N;GEN;NEUT;PL	N;NOM;FEM;PL
pułków	συντάγματα	pułka	σύνταγμα	N;GEN;MASC;PL	N;NOM;NEUT;PL
kolorado	κολοράντο	kolorado	κολοράντος		PROPN;NOM;FEM;SG
mks	mks	mksieć	mks		N
bezpośredni	άμεσο	bezpośredni	άμεσος		ADJ;NOM;NEUT;SG
bezpośredni	απευθείας	bezpośredni	απευθείας		ADV
bezpośredni	direct	bezpośredni	direct		
bezpośredni	άμεση	bezpośredni	άμεσος		ADJ;NOM;FEM;SG
bezpośredni	άμεσος	bezpośredni	άμεσος		ADJ;NOM;MASC;SG
błony	μεμβράνες	błon	μεμβράνη		N;NOM;FEM;PL
derby	ντέρμπι	derba	ντέρμπι		
głębokie	βαθύς	głęboki	βαθύς	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
głębokie	βαθιά	głęboki	βαθύς	ADJ;NOM;NEUT;SG	ADV
głębokie	βαθύ	głęboki	βαθύς	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
głębokie	βαθύ	głęboki	βαθύς	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
przejęcie	κατάληψη	przejąć	κατάληψη	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
przejęcie	απόκτηση	przejąć	απόκτηση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
pieszych	πεζός	pieszy	πεζός		DET;NOM;INDF;MASC;SG
pieszych	πεζό	pieszy	πεζό		N;NOM;MASC;SG
pieszych	πεζών	pieszy	πεζή		N;GEN;NEUT;PL
pieszych	πεζοί	pieszy	πεζοί		N;NOM;MASC;PL
pieszych	πεζών	pieszy	πεζή		N;GEN;NEUT;PL
laurent	laurent	laurent	laurent	PROPN;NOM;MASC;SG	
przedstawiona	παρουσιάστηκαν	przedstawić	παρουσιάζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PST;FIN;PASS
przedstawiona	παρουσίασε	przedstawić	παρουσιάζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
przedstawiona	παρουσιάζεται	przedstawić	παρουσιάζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
przedstawiona	παρουσιάστηκε	przedstawić	παρουσιάζω	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
palermo	παλέρμο	palermo	παλέρμο	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
cole	cole	cól	cole		
cole	κόουλ	cól	κόουλ		PROPN;NOM;MASC;SG
kulturowe	πολιτιστικά	kulturowy	πολιτιστικός	ADJ;NOM;NEUT;SG	ADV
mma	μμα	mma	μμα		
prywatny	ιδιωτικά	prywatny	ιδιωτικός	ADJ;NOM;MASC;SG	ADV
usuwania	απόρριψη	usuwać	απόρριψη	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
gil	gil	gil	gil	PROPN;NOM;MASC;SG	
gil	γκιλ	gil	γκιλ	PROPN;NOM;MASC;SG	
boliwii	βολιβίας	boliwia	βολιβία		PROPN;GEN;FEM;SG
boliwii	βολιβία	boliwia	βολιβία		PROPN;ACC;FEM;SG
wyrażenia	φράσεις	wyrażenie	φράση	N;NOM;NEUT;SG	N;NOM;FEM;PL
wyrażenia	εκφράσεις	wyrażenie	έκφραση	N;NOM;NEUT;SG	N;NOM;FEM;PL
wyrażenia	έκφραση	wyrażenie	έκφραση	N;NOM;NEUT;SG	N;ACC;FEM;SG
gazy	γάζα	gaz	γάζα	N;NOM;MASC;PL	N;NOM;FEM;SG
edu	edu	edeb	edu		
nasion	σπόρους	nasiono	σπόρος		N;NOM;MASC;PL
nasion	σπέρματα	nasiono	σπέρμα		N;NOM;NEUT;PL
nasion	σπόροι	nasiono	σπόρος		N;NOM;MASC;PL
nasion	σπόροι	nasiono	σπόρος		N;NOM;MASC;PL
nasion	σπόρων	nasiono	σπόρος		N;GEN;NEUT;PL
nasion	σπόρο	nasiono	σπόρο		N;NOM;NEUT;SG
nasion	σπόρος	nasiono	σπόρος		N;NOM;MASC;SG
flora	φλόρα	flor	φλόρα		N;ACC;FEM;SG
flora	χλωρίδας	flor	χλωρίδα		N;GEN;FEM;SG
flora	χλωρίδα	flor	χλωρίδα		N;NOM;FEM;SG
flora	φλώρα	flor	φλώρα		N;NOM;FEM;SG
śródziemnego	μεσογειακή	śródziemny	μεσογειακός	ADJ;ACC;MASC;SG	ADJ;NOM;FEM;SG
śródziemnego	μεσογείου	śródziemny	μεσόγειος	ADJ;ACC;MASC;SG	PROPN;GEN;FEM;SG
śródziemnego	μεσόγειο	śródziemny	μεσόγειο	ADJ;ACC;MASC;SG	PROPN;ACC;FEM;SG
śródziemnego	μεσόγειος	śródziemny	μεσόγειος	ADJ;ACC;MASC;SG	PROPN;NOM;MASC;SG
siódme	έβδομη	siódmy	έβδομος		PROPN;NOM;FEM;SG
siódme	έβδομο	siódmy	έβδομος		NUM;NOM;NEUT;SG
starsza	γέροντας	stary	γέρω	ADJ;NOM;CMPR;FEM;SG	V;IPFV;V.CVB;ACT
starsza	γέροντα	stary	γέρω	ADJ;NOM;CMPR;FEM;SG	N;VOC;MASC;SG
esp	esp	espy	esp		
porównania	συγκρίσεις	porównanie	σύγκριση	N;NOM;NEUT;SG	N;NOM;FEM;PL
phillips	φίλιπς	phillips	φίλιπς	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
jiří	jiří	jiří	jiří	PROPN;NOM;MASC;SG	
seine	σηκουάνα	seiny	σηκουάνα		ADV
antwerpii	αμβέρσα	antwerpia	αμβέρω	PROPN;NOM;MASC;SG	PROPN;ACC;FEM;SG
münchen	münchen	münchen	münchen	PROPN;NOM;MASC;SG	
ustaw	σετ	ustawa	σετ	V;IPFV;IMP;SG;2;FIN;ACT	
dialog	διάλογο	dialog	διάλογος	N;NOM;MASC;SG	N;ACC;MASC;SG
palace	ανάκτορα	palak	ανάκτορα	N;NOM;MASC;SG	N;NOM;NEUT;PL
palace	palace	palak	palace	N;NOM;MASC;SG	
sztuczne	τεχνητά	sztuczny	τεχνητός	ADJ;NOM;NEUT;SG	ADV
sztuczne	τεχνητές	sztuczny	τεχνητής	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
baltimore	βαλτιμόρη	baltimor	βαλτιμόρος	N;NOM;MASC;SG	PROPN;NOM;FEM;SG
uwięziony	φυλακίστηκε	uwięzić	φυλακίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
uwięziony	φυλακισμένος	uwięzić	φυλακισμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
uwięziony	φυλακισμένη	uwięzić	φυλακίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
uwięziony	παγιδευμένοι	uwięzić	παγιδεύω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;PL;V.PTCP;PASS
uwięziony	παγιδευμένος	uwięzić	παγιδευμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uwięziony	παγιδευμένο	uwięzić	παγιδεύω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
uwięziony	παγιδευμένη	uwięzić	παγιδεύω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
ogrodzie	κήπος	ogród	κήπος	N;DAT;MASC;SG	N;NOM;MASC;SG
ogrodzie	κήπο	ogród	κήπος	N;DAT;MASC;SG	N;ACC;MASC;SG
ogrodzie	garden	ogród	garden	N;DAT;MASC;SG	
robertson	ρόμπερτσον	robertson	ρόμπερτσον	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
apple	μήλο	appo	μήλος		N;NOM;NEUT;SG
apple	apple	appo	apple		
iwona	υβόν	iwon	υβόν	PROPN;NOM;FEM;SG	
galaktyk	γαλαξίες	galaktyk	γαλαξία	N;GEN;MASC;PL	N;NOM;FEM;PL
wiosna	ελατήριο	wiosna	ελατήριο		N;NOM;NEUT;SG
wiosna	ανοιξιάτικες	wiosna	ανοιξιάτικος		ADJ;NOM;FEM;PL
wiosna	άνοιξη	wiosna	άνοιξη		N;NOM;FEM;SG
wiosna	ανοιξη	wiosna	ανοιξη		N;NOM;FEM;SG
rządowe	κυβερνηση	rządowy	κυβερνηση	ADJ;NOM;NEUT;SG	N;ACC;FEM;SG
rządowe	κυβέρνηση	rządowy	κυβέρνηση	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
śpiewa	τραγουδάμε	śpiewać	τραγούδαι	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
śpiewa	τραγούδι	śpiewać	τραγούδι	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
śpiewa	τραγουδούν	śpiewać	τραγούδαι	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
przekonany	έπεισε	przekonany	πείθω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
kaliber	διαμετρήματος	kaliber	διαμέτρημα		N;GEN;NEUT;SG
kaliber	διαμετρήματος	kaliber	διαμέτρημα		N;GEN;NEUT;SG
jessica	jessica	jessica	jessica	N;NOM;FEM;SG	
bibliotekę	βιβλιοθήκη	biblioteka	βιβλιοθήκη	N;ACC;FEM;SG	N;NOM;FEM;SG
moritz	μόριτζ	moritz	μόριτζ	V;IPFV;IND;SG;PRS;FIN;ACT	
din	din	din	din		
din	ντίν	din	ντίν		N
wyjaśnić	εξηγήστε	wyjaśnić	εξηγώ	V;PFV;NFIN;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
orbitę	τροχιά	orbić	τροχιά	N;ACC;FEM;SG	N;NOM;FEM;SG
mohamed	μοχάμεντ	mohamed	μοχάμεντ	N;NOM;MASC;SG	
mohamed	mohamed	mohamed	mohamed	N;NOM;MASC;SG	
osobowość	προσωπικότητα	osobowość	προσωπικότητα	N;NOM;FEM;SG	N;ACC;FEM;SG
ciężki	βαρύ	ciężki	βαρύς	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
ciężki	βαριά	ciężki	βαριός	ADJ;NOM;MASC;SG	ADV
zarejestrowany	εγγεγραμμένος	zarejestrować	εγγεγραμμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
zarejestrowany	καταχωρημένο	zarejestrować	καταχωρημένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
zarejestrowany	καταγράφονται	zarejestrować	καταγράφω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
zarejestrowany	καταγράφεται	zarejestrować	καταγράφω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
zarejestrowany	καταγεγραμμένη	zarejestrować	καταγεγράμμενος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
zarejestrowany	καταγράφηκε	zarejestrować	καταγράφω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zależność	εξάρτησης	zależność	εξάρτηση	N;NOM;FEM;SG	N;GEN;FEM;SG
zależność	εξάρτηση	zależność	εξάρτηση	N;NOM;FEM;SG	N;ACC;FEM;SG
zależność	εξάρτηση	zależność	εξάρτηση	N;NOM;FEM;SG	N;ACC;FEM;SG
child	τέκνο	child	τέκνο		N;NOM;NEUT;SG
child	παιδι	child	παιδι		N;NOM;NEUT;SG
child	παιδί	child	παιδί		N;NOM;NEUT;SG
oddanie	αφοσίωση	oddanie	αφοσίωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
oddanie	αφιέρωση	oddanie	αφιέρωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
oddanie	αφοσίωση	oddanie	αφοσίωση	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;ACC;FEM;SG
podejścia	προσεγγίσεις	podejść	προσέγγιση	N;GEN;NEUT;SG	N;NOM;FEM;PL
podejścia	προσέγγιση	podejść	προσέγγιση	N;GEN;NEUT;SG	N;ACC;FEM;SG
okładki	κάλυμμα	okładka	κάλυμμα	N;ACC;FEM;PL	N;NOM;NEUT;SG
okładki	κάλυψη	okładka	κάλυψη	N;ACC;FEM;PL	N;ACC;FEM;SG
okładki	εξώφυλλο	okładka	εξώφυλλο	N;ACC;FEM;PL	N;NOM;NEUT;SG
okładki	καλύμματα	okładka	καλύμμα	N;ACC;FEM;PL	N;NOM;NEUT;PL
okładki	εξώφυλλα	okładka	εξώφυλλα	N;ACC;FEM;PL	N;NOM;NEUT;PL
okładki	καλύπτει	okładka	καλύπτω	N;ACC;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
volley	volley	volley	volley		
url	url	urla	url		
rzymian	ρωμαίους	rzymianin	ρωμαίος		PROPN;ACC;MASC;PL
rzymian	ρωμαίοι	rzymianin	ρωμαίος		PROPN;NOM;MASC;PL
zaproszony	προσκληθεί	zaprosić	προσκλώ	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
zaproszony	προσκεκλημένος	zaprosić	προσκεκλημένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
zbiorowe	συλλογικά	zbiorowy	συλλογικά	ADJ;NOM;NEUT;SG	ADV
zbiorowe	συλλογικές	zbiorowy	συλλογικός	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
wież	πύργοι	wież	πύργος	N;GEN;FEM;PL	N;NOM;MASC;PL
wież	πύργους	wież	πύργος	N;GEN;FEM;PL	N;NOM;MASC;PL
ostro	τραχύ	ostro	τραχύς		ADJ;NOM;NEUT;SG
kość	κόκαλα	kość	κόκαλο	N;NOM;FEM;SG	N;NOM;NEUT;PL
kość	οστά	kość	οστά	N;NOM;FEM;SG	N;NOM;NEUT;PL
sucha	ξηρή	suchy	ξηρή		N;NOM;FEM;SG
sucha	στεγνά	suchy	στεγνά		ADV
sucha	ξηρά	suchy	ξηρά		N;NOM;NEUT;PL
sucha	στεγνό	suchy	στεγνό		N;NOM;NEUT;SG
sucha	ξηρό	suchy	ξηρός		N;NOM;NEUT;SG
współpracownik	συνάδελφο	współpracownik	συνάδελφος	N;NOM;MASC;SG	N;VOC;MASC;SG
lokomotywy	ατμομηχανή	lokomotywa	ατμομηχανός	N;ACC;FEM;PL	N;NOM;FEM;SG
zagrzeb	ζάγκρεμπ	zagrzeb	ζάγκρεμπ	PROPN;NOM;MASC;SG	
bibliotek	βιβλιοθήκες	bibliotek	βιβλιοθήκη	N;GEN;FEM;PL	V;PFV;IND;PL;2;PST;FIN;PASS
tomáš	tomáš	tomry	tomáš	PROPN;NOM;MASC;SG	
stawy	αρθρώσεων	stawa	άρθρωση	N;NOM;MASC;PL	N;GEN;FEM;PL
skamieniałości	απολιθώματα	skamieniałość	απολίθωμα	N;ACC;FEM;PL	N;NOM;NEUT;PL
księżniczki	πριγκίπισσα	księżniczka	πριγκίπισσα	N;GEN;FEM;SG	N;NOM;FEM;SG
księżniczki	πριγκήπισσα	księżniczka	πριγκήπισσα	N;GEN;FEM;SG	N;NOM;FEM;SG
księżniczki	πριγκίπισσες	księżniczka	πριγκίπισση	N;GEN;FEM;SG	N;NOM;FEM;PL
kopiowania	αντιγραφή	kopiować	αντιγραφή	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG
techniczna	τεχνικά	techniczny	τεχνικά	ADJ;NOM;FEM;SG	ADV
świadomość	συνείδηση	świadomość	συνείδηση	N;NOM;FEM;SG	N;ACC;FEM;SG
świadomość	επίγνωση	świadomość	επίγνωση	N;NOM;FEM;SG	N;ACC;FEM;SG
świadomość	συνειδητοποίηση	świadomość	συνειδητοποίηση	N;NOM;FEM;SG	N;ACC;FEM;SG
miles	μίλια	miles	μίλιος		N;NOM;NEUT;PL
miles	χιλιόμετρα	miles	χιλιόμετρο		N;NOM;NEUT;PL
miles	μάιλς	miles	μάιλς		
mongolii	μογγολία	mongolia	μογγολία		N;ACC;FEM;SG
smak	γούστο	smak	γούστος	N;NOM;MASC;SG	N;NOM;NEUT;PL
utrata	χάνω	utratać	χάνω	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
utrata	απώλειες	utratać	απώλεια	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;PL
utrata	απώλεια	utratać	απώλεια	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
utrata	ζημία	utratać	ζημία	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;ACC;FEM;SG
weber	γουέμπερ	weber	γουέμπερ		
weber	weber	weber	weber		
zatwierdzony	επικυρώθηκε	zatwierdzić	επικυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zatwierdzony	επικυρωμένη	zatwierdzić	επικυρώνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
zatwierdzony	ενέκρινε	zatwierdzić	εγκρίνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PST;FIN;ACT
zatwierdzony	εγκρίνεται	zatwierdzić	εγκρίνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
zatwierdzony	εγκεκριμένο	zatwierdzić	εγκεκριμένος	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
zatwierdzony	εγκρίθηκε	zatwierdzić	εγκρίνω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
michelle	michelle	michelle	michelle	PROPN;NOM;FEM;SG	
michelle	μισέλ	michelle	μισέλ	PROPN;NOM;FEM;SG	
baden	baden	baden	baden		
przestępstwa	αδικήματα	przestępstwo	αδίκημα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
przestępstwa	εγκλήματα	przestępstwo	έγκλημα	N;NOM;NEUT;SG	N;NOM;NEUT;PL
przestępstwa	εγκληματικότητα	przestępstwo	εγκληματικότητα	N;NOM;NEUT;SG	N;ACC;FEM;SG
alma	άλμα	alma	άλμα		N;NOM;NEUT;SG
jutro	αυριο	jutro	αυριο	ADV	N;VOC;FEM;SG
ostre	κοφτερό	ostry	κοφτερός		N;NOM;NEUT;SG
ostre	αιχμηρό	ostry	αιχμηρός		ADJ;NOM;NEUT;SG
ostre	σαρπ	ostry	σαρπ		N
ostre	πικάντικο	ostry	πικάντικος		N;NOM;NEUT;SG
ostre	πικάντικη	ostry	πικάντικος		ADJ;NOM;FEM;SG
ostre	οξεία	ostry	οξεία		ADJ;NOM;FEM;SG
luftwaffe	λουφτβάφε	luftwaffe	λουφτβάφω		
szybkość	στροφές	szybkość	στροφή	N;ACC;FEM;SG	N;NOM;FEM;PL
podgatunki	υποείδος	podgatunka	υποείδος	N;NOM;MASC;PL	N;NOM;NEUT;SG
pytań	ερωτήματα	pytanie	έρωτημα	N;GEN;NEUT;PL	N;NOM;NEUT;PL
pytań	ερωτήσεις	pytanie	ερώτηση	N;GEN;NEUT;PL	N;NOM;FEM;PL
pytań	απορίες	pytanie	απορία	N;GEN;NEUT;PL	N;NOM;FEM;PL
software	λογισμικό	softwary	λογισμικός		N;NOM;NEUT;SG
zatopiony	βυθίστηκε	zatopić	βυθίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zatopiony	βυθισμένο	zatopić	βυθίζω	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
wiktorii	βικτώρια	wiktoria	βικτώριο	N;GEN;FEM;SG	N;NOM;FEM;SG
wiktorii	βικτόρια	wiktoria	βικτόριο	N;GEN;FEM;SG	ADJ;NOM;FEM;SG
wiktorii	victoria	wiktoria	victoria	N;GEN;FEM;SG	
giorgio	τζόρτζιο	giorgio	τζόρτζιος		
alejandro	αλεχάντρο	alejandro	αλεχάντρο	N;NOM;MASC;SG	
sandra	σάντρα	sandra	σάντρα	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
wallace	wallace	wallace	wallace		
wallace	γουάλας	wallace	γουάλα		PROPN;NOM;MASC;SG
wellington	γουέλινγκτον	wellington	γουέλινγκτο		
regionalny	περιφερειακά	regionalny	περιφερειακός	ADJ;NOM;MASC;SG	ADV
następna	επόμενος	następny	επόμενος		ADJ;NOM;MASC;SG
następna	επόμενη	następny	επόμενος		ADJ;ACC;FEM;SG
następna	επόμενο	następny	επόμενος		ADJ;NOM;NEUT;SG
wyroby	αρθρα	wyrób	άρθρο	N;NOM;MASC;PL	
strategii	στρατηγικές	strategia	στρατηγικός	N;GEN;FEM;SG	N;NOM;FEM;PL
strategii	στρατηγική	strategia	στρατηγική	N;GEN;FEM;SG	N;NOM;FEM;SG
świeckich	κοσμικό	świecki	κοσμικός	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
świeckich	κοσμική	świecki	κοσμικός	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
emmy	έμι	emmy	έμι	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
emmy	έμμυ	emmy	έμμυ	V;IPFV;IND;SG;1;PRS;FIN;ACT	
nadzoru	επίβλεψη	nadzór	επίβλεψη	N;GEN;MASC;SG	N;ACC;FEM;SG
nadzoru	επιτήρηση	nadzór	επιτήρηση	N;GEN;MASC;SG	N;NOM;FEM;SG
nadzoru	εποπτεία	nadzór	εποπτεία	N;GEN;MASC;SG	N;NOM;FEM;SG
nadzoru	παρακολούθηση	nadzór	παρακολούθηση	N;GEN;MASC;SG	N;ACC;FEM;SG
nadzoru	επιτήρηση	nadzór	επιτήρηση	N;GEN;MASC;SG	N;NOM;FEM;SG
nadzoru	επίβλεψη	nadzór	επίβλεψη	N;GEN;MASC;SG	N;ACC;FEM;SG
nadzoru	εποπτεία	nadzór	εποπτεία	N;GEN;MASC;SG	N;NOM;FEM;SG
satelitarne	δορυφόρο	satelitarny	δορυφόρο	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
zabawy	πλάκα	zabawa	πλάκα	N;ACC;FEM;SG	N;NOM;FEM;SG
zabawy	διασκέδαση	zabawa	διασκέδαση	N;ACC;FEM;SG	N;NOM;FEM;SG
zabawy	διασκεδαστικό	zabawa	διασκεδαστικός	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
tajemnicy	μυστικότητα	tajemnica	μυστικότητα	N;GEN;FEM;SG	N;NOM;FEM;SG
operatora	χειριστή	operator	χειριστής	N;ACC;MASC;SG	N;GEN;MASC;SG
operatora	χειριστής	operator	χειριστής	N;ACC;MASC;SG	N;NOM;MASC;SG
ćwiczeń	ασκήσεις	ćwiczenie	άσκηση	N;GEN;NEUT;PL	N;NOM;FEM;PL
nico	νίκο	nico	νίκος		PROPN;ACC;MASC;SG
wymiana	αντικατάσταση	wymianać	αντικατάσταση	N;NOM;FEM;SG	N;ACC;FEM;SG
przeznaczenia	πεπρωμένο	przeznaczenie	πεπρωμένος	N;GEN;NEUT;SG	N;NOM;NEUT;SG
przeznaczenia	μοίρα	przeznaczenie	μοίρα	N;GEN;NEUT;SG	N;NOM;FEM;SG
przeznaczenia	μοίρα	przeznaczenie	μοίρα	N;GEN;NEUT;SG	N;NOM;FEM;SG
przeznaczenia	πεπρωμένο	przeznaczenie	πεπρωμένος	N;GEN;NEUT;SG	N;NOM;NEUT;SG
łuk	arc	łuk	arc	N;NOM;MASC;SG	
łuk	τόξου	łuk	τόξος	N;NOM;MASC;SG	N;GEN;MASC;SG
łuk	υπόκλιση	łuk	υπόκλιση	N;NOM;MASC;SG	N;ACC;FEM;SG
lucie	lucie	luto	lucie	PROPN;NOM;FEM;SG	
atlancie	ατλάντα	atlant	ατλάντα	N;DAT;MASC;SG	PROPN;NOM;NEUT;SG
regionalna	περιφερειακά	regionalny	περιφερειακός	ADJ;NOM;FEM;SG	ADV
smoka	δράκο	smoka	δράκο	N;ACC;MASC;SG	N;NOM;NEUT;SG
smoka	δράκος	smoka	δράκος	N;ACC;MASC;SG	N;NOM;MASC;SG
opisano	περιγράφεται	opisać	περιγράφω	V;PFV;IND;0;PST;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
opisano	περιγράφηκε	opisać	περιγράφω	V;PFV;IND;0;PST;FIN;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
kwatera	τρίμηνα	kwater	τρίμηνα	N;NOM;FEM;SG	ADV
kwatera	τέταρτα	kwater	τέταρτος	N;NOM;FEM;SG	NUM;NOM;NEUT;PL
tajne	μυστικός	tajny	μυστικός		ADJ;NOM;MASC;SG
tajne	μυστικό	tajny	μυστικός		N;NOM;NEUT;SG
