סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
ברצינות	allvarligt	ברצינות	allvarlig	ADV	ADJ;NOM;INDF;NEUT;SG
הוואי	hawaii	הוואי	hawaii	PROPN	N;NOM;INDF;MASC+FEM;SG
חסום	blockera	חסום	blockera	ADJ;MASC;SG	V;IMP;NFIN;ACT
חסום	blocket	חסום	block	ADJ;MASC;SG	N;NOM;DEF;NEUT;SG
חסום	blocka	חסום	blocka	ADJ;MASC;SG	V;IMP;FIN;ACT
חסום	blockering	חסום	blockering	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
חסום	block	חסום	block	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
חסום	blockerade	חסום	blockera	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
חסום	blockeras	חסום	blockera	ADJ;MASC;SG	V;IND;PRS;FIN;PASS
יעדים	mål	יעד	mål	N;MASC;PL	N;NOM;INDF;NEUT;SG
יעדים	mål	יעד	mål	N;MASC;PL	N;NOM;INDF;NEUT;SG
יעדים	goals	יעד	goal	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
יעדים	resmål	יעד	resmål	N;MASC;PL	N;NOM;INDF;NEUT;SG
וימבלדון	wimbledon	וימבלדון	pimbledon	PROPN	PROPN;NOM
ורד	rose	ורד	rose	PROPN	PROPN;NOM
ורד	ros	ורד	ros	PROPN	N;NOM;INDF;MASC+FEM;SG
חילוץ	rädda	חילוץ	rädda	N;MASC;SG	V;IMP;NFIN;ACT
תפוצה	nå	תפוצה	nå	N;FEM;SG	V;IMP;FIN;ACT
ביצורים	fortifikation	ביצורים	fortifikation	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
תפוח	äpple	פפח	äpple		N;NOM;INDF;NEUT;SG
תפוח	apple	פפח	apple		PROPN;NOM
מצרית	egyptiska	מצרי	egyptisk	ADV	ADJ;NOM;PL
מצרית	egyptisk	מצרי	egyptisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
מצרית	egyptier	מצרי	egypti	ADV	N;NOM;INDF;MASC+FEM;PL
להתאמן	övning	התאמן	övning	V;NFIN	N;NOM;INDF;MASC+FEM;SG
להתאמן	praktik	התאמן	praktik	V;NFIN	N;NOM;INDF;MASC+FEM;SG
להתאמן	praxis	התאמן	praxis	V;NFIN	N;NOM;INDF;MASC+FEM;SG
לאפס	återställ	איפס	återställ	ADV	V;IMP;FIN;ACT
לאפס	återställa	איפס	återställa	ADV	V;IMP;NFIN;ACT
לאפס	återställning	איפס	återställning	ADV	N;NOM;INDF;MASC+FEM;SG
מפרש	segla	מפרש	segla	N;MASC;SG	V;IMP;FIN;ACT
יישומים	ansökan	יישום	ansökan	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
פוטבול	fotboll	None	fotboll	PROPN	N;NOM;INDF;MASC+FEM;SG
מועדפת	favoriten	הועדף	favoriten	V;FEM;SG;V.PTCP;PASS	N;NOM;DEF;MASC+FEM;SG
מועדפת	favorit	הועדף	favorit	V;FEM;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
מועדפת	föredrog	הועדף	föredrag	V;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
מועדפת	föredrar	הועדף	föredra	V;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
מועדפת	föredra	הועדף	föredra	V;FEM;SG;V.PTCP;PASS	V;IMP;FIN;ACT
מועדפת	föredragit	הועדף	föredra	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אחראים	ansvarsfullt	אחראי	ansvarsfull	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
אחראים	ansvariga	אחראי	ansvarig	N;MASC;PL	ADJ;NOM;PL
אחראים	ansvarsfull	אחראי	ansvarsfull	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
אחראים	ansvarig	אחראי	ansvarig	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
אחראים	ansvarigt	אחראי	ansvarig	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
יעקובסון	jacobson	יעקובסון	jacobson	PROPN	PROPN;NOM
הגשת	arkivering	הגשה	arkivering	N;PSSD;FEM;SG	N;NOM;INDF;MASC+FEM;SG
רוזנטל	rosenthal	רוזנטל	rosenthal	PROPN	N;NOM;INDF;MASC+FEM;SG
נגזרת	härleda	נגזר	härleda	V;FEM;SG;V.PTCP;MID	V;IMP;FIN;ACT
נגזרת	härledning	נגזר	härledning	V;FEM;SG;V.PTCP;MID	N;NOM;INDF;MASC+FEM;SG
מצריים	egypten	מצרי	egypt	N;MASC;PL	PROPN;NOM
מחסה	skydd	מחסה	skydd		N;NOM;INDF;NEUT;SG
מחסה	skyddsrum	מחסה	skyddsrum		N;NOM;INDF;NEUT;SG
מחסה	härbärge	מחסה	härbärge		N;NOM;INDF;NEUT;SG
ריבר	river	ריבר	riva	PROPN	N;NOM;INDF;NEUT;SG
ריבר	floden	ריבר	flyd	PROPN	N;NOM;DEF;MASC+FEM;SG
ריבר	flod	ריבר	flod	PROPN	N;NOM;INDF;MASC+FEM;SG
קמפבל	campbell	קמפבל	campbell	PROPN	PROPN;NOM
אלבניה	albanien	אלבניה	albanie	PROPN	PROPN;NOM
נמלים	hamnar	נמל	hamna	N;MASC;PL	V;IND;PRS;FIN;ACT
נצפה	visad	צפה	visa	V;PL;1;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נוזלים	vätska	נוזל	vätsk	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
אדריאן	adrienne	אדריאן	adrienne	PROPN	N;NOM;INDF;MASC+FEM;SG
אדריאן	adrian	אדריאן	adrian	PROPN	PROPN;NOM
הפסחא	påsken	הפסחא	påsk	PROPN	N;NOM;DEF;MASC+FEM;SG
הפסחא	påsk	הפסחא	påsk	PROPN	N;NOM;INDF;MASC+FEM;SG
המכפלה	patriarker	המכפל	patriark	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
רוברטו	roberto	רוברטו	roberto	PROPN	PROPN;NOM
איסטנבול	istanbul	איסטנבול	istanbul	PROPN	PROPN;NOM
איתור	spårning	איתור	spårning		N;NOM;INDF;MASC+FEM;SG
איתור	spårar	איתור	spår		V;IND;PRS;FIN;ACT
איתור	lokalisering	איתור	lokalisering		N;NOM;INDF;MASC+FEM;SG
איתור	lokalisera	איתור	lokalisera		V;IMP;FIN;ACT
וליאן	julian	וליאן	julian	PROPN	PROPN;NOM
גאולה	frälsning	גאולה	frälsning	PROPN	N;NOM;INDF;MASC+FEM;SG
גאולה	räddning	גאולה	räddning	PROPN	N;NOM;INDF;MASC+FEM;SG
גאולה	inlösen	גאולה	inlösen	PROPN	N;NOM;INDF;MASC+FEM;SG
רעה	bad	רע	be		V;IMP;FIN;ACT
רעה	dåligt	רע	dålig		ADJ;NOM;INDF;NEUT;SG
רעה	dåliga	רע	dålig		ADJ;NOM;PL
רעה	dålig	רע	dålig		ADJ;NOM;INDF;MASC+FEM;SG
המסגרת	ramen	המסגרת	ram	PROPN	N;NOM;DEF;MASC+FEM;SG
המסגרת	ramar	המסגרת	ram	PROPN	N;NOM;INDF;MASC+FEM;PL
המסגרת	ram	המסגרת	ram	PROPN	N;NOM;INDF;MASC+FEM;SG
המסגרת	motiv	המסגרת	motiv	PROPN	N;NOM;INDF;NEUT;SG
נמרוד	nimrod	נמרוד	nimrod	PROPN	N;NOM;INDF;MASC+FEM;SG
רוכב	rider	רכב	rida	PROPN	V;IND;PRS;FIN;ACT
רוכב	ryttare	רכב	rytt	PROPN	N;NOM;INDF;MASC+FEM;PL
רוכב	rider	רכב	rida	PROPN	V;IND;PRS;FIN;ACT
רוחו	rojo	רוחו	rojo		PROPN;NOM
בעצמי	själv	בעצמי	själv	ADV	ADJ;NOM;INDF;MASC+FEM;SG
יושבת	sittande	ישב	sitta	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
עודף	överskottet	עודף	överskott		N;NOM;DEF;NEUT;SG
עודף	överskott	עודף	överskott		N;NOM;INDF;NEUT;SG
עודף	ändra	עודף	ändra		V;IMP;FIN;ACT
עודף	byt	עודף	byta		V;IMP;FIN;ACT
עודף	ändring	עודף	ändring		N;NOM;INDF;MASC+FEM;SG
עודף	förändring	עודף	förändring		N;NOM;INDF;MASC+FEM;SG
עודף	byta	עודף	byta		V;NFIN;ACT
עודף	överflödigt	עודף	överflödig		ADJ;NOM;INDF;NEUT;SG
עודף	överskott	עודף	överskott		N;NOM;INDF;NEUT;SG
העצב	nerv	העצב	nerv		N;NOM;INDF;MASC+FEM;SG
פוסטר	foster	פוסטר	fost	PROPN	N;NOM;INDF;NEUT;SG
אלנבי	allenby	אלנבי	allenby	PROPN	PROPN;NOM
האבל	hubble	האבל	hubble	PROPN	PROPN;NOM
האבל	sorg	האבל	sorg	PROPN	N;NOM;INDF;MASC+FEM;SG
האבל	sörjer	האבל	sörja	PROPN	V;IND;PRS;FIN;ACT
האבל	sörjande	האבל	sörja	PROPN	ADJ;NOM;PRS;V.PTCP
בלייק	blake	בלייק	blake	PROPN	PROPN;NOM
אסר	förbjudna	אסר	förbjuden	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
אסר	förbjuden	אסר	förbjuden	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אסר	förbjudet	אסר	förbjuden	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אסר	spärrad	אסר	spärra	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
קינן	keenan	קינן	keena	PROPN	N;NOM;DEF;MASC+FEM;SG
קינן	kenan	קינן	kena	PROPN	PROPN;NOM
התקדם	förväg	התקדם	förväg	V;MASC;SG;3;PST	N;NOM;INDF;MASC+FEM;SG
התקדם	framåt	התקדם	framåt	V;MASC;SG;3;PST	ADV
התקדם	förskott	התקדם	förskott	V;MASC;SG;3;PST	N;NOM;INDF;NEUT;SG
השדות	fields	השדה	field	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
השדות	fält	השדה	fält	N;MASC;PL	N;NOM;INDF;NEUT;SG
השדות	fälten	השדה	fält	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
השתנתה	förändrad	השתנה	förändra	V;FEM;SG;3;PST	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
השתנתה	ändrat	השתנה	ändra	V;FEM;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
השתנתה	bytt	השתנה	byta	V;FEM;SG;3;PST	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בלעדי	exklusivt	בלעדי	exklusiv	PROPN	ADJ;NOM;INDF;NEUT;SG
בלעדי	ensamrätt	בלעדי	ensamrätt	PROPN	N;NOM;INDF;MASC+FEM;SG
בלעדי	exklusiva	בלעדי	exklusiv	PROPN	ADJ;NOM;PL
בלעדי	exklusiv	בלעדי	exklusiv	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
נשבר	bruten	נשבר	brut	V;MASC;SG;3;PST;MID	N;NOM;DEF;MASC+FEM;SG
נשבר	broken	נשבר	brok	V;MASC;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
נשבר	brutet	נשבר	brut	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;NEUT;SG
נשבר	trasig	נשבר	trasig	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG
נשבר	trasigt	נשבר	trasig	V;MASC;SG;3;PST;MID	ADV
נשבר	pank	נשבר	pank	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG
נשבר	bröt	נשבר	bryta	V;MASC;SG;3;PST;MID	V;IND;PST;FIN;ACT
נשבר	brast	נשבר	brast	V;MASC;SG;3;PST;MID	V;IMP;FIN;ACT
סיציליה	sicilien	סיציליה	sicilien	PROPN	PROPN;NOM
איליה	ilja	איליה	ilja	PROPN	PROPN;NOM
איליה	elia	איליה	eli	PROPN	PROPN;NOM
נעלמו	borta	נעלם	borta	V;PL;3;PST;MID	ADV
נעלמו	åkt	נעלם	åkt	V;PL;3;PST;MID	V;V.CVB;ACT
נעלמו	gått	נעלם	gå	V;PL;3;PST;MID	V;V.CVB;ACT
נעלמו	försvunnen	נעלם	försvinn	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נעלמו	försvann	נעלם	försvann	V;PL;3;PST;MID	V;IND;PST;FIN;ACT
נעלמו	försvunnit	נעלם	försvinna	V;PL;3;PST;MID	V;V.CVB;ACT
אוילר	euler	אוילר	euler	PROPN	PROPN;NOM
טיטוס	titus	טיטוס	titus	PROPN	PROPN;NOM
הניסוח	formulering	הניסוח	formulering	PROPN	N;NOM;INDF;MASC+FEM;SG
לואיז	luiz	לואיז	luiz	PROPN	PROPN;NOM
לואיז	louise	לואיז	louise	PROPN	PROPN;NOM
רגלי	legs	רגל	legs		N;NOM;INDF;MASC+FEM;SG
רגלי	benen	רגל	ben		N;NOM;DEF;NEUT;SG
רגלי	ben	רגל	ben		N;NOM;INDF;NEUT;PL
רגלי	bonde	רגל	bonde		N;NOM;INDF;MASC+FEM;SG
בארט	bart	בארט	bart	PROPN	PROPN;NOM
בארט	barrett	בארט	barrett	PROPN	N;NOM;DEF;NEUT;SG
אימוץ	adoptera	אימוץ	adoptera	N;MASC;SG	V;IMP;FIN;ACT
אימוץ	antaget	אימוץ	antagen	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אימוץ	antagna	אימוץ	anta	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
אימוץ	antagen	אימוץ	antagen	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אימוץ	adopterad	אימוץ	adoptera	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אימוץ	antogs	אימוץ	anta	N;MASC;SG	V;IND;PST;FIN;PASS
מופעל	aktiverade	הופעל	aktivera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מופעל	aktiverat	הופעל	aktivera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מופעל	aktiverad	הופעל	aktiverad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מופעל	aktiverade	הופעל	aktivera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מופעל	aktiverat	הופעל	aktivera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מופעל	aktiverad	הופעל	aktiverad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מופעל	driven	הופעל	driv	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מופעל	motordrivna	הופעל	motordriven	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מופעל	drivna	הופעל	driva	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
רווחים	vinst	רווח	vinst	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
ויל	will	ויל	will	PROPN	V;IMP;FIN;ACT
ויל	kommer	ויל	komma	PROPN	V;IND;PRS;FIN;ACT
אוהל	tält	אוהל	tält	PROPN	N;NOM;INDF;NEUT;SG
אוהל	tält	אוהל	tält	PROPN	N;NOM;INDF;NEUT;SG
אפריקאית	afrikanskt	אפריקני	afrikansk	PROPN	ADJ;NOM;INDF;NEUT;SG
אפריקאית	afrikaner	אפריקני	afrikan	PROPN	N;NOM;INDF;MASC+FEM;PL
אפריקאית	afrikansk	אפריקני	afrikansk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אפריקאית	afrikanska	אפריקני	afrikansk	PROPN	ADJ;NOM;PL
דיזל	diesel	דיזל	diesel	PROPN	N;NOM;INDF;MASC+FEM;SG
אוסטרלי	aussie	אוסטרלי	aussie	PROPN	N;NOM;INDF;NEUT;SG
אוסטרלי	australisk	אוסטרלי	australisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אוסטרלי	australiska	אוסטרלי	australisk	PROPN	ADJ;NOM;PL
לוסי	lucy	לוסי	lucy	PROPN	N;NOM;INDF;MASC+FEM;SG
ליאון	leon	ליאון	leon	PROPN	PROPN;NOM
שורק	vissla	שורק	vissla	PROPN	V;IMP;FIN;ACT
עצמאיות	självständig	עצמאי	självständig	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
עצמאיות	självständigt	עצמאי	självständig	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
בריא	friskt	בריא	frisk	PROPN	ADJ;NOM;INDF;NEUT;SG
בריא	hälsosam	בריא	hälsosam	PROPN	N;NOM;INDF;MASC+FEM;SG
בריא	hälsosamt	בריא	hälsosam	PROPN	ADJ;NOM;INDF;NEUT;SG
בריא	friska	בריא	frisk	PROPN	ADJ;NOM;PL
בריא	frisk	בריא	frisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בריא	sund	בריא	sund	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
תאודור	theodore	תאודור	theodore	PROPN	PROPN;NOM
תאודור	theodor	תאודור	theodor	PROPN	PROPN;NOM
תאודור	theodor	תאודור	theodor	PROPN	PROPN;NOM
ניקסון	nixon	ניקסון	nixon	PROPN	PROPN;NOM
סלים	selim	סל	selim	PROPN	PROPN;NOM
סלים	slim	סל	slim	PROPN	N
סלים	smal	סל	smal	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
סלים	korgar	סל	korg	PROPN	N;NOM;INDF;MASC+FEM;PL
סלים	salim	סל	salim	PROPN	PROPN;NOM
חוקיות	rättsligt	חוקיות	rättslig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
חוקיות	rättslig	חוקיות	rättslig	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
חוקיות	lagligt	חוקיות	laglig	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
חוקיות	juridiska	חוקיות	juridisk	N;FEM;SG	ADJ;NOM;PL
חוקיות	rättsliga	חוקיות	rättslig	N;FEM;SG	ADJ;NOM;PL
להתחתן	gifta	התחתן	gift	V;NFIN	ADJ;NOM;PL;PST;V.PTCP
להתחתן	ons	התחתן	ons	V;NFIN	N
פיוס	försoning	פיוס	försoning	PROPN	N;NOM;INDF;MASC+FEM;SG
פיליפס	philips	פיליפס	philips	PROPN	N;NOM;INDF;MASC+FEM;SG
פיליפס	philips	פיליפס	philips	PROPN	N;NOM;INDF;MASC+FEM;SG
פיליפס	phillips	פיליפס	phillips	PROPN	PROPN;NOM
מסובך	komplicerade	מסובך	komplicerad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ויימאר	weimar	ויימאר	weimar	PROPN	PROPN;NOM
תיעודי	dokumentär	תעודי	dokumentär	PROPN	N;NOM;INDF;MASC+FEM;SG
להרים	lyft	הרים	lyfa	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
להרים	hiss	הרים	hiss	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
צאצא	avkomman	צאצא	avkomma		N;NOM;DEF;MASC+FEM;SG
צאצא	avkomma	צאצא	avkomma		N;NOM;INDF;MASC+FEM;SG
צאצא	avkommor	צאצא	avkomma		N;NOM;INDF;MASC+FEM;PL
צאצא	ättling	צאצא	ättling		N;NOM;INDF;MASC+FEM;SG
אסיר	fånge	אסיר	fånge	PROPN	N;NOM;INDF;MASC+FEM;SG
אסיר	fången	אסיר	fång	PROPN	N;NOM;DEF;MASC+FEM;SG
אסיר	intern	אסיר	intern	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
אסיר	fånge	אסיר	fånge	PROPN	N;NOM;INDF;MASC+FEM;SG
קתולי	katolsk	קתולי	katolsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
קתולי	katoliker	קתולי	katolik	PROPN	N;NOM;INDF;MASC+FEM;PL
קתולי	katolska	קתולי	katolsk	PROPN	ADJ;NOM;PL
קתולי	katolik	קתולי	katolik	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
במול	platt	במול	platt	PROPN	ADV
במול	platta	במול	platta	PROPN	N;NOM;INDF;MASC+FEM;SG
במול	lägenhet	במול	lägenhet	PROPN	N;NOM;INDF;MASC+FEM;SG
במול	flat	במול	flat	PROPN	N;NOM;INDF;NEUT;SG
לית	leigh	לית	leigh		PROPN;NOM
כוס	pussy	כוס	pussy		N;NOM;INDF;MASC+FEM;SG
כוס	mutta	כוס	mutta		V;IMP;FIN;ACT
כוס	kopp	כוס	kopp		N;NOM;INDF;MASC+FEM;SG
כוס	bägare	כוס	bägare		N;NOM;INDF;MASC+FEM;PL
כוס	cup	כוס	cup		N;NOM;INDF;NEUT;SG
מדידת	mätning	מדידה	mätning	N;PSSD;FEM;SG	N;NOM;INDF;MASC+FEM;SG
מדידת	mäta	מדידה	mäta	N;PSSD;FEM;SG	V;IMP;FIN;ACT
מילוי	fylla	מילוי	fylla	N;MASC;SG	V;IMP;FIN;ACT
סינגפור	sundbyberg	סינגפור	sundbyberg	PROPN	PROPN;NOM
סינגפור	singapore	סינגפור	singapore	PROPN	N;NOM;INDF;MASC+FEM;PL
לצבור	ackumuleras	צבר	ackumulera	V;NFIN;ACT	V;IND;NFIN;PASS
יושבים	sittande	ישב	sitta	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
התעללות	missbrukas	התעללות	missbruka	N;FEM;SG	V;NFIN;PASS
התעללות	missbrukade	התעללות	missbruka	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
התעללות	utnyttjad	התעללות	utnyttjad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התעללות	missbrukat	התעללות	missbruka	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
התעללות	misshandlad	התעללות	misshandlad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
התעללות	stötande	התעללות	stöta	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
התעללות	kränkande	התעללות	kränka	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
התעללות	missbruka	התעללות	missbruka	N;FEM;SG	V;IMP;FIN;ACT
התעללות	övergrepp	התעללות	övergrepp	N;FEM;SG	N;NOM;INDF;NEUT;PL
רגש	känslor	רגש	känsla	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
רגש	känslomässiga	רגש	känslomässig	N;MASC;SG	ADJ;NOM;PL
רגש	känslomässigt	רגש	känslomässig	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
רגש	emotionell	רגש	emotionell	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
רגש	känslomässig	רגש	känslomässig	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
רגש	emotionellt	רגש	emotionell	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
קטיף	plocka	קטיף	plocka	PROPN	V;IMP;FIN;ACT
קטיף	plockar	קטיף	plocka	PROPN	V;IND;PRS;FIN;ACT
מראות	speglar	מראה	spegel	N;FEM;PL	V;IND;PRS;FIN;ACT
תרגיל	borra	תרגיל	borra	N;MASC;SG	V;IMP;FIN;ACT
תרגיל	utöva	תרגיל	utöva	N;MASC;SG	V;IMP;FIN;ACT
הוסר	borttagna	הוסר	bortta	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
הוסר	borttagen	הוסר	borttag	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הוסר	borttaget	הוסר	borttag	V;MASC;SG;3;PST;PASS	N;NOM;DEF;NEUT;SG
מחמוד	mahmud	מחמוד	mahmud	PROPN	PROPN;NOM
מחמוד	mahmoud	מחמוד	mahmoud	PROPN	PROPN;NOM
הנבחר	utvald	הנבחר	utvälja	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הנבחר	valda	הנבחר	välja	PROPN	ADJ;NOM;PL;PST;V.PTCP
הנבחר	utvalda	הנבחר	utvalja	PROPN	ADJ;NOM;PL;PST;V.PTCP
הנבחר	vald	הנבחר	välja	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הנבחר	utvalt	הנבחר	utvälta	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הנבחר	valt	הנבחר	välja	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
גרי	gary	גרי	gary	PROPN	PROPN;NOM
המתמחה	praktikant	המתמח	praktikant	V;FEM;SG;3;PST	N;NOM;INDF;MASC+FEM;SG
נבל	skurk	נבל	skurk		N;NOM;INDF;MASC+FEM;SG
נבל	harpa	נבל	harpa		N;NOM;INDF;MASC+FEM;SG
כרטיסים	kort	כרטיס	kort	N;MASC;PL	ADV
כרטיסים	cards	כרטיס	card	N;MASC;PL	N;NOM;INDF;NEUT;SG
כרטיסים	kortspel	כרטיס	kortspel	N;MASC;PL	N;NOM;INDF;NEUT;SG
מרתון	marathon	מרתון	marathon		N;NOM;INDF;NEUT;SG
מרתון	maraton	מרתון	maraton		N;NOM;INDF;NEUT;SG
המפקח	kommissarien	המפקח	kommissari	PROPN	N;NOM;DEF;MASC+FEM;SG
המפקח	kommissarie	המפקח	kommissarie	PROPN	N;NOM;INDF;MASC+FEM;SG
המפקח	inspektör	המפקח	inspektör	PROPN	N;NOM;INDF;MASC+FEM;SG
המפקח	inspektören	המפקח	inspektör	PROPN	N;NOM;DEF;MASC+FEM;SG
ארליך	erlich	ארליך	erlich	PROPN	N;NOM;INDF;MASC+FEM;SG
משפיעה	inflytelserika	השפיע	inflytelserika	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
משפיעה	inflytelserik	השפיע	inflytelserik	V;FEM;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
בורוסיה	borussia	בורוסיה	borussia	PROPN	PROPN;NOM
מונרו	monroe	מונר	monroe	PROPN	PROPN;NOM
מחסום	vägspärr	None	vägspärr		N;NOM;INDF;MASC+FEM;SG
מחסום	hinder	None	hinder		N;NOM;INDF;NEUT;PL
מחסום	spärrar	None	spärra		N;NOM;INDF;MASC+FEM;PL
מחסום	barriärer	None	barriär		N;NOM;INDF;MASC+FEM;PL
מחסום	barriär	None	barriär		N;NOM;INDF;MASC+FEM;SG
מחסום	barriären	None	barriär		N;NOM;DEF;MASC+FEM;SG
השרת	servern	השרה	servern	PROPN	N;NOM;DEF;MASC+FEM;SG
השרת	server	השרה	serv	PROPN	N;NOM;INDF;MASC+FEM;SG
אוסבורן	osborne	אוסבורן	osborne	PROPN	PROPN;NOM
אוסבורן	osborn	אוסבורן	osborn	PROPN	PROPN;NOM
גרוסמן	grossman	גרוסמן	grossman	PROPN	PROPN;NOM
אוהבים	älskande	אהב	älskande	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
אוהבים	älskare	אהב	älskare	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
חצות	midnatt	חצות	midnatt		N;NOM;INDF;MASC+FEM;SG
חצות	midnight	חצות	midnight		N;NOM;INDF;MASC+FEM;SG
מרפי	murphy	מרפי	murphy	PROPN	PROPN;NOM
