van	f	van	!	ADP	
afkorting	المختصر	afkorting	مُختَصَر	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
rudolf	رودولف	rudolf	رُودُولف	N;MASC+FEM;SG	
rudolf	رودولف	rudolf	رُودُولف	N;MASC+FEM;SG	
rudolf	رودلف	rudolf	رودلف	N;MASC+FEM;SG	
banden	الاشرطة	band	الاشرطة	N;PL	N;NOM;DEF;SG
vertrekken	الرحيل	vertrekken	رَحِيل	V;NFIN	N;NOM;DEF;SG
vertrekken	مغادرة	vertrekken	مُغَادَرَة	V;NFIN	N;NOM;INDF;SG
andrew	اندرو	andrew	اندرو	N;MASC+FEM;SG	
chili	شيلي	chili	شِيلِي	N;NEUT;SG	
chili	تشيلي	chili	تشِيلِي	N;NEUT;SG	
heart	القلب	heart	قَلب		N;NOM;DEF;SG
heart	قلبا	heart	قَلب		N;ACC;INDF;SG
heart	قلب	heart	قَلب		N;NOM;INDF;SG
donkere	ظلام	donker	ظَلَام	ADJ	N;NOM;INDF;SG
donkere	الظلام	donker	ظَلَام	ADJ	N;NOM;DEF;SG
ivan	ايفان	ivan	إِيفَان	N;MASC+FEM;SG	
firma	حازم	firma	حازم	N;MASC+FEM;SG	
serieus	جاد	serieus	جاد	ADJ	
serieus	بجد	serieus	بَجدَ	ADJ	
bijen	نحل	bij	نحل	N;PL	
bijen	النحل	bij	نَحل	N;PL	N;NOM;DEF;SG
bijen	النحلة	bij	النحلة	N;PL	N;NOM;DEF;SG
bijen	نحل	bij	نحل	N;PL	
bijen	نحلة	bij	نَحلَة	N;PL	N;NOM;INDF;SG
bijen	النحل	bij	نَحل	N;PL	N;NOM;DEF;SG
krijg	الحصول	krijgen	حُصُول	V;SG;PRS;FIN	N;NOM;DEF;SG
vergeten	انسي	vergeten	انسي	V;V.PTCP	
vergeten	انس	vergeten	أَنسَى	V;V.PTCP	
vergeten	انسى	vergeten	انسى	V;V.PTCP	
vos	v	vos	!	N;MASC+FEM;SG	
vos	ثعلب	vos	ثَعلَب	N;MASC+FEM;SG	
vos	فوكس	vos	فُوكس	N;MASC+FEM;SG	
planeet	كوكب	planeet	كَوكَب	N;MASC+FEM;SG	
zeg	قل	zeggen	قَلّ	V;SG;PRS;FIN	
zeg	نقول	zeggen	قَال	V;SG;PRS;FIN	V;IPFV;MASC;IND;PL;1;FIN;ACT
zeg	قولي	zeggen	قَولِيّ	V;SG;PRS;FIN	
zeg	قول	zeggen	قَول	V;SG;PRS;FIN	N;NOM;INDF;SG
zeg	اقول	zeggen	قَاوَل	V;SG;PRS;FIN	
verdwijnen	تختفي	verdwijnen	اِختَفَى	V;PL;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
douglas	دوجلاس	douglas	دوجلاس	N;MASC+FEM;SG	
douglas	دوغلاس	douglas	دوغلاس	N;MASC+FEM;SG	
bezwaar	اعتراضات	bezwaar	اِعتِرَاض	N;NEUT;SG	N;NOM;INDF;PL
bezwaar	الاعتراضات	bezwaar	اِعتِرَاض	N;NEUT;SG	N;NOM;DEF;PL
doctor	دكتور	doctor	دُكتُور	N;MASC+FEM;SG	
doctor	دكتورة	doctor	دُكتُورَة	N;MASC+FEM;SG	
zinnen	الجمل	zin	جَمَل	N;PL	
zinnen	جمل	zin	جَمَل	N;PL	N;NOM;INDF;SG
israëlische	الاسرائيلي	israëlisch	إِسرَائِيلِيّ	ADJ	N;NOM;DEF;SG
negatieve	سالب	negatief	سالب	ADJ	N;NOM;INDF;SG
andreas	اندرياس	andreas	أَندرِيَاس	N;MASC+FEM;SG	
gelezen	قرا	lezen	قِرّ	V;V.PTCP	N;NOM;INDF;SG
gelezen	القراءة	lezen	قِرَاءَة	V;V.PTCP	N;NOM;DEF;SG
gelezen	قراءة	lezen	قِرَاءَة	V;V.PTCP	N;NOM;INDF;SG
gelezen	اقرا	lezen	أَقَرّ	V;V.PTCP	
bruce	بروس	bruc	بروس	N;MASC+FEM;SG	
verbeterde	المحسن	verbeteren	المحسن	V;SG;PST;FIN	
verbeterde	محسنة	verbeteren	مُحَسَّنَة	V;SG;PST;FIN	ADJ;NOM;INDF;FEM;SG
verbeterde	تحسن	verbeteren	تَحَسُّن	V;SG;PST;FIN	N;NOM;INDF;SG
verbeterde	محسن	verbeteren	محسن	V;SG;PST;FIN	
volle	ملي	vol	مَليَ	ADJ	
verbleef	بقى	verblijven	بَقِي	V;SG;PST;FIN	
force	قوة	force	قُوَّة		N;NOM;INDF;SG
force	القوة	force	قُوَّة		N;NOM;DEF;SG
benoeming	التعيينات	benoeming	تَعيِين	N;MASC+FEM;SG	N;NOM;DEF;PL
bewerken	تحرير	bewerken	تَحرِير	V;NFIN	N;NOM;INDF;SG
bewerken	تعديل	bewerken	تَعدِيل	V;NFIN	N;NOM;INDF;SG
bewerken	التحرير	bewerken	تَحرِير	V;NFIN	N;NOM;DEF;SG
bewerken	التعديل	bewerken	تَعدِيل	V;NFIN	N;NOM;DEF;SG
bewerken	تحرير	bewerken	تَحرِير	V;NFIN	N;NOM;INDF;SG
bewerken	التحرير	bewerken	تَحرِير	V;NFIN	N;NOM;DEF;SG
norman	نورمان	norman	نُورَمَان	N;MASC+FEM;SG	
roemeense	رومانيا	roemeens	رُومَانِيَا	ADJ	
wees	اليتيم	wijzen	يَتِيم	V;SG;PST;FIN	
herbert	هربرت	herberen	هربرت	N;MASC+FEM;SG	
congo	الكونغو	congo	اَلكُونغُو	N;NEUT;SG	
hoogtepunt	ابرز	hoogtepunt	أَبرَز	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
aangrenzende	مجاور	aangrenzend	مِجوَر	ADJ	N;NOM;INDF;SG
aangrenzende	المتاخمة	aangrenzend	مُتَاخِم	ADJ	N;NOM;DEF;SG
abraham	ابراهيم	abraham	ابراهيم	N;MASC+FEM;SG	
abraham	ابراهام	abraham	ابراهام	N;MASC+FEM;SG	
rose	روز	rose	روز	N;MASC+FEM;SG	
vochtige	رطب	vochtig	رَطَب	ADJ	N;NOM;INDF;SG
loire	لوار	loir	لِوَار	N;MASC+FEM;SG	
gelijke	تساوي	gelijk	تَسَاوِي	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
acteurs	فعاليات	acteur	فَعَّالِيّ	N;PL	ADJ;NOM;INDF;FEM;PL
behoud	الابقاء	behoud	بَقِين	N;NEUT;SG	N;NOM;DEF;PL
varianten	متغيرات	variant	مُتَغَيِّر	N;PL	ADJ;NOM;INDF;FEM;PL
varianten	المتغيرات	variant	مُتَغَيِّر	N;PL	ADJ;NOM;DEF;FEM;PL
zand	ساند	zand	ساند	N;NEUT;SG	
zand	رمل	zand	رَمل	N;NEUT;SG	
zand	رمال	zand	رَمل	N;NEUT;SG	
lot	لوط	lot	لُوط	N;NEUT;SG	
kopen	اشتري	kopen	أَشتَر	V;NFIN	
kopen	شراء	kopen	شِرَاء	V;NFIN	N;NOM;INDF;SG
kopen	شراء	kopen	شِرَاء	V;NFIN	N;NOM;INDF;SG
zuster	اخت	zuster	أَخَى	N;MASC+FEM;SG	
zuster	الاخت	zuster	الاخت	N;MASC+FEM;SG	
zuster	اختي	zuster	اختي	N;MASC+FEM;SG	
kroatië	كرواتيا	kroatië	كُرُوَاتِيَا	N;NEUT;SG	
andrea	اندريا	andrea	أَندرِيَا	N;MASC+FEM;SG	
chen	تشن	chen	شَنّ	N;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
chen	تشين	chen	تشِين	N;MASC+FEM;SG	
verlengde	مطولة	verlengen	مَطُول	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
zachte	الناعمة	zacht	نَاعِمَة	ADJ	N;NOM;DEF;SG
zachte	ناعم	zacht	نَاعِم	ADJ	
wisten	عرفت	weten	عَرَف	V;PL;PST;FIN	V;PFV;FEM;SG;3;ACT
gas	غازات	gas	غَاز	N;NEUT;SG	N;NOM;INDF;PL
beïnvloed	المتضررة	beïnvloeden	مُتَضَرِّر	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
eieren	البيض	ei	بَيض	N;PL	N;NOM;DEF;SG
eieren	بيض	ei	بَيض	N;PL	
eieren	البيضة	ei	بَيضَة	N;PL	N;NOM;DEF;SG
eieren	بيض	ei	بَيض	N;PL	
eieren	بيضة	ei	بِيضَة	N;PL	N;NOM;INDF;SG
geïnspireerd	الهم	inspireren	هُوَ	V;V.PTCP	
way	طريقه	way	طريقه		PRO;NOM;FEM;SG;3
way	الطريق	way	طَرِيق		N;NOM;DEF;SG
way	طريقة	way	طَرِيقَة		N;NOM;INDF;SG
way	الطريقة	way	طَرِيقَة		N;NOM;DEF;SG
laagste	ادنى	laag	أَدنَى	ADJ;RL	
discussies	النقاش	discussie	النقاش	N;PL	
discussies	مناقشة	discussie	مُنَاقَشَة	N;PL	N;NOM;INDF;SG
discussies	نقاش	discussie	نِقَاش	N;PL	N;NOM;INDF;SG
discussies	المناقشة	discussie	مُنَاقَشَة	N;PL	N;NOM;DEF;SG
miss	مشتاق	missen	مُشتَاق	N;MASC+FEM;SG	
giovanni	جيوفاني	giovanni	جيوفاني	N;MASC+FEM;SG	
giovanni	جوفاني	giovanni	جُوفَانِيّ	N;MASC+FEM;SG	
blues	البلوز	blues	بَلوَز	N;MASC+FEM;SG	
danny	داني	danny	داني	N;MASC+FEM;SG	
protestantse	البروتستانتية	protestants	برُوتستَانتِيّ	ADJ	
protestantse	البروتستانتي	protestants	برُوتستَانتِيّ	ADJ	
voorwerpen	اجسام	voorwerp	إِجسَام	N;PL	
petersburg	بطرسبرج	petersburg	بطرسبرج	N;MASC+FEM;SG	
schmidt	شميدت	schmidt	شميدت	N;MASC+FEM;SG	
schmidt	شميت	schmidt	شَمِي	N;MASC+FEM;SG	
voorgesteld	مقترحة	voorstellen	مُقتَرَح	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
voorgesteld	مقترح	voorstellen	مُقتَرَح	V;V.PTCP	N;NOM;INDF;SG
voorgesteld	مقترحة	voorstellen	مُقتَرَح	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
voorgesteld	مقترح	voorstellen	مُقتَرَح	V;V.PTCP	N;NOM;INDF;SG
voorgesteld	المقترح	voorstellen	مُقتَرَح	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
vrijdag	الجمعه	vrijdag	الجمعه	PROPN;MASC+FEM;SG	N;NOM;DEF;SG
vrijdag	جمعة	vrijdag	جمعة	PROPN;MASC+FEM;SG	N;NOM;INDF;SG
vrijdag	الجمعة	vrijdag	جُمعَة	PROPN;MASC+FEM;SG	N;NOM;DEF;SG
mexicaanse	مكس	mexicaans	مَكس	ADJ	
mexicaanse	المكسيكي	mexicaans	مَكسِيكِيّ	ADJ	N;NOM;DEF;SG
mexicaanse	المكسيك	mexicaans	اَلمَكسِيك	ADJ	
mexicaanse	مكسيكو	mexicaans	مَكسِيكُو	ADJ	
liederen	الاغاني	lied	أَغَانِيّ	N;PL	
christendom	مسيحية	christendom	مَسِيحِيّ	N;NEUT;SG	ADJ;NOM;INDF;FEM;SG
joegoslavië	يوغوسلافيا	joegoslavië	يُوغُوسلَافِيَا	PROPN;NEUT;SG	
geef	اعطاء	geven	إِعطَاء	V;SG;PRS;FIN	N;NOM;INDF;SG
baker	بيكر	baker	بَيكِر	N;MASC+FEM;SG	
baker	بايكر	baker	بايكر	N;MASC+FEM;SG	
venetië	فينسيا	venetië	فِينسِيَا	N;NEUT;SG	
venetië	فينيس	venetië	فِينِيس	N;NEUT;SG	
venetië	فينيسيا	venetië	فِينِيسِيَا	N;NEUT;SG	
schild	شيلد	schild	شيلد	N;NEUT;SG	
schild	درعا	schild	دَرَّع	N;NEUT;SG	
schild	درع	schild	دَرع	N;NEUT;SG	
langere	اطول	lang	أَطوَل	ADJ;CMPR	
ras	تولد	ras	تَوَلُّد	N;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
ras	راس	ras	رَأس	N;NEUT;SG	
ras	عرق	ras	عَرِق	N;NEUT;SG	
laura	لورا	laura	لورا	N;MASC+FEM;SG	
bruin	اسمر	bruin	أَسمَر	ADJ	
bruin	البني	bruin	بَنِّيّ	ADJ	N;NOM;DEF;SG
bruin	بنية	bruin	بِنيَة	ADJ	N;NOM;INDF;SG
bruin	براون	bruin	براون	ADJ	
leftarm	l	leftarm	l	N;MASC+FEM;SG	
irak	العراق	irak	عِرَاق	PROPN;NEUT;SG	N;NOM;DEF;SG
irak	عراق	irak	عِرَاق	PROPN;NEUT;SG	N;NOM;INDF;SG
werkelijk	حقا	werkelijk	حَقّ	ADJ	N;NOM;INDF;SG
werkelijk	فعلا	werkelijk	فِعل	ADJ	N;ACC;INDF;SG
vrouwtjes	اناث	vrouw	أَنَاث	N;PL	N;NOM;INDF;SG
sydney	سيدنى	sydney	سِيدنِي	PROPN;NEUT;SG	
sydney	سدني	sydney	سدني	PROPN;NEUT;SG	
sydney	سيدني	sydney	سِيدنِي	PROPN;NEUT;SG	
manieren	اداب	manier	أَدَاب	N;PL	N;NOM;INDF;SG
communicatie	الاتصالات	communicatie	اِتِّصَال	N;MASC+FEM;SG	N;NOM;DEF;PL
communicatie	الاتصالات	communicatie	اِتِّصَال	N;MASC+FEM;SG	N;NOM;DEF;PL
communicatie	البلاغات	communicatie	بَلَاغَة	N;MASC+FEM;SG	N;NOM;DEF;PL
diego	دييغو	diego	دييغو	N;MASC+FEM;SG	
diego	دييجو	diego	دييجو	N;MASC+FEM;SG	
bay	باي	bay	باي	N;MASC+FEM;SG	
eva	ايفا	eva	أَيفًا	N;MASC+FEM;SG	
eva	حواء	eva	حَوَاء	N;MASC+FEM;SG	
eva	ايف	eva	ايف	N;MASC+FEM;SG	
felix	فيلكس	felix	فيلكس	N;MASC+FEM;SG	
felix	فيليكس	felix	فيليكس	N;MASC+FEM;SG	
organiseren	تنظيم	organiseren	تَنظِيم	V;NFIN	N;NOM;INDF;SG
organiseren	تنظيم	organiseren	تَنظِيم	V;NFIN	N;NOM;INDF;SG
mevrouw	مدام	mevrouw	مَدَام	N;MASC+FEM;SG	
mevrouw	سيدتي	mevrouw	سيدتي	N;MASC+FEM;SG	
oostenrijks	النمساوي	oostenrijks	نِمسَاوِيّ	ADJ	N;NOM;DEF;SG
oostenrijks	النمساوية	oostenrijks	نِمسَاوِيّ	ADJ	
zwitsers	السويسرية	zwitser	سُوِيسرِيَّة	N;PL	N;NOM;DEF;SG
zwitsers	السويسري	zwitser	سُوِيسرِيّ	N;PL	N;NOM;DEF;SG
zwitsers	سويسرية	zwitser	سُوِيسرِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
zwitsers	سويسري	zwitser	سُوِيسرِيّ	N;PL	
willy	ويلي	willy	ويلي	N;MASC+FEM;SG	
tegenstanders	خصوم	tegenstander	خَصم	N;PL	
pedro	بيدرو	pedro	بيدرو	N;MASC+FEM;SG	
helder	خال	helder	خَالِي	ADJ	
helder	مبين	helder	مبين	ADJ	
helder	ساطع	helder	سَاطَع	ADJ	
helder	المشرق	helder	مَشرِق	ADJ	N;NOM;DEF;SG
helder	مشرق	helder	مَشرِق	ADJ	N;NOM;INDF;SG
droge	الجافة	droog	جَافّ	ADJ	N;NOM;DEF;SG
droge	جاف	droog	جاف	ADJ	N;NOM;INDF;SG
knooppunt	العقدة	knooppunt	العقدة	N;NEUT;SG	
amateur	هاو	amateur	هاو	N;MASC+FEM;SG	
dokter	دكتور	dokter	دُكتُور	N;MASC+FEM;SG	
dokter	دكتورة	dokter	دُكتُورَة	N;MASC+FEM;SG	
tante	عمتي	tante	عمتي	N;MASC+FEM;SG	
tante	خالتي	tante	خالتي	N;MASC+FEM;SG	
tante	خالتي	tante	خالتي	N;MASC+FEM;SG	
tante	عمتي	tante	عمتي	N;MASC+FEM;SG	
waard	يستحق	waard	اِستَحَقّ	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
waard	تستاهل	waard	تَسَتَّل	ADJ	
presentator	مقدم	presentator	مُقَدَّم	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
vijand	عدو	vijand	عَدُوّ	N;MASC+FEM;SG	
vijand	عدو	vijand	عَدُوّ	N;MASC+FEM;SG	
philips	فيليبس	philips	فِيلِيبس	N;MASC+FEM;SG	
philips	فيليبس	philips	فِيلِيبس	N;MASC+FEM;SG	
mythologie	الاساطير	mythologie	أُسطَاطِير	N;MASC+FEM;SG	N;NOM;DEF;PL
verlengd	متجدد	verlengen	مُتَجَدِّد	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
verlengd	مدد	verlengen	مُدَّة	V;V.PTCP	N;NOM;INDF;SG
verlengd	مطولة	verlengen	مَطُول	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
mislukte	فشل	mislukken	فَشَل	V;SG;PST;FIN	N;NOM;INDF;SG
historicus	مؤرخ	historicus	مُؤَرِّخ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
prof	الاستاذ	prof	الاستاذ	N;MASC+FEM;SG	
timeaxis	timeax	timeaxis	timeax	N;MASC+FEM;SG	
bruno	برونو	bruno	برُونُو	N;MASC+FEM;SG	
gilbert	جيلبرت	gilberen	جِيلبِرت	N;MASC+FEM;SG	
gilbert	جلبرت	gilberen	جَلبَر	N;MASC+FEM;SG	
gilbert	غلبرت	gilberen	غَلبَر	N;MASC+FEM;SG	
gilbert	غيلبرت	gilberen	غَيلبِرت	N;MASC+FEM;SG	
han	هان	han	هان	N;MASC+FEM;SG	
alhoewel	بالرغم	alhoewel	بِ	ADV	N;NOM;DEF;SG
beschrijven	صف	beschrijven	صَفّ	V;NFIN	N;NOM;INDF;SG
inzet	راهن	inzet	رَاهَن	N;MASC+FEM;SG	
imagesize	imag	imagesize	حَاصِه	N;MASC+FEM;SG	
caesar	القيصر	caesar	قَيصَر	PRO;NOM;3	N;NOM;DEF;SG
caesar	قيصر	caesar	قَيصَر	PRO;NOM;3	
plotarea	p	plotarea	!	N;MASC+FEM;SG	
jos	سيريل	jos	سِيرِيل	PROPN;MASC+FEM;SG	
benjamin	بينجامين	benjamin	بِينجَامِين	N;MASC+FEM;SG	
benjamin	بنجامين	benjamin	بنجامين	N;MASC+FEM;SG	
benjamin	بنيامين	benjamin	بِنيَامِين	N;MASC+FEM;SG	
muren	اسوار	muur	سُور	N;PL	
muren	الحيطان	muur	حِيطَان	N;PL	
muren	جدران	muur	جِدرَان	N;PL	
scalemajor	scalemaj	scalemajor	scalemaj	N;MASC+FEM;SG	
voorjaar	ربيع	voorjaar	ربيع	N;NEUT;SG	
vii	السابع	vii	سَابِع	PROPN;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
vii	سابعا	vii	سَابِع	PROPN;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
billy	بيلي	billy	بِيلِيّ	N;MASC+FEM;SG	
billy	بيلى	billy	بَيلِيّ	N;MASC+FEM;SG	
stone	ستون	stone	ستون	N;MASC+FEM;SG	
smaak	تذوق	smaak	عَاق	N;MASC+FEM;SG	
zong	سانغ	zingen	سانغ	V;SG;PST;FIN	
zong	سانج	zingen	سَانَج	V;SG;PST;FIN	
object	كائن	object	كَائِن	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
reeksen	مسلسل	reeks	مُسَلسَل	N;PL	N;NOM;INDF;SG
reeksen	سلسلة	reeks	سِلسِلَة	N;PL	N;NOM;INDF;SG
reeksen	السلسلة	reeks	سِلسِلَة	N;PL	N;NOM;DEF;SG
islam	الاسلام	islam	الاسلام	N;MASC+FEM;SG	
islam	اسلام	islam	اسلام	N;MASC+FEM;SG	
queen	qu	queen	مَثّ	N;MASC+FEM;SG	
butler	باتلر	butler	باتلر	N;MASC+FEM;SG	
dateformat	dat	dateformat	وَقَق	N;MASC+FEM;SG	
getoond	معروض	tonen	مَعرُوض	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
getoond	معروضة	tonen	مَعرُوض	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
wacht	الانتظار	wachten	اِنتِظَار	V;SG;PRS;FIN	N;NOM;DEF;SG
wacht	انتظروا	wachten	اِنتَظَر	V;SG;PRS;FIN	V;PFV;MASC;PL;3;ACT
wacht	انتظار	wachten	اِنتِظَار	V;SG;PRS;FIN	N;NOM;INDF;SG
wacht	انتظر	wachten	اِنتَظَر	V;SG;PRS;FIN	
procedure	الاجراءات	procedure	إِجرَاء	N;MASC+FEM;SG	N;NOM;DEF;PL
handelen	التصرف	handelen	تَصَرُّف	V;NFIN	N;NOM;DEF;SG
handelen	الفعل	handelen	فِعل	V;NFIN	N;NOM;DEF;SG
handelen	التمثيل	handelen	تَمثِيل	V;NFIN	N;NOM;DEF;SG
fox	ثعلب	fox	ثَعلَب	N;MASC+FEM;SG	
fox	فوكس	fox	فُوكس	N;MASC+FEM;SG	
challenge	تحد	challeng	أَحَدّ	N;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
challenge	تحدى	challeng	تَحَدِّي	N;MASC+FEM;SG	
julius	جوليوس	julius	جُولِيُوس	N;MASC+FEM;SG	
behaald	المكتسبة	behalen	مُكتَسَبَة	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
poten	ارجل	poten	أَرجَل	N;PL	
poten	الارجل	poten	أَرجَل	N;PL	N;NOM;DEF;SG
poten	السيقان	poten	سِيقَان	N;PL	
poten	الساقين	poten	سَاقِين	N;PL	N;NOM;DEF;DU
charlotte	شارلوت	charlotte	شَارَل	N;MASC+FEM;SG	
charlotte	تشارلوت	charlotte	تشَارلَو	N;MASC+FEM;SG	
nova	نوفا	nova	نوفا	N;MASC+FEM;SG	
alice	الس	alice	سَ	N;MASC+FEM;SG	
alice	اليس	alice	يس	N;MASC+FEM;SG	
jonathan	جونثان	jonathan	جُونثَان	N;MASC+FEM;SG	
jonathan	جوناثان	jonathan	جُونَاثَان	N;MASC+FEM;SG	
echtgenoot	زوجي	echtgenoot	زَوجِيّ	N;MASC+FEM;SG	
weduwe	الارملة	weduwe	أَرمَلَة	N;MASC+FEM;SG	
weduwe	الارملة	weduwe	أَرمَلَة	N;MASC+FEM;SG	
weduwe	ارملة	weduwe	أَرمَلَة	N;MASC+FEM;SG	
alignbars	alignba	alignbar	شُصمُصثَة	N;PL	
bewijzen	البراهين	bewijzen	البراهين	V;NFIN	N;NOM;DEF;PL
bewijzen	الادلة	bewijzen	دِلَة	V;NFIN	N;NOM;DEF;SG
bewijzen	دليل	bewijzen	دَلِيل	V;NFIN	N;NOM;INDF;SG
bewijzen	الدليل	bewijzen	دَلِيل	V;NFIN	N;NOM;DEF;SG
bewijzen	ادلة	bewijzen	دَلِيل	V;NFIN	N;NOM;INDF;PL
bewijzen	برهان	bewijzen	بُرهَان	V;NFIN	
bewijzen	دليل	bewijzen	دَلِيل	V;NFIN	N;NOM;INDF;SG
bewijzen	اثبات	bewijzen	إِثبَات	V;NFIN	N;NOM;INDF;SG
bewijzen	البرهان	bewijzen	بَرهَان	V;NFIN	N;NOM;DEF;SG
turks	تركس	turk	رَكَس	ADJ	
turks	الاتراك	turk	تُرك	ADJ	N;NOM;DEF;PL
turks	التركي	turk	تُركِيّ	ADJ	N;NOM;DEF;SG
turks	تركي	turk	تُركِيّ	ADJ	
roy	روي	roy	رَوِّيّ	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
roy	روى	roy	روى	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
stefan	ستيفان	stefan	ستِيفَان	N;MASC+FEM;SG	
donald	دونالد	donald	دُونَالد	N;MASC+FEM;SG	
liberaal	الليبرالية	liberaal	لِيبِرَالِيّ	ADJ	N;NOM;DEF;SG
effecten	المؤثرات	effect	مُؤَثِّر	N;PL	ADJ;NOM;DEF;FEM;PL
carter	كارتر	carter	كارتر	N;MASC+FEM;SG	
spellen	العاب	spellen	لَعب	N;PL	
controleren	تدقيق	controleren	تَدقِيق	V;NFIN	N;NOM;INDF;SG
controleren	التدقيق	controleren	تَدقِيق	V;NFIN	N;NOM;DEF;SG
controleren	التحقق	controleren	تَحَقُّق	V;NFIN	N;NOM;DEF;SG
controleren	كش	controleren	كش	V;NFIN	
veroveren	قهر	veroveren	قُهر	V;NFIN	
three	th	three	th		
three	ثلاثة	three	ثَلَاثَة		NUM;NOM;INDF;MASC
three	ثلاث	three	ثَلَاثَة		NUM;NOM;INDF;FEM
three	ثلاثه	three	ثلاثه		
deutsche	d	deutsch	!	N;MASC+FEM;SG	
light	خفيف	light	خفيف	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
light	فاتح	light	فاتح	N;MASC+FEM;SG	
light	نور	light	نور	N;MASC+FEM;SG	
predikant	الواعظ	predikant	وَاعِظ	N;MASC+FEM;SG	
grant	منح	grant	مَنَح	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
grant	جرانت	grant	جرَان	N;MASC+FEM;SG	
grant	غرانت	grant	غرَان	N;MASC+FEM;SG	
opkomst	اقبال	opkomst	اقبال	N;MASC+FEM;SG	
oppervlak	سطح	oppervlak	سَطح	N;NEUT;SG	
vermoeden	الافتراض	vermoeden	اِفتِرَاض	V;V.PTCP	N;NOM;DEF;SG
vermoeden	قرينة	vermoeden	قَرِينَة	V;V.PTCP	N;NOM;INDF;SG
vermoeden	الاشتباه	vermoeden	اِشتِبَاه	V;V.PTCP	N;NOM;DEF;SG
eduard	ادوارد	eduard	أَدوَارد	PROPN;MASC+FEM;SG	
herstellen	اعادة	herstellen	إِعَادَة	V;NFIN	N;NOM;INDF;SG
herstellen	استعادة	herstellen	اِستِعَادَة	V;NFIN	N;NOM;INDF;SG
herstellen	استرداد	herstellen	اِستِردَاد	V;NFIN	N;NOM;INDF;SG
herstellen	استعادة	herstellen	اِستِعَادَة	V;NFIN	N;NOM;INDF;SG
veilig	امان	veilig	أَمَان	ADJ	
omgezet	المحولة	omzetten	مُحَوَّل	V;V.PTCP	N;NOM;DEF;SG
onderneming	شركه	onderneming	شركه	N;MASC+FEM;SG	
toekomstige	مستقبل	toekomstig	مُستَقبَل	ADJ	N;NOM;INDF;SG
toekomstige	مستقبلا	toekomstig	مُستَقبَل	ADJ	N;ACC;INDF;SG
toekomstige	المستقبل	toekomstig	مُستَقبَل	ADJ	N;NOM;DEF;SG
bach	باخ	bach	بَاخ	N;MASC+FEM;SG	
lost	ضائع	lost	ضَائِع	V;SG;PRS;FIN	ADJ;NOM;INDF;MASC;SG
bijgewerkt	محدثة	bijwerken	مُحَدِّثَة	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
bijgewerkt	تحديث	bijwerken	تَحدِيث	V;V.PTCP	N;NOM;INDF;SG
arbeid	اعمل	arbeid	عَمَل	N;MASC+FEM;SG	
tokio	طوكيو	tokio	طُوكِيُو	PROPN;NEUT;SG	
bridge	بريدج	brieg	بريدج	N;MASC+FEM;SG	
beschadigd	المتضررة	beschadigen	مُتَضَرِّر	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
beschadigd	متضررة	beschadigen	مُتَضَرِّر	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
beschadigd	متضرر	beschadigen	مُتَضَرِّر	V;V.PTCP	N;NOM;INDF;SG
beschadigd	تالف	beschadigen	تَالِف	V;V.PTCP	N;NOM;INDF;SG
sky	سكاي	sky	سَاكِي	N;MASC+FEM;SG	
major	رائد	major	رائد	N;MASC+FEM;SG	
major	ماجور	major	ماجور	N;MASC+FEM;SG	
financiën	تمويل	financiën	تَموِيل	N;PL	N;NOM;INDF;SG
financiën	المالية	financiën	مَالِيَّة	N;PL	N;NOM;DEF;SG
financiën	مالية	financiën	مَالِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
financiën	التمويل	financiën	تَموِيل	N;PL	N;NOM;DEF;SG
