yang	yang	yang	yang	PRO	
diminta	anmodede	diminta	anmode	V;SG;PASS	V;PL;PST;V.PTCP
saraf	nerver	saraf	nerve	N;SG	N;INDF;MASC+FEM;PL
saraf	nerver	saraf	nerve	N;SG	N;INDF;MASC+FEM;PL
saraf	nerverne	saraf	nerve	N;SG	N;DEF;MASC+FEM;PL
kolombia	columbia	kolombia	columbia	PROPN;SG	N;INDF;NEUT;SG
kolombia	colombia	kolombia	colombia	PROPN;SG	
kolombia	colombianske	kolombia	colombiansk	PROPN;SG	ADJ;PL
kolombia	colombias	kolombia	colombias	PROPN;SG	
kolombia	columbia	kolombia	columbia	PROPN;SG	N;INDF;NEUT;SG
kolombia	colombia	kolombia	colombia	PROPN;SG	
bersaing	konkurrencedygtige	bersaing	konkurrencedygtig	V;SG;ACT	ADJ;PL
bersaing	konkurrencedygtig	bersaing	konkurrencedygtig	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
firman	ord	firman	ord	PROPN;SG	N;INDF;NEUT;PL
firman	ordet	firman	ord	PROPN;SG	N;DEF;NEUT;SG
firman	word	firman	word	PROPN;SG	N;INDF;MASC+FEM;SG
oscar	oscars	oscar	oscars	PROPN	
oscar	oscar	oscar	oscar	PROPN	N;INDF;MASC+FEM;SG
abc	abc	abc	abc	PROPN	
tempo	tempo	tempo	tempo	PROPN;SG	N;INDF;NEUT;SG
sound	lyd	sound	lyd	PROPN	N;INDF;MASC+FEM;SG
sound	lyde	sound	lyde	PROPN	V;NFIN;ACT
sound	sound	sound	sound	PROPN	
sound	lyden	sound	lyd	PROPN	N;DEF;MASC+FEM;SG
keyakinan	faith	keyakinan	faith	N;SG	
keyakinan	tro	keyakinan	tro	N;SG	V;NFIN;ACT
keyakinan	tro	keyakinan	tro	N;SG	V;NFIN;ACT
keyakinan	overbevisninger	keyakinan	overbevisning	N;SG	N;INDF;MASC+FEM;PL
semifinal	semifinalerne	semifinal	semifinale	N;SG	N;DEF;NEUT;PL
syekh	sheikh	syekh	sheikh	PROPN	
syekh	sheiken	syekh	sheiken	PROPN	N;DEF;MASC+FEM;SG
syekh	sheik	syekh	sheik	PROPN	N;INDF;MASC+FEM;SG
tuduhan	anklager	tuduhan	anklage	N;SG	N;INDF;MASC+FEM;PL
tuduhan	beskyldninger	tuduhan	beskyldning	N;SG	N;INDF;MASC+FEM;PL
berdua	både	berdua	både		ADV
berdua	begge	berdua	begge		PRO;PL
lemak	fats	lemak	fats	N;SG	
lemak	fedtstoffer	lemak	fedtstof	N;SG	N;INDF;NEUT;PL
lemak	fede	lemak	fed	N;SG	ADJ;PL
lemak	tykke	lemak	tyk	N;SG	ADJ;PL
lemak	fed	lemak	fed	N;SG	ADJ;INDF;MASC+FEM;SG
lemak	fedt	lemak	fedt	N;SG	ADJ;INDF;NEUT;SG
lemak	fede	lemak	fed	N;SG	ADJ;PL
secret	hemmelige	secret	hemmelig	PROPN	ADJ;PL
secret	hemmelig	secret	hemmelig	PROPN	ADJ;INDF;MASC+FEM;SG
secret	secret	secret	secret	PROPN	
secret	hemmelighed	secret	hemmelighed	PROPN	N;INDF;MASC+FEM;SG
secret	hemmeligt	secret	hemmelig	PROPN	ADJ;INDF;NEUT;SG
petugas	betjent	petugas	betjene	N;SG	ADJ;INDF;SG
petugas	betjente	petugas	betjent	N;SG	N;INDF;MASC+FEM;PL
petugas	officerer	petugas	officer	N;SG	N;INDF;MASC+FEM;PL
konteks	sammenhænge	konteks	sammenhænge	N;SG	N;INDF;NEUT;PL
karawang	donegal	karawang	donegal	PROPN;MASC;SG	N;INDF;NEUT;SG
diatas	ovenfor	diatas	ovenfor	ADP;SG;PASS	ADV
diatas	over	diatas	over	ADP;SG;PASS	ADV
diatas	ovenover	diatas	ovenover	ADP;SG;PASS	N;INDF;NEUT;SG
diatas	ovenstående	diatas	ovenstående	ADP;SG;PASS	ADV
ternak	kreaturer	ternak	kreatur	N;SG	N;INDF;MASC+FEM;PL
ditolak	afviste	ditolak	afvise	V;SG;PASS	V;IND;PST;FIN;ACT
ditolak	afviste	ditolak	afvise	V;SG;PASS	V;IND;PST;FIN;ACT
ditolak	afviste	ditolak	afvise	V;SG;PASS	V;IND;PST;FIN;ACT
canada	canada	canada	canada	PROPN	
rantai	lænker	rantai	lænke	N;SG	N;INDF;MASC+FEM;PL
rantai	kæder	rantai	kæde	N;SG	N;INDF;MASC+FEM;PL
rantai	kæder	rantai	kæde	N;SG	N;INDF;MASC+FEM;PL
kritis	kritisk	kritis	kritisk	PROPN;SG	ADJ;INDF;SG
kritis	kritiske	kritis	kritisk	PROPN;SG	ADJ;PL
kritis	kritisk	kritis	kritisk	PROPN;SG	ADJ;INDF;SG
abadi	udødelig	abadi	udødelig	PROPN;SG	ADJ;INDF;MASC+FEM;SG
abadi	udødelige	abadi	udødelig	PROPN;SG	ADJ;PL
pribumi	indfødte	pribumi	indføde	N	V;PL;PST;V.PTCP
pribumi	indfødt	pribumi	indføde	N	ADJ;INDF;SG
pribumi	indfødte	pribumi	indføde	N	V;PL;PST;V.PTCP
happy	lykkelig	happy	lykkelig	PROPN	ADJ;INDF;MASC+FEM;SG
happy	tillykke	happy	tillykke	PROPN	N;INDF;NEUT;SG
happy	glade	happy	glad	PROPN	ADJ;PL
happy	tilfreds	happy	tilfreds	PROPN	ADJ;INDF;MASC+FEM;SG
happy	glad	happy	glad	PROPN	ADJ;INDF;SG
happy	happy	happy	happy	PROPN	
wisatawan	rejsende	wisatawan	rejse	N;MASC;SG	V;PRS;V.PTCP
wisatawan	rejsende	wisatawan	rejse	N;MASC;SG	V;PRS;V.PTCP
wisatawan	rejsende	wisatawan	rejse	N;MASC;SG	V;PRS;V.PTCP
wisatawan	rejsende	wisatawan	rejse	N;MASC;SG	V;PRS;V.PTCP
wisatawan	turisterne	wisatawan	turist	N;MASC;SG	N;DEF;MASC+FEM;PL
wisatawan	turister	wisatawan	turist	N;MASC;SG	N;INDF;MASC+FEM;PL
branch	grene	branch	grene	PROPN	N;DEF;NEUT;PL
branch	filialer	branch	filiale	PROPN	N;INDF;MASC+FEM;PL
branch	brancher	branch	branche	PROPN	N;INDF;MASC+FEM;PL
branch	afdelinger	branch	afdeling	PROPN	N;INDF;MASC+FEM;PL
branch	gren	branch	gren	PROPN	N;INDF;MASC+FEM;SG
branch	filial	branch	filial	PROPN	N;INDF;MASC+FEM;SG
branch	grenen	branch	gren	PROPN	N;DEF;MASC+FEM;SG
liverpool	liverpool	liverpool	liverpool	PROPN	N;INDF;MASC+FEM;SG
army	hær	army	hær	PROPN	N;INDF;MASC+FEM;SG
army	hæren	army	hær	PROPN	N;DEF;MASC+FEM;SG
army	hærens	army	hær	PROPN	N;GEN;DEF;MASC+FEM;SG
army	army	army	army	PROPN	N;INDF;MASC+FEM;SG
undangan	inviterer	undangan	invitere	N;SG	V;IND;PRS;FIN;ACT
undangan	inviterede	undangan	invitere	N;SG	V;IND;PST;FIN;ACT
undangan	invitere	undangan	inviter	N;SG	V;NFIN;ACT
undangan	invitationer	undangan	invitation	N;SG	N;INDF;MASC+FEM;PL
undangan	opfordringer	undangan	opfordring	N;SG	N;INDF;MASC+FEM;PL
undangan	invitationer	undangan	invitation	N;SG	N;INDF;MASC+FEM;PL
undangan	opfordrer	undangan	opfordre	N;SG	V;IND;PRS;FIN;ACT
undangan	inviterer	undangan	invitere	N;SG	V;IND;PRS;FIN;ACT
merusak	ruin	menrusak	ruin	V;SG;ACT	N;INDF;MASC+FEM;SG
merusak	beskadigelse	menrusak	beskadigelse	V;SG;ACT	N;INDF;MASC+FEM;SG
merusak	skade	menrusak	skade	V;SG;ACT	N;INDF;MASC+FEM;SG
merusak	skader	menrusak	skade	V;SG;ACT	N;INDF;MASC+FEM;PL
merusak	ødelæggende	menrusak	ødelæggende	V;SG;ACT	ADJ
merusak	destruktive	menrusak	destruktiv	V;SG;ACT	ADJ;PL
merusak	destruktiv	menrusak	destruktiv	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
adi	alban	adi	alban	PROPN	
adi	adi	adi	adi	PROPN	
boston	boston	boston	boston	PROPN	N;INDF;MASC+FEM;SG
bond	obligation	bond	obligation	PROPN	N;INDF;MASC+FEM;SG
bond	bond	bond	bond	PROPN	
aliansi	alliancer	aliansi	alliance	N;SG	N;INDF;MASC+FEM;PL
sentral	centralt	sentral	centralt	N;SG	ADJ;INDF;NEUT;SG
membedakan	differentiere	menbedakan	differenti	V;SG;ACT	N;INDF;MASC+FEM;PL
keperluan	forsyningsselskaber	keperluan	forsyningsselskab	N;SG	N;INDF;NEUT;PL
banda	banda	banda	banda	PROPN	
rempah	krydderier	rempah	krydderi	N;SG	N;INDF;NEUT;PL
rempah	spice	rempah	spice	N;SG	
berkisar	intervaller	berkisar	interval	V;SG;ACT	N;INDF;MASC+FEM;PL
chang	chang	chang	chang	PROPN	N;INDF;NEUT;SG
mengatasi	overvindelse	menatasi	overvindelse	V;SG;ACT	N;INDF;MASC+FEM;SG
nepal	nepal	nepal	nepal	PROPN	PROPN
nepal	nepalesiske	nepal	nepalesisk	PROPN	ADJ;PL
menutup	lukning	mentutup	lukning	V;SG;ACT	N;INDF;MASC+FEM;SG
menutup	lukkes	mentutup	lukkes	V;SG;ACT	V;IND;PRS;FIN;PASS
bosnia	bosniske	bosnia	bosnisk	PROPN	ADJ;PL
bosnia	bosnien	bosnia	bosni	PROPN	N;DEF;MASC+FEM;SG
bosnia	bosniere	bosnia	bosniere	PROPN	N;INDF;MASC+FEM;PL
boys	drenge	boys	dreng	PROPN	N;INDF;MASC+FEM;PL
boys	boys	boys	boys	PROPN	
roy	roy	roy	roy	PROPN	
kegagalan	fiaskoer	kegagalan	fiasko	N;SG	N;INDF;MASC+FEM;PL
four	fire	four	fire	PROPN	NUM
four	four	four	four	PROPN	
days	dage	days	dag	PROPN	N;INDF;MASC+FEM;PL
mahal	mahal	mahal	mahal	ADJ;SG	
mahal	dyre	mahal	dyr	ADJ;SG	ADJ;PL
prince	fyrste	prince	fyrste	PROPN	N;INDF;MASC+FEM;SG
prince	prince	prince	prince	PROPN	
prince	prins	prince	prins	PROPN	N;INDF;MASC+FEM;SG
distributor	forhandler	distributor	forhandle	N;SG	V;IND;PRS;FIN;ACT
distributor	distributører	distributor	distributør	N;SG	N;INDF;MASC+FEM;PL
distributor	distributørerne	distributor	distributør	N;SG	N;DEF;MASC+FEM;PL
distributor	forhandlere	distributor	forhandler	N;SG	N;INDF;MASC+FEM;PL
aji	agern	aji	agern	PROPN	N;INDF;MASC+FEM;PL
bad	slemt	bad	slemme	PROPN	ADJ;INDF;NEUT;SG
bad	skidt	bad	skidt	PROPN	ADJ;INDF;NEUT;SG
bad	bad	bad	bede	PROPN	V;IND;PST;FIN;ACT
bad	dårligt	bad	dårligt	PROPN	ADV
bad	dårlig	bad	dårlig	PROPN	ADJ;INDF;MASC+FEM;SG
kandidat	kandidaterne	kandidat	kandidat	N;SG	N;DEF;MASC+FEM;PL
kandidat	kandidater	kandidat	kandidat	N;SG	N;INDF;MASC+FEM;PL
kandidat	ansøgere	kandidat	ansøger	N;SG	N;INDF;MASC+FEM;PL
pertimbangan	overvejelser	pertimbangan	overvejelse	N;SG	N;INDF;MASC+FEM;PL
pertimbangan	overvejelser	pertimbangan	overvejelse	N;SG	N;INDF;MASC+FEM;PL
pertimbangan	betragtninger	pertimbangan	betragtning	N;SG	N;INDF;MASC+FEM;PL
ambon	ambon	ambon	ambon	PROPN	
bela	bela	bela	bela	N;SG;ACT	
penerbitan	offentliggør	penterbitan	offentliggøre	N;SG	V;IND;PRS;FIN;ACT
penerbitan	udgiver	penterbitan	udgive	N;SG	V;IND;PRS;FIN;ACT
round	budrunde	round	budrunde	PROPN	N;INDF;MASC+FEM;SG
round	rundt	round	rundt	PROPN	ADV
round	runde	round	runde	PROPN	N;INDF;MASC+FEM;SG
round	rund	round	rund	PROPN	ADJ;INDF;MASC+FEM;SG
round	omgang	round	omgang	PROPN	N;INDF;MASC+FEM;SG
yugoslavia	jugoslavien	yugoslavia	jugoslavie	PROPN	PROPN
setan	satan	setan	satan	PROPN;SG	N;INDF;MASC+FEM;SG
setan	satans	setan	satan	PROPN;SG	N;INDF;NEUT;SG
setan	djævelen	setan	djævel	PROPN;SG	N;DEF;MASC+FEM;SG
setan	devil	setan	devil	PROPN;SG	
setan	djævel	setan	djævel	PROPN;SG	N;INDF;MASC+FEM;SG
setan	dæmon	setan	dæmon	PROPN;SG	N;INDF;MASC+FEM;SG
setan	dæmonen	setan	dæmon	PROPN;SG	N;DEF;MASC+FEM;SG
setan	dæmonerne	setan	dæmon	PROPN;SG	N;DEF;MASC+FEM;PL
setan	dæmoner	setan	dæmon	PROPN;SG	N;INDF;MASC+FEM;PL
persahabatan	venskaber	persahabatan	venskab	N;SG	N;INDF;NEUT;PL
persahabatan	venskaber	persahabatan	venskab	N;SG	N;INDF;NEUT;PL
aviation	luftfarten	aviation	luftfart	PROPN	N;DEF;MASC+FEM;SG
aviation	luftfart	aviation	luftfart	PROPN	N;INDF;MASC+FEM;SG
aviation	aviation	aviation	aviation	PROPN	
jamur	svampe	jamur	svampe	N;SG	N;INDF;MASC+FEM;PL
jamur	champignoner	jamur	champignon	N;SG	N;INDF;MASC+FEM;PL
jamur	svampe	jamur	svampe	N;SG	N;INDF;MASC+FEM;PL
berkurang	nedgang	berkurang	nedgang	V;SG;ACT	N;INDF;MASC+FEM;SG
berkurang	fald	berkurang	fald	V;SG;ACT	N;INDF;NEUT;SG
berkurang	nedsatte	berkurang	nedsat	V;SG;ACT	V;PL;PST;V.PTCP
pemahaman	forstående	penpahaman	forstående	N;SG	ADJ
bertanya	ask	bertanya	ask	V;SG;ACT	
kunjungan	besøge	kunjungan	besøge	N;SG	V;NFIN;ACT
kri	kri	kri	kri	PROPN	
dicetak	trykte	dicetak	trykte	V;SG;PASS	V;PL;PST;V.PTCP
pelaku	lovovertrædere	penlaku	lovovertræder	N;SG	N;INDF;MASC+FEM;PL
nanti	senere	nanti	senere		ADV;CMPR
sesi	sessioner	sesi	session	N;SG	N;INDF;MASC+FEM;PL
ganti	skift	ganti	skift	V;SG;ACT	N;INDF;NEUT;SG
ganti	ændring	ganti	ændring	V;SG;ACT	N;INDF;MASC+FEM;SG
ganti	forandring	ganti	forandring	V;SG;ACT	N;INDF;MASC+FEM;SG
koperasi	andelsselskaber	koperasi	andelsselskab	N;SG	N;INDF;NEUT;PL
koperasi	kooperativer	koperasi	kooperativ	N;SG	N;INDF;MASC+FEM;PL
koperasi	samarbejdsvillige	koperasi	samarbejdsvillig	N;SG	ADJ;PL
koperasi	kooperative	koperasi	kooperativ	N;SG	ADJ;PL
permukiman	boligområder	permukiman	boligområder	N;SG	N;INDF;NEUT;PL
permukiman	bosættelser	permukiman	bosættelse	N;SG	N;INDF;MASC+FEM;PL
permukiman	kvarterer	permukiman	kvarter	N;SG	N;INDF;NEUT;PL
rahman	rahman	rahman	rahman	PROPN	
francis	frans	francis	frans	PROPN	N;INDF;MASC+FEM;SG
francis	francis	francis	francis	PROPN	
head	head	head	head	PROPN	
head	hovede	head	hove	PROPN	N;INDF;NEUT;SG
head	hovedet	head	hoved	PROPN	N;DEF;NEUT;SG
head	hoved	head	hoved	PROPN	N;INDF;NEUT;SG
christopher	christoffer	christopher	christof	PROPN	N;INDF;MASC+FEM;SG
christopher	christopher	christopher	christopher	PROPN	N;INDF;MASC+FEM;SG
eric	eric	eric	eric	PROPN	
eric	erik	eric	erik	PROPN	
signature	signaturer	signature	signatur	PROPN	N;INDF;MASC+FEM;PL
signature	underskrifter	signature	underskrift	PROPN	N;INDF;MASC+FEM;PL
signature	signatur	signature	signatur	PROPN	N;INDF;MASC+FEM;SG
signature	underskrift	signature	underskrift	PROPN	N;INDF;MASC+FEM;SG
signature	undertegnelse	signature	undertegnelse	PROPN	N;INDF;MASC+FEM;SG
terhubung	forbinder	terhubung	forbinder	V;SG;PASS	V;IND;PRS;FIN;ACT
terhubung	forbundne	terhubung	forbundne	V;SG;PASS	V;PL;PST;V.PTCP
terhubung	forbundet	terhubung	forbund	V;SG;PASS	N;DEF;NEUT;SG
terhubung	connect	terhubung	connect	V;SG;PASS	N;INDF;MASC+FEM;SG
terhubung	forbinde	terhubung	forbinde	V;SG;PASS	V;NFIN;ACT
terhubung	forbundet	terhubung	forbund	V;SG;PASS	N;DEF;NEUT;SG
dada	brystkassen	dada	brystkasse	PROPN;SG	N;DEF;MASC+FEM;SG
dada	brystkasse	dada	brystkasse	PROPN;SG	N;INDF;MASC+FEM;SG
dada	brystet	dada	bryst	PROPN;SG	N;DEF;NEUT;SG
dada	bryst	dada	bryst	PROPN;SG	N;INDF;NEUT;SG
dada	kiste	dada	kiste	PROPN;SG	N;INDF;MASC+FEM;SG
dada	bryster	dada	bryst	PROPN;SG	N;INDF;MASC+FEM;PL
dada	brysterne	dada	bryst	PROPN;SG	N;DEF;MASC+FEM;PL
dada	barm	dada	barm	PROPN;SG	N;INDF;MASC+FEM;SG
dada	bryst	dada	bryst	PROPN;SG	N;INDF;NEUT;SG
origin	oprindelse	origin	oprindelse	PROPN	N;INDF;MASC+FEM;SG
origin	oprindelsessted	origin	oprindelsessted	PROPN	N;INDF;MASC+FEM;SG
tajam	sharp	tajam	sharp	ADJ;SG	
tajam	skarpe	tajam	skarp	ADJ;SG	ADJ;PL
tajam	skarpt	tajam	skarpt	ADJ;SG	ADV
operasional	operationelt	operasional	operationelt	N;SG	ADJ;INDF;NEUT;SG
operasional	operationelle	operasional	operationel	N;SG	ADJ;PL
operasional	operativt	operasional	operativ	N;SG	ADJ;INDF;NEUT;SG
astronomi	astronomiske	astronomi	astronomisk	N;SG	ADJ;PL
socks	sokker	socks	sokker	PROPN	N;INDF;NEUT;PL
socks	strømper	socks	strømpe	PROPN	N;INDF;MASC+FEM;PL
unggulan	udvalgte	unggulan	udvælge	N;SG	V;PL;PST;V.PTCP
unggulan	udvalgt	unggulan	udvælge	N;SG	V;INDF;SG;PST;V.PTCP
memori	erindringer	memori	erindring	N;SG	N;INDF;MASC+FEM;PL
memori	memories	memori	memorie	N;SG	
memori	minder	memori	minde	N;SG	V;IND;PRS;FIN;ACT
memori	memory	memori	memory	N;SG	
women	kvinderne	women	kvinde	PROPN	N;DEF;MASC+FEM;PL
women	kvinder	women	kvinde	PROPN	N;INDF;MASC+FEM;PL
start	start	start	start	PROPN	N;INDF;MASC+FEM;SG
start	starter	start	starte	PROPN	V;IND;PRS;FIN;ACT
start	begynd	start	begynd	PROPN	V;IMP
rohani	spirituelle	rohani	spirituel	N;SG	ADJ;PL
rohani	åndeligt	rohani	åndelig	N;SG	ADJ;INDF;NEUT;SG
rohani	åndelige	rohani	åndelig	N;SG	ADJ;PL
rohani	spirituel	rohani	spirituel	N;SG	ADJ;INDF;MASC+FEM;SG
rohani	åndelig	rohani	åndelig	N;SG	ADJ;INDF;MASC+FEM;SG
rohani	åndeligt	rohani	åndelig	N;SG	ADJ;INDF;NEUT;SG
rohani	åndelig	rohani	åndelig	N;SG	ADJ;INDF;MASC+FEM;SG
flight	fly	flight	fly	PROPN	N;INDF;NEUT;SG
flight	flight	flight	flight	PROPN	
flight	flyvning	flight	flyvning	PROPN	N;INDF;MASC+FEM;SG
tambang	mit	tambang	min	N;SG	DET;NEUT;SG;1
tambang	min	tambang	min	N;SG	DET;MASC+FEM;SG;1
tambang	miner	tambang	mine	N;SG	N;INDF;MASC+FEM;PL
tambang	minerne	tambang	min	N;SG	N;DEF;MASC+FEM;PL
won	vandt	won	vinde	PROPN	V;IND;PST;FIN;ACT
won	vundet	won	vinde	PROPN	V;INDF;SG;PST;V.PTCP
rujukan	henvisninger	rujukan	henvisning	N;SG	N;INDF;MASC+FEM;PL
rujukan	henvisninger	rujukan	henvisning	N;SG	N;INDF;MASC+FEM;PL
rujukan	referencer	rujukan	reference	N;SG	N;INDF;MASC+FEM;PL
ledakan	eksplosioner	ledakan	eksplosion	N;SG	N;INDF;MASC+FEM;PL
ledakan	eksplosioner	ledakan	eksplosion	N;SG	N;INDF;MASC+FEM;PL
utsmaniyah	ottoman	utsmaniyah	ottoman	N	
merekam	optagelse	menrekam	optagelse	V;SG;ACT	N;INDF;MASC+FEM;SG
merekam	registrering	menrekam	registrering	V;SG;ACT	N;INDF;MASC+FEM;SG
merekam	indspilning	menrekam	indspilning	V;SG;ACT	N;INDF;MASC+FEM;SG
tampilan	visninger	tampilan	visning	N;SG	N;INDF;MASC+FEM;PL
tampilan	synspunkter	tampilan	synspunkt	N;SG	N;INDF;NEUT;PL
tampilan	fremtræden	tampilan	fremtræde	N;SG	V;V.MSDR
kang	kang	kang	kang	PROPN	
petualangan	oplevelser	petualangan	oplevelse	N;SG	N;INDF;MASC+FEM;PL
naruto	naruto	naruto	naruto	PROPN	
konvensi	konventioner	konvensi	konvention	N;SG	N;INDF;MASC+FEM;PL
konvensi	overenskomster	konvensi	overenskomster	N;SG	N;INDF;MASC+FEM;PL
konvensi	konventionerne	konvensi	konvention	N;SG	N;DEF;MASC+FEM;PL
reguler	regelmæssigt	reguler	regelmæssigt	N;SG	ADV
reguler	regelmæssige	reguler	regelmæssig	N;SG	ADJ;PL
reguler	regelmæssig	reguler	regelmæssig	N;SG	ADJ;INDF;MASC+FEM;SG
racing	racing	racing	racing	N	
search	søgning	search	søgning	PROPN	N;INDF;MASC+FEM;SG
search	søges	search	søge	PROPN	V;IND;PRS;FIN;PASS
search	søge	search	søge	PROPN	V;NFIN;ACT
search	søg	search	søg	PROPN	V;IMP
pasang	installationer	pasang	installation	N;SG;ACT	N;INDF;MASC+FEM;PL
pasang	installerer	pasang	installere	N;SG;ACT	V;IND;PRS;FIN;ACT
pasang	installere	pasang	installere	N;SG;ACT	V;NFIN;ACT
apple	æble	apple	æble	PROPN	N;INDF;NEUT;SG
apple	apple	apple	apple	PROPN	N;INDF;MASC+FEM;SG
tamil	tamilske	tamil	tamilsk	PROPN	ADJ;PL
vocal	vocal	vocal	vocal	PROPN	
amir	emir	amir	emir	PROPN	
amir	amir	amir	amir	PROPN	
pengendalian	control	penkendalian	control	N;SG	
pengendalian	kontroller	penkendalian	kontrol	N;SG	N;INDF;MASC+FEM;PL
pengendalian	kontrollerer	penkendalian	kontrollere	N;SG	V;IND;PRS;FIN;ACT
pengendalian	kontrollerende	penkendalian	kontrollere	N;SG	V;PRS;V.PTCP
pengendalian	styrende	penkendalian	styre	N;SG	V;PRS;V.PTCP
nias	nias	nias	nias	PROPN	N;INDF;MASC+FEM;SG
hans	hans	hans	hans	PROPN	DET;3
kontroversi	kontroverser	kontroversi	kontrovers	N;SG	N;INDF;MASC+FEM;PL
mimpi	drømme	mimpi	drøm	N;SG	N;INDF;MASC+FEM;PL
mimpi	dream	mimpi	dream	N;SG	
mimpi	drømmer	mimpi	drømme	N;SG	V;IND;PRS;FIN;ACT
mimpi	drømmer	mimpi	drømme	N;SG	V;IND;PRS;FIN;ACT
mimpi	drømme	mimpi	drøm	N;SG	N;INDF;MASC+FEM;PL
billy	billy	billy	billy	PROPN	
double	double	double	doubel	PROPN	
double	dobbelt	double	dobbel	PROPN	ADJ;INDF;NEUT;SG
akuntansi	regnskaber	akuntansi	regnskab	N;SG	N;INDF;NEUT;PL
akuntansi	regnskabsmæssige	akuntansi	regnskabsmæssig	N;SG	ADJ;PL
bangkok	bangkok	bangkok	bangkok	PROPN	N;INDF;NEUT;SG
anwar	anwar	anwar	anwar	PROPN	PROPN
ivan	ivan	ivan	ivan	PROPN	
lautan	havene	lautan	have	N;SG	N;DEF;NEUT;PL
lautan	oceaner	lautan	ocean	N;SG	N;INDF;MASC+FEM;PL
lautan	ocean	lautan	ocean	N;SG	
luis	luis	luis	luis	PROPN	
gunakan	brug	gunakan	brug	V;SG;ACT	N;INDF;MASC+FEM;SG
gunakan	anvendelse	gunakan	anvendelse	V;SG;ACT	N;INDF;MASC+FEM;SG
perut	belly	perut	belly	N;SG	
trek	track	trek	track	PROPN	
trek	spor	trek	spor	PROPN	N;INDF;NEUT;SG
trek	sporets	trek	spor	PROPN	N;GEN;DEF;NEUT;SG
trek	spore	trek	spor	PROPN	V;NFIN;ACT
trek	sporet	trek	spor	PROPN	N;DEF;NEUT;SG
trek	sporer	trek	spore	PROPN	V;IND;PRS;FIN;ACT
trek	spor	trek	spor	PROPN	N;INDF;NEUT;SG
trek	trek	trek	trek	PROPN	
pengamatan	bemærkninger	pengamatan	bemærkning	N;SG	N;INDF;MASC+FEM;PL
pengamatan	observationer	pengamatan	observation	N;SG	N;INDF;MASC+FEM;PL
pengamatan	iagttagelser	pengamatan	iagttagelse	N;SG	N;INDF;MASC+FEM;PL
makmur	trives	makmur	trives	PROPN;SG	V;IND;PRS;FIN;ACT
makmur	velstillede	makmur	velstillet	PROPN;SG	ADJ;PL
makmur	velstående	makmur	velstående	PROPN;SG	ADJ
makmur	velhavende	makmur	velhavende	PROPN;SG	ADJ
makmur	velstående	makmur	velstående	PROPN;SG	ADJ
harvard	harvard	harvard	harvard	PROPN	N;INDF;NEUT;SG
mengundang	invitationer	menundang	invitation	V;SG;ACT	N;INDF;MASC+FEM;PL
lari	løber	lari	løbe	N;SG	V;IND;PRS;FIN;ACT
lari	løbe	lari	løbe	N;SG	V;NFIN;ACT
lari	kører	lari	køre	N;SG	V;IND;PRS;FIN;ACT
lari	kør	lari	kør	N;SG	V;IMP
lari	løbe	lari	løbe	N;SG	V;NFIN;ACT
lari	run	lari	run	N;SG	
lari	kørt	lari	køre	N;SG	V;INDF;SG;PST;V.PTCP
here	her	here	her	PROPN	ADV
pengajaran	undervise	penajaran	undervise	N;SG	V;NFIN;ACT
galeri	gallerier	galeri	galleri	N;SG	N;INDF;NEUT;PL
jane	jane	jane	jane	PROPN	N;INDF;MASC+FEM;SG
pekanbaru	nigeria	pekanbaru	nigeria	PROPN	
pisang	banana	pisang	banana	N;SG	
pisang	bananer	pisang	banan	N;SG	N;INDF;MASC+FEM;PL
mandi	bad	mandi	bede	PROPN;SG	V;IND;PST;FIN;ACT
mandi	bruser	mandi	brus	PROPN;SG	N;INDF;MASC+FEM;PL
mandi	brusebad	mandi	brusebad	PROPN;SG	N;INDF;NEUT;SG
mandi	badning	mandi	badning	PROPN;SG	N;INDF;MASC+FEM;SG
mandi	badeværelser	mandi	badeværelse	PROPN;SG	N;INDF;MASC+FEM;PL
mandi	badekar	mandi	badekar	PROPN;SG	N;INDF;NEUT;SG
mandi	bade	mandi	bade	PROPN;SG	V;NFIN;ACT
mandi	brusebad	mandi	brusebad	PROPN;SG	N;INDF;NEUT;SG
mandi	bad	mandi	bede	PROPN;SG	V;IND;PST;FIN;ACT
mandi	badekar	mandi	badekar	PROPN;SG	N;INDF;NEUT;SG
empire	empire	empire	empire	PROPN	
empire	imperiet	empire	imperi	PROPN	N;DEF;NEUT;SG
empire	imperium	empire	imperium	PROPN	N;INDF;NEUT;SG
azerbaijan	aserbajdsjan	azerbaijan	aserbajdsjan	PROPN	
azerbaijan	aserbajdsjanske	azerbaijan	aserbajdsjansk	PROPN	ADJ;PL
habitat	habitater	habitat	habitat	N;SG	N;INDF;NEUT;PL
habitat	naturtyper	habitat	naturtyppe	N;SG	N;INDF;MASC+FEM;PL
habitat	levesteder	habitat	levested	N;SG	N;INDF;NEUT;PL
habitat	habitater	habitat	habitat	N;SG	N;INDF;NEUT;PL
habitat	levesteder	habitat	levested	N;SG	N;INDF;NEUT;PL
kirim	indlæg	kirim	indlæg	V;SG;ACT	N;INDF;NEUT;SG
kirim	opslag	kirim	opslag	V;SG;ACT	N;INDF;NEUT;SG
kirim	post	kirim	post	V;SG;ACT	N;INDF;MASC+FEM;SG
android	android	android	android	PROPN	
kai	kai	kai	kai	PROPN	
