der	را	der	را	DET;NOM;DEF;MASC;SG	PART
champions	قهرمانان	champions	قهرمان	PROPN;NOM;SG	N;PL
erscheinung	ظاهر	Erscheinung	ظاهر	ADJ	N;SG
erscheinung	پدیده	Erscheinung	پدیده	ADJ	N;SG
erscheinung	پدیدهای	Erscheinung	پدید	ADJ	N;PL
sang	sang	singen	sang	V;IND;SG;3;PST;FIN	N;SG
sang	سنگ	singen	سنگ	V;IND;SG;3;PST;FIN	N;SG
sang	آواز	singen	آواز	V;IND;SG;3;PST;FIN	N;SG
sang	سانگ	singen	سانگ	V;IND;SG;3;PST;FIN	N;SG
kinos	سینما	kinos	سینما		N;SG
kinos	فیلمهایی	kinos	فیلم		N;PL
kinos	فیلم	kinos	فیلم		N;SG
kinos	فیلمها	kinos	فیلم		N;PL
kinos	سینما	kinos	سینما		N;SG
kinos	سینمای	kinos	سینما		N;SG
kinos	cinema	kinos	cinema		N;SG
miller	میلر	mill	None	PROPN;NOM;MASC;SG	N;SG
alex	الکس	alex	الکس	PROPN;NOM;MASC;SG	N;SG
alex	آلکس	alex	آلکس	PROPN;NOM;MASC;SG	N;SG
brigade	تشکیلات	brigade	تشکیلات		N;SG
brigade	تیپ	brigade	None		N;SG
brigade	الرسول	brigade	الرسول		
sed	sed	sed	sed	PROPN;NOM;SG	
council	شورای	council	شورا	PROPN	N;SG
council	شورا	council	شورا	PROPN	N;SG
council	انجمن	council	انجمن	PROPN	N;SG
gitarrist	گیتار	gitarrist	گیتار	ADJ	N;SG
gitarrist	guitarist	gitarrist	guitarist	ADJ	N;SG
gitarrist	گیتاریست	gitarrist	گیتاریست#یتار	ADJ	N;SG
flugzeuge	هواپیمای	flugzeug	هواپیما	N;NOM;NEUT;PL	N;SG
flugzeuge	هواگرد	flugzeug	هواگرد	N;NOM;NEUT;PL	N;SG
howard	هوارد	howard	هوارد	PROPN;NOM;MASC;SG	N;SG
howard	هاوارد	howard	هاوارد	PROPN;NOM;MASC;SG	N;SG
viii	هشتم	viii	هشتم		ADJ
eishockey	هاکی	eishockey	هاکی		N;SG
gewinner	برنده	gewinner	برنده		N;SG
gewinner	برندگان	gewinner	برنده		N;PL
amerikaner	امریکایی	amerikaner	None	ADJ	N;SG
amerikaner	امریکن	amerikaner	None	ADJ	N;SG
amerikaner	آمریکن	amerikaner	آمریکن	ADJ	N;SG
amerikaner	آمریکاییها	amerikaner	آمریکایی	ADJ	N;PL
gesundheit	سلامت	gesundheit	سلامت		N;SG
gesundheit	بهداشت	gesundheit	بهداشت		N;SG
gesundheit	health	gesundheit	health		N;SG
gesundheit	سلامتی	gesundheit	سلامتی		N;SG
premiere	پریمیر	premiere	پریمیر		N;SG
premiere	افتتاحیه	premiere	افتتاحیه		N;SG
niemals	هیچوقت	niemals	هیچوقت	ADV	CONJ
marco	مارکو	marco	مارکو	PROPN;NOM;SG	N;SG
verantwortung	مسولیت	verantwortung	مسولیت	ADJ	N;SG
verantwortung	مسئولیتی	verantwortung	مسئولیتی	ADJ	N;SG
verantwortung	مسئولیت	verantwortung	مسئولیت	ADJ	N;SG
verantwortung	مسولیت	verantwortung	مسولیت	ADJ	N;SG
verantwortung	مسئولیتی	verantwortung	مسئولیتی	ADJ	N;SG
verantwortung	مسئولیت	verantwortung	مسئولیت	ADJ	N;SG
verantwortung	جوابگو	verantwortung	جوابگو	ADJ	N;SG
reiner	رینر	rein	رینر	ADJ	N;SG
lorenz	لورنتس	lorenz	لورنتس	PROPN;NOM;SG	N;SG
liefert	مهلکه	liefern	مهلکه	V;IND;SG;3;PRS;FIN	N;SG
liefert	نعم	liefern	نعم	V;IND;SG;3;PRS;FIN	
polnisch	لهستانی	polnisch	لهستانی	ADJ	N;SG
klima	اقلیم	klima	اقلیم	PROPN	N;SG
sonstige	دیگر	sonstig	دیگر	ADJ;NOM;FEM;PL	ADV
sonstige	غیره	sonstig	غیره	ADJ;NOM;FEM;PL	N;SG
sonstige	متفرقه	sonstig	متفرقه	ADJ;NOM;FEM;PL	N;SG
sonstige	دیگران	sonstig	دیگری	ADJ;NOM;FEM;PL	PRO
sonstige	دیگر	sonstig	دیگر	ADJ;NOM;FEM;PL	ADV
unabhängige	نامربوط	unabhängig	نامربوط	ADJ;NOM;FEM;PL	N;SG
unabhängige	independents	unabhängig	independents	ADJ;NOM;FEM;PL	N;SG
herum	اطراف	herum	اطراف	ADV	N;PL
herum	حوالی	herum	حوالی	ADV	N;PL
geschickt	ارسالی	schicken	ارسالی	V;V.PTCP	N;SG
bestimmen	تعیین	bestimmen	تعیین	V;FIN	N;SG
bestimmen	تعریف	bestimmen	تعریف	V;FIN	N;SG
retten	ذخیره	retten	ذخیره	V;NFIN	N;SG
retten	نجات	retten	نجات	V;NFIN	N;SG
retten	ذخیره	retten	ذخیره	V;NFIN	N;SG
retten	ذخیرۀ	retten	ذخیرۀ	V;NFIN	N;SG
retten	نجات	retten	نجات	V;NFIN	N;SG
briefe	حروف	brufen	حرف		N;PL
hamilton	همیلتون	hamilton	همیلتون	PROPN;NOM;SG	N;SG
flug	پروازهای	flagen	پرواز		N;PL
flug	پروازها	flagen	پرواز		N;PL
flug	هواپیمای	flagen	هواپیما		N;SG
flug	هواپیمایی	flagen	هواپیمایی		N;SG
flug	هواپیما	flagen	هواپیما		N;SG
flug	پروازی	flagen	پروازی		N;SG
flug	پرواز	flagen	پرواز		N;SG
schatten	سایه	schatten	سایه	V;NFIN	N;SG
schatten	شادو	schatten	شادو	V;NFIN	N;SG
schatten	سایه	schatten	سایه	V;NFIN	N;SG
dan	دن	dan	دن	PROPN;NOM;SG	N;SG
neuzeit	مدرنیته	neuzeit	مدرنیته		N;SG
übersetzer	translator	übersetzer	translator	ADJ	N;SG
übersetzer	مترجم	übersetzer	مترجم	ADJ	N;SG
übersetzer	ترجمه	übersetzer	ترجمه	ADJ	N;SG
übersetzer	translators	übersetzer	translators	ADJ	N;SG
ersatz	جانشینی	ersatzen	جانشینی		N;SG
ersatz	جایگزینی	ersatzen	جایگزینی		N;SG
ersatz	جایگزین	ersatzen	جایگزین		ADJ
ersatz	جانشین	ersatzen	جانشین		N;SG
ersatz	جایگزینی	ersatzen	جایگزینی		N;SG
ersatz	جایگزین	ersatzen	جایگزین		ADJ
erkennt	نشناخت	erkennen	نشناخت	V;IND;SG;3;PRS;FIN	V;SG;3;PST
löwen	شیر	löwen	شیر		N;SG
löwen	لون	löwen	لون		N;SG
löwen	شیرهای	löwen	شیر		N;PL
löwen	شیرها	löwen	شیر		N;PL
jagd	شکار	jagd	شکار		N;SG
jagd	چیس	jagd	چیس		N;SG
volker	برندن	volk	برندن	PROPN;NOM;MASC;SG	N;SG
volker	برندان	volk	برند	PROPN;NOM;MASC;SG	N;SG
volker	پائولین	volk	پائولین	PROPN;NOM;MASC;SG	N;SG
volker	فولکر	volk	فولکر	PROPN;NOM;MASC;SG	
volker	ریموند	volk	ریموند	PROPN;NOM;MASC;SG	N;SG
sitzen	نشستن	sitzen	نشستن	V;NFIN	N;SG
betriebe	هولدینگز	betreiben	هولدینگز	N;NOM;MASC;PL	N;SG
argumentation	حجت	argumentation	None	ADV	N;SG
argumentation	استدلال	argumentation	استدلال	ADV	N;SG
straßenbahn	تراموا	straßenbahn	تراموا	ADJ	N;SG
straßenbahn	چرخدار	straßenbahn	چرخدار	ADJ	N;SG
straßenbahn	تراموای	straßenbahn	تراموا	ADJ	N;SG
straßenbahn	تراموا	straßenbahn	تراموا	ADJ	N;SG
straßenbahn	اتوبوسی	straßenbahn	اتوبوسی	ADJ	N;SG
rechtswissenschaften	حقوق	rechtswissenschaft	حق	ADJ	N;PL
rechtswissenschaften	قانون	rechtswissenschaft	قانون	ADJ	N;SG
rechtswissenschaften	فقه	rechtswissenschaft	None	ADJ	N;SG
abgeleitet	نقل	ableiten	نقل	V;V.PTCP	N;SG
abgeleitet	مشتق	ableiten	مشتق	V;V.PTCP	N;SG
abgeleitet	استنباط	ableiten	استنباط	V;V.PTCP	N;SG
ministerium	وزارت	ministerium	وزارت	ADJ	N;SG
anti	ضد	anti	ضد		ADP
zurückgezogen	بازنشست	zurückziehen	بازنشست	V;V.PTCP	N;SG
zurückgezogen	بازنشسته	zurückziehen	بازنشسته	V;V.PTCP	ADJ;SG;3;V.PTCP
zurückgezogen	کناره	zurückziehen	کناره	V;V.PTCP	N;SG
express	اکسپرس	express	اکسپرس		N;SG
begriffsklärung	ابهامزدایی	begriffsklärung	ابهامزدایی	ADJ	N;SG
ober	گارسون	ober	گارسون		N;SG
ober	اوبر	ober	None		N;SG
jim	جیم	jim	None	PROPN;NOM;MASC;SG	N;SG
disziplin	انضباط	disziplin	انضباط		N;SG
disziplin	منظم	disziplin	منظم		ADJ
dokumente	اسناد	dokument	سند	N;NOM;SG	N;PL
lust	محبوبی	lusen	محبوبی	PROPN	N;SG
lust	پندار	lusen	پندار	PROPN	N;SG
lust	گمان	lusen	گمان	PROPN	N;SG
lust	شهوت	lusen	شهوت	PROPN	N;SG
lust	هوس	lusen	هوس	PROPN	N;SG
erfolglos	ناموفق	erfolglos	ناموفق	ADJ	N;SG
einsätze	درج	einsätzen	درج	N;NOM;FEM;PL	N;SG
chemische	شیمیایی	chemisch	شیمیایی	ADJ;NOM;FEM;PL	N;SG
chemische	شیمیایی	chemisch	شیمیایی	ADJ;NOM;FEM;PL	N;SG
point	نکته	poinen	نکته		N;SG
point	نقطه	poinen	نقطه		N;SG
point	پوینت	poinen	پوینت		N;SG
basketball	b	basketball	b		N;SG
basketball	بسکتبال	basketball	بسکتبال		N;SG
orchestra	نوازندگان	orchestra	None	PROPN;NOM;SG	N;PL
orchestra	ارکستر	orchestra	ارکستر	PROPN;NOM;SG	N;SG
beides	هردو	beide	هردو	PRO;NOM;INDF;NEUT;SG	
australischen	استرالیایی	australisch	استرالیایی	ADJ;NOM;MASC;SG	N;SG
australischen	استرالیا	australisch	استرالیا	ADJ;NOM;MASC;SG	N;SG
gelbe	زرد	gelb	زرد	N;NOM;FEM;PL	N;SG
vorname	نام	vornam	نام		N;SG
florenz	فلورنس	florenz	فلورنس	PROPN;NOM;SG	N;SG
florenz	فلورانس	florenz	فلورانس	PROPN;NOM;SG	N;SG
florenz	firenze	florenz	firenze	PROPN;NOM;SG	N;SG
konferenz	کنفرانس	konferenz	کنفرانس	ADJ	N;SG
konferenz	همایش	konferenz	همایش	ADJ	N;SG
sound	صوت	sound	صوت		N;SG
sound	صدا	sound	صدا		N;SG
flusses	ریور	fluß	ریور	ADV	N;SG
flusses	رود	fluß	رفت#رو	ADV	V;SBJV;SG;3;PRS
flusses	رودخانه	fluß	رودخانه	ADV	N;SG
tieren	جانوران	tier	جانور	V;NFIN	N;PL
tieren	حیوانات	tier	حیوان	V;NFIN	N;PL
lothar	لوتار	lothar	لوتار	PROPN;NOM;MASC;SG	N;SG
wille	ویل	willen	ویل		N;SG
clemens	کلمنس	clemens	کلمنس	PROPN;NOM;SG	N;SG
grafik	نگاره	grafik	نگاره		N;SG
grafik	graphic	grafik	graphic		N;SG
grafik	نگارهای	grafik	نگار		N;PL
grafik	گرافیک	grafik	گرافیک		N;SG
grafik	گرافیکی	grafik	گرافیکی		N;SG
tschechoslowakei	چکسلواکی	tschechoslowakei	چکسلواکی	PROPN;NOM;MASC;SG	N;SG
julia	جولیا	julia	جولیا	PROPN;NOM;FEM;SG	N;SG
julia	جولیت	julia	جولیت	PROPN;NOM;FEM;SG	N;SG
julia	ژولیت	julia	ژولیت	PROPN;NOM;FEM;SG	N;SG
legen	لای	legen	لای	V;NFIN	N;SG
model	model	model	model		N;SG
model	مدل	model	مدل		N;SG
sun	آفتاب	sun	آفتاب	PROPN;NOM;SG	N;SG
sun	خورشید	sun	خورشید	PROPN;NOM;SG	N;SG
sun	سون	sun	سون	PROPN;NOM;SG	N;SG
sun	سان	sun	سان	PROPN;NOM;SG	
kenntnis	دانش	kenntnis	دانش	ADJ	N;SG
kenntnis	آگاهی	kenntnis	آگاهی	ADJ	N;SG
kenntnis	علم	kenntnis	علم	ADJ	N;SG
kenntnis	معرفت	kenntnis	معرفت	ADJ	N;SG
erfasst	دستگیر	erfassen	دستگیر	V;V.PTCP	ADJ
erfasst	اسیر	erfassen	اسیر	V;V.PTCP	N;SG
datiert	مورخ	datieren	مورخ	V;V.PTCP	N;SG
francesco	فرانچسکو	francesco	فرانچسکو	PROPN;NOM;MASC;SG	N;SG
seltener	نادره	selten	نادره	ADJ	N;SG
seltener	کمیاب	selten	کمیاب	ADJ	N;SG
seltener	نادر	selten	نادر	ADJ	N;SG
seltener	نادری	selten	نادری	ADJ	N;SG
motoren	موتور	motor	موتور	N;NOM;PL	N;SG
motoren	موتورز	motor	موتورز	N;NOM;PL	N;SG
klinik	مطب	klinik	مطب	ADJ	N;SG
klinik	درمانگاه	klinik	درمانگاه	ADJ	N;SG
klinik	کلینیک	klinik	کلینیک	ADJ	N;SG
religiöse	دینی	religiös	دین	ADJ;NOM;FEM;PL	N;SG
lippe	لبش	lippe	لبش	PROPN;NOM;SG	N;SG
lippe	لیپ	lippe	لیپ	PROPN;NOM;SG	N;SG
lippe	لب	lippe	لب	PROPN;NOM;SG	N;SG
texten	شعر	texten	شعر	V;NFIN	N;SG
texten	شعرای	texten	شاعر	V;NFIN	N;PL
künstlerische	هنرمندانه	künstlerisch	هنرمندانه	ADJ;NOM;FEM;PL	ADV
künstlerische	هنرمندی	künstlerisch	هنرمند	ADJ;NOM;FEM;PL	N;SG
konstanz	کنستانتس	konstanz	کنستانتس	PROPN;NOM;SG	N;SG
konstanz	کنستانس	konstanz	کنستانس	PROPN;NOM;SG	N;SG
kulturelle	فرهنگی	kulturell	فرهنگی	ADJ;NOM;FEM;PL	N;SG
golf	گلف	golf	گلف		N;SG
golf	خلیج	golf	None		N;SG
digital	رقمی	digital	None	ADJ	N;SG
digital	digital	digital	digital	ADJ	N;SG
digital	دیجیتالی	digital	None	ADJ	N;SG
digital	دیجیتال	digital	None	ADJ	N;SG
behauptung	مطالبه	behauptung	None	ADV	N;SG
behauptung	ادعا	behauptung	ادعا	ADV	N;SG
behauptung	ادعای	behauptung	ادعا	ADV	N;SG
behauptung	اظهارنامه	behauptung	اظهارنامه	ADV	N;SG
maße	سایز	massen	سایز	ADV	N;SG
maße	اندازه	massen	اندازه	ADV	N;SG
maße	ابعاد	massen	بعد	ADV	N;PL
schicksal	سرنوشت	schicksal	سرنوشت	ADJ	N;SG
schicksal	تقدیر	schicksal	تقدیر	ADJ	N;SG
schicksal	سرنوشتی	schicksal	سرنوشتی	ADJ	N;SG
schicksal	سرنوشت	schicksal	سرنوشت	ADJ	N;SG
schicksal	تقدیر	schicksal	تقدیر	ADJ	N;SG
act	عمل	act	عمل	PROPN	N;SG
entdeckte	کشف	entdecken	کشف	V;IND;SG;3;PST;FIN	N;SG
entdeckte	خالدار	entdecken	خالدار	V;IND;SG;3;PST;FIN	N;SG
bibel	انجیل	bibel	None		N;SG
unentschieden	گره	unentschieden	None	ADJ	N;SG
unentschieden	کروات	unentschieden	کروات	ADJ	N;SG
unentschieden	کراوات	unentschieden	کراوات	ADJ	N;SG
unentschieden	ترسیم	unentschieden	ترسیم	ADJ	N;SG
jahrzehnte	دهه	jahrzehnt	دهه		N;SG
hubert	هوبرت	hubert	هوبرت	PROPN;NOM;SG	N;SG
vorbereitung	مقدمات	vorbereitung	مقدمه	N;NOM;FEM;SG	N;PL
inklusive	شامل	inklusive	شامل	ADP	ADJ
inklusive	incl	inklusive	incl	ADP	N;SG
inklusive	شامل	inklusive	شامل	ADP	ADJ
inklusive	دربرگیرنده	inklusive	None	ADP	ADJ
harvard	هاروارد	harvard	هاروارد	PROPN;NOM;MASC;SG	N;SG
mengen	کمیت	mengen	کمیت	V;NFIN	N;SG
nick	نیک	nick	نیک	PROPN;NOM;SG	N;SG
sam	سَم	sam	سَم	PROPN;NOM;SG	N;SG
sam	سام	sam	سام	PROPN;NOM;SG	N;SG
sam	sam	sam	sam	PROPN;NOM;SG	N;SG
schäden	صدمه	Schaden	صدمه	N;NOM;MASC;PL	N;SG
schäden	آسیب	Schaden	آسیب	N;NOM;MASC;PL	N;SG
reihenfolge	نظم	reihenfolge	نظم	ADJ;NOM;FEM;PL	N;SG
reihenfolge	فرمان	reihenfolge	فرمان	ADJ;NOM;FEM;PL	N;SG
reihenfolge	دستور	reihenfolge	دستور	ADJ;NOM;FEM;PL	N;SG
reihenfolge	سفارش	reihenfolge	None	ADJ;NOM;FEM;PL	N;SG
reihenfolge	ترتیب	reihenfolge	ترتیب	ADJ;NOM;FEM;PL	N;SG
reihenfolge	دنباله	reihenfolge	دنباله	ADJ;NOM;FEM;PL	N;SG
dachte	تفکر	denken	تفکر	V;IND;SG;3;PST;FIN	N;SG
conrad	کنراد	conrad	کنراد	PROPN;NOM;MASC;SG	N;SG
romane	رمان	roman	رمان	N;NOM;FEM;PL	N;SG
fähigkeiten	مهارتش	fähigkeit	مهارتش	V;NFIN	N;SG
fähigkeiten	مهارت	fähigkeit	مهارت	V;NFIN	N;SG
fähigkeiten	مهارتهای	fähigkeit	مهارت	V;NFIN	N;PL
fähigkeiten	مهارتی	fähigkeit	مهارتی	V;NFIN	N;SG
fähigkeiten	مهارت	fähigkeit	مهارت	V;NFIN	N;SG
fähigkeiten	توانایی	fähigkeit	توانایی	V;NFIN	N;SG
fähigkeiten	قابلیت	fähigkeit	قابلیت	V;NFIN	N;SG
fähigkeiten	قابلیت	fähigkeit	قابلیت	V;NFIN	N;SG
traditionell	سنتی	traditionell	سنت	ADJ	N;SG
integration	یکپارچگی	integration	None	PROPN	N;SG
valley	دره	valley	دره	PROPN;NOM;SG	N;SG
älter	سالمندان	alt	سالمند	ADJ	N;PL
pedro	پدرو	pedro	پدرو	PROPN;NOM;SG	N;SG
schade	ترحم	schade	ترحم	ADV	N;SG
schade	افسوس	schade	None	ADV	N;SG
schade	شرم	schade	None	ADV	N;SG
schade	رسوا	schade	None	ADV	ADJ
schade	خجالت	schade	None	ADV	N;SG
achten	هشتم	achten	هشتم	V;NFIN	ADJ
achten	هشتمین	achten	هشتم	V;NFIN	ADJ;RL
festen	توپر	fest	توپر	ADJ	N;SG
festen	جامد	fest	جامد	ADJ	N;SG
wiederherstellung	بازگردانی	wiederherstellung	بازگردانی	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	بازگرداندن	wiederherstellung	None	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	برگرداندن	wiederherstellung	برگرداندن	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	بازیابی	wiederherstellung	بازیابی	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	بازگردانی	wiederherstellung	بازگردانی	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	مرمت	wiederherstellung	مرمت	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	ترمیم	wiederherstellung	ترمیم	ADJ;NOM;FEM;SG	N;SG
wiederherstellung	بازگرداندن	wiederherstellung	None	ADJ;NOM;FEM;SG	N;SG
palais	پاله	palais	پاله	PROPN;NOM;SG	N;SG
palais	کاخ	palais	کاخ	PROPN;NOM;SG	N;SG
palais	قصر	palais	None	PROPN;NOM;SG	N;SG
messe	فر	messe	فر		N;SG
messe	عادلانه	messe	عادلانه		ADV
messe	منصفانه	messe	منصفانه		ADV
messe	انصاف	messe	انصاف		N;SG
messe	منصف	messe	منصف		N;SG
radrennfahrer	cyclist	radrennfahrer	cyclist	ADJ	N;SG
aufnehmen	جذب	aufnehmen	جذب	V;NFIN	N;SG
aufnehmen	ضبط	aufnehmen	None	V;NFIN	N;SG
aufnehmen	ضبط	aufnehmen	None	V;NFIN	N;SG
tim	تیم	tim	تیم	PROPN;NOM;MASC;SG	N;SG
tim	tim	tim	tim	PROPN;NOM;MASC;SG	N;SG
schlesien	سیلسیان	schlesien	سیلسیان	PROPN;NOM;SG	N;SG
schlesien	سیلزی	schlesien	سیلزی	PROPN;NOM;SG	N;SG
ablauf	دنباله	ablauf	دنباله	ADV	N;SG
ablauf	انقضا	ablauf	انقضا	ADV	N;SG
ablauf	انقضای	ablauf	None	ADV	N;SG
ablauf	انقضا	ablauf	انقضا	ADV	N;SG
ablauf	انقضای	ablauf	None	ADV	N;SG
ablauf	انقضا	ablauf	انقضا	ADV	N;SG
bewegen	حرکت	bewegen	حرکت	V;NFIN	N;SG
bewegen	حرکت	bewegen	حرکت	V;NFIN	N;SG
meldung	داستان	meldung	داستان	ADJ	N;SG
meldung	داستانی	meldung	داستان	ADJ	N;SG
meldung	قصه	meldung	None	ADJ	N;SG
meldung	اخطار	meldung	خطر	ADJ	N;SG
meldung	اطلاعیه	meldung	اطلاعیه	ADJ	N;SG
meldung	اعلان	meldung	اعلان	ADJ	N;SG
meldung	گزارش	meldung	گزارش	ADJ	N;SG
meldung	پیغام	meldung	پیغام	ADJ	N;SG
meldung	پیام	meldung	پیام	ADJ	N;SG
bevorzugt	ترجیحا	bevorzugen	ترجیحا	ADJ	N;SG
bevorzugt	ترجیح	bevorzugen	ترجیح	ADJ	N;SG
contra	کنترا	contra	کنترا		N;SG
vereinen	متحد	verein	None	V;NFIN	N;SG
schlagzeuger	درامر	schlagzeuger	درامر	ADJ	N;SG
hauptmann	کاپیتان	hauptmann	کاپیت		N;SG
hauptmann	سروان	hauptmann	سروان		N;SG
hauptmann	ناخدا	hauptmann	ناخدا		N;SG
hauptmann	هاوپتمان	hauptmann	هاوپتمان		N;SG
mache	make	machen	make	V;IND;SG;3;PRS;FIN	
mache	را	machen	را	V;IND;SG;3;PRS;FIN	PART
bundestag	بوندستاگ	bundestag	بوندستاگ		N;SG
bündnis	ائتلاف	bündnis	ائتلاف		N;SG
bündnis	وصلت	bündnis	وصلت		N;SG
bündnis	اتحاد	bündnis	اتحاد		N;SG
bündnis	ائتلاف	bündnis	ائتلاف		N;SG
dick	کلفت	dick	کلفت	ADJ	N;SG
dick	دیک	dick	دیک	ADJ	N;SG
ehemann	همسر	ehemann	همسر		N;SG
ehemann	شوهر	ehemann	شوهر		N;SG
ehemann	شوهری	ehemann	شوهر		N;SG
ehemann	شوهرش	ehemann	شوهرش		N;SG
wachsen	رشد	wachsen	رشد	V;NFIN	N;SG
wachsen	رشد	wachsen	رشد	V;NFIN	N;SG
dienten	خدمت	dienen	خدمت	V;IND;PL;3;PST;FIN	N;SG
eis	یخی	eis	None	N;NOM;NEUT;SG	ADJ
griff	چنگ	greifen	چنگ	V;FIN	N;SG
griff	گرداندن	greifen	None	V;FIN	N;SG
griff	دستگیره	greifen	دستگیره	V;FIN	N;SG
niveau	سطح	niveau	سطح	ADV	N;SG
niveau	سطوح	niveau	سطح	ADV	N;PL
niveau	تراز	niveau	تراز	ADV	N;SG
niveau	لول	niveau	None	ADV	N;SG
niveau	سطح	niveau	سطح	ADV	N;SG
samt	مخمل	samt	مخمل	ADP	N;SG
samt	مخملی	samt	مخملی	ADP	N;SG
verhältnisse	نسبتهای	verhältnis	نسبت	ADJ;PL	N;PL
abbildung	شکل	abbildung	شکل		N;SG
abbildung	تصویر	abbildung	تصویر		N;SG
abbildung	نگاره	abbildung	نگاره		N;SG
abbildung	نمودار	abbildung	نمودار		N;SG
abbildung	چارت	abbildung	چارت		N;SG
abbildung	تصویرسازی	abbildung	تصویرسازی		N;SG
abbildung	نمودار	abbildung	نمودار		N;SG
lehrstuhl	صندلی	lehrstuhl	صندلی	PROPN	N;SG
archäologie	باستانشناسی	archäologie	باستانشناسی	PROPN	N;SG
archäologie	باستانشناسی	archäologie	باستانشناسی	PROPN	N;SG
stamm	قبیله	stamm	None	ADJ	N;SG
stamm	استم	stamm	استم	ADJ	V;SG;2;PRS
stamm	بنیادی	stamm	بنیادی	ADJ	N;SG
stamm	ساقه	stamm	None	ADJ	N;SG
stamm	تنه	stamm	None	ADJ	N;SG
stamm	کرنش	stamm	None	ADJ	N;SG
saß	نشستم	sitzen	None	V;IND;SG;3;PST;FIN	V;SG;1;PST
saß	نشست	sitzen	نشست	V;IND;SG;3;PST;FIN	N;SG
saß	نشستند	sitzen	None	V;IND;SG;3;PST;FIN	V;PL;3;PST
saß	بلندای	sitzen	بلندا	V;IND;SG;3;PST;FIN	N;SG
sowjetische	شوروی	sowjetisch	شوروی	ADJ;NOM;FEM;PL	N;SG
berater	مشاور	berater	مشاور	ADJ	N;SG
berater	مشاور	berater	مشاور	ADJ	N;SG
berater	مشاوران	berater	مشاور	ADJ	N;PL
berater	مشاوران	berater	مشاور	ADJ	N;PL
qualifiziert	ماهر	qualifizieren	ماهر	ADJ;V.PTCP	N;SG
qualifiziert	شایستگی	qualifizieren	شایستگی	ADJ;V.PTCP	N;SG
jury	منصفه	jury	None		N;SG
formal	صوری	formal	صوری	ADJ	N;SG
holland	هالند	holland	هالند		N;SG
holland	هلند	holland	هلند		N;SG
ergänzen	مکمل	ergänzen	None	V;NFIN	N;SG
ergänzen	متمم	ergänzen	None	V;NFIN	N;SG
ergänzen	مکمل	ergänzen	None	V;NFIN	N;SG
ergänzen	متمم	ergänzen	None	V;NFIN	N;SG
konkurrenz	رقیب	konkurrenz	رقیب	ADJ	N;SG
konkurrenz	رقابت	konkurrenz	رقابت	ADJ	N;SG
geteilt	تقسیم	teilen	تقسیم	V;V.PTCP	N;SG
geteilt	شکافتن	teilen	شکافتن	V;V.PTCP	N;SG
prüfen	وارسی	prüfen	None	V;NFIN	N;SG
prüfen	تأیید	prüfen	تأیید	V;NFIN	N;SG
prüfen	بررسی	prüfen	بررسی	V;NFIN	N;SG
gesicht	چهره	sechen	چهره	V;V.PTCP	N;SG
gesicht	رخسار	sechen	رخسار	V;V.PTCP	N;SG
gesicht	چهره	sechen	چهره	V;V.PTCP	N;SG
gesicht	صورت	sechen	صورت	V;V.PTCP	N;SG
gesicht	face	sechen	face	V;V.PTCP	N;SG
türkische	ترکان	türkisch	ترکان	ADJ;NOM;FEM;PL	N;SG
türkische	ترکی	türkisch	ترکی	ADJ;NOM;FEM;PL	N;SG
türkische	ترکیه	türkisch	ترکیه	ADJ;NOM;FEM;PL	N;SG
türkische	ترکی	türkisch	ترکی	ADJ;NOM;FEM;PL	N;SG
atlas	اطلس	atlas	None	PROPN	
abschnitte	بخشهای	abschneiden	بخش		N;PL
abschnitte	بخشها	abschneiden	بخش		N;PL
platte	پلاک	platen	None		N;SG
platte	بشقاب	platen	بشقاب		N;SG
platte	پلت	platen	پلت		N;SG
sand	شن	sinden	شن		N;SG
sand	سند	sinden	سند		N;SG
sand	ماسه	sinden	ماسه		N;SG
sand	شنی	sinden	شنی		N;SG
sand	سندز	sinden	سندز		N;SG
scheinen	جلوه	scheinen	جلوه	V;NFIN	N;SG
scheinen	تابان	scheinen	تابان	V;NFIN	N;SG
