berkeley	berkeley	berkeley	berkeley	PROPN	PROPN
sesat	abătut	sesat	abătut	N;SG	ADJ;INDF;MASC;SG
sesat	perverse	sesat	pervers	N;SG	ADJ;INDF;FEM;PL
sesat	pervers	sesat	pervers	N;SG	ADJ;INDF;MASC;SG
lunar	lunar	lunar	lunar	PROPN	ADJ;INDF;MASC;SG
relevan	relevant	relevan	relevant	N;SG	ADJ;INDF;MASC;SG
relevan	relevantă	relevan	relevant	N;SG	ADJ;INDF;FEM;SG
relevan	relevante	relevan	relevant	N;SG	ADJ;INDF;FEM;PL
kurdi	kurd	kurdi	kurd	PROPN	N;INDF;MASC;SG
kurdi	kurdă	kurdi	kurdă	PROPN	N;INDF;FEM;SG
kurdi	kurd	kurdi	kurd	PROPN	N;INDF;MASC;SG
kurdi	kurzi	kurdi	kurzi	PROPN	N;INDF;MASC;PL
derek	crane	derek	crană	N	PROPN
derek	derek	derek	dereke	N	PROPN
maros	maros	maros	maros	PROPN	N;INDF;MASC;SG
holmes	holmes	holmes	holmes	PROPN	PROPN
combat	combat	combat	combate	PROPN	V;IND;PL;3;PRS;FIN
bertingkat	decker	bertingkat	decker	V;SG;ACT	PROPN
eksekusi	execută	eksekusi	executa	N;SG	V;IND;SG;3;PST;FIN
eksekusi	executate	eksekusi	executa	N;SG	ADJ;INDF;FEM;PL
eksekusi	executată	eksekusi	executa	N;SG	ADJ;INDF;FEM;SG
eksekusi	executat	eksekusi	executa	N;SG	ADJ;INDF;MASC;SG
homo	homo	homo	homo	PROPN	N;INDF;MASC;SG
crown	coroana	crown	coroană	PROPN	N;DEF;FEM;SG
crown	coroană	crown	coroană	PROPN	N;INDF;FEM;SG
crown	crown	crown	crown	PROPN	PROPN
miliki	au	miliki	avea	V;SG;ACT	V;PL;3
penafsiran	interpretări	penafsiran	interpretare	N;SG	N;INDF;FEM;PL
cha	cha	cha	cha	PROPN	N;INDF;MASC;SG
noah	noe	noah	nou	PROPN	PROPN
noah	noah	noah	noah	PROPN	PROPN
dangkal	banale	dangkal	banal	ADJ;SG	ADJ;INDF;FEM;PL
dangkal	superficial	dangkal	superficial	ADJ;SG	ADV
dangkal	superficiale	dangkal	superficial	ADJ;SG	ADJ;INDF;FEM;PL
dangkal	superficial	dangkal	superficial	ADJ;SG	ADV
dangkal	superficiale	dangkal	superficial	ADJ;SG	ADJ;INDF;FEM;PL
aerospace	aerospace	aerospace	aerospace	PROPN	N;INDF;MASC;SG
