terry	terry	terry	terry	PROPN	N;MASC;SG
divizata	divididas	divizat	dividir	ADJ;DEF;FEM;SG	V;FEM;PL;V.PTCP
divizata	dividida	divizat	dividir	ADJ;DEF;FEM;SG	V;FEM;SG;V.PTCP
divizata	dividido	divizat	dividir	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
divizata	divididos	divizat	dividir	ADJ;DEF;FEM;SG	V;MASC;PL;V.PTCP
divizata	divido	divizat	divido	ADJ;DEF;FEM;SG	V;MASC;SG;V.PTCP
princeton	princeton	princeton	princeton	PROPN	N;MASC;SG
navigatie	navegar	navigatie	navegar	N;INDF;FEM;SG	V;NFIN
bratul	armar	brat	armar	N;DEF;MASC;SG	V;NFIN
aurul	dourado	aur	dourar	N;DEF;MASC;SG	V;MASC;SG;V.PTCP
australiei	austrália	australie	austrália	PROPN;DEF;FEM;SG	N;FEM;SG
australiei	montar	australie	montar	PROPN;DEF;FEM;SG	V;NFIN
violent	violentas	violent	violento	ADJ;INDF;MASC;SG	ADJ;FEM;PL
violent	violentos	violent	violento	ADJ;INDF;MASC;SG	N;MASC;PL
joyce	joyce	joycă	joyce	PROPN	N;FEM;SG
acceptate	aceitos	accepta	aceito	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
acceptate	aceites	accepta	aceite	ADJ;INDF;FEM;PL	V;MASC;PL;V.PTCP
acceptate	aceitado	accepta	aceitar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
acceptate	aceite	accepta	aceitar	ADJ;INDF;FEM;PL	INTJ
acceptate	aceita	accepta	aceitar	ADJ;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
acceptate	aceito	accepta	aceitar	ADJ;INDF;FEM;PL	V;MASC;SG;V.PTCP
genetica	genéticos	genetică	genético	N;DEF;FEM;SG	N;MASC;PL
