ψωμί	pães	ψωμί	pão	N;NOM;NEUT;SG	N;MASC;PL
μίσιγκαν	michigan	μίσιγκαν	michigan		N;MASC;SG
ψηλό	alto	ψηλός	alto	ADJ;NOM;NEUT;SG	ADV
ψηλό	tall	ψηλός	tall	ADJ;NOM;NEUT;SG	N;MASC;SG
ψηλό	altos	ψηλός	alto	ADJ;NOM;NEUT;SG	N;MASC;PL
ψηλό	altas	ψηλός	alto	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ψηλό	alta	ψηλός	alta	ADJ;NOM;NEUT;SG	N;FEM;SG
υποχρεωτικά	obrigatório	υποχρεωτικά	obrigatório	ADV	ADJ;MASC;SG
υποχρεωτικά	obrigatórias	υποχρεωτικά	obrigatório	ADV	ADJ;FEM;PL
υποχρεωτικά	obrigatórios	υποχρεωτικά	obrigatório	ADV	ADJ;MASC;PL
υποχρεωτικά	obrigatória	υποχρεωτικά	obrigatório	ADV	ADJ;FEM;SG
υποχρεωτικά	obrigatório	υποχρεωτικά	obrigatório	ADV	ADJ;MASC;SG
υποχρεωτικά	obrigatórias	υποχρεωτικά	obrigatório	ADV	ADJ;FEM;PL
υποχρεωτικά	obrigatórios	υποχρεωτικά	obrigatório	ADV	ADJ;MASC;PL
υποχρεωτικά	obrigatória	υποχρεωτικά	obrigatório	ADV	ADJ;FEM;SG
λιντς	leeds	λιντς	leed		N;MASC;SG
λιντς	lynch	λιντς	lynch		N;MASC;SG
λιντς	linz	λιντς	linz		N;MASC;SG
σύνθετη	composto	σύνθετος	compor	ADV	V;MASC;SG;V.PTCP
σύνθετη	compósitos	σύνθετος	compósito	ADV	N;MASC;PL
σύνθετη	complexas	σύνθετος	complexo	ADV	ADJ;FEM;PL
σύνθετη	complexo	σύνθετος	complexo	ADV	ADJ;MASC;SG
σύνθετη	complexos	σύνθετος	complexo	ADV	ADJ;MASC;PL
σύνθετη	complexa	σύνθετος	complexo	ADV	ADJ;FEM;SG
επαναλαμβάνεται	repetidas	επαναλαμβάνω	repetir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
επαναλαμβάνεται	repetidos	επαναλαμβάνω	repetir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
φοίνικας	fénix	φοίνικος	fénix	ADJ;NOM;MASC;SG	N;FEM;SG
φοίνικας	fênix	φοίνικος	fênix	ADJ;NOM;MASC;SG	N;FEM;SG
φοίνικας	phoenix	φοίνικος	phoenix	ADJ;NOM;MASC;SG	N;MASC;SG
σάμιουελ	samuel	σάμιουελ	samuel		N;MASC;SG
προσφέρθηκε	oferecidos	προσφέρω	oferecer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
ισλαμική	islâmica	ισλαμικός	islâmico	ADJ;NOM;FEM;SG	N;FEM;SG
ισλαμική	islâmicos	ισλαμικός	islâmico	ADJ;NOM;FEM;SG	N;MASC;PL
ισλαμική	islâmicas	ισλαμικός	islâmico	ADJ;NOM;FEM;SG	N;FEM;PL
εχθροί	hostis	εχθρός	hostil	N;NOM;MASC;PL	ADJ;MASC;PL
γυρισμάτων	filmando	γύρισμα	filmar	N;GEN;NEUT;PL	V;V.MSDR
γυρισμάτων	filmar	γύρισμα	filmar	N;GEN;NEUT;PL	V;NFIN
γυρισμάτων	filmagem	γύρισμα	filmagem	N;GEN;NEUT;PL	N;FEM;SG
αναψυχής	recreativas	αναψυχή	recreativo	N;GEN;FEM;SG	N;FEM;PL
νεα	novo	νέος	novo	N;NOM;FEM;SG	ADJ;MASC;SG
νεα	novas	νέος	novo	N;NOM;FEM;SG	ADJ;FEM;PL
νεα	novos	νέος	novo	N;NOM;FEM;SG	ADJ;MASC;PL
νεα	nova	νέος	novo	N;NOM;FEM;SG	ADJ;FEM;SG
νεα	novidades	νέος	novidade	N;NOM;FEM;SG	N;FEM;PL
νεα	noticias	νέος	noticia	N;NOM;FEM;SG	N;FEM;PL
νεα	notícias	νέος	notícia	N;NOM;FEM;SG	N;FEM;PL
βιθυνίας	bitínia	βιθυνία	bitínia	PROPN;GEN;FEM;SG	N;FEM;SG
καινοτομίες	inovação	καινοτομία	inovação	N;NOM;FEM;PL	N;FEM;SG
απαγορεύτηκε	proibidos	απαγορεύω	proibir	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
σταματά	paradas	σταματός	parada	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
σταματά	paragens	σταματός	paragem	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
νόρμαν	normando	νόρμαν	normar		N;MASC;SG
νόρμαν	normandos	νόρμαν	normando		N;MASC;PL
νόρμαν	norman	νόρμαν	norman		N;MASC;SG
νόρμαν	normanda	νόρμαν	normanda		N;FEM;SG
ντίνος	dinos	ντίνος	dino	PROPN;NOM;MASC;SG	N;MASC;PL
στέκεται	bancas	στέκω	banca	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
στέκεται	bancadas	στέκω	bancada	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
στέκεται	stands	στέκω	stand	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;PL
κλάους	klaus	κλάος	klaus	PROPN;NOM;MASC;SG	N;MASC;SG
γενέθλια	aniversário	γενέθλιο	aniversário	N;NOM;NEUT;PL	N;MASC;SG
γενέθλια	aniversario	γενέθλιο	aniversario	N;NOM;NEUT;PL	N;MASC;SG
περίληψη	sumário	περίληψη	sumário	N;NOM;FEM;SG	ADJ;MASC;SG
αμφιβολίες	duvida	αμφιβολία	duvidar	N;NOM;FEM;PL	N;FEM;SG
ευριπίδης	eurípedes	ευριπίδης	eurípede	PROPN;NOM;MASC;SG	N;MASC;SG
πυκνή	densas	πυκνός	denso	ADJ;NOM;FEM;SG	ADJ;FEM;PL
μάγια	maia	μάγι	maia	N;NOM;NEUT;PL	N;MASC;SG
μάγια	maya	μάγι	maya	N;NOM;NEUT;PL	N;FEM;SG
μάγια	maia	μάγι	maia	N;NOM;NEUT;PL	N;MASC;SG
μάγια	maja	μάγι	maja	N;NOM;NEUT;PL	N;FEM;SG
εργαζόμενοι	assalariados	εργαζόμενος	assalariado	N;NOM;MASC;PL	V;MASC;PL;V.PTCP
επανέλαβε	repita	επαναλαμβάνω	repetir	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
επανέλαβε	repete	επαναλαμβάνω	repetir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
επανέλαβε	repito	επαναλαμβάνω	repito	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PRS;FIN
επανέλαβε	repetição	επαναλαμβάνω	repetição	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
λούκα	luca	λούκα	luca		N;MASC;SG
λούκα	lucca	λούκα	lucca		N;MASC;SG
λούκα	luka	λούκα	luka		N;MASC;SG
φρέντερικ	frederic	φρέντερικ	frederic	PROPN;NOM;MASC;SG	N;MASC;SG
φρέντερικ	frederico	φρέντερικ	frederico	PROPN;NOM;MASC;SG	N;MASC;SG
φρέντερικ	frederick	φρέντερικ	frederick	PROPN;NOM;MASC;SG	N;MASC;SG
ρόζα	rosa	ρόζος	rosa	PROPN;NOM;FEM;SG	N;FEM;SG
λεπτομερή	detalhado	λεπτομερής	detalhar	ADV	V;MASC;SG;V.PTCP
λεπτομερή	pormenorizadas	λεπτομερής	pormenorizar	ADV	V;FEM;PL;V.PTCP
λεπτομερή	detalhada	λεπτομερής	detalhar	ADV	V;FEM;SG;V.PTCP
λεπτομερή	detalhadas	λεπτομερής	detalhar	ADV	V;FEM;PL;V.PTCP
τυρί	queijos	τυρί	queijo	N;NOM;NEUT;SG	N;MASC;PL
κίτρινη	amarelos	κίτρινος	amarelo	ADJ;NOM;FEM;SG	N;MASC;PL
κίτρινη	amarela	κίτρινος	amarela	ADJ;NOM;FEM;SG	N;FEM;SG
γρήγορο	rápido	γρήγορος	rápido	N;NOM;NEUT;SG	ADJ;MASC;SG
πάντσερ	panzers	πάντσερ	panzer	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
μπατίστα	batista	μπατίστα	batista		N;MASC;SG
ερωτικό	eróticos	ερωτικός	erótico	ADJ;NOM;NEUT;SG	N;MASC;PL
ερωτικό	erótica	ερωτικός	erótico	ADJ;NOM;NEUT;SG	N;FEM;SG
άπω	distal	άπω	distal	PROPN;NOM;FEM;SG	N;MASC;SG
καταχώρηση	inscrições	καταχώρηση	inscrição	N;ACC;FEM;SG	N;FEM;PL
μέλι	querida	μέλι	querer	N;NOM;NEUT;SG	V;FEM;SG;V.PTCP
τόλκιν	tolkien	τόλκιν	tolkien		N;MASC;SG
ναρκωτικά	fármacos	ναρκωτικά	fármaco	ADV	N;MASC;PL
ναρκωτικά	droga	ναρκωτικά	droga	ADV	N;FEM;SG
ναρκωτικά	drogas	ναρκωτικά	droga	ADV	N;FEM;PL
αρμένιοι	armênios	αρμένιος	armênio	ADJ;NOM;MASC;PL	N;MASC;PL
αρμένιοι	arménios	αρμένιος	arménio	ADJ;NOM;MASC;PL	N;MASC;PL
τζόρτζια	georgia	τζόρτζια	georgia		N;FEM;SG
τζόρτζια	geórgia	τζόρτζια	geórgia		N;FEM;SG
αυξάνονται	crescente	αυξάνω	crescente	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;SG
καταδρομικό	cruzador	καταδρομικός	cruzador	ADJ;NOM;NEUT;SG	N;MASC;SG
ενέδρα	emboscada	ενδρα	emboscar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
ενέδρα	emboscada	ενδρα	emboscar	N;NOM;MASC;SG	V;FEM;SG;V.PTCP
ενέδρα	emboscados	ενδρα	emboscar	N;NOM;MASC;SG	V;MASC;PL;V.PTCP
μετανάστευσαν	imigrou	μετανάστευσαν	imigrar	V;PFV;IND;PL;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
σπόροι	semente	σπόρος	semente	N;NOM;MASC;PL	N;FEM;SG
ονομαστική	classificou	ονομαστικός	classificar	ADJ;NOM;FEM;SG	V;IND;SG;3;PST;FIN
ονομαστική	avaliado	ονομαστικός	avaliar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
ονομαστική	classificados	ονομαστικός	classificar	ADJ;NOM;FEM;SG	V;MASC;PL;V.PTCP
ονομαστική	classificado	ονομαστικός	classificar	ADJ;NOM;FEM;SG	V;MASC;SG;V.PTCP
ονομαστική	nominais	ονομαστικός	nominal	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υποδοχής	acolhedor	υποδοχή	acolhedor	N;GEN;FEM;SG	ADJ;MASC;SG
παρτιζάν	partizan	παρτιζάν	partizan		N;MASC;SG
βαθμιαία	gradual	βαθμιαίος	gradual	ADV	ADJ;MASC;SG
καθολικοί	católicos	καθολικός	católico	ADJ;NOM;MASC;PL	N;MASC;PL
καθολικοί	católico	καθολικός	católico	ADJ;NOM;MASC;PL	N;MASC;SG
καθολικοί	católicas	καθολικός	católico	ADJ;NOM;MASC;PL	N;FEM;PL
καθολικοί	católicos	καθολικός	católico	ADJ;NOM;MASC;PL	N;MASC;PL
καθολικοί	catolicismo	καθολικός	catolicismo	ADJ;NOM;MASC;PL	N;MASC;SG
καθολικοί	católica	καθολικός	católico	ADJ;NOM;MASC;PL	N;FEM;SG
ισοδύναμο	equivalentes	ισοδύναμος	equivalente	N;NOM;NEUT;SG	ADJ;MASC;PL
ισοδύναμο	equivalente	ισοδύναμος	equivalente	N;NOM;NEUT;SG	ADJ;MASC;SG
εθνικοί	nacionais	εθνικός	nacional	ADJ;NOM;MASC;PL	N;MASC;PL
χόρχε	jorge	χόρχω	jorge		N;MASC;SG
σώθηκε	salvo	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;PASS	ADV
σώθηκε	salva	σώνω	salvar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;PRS;FIN
σώθηκε	salvos	σώνω	salvo	V;PFV;IND;SG;3;PST;FIN;PASS	N;MASC;PL
σώθηκε	guardados	σώνω	guardar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
κοσμική	seculares	κοσμικός	secular	ADJ;NOM;FEM;SG	N;MASC;PL
κοσμική	cósmicos	κοσμικός	cósmico	ADJ;NOM;FEM;SG	N;MASC;PL
κοσμική	cósmica	κοσμικός	cósmico	ADJ;NOM;FEM;SG	N;FEM;SG
κοσμική	mundanos	κοσμικός	mundano	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σο	shaw	σο	shaw		N;MASC;SG
τύραννος	tirana	τύραννος	tirana	ADJ;NOM;MASC;SG	N;FEM;SG
τύραννος	tirano	τύραννος	tirano	ADJ;NOM;MASC;SG	N;MASC;SG
μάργκαρετ	margaret	μάργκαρμα	margaret		N;FEM;SG
μάργκαρετ	margarida	μάργκαρμα	margarida		N;FEM;SG
δοχείο	contentores	δοχείο	contentor	N;NOM;NEUT;SG	N;MASC;PL
νίγηρα	níger	νίγηρα	níger		N;MASC;SG
θωρηκτό	couraçado	θωρηκτό	couraçar	N;NOM;NEUT;SG	V;MASC;SG;V.PTCP
σηματοδότησε	marcadas	σηματοδοτώ	marcar	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;V.PTCP
σηματοδότησε	marcados	σηματοδοτώ	marcar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
συμπλήρωμα	suplementos	συμπλήρωμα	suplemento	N;NOM;NEUT;SG	N;MASC;PL
αγιος	santo	αγιος	santo	DET;NOM;DEF;MASC;SG	N;MASC;SG
αγιος	saint	αγιος	saint	DET;NOM;DEF;MASC;SG	N;MASC;SG
αγιος	santa	αγιος	santo	DET;NOM;DEF;MASC;SG	N;FEM;SG
διηπειρωτικό	transcontinental	διηπειρωτικός	transcontinental		N;MASC;SG
φέγενορντ	feyenoord	φέγενορντ	feyenoord		N;MASC;SG
τουρκμενιστάν	turquemenistão	τουρκμενιστάν	turquemenistão		N;MASC;SG
γράψω	escreve	γράψω	escrever	V;PFV;IND;SG;1;FIN;ACT	V;IND;SG;3;PRS;FIN
γράψω	escreva	γράψω	escrever	V;PFV;IND;SG;1;FIN;ACT	V;SBJV;SG;3;PRS;FIN
μετς	metz	μετς	metz	PROPN;NOM;FEM;SG	PROPN;MASC;SG
μετς	metástases	μετς	metástase	PROPN;NOM;FEM;SG	N;MASC;PL
μετς	mets	μετς	mets	PROPN;NOM;FEM;SG	N;MASC;SG
δολοφόνος	assassina	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;FEM;SG
δολοφόνος	killer	δολοφόνος	killer	ADJ;NOM;MASC;SG	N;MASC;SG
δολοφόνος	matador	δολοφόνος	matador	ADJ;NOM;MASC;SG	N;MASC;SG
δολοφόνος	assassino	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;MASC;SG
δολοφόνος	assassina	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;FEM;SG
δολοφόνος	assassino	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;MASC;SG
δολοφόνος	assassina	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;FEM;SG
δολοφόνος	assassino	δολοφόνος	assassino	ADJ;NOM;MASC;SG	N;MASC;SG
ωραίο	belo	ωραίος	belo	ADJ;NOM;NEUT;SG	N;MASC;SG
ωραίο	nice	ωραίος	nice	ADJ;NOM;NEUT;SG	N;MASC;SG
συμβολίζουν	simboliza	συμβολίζω	simbolizar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
μπάρμπαρα	bárbara	μπάρμπαρο	bárbara		N;FEM;SG
μπάρμπαρα	barbara	μπάρμπαρο	barbara		N;FEM;SG
λίτρα	litros	λίτρα	litro	N;NOM;NEUT;SG	N;MASC;PL
λίτρα	litros	λίτρα	litro	N;NOM;NEUT;SG	N;MASC;PL
αργό	lento	αργό	lento	N;NOM;NEUT;SG	ADJ;MASC;SG
αργό	lenta	αργό	lento	N;NOM;NEUT;SG	ADJ;FEM;SG
αργό	devagar	αργό	devagar	N;NOM;NEUT;SG	ADV
εκπαιδευτικός	educadora	εκπαιδευτικός	educadora	ADJ;NOM;MASC;SG	N;FEM;SG
εκπαιδευτικός	educador	εκπαιδευτικός	educador	ADJ;NOM;MASC;SG	N;MASC;SG
διαθεσιμότητα	disponibilidades	διαθεσιμότητα	disponibilidade	N;ACC;FEM;SG	N;FEM;PL
εκλειπτική	eclíptica	εκλειπτικός	eclíptico	ADJ;ACC;FEM;SG	N;FEM;SG
φθορά	veste	φθορά	veste	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
φθορά	vestir	φθορά	vestir	N;NOM;FEM;SG	V;NFIN
χατζή	hajji	χατζός	hajji	PROPN;NOM;MASC;SG	N;MASC;SG
καταλύτη	catalisadores	κατάλυτο	catalisador	N;VOC;MASC;SG	N;MASC;PL
βόλφγκανγκ	wolfgang	βόλφγκανγκ	wolfgang		N;MASC;SG
συναίσθημα	emoções	συναίσθημα	emoção	N;NOM;NEUT;SG	N;FEM;PL
συναίσθημα	sentindo	συναίσθημα	sentir	N;NOM;NEUT;SG	V;V.MSDR
γουιάνα	guiana	γουιάνα	guiana	PROPN;ACC;FEM;SG	N;FEM;SG
αλβανικά	albanês	αλβανικά	albanês	ADV	N;MASC;SG
αλβανικά	albaneses	αλβανικά	albanês	ADV	N;MASC;PL
αλβανικά	albânia	αλβανικά	albânia	ADV	N;FEM;SG
αλβανικά	albanesa	αλβανικά	albanês	ADV	N;FEM;SG
αποκλεισμού	exclusões	αποκλεισμός	exclusão	N;GEN;MASC;SG	N;FEM;PL
συγκομιδή	colhendo	συγκομιδός	colher	N;NOM;FEM;SG	V;V.MSDR
μπέλα	bella	μπέλα	bella		N;FEM;SG
προοδευτικό	progressiva	προοδευτικός	progressivo	ADJ;NOM;NEUT;SG	N;FEM;SG
ύπνο	dormir	ύπνο	dormir	N;ACC;MASC;SG	V;NFIN
ύπνο	dorme	ύπνο	dorme	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
ύπνο	durma	ύπνο	dormir	N;ACC;MASC;SG	V;SBJV;SG;3;PRS;FIN
συντηρητική	conservadores	συντηρητικός	conservador	ADJ;NOM;FEM;SG	N;MASC;PL
κόρδοβα	córdoba	κόρδοβος	córdoba	PROPN;NOM;FEM;SG	N;MASC;SG
κόρδοβα	córdova	κόρδοβος	córdova	PROPN;NOM;FEM;SG	N;MASC;SG
κόρδοβα	córdoba	κόρδοβος	córdoba	PROPN;NOM;FEM;SG	N;MASC;SG
κόρδοβα	córdova	κόρδοβος	córdova	PROPN;NOM;FEM;SG	N;MASC;SG
βούλγαρος	búlgara	βούλγαρος	búlgara	PROPN;NOM;MASC;SG	N;FEM;SG
βούλγαρος	búlgaro	βούλγαρος	búlgaro	PROPN;NOM;MASC;SG	N;MASC;SG
βούλγαρος	búlgaros	βούλγαρος	búlgaro	PROPN;NOM;MASC;SG	N;MASC;PL
αναπνοή	respirar	αναπνοή	respirar	N;NOM;FEM;SG	V;NFIN
αναπνοή	respirando	αναπνοή	respirar	N;NOM;FEM;SG	V;V.MSDR
θρίαμβος	triunfar	θρίαμβος	triunfar	N;NOM;MASC;SG	V;NFIN
πειραματική	experimentais	πειραματικός	experimental	ADJ;NOM;FEM;SG	N;MASC;PL
ανασκαφή	escavações	ανασκαφή	escavação	N;NOM;FEM;SG	N;FEM;PL
ανασκαφή	escavar	ανασκαφή	escavar	N;NOM;FEM;SG	V;NFIN
ανασκαφή	cavar	ανασκαφή	cavar	N;NOM;FEM;SG	V;NFIN
γεια	olá	γεια	olá	V;PFV;IND;SG;1;PRS;FIN;ACT	ADV
γεια	alô	γεια	alô	V;PFV;IND;SG;1;PRS;FIN;ACT	N;MASC;SG
γεια	hello	γεια	hello	V;PFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
καρποί	fruto	καρπός	fruto	N;NOM;MASC;PL	N;MASC;SG
καρποί	fruta	καρπός	fruta	N;NOM;MASC;PL	N;FEM;SG
καρποί	nuts	καρπός	nut	N;NOM;MASC;PL	N;MASC;SG
στοκ	estoque	στοκ	estoque		N;MASC;SG
στοκ	existências	στοκ	existência		N;FEM;PL
στοκ	stock	στοκ	stock		N;MASC;PL
θανάσιμα	mortífero	θανάσιμος	mortífero	ADV	ADJ;MASC;SG
θανάσιμα	mortífera	θανάσιμος	mortíferar	ADV	N;FEM;SG
θανάσιμα	mortal	θανάσιμος	mortal	ADV	N;MASC;SG
συμφέρον	juros	συμφέρον	juro	N;NOM;NEUT;SG	N;MASC;PL
οδήγηση	conduzir	οδήγηση	conduzir	N;NOM;FEM;SG	V;NFIN
οδήγηση	conduza	οδήγηση	conduzir	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
οδήγηση	conduz	οδήγηση	conduzir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
οδήγηση	conduzir	οδήγηση	conduzir	N;NOM;FEM;SG	V;NFIN
οδήγηση	dirigindo	οδήγηση	dirigir	N;NOM;FEM;SG	V;V.MSDR
οδήγηση	conduzindo	οδήγηση	conduzir	N;NOM;FEM;SG	V;V.MSDR
γουάιτ	wyatt	γουάιτ	wyatt		N;MASC;SG
δυσαρέσκεια	ressentimentos	δυσαρέσκεια	ressentimento	N;ACC;FEM;SG	N;MASC;PL
εφικτό	viabilidade	εφικτός	viabilidade	ADJ;NOM;NEUT;SG	N;FEM;SG
ουγγρική	húngaros	ουγγρικός	húngaro	ADJ;NOM;FEM;SG	N;MASC;PL
ουγγρική	húngaro	ουγγρικός	húngaro	ADJ;NOM;FEM;SG	N;MASC;SG
ουγγρική	húngara	ουγγρικός	húngaro	ADJ;NOM;FEM;SG	N;FEM;SG
διόδωρος	diodoro	διόδωρος	diodoro	PROPN;NOM;MASC;SG	N;MASC;SG
καστ	gesso	καστ	gesso		N;MASC;SG
καστ	elenco	καστ	elenco		N;MASC;SG
θεωρητικό	teórica	θεωρητικός	teórico	ADJ;NOM;NEUT;SG	N;FEM;SG
θεωρητικό	teórico	θεωρητικός	teórico	ADJ;NOM;NEUT;SG	N;MASC;SG
θεωρητικό	teóricos	θεωρητικός	teórico	ADJ;NOM;NEUT;SG	N;MASC;PL
θεωρητικό	teóricas	θεωρητικός	teórico	ADJ;NOM;NEUT;SG	N;FEM;PL
σενεγάλη	senegal	σενεγάλος	senegal	PROPN;ACC;FEM;SG	N;MASC;SG
σκοράρει	pontuação	σκοράρω	pontuação	V;PFV;NFIN;ACT	N;FEM;SG
σκοράρει	pontuações	σκοράρω	pontuação	V;PFV;NFIN;ACT	N;FEM;PL
οργανωμένο	organizados	οργανωμένος	organizar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
οργανωμένο	organizados	οργανωμένος	organizar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;MASC;PL;V.PTCP
οργανωμένο	organizadas	οργανωμένος	organizar	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;FEM;PL;V.PTCP
νίκολας	nicolás	νίκολα	nicolás	PROPN;NOM;MASC;SG	N;MASC;SG
νίκολας	nicholas	νίκολα	nichola	PROPN;NOM;MASC;SG	N;FEM;PL
νίκολας	nicolau	νίκολα	nicolar	PROPN;NOM;MASC;SG	N;MASC;SG
