til	para	til	para	ADV	ADP
indspillede	grabados	indspille	grabado	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
indspillede	registrado	indspille	registrado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
indspillede	grabado	indspille	grabado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
lake	lagos	lake	lago	N;INDF;MASC+FEM;SG	N;MASC;PL
skud	disparos	skud	disparo	N;INDF;NEUT;SG	N;MASC;PL
skud	disparos	skud	disparo	N;INDF;NEUT;SG	N;MASC;PL
skud	tomas	skud	toma	N;INDF;NEUT;SG	N;FEM;PL
skud	disparos	skud	disparo	N;INDF;NEUT;SG	N;MASC;PL
skud	tiros	skud	tiro	N;INDF;NEUT;SG	N;MASC;PL
skud	chupitos	skud	chupito	N;INDF;NEUT;SG	N;MASC;PL
wcw	wcw	wcw	wcw	PROPN	N;MASC;SG
traktaten	tratado	traktat	tratar	N;DEF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
valign	valign	valign	valign	ADJ;INDF;MASC+FEM;SG	
trukket	dibujado	trække	dibujado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
trukket	remolcado	trække	remolcado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
moltke	moltke	moltk	moltke		N;MASC;SG
dokumentarfilm	documentales	dokumentarfilm	documental	N;INDF;NEUT;SG	N;MASC;PL
dokumentarfilm	documental	dokumentarfilm	documental	N;INDF;NEUT;SG	ADJ;SG
dokumentarfilm	documentales	dokumentarfilm	documental	N;INDF;NEUT;SG	N;MASC;PL
ombygget	reconstruida	ombygge	reconstruido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ombygget	reconstruido	ombygge	reconstruir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ombygget	convertida	ombygge	convertido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ombygget	convertidos	ombygge	convertido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ombygget	convertido	ombygge	convertido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ombygget	remodelado	ombygge	remodelar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
ombygget	modificada	ombygge	modificado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ombygget	modificados	ombygge	modificado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
ombygget	modificadas	ombygge	modificar	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
ombygget	modificado	ombygge	modificado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
forum	forum	forum	forum	N;INDF;NEUT;SG	
forum	foros	forum	foro	N;INDF;NEUT;SG	N;MASC;PL
introduceret	introducido	introducere	introducir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
introduceret	introducidos	introducere	introducido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
introduceret	introducida	introducere	introducido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
cross	cruz	cross	cruz		N;FEM;SG
cross	cross	cross	cross		N
cross	cruce	cross	cruce		N;MASC;SG
cross	cruzado	cross	cruzar		ADJ;MASC;SG;V.PTCP
kritisk	critica	kritisk	criticar	ADJ;INDF;SG	V;IND;SG;3;PRS;FIN
kritisk	críticos	kritisk	crítico	ADJ;INDF;SG	N;MASC;PL
kritisk	crítica	kritisk	crítica	ADJ;INDF;SG	N;FEM;SG
kritisk	críticamente	kritisk	críticamente	ADJ;INDF;SG	ADV
fortalte	contada	fortælle	contado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
disney	disney	disney	disney		N;MASC;SG
omvendt	reversa	omvendt	reversa	ADJ;INDF;SG	N;FEM;SG
omvendt	inversa	omvendt	inversa	ADJ;INDF;SG	N;FEM;SG
omvendt	reverso	omvendt	reverso	ADJ;INDF;SG	N;MASC;SG
omvendt	revés	omvendt	revés	ADJ;INDF;SG	N;MASC;SG
omvendt	invertir	omvendt	invertir	ADJ;INDF;SG	V;NFIN
omvendt	revertir	omvendt	revertir	ADJ;INDF;SG	V;NFIN
tokyo	tokyo	tokyo	tokyo		N;MASC;SG
tokyo	tokio	tokyo	tokio		N;MASC;SG
bille	escarabajos	bille	escarabajo	N;INDF;MASC+FEM;SG	N;MASC;PL
fulgt	seguido	følge	seguido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
fulgt	seguida	følge	seguido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
ejendom	propiedades	ejendom	propiedad	N;INDF;MASC+FEM;SG	N;FEM;PL
drives	operado	drive	operado	V;IND;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
drives	operó	drive	operar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
drives	operaba	drive	operar	V;IND;PRS;FIN;PASS	V;IND;SG;3;IPFV;FIN
anti	anti	anti	anti		
prøve	muestras	prøve	muestra	V;NFIN;ACT	N;FEM;PL
prøve	ejemplo	prøve	ejemplo	V;NFIN;ACT	N;MASC;SG
prøve	test	prøve	test	V;NFIN;ACT	N;MASC;SG
prøve	prueba	prøve	prueba	V;NFIN;ACT	N;FEM;SG
prøve	ensayo	prøve	ensayo	V;NFIN;ACT	N;MASC;SG
årsager	causa	årsag	causa	N;INDF;MASC+FEM;PL	N;FEM;SG
jonas	jonás	jonas	jonás	N;INDF;MASC+FEM;SG	
jonas	jonas	jonas	jona	N;INDF;MASC+FEM;SG	N;MASC;PL
spredt	dispersas	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
spredt	dispersa	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
spredt	disperso	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
spredt	dispersos	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
spredt	dispersas	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL
spredt	disperso	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
spredt	dispersa	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
spredt	dispersos	spredt	disperso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
forsvandt	desaparecido	forsvinde	desaparecido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsvandt	esfumado	forsvinde	esfumado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsvandt	desaparecido	forsvinde	desaparecido	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
forsvandt	desaparecidos	forsvinde	desaparecido	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
forsvandt	desaparecida	forsvinde	desaparecido	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
list	listado	list	listado	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
bjerge	montaña	bjerg	montaña	N;INDF;NEUT;PL	N;FEM;SG
wilson	wilson	wilson	wilson		N;MASC;SG
officerer	oficiales	officer	oficial	N;INDF;MASC+FEM;PL	ADJ;PL
færøske	feroés	færøske	feroés	ADJ;PL	ADJ;MASC;SG
ove	ove	ove	ove	PROPN	PROPN
matematik	mates	matematik	mate	N;INDF;MASC+FEM;SG	N;MASC;PL
matematik	matemáticas	matematik	matemático	N;INDF;MASC+FEM;SG	N;FEM;PL
matematik	matemático	matematik	matemático	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
matematik	matemáticas	matematik	matemático	N;INDF;MASC+FEM;SG	N;FEM;PL
matematik	matemática	matematik	matemático	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
matematik	mates	matematik	mate	N;INDF;MASC+FEM;SG	N;MASC;PL
matematik	matemáticas	matematik	matemático	N;INDF;MASC+FEM;SG	N;FEM;PL
matematik	matemática	matematik	matemático	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
kæreste	novia	kær	novia	ADJ;DEF;RL	N;FEM;SG
kæreste	novio	kær	novio	ADJ;DEF;RL	N;MASC;SG
kæreste	novios	kær	novio	ADJ;DEF;RL	N;MASC;PL
bidrog	contribuido	bidrog	contribuir	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
bidrog	aportado	bidrog	aportar	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
videnskab	ciencias	videnskab	ciencia	N;INDF;MASC+FEM;SG	N;FEM;PL
markeret	seleccionados	markere	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
markeret	seleccionado	markere	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
markeret	seleccionada	markere	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
markeret	seleccionadas	markere	seleccionado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
markeret	comprobado	markere	comprobar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
markeret	marcadas	markere	marcado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
markeret	marcada	markere	marcado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
markeret	marcado	markere	marcado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
markeret	marcados	markere	marcado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
øvre	upper	øvre	upper	ADJ	N
afsluttet	acabados	afslutte	acabar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
afsluttet	terminados	afslutte	terminado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
afsluttet	finalizado	afslutte	finalizar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afsluttet	acabado	afslutte	acabar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afsluttet	terminado	afslutte	terminar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afsluttet	terminada	afslutte	terminado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
afsluttet	completada	afslutte	completado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
afsluttet	finalizado	afslutte	finalizar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afsluttet	completadas	afslutte	completado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
afsluttet	completados	afslutte	completado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
afsluttet	terminado	afslutte	terminar	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
afsluttet	completado	afslutte	completado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
athen	atenas	athen	atena	PROPN	N;FEM;PL
lyder	sonidos	lyde	sonido	V;IND;PRS;FIN;ACT	N;MASC;PL
jerusalem	jerusalem	jerusalem	jerusalem	N;INDF;NEUT;SG	PROPN
computer	computadoras	compute	computador	N;INDF;MASC+FEM;SG	N;FEM;PL
computer	ordenadores	compute	ordenador	N;INDF;MASC+FEM;SG	N;MASC;PL
computer	escritorios	compute	escritorio	N;INDF;MASC+FEM;SG	N;MASC;PL
netværk	redes	netværk	red	N;INDF;NEUT;SG	N;FEM;PL
netværk	redes	netværk	red	N;INDF;NEUT;SG	N;FEM;PL
skudt	tiro	skyde	tiro	V;INDF;SG;PST;V.PTCP	N;MASC;SG
skudt	shot	skyde	shot	V;INDF;SG;PST;V.PTCP	N
skudt	disparo	skyde	disparo	V;INDF;SG;PST;V.PTCP	N;MASC;SG
charlie	charlie	charlie	charlie		PROPN
charlie	carlos	charlie	carlo		N;MASC;SG
charlie	charly	charlie	charly		N;MASC;SG
hævdede	reclamado	hævde	reclamado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
hævdede	reclamadas	hævde	reclamado	V;IND;PST;FIN;ACT	ADJ;FEM;PL
hævdede	reclamada	hævde	reclamado	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
personligt	personal	personligt	personal	ADV	ADJ;SG
personligt	personales	personligt	personal	ADV	ADJ;PL
passer	passer	passe	passer	V;IND;PRS;FIN;ACT	N
passer	fit	passe	fit	V;IND;PRS;FIN;ACT	
passer	apto	passe	apto	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
troede	pensamiento	tro	pensamiento	V;IND;PST;FIN;ACT	N;MASC;SG
troede	creído	tro	creer	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
troede	creía	tro	creer	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
may	may	may	maber		
may	mayo	may	mayo		N
kommunistiske	comunistas	kommunistisk	comunista	ADJ;PL	N;PL
kommunistiske	comunista	kommunistisk	comunista	ADJ;PL	ADJ;SG
blues	azules	blue	azul	N;INDF;MASC+FEM;SG	ADJ;PL
nato	nato	nato	nato	PROPN	N;MASC;SG
nato	otan	nato	otar	PROPN	N;FEM;SG
indholdet	contenidos	indhold	contenido	N;DEF;NEUT;SG	N;MASC;PL
lighed	parecido	lighed	parecido	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
lighed	parecido	lighed	parecido	N;INDF;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
handling	acciones	handling	acción	N;INDF;MASC+FEM;SG	N;FEM;PL
tony	tony	tony	tony		PROPN
tony	toni	tony	toni		PROPN
tony	antonio	tony	antonio		N;MASC;SG
fulde	full	fuld	full	ADJ;DEF;SG	INTJ
fulde	borracha	fuld	borracha	ADJ;DEF;SG	N;FEM;SG
fulde	borrachos	fuld	borracho	ADJ;DEF;SG	N;MASC;PL
eric	eric	eric	eric		PROPN
eric	erick	eric	erick		PROPN
eksamen	exámenes	eksamen	examen	N;INDF;MASC+FEM;SG	N;MASC;PL
repræsentant	representativas	repræsentant	representativo	N;INDF;MASC+FEM;SG	ADJ;FEM;PL
repræsentant	representativos	repræsentant	representativo	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
repræsentant	representativa	repræsentant	representativo	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
repræsentant	representativo	repræsentant	representativo	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
overvejende	predominantemente	overveje	predominantemente	ADJ	ADV
sex	sexuales	sex	sexual	N;INDF;MASC+FEM;SG	ADJ;PL
sex	sexos	sex	sexo	N;INDF;MASC+FEM;SG	N;MASC;PL
opløst	disuelta	opløse	disuelto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
opløst	disuelto	opløse	disuelto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
opløst	desintegrado	opløse	desintegrado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
opløst	disuelta	opløse	disuelto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
opløst	disuelto	opløse	disuelto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
forbedre	mejora	forbedre	mejora	V;NFIN;ACT	N;FEM;SG
førende	liderando	førende	liderar	ADJ	V;V.MSDR
førende	liderar	førende	liderar	ADJ	V;NFIN
beskrev	descrito	beskrive	descrito	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
beskrev	descrita	beskrive	descrito	V;IND;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
beskrev	descritos	beskrive	descrito	V;IND;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
rektor	principal	rektor	principal	N;INDF;MASC+FEM;SG	ADJ;SG
vilde	wild	vild	wild	ADJ;PL	N
vilde	silvestre	vild	silvestre	ADJ;PL	ADJ;SG
vilde	silvestres	vild	silvestre	ADJ;PL	N;FEM;PL
vilde	salvajes	vild	salvaje	ADJ;PL	N;PL
vilde	salvaje	vild	salvaje	ADJ;PL	ADJ;SG
vilde	salvajes	vild	salvaje	ADJ;PL	N;PL
kåret	votada	kår	votado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
kåret	votado	kår	votado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
beregnet	calculada	beregne	calculado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
beregnet	calculados	beregne	calculado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
beregnet	calculado	beregne	calculado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
beregnet	calculado	beregne	calculado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
langsomt	despacito	langsomt	despacito	ADV	INTJ
langsomt	lentitud	langsomt	lentitud	ADV	N;FEM;SG
langsomt	lento	langsomt	lento	ADV	ADJ;MASC;SG
langsomt	lenta	langsomt	lento	ADV	ADJ;FEM;SG
langsomt	lentos	langsomt	lento	ADV	ADJ;MASC;PL
langsomt	despacito	langsomt	despacito	ADV	INTJ
slagelse	slagelse	slagelse	slagelse	N;INDF;MASC+FEM;SG	PROPN
rolling	rodando	rolling	rodar	N;INDF;MASC+FEM;SG	V;V.MSDR
rolling	peque	rolling	peque	N;INDF;MASC+FEM;SG	
offentligt	público	offentligt	público	ADV	N;MASC;SG
offentligt	publico	offentligt	publico	ADV	ADJ;MASC;SG
offentligt	públicas	offentligt	público	ADV	ADJ;FEM;PL
offentligt	públicos	offentligt	público	ADV	ADJ;MASC;PL
holstebro	holstebro	holstebro	holstebro	N;INDF;NEUT;SG	
bragt	traído	bringe	traer	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bragt	traída	bringe	traído	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
für	für	für	für		PROPN
skove	bosque	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;SG
skove	selva	skov	selva	N;INDF;MASC+FEM;PL	N;FEM;SG
skove	bosque	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;SG
skove	bosque	skov	bosque	N;INDF;MASC+FEM;PL	N;MASC;SG
skove	forestales	skov	forestal	N;INDF;MASC+FEM;PL	ADJ;PL
skove	forestal	skov	forestal	N;INDF;MASC+FEM;PL	ADJ;SG
skove	selva	skov	selva	N;INDF;MASC+FEM;PL	N;FEM;SG
jernbanen	ferroviario	jernban	ferroviario	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
jernbanen	ferrocarriles	jernban	ferrocarril	N;DEF;MASC+FEM;SG	N;MASC;PL
jernbanen	ferroviarios	jernban	ferroviario	N;DEF;MASC+FEM;SG	N;MASC;PL
frederiksborg	frederiksborg	frederiksborg	frederiksborg	N;INDF;NEUT;SG	PROPN
navy	marina	navy	marina		N;FEM;SG
navy	armada	navy	armado		ADJ;FEM;SG;V.PTCP
hjalp	ayudado	hjælpe	ayudado	V;IND;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
len	len	len	lan		PROPN
tilladt	autorizadas	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
tilladt	autorizados	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tilladt	autorizada	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilladt	autorizado	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tilladt	autorizado	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tilladt	autorizadas	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
tilladt	autorizados	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tilladt	autorizada	tillade	autorizado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilladt	permisible	tillade	permisible	V;INDF;SG;PST;V.PTCP	ADJ;SG
tilladt	admisible	tillade	admisible	V;INDF;SG;PST;V.PTCP	ADJ;SG
tilladt	permitida	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilladt	permitidos	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tilladt	permitido	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
tilladt	permitida	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
tilladt	permitidos	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
tilladt	permitido	tillade	permitido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
milliarder	billón	milliard	billón	N;INDF;MASC+FEM;PL	N;MASC;SG
besat	poseída	besætte	poseído	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
besat	poseído	besætte	poseer	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
besat	ocupada	besætte	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
besat	ocupado	besætte	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
besat	ocupadas	besætte	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
besat	ocupados	besætte	ocupado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
besat	obsesionada	besætte	obsesionado	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
besat	obsesionado	besætte	obsesionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
besat	obsesionados	besætte	obsesionado	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
stone	gema	stone	gema		N;FEM;SG
stone	stone	stone	stone		N
stone	piedra	stone	piedra		N;FEM;SG
dårlig	malas	dårlig	malo	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
dårlig	malos	dårlig	malo	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
dårlig	bad	dårlig	bad	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
dårlig	mal	dårlig	mal	ADJ;INDF;MASC+FEM;SG	ADV
steg	rose	stige	rose	V;IND;PST;FIN;ACT	N
steg	rosa	stige	rosa	V;IND;PST;FIN;ACT	N;FEM;SG
musikalske	musicales	musikalsk	musical	ADJ;PL	N;MASC;PL
musikalske	musical	musikalsk	musical	ADJ;PL	ADJ;SG
juridisk	legalmente	juridisk	legalmente	ADJ;INDF;SG	ADV
juridisk	jurídicamente	juridisk	jurídicamente	ADJ;INDF;SG	ADV
juridisk	legales	juridisk	legal	ADJ;INDF;SG	ADJ;PL
juridisk	jurídicas	juridisk	jurídico	ADJ;INDF;SG	ADJ;FEM;PL
sports	deportivo	sports	deportivo		ADJ;MASC;SG
sports	deportes	sports	deporte		N;MASC;PL
sports	deporte	sports	deporte		N;MASC;SG
kolde	frio	kold	frio	ADJ;PL	
kolde	frías	kold	fría	ADJ;PL	N;FEM;PL
kolde	fría	kold	fría	ADJ;PL	N
kolde	frío	kold	frío	ADJ;PL	N;MASC;SG
kolde	cold	kold	cold	ADJ;PL	N
deler	compartan	dele	compartir	V;IND;PRS;FIN;ACT	V;IMP;PL;3;FIN
deler	share	dele	share	V;IND;PRS;FIN;ACT	N
deler	comparta	dele	compartir	V;IND;PRS;FIN;ACT	V;IMP;SG;3;FIN
besluttet	decidido	beslutte	decidido	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
halvt	mitad	halv	mitad	ADJ;INDF;NEUT;SG	N;FEM;SG
halvt	half	halv	half	ADJ;INDF;NEUT;SG	N
halvt	medio	halv	medio	ADJ;INDF;NEUT;SG	NUM;MASC;SG
hessen	hesse	hesse	hesse		N;MASC;SG
gentofte	gentofte	gentofte	gentoftar	PROPN	
foreslået	sugerida	foreslå	sugerido	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
foreslået	sugerido	foreslå	sugerir	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
foreslået	propuesto	foreslå	propuesto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
foreslået	propuesta	foreslå	propuesta	V;INDF;SG;PST;V.PTCP	N;FEM;SG
foreslået	proponía	foreslå	proponer	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
foreslået	propuestas	foreslå	propuesta	V;INDF;SG;PST;V.PTCP	N;FEM;PL
rigtigt	derecho	rigtigt	derecho	ADV	N;MASC;SG
rigtigt	correcto	rigtigt	correcto	ADV	ADJ;MASC;SG
rigtigt	derecha	rigtigt	derecha	ADV	N;FEM;SG
rigtigt	cierto	rigtigt	cierto	ADV	ADJ;MASC;SG
rigtigt	true	rigtigt	true	ADV	N
rigtigt	verdadera	rigtigt	verdadero	ADV	ADJ;FEM;SG
rigtigt	verdad	rigtigt	verdad	ADV	N;FEM;SG
rigtigt	verdadero	rigtigt	verdadero	ADV	ADJ;MASC;SG
gram	gramos	gram	gramo	N;INDF;MASC+FEM;SG	N;MASC;PL
gram	gramos	gram	gramo	N;INDF;MASC+FEM;SG	N;MASC;PL
iran	iran	iran	ir	PROPN	V;IND;PL;3;PRS;FIN
iran	irán	iran	ir	PROPN	V;IND;PL;3;FUT;FIN
bevarede	mantenida	bevare	mantenido	V;PL;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
bevarede	mantenido	bevare	mantener	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bevarede	mantenidas	bevare	mantenido	V;PL;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
bevarede	mantenidos	bevare	mantener	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bevarede	conservado	bevare	conservar	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bevarede	conservas	bevare	conserva	V;PL;PST;V.PTCP	N;FEM;PL
bevarede	preservado	bevare	preservado	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bevarede	conservados	bevare	conservado	V;PL;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
bevarede	conservado	bevare	conservar	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
bevarede	retenido	bevare	retenido	V;PL;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
kristen	christian	kristen	christiar	ADJ;INDF;MASC+FEM;SG	PROPN
kristen	cristianos	kristen	cristiano	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
kristen	cristian	kristen	cristiar	ADJ;INDF;MASC+FEM;SG	PROPN
kristen	cristián	kristen	cristián	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
kristen	kristen	kristen	kristir	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
drive	conduzca	drive	conducir	N;INDF;MASC+FEM;SG	V;SBJV;SG;3;FIN
drive	conduce	drive	conducir	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
drive	conducir	drive	conducir	N;INDF;MASC+FEM;SG	V;NFIN
mulig	posibles	mulig	posible	ADJ;INDF;MASC+FEM;SG	ADJ;PL
fod	pié	fod	pié	N;INDF;MASC+FEM;SG	
fod	pies	fod	pie	N;INDF;MASC+FEM;SG	N;MASC;PL
halv	mitad	halv	mitad	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
halv	half	halv	half	ADJ;INDF;MASC+FEM;SG	N
