par	hakkında	par	hak		N;ESS;SG;3
olu	yumurtalı	ola	yumurtalı	N;ACC;FEM;SG	
sāls	tuz	sāls	tuz	N;NOM;MASC;SG	
sāls	salt	sāls	salt	N;NOM;MASC;SG	
sāls	tuzu	sāls	tuz	N;NOM;MASC;SG	
kursu	rota	kurss	rota	N;ACC;MASC;SG	
kursu	kurs	kurss	kurs	N;ACC;MASC;SG	N;NOM;SG;3
ļaudis	ahali	ļaudis	ahali	N;NOM;MASC	
ļaudis	millet	ļaudis	millet	N;NOM;MASC	
konstitūcijas	anayasaya	konstitūcija	anayasa	N;NOM;FEM;PL	N;DAT;SG;3
konstitūcijas	anayasa	konstitūcija	anayasa	N;NOM;FEM;PL	
fona	geçmişi	fona	geçmiş	N;NOM;MASC;SG	
fona	arkaplan	fona	arkapla	N;NOM;MASC;SG	
persiešu	pers	persietas	pers	N;GEN;MASC;PL	
persiešu	iran	persietas	iran	N;GEN;MASC;PL	
persiešu	iranlı	persietas	iranlı	N;GEN;MASC;PL	
persiešu	farsça	persietas	farsça	N;GEN;MASC;PL	
dzimtenē	vatan	dzimtene	vat	N;ESS;FEM;SG	
savienojums	bağ	savienojums	bağ	N;NOM;MASC;SG	
savienojums	bağlantı	savienojums	bağlantı	N;NOM;MASC;SG	
linux	linux	linux	lin	N;ACC;MASC;SG	
kopiju	kopya	kopija	kopya	N;ACC;FEM;SG	
kopiju	kopyası	kopija	kopya	N;ACC;FEM;SG	
kopiju	kopyala	kopija	kopyal	N;ACC;FEM;SG	V;PFV;IMP;SG;2;POS;PRS
mājā	house	māja	hou	N;ESS;FEM;SG	PROPN;NOM;SG;3
mājā	ev	māja	ev	N;ESS;FEM;SG	N;NOM;SG;3
lbl	lbl	lbl	lbl	PROPN	
kopas	kümeler	kopa	küme	N;NOM;FEM;PL	
racing	yarışmak	racingt	yarış		V;PFV;NOM;IND;POS;PRS;V.MSDR
racing	yarış	racingt	yarış		
atrastas	bulunmuş	atrast	bul	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;NFH;IND;SG;3;POS;PST;PASS
atrastas	bulundu	atrast	bulun	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST
atrastas	buldum	atrast	bul	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V;PFV;IND;SG;1;POS;PST
ziedu	çiçekli	zieds	çiçekli	N;ACC;MASC;SG	
ziedu	çiçek	zieds	çiçek	N;ACC;MASC;SG	
ziedu	çiçeğim	zieds	çiçek	N;ACC;MASC;SG	N;NOM;SG;3
ziedu	çiçeği	zieds	çiçek	N;ACC;MASC;SG	N;NOM;SG;3
gsub	gsub	gūt	gsub		
attīstīties	evrim	attīstīties	evrim	V;POS;REFL;NFIN	
jebkurš	kimse	jebkurš	kimse	PRO;NOM;MASC;SG	N;NOM;SG;3
jebkurš	herhangi	jebkurš	herhangi	PRO;NOM;MASC;SG	
apakšējā	alt	apakšēja	alt	ADJ;NOM;FEM;SG	
apakšējā	aşağı	apakšēja	aşağ	ADJ;NOM;FEM;SG	
apakšējā	altta	apakšēja	altta	ADJ;NOM;FEM;SG	
apakšējā	alt	apakšēja	alt	ADJ;NOM;FEM;SG	
apakšējā	alttaki	apakšēja	alttaki	ADJ;NOM;FEM;SG	
apakšējā	dibi	apakšēja	dibi	ADJ;NOM;FEM;SG	
apakšējā	dibe	apakšēja	dibe	ADJ;NOM;FEM;SG	
migrācijas	göç	migrācija	göç	N;NOM;FEM;PL	
visticamāk	muhtemel	ticami	muhtemel	ADV;RL	
visticamāk	olası	ticami	olası	ADV;RL	
stambulas	istanbul	stambula	istanbul	PROPN;NOM;FEM;PL	PROPN;NOM;SG;3
autortiesību	telif	autortiesība	telif	N;ACC;FEM;SG	
king	kral	king	kral		
king	king	king	king		
kabinets	kabin	kabinets	kabin	N;NOM;MASC;SG	
materiāls	materyal	materiāls	materyal	N;NOM;MASC;SG	
materiāls	malzeme	materiāls	malzem	N;NOM;MASC;SG	
grieķija	yunanistan	grieķija	yunanistan	N;NOM;FEM;SG	PROPN;NOM;SG;3
arhitektūra	mimarlık	arhitektūra	mimarlık	N;NOM;FEM;SG	
arhitektūra	mimari	arhitektūra	mimar	N;NOM;FEM;SG	
stīvens	stephen	stīvens	stephen	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
stīvens	steven	stīvens	stev	PROPN;NOM;MASC;SG	
troni	taht	tronis	taht	N;ACC;MASC;SG	
atsevišķa	ayırın	atsevišķa	ayır	ADJ;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
atsevišķa	ayri	atsevišķa	ayri	ADJ;NOM;FEM;SG	
programmēšanas	programlama	programmēšana	programlama	N;NOM;FEM;PL	
liecības	ifade	liecība	ifade	N;NOM;FEM;PL	N;NOM;SG;3
liecības	tanıklık	liecība	tanıklık	N;NOM;FEM;PL	N;NOM;SG;3
liecības	ifadesi	liecība	ifade	N;NOM;FEM;PL	N;NOM;SG;3
krīzes	kriz	krīze	kriz	N;NOM;FEM;PL	
ķīna	çin	ķīns	çin	PROPN;NOM;FEM;SG	
izgudrotājs	mucit	izgudrotājs	mucit	N;NOM;MASC;SG	
kokos	coco	koks	coco	N;ESS;MASC;PL	
uzsāk	başlar	uzsākt	başla	V;IMP;SG;2;POS;FIN;ACT	
uzsāk	başlıyor	uzsākt	başla	V;IMP;SG;2;POS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
runa	konusma	runa	konusma	N;NOM;FEM;SG	
runa	konuşma	runa	konuş	N;NOM;FEM;SG	
jūtas	hissediyorum	justies	hisset	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
jūtas	utah	justies	utah	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	PROPN;NOM;SG;3
jūtas	duygularını	justies	duygu	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;ACC;PL;3
jūtas	duygular	justies	duygu	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;PL;3
jūtas	hisler	justies	his	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;PL;3
bull	boğa	bull	boğa		
bull	bull	bull	bull		
bruņinieku	şövalyeler	bruņinieks	şövalye	N;ACC;MASC;SG	N;NOM;PL;3
periodi	aralıklı	periods	aralıklı	N;NOM;MASC;PL	
eiropa	avrupa	eiropa	avrupa	N;NOM;FEM;SG	
domājams	tahminen	domāt	tahmin	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	
domājams	güya	domāt	güya	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	
domājams	sözde	domāt	söz	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	
tērauda	çelik	tērauds	çelik	N;NOM;MASC;SG	
ārā	dışarı	ārā	dışarı	ADV	
pieminekļu	anıtlar	piemineklis	anıt	N;GEN;MASC;PL	N;NOM;PL;3
gemini	gemini	gemināt	gem		
gemini	ikizler	gemināt	ikiz		
warriors	savaşçılar	warriors	savaşçı	N;NOM;MASC;SG	N;NOM;PL;3
warriors	savaşçı	warriors	savaşçı	N;NOM;MASC;SG	
formulas	mama	formula	mama	N;NOM;FEM;PL	
formulas	formula	formula	formula	N;NOM;FEM;PL	
formulas	formül	formula	formül	N;NOM;FEM;PL	
formulas	formülleri	formula	formül	N;NOM;FEM;PL	N;ACC;PL;3
aicināja	davetli	aicināt	davetli	V;FH;IND;3;POS;PST;FIN;ACT	ADJ
konstrukcijas	yapıları	konstrukcija	yap	N;NOM;FEM;PL	N;ACC;PL;3
konstrukcijas	yapıların	konstrukcija	yapı	N;NOM;FEM;PL	N;GEN;PL;3
braukšanas	sürüş	braukšana	sürüş	N;NOM;FEM;SG	
ask	sor	ask	sor	N	V;PFV;IMP;SG;2;POS;PRS
ask	sorun	ask	sorun	N	
domas	düşünce	doma	düşünce	N;NOM;FEM;PL	
xiii	xiii	kis	Eiii		
kokiem	ağaçlar	koks	ağaç	N;DAT;MASC;PL	N;NOM;PL;3
kokiem	ağaç	koks	ağaç	N;DAT;MASC;PL	
kazahstānas	kazak	kazahstāna	kazak	PROPN;NOM;FEM;SG	
kriss	chris	kriss	chris	PROPN;NOM;MASC;SG	
kriss	kris	kriss	kris	PROPN;NOM;MASC;SG	
bakalaura	bekar	bakalaurs	bekar	N;GEN;MASC;SG	
žurnālu	kütük	žurnāls	kütük	N;ACC;MASC;SG	
žurnālu	günlük	žurnāls	günlük	N;ACC;MASC;SG	
pārdaugavas	düklük	pārdaugava	düklük	N;NOM;FEM;PL	
draudzi	cemaat	draudzi	cemaat	N;ACC;FEM;SG	
staņislavs	stanisław	staņislavs	stanisław	N;NOM;MASC;SG	
plašas	kapsamlı	plaša	kapsamlı	ADJ;NOM;FEM;PL	
kartē	harita	karte	harit	N;ESS;FEM;SG	N;NOM;SG;3
kartē	haritası	karte	harita	N;ESS;FEM;SG	N;NOM;SG;3
izgatavots	imal	izgatavot	imal	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
izgatavots	üretilen	izgatavot	üre	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
tabulas	masaları	tabula	masa	N;NOM;FEM;PL	N;ACC;PL;3
tabulas	masa	tabula	masa	N;NOM;FEM;PL	
amerikā	amerika	amerika	amerik	N;ESS;FEM;SG	
amerikā	america	amerika	america	N;ESS;FEM;SG	N;NOM;SG;3
air	olta	air	olta		N;NOM;SG;3
air	rod	air	rod		
air	çubuk	air	çubuk		
jebkura	herhangi	jebkura	herhangi	PRO;NOM;FEM;SG	
nometnes	kampı	nometne	kampı	N;NOM;FEM;PL	N;ACC;SG;3
nometnes	kamp	nometne	kamp	N;NOM;FEM;PL	
nometnes	kampta	nometne	kamp	N;NOM;FEM;PL	N;ESS;SG;3
nometnes	camp	nometne	camp	N;NOM;FEM;PL	N;NOM;SG;3
nometnes	kampları	nometne	kamp	N;NOM;FEM;PL	N;ACC;PL;3
atklāj	ortaya	atklāt	orta	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;DAT;SG;3
atklāj	keşfedin	atklāt	keşfe	V;FH;IND;3;POS;PRS;FIN;ACT	N;GEN;SG;3
atklāj	keşfet	atklāt	keşfet	V;FH;IND;3;POS;PRS;FIN;ACT	
nodalījums	bölme	nodalījums	böl	N;NOM;MASC;SG	
kukaiņi	böcekleri	kukainis	böcek	N;NOM;MASC;PL	N;ACC;PL;3
kukaiņi	böcek	kukainis	böcek	N;NOM;MASC;PL	
kukaiņi	böcek	kukainis	böcek	N;NOM;MASC;PL	
san	saa	san	saa		
san	san	san	san		
uzbūvēts	inşa	uzbūvēt	inşa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
drīkst	may	drīkstēt	may	V;FH;IND;3;POS;PRS;FIN;ACT	
drīkst	mayis	drīkstēt	mayis	V;FH;IND;3;POS;PRS;FIN;ACT	
drīkst	mayıs	drīkstēt	mayıs	V;FH;IND;3;POS;PRS;FIN;ACT	
būvēt	inşa	būvēt	inşa	V;POS;NFIN	
ērglis	kartal	ērglis	kartal	N;NOM;MASC;SG	
tilpums	hacim	tilpums	hacim	N;NOM;MASC;SG	
tilpums	cilt	tilpums	cilt	N;NOM;MASC;SG	
tilpums	hacmi	tilpums	hacim	N;NOM;MASC;SG	N;ACC;SG;3
decembrim	aralık	decembris	aralık	N;DAT;MASC;SG	N;NOM;SG;3
park	park	park	park		N;NOM;SG;3
nepieciešami	ihtiyaç	nepieciešams	ihtiyaç	ADJ;NOM;MASC;PL	
nepieciešami	gerekliydi	nepieciešams	gerekli	ADJ;NOM;MASC;PL	V;PFV;IND;SG;3;POS;PST
nepieciešami	lazımdı	nepieciešams	lazım	ADJ;NOM;MASC;PL	
nepieciešami	gerekli	nepieciešams	gerekli	ADJ;NOM;MASC;PL	
nepieciešami	gerekiyor	nepieciešams	gerek	ADJ;NOM;MASC;PL	V;PROG;IND;SG;3;POS;INFM;PRS
nepieciešami	zorunlu	nepieciešams	zorunlu	ADJ;NOM;MASC;PL	
nepieciešami	gereklidir	nepieciešams	gerekli	ADJ;NOM;MASC;PL	
nepieciešami	gerekli	nepieciešams	gerekli	ADJ;NOM;MASC;PL	
nepieciešami	gerekliydi	nepieciešams	gerekli	ADJ;NOM;MASC;PL	V;PFV;IND;SG;3;POS;PST
nepieciešami	gereklidir	nepieciešams	gerekli	ADJ;NOM;MASC;PL	
baroka	barok	baroks	barok	N;NOM;MASC;SG	
balsis	oya	balss	oya	N;NOM;FEM;PL	
balsis	oy	balss	oy	N;NOM;FEM;PL	N;NOM;SG;3
zirga	at	zirgs	at	N;GEN;MASC;SG	
queen	queen	queen	yu		PROPN;NOM;SG;3
queen	kraliçe	queen	kraliçe		N;NOM;SG;3
queen	vezir	queen	vez		
saint	aziz	saint	aziz		
saint	azize	saint	aziz		
saint	saint	saint	saint		PROPN;NOM;SG;3
starptautiski	international	starptautiski	international	ADV	N;NOM;SG;3
starptautiski	yurtdışı	starptautiski	yurtdışı	ADV	
starptautiski	uluslararası	starptautiski	uluslararası	ADV	
koloniju	koloni	kolonija	koloni	N;ACC;FEM;SG	
atšķirība	farkı	atšķirība	fark	N;NOM;FEM;SG	
atšķirība	farklılık	atšķirība	farklılık	N;NOM;FEM;SG	
ģitārists	gitarist	ģitārists	gitarist	N;NOM;MASC;SG	
nīderlande	hollanda	nīderlande	hollan	PROPN;NOM;FEM;SG	
stokholmas	stockholm	stokholma	stockholm	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
reģ	reg	reģ	reg	N	
atvērts	açık	atvērts	açık	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ
atvērts	open	atvērts	open	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
atvērts	açın	atvērts	aç	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IMP;PL;2;POS;PRS
atvērts	aç	atvērts	aç	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
atvērts	açıl	atvērts	açıl	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
atvērts	açılan	atvērts	aç	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
izpilda	çalıştır	izpilst	çalış	V;FH;IND;3;POS;PRS;FIN;ACT	
izpilda	uygula	izpilst	uygula	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;IMP;SG;2;POS;PRS
izpilda	idam	izpilst	idam	V;FH;IND;3;POS;PRS;FIN;ACT	
āda	deri	āda	deri	N;NOM;FEM;SG	
āda	deri	āda	deri	N;NOM;FEM;SG	
āda	derisi	āda	deri	N;NOM;FEM;SG	ADJ;NOM;SG;3
āda	cildi	āda	cildi	N;NOM;FEM;SG	
āda	cilt	āda	cilt	N;NOM;FEM;SG	
āda	ten	āda	ten	N;NOM;FEM;SG	
āda	deri	āda	deri	N;NOM;FEM;SG	
links	bağlantılar	links	bağlantı	N;NOM;MASC;SG	N;NOM;PL;3
links	bağlar	links	bağla	N;NOM;MASC;SG	
links	bağlantıları	links	bağlantı	N;NOM;MASC;SG	N;NOM;PL;3
dārzā	bahçe	dārzs	bahçe	N;ESS;MASC;SG	N;NOM;SG;3
dārzā	bahçesi	dārzs	bahçe	N;ESS;MASC;SG	N;NOM;SG;3
dārzā	garden	dārzs	garden	N;ESS;MASC;SG	N;NOM;SG;3
izvēlēts	seçilen	izvēlēt	seç	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
izvēlēts	seçili	izvēlēt	seçili	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
tallinā	tallinn	tallina	tallinn	PROPN;ESS;FEM;SG	PROPN;NOM;SG;3
krājumu	hisse	krājums	hisse	N;ACC;MASC;SG	N;NOM;SG;3
krājumu	stok	krājums	stok	N;ACC;MASC;SG	
prasības	iddia	prasība	iddia	N;NOM;FEM;PL	
prasības	gereksinimleri	prasība	gereksinim	N;NOM;FEM;PL	N;ACC;PL;3
bezmaksas	bedava	bezmaksa	bedava	N;NOM;FEM;PL	
bezmaksas	özgür	bezmaksa	özgür	N;NOM;FEM;PL	
bezmaksas	free	bezmaksa	free	N;NOM;FEM;PL	
bezmaksas	ücretsiz	bezmaksa	ücretsiz	N;NOM;FEM;PL	ADJ
bezmaksas	serbest	bezmaksa	serbest	N;NOM;FEM;PL	
xiv	xiv	xiv	xiv	NUM	
kanāda	kanada	kanāda	kana	PROPN;NOM;FEM;SG	N;ESS;SG;3
jumta	şemsiye	jumts	şemsiye	N;GEN;MASC;SG	N;NOM;SG;3
būtībā	esasında	būtība	esas	N;ESS;FEM;SG	ADJ;ESS;SG;3
būtībā	esasen	būtība	esasen	N;ESS;FEM;SG	
būtībā	temelde	būtība	temel	N;ESS;FEM;SG	ADJ;ESS;SG;3
būtībā	temelde	būtība	temel	N;ESS;FEM;SG	ADJ;ESS;SG;3
pētnieks	araştırmacı	pētnieks	araştır	N;NOM;MASC;SG	
pētnieks	araştırmacı	pētnieks	araştır	N;NOM;MASC;SG	
avīzes	gazete	avīze	gazet	N;NOM;FEM;PL	
fernando	fernando	fernando	fernando	PROPN	PROPN;NOM;SG;3
lietošana	kullanım	lietošana	kullanım	N;NOM;FEM;SG	
lietošana	kullanın	lietošana	kullan	N;NOM;FEM;SG	V;PFV;IMP;PL;2;POS;PRS
lietošana	kullanım	lietošana	kullanım	N;NOM;FEM;SG	
lietošana	kullanmak	lietošana	kullan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
lietošana	kullan	lietošana	kullan	N;NOM;FEM;SG	
laikmets	çağ	laikmets	çağ	N;NOM;MASC;SG	
west	west	west	west		PROPN;NOM;SG;3
west	batıya	west	bat		N;DAT;SG;3
west	batı	west	batı		
west	batıda	west	batı		N;ESS;SG;3
rindā	kuyruk	rinda	kuyruk	N;ESS;FEM;SG	
rindā	satır	rinda	satır	N;ESS;FEM;SG	
rindā	kürek	rinda	kürek	N;ESS;FEM;SG	
rindā	sıra	rinda	sıra	N;ESS;FEM;SG	N;NOM;SG;3
lauvas	aslanları	lauva	aslan	N;NOM;FEM;PL	ADJ;NOM;PL;3
lauvas	aslanlar	lauva	aslan	N;NOM;FEM;PL	ADJ;NOM;PL;3
für	für	für	für		
gravitācijas	yerçekimsel	gravitācija	yerçekimsel	N;NOM;FEM;PL	ADJ
gravitācijas	yerçekimi	gravitācija	ye	N;NOM;FEM;PL	
gravitācijas	yerçekimi	gravitācija	ye	N;NOM;FEM;PL	
pelēkā	grey	pelēks	grey	ADJ;NOM;FEM;SG	
pelēkā	gri	pelēks	gri	ADJ;NOM;FEM;SG	
lnb	lnb	lnb	lib	PROPN	N;NOM;SG;3
zaudē	kaybeder	zaudēt	kaybet	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
zaudē	kaybeder	zaudēt	kaybet	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
augstā	high	augsts	high	ADJ;NOM;FEM;SG	
augstā	yükseklerde	augsts	yüksek	ADJ;NOM;FEM;SG	ADJ;ESS;PL;3
augstā	çak	augsts	çak	ADJ;NOM;FEM;SG	
augstā	yükseğe	augsts	yüksek	ADJ;NOM;FEM;SG	
sniegs	kar	sniegs	kar	N;NOM;MASC;SG	
sniegs	karlı	sniegs	karlı	N;NOM;MASC;SG	
sniegs	pamuk	sniegs	pamuk	N;NOM;MASC;SG	
sniegs	karlar	sniegs	kar	N;NOM;MASC;SG	N;NOM;PL;3
slimnīca	hastane	slimnīca	hastan	N;NOM;FEM;SG	
slimnīca	hastahane	slimnīca	hastahane	N;NOM;FEM;SG	
slimnīca	revir	slimnīca	revir	N;NOM;FEM;SG	
slimnīca	revire	slimnīca	revir	N;NOM;FEM;SG	N;DAT;SG;3
kategorija	kategori	kategorija	kategori	N;NOM;FEM;SG	
nolaišanās	iniş	nolaišanās	iniş	N;NOM;FEM;SG	
nolaišanās	iniş	nolaišanās	iniş	N;NOM;FEM;SG	
foundation	temel	foundation	temel		ADJ
foundation	vakfı	foundation	vakıf		N;ACC;SG;3
foundation	vakıf	foundation	vakıf		
grādi	derece	grāds	derece	N;NOM;MASC;PL	
cietoksnis	kale	cietoksnis	kale	N;NOM;MASC;SG	
citādi	diğer	citādi	diğer	ADV	ADJ
citādi	diğeri	citādi	diğer	ADV	N;NOM;SG;3
citādi	öteki	citādi	öteki	ADV	
citādi	diger	citādi	diger	ADV	
citādi	yoksa	citādi	yoksa	ADV	
sarkanais	kirmizi	sarkans	kirmiz	ADJ;NOM;MASC;SG	
sarkanais	kızıl	sarkans	kızıl	ADJ;NOM;MASC;SG	
sarkanais	red	sarkans	red	ADJ;NOM;MASC;SG	
dots	verilen	dot	ver	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
samazināt	düşüş	samazināt	düşüş	V;POS;NFIN	
samazināt	azalma	samazināt	azal	V;POS;NFIN	
nepārtraukti	devamlı	nepārtraukti	devamlı	ADV	
pamest	terk	pamest	terk	V;POS;NFIN	N;NOM;SG;3
plūsma	akış	plūsma	akış	N;NOM;FEM;SG	
plūsma	akar	plūsma	akar	N;NOM;FEM;SG	
ķēniņš	kral	ķēniņš	kral	N;NOM;MASC;SG	
ķēniņš	king	ķēniņš	king	N;NOM;MASC;SG	
debesīs	cennet	debess	cennet	N;ESS;FEM;PL	N;NOM;SG;3
atjaunošanu	restorasyon	atjaunošana	restorasyon	N;ACC;FEM;SG	N;NOM;SG;3
atjaunošanu	onarım	atjaunošana	o	N;ACC;FEM;SG	
atjaunošanu	yenileme	atjaunošana	yenilem	N;ACC;FEM;SG	
nosūtīts	gönderilen	nosūtīt	gönder	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
mazulis	yavrum	mazulis	yavrum	N;NOM;MASC;SG	
mazulis	bebek	mazulis	bebek	N;NOM;MASC;SG	
piekrita	kabul	piekrist	kabul	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;SG;3
piekrita	anlaştık	piekrist	anlaş	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;IND;PL;1;POS;PST
vienāda	forma	vienāda	forma	ADJ;NOM;FEM;SG	
vienāda	üniforma	vienāda	üniforma	ADJ;NOM;FEM;SG	
vienāda	eşittir	vienāda	işi	ADJ;NOM;FEM;SG	
vienāda	eşit	vienāda	eşit	ADJ;NOM;FEM;SG	
vienāda	eşit	vienāda	eşit	ADJ;NOM;FEM;SG	
vienāda	eşittir	vienāda	işi	ADJ;NOM;FEM;SG	
atbrīvots	serbest	atbrīvot	serbest	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
atbrīvots	muaf	atbrīvot	muaf	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
atbrīvots	muaf	atbrīvot	muaf	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
mežs	orman	mežs	orman	N;NOM;MASC;SG	
mars	mars	mars	mars	PROPN;NOM;MASC;SG	
mclaren	mclaren	mclaren	mclar	PROPN;NOM;FEM;SG	
izvēlēties	seç	izvēlēties	seç	V;POS;REFL;NFIN	
izvēlēties	seçim	izvēlēties	seçim	V;POS;REFL;NFIN	
izvēlēties	seçme	izvēlēties	seç	V;POS;REFL;NFIN	
izvēlēties	seç	izvēlēties	seç	V;POS;REFL;NFIN	
olimpiskā	olimpiyat	olimpiska	olimpiyat	ADJ;NOM;FEM;SG	N;NOM;SG;3
olimpiskā	olimpik	olimpiska	ol	ADJ;NOM;FEM;SG	N;NOM;SG;3
dara	dara	darīt	dara	V;FH;IND;3;POS;PRS;FIN;ACT	
velsas	galli	velsties	galli	PROPN;NOM;FEM;SG	
velsas	galler	velsties	gal	PROPN;NOM;FEM;SG	
velosipēdu	bisiklet	velosipēds	bisiklet	N;ACC;MASC;SG	N;NOM;SG;3
velosipēdu	bisiklet	velosipēds	bisiklet	N;ACC;MASC;SG	N;NOM;SG;3
uzbrūk	saldırmak	uzbrukt	sal	V;FH;IND;3;POS;PRS;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
uzbrūk	saldırıyor	uzbrukt	sal	V;FH;IND;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;CAUS
kariem	savaşları	karš	savaş	N;DAT;MASC;PL	N;NOM;PL;3
kariem	savaşlar	karš	savaş	N;DAT;MASC;PL	N;NOM;PL;3
turpinājums	devamı	turpinājums	devam	N;NOM;MASC;SG	
eiropiešu	avrupalılar	eiropietis	avrupalı	N;GEN;MASC;PL	ADJ;NOM;PL;3
iedalīt	tahsis	iedalīt	tahsis	V;POS;NFIN	
vāks	kapak	vākt	kapak	N;NOM;MASC;SG	
vāks	koru	vākt	koru	N;NOM;MASC;SG	
vāks	kapak	vākt	kapak	N;NOM;MASC;SG	
kazaņas	kazan	kazaņa	kazan	N;NOM;FEM;PL	
septiņi	seven	septiņi	sev	NUM;NOM;MASC;PL	
septiņi	yedi	septiņi	yedi	NUM;NOM;MASC;PL	
brazīlija	brezilya	brazīlija	brezilya	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
kristiāns	christian	kristiāns	christian	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
kristiāns	hıristiyan	kristiāns	hıristiyan	PROPN;NOM;MASC;SG	N;NOM;SG;3
kristiāns	hristiyan	kristiāns	hristiyan	PROPN;NOM;MASC;SG	N;NOM;SG;3
izmeklēšanas	sorularınız	izmeklēšana	soru	N;NOM;FEM;SG	N;NOM;PL;3
izmeklēšanas	araştırma	izmeklēšana	araştır	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
izmeklēšanas	sorular	izmeklēšana	soru	N;NOM;FEM;SG	N;NOM;PL;3
izmeklēšanas	soruşturma	izmeklēšana	soruşturma	N;NOM;FEM;SG	
izmeklēšanas	araştırmalar	izmeklēšana	araştır	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
olimpiskais	olimpiyat	olimpisks	olimpiyat	ADJ;NOM;MASC;SG	N;NOM;SG;3
olimpiskais	olimpik	olimpisks	ol	ADJ;NOM;MASC;SG	N;NOM;SG;3
aizliedza	yasaklı	aizliegt	yasaklı	V;FH;IND;3;POS;PST;FIN;ACT	
aizliedza	yasaklanmış	aizliegt	yasakla	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST
aizliedza	yasaklandı	aizliegt	yasakla	V;FH;IND;3;POS;PST;FIN;ACT	
paris	paris	paris	paris		PROPN;NOM;SG;3
sienu	duvar	siena	duvar	N;ACC;FEM;SG	
svarīgs	önemlidir	svarīgs	önemli	ADJ;NOM;MASC;SG	
svarīgs	önemli	svarīgs	önemli	ADJ;NOM;MASC;SG	
bumbu	balo	bumba	balo	N;ACC;FEM;SG	
bumbu	top	bumba	top	N;ACC;FEM;SG	
bumbu	ball	bumba	ball	N;ACC;FEM;SG	
ausis	kulakların	auss	kulak	N;NOM;FEM;PL	N;GEN;PL;3
ausis	kulakları	auss	kulak	N;NOM;FEM;PL	N;ACC;PL;3
apmācības	antrenman	apmācība	antrenman	N;NOM;FEM;PL	
apmācības	eğitimi	apmācība	eğitim	N;NOM;FEM;PL	N;ACC;SG;3
apmācības	eğitim	apmācība	eğitim	N;NOM;FEM;PL	N;NOM;SG;3
mūzikā	music	mūzika	music	N;ESS;FEM;SG	
mūzikā	müzik	mūzika	müzik	N;ESS;FEM;SG	
slam	slam	sla	slam	N	
