bir	egy	bir	egy		DET;INDF
içişleri	belseje	içiş	belső	N;ACC;PL;3	N;NOM;SG
kredi	hitel	kredi	hitel	N;NOM;SG;3	
kredi	hitel	kredi	hitel	N;NOM;SG;3	
kredi	hitelek	kredi	hitel	N;NOM;SG;3	N;NOM;PL
nesil	nemzedék	nesil	nemzedék		N;NOM;SG
nesil	generáció	nesil	generáció		N;NOM;SG
kapı	kaput	kapı	kap	N;NOM;SG;3	N;ACC;SG
kapı	ajtók	kapı	ajtó	N;NOM;SG;3	N;NOM;PL
kapı	ajtókat	kapı	ajtó	N;NOM;SG;3	N;ACC;PL
rengi	színek	renk	szín		N;NOM;PL
rengi	színes	renk	színes		N;NOM;SG
rengi	színe	renk	színe		N;NOM;SG
rengi	szín	renk	szín		N;NOM;SG
rengi	színes	renk	színes		N;NOM;SG
rengi	színe	renk	színe		N;NOM;SG
rengi	szín	renk	szín		N;NOM;SG
güven	önbizalom	güven	önbizalom		N;NOM;SG
güven	bizalom	güven	bizalom		N;NOM;SG
güven	bizalom	güven	bizalom		N;NOM;SG
ikincisi	másodszor	ikinci	másod	NUM;NOM;SG;3	
ikincisi	másodperc	ikinci	másodperc	NUM;NOM;SG;3	
ikincisi	második	ikinci	második	NUM;NOM;SG;3	
çıkarılan	kivont	çıkar	kivont	V;PFV;IND;POS;PRS;V.PTCP;PASS	
ağırlığı	súly	ağırlık	súly	N;NOM;SG;3	N;NOM;SG
ağırlığı	testtömeg	ağırlık	testtömeg	N;NOM;SG;3	N;NOM;SG
ağırlığı	testsúly	ağırlık	testsúly	N;NOM;SG;3	N;NOM;SG
ağırlığı	tömeg	ağırlık	tömeg	N;NOM;SG;3	N;NOM;SG
kuralları	szabályok	kural	szabály	N;ACC;PL;3	N;NOM;PL
kuralları	szabály	kural	szabály	N;ACC;PL;3	N;NOM;SG
kuralları	szabályzat	kural	szabályzat	N;ACC;PL;3	N;NOM;SG
kuralları	iránymutatás	kural	iránymutatás	N;ACC;PL;3	N;NOM;SG
kuralları	irányelvek	kural	irányelvek	N;ACC;PL;3	N;NOM;PL
sahil	tengerpart	sahil	tengerpart		N;NOM;SG
sahil	tengerparton	sahil	tengerpart		N;ON+ESS;SG
sahil	strand	sahil	strand		N;NOM;SG
sahil	tengerpart	sahil	tengerpart		N;NOM;SG
diller	nyelveket	dil	nyelv	N;NOM;PL;3	N;ACC;PL
diller	nyelveken	dil	nyelv	N;NOM;PL;3	N;ON+ESS;PL
kafkasya	kaukázusi	kafkasya	kaukázusi		ADJ;NOM;SG
optik	optikai	optik	optikai		N;NOM;SG
optik	optika	optik	optika		N;NOM;SG
köken	eredet	kök	eredet		N;NOM;SG
köken	eredete	kök	eredet		N;NOM;SG
köken	származás	kök	származás		N;NOM;SG
köken	eredet	kök	eredet		N;NOM;SG
koyun	juh	koyun	juh		N;NOM;SG
koyun	juhok	koyun	juhok		N;NOM;PL
karadağ	montenegró	karadağ	montenegró	PROPN;NOM;SG;3	N;NOM;SG
sadık	lojális	sadık	lojális		ADJ;NOM;SG
sadık	hűségesek	sadık	hűséges		ADJ;NOM;PL
sadık	hűséges	sadık	hűséges		ADJ;NOM;SG
sadık	hűségesek	sadık	hűséges		ADJ;NOM;PL
sadık	hűséges	sadık	hűséges		ADJ;NOM;SG
channel	chanel	channel	chanel		N;NOM;SG
channel	csatorna	channel	csator		N;NOM;SG
part	részben	part	részben		ADV
part	rész	part	rész		N;NOM;SG
part	része	part	rész		N;NOM;SG
vücut	test	vücut	test		N;NOM;SG
vücut	testem	vücut	test		N;NOM;SG
vücut	holttest	vücut	holttes		N;NOM;SG
deri	bőr	deri	bőr		N;NOM;SG
deri	bőre	deri	bő		N;NOM;SG
deri	bőr	deri	bőr		N;NOM;SG
düzenlendi	szerkesztett	düzenle	szerkesztett	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
town	városban	town	város	PROPN;NOM;SG;3	N;IN+ESS;SG
town	town	town	town	PROPN;NOM;SG;3	
town	város	town	város	PROPN;NOM;SG;3	N;NOM;SG
sandalye	székek	sandalye	szék	N;NOM;SG;3	N;NOM;PL
sandalye	székeket	sandalye	szék	N;NOM;SG;3	N;ACC;PL
sandalye	széket	sandalye	szék	N;NOM;SG;3	N;ACC;SG
liman	harbor	liman	harbor		N;NOM;SG
liman	kikötők	liman	ki+kötő		N;NOM;PL
liman	kikötő	liman	kikötő		N;NOM;SG
liman	kikötő	liman	kikötő		N;NOM;SG
diğeri	egyéb	diğer	egyéb	N;NOM;SG;3	
diğeri	más	diğer	más	N;NOM;SG;3	PRO;NOM;SG;3
pınar	springs	pınar	springs		N;NOM;SG
pınar	rugó	pınar	rugó		N;NOM;SG
pınar	szökőkút	pınar	szökő		N;ACC;PL
pınar	kút	pınar	kút		N;NOM;SG
tunus	tunézia	tunus	tunézia		N;NOM;SG
tunus	tunézia	tunus	tunézia		N;NOM;SG
tunus	tunéziai	tunus	tunéziai		ADJ;NOM;SG
tunus	tunisz	tunus	tunisz		N;NOM;SG
toplanan	beszedett	topla	beszedett	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
toplanan	begyűjtött	topla	begyűjtött	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
toplanan	összeszedett	topla	összeszedett	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
toplanan	összegyűjtött	topla	összegyűjtött	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
toplanan	gyűjtött	topla	gyűjt	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
sun	napsütés	sun	napsütés		N;NOM;SG
sun	nap	sun	nap		N;NOM;SG
sun	napfény	sun	napfény		N;NOM;SG
rio	rio	rio	rio	PROPN;NOM;SG;3	
süvari	lovasság	süvari	lovasság		N;NOM;SG
sürüm	verzió	sürü	verzió		N;NOM;SG
sürüm	változat	sürü	változat		N;NOM;SG
sürüm	felülvizsgálat	sürü	felülvizsgálat		N;NOM;SG
enerjisi	energia	enerji	energia		N;NOM;SG
sokak	utcákon	sokak	utca	N;NOM;SG;3	N;ON+ESS;PL
sokak	utcák	sokak	utca	N;NOM;SG;3	N;NOM;PL
sokak	sikátorban	sokak	sikátor	N;NOM;SG;3	N;IN+ESS;SG
biçimi	formátuma	biçim	formátum	N;ACC;SG;3	N;NOM;SG
biçimi	formátum	biçim	formátum	N;ACC;SG;3	N;NOM;SG
klibi	tár	klibi	tár	N;ACC;SG;3	N;NOM;SG
karayolu	uton	karayolu	ut	N;NOM;SG;3	
kraliçe	queen	kraliçe	ő	N;NOM;SG;3	
kraliçe	dáma	kraliçe	dáma	N;NOM;SG;3	
yahudiler	zsidók	yahudi	zsidó	V;PFV;IND;PL;3;POS;PST	N;NOM;PL
parlamento	parlamenti	parlamento	parlamenti		ADJ;NOM;SG
parlamento	parlament	parlamento	parlament		N;NOM;SG
victoria	viktória	victor	viktória		N;NOM;SG
victoria	victoria	victor	victoria		N;NOM;SG
yetersiz	alkalmatlan	yetersiz	alkalmatlan	ADJ	
yetersiz	alkalmatlan	yetersiz	alkalmatlan	ADJ	
seni	te	sen	te	PRO;ACC;SG;2	V;DEF;IND;SG;1;PRS;FIN;ACT
heykel	szobor	heykel	szobor		N;NOM;SG
heykel	szobrok	heykel	szobor		N;NOM;PL
heykel	szobrot	heykel	szobor		N;ACC;SG
heykel	szobor	heykel	szobor		N;NOM;SG
ivan	ivan	ivan	ivan		PROPN;NOM;SG
konular	szál	konu	szál	N;NOM;PL;3	N;NOM;SG
america	america	america	america	N;NOM;SG;3	
süreç	eljárás	süreç	eljárás		N;NOM;SG
süreç	folyamat	süreç	folyamat		N;NOM;SG
süreç	folyamatok	süreç	folyamat		N;NOM;PL
süreç	eljárások	süreç	eljárás		N;NOM;PL
wiki	wiki	wiki	wiki		N;NOM;SG
kongre	kongresszus	kongre	kongresszus		N;NOM;SG
kongre	egyezmény	kongre	egyezmény		N;NOM;SG
kongre	konvent	kongre	konven		N;NOM;SG
matematiksel	matematika	matematiksel	matematika	ADJ	N;NOM;SG
matematiksel	matematikai	matematiksel	matematikai	ADJ	N;NOM;SG
down	le	down	le		ADV
kalite	minőségi	kalite	minőségi		ADJ;NOM;SG
kalite	minősége	kalite	minőség		N;NOM;SG
kalite	minőség	kalite	minőség		N;NOM;SG
verilmesi	odaítélése	ver	odaítélés	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	N;NOM;SG
bölgeleri	régiói	bölge	régiói	N;ACC;PL;3	N;NOM;SG
bölgeleri	régiók	bölge	régió	N;ACC;PL;3	N;NOM;PL
disk	lemezek	disk	lemez		N;NOM;PL
disk	lemez	disk	lemez		N;NOM;SG
disk	lemezt	disk	lemez		N;ACC;SG
disk	lemez	disk	lemez		N;NOM;SG
disk	lemezt	disk	lemez		N;ACC;SG
yarımadası	félsziget	yarımada	félszig	V;PFV;IND;SG;3;NEG;PST	N;NOM;SG
yakıt	tüzelőanyag	yakıt	tüzelőanyag		N;NOM;SG
yakıt	üzemanyag	yakıt	üzemanyag		N;NOM;SG
fikri	ötletem	fikir	ötlet	N;NOM;SG;3	N;NOM;SG
fikri	elképzelés	fikir	elképzelés	N;NOM;SG;3	
fikri	ötlet	fikir	ötlet	N;NOM;SG;3	N;NOM;SG
karışık	keverék	karışık	kevér		N;NOM;SG
karışık	összetett	karışık	összetett		V;INDF;IND;SG;3;PST;FIN;ACT
karışık	komplikált	karışık	komplikált		V;INDF;IND;SG;3;PST;FIN;ACT
karışık	zavarodott	karışık	zavarodott		V;INDF;IND;SG;3;PST;FIN;ACT
atletizm	atlétika	atletizm	atlétika	N;NOM;SG;3	N;NOM;PL
taşı	vinni	taşı	vin		V;NFIN;ACT
taşı	mozgás	taşı	mozgás		N;NOM;SG
philadelphia	philly	philadelphia	philly	PROPN;NOM;SG;3	
philadelphia	philadelphia	philadelphia	philadelphia	PROPN;NOM;SG;3	
philadelphia	philadelphiai	philadelphia	philadelphiai	PROPN;NOM;SG;3	N;NOM;SG
philadelphia	philadelphiában	philadelphia	philadelpha	PROPN;NOM;SG;3	PROPN;IN+ESS;SG
philadelphia	philadelphia	philadelphia	philadelphia	PROPN;NOM;SG;3	
philadelphia	philadelphiai	philadelphia	philadelphiai	PROPN;NOM;SG;3	N;NOM;SG
basınç	nyomás	basınç	nyomás		N;NOM;SG
sinir	düh	i	düh		N;NOM;SG
sinir	harag	i	harag		N;NOM;SG
sinir	dühöt	i	düh		N;ACC;SG
sinir	haragot	i	harag		N;ACC;SG
sinir	idegek	i	ideg		N;NOM;PL
sorunlar	probléma	sorun	probléma	N;NOM;PL;3	N;NOM;SG
sorunlar	problémákat	sorun	probléma	N;NOM;PL;3	N;ACC;PL
sorunlar	problémákkal	sorun	probléma	N;NOM;PL;3	N;INS;PL
arkasında	mögötte	arka	mögöt	ADJ;ESS;SG;3	
arkasında	mögött	arka	mögött	ADJ;ESS;SG;3	ADP
ismet	ismet	ismet	ismet	PROPN;NOM;SG;3	N;NOM;SG
referans	hivatkozás	referans	hivatkozás		N;NOM;SG
referans	hivatkozásokat	referans	hivatkozás		N;ACC;PL
referans	hivatkozások	referans	hivatkozás		N;NOM;PL
referans	hivatkozás	referans	hivatkozás		N;NOM;SG
referans	referencia	referans	referencia		ADJ;NOM;SG
referans	utalás	referans	utalás		N;NOM;SG
programları	programok	program	program	N;NOM;PL;3	N;NOM;PL
programları	programok	program	program	N;NOM;PL;3	N;NOM;PL
ulus	nemzet	ulus	nemzet		N;NOM;SG
karşıya	kereszt	karşı	kereszt		N;NOM;SG
kitaplar	könyveket	kitap	könyv	N;NOM;PL;3	N;ACC;PL
kitaplar	könyv	kitap	könyv	N;NOM;PL;3	N;NOM;SG
alınır	foglalt	al	foglal	V;IPFV;IND;SG;3;POS;PASS	
fonksiyonu	függvény	fonksiyon	függvény	N;NOM;SG;3	N;NOM;SG
fonksiyonu	funkció	fonksiyon	funkció	N;NOM;SG;3	N;NOM;SG
düşer	elesik	düş	elesik		V;INDF;IND;SG;3;PRS;FIN;ACT
düşer	vízesés	düş	vízesés		N;NOM;SG
belgrad	beograd	belgrad	beograd		PROPN;NOM;SG
belgrad	belgrád	belgrad	belgrád		N;NOM;SG
daire	lapos	daire	lapos	N;NOM;SG;3	
daire	sík	daire	sík	N;NOM;SG;3	
daire	kört	daire	kör	N;NOM;SG;3	N;ACC;SG
daire	lakások	daire	lakás	N;NOM;SG;3	N;NOM;PL
daire	apartmanok	daire	apartman	N;NOM;SG;3	N;NOM;PL
ilişkisi	kapcsolat	ilişki	kapcsolat	N;NOM;SG;3	N;NOM;SG
taşıma	közlekedés	taşı	közlekedés		N;NOM;SG
taşıma	szállítás	taşı	szállítás		N;NOM;SG
taşıma	szállítást	taşı	szállítás		N;ACC;SG
taşıma	közlekedés	taşı	közlekedés		N;NOM;SG
taşıma	fuvarozás	taşı	fuvarozás		N;NOM;SG
taşıma	szállítás	taşı	szállítás		N;NOM;SG
taşıma	közlekedési	taşı	közlekedési		ADJ;NOM;SG
animasyon	animáció	animasyon	animáció		N;NOM;SG
cam	üveg	cam	üveg		N;NOM;SG
cam	pohár	cam	pohár		N;NOM;SG
old	régit	ol	régit		N;ACC;SG
old	régiek	ol	régiek		N;NOM;PL
görünür	látható	görün	látható		ADJ;NOM;SG
sicilya	szicília	sicilya	szicília		N;NOM;SG
sicilya	szicíliai	sicilya	szicíliai		ADJ;NOM;SG
sicilya	szicíliai	sicilya	szicíliai		ADJ;NOM;SG
haritası	térkép	harita	térkép	N;NOM;SG;3	
haritası	térképet	harita	térkép	N;NOM;SG;3	N;ACC;SG
makine	gépek	makine	gép	N;NOM;SG;3	N;NOM;PL
makine	gépekkel	makine	gép	N;NOM;SG;3	N;INS;PL
makine	gépek	makine	gép	N;NOM;SG;3	N;NOM;PL
sonsuz	örökkévaló	sonsuz	örökkévaló		ADJ;NOM;SG
napoli	nápolyi	napoli	nápolyi	PROPN;NOM;SG;3	
napoli	nápolyi	napoli	nápolyi	PROPN;NOM;SG;3	
napoli	nápoly	napoli	nápoly	PROPN;NOM;SG;3	
napoli	napoli	napoli	napoli	PROPN;NOM;SG;3	N;NOM;SG
napoli	nápoly	napoli	nápoly	PROPN;NOM;SG;3	
boğazı	szoros	boğaz	szoros	N;ACC;SG;3	
boğazı	straits	boğaz	straits	N;ACC;SG;3	
yağış	csapadék	yağış	csapadék		N;NOM;SG
yağış	csapadék	yağış	csapadék		N;NOM;SG
milano	milánó	milano	milánó	PROPN;NOM;SG;3	N;NOM;SG
milano	milan	milano	milan	PROPN;NOM;SG;3	
milano	milánói	milano	milánó	PROPN;NOM;SG;3	
milano	milánó	milano	milánó	PROPN;NOM;SG;3	N;NOM;SG
milano	milano	milano	milano	PROPN;NOM;SG;3	
yazma	írni	yazma	ír		V;NFIN;ACT
yazma	írjon	yazma	ír		V;INDF;IMP;SG;3;PRS;FIN;ACT
yazma	gépelni	yazma	gépel		V;NFIN;ACT
yazma	írással	yazma	írás		N;INS;SG
yazma	írás	yazma	írás		N;NOM;SG
yazma	írása	yazma	írás		N;NOM;SG
fas	marokkóban	fas	marokkó	PROPN;NOM;SG;3	PROPN;IN+ESS;SG
fas	marokkó	fas	marokkó	PROPN;NOM;SG;3	
fas	marokkói	fas	marokkói	PROPN;NOM;SG;3	ADJ;NOM;SG
hâlâ	még	hul	még		ADV
görmek	látván	gör	látván	V;PFV;NOM;IND;POS;PRS;V.MSDR	
görmek	látva	gör	látva	V;PFV;NOM;IND;POS;PRS;V.MSDR	ADV;V.CVB
görmek	lásd	gör	lásd	V;PFV;NOM;IND;POS;PRS;V.MSDR	
grammy	grammy	grammy	grammy		N;NOM;SG
evde	otthon	ev	otthon	N;ESS;SG;3	
evde	itthon	ev	itthon	N;ESS;SG;3	
evde	haza	ev	haza	N;ESS;SG;3	
yumurta	tojást	yumurta	tojás		N;ACC;SG
yumurta	tojások	yumurta	tojás		N;NOM;PL
yumurta	tojás	yumurta	tojás		N;NOM;SG
yumurta	tojást	yumurta	tojás		N;ACC;SG
yumurta	tojás	yumurta	tojás		N;NOM;SG
network	hálózat	network	hálózat		N;NOM;SG
network	hálózati	network	hálózat		N;NOM;SG
sessiz	csend	sessiz	csend	ADJ	N;NOM;SG
sessiz	néma	sessiz	néma	ADJ	
sessiz	csendes	sessiz	csendes	ADJ	
nasa	nasa	nasa	nasa		N;NOM;SG
batıda	nyugat	batı	nyugat	N;ESS;SG;3	
batıda	nyugati	batı	nyugati	N;ESS;SG;3	
kare	keret	kare	kér		N;NOM;SG
kare	négyzetes	kare	négyzetes		ADJ;NOM;SG
kare	tér	kare	tér		N;NOM;SG
eğlence	szabadidő	eğlence	szabadidő	N;NOM;SG;3	
eğlence	entertainment	eğlence	entert	N;NOM;SG;3	N;ABS;SG
hidrojen	hidrogén	hidroj	hidrog		N;NOM;SG
yapay	szintetikus	yapay	szintetikus		N;NOM;SG
yapay	mesterséges	yapay	mesterséges		ADJ;NOM;SG
sporcu	atléta	sporcu	atlét		N;NOM;SG
sporcu	sportoló	sporcu	sportoló		N;NOM;SG
sporcu	sportember	sporcu	sportember		N;NOM;SG
sporcu	sportoló	sporcu	sportoló		N;NOM;SG
bakır	réz	bakır	réz		N;NOM;SG
jersey	jersey	jersey	jersey	PROPN;NOM;SG;3	
commons	commons	commons	commons		ADP
teksas	tex	teksas	tex	PROPN;NOM;SG;3	
teksas	texasi	teksas	texasi	PROPN;NOM;SG;3	
teksas	texas	teksas	texas	PROPN;NOM;SG;3	
teksas	texasban	teksas	texas	PROPN;NOM;SG;3	
hapis	börtönbüntetés	hapis	börtönbüntetés		N;NOM;SG
hapis	börtön	hapis	börtön		N;NOM;SG
hapis	börtönbe	hapis	börtön		N;IN+ALL;SG
hapis	börtön	hapis	börtön		N;NOM;SG
hapis	börtönben	hapis	börtönben		N;IN+ESS;SG
bağlantılı	kapcsolódó	bağlantılı	kapcsolódó		ADJ;NOM;SG
bağlantılı	rokonok	bağlantılı	rokon		N;NOM;PL
bağlantılı	kapcsolatban	bağlantılı	kapcsolat		N;IN+ESS;SG
bağlantılı	kapcsolódott	bağlantılı	kapcsolódott		V;INDF;IND;SG;3;PST;FIN;ACT
bağlantılı	kapcsolatban	bağlantılı	kapcsolat		N;IN+ESS;SG
bağlantılı	kapcsolódott	bağlantılı	kapcsolódott		V;INDF;IND;SG;3;PST;FIN;ACT
bağlantılı	kapcsolódó	bağlantılı	kapcsolódó		ADJ;NOM;SG
volkan	vulkán	volkan	vulkán		N;NOM;SG
volkan	vulkáni	volkan	vulkáni		N;NOM;SG
sunucu	műsorvezető	sunuç	műsorvezető		N;NOM;SG
sunucu	házigazda	sunuç	házigazda		N;NOM;SG
sunucu	műsorvezető	sunuç	műsorvezető		N;NOM;SG
sunucu	szerver	sunuç	szerver		N;NOM;SG
power	energia	power	energia		N;NOM;SG
power	erő	power	erő		N;NOM;SG
power	hatalom	power	hatalom		N;NOM;SG
gönüllü	önkéntesek	gönüllü	önkéntes		N;NOM;PL
gönüllü	önkéntesen	gönüllü	önkéntes		N;ON+ESS;SG
gönüllü	önkéntesség	gönüllü	önkéntesség		N;NOM;SG
miktarı	összeg	miktar	összeg	N;NOM;SG;3	N;NOM;SG
miktarı	mennyiség	miktar	mennyiség	N;NOM;SG;3	N;NOM;SG
ekip	legénység	ekip	legénység		N;NOM;SG
ekip	személyzet	ekip	személyzet		N;NOM;SG
ekip	brigád	ekip	brigád		N;NOM;SG
ekip	osztag	ekip	osztag		N;NOM;SG
ekip	csapat	ekip	csapat		N;NOM;SG
maçlar	gyufa	maç	gyufa	N;NOM;PL;3	N;NOM;SG
maçlar	egyezés	maç	egyezés	N;NOM;PL;3	N;NOM;SG
maçlar	egyezik	maç	egyezik	N;NOM;PL;3	V;INDF;IND;SG;3;PRS;FIN;ACT
maçlar	játék	maç	játék	N;NOM;PL;3	N;NOM;SG
brezilyalı	brazil	brezilyalı	brazil	PROPN;NOM;SG;3	
brezilyalı	brazília	brezilyalı	brazília	PROPN;NOM;SG;3	
topçu	tüzérség	topçu	tüzérség		N;NOM;SG
topçu	lövész	topçu	lövész		N;NOM;SG
mahkeme	bíróság	mahkem	bíróság		N;NOM;SG
mahkeme	udvar	mahkem	udvar		N;NOM;SG
mahkeme	számvevőszék	mahkem	számvevőszék		N;NOM;SG
mahkeme	tárgyalóteremben	mahkem	tárgyalóter		N;IN+ESS;SG
mahkeme	bíróságok	mahkem	bíróság		N;NOM;PL
kolayca	könnyen	kolayca	könnyű		ADJ;FRML;SG
parçalar	alkatrész	parça	alkatrész	N;NOM;PL;3	N;NOM;SG
parçalar	alkatrész	parça	alkatrész	N;NOM;PL;3	N;NOM;SG
yoğunluğu	intenzitás	yoğunluk	intenzitás	N;ACC;SG;3	N;NOM;SG
yoğunluğu	intenzitása	yoğunluk	intenzitás	N;ACC;SG;3	N;NOM;SG
yoğunluğu	sűrűség	yoğunluk	sűrűség	N;ACC;SG;3	N;NOM;SG
yoğunluğu	sűrűsége	yoğunluk	sűrűség	N;ACC;SG;3	N;NOM;SG
tuna	tonhal	tun	tonhal		N;NOM;SG
görüldü	foltos	gör	foltos	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;SG
görüldü	észlelés	gör	észlelés	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;SG
görüldü	láttam	gör	lát	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;SG;1;PST;FIN;ACT
görüldü	látta	gör	lát	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
görüldü	látták	gör	lát	V;PFV;IND;SG;3;POS;PST;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
wilson	wilson	wilson	wilson	PROPN;NOM;SG;3	
hoca	tanárnő	hoca	tanárnő		N;NOM;SG
hoca	tanár	hoca	tanár		N;NOM;SG
hıristiyan	keresztény	hıristiyan	keresztény	N;NOM;SG;3	
hıristiyan	christian	hıristiyan	christian	N;NOM;SG;3	
hıristiyan	keresztények	hıristiyan	keresztény	N;NOM;SG;3	N;NOM;PL
hıristiyan	keresztények	hıristiyan	keresztény	N;NOM;SG;3	N;NOM;PL
dik	varrni	dik	varrni		V;NFIN;ACT
vize	vízum	viz	vízum		N;NOM;SG
vize	vízum	viz	vízum		N;NOM;SG
müdür	rendező	müdür	rendező		N;NOM;SG
müdür	igazgató	müdür	igazgató		N;NOM;SG
müdür	menedzser	müdür	menedzser		N;NOM;SG
müdür	kezelő	müdür	kezelő		ADJ;NOM;SG
müdür	igazgató	müdür	igazgató		N;NOM;SG
müdür	igazgató	müdür	igazgató		N;NOM;SG
doğuda	keletre	doğu	keletr	N;ESS;SG;3	N;ON+ALL;SG
doğuda	keleti	doğu	keleti	N;ESS;SG;3	
doğuda	kelet	doğu	kelet	N;ESS;SG;3	
günleri	napok	gün	nap	N;ACC;PL;3	N;NOM;PL
günleri	napokban	gün	nap	N;ACC;PL;3	N;IN+ESS;PL
günleri	napokon	gün	nap	N;ACC;PL;3	N;ON+ESS;PL
kahire	kairó	kahire	kairó	PROPN;NOM;SG;3	N;NOM;SG
peru	perui	peru	perui	PROPN;NOM;SG;3	
peru	perui	peru	perui	PROPN;NOM;SG;3	
peru	peru	peru	peru	PROPN;NOM;SG;3	PROPN;NOM;SG
gaga	csőr	gaga	csőr		N;NOM;SG
gaga	csőre	gaga	csőre		N;NOM;SG
prusya	poroszország	prusya	poroszország	PROPN;NOM;SG;3	N;NOM;SG
prusya	porosz	prusya	porosz	PROPN;NOM;SG;3	
kart	kártyák	kart	kártya		N;NOM;PL
kart	lapok	kart	lap		N;NOM;PL
kart	kártya	kart	kártya		N;NOM;SG
kart	kártya	kart	kártya		N;NOM;SG
sayıları	számozási	say	számozási	N;ACC;PL;3	N;NOM;PL
varlık	jelenlét	varlık	jelenl		N;NOM;SG
varlık	jelenléte	varlık	jelenlét		N;NOM;SG
varlık	eszközök	varlık	eszköz		N;NOM;PL
varlık	vagyon	varlık	vagyon		N;NOM;SG
çoban	herder	çoban	herder		PROPN;NOM;SG
çoban	pásztorok	çoban	pásztor		N;NOM;PL
selanik	thesszaloniki	selanik	thesszaloniki		V;INDF;IND;SG;3;PRS;FIN;ACT
arkadaş	barátokkal	arkadaş	barát		N;INS;PL
arkadaş	barátok	arkadaş	barát		N;NOM;PL
arkadaş	barátaim	arkadaş	barát		N;NOM;PL
arkadaş	ismerősök	arkadaş	ismerős		N;NOM;PL
arkadaş	barát	arkadaş	bara		N;NOM;SG
arkadaş	barátom	arkadaş	barát		N;NOM;SG
band	zenekar	ban	zenekar		N;NOM;SG
frankfurt	frankfurt	frankfurt	frankfurt	PROPN;NOM;SG;3	N;NOM;SG
portal	portálok	portal	portál		N;NOM;PL
portal	portál	portal	por		N;NOM;SG
portal	átjáró	portal	átjáró		N;NOM;SG
kural	szabályok	kural	szabály		N;NOM;PL
kural	szabály	kural	szabály		N;NOM;SG
kural	szabályzat	kural	szabályzat		N;NOM;SG
kural	szabály	kural	szabály		N;NOM;SG
ansiklopedi	enciklopédia	ansiklopedi	enciklopédia		N;NOM;SG
felsefesi	filozófia	felsefe	filozófia	N;NOM;SG;3	N;NOM;SG
görünümü	megjelenés	görün	megjelenés	N;NOM;SG;3	N;NOM;SG
görünümü	megtekintés	görün	megtekintés	N;NOM;SG;3	N;NOM;SG
görünümü	kilátás	görün	kilátás	N;NOM;SG;3	N;NOM;SG
görünümü	nézet	görün	néz	N;NOM;SG;3	N;NOM;SG
gerilim	feszültség	gerilim	feszültség		N;NOM;SG
gerilim	feszültség	gerilim	feszültség		N;NOM;SG
gerilim	thriller	gerilim	thriller		N;NOM;SG
hikâye	sztori	hiku	sztori		N;NOM;SG
hikâye	történet	hiku	történet		N;NOM;SG
hikâye	története	hiku	történet		N;NOM;SG
hikâye	mese	hiku	mese		N;NOM;SG
dance	tánc	dance	tánc		N;NOM;SG
dance	táncolj	dance	táncol		V;DEF;IND;SG;3;PRS;FIN;ACT
dance	táncolni	dance	táncol		V;NFIN;ACT
kafkas	kaukázusi	kafkas	kaukázusi		ADJ;NOM;SG
konuşan	beszél	konuş	beszél		V;INDF;IND;SG;3;PRS;FIN;ACT
konuşan	beszélő	konuş	beszélő		ADJ;NOM;SG
konuşan	beszél	konuş	beszél		V;INDF;IND;SG;3;PRS;FIN;ACT
konuşan	beszélő	konuş	beszélő		ADJ;NOM;SG
bebek	baba	bebek	baba		N;NOM;SG
bebek	baba	bebek	baba		N;NOM;SG
bebek	babám	bebek	babám		N;NOM;SG
radikal	radikális	radikal	radikális		ADJ;NOM;SG
radikal	keményvonalas	radikal	keményvonalas		ADJ;NOM;SG
ipek	selyem	ipek	sely		N;NOM;SG
luis	luis	luis	luis	PROPN;NOM;SG;3	
günler	napokban	gün	nap	N;NOM;PL;3	N;IN+ESS;PL
günler	napokat	gün	nap	N;NOM;PL;3	N;ACC;PL
günler	napokon	gün	nap	N;NOM;PL;3	N;ON+ESS;PL
hong	hong	hong	hong	PROPN;NOM;SG;3	
öztürk	öztürk	öztürk	öztürk	PROPN;NOM;SG;3	
bölgeler	régiói	bölge	régiói	N;NOM;PL;3	N;NOM;SG
muharebe	harci	muharebe	harci	N;NOM;SG;3	
euro	eur	euro	eur		N;NOM;SG
euro	euró	euro	euró		N;NOM;SG
euro	euró	euro	euró		N;NOM;SG
euro	euróban	euro	euró		N;IN+ESS;SG
dere	patak	dere	patak		N;NOM;SG
dere	patak	dere	patak		N;NOM;SG
duran	duran	dur	duran		N;NOM;SG
