से	din	से	din		ADP;ACC
असफल	esec	असफल	esec	ADP	N;INDF;MASC;SG
असफल	esec	असफल	esec	ADP	N;INDF;MASC;SG
असफल	esec	असफल	esec	ADP	N;INDF;MASC;SG
चन्द्र	chandra	चन्द्र	chandra	PROPN;NOM;MASC;SG;3	PROPN
चन्द्र	luna	चन्द्र	lună	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
चन्द्र	luna	चन्द्र	lună	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
चन्द्र	moon	चन्द्र	moon	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
गाँधी	gandhi	गाँधी	gandhi	PROPN;NOM;MASC;SG;3	PROPN
अनुप्रयोग	aplicarea	अनुप्रयोग	aplicare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
अनुप्रयोग	aplicatie	अनुप्रयोग	aplicatie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
अनुप्रयोग	cerere	अनुप्रयोग	cerere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
अनुप्रयोग	aplicatii	अनुप्रयोग	aplicat	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अनुप्रयोग	cereri	अनुप्रयोग	cerere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अनुप्रयोग	aplicatii	अनुप्रयोग	aplicat	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बचने	evitarea	बच	evitare	V;NFIN;ACT	N;DEF;FEM;SG
बचने	evitand	बच	evita	V;NFIN;ACT	
सोने	auriu	सोना	auriu	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सोने	gold	सोना	gold	N;NOM;MASC;SG;3	
सोने	aurul	सोना	aur	N;NOM;MASC;SG;3	N;DEF;MASC;SG
बेहद	extrem	बेहद	extrem	CONJ	ADV;RL
सचिव	secretarul	सचिव	secretar	N;NOM;MASC;SG;3	N;DEF;MASC;SG
सचिव	secretara	सचिव	secretar	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सचिव	secretara	सचिव	secretar	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ब्रांड	marcile	ब्रांड	marcă	N;NOM;MASC;SG;3	N;DEF;FEM;PL
ब्रांड	marci	ब्रांड	marcă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
ब्रांड	marca	ब्रांड	marcă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ब्रांड	marca	ब्रांड	marcă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
डिज़ाइन	proiectare	डिज़ाइन	proiectare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
डिज़ाइन	proiectarea	डिज़ाइन	proiectare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	habitatul	आवास	habitat	N;NOM;MASC;SG;3	N;DEF;MASC;SG
आवास	resedinta	आवास	resedinta	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	resedinta	आवास	resedinta	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	resedinta	आवास	resedinta	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	locuinte	आवास	locuint	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आवास	locuinte	आवास	locuint	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आवास	cazare	आवास	cazare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
आवास	carcasa	आवास	carcasă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	loja	आवास	lojă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	loja	आवास	lojă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आवास	cazare	आवास	cazare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
ज़िला	districtul	ज़िला	district	N;NOM;MASC;SG;3	N;DEF;MASC;SG
यांत्रिक	mecanice	यांत्रिक	mecanic	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
यांत्रिक	mecanic	यांत्रिक	mecanic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
यांत्रिक	mecanica	यांत्रिक	mecanică	N;NOM;MASC;SG;3	N;DEF;FEM;SG
धारणा	conceperea	धारणा	concepere	N;NOM;FEM;SG;3	N;DEF;FEM;SG
द्रव्यमान	liturghie	द्रव्यमान	liturghie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
द्रव्यमान	masa	द्रव्यमान	masă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
द्रव्यमान	masa	द्रव्यमान	masă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
न्यायाधीश	judeca	न्यायाधीश	judeca	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
न्यायाधीश	judecatoare	न्यायाधीश	judecator	N;NOM;MASC;SG;3	ADJ;INDF;FEM
लाइव	traiasca	लाइव	traiască	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लाइव	live	लाइव	livă	N;NOM;MASC;SG;3	
आकृति	forma	आकृति	formă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
आकृति	forma	आकृति	formă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
आकृति	figura	आकृति	figură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
आकृति	figura	आकृति	figură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
स्थितियों	situatiile	स्थिति	situatie	N;ACC;FEM;PL;3	N;DEF;FEM;PL
करेंगे	will	कर	will	V;MASC;IND;PL;3;FUT;FIN;ACT	PROPN
करेंगे	va	कर	vrea	V;MASC;IND;PL;3;FUT;FIN;ACT	V;SG;3
मलयालम	malayalam	मलयालम	malayalam	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
हालाँकि	desi	हालाँकि	desi	CONJ	
हालाँकि	desi	हालाँकि	desi	CONJ	
हालाँकि	desi	हालाँकि	desi	CONJ	
पीटर	petru	पीटर	petru	PROPN;NOM;MASC;SG;3	
पीटर	peter	पीटर	peter	PROPN;NOM;MASC;SG;3	PROPN
खराब	rau	खराब	rau	ADJ	
खराब	bad	खराब	bad	ADJ	N;INDF;MASC;SG
खराब	rau	खराब	rau	ADJ	
एलबम	albumul	एलबम	album	N;NOM;MASC;SG;3	N;DEF;MASC;SG
एलबम	albumele	एलबम	album	N;NOM;MASC;SG;3	N;DEF;FEM;PL
एलबम	albume	एलबम	album	N;NOM;MASC;SG;3	N;INDF;FEM;PL
संवाद	dialoguri	संवाद	dialog		N;INDF;FEM;PL
संवाद	dialogul	संवाद	dialog		N;DEF;MASC;SG
संवाद	dialog	संवाद	dialog		N;INDF;MASC;SG
संवाद	dialoguri	संवाद	dialog		N;INDF;FEM;PL
संवाद	dialog	संवाद	dialog		N;INDF;MASC;SG
प्रीमियर	premiere	प्रीमियर	premiere	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रीमियर	premiera	प्रीमियर	premiera	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रीमियर	premiera	प्रीमियर	premiera	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रीमियर	premierul	प्रीमियर	premier	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पेट	stomacului	पेट	stomac	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पेट	stomacul	पेट	stomac	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पेट	burta	पेट	burtă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पेट	burta	पेट	burtă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पेट	belly	पेट	belly	N;NOM;MASC;SG;3	ADJ
मोहम्मद	mohamed	मोहम्मद	mohamed	PROPN;NOM;MASC;SG;3	PROPN
फसल	decupare	फसल	decupare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
फसल	recolta	फसल	recoltă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
फसल	recolta	फसल	recoltă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
दोस्त	amice	दोस्त	amica	N;NOM;MASC;SG;3	
दोस्त	prietena	दोस्त	prietenă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
दोस्त	prietene	दोस्त	prieten	N;NOM;MASC;SG;3	N;INDF;FEM;PL
वापसी	intoarcere	वापसी	intoarcere	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वापसी	retragere	वापसी	retragere	N;NOM;FEM;SG;3	N;INDF;FEM;SG
वापसी	retragerea	वापसी	retragere	N;NOM;FEM;SG;3	N;DEF;FEM;SG
वापसी	revenire	वापसी	revenire	N;NOM;FEM;SG;3	N;INDF;FEM;SG
प्रोत्साहित	incurajeaza	प्रोत्साहित	incurajează	ADJ	V;IND;SG;3;IPFV;FIN
प्रोत्साहित	incuraja	प्रोत्साहित	incuraja	ADJ	V;IND;SG;3;IPFV;FIN
प्रोत्साहित	incurajand	प्रोत्साहित	incuraja	ADJ	ADV
प्रोत्साहित	incurajarea	प्रोत्साहित	incurajare	ADJ	N;DEF;FEM;SG
प्रोत्साहित	incurajata	प्रोत्साहित	incurajat	ADJ	N;DEF;FEM;SG
सूरज	soare	सूरज	soare	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सूरज	soarele	सूरज	soare	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
सूरज	sun	सूरज	sun	PROPN;NOM;MASC;SG;3	
सूरज	suraj	सूरज	suraj	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
लाइसेंस	licente	लाइसेंस	licent	N;NOM;MASC;SG;3	N;INDF;FEM;PL
लाइसेंस	licenta	लाइसेंस	licentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लाइसेंस	licenta	लाइसेंस	licentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लाइसेंस	licenta	लाइसेंस	licentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लाइसेंस	licenta	लाइसेंस	licentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
लाइसेंस	licenta	लाइसेंस	licentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सेन	sen	सेन	sen	PROPN;NOM;SG;3	N;INDF;MASC;SG
छः	sase	छः	sas	NUM	
छः	six	छः	six	NUM	N;INDF;MASC;SG
छः	sase	छः	sas	NUM	
छः	sase	छः	sas	NUM	
मिशन	misiunea	मिशन	misiune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मिशन	misiune	मिशन	misiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
मिशन	misiuni	मिशन	misiune	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मिशन	misiunile	मिशन	misiune	N;NOM;MASC;SG;3	N;DEF;FEM;PL
लंबा	long	लंबा	long	ADJ;MASC;SG	
विशेषज्ञ	specialist	विशेषज्ञ	specialist	N;NOM;MASC;PL;3	N;INDF;MASC;SG
विशेषज्ञ	specialistul	विशेषज्ञ	specialist	N;NOM;MASC;PL;3	N;DEF;MASC;SG
विशेषज्ञ	expertii	विशेषज्ञ	expert	N;NOM;MASC;PL;3	N;DEF;MASC;PL
विशेषज्ञ	expertul	विशेषज्ञ	expert	N;NOM;MASC;PL;3	N;DEF;MASC;SG
विशेषज्ञ	experta	विशेषज्ञ	experta	N;NOM;MASC;PL;3	N;DEF;FEM;SG
विशेषज्ञ	expert	विशेषज्ञ	expert	N;NOM;MASC;PL;3	N;INDF;MASC;SG
नौकरी	iov	नौकरी	iov	N;NOM;FEM;SG;3	
उपाय	masurile	उपाय	mas	N;NOM;MASC;PL;3	N;DEF;FEM;PL
उपाय	remediu	उपाय	remediu	N;NOM;MASC;PL;3	N;INDF;MASC;SG
उपाय	remediul	उपाय	remediu	N;NOM;MASC;PL;3	N;DEF;MASC;SG
आकाश	ceruri	आकाश	cer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
आकाश	cerul	आकाश	cer	N;NOM;MASC;SG;3	N;DEF;MASC;SG
आकाश	cer	आकाश	cere	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
शासकों	conducatorii	शासक	conducatoriu	N;ACC;MASC;PL;3	N;DEF;MASC;PL
तिब्बत	tibet	तिब्बत	tibet	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
खो	kho	खो	kho	V;ACT	N;INDF;MASC;SG
बचाव	apara	बचाव	apara	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
बचाव	apara	बचाव	apara	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
बचाव	speculative	बचाव	speculativ	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
बचाव	salvare	बचाव	salvare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
बचाव	prevenire	बचाव	prevenire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
बचाव	prevenirea	बचाव	prevenire	N;NOM;MASC;SG;3	N;DEF;FEM;SG
देखभाल	grijuliu	देखभाल	grijuliu	N;NOM;FEM;SG;3	ADJ;INDF;MASC;SG
देखभाल	ingrijirea	देखभाल	ingrijire	N;NOM;FEM;SG;3	N;DEF;FEM;SG
देखभाल	grija	देखभाल	grijă	N;NOM;FEM;SG;3	N;DEF;FEM;SG
पर्यटकों	turistii	पर्यटक	turist	N;ACC;MASC;PL;3	N;DEF;MASC;PL
ईरानी	iran	ईरानी	iran	PROPN;NOM;MASC;SG;3	PROPN
ईरानी	iranul	ईरानी	iran	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ईरानी	iraniene	ईरानी	iranian	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
ईरानी	iraniana	ईरानी	iraniană	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
ईरानी	iranian	ईरानी	iranian	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
सिंगापुर	singapore	सिंगापुर	singapore	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
मादा	femeie	मादा	femeie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
मादा	feminin	मादा	feminin	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
मादा	femela	मादा	femelă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
मादा	femela	मादा	femelă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
खरीद	cumparare	खरीद	cumparare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
खरीद	achizitie	खरीद	achizitie	N;NOM;FEM;SG;3	N;INDF;FEM;SG
खरीद	achizitii	खरीद	achizit	N;NOM;FEM;SG;3	N;INDF;FEM;PL
उत्सर्जन	emisie	उत्सर्जन	emisie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
उत्सर्जन	emisia	उत्सर्जन	emisie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
उत्सर्जन	emisii	उत्सर्जन	emisie	N;NOM;MASC;SG;3	N;INDF;FEM;PL
निवासियों	locuitorii	निवासी	locuitor	N;ACC;MASC;PL;3	N;DEF;MASC;PL
क्षति	daune	क्षति	daună	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षति	pagube	क्षति	pagubă	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षति	avarii	क्षति	avarie	N;NOM;FEM;SG;3	N;INDF;FEM;PL
क्षति	stricaciuni	क्षति	stricaciune	N;NOM;FEM;SG;3	N;INDF;FEM;PL
दोष	vina	दोष	vină		N;DEF;FEM;SG
दोष	defect	दोष	defect		N;INDF;MASC;SG
अवतार	incarnare	अवतार	incarnare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
हाथी	elefantul	हाथी	elefant	N;NOM;MASC;SG;3	N;DEF;MASC;SG
शैक्षिक	academic	शैक्षिक	academic	N;NOM	ADJ;INDF;MASC;SG
शैक्षिक	academica	शैक्षिक	academică	N;NOM	N;DEF;FEM;SG
शैक्षिक	academice	शैक्षिक	academic	N;NOM	ADJ;INDF;FEM;PL
शैक्षिक	educativ	शैक्षिक	educativ	N;NOM	ADJ;INDF;MASC;SG
युगल	cupluri	युगल	cuplu	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
युगल	cuplurile	युगल	cuplu	PROPN;NOM;MASC;SG;3	N;DEF;FEM;PL
युगल	cuplurilor	युगल	cuplu	PROPN;NOM;MASC;SG;3	N;DEF;FEM;PL
युगल	dubleaza	युगल	dublează	PROPN;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
युगल	duble	युगल	dublu	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
युगल	cuplu	युगल	cuplu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
युगल	cuplul	युगल	cuplu	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ग्रीक	greci	ग्रीक	grec		N;INDF;MASC;PL
ग्रीक	grecesc	ग्रीक	grecesc		ADJ;INDF;MASC;SG
ग्रीक	grec	ग्रीक	grec		N;INDF;MASC;SG
ग्रीक	greaca	ग्रीक	greacă		N;DEF;FEM;SG
ग्रीक	greaca	ग्रीक	greacă		N;DEF;FEM;SG
टीका	vaccinuri	टीका	vaccin	N;NOM;MASC;SG;3	N;INDF;FEM;PL
टीका	vaccinul	टीका	vaccin	N;NOM;MASC;SG;3	N;DEF;MASC;SG
रिलीज	eliberare	रिलीज	eliberare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
रिलीज	eliberarea	रिलीज	eliberare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
रिलीज	elibereaza	रिलीज	eliberează	N;NOM;MASC;SG;3	V;IND;SG;3;IPFV;FIN
रिलीज	eliberari	रिलीज	eliberar	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अदालत	curtea	अदालत	curte	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अदालत	curte	अदालत	curte	N;NOM;FEM;SG;3	N;INDF;FEM;SG
अदालत	instanta	अदालत	instant	N;NOM;FEM;SG;3	N;DEF;FEM;SG
अकार्बनिक	anorganice	अकार्बनिक	anorganic	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
झारखंड	jharkhand	झारखंड	jharkhand	PROPN;NOM;MASC;SG;3	
सुपर	super	सुपर	super	N;NOM	
दाब	presiuni	दाब	presiune	N;NOM;MASC;SG;3	N;INDF;FEM;PL
दाब	presiunea	दाब	presiune	N;NOM;MASC;SG;3	N;DEF;FEM;SG
दाब	presiune	दाब	presiune	N;NOM;MASC;SG;3	N;INDF;FEM;SG
समझौता	pactul	समझौता	pact	N;NOM;MASC;SG;3	N;DEF;MASC;SG
समझौता	pactului	समझौता	pact	N;NOM;MASC;SG;3	N;DEF;MASC;SG
समझौता	compromisuri	समझौता	compromis	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समझौता	compromisul	समझौता	compromis	N;NOM;MASC;SG;3	N;DEF;MASC;SG
आवासीय	rezidentiale	आवासीय	rezidential	N;NOM	ADJ;INDF;FEM;PL
जंगली	salbatic	जंगली	salbatic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जंगली	salbatica	जंगली	salbatică	N;NOM;MASC;SG;3	N;DEF;FEM;SG
जंगली	salbatic	जंगली	salbatic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जंगली	salbatice	जंगली	salbatic	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
जंगली	savage	जंगली	savag	N;NOM;MASC;SG;3	PROPN
जंगली	salbatic	जंगली	salbatic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जंगली	salbatic	जंगली	salbatic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जंगली	haggard	जंगली	haggard	N;NOM;MASC;SG;3	PROPN
जरूरी	obligatoriu	जरूरी	obligatoriu	ADJ	ADV
जरूरी	necesar	जरूरी	necesar	ADJ	ADV
आर्ट	arta	आर्ट	artă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आर्ट	arta	आर्ट	artă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
शनि	saturn	शनि	saturn	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
शनि	sat	शनि	sat	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
श्वेत	albe	श्वेत	alb		ADJ;INDF;FEM;PL
श्वेत	alba	श्वेत	alb		N;DEF;FEM;SG
श्वेत	alb	श्वेत	alb		ADJ;INDF;MASC;SG
नमक	sarea	नमक	sare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
नमक	sare	नमक	sare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
बातों	lucrurile	बात	lucru	N;ACC;FEM;PL;3	N;DEF;FEM;PL
बिलियन	miliarde	बिलियन	miliard	N;NOM;MASC;SG;3	NUM;INDF;FEM;PL
एकीकृत	unificat	एकीकृत	unifica	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
एकीकृत	integrate	एकीकृत	integra	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
एकीकृत	integrat	एकीकृत	integrat	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
एकीकृत	integrata	एकीकृत	integrat	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
पत्रकार	ziarista	पत्रकार	ziarist	N;NOM;MASC;PL;3	N;DEF;FEM;SG
पत्रकार	jurnalistul	पत्रकार	jurnalist	N;NOM;MASC;PL;3	N;DEF;MASC;SG
पत्रकार	jurnalist	पत्रकार	jurnalist	N;NOM;MASC;PL;3	N;INDF;MASC;SG
पत्रकार	jurnalista	पत्रकार	jurnalist	N;NOM;MASC;PL;3	N;DEF;FEM;SG
पत्रकार	ziarist	पत्रकार	ziarist	N;NOM;MASC;PL;3	N;INDF;MASC;SG
वस्त्र	textile	वस्त्र	textile	N;NOM;MASC;SG;3	N;INDF;FEM;PL
वस्त्र	imbracaminte	वस्त्र	imbracamint	N;NOM;MASC;SG;3	N;INDF;FEM;SG
वस्त्र	imbracaminte	वस्त्र	imbracamint	N;NOM;MASC;SG;3	N;INDF;FEM;SG
वस्त्र	textile	वस्त्र	textile	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जानवरों	animalelor	जानवर	animal	N;ACC;MASC;PL;3	N;DEF;FEM;PL
जानवरों	animalele	जानवर	animal	N;ACC;MASC;PL;3	N;DEF;FEM;PL
आपस	uzurpa	आपस	uzurpa	N;NOM;MASC;PL;3	
आगमन	sosirea	आगमन	sosire	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आगमन	sosire	आगमन	sosire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
कन्या	fecioara	कन्या	fecioară	N;NOM;FEM;SG;3	N;DEF;FEM;SG
कन्या	fecioara	कन्या	fecioară	N;NOM;FEM;SG;3	N;DEF;FEM;SG
शास्त्री	shastri	शास्त्री	shastru	PROPN;NOM;MASC;SG;3	
मनुष्यों	oamenii	मनुष्य	om	N;ACC;MASC;PL;3	N;DEF;MASC;PL
पर्व	festivalul	पर्व	festival	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पर्व	festivalului	पर्व	festival	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पर्व	fiesta	पर्व	fiestă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
निष्कर्ष	concluzia	निष्कर्ष	concluzie	N;NOM;MASC;PL;3	N;DEF;FEM;SG
निष्कर्ष	concluzie	निष्कर्ष	concluzie	N;NOM;MASC;PL;3	N;INDF;FEM;SG
साफ	clar	साफ	clar	ADJ	ADV
साफ	limpede	साफ	limpede	ADJ	ADV
साफ	curata	साफ	curată	ADJ	V;IND;SG;3;IPFV;FIN
साफ	curata	साफ	curată	ADJ	V;IND;SG;3;IPFV;FIN
साफ	clean	साफ	clean	ADJ	N;INDF;MASC;SG
गरम	calde	गरम	cald		ADJ;INDF;FEM;PL
गरम	cald	गरम	cald		ADJ;INDF;MASC;SG
गरम	calda	गरम	calda		ADJ;DEF;FEM;SG
आवश्यकताओं	cerinte	आवश्यकता	cerint	N;ACC;FEM;PL;3	
आवश्यकताओं	cerinte	आवश्यकता	cerint	N;ACC;FEM;PL;3	
आवश्यकताओं	cerintele	आवश्यकता	cerint	N;ACC;FEM;PL;3	N;DEF;FEM;PL
प्रतिरोध	rezistenta	प्रतिरोध	rezistentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रतिरोध	rezistenta	प्रतिरोध	rezistentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
प्रतिरोध	rezistenta	प्रतिरोध	rezistentă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
सदा	mereu	सदा	mereu		ADV
डिस्क	discul	डिस्क	disc	N;NOM;MASC;SG;3	N;DEF;MASC;SG
डिस्क	discul	डिस्क	disc	N;NOM;MASC;SG;3	N;DEF;MASC;SG
डिस्क	discheta	डिस्क	discheta	N;NOM;MASC;SG;3	N;DEF;FEM;SG
डिस्क	discuri	डिस्क	disc	N;NOM;MASC;SG;3	N;INDF;FEM;PL
खड़ा	verticala	खडा	verticală	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
खड़ा	verticale	खडा	vertical	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
पोस्ट	posteaza	पोस्ट	postează	N;NOM;FEM;SG;3	V;IND;SG;3;IPFV;FIN
पोस्ट	postare	पोस्ट	postare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
पोस्ट	postarea	पोस्ट	postare	N;NOM;FEM;SG;3	N;DEF;FEM;SG
