monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
beibehalten	zachowane	beibehalten	zachować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beibehalten	zachowany	beibehalten	zachować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
beibehalten	zatrzymana	beibehalten	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
beibehalten	zatrzymane	beibehalten	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beibehalten	utrzymane	beibehalten	utrzymać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beibehalten	utrzymywane	beibehalten	utrzymywać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beibehalten	utrzymana	beibehalten	utrzymać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
beibehalten	zachowane	beibehalten	zachować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
orleans	orleanie	orleans	orleanie	PROPN;NOM;NEUT;SG	ADV
orleans	orleanu	orleans	orlean	PROPN;NOM;NEUT;SG	N;GEN;MASC;SG
orleans	orlean	orleans	orleany	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG
orleans	orlean	orleans	orleany	PROPN;NOM;NEUT;SG	N;NOM;MASC;SG
orleans	orleanu	orleans	orlean	PROPN;NOM;NEUT;SG	N;GEN;MASC;SG
anstieg	powstań	ansteigen	powstanie		N;GEN;NEUT;PL
österreicher	austriacy	österreicher	austriak	ADJ	N;NOM;MASC;PL
österreicher	austrii	österreicher	austria	ADJ	PROPN;GEN;FEM;SG
eddie	eddie	eddie	edda	PROPN;NOM;SG	PROPN;NOM;MASC;SG
eddie	eddiego	eddie	eddić	PROPN;NOM;SG	N;ACC;MASC;SG
vorbereitet	gotowy	vorbereiten	gotowy	V;V.PTCP	ADJ;NOM;MASC;SG
vorbereitet	gotowe	vorbereiten	gotowy	V;V.PTCP	ADJ;NOM;NEUT;SG
vorbereitet	przygotowane	vorbereiten	przygotować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vorbereitet	przygotowany	vorbereiten	przygotować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vorbereitet	przygotowana	vorbereiten	przygotować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	aktiengesellschaft	ADJ	
stürzte	rozbity	stürzen	rozbić	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
einheitliche	zjednoczone	einheitlich	zjednoczyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
einheitliche	jednolitego	einheitlich	jednolity	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
einheitliche	zjednoczona	einheitlich	zjednoczyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
einheitliche	jednolitego	einheitlich	jednolity	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;SG
einheitliche	jednolity	einheitlich	jednolit	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
einheitliche	jednolita	einheitlich	jednolit	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
einheitliche	jednolite	einheitlich	jednolity	ADJ;NOM;FEM;PL	
einheitliche	jednolita	einheitlich	jednolit	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
einheitliche	uniform	einheitlich	uniforma	ADJ;NOM;FEM;PL	
einheitliche	jednolity	einheitlich	jednolit	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
einheitliche	mundur	einheitlich	mundur	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
landschaften	scenerii	landschaft	scenzria	ADJ	N;GEN;FEM;SG
landschaften	dekoracje	landschaft	dekoracja	ADJ	N;NOM;FEM;PL
landschaften	krajobrazy	landschaft	krajobraza	ADJ	N;NOM;MASC;PL
landschaften	wieś	landschaft	wieś	ADJ	N;NOM;FEM;SG
landschaften	krajobrazy	landschaft	krajobraza	ADJ	N;NOM;MASC;PL
landschaften	krajobraz	landschaft	krajobraz	ADJ	N;NOM;MASC;SG
landschaften	krajobrazy	landschaft	krajobraza	ADJ	N;NOM;MASC;PL
anstellung	rekrutacji	anstellung	rekrutacja	V;IND;SG;3;PST;FIN	N;GEN;FEM;SG
anstellung	rekrutacja	anstellung	rekrutacja	V;IND;SG;3;PST;FIN	N;NOM;FEM;SG
festland	ląd	festlind	ląd		N;NOM;MASC;SG
festland	kontynent	festlind	kontynent		N;NOM;MASC;SG
baltimore	baltimore	baltimore	baltimor	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
fotografen	fotografów	fotograf	fotograf		N;ACC;MASC;PL
fotografen	fotografa	fotograf	fotograf		N;ACC;MASC;SG
fotografen	fotograf	fotograf	fotograf		N;NOM;MASC;SG
fotografen	fotografem	fotograf	fotograf		N;INS;MASC;SG
einverstanden	uzgodnione	einverstanden	uzgodnić	V;NFIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
einverstanden	zgoda	einverstanden	zgoda	V;NFIN	N;NOM;FEM;SG
mund	usta	mund	usta		N;NOM;NEUT;PL
mund	gęba	mund	gęba		N;NOM;FEM;SG
berthold	berthold	berthold	berthold	PROPN	PROPN;NOM;MASC;SG
soziales	społecznego	sozial	społeczny	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
reformen	reformę	reformen	reforma	V;NFIN	N;ACC;FEM;SG
reformen	reform	reformen	reforma	V;NFIN	
reformen	reforma	reformen	reforma	V;NFIN	N;NOM;FEM;SG
reformen	reformy	reformen	reforma	V;NFIN	N;ACC;FEM;SG
reformen	reformy	reformen	reforma	V;NFIN	N;ACC;FEM;SG
reformen	reform	reformen	reforma	V;NFIN	
sklaven	niewolnika	sklaven	niewolnik	N;PL	N;ACC;MASC;SG
sklaven	niewolnik	sklaven	niewolnik	N;PL	N;NOM;MASC;SG
sklaven	niewolnikiem	sklaven	niewolnik	N;PL	N;INS;MASC;SG
weinbau	winnicy	weinbau	winnica		N;GEN;FEM;SG
weinbau	wino	weinbau	wino		N;NOM;NEUT;SG
griechen	grecy	griechen	greca		N;NOM;MASC;PL
griechen	greków	griechen	grek		N;GEN;MASC;PL
griechen	grecki	griechen	grecki		ADJ;NOM;MASC;SG
griechen	grecka	griechen	grecki		ADJ;NOM;FEM;SG
griechen	grecja	griechen	grecja		N;NOM;FEM;SG
griechen	greckie	griechen	grecki		ADJ;NOM;NEUT;SG
individuelle	indywidualny	individuell	indywidualny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
individuelle	indywidualne	individuell	indywidualny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
individuelle	poszczególnych	individuell	poszczególny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
individuelle	indywidualnie	individuell	indywidualnie	ADJ;NOM;FEM;PL	ADV
individuelle	dostosowany	individuell	dostosować	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
individuelle	dostosowane	individuell	dostosować	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
fair	uczciwie	fair	uczciwie	ADJ	ADV
fair	targi	fair	targa	ADJ	N;NOM;MASC;PL
fair	fair	fair	fair	ADJ	
fair	jarmark	fair	jarmark	ADJ	N;NOM;MASC;SG
scheitern	porażki	scheitern	porażka	V;NFIN	N;ACC;FEM;PL
scheitern	porażka	scheitern	porażka	V;NFIN	N;NOM;FEM;SG
scheitern	niepowodzenie	scheitern	niepowodzenie	V;NFIN	N;NOM;NEUT;SG
scheitern	niewydolność	scheitern	niewydolność	V;NFIN	N;NOM;FEM;SG
scheitern	awaria	scheitern	awariać	V;NFIN	N;NOM;FEM;SG
scheitern	niepowodzenia	scheitern	niepowodzenie	V;NFIN	N;NOM;NEUT;SG
scheitern	porażki	scheitern	porażka	V;NFIN	N;ACC;FEM;PL
spitzen	koronki	spitz	koronka	V;NFIN	N;ACC;FEM;PL
spitzen	szczytów	spitz	szczyt	V;NFIN	N;GEN;MASC;PL
spitzen	peaks	spitz	peaks	V;NFIN	
spitzen	szczyty	spitz	szczyt	V;NFIN	N;NOM;MASC;PL
aussieht	wygląd	aussehen	wygląd	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
mohammed	mohammad	mohammed	mohammad		N;NOM;MASC;SG
mohammed	muhammad	mohammed	muhammad		N;NOM;MASC;SG
mohammed	muhammad	mohammed	muhammad		N;NOM;MASC;SG
mohammed	mohammed	mohammed	mohammed		V;IPFV;IND;SG;2;PRS;FIN;ACT
mohammed	muhammad	mohammed	muhammad		N;NOM;MASC;SG
mohammed	mohamed	mohammed	mohamed		N;NOM;MASC;SG
marktplatz	rynek	marktplatz	rynek	ADJ	N;NOM;MASC;SG
marktplatz	giełda	marktplatz	giełda	ADJ	N;NOM;FEM;SG
marktplatz	targ	marktplatz	targa	ADJ	N;NOM;MASC;SG
marktplatz	giełdy	marktplatz	giełda	ADJ	N;ACC;FEM;SG
arkansas	arkansas	arkansas	arkansas	PROPN;NOM;NEUT;SG	
indonesien	indonezja	indonesien	indonezja	PROPN;NOM;NEUT;SG	
indonesien	indonezyjski	indonesien	indonezyjski	PROPN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
reagieren	odpowiedz	reagieren	odpowiedzieć	V;NFIN	
reagieren	reagowanie	reagieren	reagować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bedingung	warunkowe	bedingung	warunkowy		ADJ;NOM;NEUT;SG
bedingung	warunkowego	bedingung	warunkowy		ADJ;ACC;MASC;SG
bedingung	warunek	bedingung	warunek		N;ACC;MASC;SG
bedingung	stan	bedingung	stan		N;NOM;MASC;SG
bedingung	ograniczenie	bedingung	ograniczenie		N;NOM;NEUT;SG
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
tagebuch	dziennik	tagebuch	dziennik	ADJ	N;NOM;MASC;SG
tagebuch	czasopismo	tagebuch	czasopismo	ADJ	N;NOM;NEUT;SG
tagebuch	journal	tagebuch	journal	ADJ	
tagebuch	pamiętnik	tagebuch	pamiętnik	ADJ	N;ACC;MASC;SG
tagebuch	dziennik	tagebuch	dziennik	ADJ	N;NOM;MASC;SG
tagebuch	pamiętniku	tagebuch	pamiętnik	ADJ	N;GEN;MASC;SG
tagebuch	pamiętnik	tagebuch	pamiętnik	ADJ	N;ACC;MASC;SG
tagebuch	dzienniki	tagebuch	dziennik	ADJ	N;NOM;MASC;PL
tagebuch	pamiętniki	tagebuch	pamiętnik	ADJ	N;ACC;MASC;PL
ethik	etycznych	ethik	etyczny		ADJ;GEN;MASC;PL
ethik	etyczne	ethik	etyczny		ADJ;NOM;NEUT;SG
ethik	etyka	ethik	etyka		N;NOM;FEM;SG
ausgewählte	wybrany	ausgewählt	wybrać	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ausgewählte	zaznaczone	ausgewählt	zaznaczyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgewählte	wybrane	ausgewählt	wybrać	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ausgewählte	wybrana	ausgewählt	wybrać	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ausgewählte	wybrano	ausgewählt	wybrać	ADJ;NOM;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
britisch	british	britisch	british	ADJ	N;NOM;MASC;SG
entdecken	odkrywanie	entdecken	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
entdecken	odkrywanie	entdecken	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
entdecken	odkrycia	entdecken	odkrycie	V;NFIN	N;NOM;NEUT;SG
entdecken	odkrywanie	entdecken	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
entdecken	odkrycie	entdecken	odkrycie	V;NFIN	N;NOM;NEUT;SG
entdecken	discovery	entdecken	discover	V;NFIN	
beginnend	początku	beginnend	początek	ADJ	N;GEN;MASC;SG
beginnend	poczatek	beginnend	poczatek	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
beginnend	początek	beginnend	początek	ADJ	N;NOM;MASC;SG
frequenz	częstotliwości	frequenz	częstotliwość	ADJ	N;GEN;FEM;SG
frequenz	częstotliwość	frequenz	częstotliwość	ADJ	N;NOM;FEM;SG
frequenz	częstość	frequenz	częstość	ADJ	N;NOM;FEM;SG
verlinkung	łącze	verlinkung	łączyć	ADJ	
verlinkung	link	verlinkung	link	ADJ	V;PFV;IND;SG;FIN;ACT
verlinkung	ogniwo	verlinkung	ogniwo	ADJ	
verlinkung	odnośnik	verlinkung	odnośnik	ADJ	N;ACC;MASC;SG
verlinkung	łączenie	verlinkung	łączenie	ADJ	N;NOM;NEUT;SG
seltene	rzadka	selten	rzadka	ADJ;NOM;PL	ADJ;NOM;FEM;SG
seltene	rzadkość	selten	rzadkość	ADJ;NOM;PL	N;NOM;FEM;SG
seltene	rzadkie	selten	rzadki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
seltene	rzadki	selten	rzadka	ADJ;NOM;PL	ADJ;NOM;MASC;SG
seltene	rzadko	selten	rzadko	ADJ;NOM;PL	ADV
marshall	marshall	marshall	marshall	PROPN	PROPN;NOM;MASC;SG
marshall	marszałek	marshall	marszałek	PROPN	N;NOM;MASC;SG
marshall	marshalla	marshall	marshall	PROPN	
marshall	marszałek	marshall	marszałek	PROPN	N;NOM;MASC;SG
wortes	slowo	wort	slowo	N;NOM;NEUT;SG	V;IPFV;IND;SG;FIN;ACT
handwerk	kunszt	handwerk	kunszt		N;NOM;MASC;SG
handwerk	rzemiosła	handwerk	rzemieść		V;PFV;FEM;IND;SG;PST;FIN;ACT
handwerk	rzemiosło	handwerk	rzemieść		V;PFV;NEUT;IND;SG;PST;FIN;ACT
most	większość	most	większość		N;NOM;FEM;SG
most	najczęściej	most	często		ADV;RL
most	większości	most	większość		N;GEN;FEM;SG
most	najbardziej	most	bardzo		ADV;RL
grosse	duża	groß	duży	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
grosse	duży	groß	duży	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
grosse	dużych	groß	duży	N;NOM;FEM;PL	ADJ;GEN;MASC;PL
grosse	duże	groß	duży	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
grosse	grosse	groß	gross	N;NOM;FEM;PL	
gütersloh	gütersloh	güterslehen	gütersloh	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
geeignete	odpowiednia	geeignet	odpowiedni	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
geeignete	odpowiedni	geeignet	odpowiedni	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
geeignete	odpowiednie	geeignet	odpowiedni	ADJ;NOM;FEM;PL	V;PFV;IND;SG;FIN;ACT
geeignete	stosowne	geeignet	stosowny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
geeignete	właściwe	geeignet	właściwy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
geeignete	odpowiednia	geeignet	odpowiedni	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
geeignete	odpowiedni	geeignet	odpowiedni	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
geeignete	odpowiednie	geeignet	odpowiedni	ADJ;NOM;FEM;PL	V;PFV;IND;SG;FIN;ACT
contest	konkursie	contest	konkurs	PROPN;NOM;SG	N;INS;MASC;SG
contest	konkurs	contest	konkurs	PROPN;NOM;SG	N;NOM;MASC;SG
contest	konkursu	contest	konkurs	PROPN;NOM;SG	N;GEN;MASC;SG
contest	zawody	contest	zawód	PROPN;NOM;SG	N;NOM;MASC;PL
houston	houston	houston	houston	PROPN;NOM;SG	PROPN;NOM;MASC;SG
adrian	adrian	adrian	adrian	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
reichlich	obfite	reichlich	obfity	ADV	
reichlich	obfite	reichlich	obfity	ADV	
musée	musée	müséen	mush	PROPN;NOM;SG	
gefallenen	upadły	gefallen	upaść	ADJ;PL	V;PFV;FEM;IND;PL;PST;FIN;ACT
kaffee	kawa	kaffee	kawa		
kaffee	kawy	kaffee	kawa		N;GEN;FEM;SG
kaffee	kawie	kaffee	kawa		N;DAT;FEM;SG
kaffee	kawiarni	kaffee	kawiarnia		N;GEN;FEM;SG
kaffee	cafe	kaffee	caf		
kaffee	kawiarnia	kaffee	kawiarnia		N;NOM;FEM;SG
gedenkstätte	memorial	gedenkstätte	memorial	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
gedenkstätte	pomnik	gedenkstätte	pomnik	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
agent	agentka	agent	agentka	PROPN;NOM;SG	N;NOM;FEM;SG
agent	agencie	agent	agencie	PROPN;NOM;SG	N;VOC;MASC;SG
agent	agent	agent	agent	PROPN;NOM;SG	N;NOM;MASC;SG
zagreb	zagrzeb	zagreb	zagrzeb	PROPN	PROPN;NOM;MASC;SG
fokus	skupienie	fokus	skupienie	ADJ	N;NOM;NEUT;SG
fokus	koncentracja	fokus	koncentracja	ADJ	N;NOM;FEM;SG
fokus	skupić	fokus	skupić	ADJ	V;PFV;NFIN;ACT
verbesserungen	udoskonalenia	verberseringen	udoskonalenie	V	N;NOM;NEUT;SG
verbesserungen	ulepszenia	verberseringen	ulepszyć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbesserungen	poprawy	verberseringen	poprawa	V	N;GEN;FEM;SG
verbesserungen	doskonalenie	verberseringen	doskonalenie	V	N;NOM;NEUT;SG
verbesserungen	usprawnienia	verberseringen	usprawnienie	V	N;NOM;NEUT;SG
verbesserungen	ulepszenia	verberseringen	ulepszyć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbesserungen	udoskonalenia	verberseringen	udoskonalenie	V	N;NOM;NEUT;SG
verbesserungen	udoskonalenie	verberseringen	udoskonalenie	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbesserungen	ulepszenie	verberseringen	ulepszyć	V	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verbesserungen	poprawy	verberseringen	poprawa	V	N;GEN;FEM;SG
verbesserungen	doskonalenie	verberseringen	doskonalenie	V	N;NOM;NEUT;SG
gegenseitig	wzajemnie	gegenseitig	wzajemnie	ADJ	ADV
modellen	modelki	modell	modelka	N;PL	N;ACC;FEM;SG
turnieren	turnieje	turnieren	turnieć	V;NFIN	N;NOM;MASC;PL
grey	siwy	grey	siwa	PROPN;NOM;SG	N;NOM;MASC;SG
grey	szary	grey	szary	PROPN;NOM;SG	
grey	szara	grey	szara	PROPN;NOM;SG	ADJ;NOM;FEM;SG
grey	szare	grey	szary	PROPN;NOM;SG	ADJ;NOM;NEUT;SG
grey	grey	grey	grać	PROPN;NOM;SG	
krakau	krakowa	krakau	krakowy	PROPN;NOM;SG	PROPN;GEN;MASC;SG
krakau	krakowie	krakau	krak	PROPN;NOM;SG	N;ACC;MASC;SG
krakau	kraków	krakau	krak	PROPN;NOM;SG	N;NOM;MASC;SG
krakau	krakowa	krakau	krakowy	PROPN;NOM;SG	PROPN;GEN;MASC;SG
krakau	krakow	krakau	krak	PROPN;NOM;SG	N;NOM;MASC;SG
krakau	kraków	krakau	krak	PROPN;NOM;SG	N;NOM;MASC;SG
krakau	kraków	krakau	krak	PROPN;NOM;SG	N;NOM;MASC;SG
gedenken	upamiętnienie	gedenken	upamiętnienie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
gesendet	przekazywane	senden	przekazywać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesendet	przekazany	senden	przekazać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesendet	przekazana	senden	przekazać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gesendet	przesłane	senden	przesłać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesendet	przekazane	senden	przekazać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesendet	wysłany	senden	wysłać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesendet	wysłane	senden	wysłać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesendet	wysłany	senden	wysłać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesendet	opublikowane	senden	opublikować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesendet	zamieszczone	senden	zamieścić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zypern	cypr	zypern	cypra		PROPN;NOM;MASC;SG
zypern	malta	zypern	malta		N;NOM;FEM;SG
anleitung	wytyczne	anleitung	wytyczny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
anleitung	instrukcje	anleitung	instrukcja	N;NOM;FEM;SG	N;NOM;FEM;PL
anleitung	ręczne	anleitung	ręczny	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
anleitung	ręczna	anleitung	ręczny	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
anleitung	podręcznik	anleitung	podręcznik	N;NOM;FEM;SG	N;ACC;MASC;SG
anleitung	instrukcje	anleitung	instrukcja	N;NOM;FEM;SG	N;NOM;FEM;PL
anleitung	instrukcji	anleitung	instrukcja	N;NOM;FEM;SG	N;GEN;FEM;SG
jeff	jeff	jeff	jeff	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
staatsbürgerschaft	obywatelstwo	staatsbürgerschaft	obywatelstwo	ADJ	N;NOM;NEUT;SG
staatsbürgerschaft	narodowość	staatsbürgerschaft	narodowość	ADJ	N;NOM;FEM;SG
staatsbürgerschaft	obywatelstwa	staatsbürgerschaft	obywatelstwo	ADJ	N;NOM;NEUT;SG
staatsbürgerschaft	obywatelstwo	staatsbürgerschaft	obywatelstwo	ADJ	N;NOM;NEUT;SG
zwang	zmuszony	zwingen	zmusić	V;SG;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zwang	zmuszeni	zwingen	zmusić	V;SG;FIN	V;PFV;MASC;IND;PL;PST;FIN;ACT
zwang	przymus	zwingen	przymus	V;SG;FIN	N;NOM;MASC;SG
zwang	przymusu	zwingen	przymus	V;SG;FIN	N;GEN;MASC;SG
zwang	przymusem	zwingen	przymus	V;SG;FIN	N;INS;MASC;SG
zwang	ograniczenie	zwingen	ograniczenie	V;SG;FIN	N;NOM;NEUT;SG
germania	germania	germania	germania	PROPN;NOM;SG	
unterart	podtypu	unterart	podtyp	ADJ	
unterart	podgatunki	unterart	podgatunka	ADJ	N;NOM;MASC;PL
kürzer	krótszy	kurz	krótszyć	ADJ	
kürzer	krócej	kurz	króc	ADJ	ADV;CMPR
kürzer	krótsze	kurz	krótszyć	ADJ	
komplexe	kompleksy	komplex	kompleks	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
komplexe	złożoność	komplex	złożoność	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
komplexe	złożoności	komplex	złożoność	ADJ;NOM;FEM;PL	N;GEN;FEM;SG
komplexe	złożone	komplex	złożyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
komplexe	złożona	komplex	złożyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
komplexe	złożony	komplex	złożyć	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
komplexe	kompleks	komplex	kompleks	ADJ;NOM;FEM;PL	N;ACC;MASC;SG
komplexe	skomplikowane	komplex	skomplikować	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
verbündeten	allied	verbünden	allied	V;IND;PL;3;PST;FIN	
verbündeten	sojuszników	verbünden	sojusznik	V;IND;PL;3;PST;FIN	N;ACC;MASC;PL
verbündeten	sojusznikami	verbünden	sojusznik	V;IND;PL;3;PST;FIN	N;INS;MASC;PL
verbündeten	ally	verbünden	ally	V;IND;PL;3;PST;FIN	N;NOM;FEM;SG
monats	miesięcznie	monats	miesięcznie		ADV
monats	miesięczne	monats	miesięczny		ADJ;NOM;NEUT;SG
monats	miesięczny	monats	miesięczny		ADJ;NOM;MASC;SG
monats	miesiąc	monats	miesiąc		N;NOM;MASC;SG
monats	miesiąca	monats	miesiąc		N;ACC;MASC;SG
monats	miesiac	monats	miesiac		V;IPFV;IND;SG;PST;FIN;ACT
türme	wież	türm	wież	N;NOM;PL	N;GEN;FEM;PL
türme	wieża	türm	wieża	N;NOM;PL	N;NOM;FEM;SG
türme	tower	türm	tower	N;NOM;PL	
türme	wieży	türm	wieża	N;NOM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hut	hut	hun	hut	N;SG	
hut	kapelusze	hun	kapelusz	N;SG	N;ACC;MASC;PL
hut	czapki	hun	czapka	N;SG	N;NOM;FEM;PL
verbleib	losy	verbleib	los		N;NOM;MASC;PL
verbleib	los	verbleib	los		N;NOM;MASC;SG
verbleib	przeznaczenia	verbleib	przeznaczenie		N;GEN;NEUT;SG
verbleib	przeznaczenie	verbleib	przeznaczenie		N;NOM;NEUT;SG
abgeschafft	zniesione	abschaffen	znieść	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
milch	mlecznych	milch	mleczny		ADJ;GEN;MASC;PL
milch	mleczne	milch	mleczny		ADJ;NOM;NEUT;SG
milch	mleka	milch	mleko		N;GEN;NEUT;SG
milch	mleko	milch	mleko		N;NOM;NEUT;SG
jon	jon	jon	jon	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
schmitt	schmitt	schmein	schmitt	PROPN	PROPN;NOM;MASC;SG
bestände	wykazów	beständen	wykaz	N;NOM	N;GEN;MASC;PL
bestände	zapasów	beständen	zapas	N;NOM	N;GEN;MASC;PL
bestände	inwentarz	beständen	inwentarz	N;NOM	N;ACC;MASC;SG
bestände	stada	beständen	stadać	N;NOM	
hills	wzgórza	hills	wzgórzać	PROPN	N;NOM;NEUT;SG
hills	hills	hills	hills	PROPN	
baptist	baptystów	baptist	baptysta	PROPN;NOM;MASC;SG	N;GEN;MASC;PL
anfänglich	początkowo	anfänglich	początkowo	ADJ	ADV
anfänglich	pierwotnie	anfänglich	pierwotnie	ADJ	ADV
beeinflussen	wpływ	beeinflussen	wpływ	V;NFIN	N;NOM;MASC;SG
beeinflussen	wpływy	beeinflussen	wpływ	V;NFIN	N;NOM;MASC;PL
bug	robak	bugen	robak		N;NOM;MASC;SG
bug	łuk	bugen	łuk		N;NOM;MASC;SG
meilen	kilometrów	meilen	kilometr		N;GEN;MASC;PL
meilen	kilometry	meilen	kilometra		N;NOM;MASC;PL
meilen	przebiegu	meilen	przebieg		N;GEN;MASC;SG
meilen	przebieg	meilen	przebieg		N;NOM;MASC;SG
taten	czyny	taten	czyn	V;FIN	N;NOM;MASC;PL
