το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
κόκκινη	червени	κόκκινος	червен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
κόκκινη	червено	κόκκινος	червено	ADJ;NOM;FEM;SG	ADV
διατηρείται	поддържани	διατηρώ	поддържам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
επιστημονικά	научни	επιστημονικά	научен	ADV	ADJ;INDF;PL
επιστημονικά	научен	επιστημονικά	научен	ADV	ADJ;INDF;MASC;SG
μουσικές	музикален	μουσικός	музикален	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
μουσικές	музикално	μουσικός	музикален	ADJ;NOM;FEM;PL	ADV
μουσικές	мюзикъл	μουσικός	мюзикъл	ADJ;NOM;FEM;PL	N;INDF;MASC;SG
μουσικές	музикална	μουσικός	музикален	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
μοναχός	монк	μοναχός	монк	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
μισέλ	мишел	μισέλ	мишел		PROPN;INDF;MASC;SG
μισέλ	мишел	μισέλ	мишел		PROPN;INDF;MASC;SG
πρόθεση	намерения	πρόθεση	намерение	N;ACC;FEM;SG	N;INDF;NEUT;PL
πρόθεση	намерения	πρόθεση	намерение	N;ACC;FEM;SG	N;INDF;NEUT;PL
ψάρια	фиш	ψάριος	фиш	N;NOM;NEUT;PL	N;INDF;MASC;SG
ψάρια	риба	ψάριος	риба	N;NOM;NEUT;PL	N;INDF;FEM;SG
μπιλ	бил	μπιλ	съм	PROPN;NOM;MASC;SG	V;IPFV;INDF;MASC;IND;SG;V.PTCP;ACT
μπιλ	законопроект	μπιλ	законопроект	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
τέξας	тексас	τέξας	тексас	PROPN;NOM;NEUT;SG	N;INDF;MASC;SG
κανονικό	редовно	κανονικός	редовно	ADJ;NOM;NEUT;SG	ADV
κανονικό	редовни	κανονικός	редовен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
κανονικό	нормално	κανονικός	нормално	ADJ;NOM;NEUT;SG	ADV
κανονικό	нормални	κανονικός	нормален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
διάσημο	прочут	διάσημος	прочут	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
διάσημο	известни	διάσημος	известен	N;NOM;NEUT;SG	ADJ;INDF;PL
διάσημο	прочута	διάσημος	прочутам-се	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
διάσημο	известна	διάσημος	известен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
διάσημο	известен	διάσημος	известен	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
εξασφάλισε	подсигурени	εξασφαλίζω	подсигуря	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
εξασφάλισε	осигурено	εξασφαλίζω	осигуря	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
εξασφάλισε	осигурени	εξασφαλίζω	осигуря	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
εξασφάλισε	обезпечени	εξασφαλίζω	обезпека	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
εξασφάλισε	осигурен	εξασφαλίζω	осигуря	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
τζόνσον	джонсън	τζόνσον	джонсън		PROPN;INDF;MASC;SG
κόστα	коста	κόστα	коста		N;INDF;FEM;SG
κόστα	коста	κόστα	коста		N;INDF;FEM;SG
θαλάσσια	пехотинец	θαλάσσιος	пехотинец	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
αδυναμία	слабости	αδυναμία	слабост	N;ACC;FEM;SG	N;INDF;FEM;PL
σύρου	сирос	Σύρος	сирос	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
τόνι	тони	τόνι	тони		N;INDF;MASC;SG
τόνι	тони	τόνι	тони		N;INDF;MASC;SG
αγορές	закупуване	αγορά	закупуване	N;NOM;FEM;PL	N;INDF;NEUT;SG
σαμόα	самоа	σαμός	самоа		N;INDF;MASC;SG
συντεταγμένες	координатите	συντεταγμένος	координат	ADJ;NOM;FEM;PL	N;DEF;MASC;PL
συντεταγμένες	координати	συντεταγμένος	координат	ADJ;NOM;FEM;PL	N;INDF;MASC;PL
έρχονται	очаквайте	έρχομαι	очаквам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;IMP;PL;2;FIN
έρχονται	идва	έρχομαι	идвам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
έρχονται	идвам	έρχομαι	идвам	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
λύσεις	разтвори	λύση	разтворя-(се)	N;NOM;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
ανεξάρτητες	независима	ανεξάρτητος	независим	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
ανεξάρτητες	независим	ανεξάρτητος	независим	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
συμπεριλαμβανομένης	включително	συμπεριλαμβανόμενος	включително	V;PFV;GEN;FEM;SG;V.PTCP;PASS	ADV
κριμαίας	кримския	κριμαία	кримски	N;GEN;FEM;SG	ADJ;DEF;MASC;SG
κριμαίας	крим	κριμαία	крим	N;GEN;FEM;SG	PROPN;INDF;MASC;SG
επηρέασε	засегната	επηρίαζω	засегна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;PFV;DEF;FEM;SG;V.PTCP;PASS
επηρέασε	засегнато	επηρίαζω	засегна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
επηρέασε	засегнат	επηρίαζω	засегна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
επηρέασε	засегнати	επηρίαζω	засегна-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
μαργαρίτα	маргарет	μαργαρίτα	маргарет	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
μαργαρίτα	маргарита	μαργαρίτα	маргарит	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
μαργαρίτα	дейзи	μαργαρίτα	дейза	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
μαργαρίτα	маргарита	μαργαρίτα	маргарит	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
πόρτο	порто	πόρτος	порто		N;INDF;MASC;SG
αφροδίτη	афродита	αφροδίτης	афродит	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
αφροδίτη	венера	αφροδίτης	венер	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
αποδεκτή	приемливо	αποδεκτός	приемлив	ADJ;NOM;FEM;SG	ADV
αποδεκτή	допустимо	αποδεκτός	допустим	ADJ;NOM;FEM;SG	ADV
αποδεκτή	приемливи	αποδεκτός	приемлив	ADJ;NOM;FEM;SG	ADJ;INDF;PL
αποδεκτή	приета	αποδεκτός	приема	ADJ;NOM;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
αποδεκτή	приети	αποδεκτός	приема	ADJ;NOM;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
αποδεκτή	прие	αποδεκτός	приема	ADJ;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
αποδεκτή	прието	αποδεκτός	приема	ADJ;NOM;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
αποδεκτή	приет	αποδεκτός	приема	ADJ;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
οποιονδήποτε	всеки	οποιοσδήποτε	всеки	PRO;ACC;MASC;SG;3	PRO;NOM;MASC;SG
επιστημονικό	научни	επιστημονικός	научен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
επιστημονικό	научно	επιστημονικός	научно	ADJ;NOM;NEUT;SG	ADV
ακριβή	точен	ακριβός	точен	ADV	ADJ;INDF;MASC;SG
ακριβή	точен	ακριβός	точен	ADV	ADJ;INDF;MASC;SG
ακριβή	точна	ακριβός	точен	ADV	ADJ;INDF;FEM;SG
ακριβή	точни	ακριβός	точен	ADV	ADJ;INDF;PL
ακριβή	скъп	ακριβός	скъп	ADV	ADJ;INDF;MASC;SG
τάκης	такис	τάκη	такис	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
σιδηροδρομικός	железници	σιδηροδρομικός	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;PL
σιδηροδρομικός	железница	σιδηροδρομικός	железница	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
πόδι	фут	πόδι	фут	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
πόδι	крака	πόδι	крак	N;NOM;NEUT;SG	N;INDF;MASC;PL
παρκ	парк	παρκ	парк		N;INDF;MASC;SG
παρκ	park	παρκ	park		ADJ
βρυξέλλες	брюксел	βρυξέλλες	брюксел	PROPN;NOM;FEM;PL	PROPN;INDF;MASC;SG
αστέρι	звезден	αστέρι	звезден	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
συμμετέχοντες	участниците	συμμετέχων	участник	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
συμμετέχοντες	участници	συμμετέχων	участник	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
συμμετέχοντες	участници	συμμετέχων	участник	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
πάσχα	великденски	πάσχα	великденски	N;NOM;NEUT;SG	ADJ;INDF;MASC;SG
συμφώνησε	съгласна	συμφωνώ	съгласен	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
συμφώνησε	договорено	συμφωνώ	договоря-(се)	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
συμφώνησε	съгласен	συμφωνώ	съгласен	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
δημόσιες	публично	δημόσιος	публично	ADJ;NOM;FEM;PL	ADV
δημόσιες	публична	δημόσιος	публичен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
δημόσιες	обществено	δημόσιος	обществен	ADJ;NOM;FEM;PL	ADV
δημόσιες	публичен	δημόσιος	публичен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
ανθρώπινα	човешка	ανθρώπινος	човешки	ADJ;NOM;NEUT;PL	ADJ;INDF;FEM;SG
ανθρώπινα	човешко	ανθρώπινος	човешки	ADJ;NOM;NEUT;PL	ADV
ανθρώπινα	човек	ανθρώπινος	човек	ADJ;NOM;NEUT;PL	N;INDF;MASC;SG
ανθρώπινα	човешки	ανθρώπινος	човешки	ADJ;NOM;NEUT;PL	ADJ;INDF;MASC;SG
απαγόρευση	забрани	απαγόρευση	забраня	N;ACC;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
απαγόρευση	бан	απαγόρευση	бан	N;ACC;FEM;SG	PROPN;INDF;MASC;SG
υιός	синко	υιός	синко	N;NOM;MASC;SG	INTJ
υιός	сине	υιός	син	N;NOM;MASC;SG	PART
αξιωματικοί	офицери	αξιωματικός	офицер	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
αξιωματικοί	полицаи	αξιωματικός	полицай	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
φιλοξενεί	водещи	φιλοξενώ	водя	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
φιλοξενεί	приемници	φιλοξενώ	приемник	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
φιλοξενεί	домакини	φιλοξενώ	домакин	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
σερβικά	сръбска	σερβικά	сръбски	ADV	ADJ;INDF;FEM;SG
σερβικά	сърбин	σερβικά	сърбин	ADV	N;INDF;MASC;SG
σερβικά	сръбски	σερβικά	сръбски	ADV	ADJ;INDF;MASC;SG
σύνολα	залязва	σύνολο	залязвам	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
σύνολα	определя	σύνολο	определям-(се)	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
δημοφιλή	популярен	δημοφιλός	популярен	ADV	ADJ;INDF;MASC;SG
δημοφιλή	популярна	δημοφιλός	популярен	ADV	ADJ;INDF;FEM;SG
δημοφιλή	популярни	δημοφιλός	популярен	ADV	ADJ;INDF;PL
δημοφιλή	актуални	δημοφιλός	актуален	ADV	ADJ;INDF;PL
τόμ	том	τόμ	том	N	PROPN;INDF;MASC;SG
διατηρήθηκε	поддържан	διατηρώ	поддържам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
διατηρήθηκε	поддържани	διατηρώ	поддържам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
διατηρήθηκε	поддържана	διατηρώ	поддържам	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
θεωρητικά	теоретични	θεωρητικός	теоретичен	ADV	ADJ;INDF;PL
θεωρητικά	теоретична	θεωρητικός	теоретичен	ADV	ADJ;INDF;FEM;SG
ενότητες	раздели	ενότητα	разделя-(се)	N;NOM;FEM;PL	V;PFV;IMP;SG;2;FIN
υποψήφιοι	кандидатите	υποψήφιος	кандидат	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
υποψήφιοι	кандидатки	υποψήφιος	кандидатка	ADJ;NOM;MASC;PL	N;INDF;FEM;PL
υποψήφιοι	кандидати	υποψήφιος	кандидат	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
υποψήφιοι	кандидатите	υποψήφιος	кандидат	ADJ;NOM;MASC;PL	N;DEF;MASC;PL
υποψήφιοι	кандидати	υποψήφιος	кандидат	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
θρησκευτικό	религиозни	θρησκευτικός	религиозен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
θρησκευτικό	религиозно	θρησκευτικός	религиозен	ADJ;NOM;NEUT;SG	ADV
φορτίο	зареди	φορτίο	заредя	N;NOM;NEUT;SG	V;PFV;IMP;SG;2;FIN
φορτίο	товари	φορτίο	товар	N;NOM;NEUT;SG	N;INDF;MASC;PL
αφιερωμένο	предан	αφιερώνω	предам-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
αφιερωμένο	отдадени	αφιερώνω	отдам-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
αφιερωμένο	предана	αφιερώνω	предана	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
αφιερωμένο	отдадени	αφιερώνω	отдам-(се)	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
αζερμπαϊτζάν	азербайджан	αζερμπαϊτζάν	азербайджан		PROPN;INDF;MASC;SG
ιωάννα	джоана	ιωάννα	джоана	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ιωάννα	йоана	ιωάννα	йоана	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ιωάννα	джоан	ιωάννα	джоан	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ιωάννα	джоун	ιωάννα	джоун	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
ιωάννα	джоана	ιωάννα	джоана	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ιωάννα	йоана	ιωάννα	йоана	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ιωάννα	жан	ιωάννα	жан	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
ιωάννα	жана	ιωάννα	жана	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ατλέτικο	атлетико	ατλέτικο	атлетико		N;INDF;MASC;SG
ατλέτικο	атлетико	ατλέτικο	атлетико		N;INDF;MASC;SG
παίζοντας	свирене	παίζω	свирене	V;IPFV;V.CVB;ACT	N;INDF;NEUT;SG
ελάχιστο	минимален	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;MASC;SG
ελάχιστο	минимално	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADV
ελάχιστο	минимална	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;SG
ελάχιστο	минимум	λίγο	минимум	ADJ;NOM;CMPR;NEUT;SG	N;INDF;MASC;SG
ελάχιστο	минимални	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;PL
ελάχιστο	минимално	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADV
ελάχιστο	минимална	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;FEM;SG
ελάχιστο	минимален	λίγο	минимален	ADJ;NOM;CMPR;NEUT;SG	ADJ;INDF;MASC;SG
γυρίσματα	снимам	γύρισμα	снимам	N;NOM;NEUT;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
γυρίσματα	снимането	γύρισμα	снимане	N;NOM;NEUT;PL	N;DEF;NEUT;SG
γυρίσματα	снимаш	γύρισμα	снимам	N;NOM;NEUT;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
γυρίσματα	снимане	γύρισμα	снимане	N;NOM;NEUT;PL	N;INDF;NEUT;SG
γυρίσματα	стрелба	γύρισμα	стрелба	N;NOM;NEUT;PL	N;INDF;FEM;SG
κεντρικός	централно	κεντρικός	централен	ADJ;NOM;MASC;SG	ADV
κεντρικός	централа	κεντρικός	централа	ADJ;NOM;MASC;SG	N;INDF;FEM;SG
κεντρικός	централни	κεντρικός	централен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
βρετανικά	британци	βρετανικά	британец	ADV	N;INDF;MASC;PL
βρετανικά	британска	βρετανικά	британски	ADV	ADJ;INDF;FEM;SG
βρετανικά	британец	βρετανικά	британец	ADV	N;INDF;MASC;SG
βρετανικά	британски	βρετανικά	британски	ADV	ADJ;INDF;MASC;SG
σετ	задаване	σετ	задаване		N;INDF;NEUT;SG
σετ	комплект	σετ	комплект		N;INDF;MASC;SG
σετ	набор	σετ	набор		N;INDF;MASC;SG
σετ	комплекти	σετ	комплект		N;INDF;MASC;PL
σετ	залязва	σετ	залязвам		V;IPFV;IND;SG;3;PRS;FIN;ACT
σετ	определя	σετ	определям-(се)		V;IPFV;IND;SG;3;PRS;FIN;ACT
σημειώθηκε	отбеляза	σημειώνω	отбележа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
προκύπτουν	стани	προκύπτω	стана	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;IMP;SG;2;FIN
προκύπτουν	възникнат	προκύπτω	възникна	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
χάρις	харис	χάρις	харис	N	PROPN;INDF;MASC;SG
φαραώ	фараони	φαραάνω	фараон	N;NOM;MASC;SG	N;INDF;MASC;PL
εξαιρετική	отлично	εξαιρετικός	отлично	ADJ;NOM;FEM;SG	ADV
τρόφιμα	храна	τρόφιμα	храна	N;NOM;NEUT;PL	N;INDF;FEM;SG
συνδέθηκε	свързани	συνδέκτω	свържа	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
χρήσιμο	полезно	χρήσιμο	полезен	ADJ;NOM;NEUT;SG	ADV
χρήσιμο	полезни	χρήσιμο	полезен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
χρήσιμο	полезно	χρήσιμο	полезен	ADJ;NOM;NEUT;SG	ADV
χρήσιμο	полезни	χρήσιμο	полезен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
σάμου	самос	σάμος	самос	PROPN;GEN;FEM;SG	PROPN;INDF;MASC;SG
εργατικό	труда	εργατικός	труд	ADJ;NOM;NEUT;SG	N;DEF;MASC;SG
εργατικό	трудово	εργατικός	трудово	ADJ;NOM;NEUT;SG	ADV
εργατικό	труд	εργατικός	труд	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ποταμών	ривърс	ποταμός	ривърс	N;GEN;MASC;PL	N;INDF;MASC;SG
ανοιχτό	отворено	ανοιχτός	отворя	N;NOM;NEUT;SG	ADV
ανοιχτό	отвори	ανοιχτός	отворя-(се)	N;NOM;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
ημιτελικά	полуфиналите	ημιτελικά	полуфина	ADV	N;DEF;MASC;PL
