категория	kategori	категория	kategori	N;INDF;FEM;SG	
фройд	freud	фройд	freud	N;INDF;MASC;SG	
подготвя	hazırlanıyor	подготвя-(се)	hazırla	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
тирол	tyrol	тирол	tyrol	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
завърши	bitir	завърша	bitir	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;SG;2;POS;PRS
завърши	bitiş	завърша	bitiş	V;PFV;IND;SG;3;PST;FIN;ACT	
завърши	mezun	завърша	mezun	V;PFV;IND;SG;3;PST;FIN;ACT	
завърши	bitirmek	завърша	bitir	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
реклама	ticari	реклама	ticari	N;INDF;FEM;SG	
реклама	reklam	реклама	reklam	N;INDF;FEM;SG	
реклама	reklam	реклама	reklam	N;INDF;FEM;SG	
реклама	reklam	реклама	reklam	N;INDF;FEM;SG	
намибия	namibya	намибия	namibya	N;INDF;FEM;SG	PROPN;NOM;SG;3
мехмед	mehmet	мехмед	mehmet	N;INDF;MASC;SG	PROPN;NOM;SG;3
мехмед	mehmet	мехмед	mehmet	N;INDF;MASC;SG	PROPN;NOM;SG;3
мехмед	mehmed	мехмед	mehmed	N;INDF;MASC;SG	
кули	cooley	кула	cooley	N;INDF;FEM;PL	
синове	sons	син	sons	N;INDF;MASC;PL	
дрехи	giysi	дреха	giy	N;INDF;FEM;PL	
дрехи	giyim	дреха	giyim	N;INDF;FEM;PL	
дрехи	kıyafet	дреха	kıyafet	N;INDF;FEM;PL	N;NOM;SG;3
дрехи	kıyafet	дреха	kıyafet	N;INDF;FEM;PL	N;NOM;SG;3
дрехи	elbise	дреха	elbise	N;INDF;FEM;PL	N;NOM;SG;3
събрани	toplandı	събера-(се)	topla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
събрани	toplandı	събера-(се)	topla	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
рид	kamış	рид	kamış	N;INDF;MASC;SG	
рид	reed	рид	reed	N;INDF;MASC;SG	
кулата	kule	кула	kule	N;DEF;FEM;SG	
исляма	islam	ислям	islam	N;DEF;MASC;SG	
дълбока	derine	дълбок	derin	ADJ;INDF;FEM;SG	
дълбока	derin	дълбок	derin	ADJ;INDF;FEM;SG	
дълбока	deep	дълбок	deep	ADJ;INDF;FEM;SG	
кралят	kral	крал	kral	N;DEF;MASC;SG	
кралят	king	крал	king	N;DEF;MASC;SG	
върхове	doruk	връх	doruk	N;INDF;MASC;PL	
върхове	peaks	връх	peaks	N;INDF;MASC;PL	PROPN;NOM;SG;3
заплаха	tehdit	заплаха	tehdit	N;INDF;FEM;SG	
етаж	zemin	етаж	zemin	N;INDF;MASC;SG	
етаж	kat	етаж	kat	N;INDF;MASC;SG	
адмирал	amiral	адмирам	amiral	N;INDF;MASC;SG	
рак	yengeç	рак	yengeç	N;INDF;MASC;SG	
рак	yengeç	рак	yengeç	N;INDF;MASC;SG	
рак	kanser	рак	kanser	N;INDF;MASC;SG	
рак	rack	рак	rack	N;INDF;MASC;SG	
прости	sade	прост	sade	ADJ;INDF;PL	
прости	bağışla	прост	bağış	ADJ;INDF;PL	V;PFV;IMP;SG;2;POS;PRS
прости	affedin	прост	affe	ADJ;INDF;PL	N;NOM;SG;3
прости	affet	прост	affet	ADJ;INDF;PL	
прости	affetmek	прост	affet	ADJ;INDF;PL	
интересни	ilginç	интересен	ilginç	ADJ;INDF;PL	
интересни	enteresan	интересен	enteresan	ADJ;INDF;PL	
лична	şahsi	личен	şahsi	ADJ;INDF;FEM;SG	
лична	kişisel	личен	kişisel	ADJ;INDF;FEM;SG	
джонсън	johnson	джонсън	johnson	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
велес	veles	велес	veles	PROPN;INDF;MASC;SG	
механизъм	mekanizma	механизъм	mekanizma	N;INDF;MASC;SG	
израз	deyim	израз	dey	N;INDF;MASC;SG	
йемен	yemen	йемен	yemen	PROPN;INDF;MASC;SG	
владение	bulundurma	владение	bulun	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
владение	alan	владение	al	N;INDF;NEUT;SG	V;PFV;IND;POS;PRS;V.PTCP
равнище	düzey	равнище	düzey	N;INDF;NEUT;SG	
равнище	seviye	равнище	sev	N;INDF;NEUT;SG	
ливан	lübnan	ливан	lübnan	N;INDF;MASC;SG	PROPN;NOM;SG;3
плен	tutsak	плен	tutsak	N;INDF;MASC;SG	
плен	esaret	плен	esaret	N;INDF;MASC;SG	
подобряване	geliştirme	подобряване	geliş	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
подобряване	iyileştirme	подобряване	iyileş	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
подобряване	gelişme	подобряване	geliş	N;INDF;NEUT;SG	
подобряване	gelişim	подобряване	geliş	N;INDF;NEUT;SG	
подобряване	geliştirme	подобряване	geliş	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
подобряване	iyileştirilmesi	подобряване	iyileş	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
подобряване	geliştirmek	подобряване	geliş	N;INDF;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
строеж	inşaat	строеж	inşaat	N;INDF;MASC;SG	
диего	diego	диего	diego	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
медичи	medici	медич	medici	N;INDF;MASC;SG	
снимката	fotograf	снимка	fotograf	N;DEF;FEM;SG	
снимката	foto	снимка	foto	N;DEF;FEM;SG	
снимката	fotoğraf	снимка	fotoğraf	N;DEF;FEM;SG	
политическо	siyasi	политически	siyasi	ADV	
политическо	politik	политически	politik	ADV	
политическо	siyasal	политически	siyasal	ADV	
същество	wesen	същество	wes	N;INDF;NEUT;SG	
същество	yaratık	същество	yarat	N;INDF;NEUT;SG	
хълм	mount	хълм	mount	N;INDF;MASC;SG	PROPN;NOM;SG;3
хълм	dağı	хълм	dağı	N;INDF;MASC;SG	
хълм	tepe	хълм	tepe	N;INDF;MASC;SG	
хълм	hill	хълм	hill	N;INDF;MASC;SG	PROPN;NOM;SG;3
естествен	doğal	естествен	doğal	ADJ;INDF;MASC;SG	
естествен	dogal	естествен	dogal	ADJ;INDF;MASC;SG	
виден	tanınmış	виден	tanı	N;INDF;MASC;SG	V;PFV;NFH;IND;SG;3;POS;PST;PASS
изяви	görünüş	изява	görünüş	N;INDF;FEM;PL	
европейско	avrupa	европейски	avrupa	ADV	
европейско	avrupalı	европейски	avrupalı	ADV	
катастрофа	çökme	катастрофа	çök	N;INDF;FEM;SG	
катастрофа	kaza	катастрофа	kaza	N;INDF;FEM;SG	
катастрофа	facia	катастрофа	facia	N;INDF;FEM;SG	
катастрофа	felâket	катастрофа	felâket	N;INDF;FEM;SG	
катастрофа	felaket	катастрофа	felaket	N;INDF;FEM;SG	
катастрофа	afet	катастрофа	afet	N;INDF;FEM;SG	
гражданите	vatandaş	гражданин	vatandaş	N;DEF;MASC;PL	
регистрирани	kayıtlı	регистрирам	kayıtlı	V;PFV;INDF;PL;V.PTCP;PASS	
континента	kıta	континент	kıta	N;DEF;MASC;SG	
врати	kapı	врата	kapı	N;INDF;FEM;PL	N;NOM;SG;3
философията	felsefe	философия	felsefe	N;DEF;FEM;SG	
натиск	basınç	натиск	basınç	N;INDF;MASC;SG	
натиск	baskı	натиск	baskı	N;INDF;MASC;SG	
натиск	baskılar	натиск	baskı	N;INDF;MASC;SG	N;NOM;PL;3
боян	bojan	боян	boj	PROPN;INDF;MASC;SG	
двойка	çifti	двойка	çift	N;INDF;FEM;SG	ADJ;NOM;SG;3
двойка	çift	двойка	çift	N;INDF;FEM;SG	
двойка	çifti	двойка	çift	N;INDF;FEM;SG	ADJ;NOM;SG;3
двойка	çift	двойка	çift	N;INDF;FEM;SG	
хит	hit	хит	hit	N;INDF;MASC;SG	
хит	vur	хит	vur	N;INDF;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
мохамед	muhammed	мохамед	muhammed	N;INDF;MASC;SG	
мохамед	muhammed	мохамед	muhammed	N;INDF;MASC;SG	
мохамед	muhammed	мохамед	muhammed	N;INDF;MASC;SG	
мохамед	muhammed	мохамед	muhammed	N;INDF;MASC;SG	
мохамед	muhammet	мохамед	muhammet	N;INDF;MASC;SG	
мохамед	muhammed	мохамед	muhammed	N;INDF;MASC;SG	
действителност	hakikat	действителност	hakikat	N;INDF;FEM;SG	
действителност	reality	действителност	reality	N;INDF;FEM;SG	
файлове	dosya	файл	dosya	N;INDF;MASC;PL	
снимките	fotoğraf	снимка	fotoğraf	N;DEF;FEM;PL	
пещерата	mağara	пещера	mağar	N;DEF;FEM;SG	
самоа	samoa	самоа	samoa	N;INDF;MASC;SG	PROPN;NOM;SG;3
убийство	suikast	убийство	suikast	N;INDF;NEUT;SG	
губернатор	vali	губернатор	vali	N;INDF;MASC;SG	
мед	bakır	мед	bakır	N;INDF;MASC;SG	
китарист	gitarist	китарист	gitarist	N;INDF;MASC;SG	
карло	carlo	карло	carlo	PROPN;INDF;MASC;SG	
фернандо	fernando	фернандо	fernando	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
харесва	seviyor	харесвам-(се)	sev	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
харесва	beğenme	харесвам-(се)	beğenme	V;IPFV;IND;SG;3;PRS;FIN;ACT	
харесва	beğeni	харесвам-(се)	beğen	V;IPFV;IND;SG;3;PRS;FIN;ACT	
предвижда	öngörülüyor	предвиждам	öngör	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS;PASS
предвижда	sağlar	предвиждам	sağ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
джими	jimmy	джим	jimmy	PROPN;INDF;MASC;SG	
джей	jay	джей	jay	PROPN;INDF;MASC;SG	
знамето	bayrak	знаме	bayrak	N;DEF;NEUT;SG	
народите	halk	народ	halk	N;DEF;MASC;PL	
еврейски	yahudi	еврейски	yahudi	ADJ;INDF;MASC;SG	
еврейски	musevi	еврейски	musevi	ADJ;INDF;MASC;SG	
еврейски	ibranice	еврейски	ibranice	ADJ;INDF;MASC;SG	
средни	medyum	среден	medyu	ADJ;INDF;PL	N;NOM;SG;3
средни	ortam	среден	ortam	ADJ;INDF;PL	
средни	orta	среден	orta	ADJ;INDF;PL	
младежи	gençler	младеж	genç	N;INDF;MASC;PL	ADJ;NOM;PL;3
младежи	gençlik	младеж	gençlik	N;INDF;MASC;PL	
младежи	genç	младеж	genç	N;INDF;MASC;PL	
младежи	juniors	младеж	juniors	N;INDF;MASC;PL	PROPN;NOM;SG;3
знаци	karakter	знак	karak	N;INDF;MASC;PL	
кнр	prc	кнр	prc	PROPN;INDF;MASC;SG	
нации	uluslar	нация	ulus	N;INDF;FEM;PL	
стилове	styles	стил	styles	N;INDF;MASC;PL	
въглища	kömür	въглища	kömür	N;INDF;PL	
германците	alman	германец	al	N;DEF;MASC;PL	
германците	almanlar	германец	al	N;DEF;MASC;PL	ADJ;NOM;PL;3
германците	almanları	германец	al	N;DEF;MASC;PL	ADJ;ACC;PL;3
непал	nepal	непал	nepal	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
индийски	yerli	индийски	yerli	ADJ;INDF;MASC;SG	
индийски	kızılderili	индийски	kızılderili	ADJ;INDF;MASC;SG	V;PFV;IND;POS;PRS;PASS
индийски	hintli	индийски	hintli	ADJ;INDF;MASC;SG	
индийски	hint	индийски	hint	ADJ;INDF;MASC;SG	
сидни	sidney	сиден	sidney	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
сидни	sydney	сиден	sydney	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
веселин	veselin	веселин	vesel	PROPN;INDF;MASC;SG	
сладководни	tatlısu	сладководен	tatlı	ADJ;INDF;PL	N;NOM;SG;3
мина	mina	мина-(се)	mina	V;PFV;IND;SG;3;PST;FIN;ACT	
форт	kale	форт	kale	N;INDF;MASC;SG	
форт	fort	форт	fort	N;INDF;MASC;SG	
коса	sac	коса	sac	N;INDF;FEM;SG	
коса	saçlar	коса	saç	N;INDF;FEM;SG	N;NOM;PL;3
коса	saç	коса	saç	N;INDF;FEM;SG	
изпратени	gönderildi	изпратя	gönder	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
изпратени	gönderdi	изпратя	gönder	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
изпратени	gönderilmiş	изпратя	gönder	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
страх	korku	страх	korku	N;INDF;MASC;SG	
страх	korkmak	страх	kork	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
дървени	ahşap	дървен	ahşap	ADJ;INDF;PL	N;NOM;SG;3
дървени	tahta	дървен	tahta	ADJ;INDF;PL	
дървени	odun	дървен	odun	ADJ;INDF;PL	
дървени	ağaç	дървен	ağaç	ADJ;INDF;PL	
дървени	ahşap	дървен	ahşap	ADJ;INDF;PL	N;NOM;SG;3
дървени	tahta	дървен	tahta	ADJ;INDF;PL	
исландия	izlanda	исландия	izlan	PROPN;INDF;FEM;SG	
корени	root	корен	root	N;INDF;MASC;PL	
корени	kök	корен	kök	N;INDF;MASC;PL	
корени	kök	корен	kök	N;INDF;MASC;PL	
предложения	öneri	предложение	öneri	N;INDF;NEUT;PL	N;NOM;SG;3
предложения	teklif	предложение	teklif	N;INDF;NEUT;PL	N;NOM;SG;3
растенията	bitki	растение	bitki	N;DEF;NEUT;PL	
създател	yapıcı	създател	yapıcı	N;INDF;MASC;SG	
създател	yaratıcı	създател	yaratıcı	N;INDF;MASC;SG	
създател	maker	създател	maker	N;INDF;MASC;SG	
създател	kurucu	създател	kurucu	N;INDF;MASC;SG	
създател	yaratıcı	създател	yaratıcı	N;INDF;MASC;SG	
създател	yaratan	създател	yarat	N;INDF;MASC;SG	
жив	live	жив	live	ADJ;INDF;MASC;SG	
жив	yaşa	жив	yaşa	ADJ;INDF;MASC;SG	
жив	canlı	жив	canlı	ADJ;INDF;MASC;SG	
жив	hayatta	жив	hayat	ADJ;INDF;MASC;SG	N;ESS;SG;3
жив	canlı	жив	canlı	ADJ;INDF;MASC;SG	
епир	epirus	епир	epirus	PROPN;INDF;MASC;SG	
измерване	ölçme	измерване	ölç	N;INDF;NEUT;SG	
измерване	ölçme	измерване	ölç	N;INDF;NEUT;SG	
измерване	ölçü	измерване	ölçü	N;INDF;NEUT;SG	
венера	venüs	венер	venüs	N;INDF;FEM;SG	
тайно	gizlice	тайно	gizlice	ADV	
тайно	sır	тайно	sır	ADV	
тайно	secret	тайно	secret	ADV	
тайно	gizli	тайно	gizli	ADV	
случайно	kazara	случайно	kazara	ADV	
случайно	yanlışlıkla	случайно	yanlışlık	ADV	N;INS;SG;3
случайно	kazayla	случайно	kaza	ADV	N;INS;SG;3
сто	sto	сто	sto	NUM;INDF;PL	
сто	wto	сто	wto	NUM;INDF;PL	
стандарти	standartları	стандарт	standart	N;INDF;MASC;PL	ADJ;NOM;PL;3
стандарти	standartlara	стандарт	standart	N;INDF;MASC;PL	ADJ;DAT;PL;3
стандарти	standartlar	стандарт	standart	N;INDF;MASC;PL	ADJ;NOM;PL;3
престъпления	suç	престъпление	suç	N;INDF;NEUT;PL	
жаба	kurbağa	жаба	kurbak	N;INDF;FEM;SG	
жаба	kurbağa	жаба	kurbak	N;INDF;FEM;SG	
дроб	akciğer	дроб	akciğer	N;INDF;MASC;SG	
дроб	ciğer	дроб	ciğer	N;INDF;MASC;SG	
дроб	karaciğer	дроб	karaciğer	N;INDF;MASC;SG	
дроб	ciğer	дроб	ciğer	N;INDF;MASC;SG	
мизия	moesia	мизия	moesia	PROPN;INDF;FEM;SG	
класификация	sınıflandırma	класификация	sınıflan	N;INDF;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
сметки	hesap	сметка	hesap	N;INDF;FEM;PL	
кацане	iniş	кацане	iniş	N;INDF;NEUT;SG	
кристина	christina	кристина	christin	N;INDF;FEM;SG	PROPN;DAT;SG;3
кристина	cristina	кристина	cristin	N;INDF;FEM;SG	PROPN;NOM;SG;3
челси	chelsea	челса	chelsea	N;INDF;MASC;SG	
присъствието	katılım	присъствие	katılım	N;DEF;NEUT;SG	
младеж	gençler	младеж	genç	N;INDF;MASC;SG	ADJ;NOM;PL;3
младеж	gençlik	младеж	gençlik	N;INDF;MASC;SG	
младеж	genç	младеж	genç	N;INDF;MASC;SG	
кутия	box	кутия	box	N;INDF;FEM;SG	
кутия	kutu	кутия	kutu	N;INDF;FEM;SG	
кутия	kutulu	кутия	kutul	N;INDF;FEM;SG	
джоузеф	yusuf	джоузеф	yusuf	N;INDF;MASC;SG	
джоузеф	joseph	джоузеф	joseph	N;INDF;MASC;SG	PROPN;NOM;SG;3
мрежата	network	мрежа	network	N;DEF;FEM;SG	
мрежата	ağ	мрежа	ağ	N;DEF;FEM;SG	
блус	blues	блус	blues	N;INDF;MASC;SG	
хамбург	hamburg	хамбург	hamburg	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
живял	yaşamış	живея	yaşa	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
живял	yaşadı	живея	yaşa	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
живял	yaşardı	живея	yaşa	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IPFV;IND;SG;3;POS
ферари	ferrari	ферар	ferrari	N;INDF;MASC;SG	
следващ	sonraki	следвам	sonraki	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
следващ	sırada	следвам	sıra	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;ESS;SG;3
следващ	sıradaki	следвам	sıradaki	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
позната	bilinir	познат	bil	ADJ;INDF;FEM;SG	V;IPFV;IND;SG;3;POS;PASS
позната	bilinen	познат	bil	ADJ;INDF;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
позната	tanıdık	познат	tanı	ADJ;INDF;FEM;SG	V;PFV;IND;PL;1;POS;PST
позната	aşina	познат	aş	ADJ;INDF;FEM;SG	ADV
позната	tanıdık	познат	tanı	ADJ;INDF;FEM;SG	V;PFV;IND;PL;1;POS;PST
леон	león	леон	le	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
леон	leon	леон	leon	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
самоков	samokov	самоков	samokov	PROPN;INDF;MASC;SG	
совалката	mekik	совалка	mekik	N;DEF;FEM;SG	
потоци	akar	поток	akar	N;INDF;MASC;PL	
торино	torino	торино	torino	PROPN;INDF;NEUT;SG	PROPN;NOM;SG;3
волейбол	voleybol	волейбол	voleybol	N;INDF;MASC;SG	
фолклор	folklor	фолклор	folk	N;INDF;MASC;SG	
атаки	saldırı	атака	saldırı	N;INDF;FEM;PL	
честота	frekansları	честот	frekans	N;INDF;FEM;SG	N;NOM;PL;3
финансите	maliye	финанси	maliye	N;DEF	
финансите	hazine	финанси	hazin	N;DEF	N;NOM;SG;3
навсякъде	heryerde	всякъде	heryer	ADV	N;ESS;SG;3
педро	pedro	педро	pedro	PROPN;INDF;MASC;SG	PROPN;NOM;SG;3
тайна	sır	тайна	sır	N;INDF;FEM;SG	
тайна	secret	тайна	secret	N;INDF;FEM;SG	
тайна	gizli	тайна	gizli	N;INDF;FEM;SG	
ломбардия	lombardiya	ломбардия	lombardiya	N;INDF;FEM;SG	PROPN;NOM;SG;3
стъпка	step	стъпка	step	N;INDF;FEM;SG	
стъпка	basamak	стъпка	basamak	N;INDF;FEM;SG	
стъпка	adım	стъпка	adım	N;INDF;FEM;SG	
запази	kaydet	запазя-(се)	kaydet	V;PFV;IMP;SG;2;FIN	
запази	kurtar	запазя-(се)	kurtar	V;PFV;IMP;SG;2;FIN	
запази	devam	запазя-(се)	devam	V;PFV;IMP;SG;2;FIN	N;NOM;SG;3
лов	hunt	лов	hunt	N;INDF;MASC;SG	
лов	avlanmak	лов	avla	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
лов	av	лов	av	N;INDF;MASC;SG	
лов	avlar	лов	av	N;INDF;MASC;SG	N;NOM;PL;3
лов	avlanma	лов	avlan	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
лов	avlanmak	лов	avla	N;INDF;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
лов	av	лов	av	N;INDF;MASC;SG	
списъци	liste	списък	lis	N;INDF;MASC;PL	
икономическо	ekonomik	икономически	ekonomik	ADV	ADJ
астронавт	astronot	астронавт	astronot	N;INDF;MASC;SG	
церемония	tören	церемония	tör	N;INDF;FEM;SG	
електронна	elektron	електронен	elektron	ADJ;INDF;FEM;SG	N;NOM;SG;3
електронна	elektronik	електронен	elektronik	ADJ;INDF;FEM;SG	
октавиан	octavian	октавиан	octavian	N;INDF;MASC;SG	PROPN;NOM;SG;3
взето	alınır	взема	al	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
йорданов	yordanov	йорданов	yordanov	PROPN;INDF;MASC;SG	N;AT+ABL;SG;3
синьо	blue	син	blue	ADV	N;NOM;SG;3
синьо	mavi	син	mavi	ADV	
затворен	kapalı	затворен	kapalı	ADJ;INDF;MASC;SG	
затворен	kapatılmış	затворен	kapa	ADJ;INDF;MASC;SG	V;PFV;NFH;IND;POS;PST;PASS
