और	وال	और	وَال		N;NOM;DEF;SG
मगर	الا	मगर	إِلَّا	CONJ	PART
मगर	ماعدا	मगर	مَاعِد	CONJ	ADJ;ACC;INDF;MASC;SG
मगर	باستثناء	मगर	باستثناء	CONJ	
मगर	لكن	मगर	لكن	CONJ	
मगर	بس	मगर	بِسّ	CONJ	
मगर	ولكن	मगर	ولكن	CONJ	
महीनों	شهورا	महीना	شَهر	N;NOM;MASC;PL;3	N;ACC;INDF;PL
मुख	فم	मुख	فَمّ		N;NOM;INDF;SG
मुख	الفم	मुख	فَمّ		N;NOM;DEF;SG
सीज़न	الفصول	सीज़न	فَصل	N;NOM;MASC;SG;3	N;NOM;DEF;PL
सीज़न	مواسم	सीज़न	مَوسِم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पाठक	قراء	पाठक	قَرَاء		N;NOM;INDF;SG
पाठक	القراء	पाठक	قَارِئ		N;NOM;DEF;PL
पाठक	القارئ	पाठक	قَارِئ		N;NOM;DEF;SG
आनन्द	فرح	आनन्द	فُرحَة	N;NOM;MASC;SG;3	
आनन्द	بهجة	आनन्द	بَهجَة	N;NOM;MASC;SG;3	
आनन्द	بهيج	आनन्द	بهيج	N;NOM;MASC;SG;3	
उन्नत	محسن	उन्नत	محسن		
उन्नत	معزز	उन्नत	مُعَزَّز		N;NOM;INDF;SG
उन्नत	متقدم	उन्नत	مُتَقَدِّم		ADJ;NOM;INDF;MASC;SG
उन्नत	متقدمة	उन्नत	مُتَقَدِّم		ADJ;NOM;INDF;FEM;SG
उन्नत	المتقدمة	उन्नत	مُتَقَدِّم		ADJ;NOM;DEF;FEM;SG
उन्नत	المتقدم	उन्नत	مُتَقَدِّم		ADJ;NOM;DEF;MASC;SG
सर्वर	خوادم	सर्वर	خَادِم	N;NOM;MASC;SG;3	N;NOM;INDF;PL
सर्वर	خادم	सर्वर	خَادِم	N;NOM;MASC;SG;3	
विचारधारा	ايديولوجية	विचारधारा	إِيديُولُوجِيّ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
विचारधारा	الايديولوجية	विचारधारा	إِيديُولُوجِيّ	N;NOM;FEM;SG;3	ADJ;NOM;DEF;FEM;SG
पीड़ित	المعاناة	पीड़ित	مُعَانَاة	PROPN;NOM;SG;3	N;NOM;DEF;SG
पीड़ित	معاناة	पीड़ित	مُعَانَاة	PROPN;NOM;SG;3	N;NOM;INDF;SG
पीड़ित	يعاني	पीड़ित	عَانَى	PROPN;NOM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
पीड़ित	الضحايا	पीड़ित	ضَحِيَّة	PROPN;NOM;SG;3	N;NOM;DEF;PL
पीड़ित	ضحايا	पीड़ित	ضَحِيَّة	PROPN;NOM;SG;3	N;NOM;INDF;PL
पीड़ित	ضحية	पीड़ित	ضَحِيَّة	PROPN;NOM;SG;3	N;NOM;INDF;SG
पीड़ित	الضحية	पीड़ित	ضَحِيَّة	PROPN;NOM;SG;3	N;NOM;DEF;SG
श्रेणियों	نقابة	श्रेणी	نِقَابَة	N;ACC;MASC;PL;3	N;NOM;INDF;SG
श्रेणियों	النقابة	श्रेणी	نِقَابَة	N;ACC;MASC;PL;3	N;NOM;DEF;SG
राजकुमार	برنس	राजकुमार	برنس	PROPN;NOM;MASC;SG;3	
राजकुमार	برينس	राजकुमार	برِينس	PROPN;NOM;MASC;SG;3	
राजकुमार	امير	राजकुमार	أَمِير	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
राजकुमार	الامير	राजकुमार	أَمِير	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
उम्मीद	هوب	उम्मीद	هوب	N;NOM;FEM;SG;3	
उम्मीद	امل	उम्मीद	امل	N;NOM;FEM;SG;3	
कार्यकारी	التنفيذي	कार्यकारी	تَنفِيذِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
कार्यकारी	تنفيذي	कार्यकारी	تَنفِيذِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
कार्यकारी	تنفيذية	कार्यकारी	تَنفِيذِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मास्टर्स	الماجستير	मास्टर	الماجستير	N;NOM;MASC;PL;3	N;NOM;DEF;SG
वरिष्ठ	المسنين	वरिष्ठ	مُسِنّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;PL
वरिष्ठ	كبار	वरिष्ठ	كَبِير	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;PL
प्रोफेसर	الاستاذ	प्रोफेसर	الاستاذ	N;NOM;MASC;SG;3	
प्रोफेसर	بروفيسور	प्रोफेसर	بروفيسور	N;NOM;MASC;SG;3	
स्कॉटलैंड	اسكتلندا	स्कॉटलैंड	إِسكُتلَندَا	PROPN;NOM;MASC;SG;3	
विकिरण	الاشعاعات	विकिरण	إِشعَاع	N;NOM;MASC;SG;3	N;NOM;DEF;PL
फारसी	الفارسي	फारसी	فَارِسِيّ	PROPN;NOM;MASC;SG;3	
फारसी	الفارسية	फारसी	فَارِسِيّ	PROPN;NOM;MASC;SG;3	
संरक्षित	محمية	संरक्षित	محمية	ADJ;NOM	N;NOM;INDF;SG
सहज	مريح	सहज	مريح		ADJ;NOM;INDF;MASC;SG
सहज	مريحة	सहज	مَرِيح		ADJ;NOM;INDF;FEM;SG
सहज	مرتاح	सहज	مرتاح		
बदला	تغير	बदल	تَغَيُّر	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
बदला	انتقام	बदल	اِنتِقَام	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
बदला	الانتقام	बदल	اِنتِقَام	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
बदला	ثواب	बदल	ثَابِيَة	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;PL
बदला	الاستبدال	बदल	اِستِبدَال	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
बदला	البديل	बदल	بَدِيل	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
बदला	استبدال	बदल	اِستِبدَال	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
बदला	بديل	बदल	بَدِيل	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
कलकत्ता	كلكتا	कलकत्ता	كلكتا	PROPN;NOM;MASC;SG;3	
कलकत्ता	كالكوتا	कलकत्ता	كَالِكَو	PROPN;NOM;MASC;SG;3	
काला	الاسود	काला	أَسوَد	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
काला	اسود	काला	أَسوَد	ADJ;NOM;MASC;SG	
काला	بلاك	काला	بلَاك	ADJ;NOM;MASC;SG	
पंक्ति	صفوف	पंक्ति	صَفّ	N;NOM;FEM;SG;3	N;NOM;INDF;PL
पंक्ति	الصفوف	पंक्ति	صَفّ	N;NOM;FEM;SG;3	N;NOM;DEF;PL
लोकप्रियता	الشعبية	लोकप्रियता	شَعبِيّ	N;NOM;FEM;SG;3	ADJ;NOM;DEF;FEM;SG
ओलंपिक	الاولمبية	ओलंपिक	أُولِمبِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
बर्फ	ثلج	बर्फ	ثُلج	N;NOM;FEM;SG;3	
बर्फ	سنو	बर्फ	سَنُوّ	N;NOM;FEM;SG;3	
बर्फ	ثلج	बर्फ	ثُلج	N;NOM;FEM;SG;3	
बर्फ	الجليد	बर्फ	جَلِيد	N;NOM;FEM;SG;3	
बर्फ	جليد	बर्फ	جليد	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
कार्रवाई	اكشن	कार्रवाई	اكشن	N;NOM;FEM;SG;3	
शिशु	رضيع	शिशु	رَضِيع	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
शिशु	الاطفال	शिशु	طِفل	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मार्क	العلامة	मार्क	عَلَامَة	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
मार्क	مارك	मार्क	مَارك	PROPN;NOM;MASC;SG;3	
मार्क	علامة	मार्क	عَلَامَة	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
ट्रैक	المقطوعة	ट्रैक	مَقطُوع	N;NOM;MASC;SG;3	
ट्रैक	مسارات	ट्रैक	مَسَار	N;NOM;MASC;SG;3	N;NOM;INDF;PL
ट्रैक	المسارات	ट्रैक	مَسَار	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मनोवैज्ञानिक	نفسية	मनोवैज्ञानिक	نَفسِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मनोवैज्ञानिक	النفسية	मनोवैज्ञानिक	النفسية	N;NOM;MASC;SG;3	
गर्मी	صيفي	गर्मी	صِيفِيّ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
गर्मी	سمر	गर्मी	سمر	N;NOM;FEM;SG;3	
गर्मी	الحراره	गर्मी	حَرَارُه	N;NOM;FEM;SG;3	
गर्मी	هيت	गर्मी	هيت	N;NOM;FEM;SG;3	
मैन	رجل	मैन	رَجُل		N;NOM;INDF;SG
मैन	man	मैन	فَصَم		
मैन	مان	मैन	مَان		
मैन	الرجل	मैन	رَجُل		N;NOM;DEF;SG
जिम्मेदार	مسؤول	जिम्मेदार	مَسؤُول	ADJ	N;NOM;INDF;SG
जिम्मेदार	المسؤول	जिम्मेदार	مَسؤُول	ADJ	N;NOM;DEF;SG
गीतों	اغان	गीत	أَغَان	N;ACC;MASC;PL;3	N;NOM;INDF;PL
गीतों	الاغاني	गीत	أَغَانِيّ	N;ACC;MASC;PL;3	
गीतों	اغاني	गीत	اغاني	N;ACC;MASC;PL;3	N;NOM;INDF;PL
आवृत्ति	متكرر	आवृत्ति	مُتَكَرِّر	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC;SG
आवृत्ति	متكررة	आवृत्ति	مُتَكَرِّر	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
स्रोतों	الينابيع	स्रोत	الينابيع	N;ACC;MASC;PL;3	N;NOM;DEF;PL
स्रोतों	نوافير	स्रोत	نَافِير	N;ACC;MASC;PL;3	N;NOM;INDF;PL
कोण	الزوايا	कोण	زَاوِيَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
कोण	زوايا	कोण	زَاءِي	N;NOM;MASC;SG;3	N;NOM;INDF;PL
ईस्ट	شرقي	ईस्ट	شَرقِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
ईस्ट	ايست	ईस्ट	أَيسَت	PROPN;NOM;MASC;SG;3	
ईस्ट	شرق	ईस्ट	شَرق	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
ईस्ट	الشرق	ईस्ट	شَرق	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
ईस्ट	شرقا	ईस्ट	شِرق	PROPN;NOM;MASC;SG;3	N;ACC;INDF;SG
ईस्ट	الشرقية	ईस्ट	شَرقِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
अफ्रीकी	الافريقي	अफ्रीकी	الافريقي	ADJ	
अफ्रीकी	افريقيا	अफ्रीकी	افريقيا	ADJ	
रंगों	الوان	रंग	لَون	N;ACC;MASC;PL;3	N;NOM;DEF;SG
रंगों	الالوان	रंग	لَون	N;ACC;MASC;PL;3	N;NOM;DEF;PL
चिंता	تقلق	चिंता	أَقلَق	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;2;FIN;ACT
चिंता	شاغل	चिंता	شَاغِل	N;NOM;FEM;SG;3	
सहमत	اتفق	सहमत	اِتَّفَق	ADJ	V;PFV;MASC;SG;3;ACT
सहमत	اتفق	सहमत	اِتَّفَق	ADJ	V;PFV;MASC;SG;3;ACT
सहमत	اوافق	सहमत	أَوَّق	ADJ	
सहमत	نتفق	सहमत	نتفق	ADJ	V;IPFV;MASC;IND;PL;1;FIN;ACT
मोटे	السمين	मोटा	سَمِين	V;PFV;MASC;PL;3;V.PTCP;ACT	N;NOM;DEF;SG
मोटे	بدين	मोटा	بدين	V;PFV;MASC;PL;3;V.PTCP;ACT	
मोटे	الدهون	मोटा	دَهن	V;PFV;MASC;PL;3;V.PTCP;ACT	N;NOM;DEF;PL
मोटे	سمين	मोटा	سَمِين	V;PFV;MASC;PL;3;V.PTCP;ACT	
मोटे	دهن	मोटा	دِهن	V;PFV;MASC;PL;3;V.PTCP;ACT	
घरों	المنازل	घर	مَنزِل	N;ACC;MASC;PL;3	N;NOM;DEF;PL
घरों	منازل	घर	مَنزِل	N;ACC;MASC;PL;3	N;NOM;INDF;PL
घरों	بيوت	घर	بَيت	N;ACC;MASC;PL;3	N;NOM;INDF;PL
घरों	البيوت	घर	بَيت	N;ACC;MASC;PL;3	N;NOM;DEF;PL
घरों	البيوت	घर	بَيت	N;ACC;MASC;PL;3	N;NOM;DEF;PL
घरों	منازل	घर	مَنزِل	N;ACC;MASC;PL;3	N;NOM;INDF;PL
घरों	بيوت	घर	بَيت	N;ACC;MASC;PL;3	N;NOM;INDF;PL
घरों	المنازل	घर	مَنزِل	N;ACC;MASC;PL;3	N;NOM;DEF;PL
मार्शल	مارشال	मार्शल	مارشال	PROPN;NOM;MASC;SG;3	
मार्शल	المارشال	मार्शल	مَارشَال	PROPN;NOM;MASC;SG;3	
फ़ारसी	الفارسي	फ़ारसी	فَارِسِيّ	PROPN;NOM;MASC;SG;3	
फ़ारसी	الفارسية	फ़ारसी	فَارِسِيّ	PROPN;NOM;MASC;SG;3	
मेक्सिको	المكسيك	मेक्सिको	اَلمَكسِيك	PROPN;NOM;MASC;SG;3	
मेक्सिको	مكسيكو	मेक्सिको	مَكسِيكُو	PROPN;NOM;MASC;SG;3	
बिग	الكبير	बिग	كَبِير		ADJ;NOM;DEF;MASC;SG
बिग	كبيرة	बिग	كَبِير		ADJ;NOM;INDF;FEM;SG
बिग	كبيره	बिग	كبيره		
बिग	كبير	बिग	كَبِير		ADJ;NOM;INDF;MASC;SG
संस्थानों	مؤسسات	संस्थान	مُؤَسَّسَة	N;ACC;MASC;PL;3	N;NOM;INDF;PL
संस्थानों	المؤسسات	संस्थान	مُؤَسَّسَة	N;ACC;MASC;PL;3	N;NOM;DEF;PL
प्रार्थना	يصلي	प्रार्थना	أَصلَى	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
प्रार्थना	اصلي	प्रार्थना	أَصلِيّ	N;NOM;FEM;SG;3	
प्रार्थना	الصلوات	प्रार्थना	صَلوَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
प्रार्थना	صلوات	प्रार्थना	صَلوَة	N;NOM;FEM;SG;3	N;NOM;INDF;PL
लाहौर	لاهور	लाहौर	لاهور	PROPN;NOM;MASC;SG;3	
लाहौर	هور	लाहौर	هور	PROPN;NOM;MASC;SG;3	
समानता	التشابه	समानता	تَشَابُه	N;NOM;FEM;SG;3	
समानता	التشابه	समानता	تَشَابُه	N;NOM;FEM;SG;3	
बम	بله	बम	بَلَه	N;NOM;MASC;SG;3	
बम	القنابل	बम	قُنبُلَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बम	قنابل	बम	قنابل	N;NOM;MASC;SG;3	N;NOM;INDF;PL
आदिवासी	القبلية	आदिवासी	قَبَلِيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
हैरी	هارى	हैरी	هارى	PROPN;NOM;FEM;SG;3	
हैरी	هاري	हैरी	هاري	PROPN;NOM;FEM;SG;3	
कैथोलिक	كاثوليكية	कैथोलिक	كَاثُولِيكِيّ	N;NOM;MASC;SG;3	
कैथोलिक	كاثوليكي	कैथोलिक	كاثوليكي	N;NOM;MASC;SG;3	
उपनाम	نيك	उपनाम	نيك	N;NOM;MASC;SG;3	
उपनाम	نك	उपनाम	نك	N;NOM;MASC;SG;3	
बंगाली	البنغالي	बंगाली	بَنغَالِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
बंगाली	البنغالية	बंगाली	بِنغَالِيّ	PROPN;NOM;MASC;SG;3	
बंगाली	بنغالي	बंगाली	بنغالي	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
सहारा	الصحراء	सहारा	صَحرَاء		N;NOM;DEF;SG
सारा	ساره	सारा	ساره	ADJ;NOM;MASC;SG	
सारा	سارة	सारा	سَارَة	ADJ;NOM;MASC;SG	
सारा	سارا	सारा	سَارَا	ADJ;NOM;MASC;SG	
इलेक्ट्रॉनिक	الالكتروني	इलेक्ट्रॉनिक	إِلِكترُونِيّ	N;NOM	ADJ;NOM;DEF;MASC;SG
इलेक्ट्रॉनिक	الكتروني	इलेक्ट्रॉनिक	إِلِكترُونِيّ	N;NOM	ADJ;NOM;INDF;MASC;SG
इलेक्ट्रॉनिक	الالكترونية	इलेक्ट्रॉनिक	إِلِكترُونِيّ	N;NOM	ADJ;NOM;DEF;FEM;SG
इलेक्ट्रॉनिक	الكترونية	इलेक्ट्रॉनिक	إِلِكترُونِيّ	N;NOM	ADJ;NOM;INDF;FEM;SG
इलेक्ट्रॉनिक	الكترونيا	इलेक्ट्रॉनिक	كِترُونِيَا	N;NOM	ADJ;ACC;INDF;MASC;SG
तंत्रिका	عصب	तंत्रिका	عَصِبَ	N;NOM;FEM;SG;3	
पट्टी	بار	पट्टी	بَار	N;NOM;FEM;SG;3	
गोवा	جوا	गोवा	جَوّ	PROPN;NOM;MASC;SG;3	
गोवा	غوا	गोवा	غُوَّا	PROPN;NOM;MASC;SG;3	
रास्ता	طريقه	रास्ता	طريقه	N;NOM;MASC;SG;3	PRO;NOM;FEM;SG;3
सोच	افكر	सोच	افكر	V;SG;FIN;ACT	
सोच	التفكير	सोच	تَفكِير	V;SG;FIN;ACT	N;NOM;DEF;SG
सोच	تفكير	सोच	تَفكِير	V;SG;FIN;ACT	N;NOM;INDF;SG
टाटा	تاتا	टाटा	تاتا	PROPN;NOM;MASC;SG;3	
पृष्ठभूमि	الخلفيات	पृष्ठभूमि	خَلفِيَّة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
पृष्ठभूमि	خلفيات	पृष्ठभूमि	خَلفِيّ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;PL
टन	طنا	टन	طُنّ	N;NOM;MASC;SG;3	N;ACC;INDF;SG
टन	طنا	टन	طُنّ	N;NOM;MASC;SG;3	N;ACC;INDF;SG
मेडिकल	الطبي	मेडिकल	طِبِّيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
मेडिकल	طبية	मेडिकल	طِبِّيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
मेडिकल	الطبية	मेडिकल	طِبِّيّ	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
मार्टिन	مارتن	मार्टिन	مَارتِن	PROPN;NOM;MASC;SG;3	
मार्टिन	مارتين	मार्टिन	مَارَّة	PROPN;NOM;MASC;SG;3	
नामकरण	التسميات	नामकरण	تَسمِيَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
हस्तक्षेप	التدخلات	हस्तक्षेप	تَدَخُّل	N;NOM;MASC;SG;3	N;NOM;DEF;PL
किसान	فارمر	किसान	فارمر	N;NOM;MASC;PL;3	
पतन	ينهار	पतन	نَهَر	N;NOM;MASC;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
पतन	انهار	पतन	انهار	N;NOM;MASC;SG;3	
पतन	اسقط	पतन	أَسقَط	N;NOM;MASC;SG;3	V;PFV;MASC;SG;3;ACT
स्नान	باث	स्नान	بَاثِي	N;NOM;MASC;SG;3	
सफ़ेद	بيضاء	सफ़ेद	بَيضَاء	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
सफ़ेद	الابيض	सफ़ेद	أَبيَض	N;NOM;MASC;SG;3	ADJ;NOM;DEF;MASC;SG
सफ़ेद	وايت	सफ़ेद	وايت	N;NOM;MASC;SG;3	
सफ़ेद	ابيض	सफ़ेद	أَبيَض	N;NOM;MASC;SG;3	
हरे	هير	हरा	هير		
फ़ाइल	ملفات	फााइल	مِلَفَّة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
फ़ाइल	الملفات	फााइल	مِلَفَّة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
स्वागत	نرحب	स्वागत	نرحب	N;NOM;MASC;SG;3	
पक्षियों	الطيور	पक्षी	طَير	N;ACC;MASC;PL;3	
पक्षियों	طيور	पक्षी	طَير	N;ACC;MASC;PL;3	
विरासत	ارث	विरासत	أَرث	N;NOM;FEM;SG;3	
नेपाली	النيبالية	नेपाली	نِيبَالِيّ	ADJ;NOM	
नेपाली	النيبالي	नेपाली	نَيبَالِيّ	ADJ;NOM	
नेपाली	النيبالية	नेपाली	نِيبَالِيّ	ADJ;NOM	
नील	النيلي	नील	نَيلِيّ	PROPN;NOM;MASC;SG;3	
पृष्ठों	صفحات	पृष्ठ	صَفحَة	N;ACC;MASC;PL;3	N;NOM;INDF;PL
पृष्ठों	الصفحات	पृष्ठ	صَفحَة	N;ACC;MASC;PL;3	N;NOM;DEF;PL
दुर्लभ	النادر	दुर्लभ	نَادِر		ADJ;NOM;DEF;MASC;SG
दुर्लभ	نادر	दुर्लभ	نَادِر		ADJ;NOM;INDF;MASC;SG
दुर्लभ	نادرة	दुर्लभ	نَادِر		ADJ;NOM;INDF;FEM;SG
चावल	رز	चावल	رز	N;NOM;MASC;SG;3	
चावल	ارز	चावल	ارز	N;NOM;MASC;SG;3	
चावल	رايس	चावल	رَايس	N;NOM;MASC;SG;3	
मूलतः	اساسا	मूलतः	أَسَاس	ADV	N;ACC;INDF;SG
गहरा	ظلام	गहरा	ظَلَام	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
गहरा	الظلام	गहरा	ظَلَام	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
गहरा	عميقا	गहरा	عَمِيق	ADJ;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
गहरा	عمق	गहरा	عُمق	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
बारह	twel	बारह	قَثِش	NUM	
पूर्ति	وفاء	पूर्ति	وفاء	N;NOM;FEM;SG;3	
खड़ी	واقف	खड़ा	وَاقِف	ADJ;NOM;FEM;SG	
खड़ी	الوقوف	खड़ा	وُقُوف	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
लड़की	فرخ	लड़की	فُرخَة	N;NOM;FEM;SG;3	
लड़की	تشيك	लड़की	تشِيك	N;NOM;FEM;SG;3	
लड़की	بنت	लड़की	بَنَى	N;NOM;FEM;SG;3	V;PFV;FEM;SG;3;ACT
