月	moon	月	moko	N	
修訂	tarkistus	修訂	tarkistus	V	N;NOM;SG
前面	edessä	前面	edessä	N	ADV
前面	edestä	前面	edestä	N	ADV
囊	kapseli	囊	kapsella	PROPN	N;NOM;SG
對外	ulkoisesti	對外	ulkoisesti		ADV
織田	oda	織田	oda	PROPN	PROPN;NOM;SG
未	tuntematon	未	tuntematon	ADV;NEG	ADJ;NOM;SG
偵探	etsivä	偵探	etsivä	V	N;NOM;SG
里昂	lyon	里昂	lyoda	PROPN	
里昂	lyons	里昂	lyons	PROPN	N;NOM;SG
提醒	kuulutukset	提醒	kuulutus	V	N;NOM;PL
提醒	hälytys	提醒	hälytys	V	N;NOM;SG
提醒	kuulutus	提醒	kuulutus	V	N;NOM;SG
提醒	varoitus	提醒	varoitus	V	N;NOM;SG
提醒	muistutus	提醒	muistutus	V	N;NOM;SG
提醒	muistutuksen	提醒	muistutus	V	N;GEN;SG
友好	ystävällinen	友好	ystävällinen	N	ADJ;NOM;SG
友好	ystävällistä	友好	ystävältti	N	ADJ;PRT;SG
諮詢	kuultava	諮詢	kuulla	N	V;NOM;SG;V.PTCP;PASS
岑	cen	岑	OpenOffice	PROPN	N;NOM;SG
分離	irtautumista	分離	irtautuminen	V	N;PRT;SG
分離	erottelu	分離	erottelu	V	N;NOM;SG
分離	erottaminen	分離	erottaminen	V	N;NOM;SG
分離	erikseen	分離	erikseen	V	ADV
分離	erilliset	分離	erillinen	V	ADJ;NOM;PL
分離	erillinen	分離	erillinen	V	ADJ;NOM;SG
品質	laadukas	品質	laadukas	N	ADJ;NOM;SG
可	näkyvä	可	näkyä	V	V;NOM;SG;V.PTCP;ACT
可	näkyvissä	可	näkyä	V	V;IN+ESS;PL;V.PTCP;ACT
可	näkyy	可	näkyä	V	V;IND;SG;3;PRS;FIN;ACT
可	näkyvät	可	näkyä	V	V;IND;PL;3;PRS;FIN;ACT
液	neste	液	neste	N	PROPN;NOM;SG
液	neste	液	neste	N	PROPN;NOM;SG
液	nestemäinen	液	nestemäinen	N	ADJ;NOM;SG
騰	teng	騰	teng		N;NOM;SG
停車	pysäköinti	停車	pysäköinti	V	N;NOM;SG
停車	parkkipaikka	停車	parkki#paikka	V	N;NOM;SG
羅伯特	robert	羅伯特	robert	PROPN	PROPN;NOM;SG
孟加拉	bengalin	孟加拉	bengal	PROPN	N;GEN;SG
夢想	haaveilla	夢想	haaveilla	N	V;SG;NFIN;ACT
夢想	dream	夢想	dream	N	
覆蓋	kansi	覆蓋	kansi	V	N;NOM;SG
覆蓋	kannen	覆蓋	kansi	V	N;GEN;SG
寫作	kirjoittaa	寫作	kirjoittaa	N	V;IND;SG;3;PRS;FIN;ACT
寫作	kirjoita	寫作	kirja	N	V;IMP;SG;2;FIN;ACT
寫作	kirjoitetaan	寫作	kirjoittaa	N	V;IND;PRS;FIN;PASS
寫作	kirjoittaa	寫作	kirjoittaa	N	V;IND;SG;3;PRS;FIN;ACT
溝通	viestintä	溝通	viestin	V	N;NOM;SG
溝通	tiedonanto	溝通	tiedon#anto	V	N;NOM;SG
溝通	tiedonannon	溝通	tieto#anto	V	N;GEN;SG
溝通	tiedottaminen	溝通	tiedottaminen	V	N;NOM;SG
溝通	viestintä	溝通	viestin	V	N;NOM;SG
珠海	zhuhai	珠海	zhuhai	PROPN	
即時	välitön	即時	välitön	ADV	ADJ;NOM;SG
即時	välitön	即時	välitön	ADV	ADJ;NOM;SG
即時	välittömät	即時	välitön	ADV	ADJ;NOM;PL
王室	kuninkaalliset	王室	kuninkaallinen	N	ADJ;NOM;PL
王室	kuninkaallinen	王室	kuninkaallinen	N	ADJ;NOM;SG
移植	elinsiirtojen	移植	elin#siirto	V	N;GEN;PL
四	kaudet	四	kausi	NUM	N;NOM;PL
考古	arkeologia	考古	arkeologi	V	N;NOM;SG
考古	arkeologinen	考古	arkeologinen	V	ADJ;NOM;SG
考古	arkeologia	考古	arkeologi	V	N;NOM;SG
發音	ääntämistä	發音	ääntäminen	V	N;PRT;SG
高地	terra	高地	terra	N	
試驗	koe	試驗	kokea	N	V;IMP;SG;2;FIN;ACT
試驗	testaa	試驗	testata	N	V;IMP;SG;2;PRS;FIN;ACT
試驗	testaa	試驗	testata	N	V;IMP;SG;2;PRS;FIN;ACT
試驗	koe	試驗	kokea	N	V;IMP;SG;2;FIN;ACT
忍	shinobu	忍	shinobu	ADV	N;NOM;SG
脫	nauhat	脫	nauha	V	N;NOM;PL
禹	woo	禹	woo	PROPN	N;NOM;SG
降落	purkaminen	降落	purkaminen	V	N;NOM;SG
降落	laskeutuminen	降落	laskeutuminen	V	N;NOM;SG
降落	lasku	降落	lasku	V	N;NOM;SG
鳳凰	phoenix	鳳凰	phoenix	PROPN	N;NOM;SG
肇	hajime	肇	hajime	PROPN	N;NOM;SG
喜愛	suosikki	喜愛	suosikki		N;NOM;SG
喜愛	lempi	喜愛	lempi		N;NOM;SG
洪	tulvat	洪	tulva	PROPN	N;NOM;PL
洪	tulva	洪	tulva	PROPN	N;NOM;SG
洪	tulvien	洪	tulva	PROPN	N;GEN;PL
洪	tulvia	洪	tulva	PROPN	N;PRT;PL
洪	tulvat	洪	tulva	PROPN	N;NOM;PL
洪	tulva	洪	tulva	PROPN	N;NOM;SG
洪	tulvien	洪	tulva	PROPN	N;GEN;PL
洪	tulvia	洪	tulva	PROPN	N;PRT;PL
洪	tulvat	洪	tulva	PROPN	N;NOM;PL
洪	tulvia	洪	tulva	PROPN	N;PRT;PL
防衛	puolustus	防衛	puolustus	V	N;NOM;SG
防衛	puolustukseen	防衛	puolustus	V	N;IN+ALL;SG
防衛	puolustus	防衛	puolustus	V	N;NOM;SG
防衛	puolustusta	防衛	puolustus	V	N;PRT;SG
防衛	puolustaminen	防衛	puolustaminen	V	N;NOM;SG
相當	vastine	相當	vastine	V	N;NOM;SG
法定	lakisääteinen	法定	lakisääteinen	N	ADJ;NOM;SG
法定	lakisääteisen	法定	laki#sääteinen	N	ADJ;GEN;SG
法定	lakisääteiset	法定	laki#sääteinen	N	ADJ;NOM;PL
委託	käyttöönotto	委託	käyttöön#otto	V	N;NOM;SG
水利	hydrauliset	水利	hydraulinen	N	ADJ;NOM;PL
思考	miettii	思考	miettiä	N	V;IND;SG;3;PRS;FIN;ACT
慶祝	juhla	慶祝	juhla	V	N;NOM;SG
慶祝	juhlaa	慶祝	juhlaa	V	N;PRT;SG
慶祝	juhlinta	慶祝	juhlinta	V	N;NOM;SG
認證	sertifioitu	認證	sertifioida	N	V;NOM;SG;V.PTCP;PASS
老人	iäkkäät	老人	iäkäs	N	ADJ;NOM;PL
情人	rakastavaiset	情人	rakastavainen	N	ADJ;NOM;PL
情人	rakastavaisia	情人	rakastavainen	N	ADJ;PRT;PL
放置	asettaminen	放置	asettaminen	V	N;NOM;SG
移交	luovuttaminen	移交	luovuttaminen	V	N;NOM;SG
移交	luovutus	移交	luovutus	V	N;NOM;SG
晴	aurinkoinen	晴	aurinkoinen	PROPN	ADJ;NOM;SG
晴	sunny	晴	suntya	PROPN	
晴	aurinkoista	晴	aurinko	PROPN	ADJ;PRT;SG
雁	goose	雁	goose	PROPN	PROPN;NOM;SG
雁	hanhi	雁	hanhi	PROPN	N;NOM;SG
雁	hanhi	雁	hanhi	PROPN	N;NOM;SG
雁	hanhet	雁	hanhe	PROPN	N;NOM;PL
夏威夷	havaijilla	夏威夷	havaija	PROPN	N;AT+ESS
;PL
夏威夷	havaijin	夏威夷	havaija	PROPN	PROPN;GEN;SG
牆	wall	牆	wall	N	PROPN;NOM;SG
鶴	nosturit	鶴	nosturi	PROPN	N;NOM;PL
鶴	crane	鶴	crane	PROPN	PROPN;NOM;SG
鶴	kurki	鶴	kurki	PROPN	N;NOM;SG
添	tim	添	tim		PROPN;NOM;SG
添	timin	添	timi		N;GEN;SG
微	microsoft	微	microsoft	N	PROPN;NOM;SG
廢止	kumoaminen	廢止	kumoaminen	V	N;NOM;SG
廢止	kumoamisesta	廢止	kumoaminen	V	N;IN+ABL;SG
步行	kävellä	步行	kävellä	N	V;SG;NFIN;ACT
步行	kävellen	步行	kävellä	N	V;INS;SG;NFIN;ACT
步行	kävelee	步行	kävellä	N	V;IND;SG;3;PRS;FIN;ACT
步行	kävellä	步行	kävellä	N	V;SG;NFIN;ACT
韓	korealainen	韓	korealainen	PROPN	ADJ;NOM;SG
韓	korean	韓	korea	PROPN	N;GEN;SG
日	jeniä	日	jeni	PROPN	N;PRT;SG
基督	kristityt	基督	kristityt	PROPN	N;NOM;PL
基督	kristitty	基督	kristitty	PROPN	ADJ;NOM;SG
基督	christian	基督	christian	PROPN	N;NOM;SG
基督	kristillinen	基督	kristillinen	PROPN	ADJ;NOM;SG
基督	kristian	基督	kristian	PROPN	N;NOM;SG
基督	kristityt	基督	kristityt	PROPN	N;NOM;PL
基督	kristittyjen	基督	kristitty	PROPN	N;GEN;PL
基督	kristittyjä	基督	kristitty	PROPN	N;PRT;PL
假設	oletettu	假設	olettaa	N	V;NOM;SG;V.PTCP;PASS
假設	hypoteettinen	假設	hypoteettinen	N	ADJ;NOM;SG
假設	oletetaan	假設	olettaa	N	V;IND;PRS;FIN;PASS
搭配	sekoitus	搭配	sekoitus	V	N;NOM;SG
轉移	siirto	轉移	siirto	V	N;NOM;SG
轉移	siirrot	轉移	siirto	V	N;NOM;PL
周邊	ympäröivän	周邊	ympäröidä	N	V;GEN;SG;V.PTCP;ACT
周邊	ympäröivä	周邊	ympäröidä	N	V;NOM;SG;V.PTCP;ACT
周邊	lähellä	周邊	lähellä	N	ADV
繁忙	kiire	繁忙	kiire	ADJ	N;NOM;SG
清真	masjid	清真	masjita	PROPN	N;NOM;SG
清真	moskeijat	清真	moskeija	PROPN	N;NOM;PL
清真	moskeija	清真	moskeija	PROPN	N;NOM;SG
排除	syrjäytymistä	排除	syrjäytyminen	V	N;PRT;SG
排除	syrjäytyminen	排除	syrjäytyminen	V	N;NOM;SG
排除	syrjäytymisen	排除	syrjäytyminen	V	N;GEN;SG
排除	poikkeukset	排除	poikkeus	V	N;NOM;PL
輔助	täydennettävä	輔助	täydentää	N	V;NOM;SG;V.PTCP;PASS
輔助	täydennetään	輔助	täydentää	N	V;IND;PRS;FIN;PASS
輔助	täydentävät	輔助	täydentää	N	V;IND;PL;3;PRS;FIN;ACT
輔助	täydentää	輔助	täydentää	N	V;IND;SG;3;PRS;FIN;ACT
颶風	pyörremyrsky	颶風	pyörremyrsky		N;NOM;SG
颶風	hurrikaani	颶風	hurrikaani		N;NOM;SG
颶風	hurrikaanit	颶風	hurrikaani		N;NOM;PL
塞爾維亞	serbiassa	塞爾維亞	serbia	PROPN	N;IN+ESS;SG
塞爾維亞	serbia	塞爾維亞	serbi	PROPN	PROPN;NOM;SG
塞爾維亞	serbian	塞爾維亞	serbia	PROPN	N;GEN;SG
錯	väärä	錯	väärä		ADJ;NOM;SG
錯	väärin	錯	väärin		ADV
錯	vikaa	錯	vika		N;PRT;SG
仿	jäljitelmä	仿	jäljitelmä		N;NOM;SG
曼谷	bangkok	曼谷	bangkok	PROPN	N;NOM;SG
曼谷	bangkokissa	曼谷	bangkoki	PROPN	N;IN+ESS;SG
加利福尼亞	kaliforniasta	加利福尼亞	kalifornia	PROPN	N;IN+ABL;SG
加利福尼亞	kaliforniaan	加利福尼亞	kalifornia	PROPN	N;IN+ALL;SG
加利福尼亞	kalifornia	加利福尼亞	kaliforni	PROPN	N;NOM;SG
加利福尼亞	kalifornian	加利福尼亞	kalifornia	PROPN	N;GEN;SG
改進	parantaminen	改進	parantaminen	V	N;NOM;SG
改進	parannuksia	改進	parannus	V	N;PRT;PL
改進	parannukset	改進	parannus	V	N;NOM;PL
改進	paraneminen	改進	paraneminen	V	N;NOM;SG
改進	parannus	改進	parannus	V	N;NOM;SG
改進	parannuksia	改進	parannus	V	N;PRT;PL
改進	parannukset	改進	parannus	V	N;NOM;PL
改進	parantaminen	改進	parantaminen	V	N;NOM;SG
正義	justice	正義	justice	N	
正義	rehti	正義	rehti	N	ADJ;NOM;SG
正義	oikeudenmukainen	正義	oikeuden#mukainen	N	ADJ;NOM;SG
正義	oikeamielinen	正義	oikeamielinen	N	ADJ;NOM;SG
模擬	analoginen	模擬	analoginen	N	ADJ;NOM;SG
伊斯蘭	islamilainen	伊斯蘭	islamilainen	PROPN	ADJ;NOM;SG
伊斯蘭	islamilaisen	伊斯蘭	islamilainen	PROPN	N;GEN;SG
伊斯蘭	islamin	伊斯蘭	istama	PROPN	N;GEN;SG
伊斯蘭	islam	伊斯蘭	islam	PROPN	N;NOM;SG
最	vahvin	最	vahva	ADV	ADJ;NOM;RL;SG
最	voimakkain	最	voimakkain	ADV	ADJ;NOM;RL;SG
局部	osittainen	局部	osittainen	N	ADJ;NOM;SG
局部	osittaista	局部	osittainen	N	ADJ;PRT;SG
局部	paikallinen	局部	paikallinen	N	ADJ;NOM;SG
局部	paikalliset	局部	paikallinen	N	ADJ;NOM;PL
局部	paikallisia	局部	paikallinen	N	ADJ;PRT;PL
局部	paikallisesti	局部	paikallisesti	N	ADV
局部	paikallisten	局部	paikallinen	N	ADJ;GEN;PL
局部	paikallista	局部	paikallinen	N	ADJ;PRT;SG
局部	osittain	局部	osittain	N	ADV
木星	jupiter	木星	jupiter	PROPN	N;NOM;SG
木星	jupiterin	木星	jupiteri	PROPN	N;GEN;SG
影響	törmäys	影響	törmäys	V	N;NOM;SG
影響	vaikutusta	影響	vaikutus	V	N;PRT;SG
影響	vaikutus	影響	vaikutus	V	N;NOM;SG
影響	vaikutuksen	影響	vaikutus	V	N;GEN;SG
影響	vaikutukset	影響	vaikutus	V	N;NOM;PL
影響	vaikutusvalta	影響	vaikutus#valta	V	N;NOM;SG
影響	vaikutusta	影響	vaikutus	V	N;PRT;SG
影響	vaikutusvaltaa	影響	vaikutus#valta	V	N;PRT;SG
影響	vaikutus	影響	vaikutus	V	N;NOM;SG
婷	ting	婷	ting	PROPN	PROPN;NOM;SG
海峽	channel	海峽	channel	N	PROPN;NOM;SG
孔子	kungfutse	孔子	kungfutse	PROPN	N;NOM;SG
鵬	peng	鵬	peng	PROPN	N;NOM;SG
轟炸	pommittaja	轟炸	pommittaja	V	N;NOM;SG
轟炸	pommikoneet	轟炸	pommi#kone	V	N;NOM;PL
要	stronghold	要	stronghold	V	N;NOM;SG
要	linnake	要	linnake	V	N;NOM;SG
要	linnoitus	要	linnoitus	V	N;NOM;SG
要	linnake	要	linnake	V	N;NOM;SG
要	linnoitus	要	linnoitus	V	N;NOM;SG
要	fort	要	fort	V	
黎明	dawn	黎明	dawn	PROPN	PROPN;NOM;SG
巴勒斯坦	palestiinan	巴勒斯坦	palestiina	PROPN	N;GEN;SG
巴勒斯坦	palestiinassa	巴勒斯坦	palestiina	PROPN	N;IN+ESS;SG
跨	ylittäminen	跨	ylittäminen	V	N;NOM;SG
跨	ylitys	跨	ylitys	V	N;NOM;SG
暖	lämpimät	暖	lämmin	N	ADJ;NOM;PL
暖	lämmintä	暖	lämmin	N	ADJ;PRT;SG
暖	lämmin	暖	lämmin	N	ADJ;NOM;SG
刺激	virikkeitä	刺激	virike	V	N;PRT;PL
刺激	ärsyke	刺激	ärsyke	V	N;NOM;SG
刺激	virikkeitä	刺激	virike	V	N;PRT;PL
彪	biao	彪	biao	PROPN	N;NOM;SG
道教	taolainen	道教	taolainen	PROPN	ADJ;NOM;SG
借用	lainaa	借用	laina	V	N;PRT;SG
租	vuokrataan	租	vuokrata	N	V;IND;PRS;FIN;PASS
租	vuokraa	租	vuokrata	N	V;IMP;SG;2;FIN;ACT
姐	sis	姐	sis	PROPN	N;NOM;SG
儲存	säilytys	儲存	säilytys	V	N;NOM;SG
儲存	varastointi	儲存	varastointi	V	N;NOM;SG
儲存	varasto	儲存	varasto	V	N;NOM;SG
卡通	piirretty	卡通	piirtää	N	V;NOM;SG;V.PTCP;PASS
卡通	piirrettyjä	卡通	piirretty	N	V;PRT;PL;V.PTCP;PASS
成年	aikuinen	成年	aikuinen	N	ADJ;NOM;SG
繁殖	jalostus	繁殖	jalostus	V	N;NOM;SG
繁殖	jalostukseen	繁殖	jalostus	V	N;IN+ALL;SG
繁殖	kasvatus	繁殖	kasvatus	V	N;NOM;SG
繁殖	rotua	繁殖	rottu	V	N;PRT;SG
繁殖	rotu	繁殖	rotu	V	N;NOM;SG
繁殖	lisääntyminen	繁殖	lisääntyminen	V	N;NOM;SG
繁殖	lisääntymiseen	繁殖	lisääntyminen	V	N;IN+ALL;SG
事後	jälkeenpäin	事後	jälkeenpäin	N	ADV
實驗	laboratorion	實驗	laboratorio	V	N;GEN;SG
實驗	laboratorio	實驗	laboratorio	V	N;NOM;SG
實驗	laboratoriot	實驗	laboratorio	V	N;NOM;PL
實驗	laboratorioiden	實驗	laboratorio	V	N;GEN;PL
實驗	laboratorio	實驗	laboratorio	V	N;NOM;SG
跟	seurata	跟	seurata	ADP	V;SG;NFIN;ACT
跟	seuraa	跟	seurata	ADP	V;IMP;SG;2;PRS;FIN;ACT
秘魯	perun	秘魯	peru	PROPN	N;GEN;SG
秘魯	peru	秘魯	perua	PROPN	INTJ
秘魯	perusta	秘魯	perusta	PROPN	N;NOM;SG
反射	harkinta	反射	harkinta	V	N;NOM;SG
反射	heijastus	反射	heijastus	V	N;NOM;SG
反射	pohdintaa	反射	pohdinta	V	N;PRT;SG
反射	heijastuksia	反射	heijastus	V	N;PRT;PL
那	tuo	那	tuo	DET	PRO;NOM;SG
那	että	那	että	DET	CONJ
血液	blood	血液	blood	N	
日常	jokapäiväistä	日常	joka#päivät	N	ADJ;PRT;SG
日常	jokapäiväinen	日常	jokapäiväinen	N	ADJ;NOM;SG
審查	tarkistaa	審查	tarkistaa	N	V;IND;SG;FIN;ACT
分解	hajoaminen	分解	hajoaminen	V	N;NOM;SG
最快	nopeimmin	最快	nopeasti	ADJ	ADV;CMPR
馬德里	madrid	馬德里	madrid	PROPN	PROPN;NOM;SG
馬德里	madridin	馬德里	madridi	PROPN	N;GEN;SG
馬德里	madridissa	馬德里	madridi	PROPN	N;IN+ESS;SG
標示	merkinnät	標示	merkintä	V	N;NOM;PL
標示	merkintä	標示	merkintä	V	N;NOM;SG
標示	merkinnän	標示	merkintä	V	N;GEN;SG
標示	merkitseminen	標示	merkitseminen	V	N;NOM;SG
標示	merkki	標示	merkki	V	N;NOM;SG
標示	mark	標示	mark	V	PROPN;NOM;SG
減	lasku	減	lasku	ADP	N;NOM;SG
減	väheneminen	減	väheneminen	ADP	N;NOM;SG
減	vähentynyt	減	vähentyä	ADP	V;NOM;SG;V.PTCP;ACT
減	miinus	減	miinus	ADP	N;NOM;SG
談判	neuvottelu	談判	neuvottelu	V	N;NOM;SG
談判	neuvotteluja	談判	neuvottelu	V	N;PRT;PL
談判	neuvottelut	談判	neuvottelu	V	N;NOM;PL
談判	neuvottelujen	談判	neuvottelu	V	N;GEN;PL
談判	neuvottelu	談判	neuvottelu	V	N;NOM;SG
談判	neuvotteluja	談判	neuvottelu	V	N;PRT;PL
談判	neuvottelut	談判	neuvottelu	V	N;NOM;PL
談判	neuvotteluihin	談判	neuvottelu	V	N;IN+ALL;PL
談判	neuvotteluja	談判	neuvottelu	V	N;PRT;PL
談判	neuvottelut	談判	neuvottelu	V	N;NOM;PL
流通	liikkeeseen	流通	liike	V	N;IN+ALL;SG
流通	virtaus	流通	virtaus	V	N;NOM;SG
流通	virta	流通	virta	V	N;NOM;SG
流通	virrat	流通	virra	V	N;NOM;PL
流通	virtaa	流通	virta	V	N;PRT;SG
流通	virtauksen	流通	virtaus	V	N;GEN;SG
流通	verenkierrossa	流通	veren#kierto	V	N;IN+ESS;SG
費用	maksaa	費用	maksaa	N	V;IND;SG;3;PRS;FIN;ACT
重慶	chongqing	重慶	chongqing	PROPN	
加里	gary	加里	gary	PROPN	PROPN;NOM;SG
最少	vähintään	最少	vähintään	ADJ	ADV
最少	minimi	最少	minimi	ADJ	N;NOM;SG
撤銷	välttäminen	撤銷	välttäminen	V	N;NOM;SG
撤銷	peru	撤銷	perua	V	INTJ
盟軍	liittoutuneiden	盟軍	liittoutuneet	N	V;GEN;PL;V.PTCP;ACT
盟軍	liittoutuneet	盟軍	liittoutua	N	V;NOM;PL;V.PTCP;ACT
盟軍	liittoutuneet	盟軍	liittoutua	N	V;NOM;PL;V.PTCP;ACT
灰色	gray	灰色	gray	N	PROPN;NOM;SG
灰色	harmaata	灰色	harmaa	N	ADJ;PRT;SG
灰色	harmaa	灰色	harmaa	N	ADJ;NOM;SG
灰色	harmaita	灰色	harmaa	N	ADJ;PRT;PL
灰色	harmaata	灰色	harmaa	N	ADJ;PRT;SG
灰色	harmaa	灰色	harmaa	N	ADJ;NOM;SG
灰色	grey	灰色	grey	N	
妍	yeon	妍	ye	PROPN	N;GEN;SG
秩序	tilata	秩序	tilata	N	V;SG;NFIN;ACT
蘇丹	sudan	蘇丹	suta	PROPN	N;NOM;SG
蘇丹	sudanin	蘇丹	sudan	PROPN	N;GEN;SG
促進	edistäminen	促進	edistäminen	V	N;NOM;SG
獵	metsästää	獵	metsästää	N	V;IND;SG;3;PRS;FIN;ACT
獵	hunt	獵	hunt	N	PROPN;NOM;SG
獵	metsästämässä	獵	metsästää	N	V;IN+ESS;SG;NFIN;ACT
俄國	venäjän	俄國	venäjä	PROPN	N;GEN;SG
俄國	venäjää	俄國	venäjä	PROPN	N;PRT;SG
俄國	venäjä	俄國	venäjä	PROPN	PROPN;NOM;SG
電氣	sähköinen	電氣	sähköinen	N	ADJ;NOM;SG
電氣	sähköiset	電氣	sähköinen	N	ADJ;NOM;PL
電氣	sähköinen	電氣	sähköinen	N	ADJ;NOM;SG
電氣	sähköiset	電氣	sähköinen	N	ADJ;NOM;PL
為	miks	為	miksi	ADP	ADV
為	miksi	為	miksi	ADP	ADV
評估	arviointi	評估	arviointi	V	N;NOM;SG
評估	arvio	評估	arvio	V	N;NOM;SG
評估	arvioinnit	評估	arviointi	V	N;NOM;PL
評估	arviointeja	評估	arviointi	V	N;PRT;PL
評估	arviointi	評估	arviointi	V	N;NOM;SG
評估	arvio	評估	arvio	V	N;NOM;SG
記憶	muistin	記憶	muistaa	N	V;IND;SG;1;PST;FIN;ACT
擴展	laajentaminen	擴展	laajentaminen	V	N;NOM;SG
擴展	pidentäminen	擴展	pidentäminen	V	N;NOM;SG
擴展	laajennus	擴展	laajennus	V	N;NOM;SG
擴展	laajentamisesta	擴展	laajentaminen	V	N;IN+ABL;SG
擴展	laajentuminen	擴展	laajentuminen	V	N;NOM;SG
擴展	laajentaminen	擴展	laajentaminen	V	N;NOM;SG
擴展	laajeneminen	擴展	laajeneminen	V	N;NOM;SG
擴展	laajennus	擴展	laajennus	V	N;NOM;SG
建國	perustaja	建國	perustaja	V	N;NOM;SG
龐	pang	龐	pang	PROPN	N;NOM;SG
解放	pla	解放	pla	V	N;NOM;SG
較	suurempia	較	suuri	ADV	ADJ;PRT;CMPR;PL
較	suuremmat	較	suuri	ADV	ADJ;NOM;CMPR;PL
較	suurempi	較	suuri	ADV	ADJ;NOM;CMPR;SG
較	isompi	較	iso	ADV	ADJ;NOM;CMPR;SG
較	isommat	較	iso	ADV	ADJ;NOM;CMPR;PL
較	isompia	較	iso	ADV	ADJ;PRT;CMPR;PL
較	suurempi	較	suuri	ADV	ADJ;NOM;CMPR;SG
較	isompi	較	iso	ADV	ADJ;NOM;CMPR;SG
泰山	tarzan	泰山	tarza	PROPN	N;NOM;SG
每月	kuukausittainen	每月	kuu#kausittainen	DET	ADJ;NOM;SG
每月	kuukausi	每月	kuu#kausi	DET	N;NOM;SG
每月	kuukausittaiset	每月	kuu#kausittainen	DET	ADJ;NOM;PL
每月	kuukausittain	每月	kuukausittain	DET	ADV
更換	korvaaminen	更換	korvaaminen	V	N;NOM;SG
快樂	hyvää	快樂	hyvä	N	ADJ;PRT;SG
快樂	onnellinen	快樂	onnellinen	N	ADJ;NOM;SG
快樂	tyytyväinen	快樂	tyytyväinen	N	ADJ;NOM;SG
快樂	iloinen	快樂	iloinen	N	ADJ;NOM;SG
守護	vartioi	守護	vartioida	N	V;IND;SG;3;PRS;FIN;ACT
守護	vartioida	守護	vartioida	N	V;SG;NFIN;ACT
法	ranska	法	ranska	PROPN	PROPN;NOM;SG
法	ranskan	法	ranska	PROPN	N;GEN;SG
法	ranskalaiset	法	ranska#lainen	PROPN	N;NOM;PL
法	ranskalaisia	法	ranska#lainen	PROPN	N;PRT;PL
法	ranskalainen	法	ranskalainen	PROPN	ADJ;NOM;SG
頭部	head	頭部	head	N	
增長	kasvu	增長	kasvu	V	N;NOM;SG
增長	kasvuun	增長	kasvu	V	N;IN+ALL;SG
增長	kasvua	增長	kasvu	V	N;PRT;SG
消除	poistaminen	消除	poistaminen	V	N;NOM;SG
消除	poistuminen	消除	poistuminen	V	N;NOM;SG
消除	eliminaatio	消除	eliminaatio	V	N;NOM;PL
消滅	tuhoa	消滅	tuho	V	N;PRT;SG
消滅	hävittäminen	消滅	hävittäminen	V	N;NOM;SG
消滅	tuhoaminen	消滅	tuhoaminen	V	N;NOM;SG
配偶	puoliso	配偶	puoliso	V	N;NOM;SG
配偶	puolison	配偶	puoliso	V	N;GEN;SG
強化	tehostaminen	強化	tehostaminen	V	N;NOM;SG
強化	parannuksia	強化	parannus	V	N;PRT;PL
強化	parannukset	強化	parannus	V	N;NOM;PL
強化	vahvistaminen	強化	vahvistaminen	V	N;NOM;SG
代表	edustuksen	代表	edustus	V	N;GEN;SG
代表	edustusto	代表	edustusto	V	N;NOM;SG
代表	edustus	代表	edustus	V	N;NOM;SG
關鍵	keskeinen	關鍵	keskeinen	N	ADJ;NOM;SG
約克	yorkiin	約克	yorki	PROPN	N;IN+ALL;SG
約克	york	約克	york	PROPN	PROPN;NOM;SG
約克	yorkin	約克	yorkki	PROPN	N;GEN;SG
設計	suunnittelijat	設計	suunnittelija	V	N;NOM;PL
設計	suunnittelija	設計	suunnittelija	V	N;NOM;SG
抑制	esto	抑制	esto	V	N;NOM;SG
抑制	tukahduttamiseen	抑制	tukahduttaminen	V	N;IN+ALL;SG
室內	sisällä	室內	sisällä	N	ADV
互動	yhteisvaikutus	互動	yhteis#vaikutus	V	N;NOM;SG
互動	vuorovaikutusta	互動	vuoro#vaikutus	V	N;PRT;SG
互動	yhteisvaikutuksia	互動	yhteis#vaikutus	V	N;PRT;PL
互動	vuorovaikutus	互動	vuoro#vaikutus	V	N;NOM;SG
互動	yhteisvaikutukset	互動	yhteis#vaikutus	V	N;NOM;PL
互動	vuorovaikutuksessa	互動	vuoro#vaikutus	V	N;IN+ESS;SG
互動	vuorovaikutus	互動	vuoro#vaikutus	V	N;NOM;SG
互動	vuorovaikutus	互動	vuoro#vaikutus	V	N;NOM;SG
互動	yhteisvaikutuksia	互動	yhteis#vaikutus	V	N;PRT;PL
互動	yhteisvaikutukset	互動	yhteis#vaikutus	V	N;NOM;PL
互動	vuorovaikutuksessa	互動	vuoro#vaikutus	V	N;IN+ESS;SG
互動	sitoutumisen	互動	sitoutuminen	V	N;GEN;SG
互動	sitoutuminen	互動	sitoutuminen	V	N;NOM;SG
互動	sitoutumista	互動	sitoutuminen	V	N;PRT;SG
互動	interaktiivinen	互動	interaktiivinen	V	ADJ;NOM;SG
突擊	hyökkäys	突擊	hyökkäys	V	N;NOM;SG
突擊	pahoinpitely	突擊	pahoin#pitely	V	N;NOM;SG
西蒙	simon	西蒙	simo	PROPN	N;GEN;SG
西蒙	simo	西蒙	simo	PROPN	PROPN;NOM;SG
中	keskikokoinen	中	keski#kokoinen	N	ADJ;NOM;SG
中	maltillinen	中	maltillinen	N	ADJ;NOM;SG
中	kohtalainen	中	kohtalainen	N	ADJ;NOM;SG
