από	from	από	from	ADP	PROPN
ελπίδα	надеюсь	ελπίδα	надеяться	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;MID
ελπίδα	надеемся	ελπίδα	надеяться	N;NOM;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;MID
σύλληψη	арестовать	σύλληψη	арестовывать	N;ACC;FEM;SG	V;PFV;NFIN;ACT
σύλληψη	арест	σύλληψη	арест	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σύλληψη	захват	σύλληψη	захват	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
σύλληψη	захвата	σύλληψη	захват	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
λευκωσία	никосии	λευκωσία	никосия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
αίτηση	запросить	αίτηση	запросить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
αίτηση	просьбе	αίτηση	просьба	N;NOM;FEM;SG	N;INAN;DAT;FEM;SG
χημικά	химического	χημικά	химический	ADV	ADJ;GEN;MASC;SG
χημικά	химический	χημικά	химический	ADV	ADJ;NOM;MASC;SG
χημικά	химическая	χημικά	химический	ADV	ADJ;NOM;FEM;SG
χημικά	химикаты	χημικά	химикат	ADV	N;INAN;NOM;MASC;PL
σικελία	сицилии	σικελία	сицилия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
πλούσιο	богатых	πλούσιο	богатый	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
πλούσιο	рич	πλούσιο	рич	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
πλούσιο	богатые	πλούσιο	богатый	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
πτυχίο	дипломы	πτυχίο	диплом	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
πτυχίο	степени	πτυχίο	степень	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
γρήγορη	быстро	γρήγορος	быстро	ADJ;NOM;FEM;SG	ADV
γρήγορη	быстро	γρήγορος	быстро	ADJ;NOM;FEM;SG	ADV
εξοπλισμό	снаряжение	εξοπλισμός	снаряжение	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
εξοπλισμό	gear	εξοπλισμός	gear	N;ACC;MASC;SG	PROPN
επέλεξε	выбрали	επιλέγω	выбрать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
ενδεχομένως	возможно	ενδεχομένως	возможный	ADV	ADJ;NEUT;SG
σοβαρή	серьезно	σοβαρός	серьезно	ADJ;NOM;FEM;SG	ADV
σοβαρή	серьёзные	σοβαρός	серьезный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σοβαρή	серьезные	σοβαρός	серьезный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σοβαρή	суровые	σοβαρός	суровый	ADJ;NOM;FEM;SG	ADJ;NOM;PL
σοβαρή	серьезные	σοβαρός	серьезный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αποελ	апоэл	αποελ	апоэл		N;INAN;NOM;MASC;SG
βαριά	тяжелых	βαριός	тяжелый	ADV	ADJ;GEN;PL
βαριά	тяжелая	βαριός	тяжелый	ADV	ADJ;NOM;FEM;SG
βαριά	тяжелые	βαριός	тяжелый	ADV	ADJ;NOM;PL
βαριά	тяжёлая	βαριός	тяжелый	ADV	ADJ;NOM;FEM;SG
βαριά	тяжелый	βαριός	тяжелый	ADV	ADJ;NOM;MASC;SG
βαριά	тяжёлый	βαριός	тяжёлый	ADV	ADJ;NOM;MASC;SG
ουρανό	sky	ουρανός	sky	N;ACC;MASC;SG	PROPN
ουρανό	скай	ουρανός	скай	N;ACC;MASC;SG	INTJ
ουρανό	неба	ουρανός	небо	N;ACC;MASC;SG	N;INAN;GEN;NEUT;SG
ουρανό	небо	ουρανός	небо	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
κόντρα	contra	κόντρο	contra	N;ACC;FEM;SG	PROPN
κόντρα	против	κόντρο	против	N;ACC;FEM;SG	ADP
ταξίδια	проезд	ταξίδι	проезд	N;NOM;NEUT;PL	N;INAN;NOM;MASC;SG
ταξίδια	путешествие	ταξίδι	путешествие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
ταξίδια	путешествует	ταξίδι	путешествовать	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ταξίδια	путешествует	ταξίδι	путешествовать	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
ταξίδια	путешествие	ταξίδι	путешествие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
ταξίδια	путешествие	ταξίδι	путешествие	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
θετικές	положительно	θετικός	положительно	ADJ;NOM;FEM;PL	ADV
θετικές	позитивная	θετικός	позитивный	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
θετικές	положительный	θετικός	положительный	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
φάσεις	этапах	φάση	этап	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
φάσεις	этапах	φάση	этап	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
ήρωες	героев	ήρωο	герой	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
κρις	крис	κρις	крис		N;ANIM;NOM;MASC;SG
πατριαρχείο	патриархата	πατριαρχείο	патриархат	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
σκοτώσει	убей	σκοτώνω	убить	V;PFV;NFIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
σκοτώσει	убивать	σκοτώνω	убивать	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
επιδόσεις	исполнение	επίδοση	исполнение	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
επιδόσεις	производительность	επίδοση	производительность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
τριάντα	thirty	τριάντα	thirty	NUM;NOM;NEUT;PL	PROPN
σταθμούς	станций	σταθμός	станция	N;ACC;MASC;PL	N;INAN;GEN;FEM;PL
σταθμούς	станции	σταθμός	станция	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
αντικατάσταση	замена	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντικατάσταση	заменить	αντικατάσταση	заменить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
αντικατάσταση	заменять	αντικατάσταση	заменять	N;ACC;FEM;SG	V;IPFV;NFIN;ACT
αντικατάσταση	замена	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντικατάσταση	замена	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντικατάσταση	замещения	αντικατάσταση	замещение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
αντικατάσταση	заменить	αντικατάσταση	заменить	N;ACC;FEM;SG	V;PFV;NFIN;ACT
αντικατάσταση	замена	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντικατάσταση	замена	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντικατάσταση	замены	αντικατάσταση	замена	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
βιομηχανική	промышленные	βιομηχανικός	промышленный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
βιομηχανική	промышленных	βιομηχανικός	промышленный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
συνεργάτης	ассоциированных	συνεργάτης	ассоциировать	N;NOM;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
ασκήσεις	учений	άσκηση	учение	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
κλαμπ	club	κλαμπ	club		PROPN
κλαμπ	клуб	κλαμπ	клуб		N;INAN;NOM;MASC;SG
κλαμπ	клубы	κλαμπ	клуб		N;INAN;NOM;MASC;PL
εσωτερικά	внутренние	εσωτερικά	внутренний	ADV	ADJ;NOM;PL
εσωτερικά	внутреннего	εσωτερικά	внутренний	ADV	ADJ;GEN;MASC;SG
εσωτερικά	внутренняя	εσωτερικά	внутренний	ADV	ADJ;NOM;FEM;SG
εσωτερικά	внутренний	εσωτερικά	внутренний	ADV	ADJ;NOM;MASC;SG
εσωτερικά	внутреннее	εσωτερικά	внутренний	ADV	ADJ;NOM;NEUT;SG
επιρροές	влияние	επιρροή	влияние	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
περού	перу	περ	перо	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
περού	перу	περ	перо	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
έπαιζε	играли	παίζω	играть	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN;ACT
αστερισμό	созвездии	αστερισμός	созвездие	N;ACC;MASC;SG	N;INAN;NOM;NEUT;SG
σπήλαιο	пещере	σπήλαιο	пещера	N;NOM;NEUT;SG	N;INAN;DAT;FEM;SG
μπράιαν	брайан	μπράιαν	брайан		N;ANIM;NOM;MASC;SG
μπράιαν	брайен	μπράιαν	брайный		
μπράιαν	брайн	μπράιαν	брайн		N;ANIM;NOM;MASC;SG
φρανσουά	франсуа	φρανσούά	франсуа	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
φρανσουά	франсуа	φρανσούά	франсуа	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ιδιωτική	частного	ιδιωτικός	частный	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
ιδιωτική	частные	ιδιωτικός	частный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
θετικά	положительные	θετικός	положительный	ADV	ADJ;NOM;PL
θετικά	позитивная	θετικός	позитивный	ADV	ADJ;NOM;FEM;SG
θετικά	положительный	θετικός	положительный	ADV	ADJ;NOM;MASC;SG
θετικά	позитивные	θετικός	позитивный	ADV	ADJ;NOM;PL
δυσκολίες	трудность	δυσκολία	трудность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
δυσκολίες	сложность	δυσκολία	сложность	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
τάφο	могила	τάφος	могила	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
τάφο	гробнице	τάφος	гробница	N;ACC;MASC;SG	N;INAN;DAT;FEM;SG
τάφο	могила	τάφος	могила	N;ACC;MASC;SG	N;INAN;NOM;FEM;SG
τάφο	серьезную	τάφος	серьезный	N;ACC;MASC;SG	ADJ;ACC;FEM;SG
στάλθηκε	отправил	στέλνω	отправить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
στάλθηκε	отправила	στέλνω	отправить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
στάλθηκε	послал	στέλνω	послать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
στάλθηκε	отправили	στέλνω	отправить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
ατομικό	индивидуальные	ατομικός	индивидуальный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ατομικό	отдельных	ατομικός	отдельный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
αναφέρθηκε	сообщалось	αναφέρω	сообщать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;NEUT;IND;SG;PST;FIN;PASS
αναφέρθηκε	сообщается	αναφέρω	сообщать	V;PFV;IND;SG;3;PST;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
αναφέρθηκε	сообщил	αναφέρω	сообщить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
αναφέρθηκε	сообщили	αναφέρω	сообщить	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
βουλγαρική	болгарии	βουλγάρικος	болгария	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αραβική	арабские	αραβικός	арабский	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αραβική	араб	αραβικός	араб	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
δωρεάν	свободно	δωρεάν	свободно		ADV
δωρεάν	бесплатно	δωρεάν	бесплатно		ADV
δωρεάν	свободный	δωρεάν	свободный		ADJ;NOM;MASC;SG
δωρεάν	свободной	δωρεάν	свободный		ADJ;INS;FEM;SG
δωρεάν	бесплатный	δωρεάν	бесплатный		ADJ;NOM;MASC;SG
δωρεάν	бесплатные	δωρεάν	бесплатный		ADJ;NOM;PL
βελιγραδίου	белграде	βελιγράδιο	белград	PROPN;GEN;NEUT;SG	N;INAN;DAT;MASC;SG
βελιγραδίου	белград	βελιγράδιο	белград	PROPN;GEN;NEUT;SG	N;INAN;NOM;MASC;SG
εξετάσεις	экзамен	εξέταση	экзамен	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
συνδυασμός	комбинации	συνδυασμός	комбинация	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
συνδυασμός	сочетании	συνδυασμός	сочетание	N;NOM;MASC;SG	N;INAN;ESS;NEUT;SG
συνδυασμός	объединять	συνδυασμός	объединять	N;NOM;MASC;SG	V;IPFV;NFIN;ACT
συνδυασμός	объединить	συνδυασμός	объединить	N;NOM;MASC;SG	V;PFV;NFIN;ACT
συνδυασμός	совместить	συνδυασμός	совместить	N;NOM;MASC;SG	V;PFV;NFIN;ACT
τζαζ	джаз	τζαζ	джаз		N;INAN;NOM;MASC;SG
σόλο	соло	σόλος	соло		
αντάρτες	партизан	αντάρτης	партизан	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
αντάρτες	повстанцев	αντάρτης	повстанец	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
αντάρτες	повстанцев	αντάρτης	повстанец	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
διατριβή	диссертации	διατριβός	диссертация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
διατριβή	диссертации	διατριβός	диссертация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
φιλοσοφική	философские	φιλοσοφικός	философский	ADJ;NOM;FEM;SG	ADJ;NOM;PL
προσωπικότητα	личности	προσωπικότητα	личность	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
προσωπικότητα	индивидуальность	προσωπικότητα	индивидуальность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
προσωπικότητα	личность	προσωπικότητα	личность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
βελιγράδι	белграде	βελιγράδι	белград	PROPN;NOM;NEUT;SG	N;INAN;DAT;MASC;SG
βελιγράδι	белград	βελιγράδι	белград	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
οπαδούς	подписчики	οπαδός	подписчик	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
οπαδούς	последователи	οπαδός	последователь	N;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
οπαδούς	подписчиков	οπαδός	подписчик	N;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
ιερέας	священника	ιερία	священник	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
επισκοπή	епархии	επισκοπή	епархия	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ξενοδοχείο	hotel	ξενοδοχείο	hotel	N;NOM;NEUT;SG	PROPN
διάσπαση	разделить	διάσπαση	разделить	N;NOM;FEM;SG	V;PFV;NFIN;ACT
στάλιν	сталин	στάλιν	сталин		N;ANIM;NOM;MASC;SG
στάλιν	сталина	στάλιν	сталин		N;ANIM;ACC;MASC;SG
στόχους	целей	στόχος	цель	N;ACC;MASC;PL	N;INAN;GEN;FEM;PL
στόχους	цели	στόχος	цель	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
επαγγελματικό	professional	επαγγελματικός	professional	ADJ;NOM;NEUT;SG	PROPN
επαγγελματικό	профессионал	επαγγελματικός	профессионал	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
μαύρα	чёрное	μαύρας	черный	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
μαύρα	черный	μαύρας	черный	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
μαύρα	black	μαύρας	black	N;NOM;NEUT;PL	PROPN
μαύρα	чёрные	μαύρας	черный	N;NOM;NEUT;PL	ADJ;NOM;PL
μαύρα	чёрный	μαύρας	чёрный	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
κίνδυνος	риска	κίνδυνος	риск	N;NOM;MASC;SG	N;INAN;GEN;MASC;SG
κίνδυνος	риски	κίνδυνος	риск	N;NOM;MASC;SG	N;INAN;NOM;MASC;PL
κίνδυνος	опасности	κίνδυνος	опасность	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
κίνδυνος	опасности	κίνδυνος	опасность	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
κίνδυνος	опасный	κίνδυνος	опасный	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
σχεδιασμού	планирование	σχεδιασμός	планирование	N;GEN;MASC;SG	N;INAN;NOM;NEUT;SG
φυσικοί	физики	φυσικός	физика	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
αποδείχθηκε	доказали	αποδεικνύω	доказать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;IND;PL;PST;FIN;ACT
αποδείχθηκε	доказала	αποδεικνύω	доказать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
αποδείχθηκε	доказал	αποδεικνύω	доказать	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
κατανάλωση	потребления	κατανάλωση	потребление	N;ACC;FEM;SG	N;INAN;GEN;NEUT;SG
κατανάλωση	потребление	κατανάλωση	потребление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
φλωρεντία	флоренции	φλωρεντία	флоренция	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
φλωρεντία	флоренс	φλωρεντία	флоренс	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
φλωρεντία	флоренция	φλωρεντία	флоренция	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
μονακό	монако	μονακός	монако		N;INAN;NOM;MASC;SG
λήμνου	лемнос	λήμνο	лемнос	PROPN;GEN;FEM;SG	ADV
υψηλότερο	наивысший	ψηλός	наивысший	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;MASC;SG
μεταφορές	транспорт	μεταφορά	транспорт	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
μεταφορές	перевозка	μεταφορά	перевозка	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
εταιρίες	корпораций	εταιρία	корпорация	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
εταιρίες	компаниям	εταιρία	компания	N;NOM;FEM;PL	N;INAN;DAT;FEM;PL
εταιρίες	компаний	εταιρία	компания	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
φάρμακα	медицина	φάρμακο	медицина	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
φάρμακα	лекарство	φάρμακο	лекарство	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
φάρμακα	медицины	φάρμακο	медицина	N;NOM;NEUT;PL	N;INAN;GEN;FEM;SG
δυναμική	динамика	δυναμικός	динамика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
δυναμική	динамики	δυναμικός	динамика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
δυναμική	динамические	δυναμικός	динамический	ADJ;NOM;FEM;SG	ADJ;NOM;PL
δυναμική	динамических	δυναμικός	динамический	ADJ;NOM;FEM;SG	ADJ;GEN;PL
δυναμική	динамично	δυναμικός	динамично	ADJ;NOM;FEM;SG	ADV
κατάλληλο	соответствующих	κατάλληλος	соответствовать	ADJ;NOM;NEUT;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
κατάλληλο	подходящих	κατάλληλος	подходить	ADJ;NOM;NEUT;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
κατάλληλο	подходящий	κατάλληλος	подходить	ADJ;NOM;NEUT;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
κατάλληλο	подходящее	κατάλληλος	подходящий	ADJ;NOM;NEUT;SG	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
κατάλληλο	подходит	κατάλληλος	подходить	ADJ;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
κατάλληλο	подходящие	κατάλληλος	подходить	ADJ;NOM;NEUT;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
