през	through	през	through	ADP	
канадски	canadian	канадски	canadian	ADJ;INDF;MASC;SG	N;FEM;SG
алфред	alfredo	алфред	alfredo	PROPN;INDF;MASC;SG	N;MASC;SG
алфред	alfred	алфред	alfred	PROPN;INDF;MASC;SG	N;MASC;SG
флаг	bandiere	флаг	bandiera	N;INDF;MASC;SG	N;FEM;PL
лошо	cattiva	лошо	cattivo	ADV	ADJ;FEM;SG
лошо	bad	лошо	bad	ADV	N;SG
лошо	pessimo	лошо	pessimo	ADV	ADJ;MASC;SG
лошо	cattivi	лошо	cattivo	ADV	ADJ;MASC;PL
лошо	cattivo	лошо	cattivo	ADV	ADJ;MASC;SG
женските	femmine	женски	femmina	ADJ;DEF;PL	N;FEM;PL
архив	archivia	архив	archivia	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
архив	archivi	архив	archivio	N;INDF;MASC;SG	N;MASC;PL
риби	pesce	риба	pesce	N;INDF;FEM;PL	N;MASC;SG
отразява	riflettente	отразявам-(се)	riflettente	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
намерени	trovata	намеря-(се)	trovare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
намерени	trovato	намеря-(се)	trovare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
рисува	pitture	рисувам	pittura	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
рисува	vernici	рисувам	vernice	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
лента	pellicole	лента	pellicolo	N;INDF;FEM;SG	N;FEM;PL
съставена	composte	съставя	comporre	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
запис	registrare	запис	registrare	N;INDF;MASC;SG	V;NFIN
запис	registra	запис	registrare	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
запис	salvate	запис	salvare	N;INDF;MASC;SG	V;IND;PL;2;PST;FIN
запис	salva	запис	salvo	N;INDF;MASC;SG	ADJ;FEM;SG
запис	risparmia	запис	risparmia	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
запис	salvare	запис	salvare	N;INDF;MASC;SG	V;NFIN
спортен	sport	спортен	sport	ADJ;INDF;MASC;SG	N;MASC
спортен	sport	спортен	sport	ADJ;INDF;MASC;SG	N;MASC
сами	sami	сам	samio	ADJ;INDF;PL	N;MASC;PL
сами	sammy	сам	sammy	ADJ;INDF;PL	N
доброволец	volontari	доброволец	volontario	N;INDF;MASC;SG	N;MASC;PL
доброволец	volontaria	доброволец	volontario	N;INDF;MASC;SG	ADJ;FEM;SG
необходими	necessario	необходим	necessario	ADJ;INDF;PL	ADJ;MASC;SG
необходими	necessaria	необходим	necessario	ADJ;INDF;PL	ADJ;FEM;SG
граждански	civili	граждански	civile	ADJ;INDF;MASC;SG	N;PL
сомалия	somalo	сомалия	somalo	N;INDF;FEM;SG	ADJ;MASC;SG
сомалия	somali	сомалия	somale	N;INDF;FEM;SG	N;PL
отделна	separata	отделен	separare	ADJ;INDF;FEM;SG	V;FEM;SG;PST;V.PTCP
отделна	separate	отделен	separare	ADJ;INDF;FEM;SG	V;FEM;PL;PST;V.PTCP
отделна	separati	отделен	separare	ADJ;INDF;FEM;SG	V;MASC;PL;PST;V.PTCP
отделна	separato	отделен	separare	ADJ;INDF;FEM;SG	V;MASC;SG;PST;V.PTCP
отделна	separare	отделен	separare	ADJ;INDF;FEM;SG	V;NFIN
защитени	protetta	защитя	proteggere	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
защитени	protette	защитя	protetto	V;PFV;INDF;PL;V.PTCP;PASS	N;FEM;PL
защитени	protetto	защитя	protetto	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
автомобил	veicoli	автомобил	veicolo	N;INDF;MASC;SG	N;MASC;PL
бек	beck	бек	beck	PROPN;INDF;MASC;SG	N;MASC;SG
бек	bec	бек	bece	PROPN;INDF;MASC;SG	N;SG
градска	urban	градски	urbano	ADJ;INDF;FEM;SG	N
градска	urbane	градски	urbano	ADJ;INDF;FEM;SG	ADJ;FEM;PL
прието	accettate	приема	accettare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
прието	accettati	приема	accettare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
обединени	united	обединя-(се)	united	V;PFV;INDF;PL;V.PTCP;PASS	N;FEM;PL
обединени	uniti	обединя-(се)	unito	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;MASC;PL
борислав	borislav	борислав	borislav	PROPN;INDF;MASC;SG	N;MASC;SG
сътрудник	associata	сътрудник	associare	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
сътрудник	associa	сътрудник	associare	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
сътрудник	associato	сътрудник	associare	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
сътрудник	associare	сътрудник	associare	N;INDF;MASC;SG	V;NFIN
тел	fili	тел	filo	N;INDF;FEM;SG	N;MASC;PL
тел	tel	тел	tel	N;INDF;FEM;SG	
изложба	mostra	изложба	mostrare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
никарагуа	nicaraguense	никарагуа	nicaraguense	PROPN;INDF;MASC;SG	ADJ;SG
никарагуа	nicaragua	никарагуа	nicaragua	PROPN;INDF;MASC;SG	N;FEM;SG
стюарт	stuart	стюарт	stuart	PROPN;INDF;MASC;SG	N;MASC;SG
стюарт	stewart	стюарт	stewart	PROPN;INDF;MASC;SG	N;FEM;SG
конгреса	congressi	конгрес	congresso	N;DEF;MASC;SG	N;MASC;PL
пещера	cave	пещера	cava	N;INDF;FEM;SG	N;FEM;PL
насекоми	insetto	насекомя	insetto	N;INDF;MASC;PL	N;MASC;SG
социално	sociale	социален	sociale	ADV	ADJ;SG
социално	social	социален	social	ADV	N
салвадор	salvador	салвадор	salvador	PROPN;INDF;MASC;SG	N;MASC;SG
латвия	lettonia	латвия	lettonia	PROPN;INDF;FEM;SG	N;FEM;SG
уругвай	uruguay	уругвам	uruguay	V;IPFV;IMP;SG;2;FIN	N;MASC
доведе	led	доведа	led	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC
посветена	dedicati	посветя-(се)	dedicare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
посветена	dedicate	посветя-(се)	dedicare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
азербайджан	azerbaigian	азербайджан	azerbaigiano	PROPN;INDF;MASC;SG	N;FEM;SG
азербайджан	azera	азербайджан	azero	PROPN;INDF;MASC;SG	ADJ;FEM;SG
азербайджан	azerbaigian	азербайджан	azerbaigiano	PROPN;INDF;MASC;SG	N;FEM;SG
рали	raleigh	рали	raleigh	N;INDF;NEUT;SG	N;MASC;PL
вкус	gusti	вкус	gusto	N;INDF;MASC;SG	N;MASC;PL
вкус	assaggia	вкус	assaggiare	N;INDF;MASC;SG	V;IMP;SG;3;PRS;FIN
вкус	sapori	вкус	sapore	N;INDF;MASC;SG	N;MASC;PL
вкус	gusti	вкус	gusto	N;INDF;MASC;SG	N;MASC;PL
оставка	dimissioni	оставка	dimissione	N;INDF;FEM;SG	N;FEM;PL
загубата	perdite	загуба	perdita	N;DEF;FEM;SG	N;FEM;PL
богата	rich	богат	rich	ADJ;INDF;FEM;SG	N;MASC
богата	ricchi	богат	ricco	ADJ;INDF;FEM;SG	ADJ;MASC;PL
богата	benestante	богат	benestante	ADJ;INDF;FEM;SG	N;SG
богата	ricchi	богат	ricco	ADJ;INDF;FEM;SG	ADJ;MASC;PL
съветска	soviet	съветски	soviet	ADJ;INDF;FEM;SG	N
съветска	sovietici	съветски	sovietico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
уганда	uganda	уганда	uganda	N;INDF;FEM;SG	ADJ;FEM;SG
надолу	down	надолу	down	ADV	N
надолу	giù	надолу	giù	ADV	ADJ;MASC;SG
богат	rich	богат	rich	ADJ;INDF;MASC;SG	N;MASC
богат	ricchi	богат	ricco	ADJ;INDF;MASC;SG	ADJ;MASC;PL
богат	benestante	богат	benestante	ADJ;INDF;MASC;SG	N;SG
богат	ricchi	богат	ricco	ADJ;INDF;MASC;SG	ADJ;MASC;PL
чикаго	chicago	чикаго	chicago	PROPN;INDF;MASC;SG	N;MASC;SG
константинов	konstantinov	константинов	konstantinov	PROPN;INDF;MASC;SG	V;SBJV;PL;3;PRS;FIN
бавно	slow	бавно	slow	ADV	N;MASC
бавно	lento	бавно	lento	ADV	ADJ;MASC;SG
бавно	lenti	бавно	lente	ADV	N;MASC;PL
бавно	lenta	бавно	lento	ADV	ADJ;FEM;SG
тунис	tunisina	тунис	tunisina	N;INDF;MASC;SG	ADJ;FEM;SG
тунис	tunisini	тунис	tunisino	N;INDF;MASC;SG	N;MASC;PL
тунис	tunisino	тунис	tunisino	N;INDF;MASC;SG	ADJ;MASC;SG
минало	passati	минало	passare	N;INDF;NEUT;SG	V;MASC;PL;PST;V.PTCP
състоянието	condizioni	състояние	condizione	N;DEF;NEUT;SG	N;FEM;PL
желанието	desideri	желание	desiderio	N;DEF;NEUT;SG	V;IND;SG;2;PRS;FIN
минута	minute	минута	minuto	N;INDF;FEM;SG	N;FEM;PL
турско	turco	турски	turco	ADV	ADJ;MASC;SG
турско	turche	турски	turca	ADV	ADJ;FEM;PL
турско	turca	турски	turca	ADV	ADJ;FEM;SG
турско	turchi	турски	turco	ADV	N;MASC;PL
признание	confessioni	признание	confessione	N;INDF;NEUT;SG	N;FEM;PL
проверка	ispezioni	проверка	ispezione	N;INDF;FEM;SG	N;FEM;PL
проверка	controlla	проверка	controllare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
проверка	controllare	проверка	controllare	N;INDF;FEM;SG	V;NFIN
проверка	verifica	проверка	verificare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
проверка	verifica	проверка	verificare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
кан	kahn	кан	kahn	PROPN;INDF;MASC;SG	N;MASC
кан	khan	кан	khan	PROPN;INDF;MASC;SG	N
кан	kan	кан	kan	PROPN;INDF;MASC;SG	N;MASC;SG
кан	cannes	кан	cannes	PROPN;INDF;MASC;SG	N;MASC;SG
вътрешна	interior	вътрешен	interiore	ADJ;INDF;FEM;SG	N;MASC
вътрешна	interni	вътрешен	interno	ADJ;INDF;FEM;SG	ADJ;MASC;PL
вътрешна	interni	вътрешен	interno	ADJ;INDF;FEM;SG	ADJ;MASC;PL
липсва	scomparsa	липсвам	scomparire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
липсва	mancante	липсвам	mancante	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;SG
липсва	scomparso	липсвам	scomparire	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
липсва	mancanti	липсвам	mancante	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;PL
направена	made	направя-(се)	made	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N
редактиране	modificare	редактиране	modificare	N;INDF;NEUT;SG	V;NFIN
ток	attuali	ток	attuale	N;INDF;MASC;SG	ADJ;PL
ток	correnti	ток	corrente	N;INDF;MASC;SG	N;MASC;PL
ток	attuale	ток	attuale	N;INDF;MASC;SG	ADJ;SG
ток	corrente	ток	corrente	N;INDF;MASC;SG	ADJ;SG
заболяване	malattie	заболяване	malattia	N;INDF;NEUT;SG	N;FEM;PL
заболяване	malattie	заболяване	malattia	N;INDF;NEUT;SG	N;FEM;PL
стокхолм	stoccolma	стокхолм	stoccolma	PROPN;INDF;MASC;SG	N;FEM;SG
колона	colonne	колона	colonna	N;INDF;FEM;SG	N;FEM;PL
гней	gneo	гней	gneo	PROPN;INDF;MASC;SG	N;MASC;SG
сара	sarah	сар	sarah	PROPN;INDF;FEM;SG	N;FEM;SG
сара	francesca	сар	francesca	PROPN;INDF;FEM;SG	N;FEM;SG
сара	sara	сар	essere	PROPN;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
спътник	satellitare	спътник	satellitare	N;INDF;MASC;SG	ADJ;SG
спътник	satelliti	спътник	satellite	N;INDF;MASC;SG	N;MASC;PL
пределите	distesa	пределя	distesa	N;DEF;FEM;PL	N;FEM;SG
легендата	leggende	легенда	leggenda	N;DEF;FEM;SG	N;FEM;PL
технология	tecnologie	технология	tecnologia	N;INDF;FEM;SG	N;FEM;PL
поток	fluire	поток	fluire	N;INDF;MASC;SG	V;NFIN
градуса	lauree	градус	laurea	N;DEF;MASC;SG	N;FEM;PL
градуса	gradi	градус	grado	N;DEF;MASC;SG	N;MASC;PL
регистър	registrati	регистър	registrare	N;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
спорове	contenzioso	спор	contenzioso	N;INDF;MASC;PL	N;MASC;SG
спорове	controversia	спор	controversia	N;INDF;MASC;PL	N;FEM;SG
спорове	polemica	спор	polemica	N;INDF;MASC;PL	N;FEM;SG
крака	gamba	крак	gamba	N;INDF;MASC;PL	N;FEM;SG
мисли	pensa	мисля	pensare	V;IPFV;IMP;SG;2;FIN	V;IND;SG;2;PRS;FIN
мисли	think	мисля	think	V;IPFV;IMP;SG;2;FIN	N
мисли	pensi	мисля	pensare	V;IPFV;IMP;SG;2;FIN	V;IND;SG;2;PRS;FIN
мисли	pensate	мисля	pensare	V;IPFV;IMP;SG;2;FIN	V;IND;PL;2;PRS;FIN
мисли	pensieri	мисля	pensiero	V;IPFV;IMP;SG;2;FIN	N;MASC;PL
библиотеката	biblioteche	библиотека	biblioteca	N;DEF;FEM;SG	N;FEM;PL
бсп	bsp	бсп	bsp	PROPN;INDF;FEM;SG	N;MASC
балкански	balcani	балкански	balcano	ADJ;INDF;MASC;SG	N;MASC;PL
електронни	elettronico	електронен	elettronico	ADJ;INDF;PL	ADJ;MASC;SG
електронни	electronic	електронен	electronic	ADJ;INDF;PL	N
електронни	elettronica	електронен	elettronico	ADJ;INDF;PL	ADJ;FEM;SG
претор	pretore	претор	pretore	PROPN;INDF;MASC;SG	N;MASC;SG
горите	foresta	гора	foresta	N;DEF;FEM;PL	N;FEM;SG
звук	suoni	звук	suono	N;INDF;MASC;SG	N;MASC;PL
звук	sonoro	звук	sonoro	N;INDF;MASC;SG	ADJ;MASC;SG
съставен	composte	съставя	comporre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
съставен	composito	съставя	composito	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
съставен	compositi	съставя	composito	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;MASC;PL
съставен	compilati	съставя	compilare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
съставен	compilate	съставя	compilare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PL;PST;V.PTCP
увеличаване	aumentate	увеличаване	aumentare	N;INDF;NEUT;SG	V;FEM;PL;PST;V.PTCP
увеличаване	aumenta	увеличаване	aumentare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
увеличаване	aumentare	увеличаване	aumentare	N;INDF;NEUT;SG	V;NFIN
използвано	usati	използвам	usare	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
писане	scrivere	писане	scrivere	N;INDF;NEUT;SG	V;NFIN
колония	colonie	колония	colonia	N;INDF;FEM;SG	N;FEM;PL
симон	simone	симон	simone	PROPN;INDF;MASC;SG	N;MASC;SG
симон	simone	симон	simone	PROPN;INDF;MASC;SG	N;MASC;SG
симон	simon	симон	simon	PROPN;INDF;MASC;SG	N;MASC;SG
симон	simona	симон	simona	PROPN;INDF;MASC;SG	N;FEM;SG
огромен	enormi	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;PL
огромен	enormi	огромен	enorme	ADJ;INDF;MASC;SG	ADJ;PL
публично	pubblica	публично	pubblico	ADV	ADJ;FEM;SG
публично	pubblici	публично	pubblico	ADV	ADJ;MASC;PL
публично	public	публично	public	ADV	N
публично	pubblico	публично	pubblico	ADV	ADJ;MASC;SG
бнт	fet	бнт	fetto	PROPN;INDF;FEM;SG	N
редовно	regolare	редовно	regolare	ADV	ADJ;SG
редовно	regolari	редовно	regolare	ADV	ADJ;PL
агнес	agnese	агнес	agnesa	N;INDF;FEM;SG	ADJ;SG
истински	real	истински	real	ADJ;INDF;MASC;SG	N
истински	reali	истински	reale	ADJ;INDF;MASC;SG	ADJ;PL
истински	veri	истински	vero	ADJ;INDF;MASC;SG	ADJ;MASC;PL
математик	matematico	математик	matematico	N;INDF;MASC;SG	ADJ;MASC;SG
резерват	prenotazioni	резервам	prenotazione	N;INDF;FEM;SG	N;FEM;PL
статистическа	statistica	статистически	statistica	ADJ;INDF;FEM;SG	N;FEM;SG
чад	ciad	чад	ciad	PROPN;INDF;MASC;SG	N;MASC
чад	chad	чад	chad	PROPN;INDF;MASC;SG	N
разнообразни	vario	разнообразен	vario	ADJ;INDF;PL	ADJ;MASC;SG
разнообразни	vario	разнообразен	vario	ADJ;INDF;PL	ADJ;MASC;SG
водещи	host	водя	host	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;MASC
водещи	ospita	водя	ospitare	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
възраждане	rinascimentale	възраждане	rinascimentale	N;INDF;NEUT;SG	ADJ;SG
сандански	sandanski	сандански	sandanskio	PROPN;INDF;MASC;SG	N;MASC
завършен	completa	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;SG
завършен	complete	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
завършен	completi	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
завършен	completo	завърша	completo	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
завършен	completati	завърша	completare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
завършен	finiti	завърша	finire	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
замбия	zambia	замбия	zambia	PROPN;INDF;FEM;SG	N;FEM;SG
мишел	michela	мишел	michela	PROPN;INDF;MASC;SG	N;FEM;SG
мишел	michelle	мишел	michella	PROPN;INDF;MASC;SG	N;FEM;SG
мишел	michel	мишел	michel	PROPN;INDF;MASC;SG	N;MASC;SG
възможни	possibile	възможен	possibile	ADJ;INDF;PL	ADJ;SG
сяр	serres	сяр	serres	PROPN;INDF;MASC;SG	N;MASC;SG
ивайло	ivajlo	ивайло	ivajlo	PROPN;INDF;MASC;SG	ADJ;SG
шахмат	scacchi	шахмат	scacco	N;INDF;MASC;SG	N;MASC;PL
болест	malattie	болест	malattia	N;INDF;FEM;SG	N;FEM;PL
болест	malattie	болест	malattia	N;INDF;FEM;SG	N;FEM;PL
запазена	riservate	запазя-(се)	riservare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
запазена	riservato	запазя-(се)	riservato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
запазена	riservati	запазя-(се)	riservato	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
запазена	conservati	запазя-(се)	conservare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
запазена	conservate	запазя-(се)	conservare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
сол	sol	сол	solo	N;INDF;FEM;SG	ADJ;SG
сол	saul	сол	saul	N;INDF;FEM;SG	V;IND;SG;3;PST;FIN
комедия	comico	комедия	comico	N;INDF;FEM;SG	ADJ;MASC;SG
комедия	commedie	комедия	commedia	N;INDF;FEM;SG	N;FEM;PL
белгийски	belgi	белгийски	belga	ADJ;INDF;MASC;SG	N;MASC;PL
белгийски	belga	белгийски	belga	ADJ;INDF;MASC;SG	N;FEM;SG
класическа	classici	класически	classico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
класическа	classic	класически	classic	ADJ;INDF;FEM;SG	N
класическа	classiche	класически	classico	ADJ;INDF;FEM;SG	ADJ;FEM;PL
класическа	classici	класически	classico	ADJ;INDF;FEM;SG	ADJ;MASC;PL
чети	leggere	чета	leggere	N;INDF;FEM;PL	V;NFIN
чети	leggete	чета	leggere	N;INDF;FEM;PL	V;IMP;PL;2;PRS;FIN
чети	leggo	чета	leggo	N;INDF;FEM;PL	V;IND;SG;1;PRS;FIN
редки	rari	редка	raro	N;INDF;FEM;PL	ADJ;MASC;PL
редки	rara	редка	raro	N;INDF;FEM;PL	ADJ;FEM;SG
редки	rare	редка	raro	N;INDF;FEM;PL	ADJ;FEM;PL
редки	raro	редка	raro	N;INDF;FEM;PL	ADJ;MASC;SG
параметри	parametro	параметър	parametro	N;INDF;MASC;PL	N;MASC;SG
критично	critiche	критично	critica	ADV	N;FEM;PL
критично	critica	критично	critica	ADV	N;FEM;SG
критично	critico	критично	critico	ADV	N;MASC;SG
критично	critici	критично	critico	ADV	N;MASC;PL
роби	roby	роба	roby	N;INDF;FEM;PL	N;SG
роби	robbie	роба	robbie	N;INDF;FEM;PL	N;FEM;SG
будапеща	budapest	будапеща	budapest	PROPN;INDF;FEM;SG	N;MASC;SG
дипломатически	diplomatiche	дипломатически	diplomatico	ADJ;INDF;MASC;SG	N;FEM;PL
анимационни	vignette	анимационен	vignetta	ADJ;INDF;PL	N;FEM;PL
огромна	enormi	огромен	enorme	ADJ;INDF;FEM;SG	ADJ;PL
огромна	enormi	огромен	enorme	ADJ;INDF;FEM;SG	ADJ;PL
губят	perdi	губя-(се)	perdere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
губят	perde	губя-(се)	perdere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
губят	perdete	губя-(се)	perdere	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;PL;2;PRS;FIN
милиарда	miliardi	милиард	miliardo	N;DEF;MASC;SG	N;MASC;PL
крайно	estrema	крайно	estremo	ADV	ADJ;FEM;SG
крайно	estremo	крайно	estremo	ADV	ADJ;MASC;SG
