astronomie	astronomii	astronomie	astronomia	N;FEM;SG	
oklahoma	oklahoma	oklahoma	oklahy	PROPN	N;NOM;NEUT;SG
documentaires	dokument	documentaire	dokument	ADJ;MASC;PL	N;ACC;MASC;SG
documentaires	dokumentalne	documentaire	dokumentalny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
sep	sep	sep	sep	N;MASC;SG	
pâte	ciasto	pâte	ciasto	N;FEM;SG	
pâte	pasta	pâte	past	N;FEM;SG	
pâte	wklej	pâte	wklej	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
xviii	xviii	xviii	Fviii	NUM	
papa	tato	papa	tato	N;MASC;SG	
papa	papa	papa	papa	N;MASC;SG	
florent	florent	florent	florent	PROPN	PROPN;NOM;MASC;SG
ordinateurs	komputer	ordinateur	komputer	N;MASC;PL	N;NOM;MASC;SG
ordinateurs	komputera	ordinateur	komputer	N;MASC;PL	N;GEN;MASC;SG
tables	tabele	table	tabel	N;FEM;PL	V;IPFV;IND;FIN;ACT
bassiste	bass	bassiste	bass	N;MASC;SG	
bassiste	bas	bassiste	bas	N;MASC;SG	
jessica	jessica	jessica	jessica	PROPN	N;NOM;FEM;SG
gang	gang	gang	ganga	N;MASC;SG	
bouton	przycisk	bouton	przycisk	N;MASC;SG	
toucher	touch	toucher	tou	V;NFIN	
toucher	dotyk	toucher	dotyk	V;NFIN	
toucher	dotknięcie	toucher	dotknięcie	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
now	teraz	now	teraz	INTJ	ADV
aoste	aosta	aoste	aosta	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
tropicale	tropikalnych	tropical	tropikalny	ADJ;FEM;SG	ADJ;GEN;MASC;PL
fossiles	kopalnych	fossile	kopalny	N;MASC;PL	ADJ;GEN;MASC;PL
citadelle	cytadela	citadelle	cytadel	N;FEM;SG	
plastique	tworzyw	plastique	tworzyw	ADJ;MASC;SG	
plastique	plastiku	plastique	plastik	ADJ;MASC;SG	N;GEN;MASC;SG
plastique	plastik	plastique	plastik	ADJ;MASC;SG	N;NOM;MASC;SG
menaces	zagrożenia	menace	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
menaces	groźby	menace	groźba	N;FEM;PL	
menaces	gróźb	menace	gróźb	N;FEM;PL	
menaces	zagrożenia	menace	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
menaces	zagrożenie	menace	zagrożenie	N;FEM;PL	N;NOM;NEUT;SG
menaces	groźba	menace	groźba	N;FEM;PL	N;NOM;FEM;SG
menaces	groźby	menace	groźba	N;FEM;PL	
ventre	ventre	ventre	ventre	N;MASC;SG	
forestier	lasy	forestier	las	N;MASC;SG	N;NOM;MASC;PL
forestier	leśne	forestier	leśny	N;MASC;SG	ADJ;NOM;NEUT;SG
forestier	leśny	forestier	leśny	N;MASC;SG	ADJ;NOM;MASC;SG
forestier	forestier	forestier	forestier	N;MASC;SG	
carrières	kariera	carrière	kariera	N;FEM;PL	N;NOM;FEM;SG
carrières	kariery	carrière	kariera	N;FEM;PL	N;GEN;FEM;SG
identiques	identyczne	identique	identyczny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
identiques	identyczny	identique	identyczny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
identiques	identyczna	identique	identyczny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
mécaniques	mechanika	mécanique	mechanika	ADJ;MASC;PL	N;ACC;MASC;SG
mécaniques	mechaniczny	mécanique	mechaniczny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
mécaniques	mechaniczne	mécanique	mechaniczny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
plages	plaża	plage	plaża	N;FEM;PL	
barrages	tamy	barrage	tama	N;MASC;PL	
mayence	mainz	mayence	maina	PROPN	PROPN;NOM;MASC;SG
intérim	okresowego	intérim	okresowy	N;MASC;SG	ADJ;ACC;MASC;SG
intérim	tymczasowe	intérim	tymczasowy	N;MASC;SG	ADJ;NOM;NEUT;SG
intérim	tymczasowy	intérim	tymczasowy	N;MASC;SG	ADJ;NOM;MASC;SG
intérim	tymczasowa	intérim	tymczasowy	N;MASC;SG	ADJ;NOM;FEM;SG
entraîné	wyszkoleni	entraîner	wyszkolony	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
entraîné	wyszkolony	entraîner	wyszkolić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
châtillon	châtillon	châtillon	châtillon	PROPN	
missionnaire	misjonarz	missionnaire	misjonarz	ADJ;MASC;SG	N;NOM;MASC;SG
rico	rico	rico	rico	PROPN	PROPN;NOM;MASC;SG
vendue	sprzedane	vendre	sprzedać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vendue	sprzedany	vendre	sprzedać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vendue	sprzedana	vendre	sprzedać	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
favorables	korzystne	favorable	korzystny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favorables	korzystny	favorable	korzystny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
favorables	korzystne	favorable	korzystny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
favorables	sprzyjające	favorable	sprzyjać	ADJ;MASC;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
favorables	korzystna	favorable	korzystny	ADJ;MASC;PL	ADJ;NOM;FEM;SG
protestant	protestancki	protestant	protestancki	N;MASC;SG	ADJ;NOM;MASC;SG
priorité	priorytetowe	priorité	priorytetowy	N;FEM;SG	ADJ;NOM;NEUT;SG
valentin	walentynki	valentin	walentynka	N;FEM;SG	N;NOM;FEM;PL
valentin	valentine	valentin	valentine	N;FEM;SG	
plaisance	plaisance	plaisance	plaisanka	N;FEM;SG	
problématique	problem	problématique	problem	ADJ;FEM;SG	N;NOM;MASC;SG
earth	earth	earth	earth	N;MASC;SG	
violent	przemoc	violent	przemoc	ADJ;MASC;SG	
violent	przemocy	violent	przemoc	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
démon	daemon	démon	daemon	N;MASC;SG	
démon	demona	démon	demon	N;MASC;SG	
constructeurs	wytwórcy	constructeur	wytwórca	N;MASC;PL	N;NOM;MASC;SG
arcades	arcade	arcade	arcad	N;FEM;PL	
madonna	madonna	madonna	madonny	PROPN	ADJ;NOM;FEM;SG
madonna	madonny	madonna	madonny	PROPN	
sourire	uśmiechnięta	sourire	uśmiechnięty	N;MASC;SG	ADJ;NOM;FEM;SG
carrés	plac	carré	plac	N;MASC;PL	N;NOM;MASC;SG
carrés	kwadrat	carré	kwadrat	N;MASC;PL	N;NOM;MASC;SG
carrés	kwadratowy	carré	kwadratowy	N;MASC;PL	ADJ;NOM;MASC;SG
carrés	square	carré	squary	N;MASC;PL	
carrés	kwadratowe	carré	kwadratowy	N;MASC;PL	ADJ;NOM;NEUT;SG
sommeil	senny	sommeil	senny	N;MASC;SG	ADJ;NOM;MASC;SG
sommeil	śpi	sommeil	spać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sommeil	spać	sommeil	spać	N;MASC;SG	V;IPFV;NFIN;ACT
sommeil	spanie	sommeil	spać	N;MASC;SG	
sommeil	śpi	sommeil	spać	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sommeil	spać	sommeil	spać	N;MASC;SG	V;IPFV;NFIN;ACT
digne	wart	digne	wart	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
saoudite	arabia	saoudite	arabia	N;MASC;SG	PROPN;NOM;FEM;SG
saoudite	arabii	saoudite	arabia	N;MASC;SG	PROPN;GEN;FEM;SG
contenus	treść	contenu	treść	V;MASC;PL;PST;V.PTCP	
contenus	zawartość	contenu	zawartość	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
contenus	treści	contenu	treść	V;MASC;PL;PST;V.PTCP	N;GEN;FEM;SG
contenus	treść	contenu	treść	V;MASC;PL;PST;V.PTCP	
contenus	zawartości	contenu	zawartość	V;MASC;PL;PST;V.PTCP	N;GEN;FEM;SG
contenus	zawartość	contenu	zawartość	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
perdus	zagubiona	perdre	zagubić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
perdus	zagubiony	perdre	zagubić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
perdus	stracił	perdre	stracić	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
perdus	stracone	perdre	stracić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
perdus	utracone	perdre	utracić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
défi	challenge	défi	challenga	N;MASC;SG	
consulat	konsulaty	consulat	konsulat	N;MASC;SG	N;NOM;MASC;PL
schmidt	schmidt	schmidt	schmidt	PROPN	PROPN;NOM;MASC;SG
indigènes	rdzenni	indigène	rdzenny	ADJ;MASC;PL	N;NOM;MASC;PL
indigènes	rodzimy	indigène	rodzić	ADJ;MASC;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
indigènes	tubylcy	indigène	tubylec	ADJ;MASC;PL	N;NOM;MASC;PL
indigènes	tubylców	indigène	tubylec	ADJ;MASC;PL	N;ACC;MASC;PL
magnifique	pięknie	magnifique	pięknie	ADJ;MASC;SG	ADV
magnifique	wspaniały	magnifique	wspaniały	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
magnifique	wspaniała	magnifique	wspaniać	ADJ;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
magnifique	wspaniał	magnifique	wspaniać	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
magnifique	boska	magnifique	boska	ADJ;MASC;SG	
classic	klasyka	classic	klasyka	N;MASC;SG	
classic	klasyczny	classic	klasyczny	N;MASC;SG	ADJ;NOM;MASC;SG
classic	classic	classic	classicie	N;MASC;SG	
classic	klasyczne	classic	klasyczny	N;MASC;SG	ADJ;NOM;NEUT;SG
hôpitaux	szpitalu	hôpital	szpital	N;MASC;PL	N;GEN;MASC;SG
hôpitaux	szpitalne	hôpital	szpitalny	N;MASC;PL	ADJ;NOM;NEUT;SG
hôpitaux	szpital	hôpital	szpital	N;MASC;PL	N;NOM;MASC;SG
confiée	powierzone	confier	powierzyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
amanda	amandą	amander	amanda	PROPN	N;INS;FEM;SG
amanda	amanda	amander	amanda	PROPN	PROPN;NOM;FEM;SG
amanda	amando	amander	amando	PROPN	
afro	afro	afro	afro	N;MASC;SG	
démontrer	wykazanie	démontrer	wykazać	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
démontrer	wykazania	démontrer	wykazanie	V;NFIN	N;GEN;NEUT;SG
intellectuels	intelektualnej	intellectuel	intelektualny	N;MASC;PL	ADJ;GEN;FEM;SG
périodique	okresowo	périodique	okresowo	ADJ;MASC;SG	ADV
périodique	okresowych	périodique	okresowy	ADJ;MASC;SG	ADJ;GEN;MASC;PL
entente	entente	entente	entente	N;FEM;SG	
stevens	stevensa	steven	stevens	PROPN	
stevens	stevens	steven	stevens	PROPN	PROPN;NOM;MASC;SG
précieux	skarb	précieux	skarb	ADJ;MASC;SG	N;ACC;MASC;SG
installent	instalacji	installer	instalacja	V;IND;PL;3;PRS;FIN	N;GEN;FEM;SG
installent	instalacja	installer	instalacja	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
danube	dunaju	danube	dunaj	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
centenaire	centenary	centenaire	centenar	N;MASC;SG	
donjon	loch	donjon	Loch	N;MASC;SG	
donjon	lochach	donjon	lochać	N;MASC;SG	N;GEN;MASC;PL
croissant	rosnące	croissant	rosnąć	N;MASC;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
croissant	rośnie	croissant	rosnąć	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
croissant	rosnący	croissant	rosnąć	N;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
croissant	uprawa	croissant	uprawa	N;MASC;SG	
croissant	crescent	croissant	crescent	N;MASC;SG	
jul	jul	jul	jul	N;MASC;SG	
animée	animowany	animer	animować	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
légal	legalnie	légal	legalnie	ADJ;MASC;SG	ADV
incapable	niezdolny	incapable	niezdolny	ADJ;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
batman	batman	batman	batman	PROPN	
batman	batmana	batman	batman	PROPN	N;ACC;MASC;SG
carmen	carmen	carmen	carmen	PROPN	PROPN;NOM;MASC;SG
jungle	dżungli	jungle	dżungli	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
légitime	legalnie	légitime	legalnie	ADJ;MASC;SG	ADV
légitime	legalnie	légitime	legalnie	ADJ;MASC;SG	ADV
let	pozwól	let	pozwolić		V;PFV;IMP;SG;2;FIN;ACT
lys	lilie	lys	lila	N;MASC;SG	
lys	lily	lys	lily	N;MASC;SG	
lys	lys	lys	lys	N;MASC;SG	
rail	kolei	rail	kolej	N;MASC;SG	
disparus	zniknął	disparu	zniknąć	ADJ;MASC;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
cou	szyja	cou	szyj	N;MASC;SG	
cou	szyi	cou	szyi	N;MASC;SG	
cou	szyje	cou	szyj	N;MASC;SG	
blois	blois	blois	blois	PROPN	PROPN;NOM;MASC;SG
kazakhstan	kazachstanu	kazakhstan	kazachstan	PROPN	N;GEN;MASC;SG
spectre	widmo	spectre	widmo	N;MASC;SG	
spectre	widma	spectre	widma	N;MASC;SG	
spectre	widma	spectre	widma	N;MASC;SG	
spectre	widmo	spectre	widmo	N;MASC;SG	
spectre	spektrum	spectre	spektrum	N;MASC;SG	
spectre	widmo	spectre	widmo	N;MASC;SG	
ajoutant	dodawanie	ajouter	dodawać	V;PRS;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ajoutant	dodanie	ajouter	dodanie	V;PRS;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
achille	achille	achille	achille	N;MASC;SG	PROPN;NOM;MASC;SG
achille	achilles	achille	achilles	N;MASC;SG	PROPN;NOM;MASC;SG
tag	tag	tag	tag	N;MASC;SG	
tag	oznacz	tag	oznaczyć	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
profiter	smacznego	profiter	smaczny	V;NFIN	ADJ;ACC;MASC;SG
publicitaire	reklamy	publicitaire	reklama	ADJ;MASC;SG	N;ACC;FEM;SG
publicitaire	reklama	publicitaire	reklama	ADJ;MASC;SG	N;NOM;FEM;SG
publicitaire	reklamę	publicitaire	reklama	ADJ;MASC;SG	N;ACC;FEM;SG
sandra	sandra	sandra	sandra	PROPN	PROPN;NOM;FEM;SG
una	una	una	unać	PROPN	
élémentaire	pierwiastki	élémentaire	pierwiastek	ADJ;MASC;SG	N;NOM;MASC;PL
élémentaire	podstawowa	élémentaire	podstawowy	ADJ;MASC;SG	
rohan	rohan	rohan	rohanona	PROPN	
procédures	postępowanie	procédure	postępowanie	N;FEM;PL	N;NOM;NEUT;SG
procédures	postępowania	procédure	postępowanie	N;FEM;PL	N;NOM;NEUT;SG
explorer	zwiedzanie	explorer	zwiedzać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
explorer	zwiedzania	explorer	zwiedzanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
explorer	odkrywanie	explorer	odkrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
explorer	explorer	explorer	explorer	V;NFIN	
couples	par	couple	par	N;MASC;PL	
couples	pary	couple	para	N;MASC;PL	
considérant	zważywszy	considérer	zważyć	V;PRS;V.PTCP	V;PFV;PST;V.CVB;ACT
considérant	motywie	considérer	motyw	V;PRS;V.PTCP	N;INS;MASC;SG
considérant	motyw	considérer	motyw	V;PRS;V.PTCP	N;NOM;MASC;SG
ana	ana	ana	ann	PROPN	PROPN;NOM;MASC;SG
reconnus	uznane	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconnus	uznawane	reconnaître	uznawać	V;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconnus	uznany	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
reconnus	uznana	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
reconnus	rozpoznał	reconnaître	rozpoznać	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
reconnus	uznany	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
reconnus	uznawane	reconnaître	uznawać	V;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconnus	uznane	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
reconnus	uznana	reconnaître	uznać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
plastiques	tworzyw	plastique	tworzyw	ADJ;MASC;PL	
plastiques	plastikowe	plastique	plastikowy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
plastiques	plastiku	plastique	plastik	ADJ;MASC;PL	N;GEN;MASC;SG
plastiques	plastik	plastique	plastik	ADJ;MASC;PL	N;NOM;MASC;SG
conservateurs	konserwatywny	conservateur	konserwatywny	N;MASC;PL	ADJ;NOM;MASC;SG
rappel	przypominam	rappel	przypominać	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
plats	mieszkanie	plat	mieszkanie	N;MASC;PL	N;NOM;NEUT;SG
neuchâtel	neuchâtel	neuchâtel	neuchâtel	PROPN	PROPN;NOM;MASC;SG
cameron	cameron	cameron	cameron	PROPN	PROPN;NOM;MASC;SG
amédée	amédée	améder	amedha	N;MASC;SG	
gène	gene	gène	gen	N;MASC;SG	PROPN;NOM;MASC;SG
gène	gen	gène	gen	N;MASC;SG	
gène	geny	gène	gena	N;MASC;SG	N;NOM;MASC;PL
formés	utworzony	former	utworzyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
formés	utworzona	former	utworzyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
formés	utworzone	former	utworzyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
formés	wyszkoleni	former	wyszkolony	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
formés	wyszkolony	former	wyszkolić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
cfa	cfa	cfa	cfa	N;MASC;SG	
deutsche	deutsche	deutsche	deutsch	PROPN	
anarchiste	anarchiści	anarchiste	anarchista	ADJ;MASC;SG	N;NOM;MASC;PL
anarchiste	anarchista	anarchiste	anarchista	ADJ;MASC;SG	N;NOM;MASC;SG
indo	indo	indo	indo	PROPN	
graphiques	wykresy	graphique	wykres	ADJ;MASC;PL	N;NOM;MASC;PL
graphiques	grafiki	graphique	grafika	ADJ;MASC;PL	N;GEN;FEM;PL
graphiques	graficzny	graphique	graficzny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
graphiques	grafika	graphique	grafika	ADJ;MASC;PL	N;NOM;FEM;SG
graphiques	graficzne	graphique	graficzny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
graphiques	wykresy	graphique	wykres	ADJ;MASC;PL	N;NOM;MASC;PL
graphiques	grafiki	graphique	grafika	ADJ;MASC;PL	N;GEN;FEM;PL
graphiques	grafika	graphique	grafika	ADJ;MASC;PL	N;NOM;FEM;SG
charlemagne	charlemagne	charlemagne	charlemagny	N;MASC;SG	ADJ;NOM;NEUT;SG
monique	monique	monique	monino	ADJ;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
parallèles	równolegle	parallèle	równolegle	ADJ;MASC;PL	ADV
parallèles	równoległy	parallèle	równolec	ADJ;MASC;PL	
parallèles	równoległego	parallèle	równoległy	ADJ;MASC;PL	ADJ;ACC;MASC;SG
parallèles	równoległ	parallèle	równolec	ADJ;MASC;PL	V;IPFV;MASC;IND;SG;PST;FIN;ACT
parallèles	podobieństwa	parallèle	podobieństwo	ADJ;MASC;PL	N;NOM;NEUT;PL
accusations	oskarżenie	accusation	oskarżyć	N;FEM;PL	N;NOM;NEUT;SG
juger	judge	juger	judga	V;NFIN	
juger	sędziego	juger	sędzia	V;NFIN	N;ACC;MASC;SG
juger	sędzia	juger	sędzia	V;NFIN	N;NOM;MASC;SG
résidents	rezydenta	résident	rezydent	N;MASC;PL	N;ACC;MASC;SG
résidents	mieszkaniec	résident	mieszkaniec	N;MASC;PL	N;NOM;MASC;SG
provoqué	sprowokowany	provoquer	sprowokować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
provoqué	wywołane	provoquer	wywołać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
provoqué	wywołany	provoquer	wywołać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
provoqué	wywołana	provoquer	wywołać	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
toiles	płótna	toile	płótny	N;FEM;PL	N;ACC;NEUT;SG
toiles	płótna	toile	płótny	N;FEM;PL	N;ACC;NEUT;SG
toiles	płótno	toile	płótno	N;FEM;PL	N;NOM;NEUT;SG
toiles	płótnie	toile	płótno	N;FEM;PL	N;ACC;NEUT;SG
martínez	martinez	martíne	martinez	PROPN	PROPN;NOM;MASC;SG
martínez	martínez	martíne	martrnez	PROPN	PROPN;NOM;MASC;SG
albanie	albanii	albanie	albania	N;FEM;SG	
thé	herbaty	thé	herbata	N;MASC;SG	N;GEN;FEM;PL
unit	jednostka	unir	jednostka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
unit	jednostki	unir	jednostka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
unit	unit	unir	unit	V;IND;SG;3;PRS;FIN	
enregistrés	zarejestrowany	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrés	rejestrowane	enregistrer	rejestrować	V;MASC;PL;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	zapisane	enregistrer	zapisać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	zarejestrowane	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	nagrane	enregistrer	nagrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	zarejestrowany	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrés	zarejestrowana	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
enregistrés	zarejestrowane	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	zarejestrowanych	enregistrer	zarejestrować	V;MASC;PL;PST;V.PTCP	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
enregistrés	uratował	enregistrer	uratować	V;MASC;PL;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
enregistrés	zapisane	enregistrer	zapisać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
enregistrés	zapisany	enregistrer	zapisać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
enregistrés	zapisana	enregistrer	zapisać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
enregistrés	zapisanych	enregistrer	zapisać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
connexion	zaloguj	connexion	zalogować	N;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
connexion	łączące	connexion	łączyć	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
connexion	połączenia	connexion	połączenie	N;FEM;SG	N;NOM;NEUT;PL
briques	cegieł	brique	cegieł	N;FEM;PL	
briques	cegły	brique	cegły	N;FEM;PL	
briques	brick	brique	brick	N;FEM;PL	
briques	cegła	brique	cegła	N;FEM;PL	N;NOM;FEM;SG
briques	cegły	brique	cegły	N;FEM;PL	
opinions	opinii	opinion	opinia	N;FEM;PL	N;GEN;FEM;SG
tranche	raty	tranche	rata	N;FEM;SG	N;NOM;FEM;PL
brothers	bracia	brother	brat	PROPN	N;NOM;MASC;PL
brothers	braci	brother	brat	PROPN	
bonnet	bonnet	bonnet	bonnet	N;MASC;SG	
sul	sul	sul	sula	PROPN	INTJ
partisan	partyzant	partisan	partyzant	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
partisan	kibic	partisan	kibic	V;MASC;SG;PST;V.PTCP	N;NOM;MASC;SG
dumas	dumas	duma	dumas	PROPN	V;IPFV;IND;SG;PRS;FIN;ACT
coque	hull	coque	hull	N;FEM;SG	PROPN;NOM;MASC;SG
cloud	chmury	cloud	chmura	N;MASC;SG	N;ACC;FEM;PL
cloud	cloud	cloud	cloud	N;MASC;SG	
confié	powierzone	confier	powierzyć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
boutique	zakupy	boutique	zakup	N;FEM;SG	N;NOM;MASC;PL
boutique	store	boutique	stór	N;FEM;SG	
knight	rycerz	knight	rycerz	PROPN	N;NOM;MASC;SG
knight	rycerze	knight	rycerz	PROPN	N;NOM;MASC;PL
knight	skoczek	knight	skoczek	PROPN	N;NOM;MASC;SG
knight	knight	knight	knight	PROPN	
colloque	sympozjum	colloque	sympozjum	N;MASC;SG	
colloque	kolokwium	colloque	kolokwium	N;MASC;SG	
suspendu	zawiesina	suspendre	zawiesinać	V;MASC;SG;PST;V.PTCP	N;NOM;FEM;SG
suspendu	zawieszenie	suspendre	zawieszenie	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
suspendu	zawiesiny	suspendre	zawiesina	V;MASC;SG;PST;V.PTCP	
