oklahoma	οκλαχόμα	oklahoma	οκλαχόμα		PROPN;NOM;FEM;SG
bær	βατόμουρα	bære	βατόμουρα	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
bær	μπέρι	bære	μπέρι	N;INDF;MASC+FEM;SG	
pagasts	ενορία	pagasts	ενορία	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
blande	μίγμα	blande	μίγμα	V;NFIN;ACT	N;NOM;NEUT;SG
blande	μείγμα	blande	μείγμα	V;NFIN;ACT	N;NOM;NEUT;SG
blande	μίξη	blande	μίξη	V;NFIN;ACT	N;NOM;FEM;SG
blande	ανάμειξη	blande	ανάμειξη	V;NFIN;ACT	N;ACC;FEM;SG
blande	ανάμιξη	blande	ανάμιξη	V;NFIN;ACT	N;ACC;FEM;SG
redir	redir	redir	redir		
prominente	εξέχοντα	prominent	εξέχων	ADJ;PL	ADV
vellykket	επιτυχημένη	vellykket	επιτυχημένος	ADJ;INDF;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
vellykket	επιτυχές	vellykket	επιτυχής	ADJ;INDF;SG	N;NOM;NEUT;SG
vellykket	επιτυχώς	vellykket	επιτυχώς	ADJ;INDF;SG	ADV
forfølgelse	διώξεις	forfølgelse	δίωξη	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
haiti	αϊτή	haiti	αυτός	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
vælgere	ψηφοφόρους	vælger	ψηφόφορος	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
vælgere	ψηφοφόρων	vælger	ψηφόφορος	N;INDF;MASC+FEM;PL	ADJ;GEN;FEM;PL
vælgere	ψηφοφόρους	vælger	ψηφόφορος	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
vælgere	ψηφοφόροι	vælger	ψηφοφόρος	N;INDF;MASC+FEM;PL	ADJ;NOM;MASC;PL
borte	έφυγε	borte	φεύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
borte	εφυγε	borte	φύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
psykologisk	ψυχολογικό	psykologisk	ψυχολογικός	ADV	ADJ;NOM;NEUT;SG
psykologisk	ψυχολογική	psykologisk	ψυχολογικός	ADV	ADJ;NOM;FEM;SG
stjålet	κλεμμένο	stjæle	κλεμμένο	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
stjålet	κλεμμένα	stjæle	κλεμμένα	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;PL
variable	μεταβλητό	variable	μεταβλητός	ADJ;PL	N;NOM;NEUT;SG
variable	μεταβλητή	variable	μεταβλητής	ADJ;PL	N;NOM;FEM;SG
variable	μεταβλητές	variable	μεταβλητής	ADJ;PL	N;NOM;FEM;PL
gejstlige	κλήρου	gejstlig	κλήρου	ADJ;PL	N;GEN;MASC;SG
konto	account	konto	account	N;INDF;MASC+FEM;SG	
flying	πετώντας	flying	πετώ		V;IPFV;V.CVB;ACT
flying	πέταγμα	flying	πέταγμα		N;NOM;NEUT;SG
flying	ιπτάμενο	flying	ιπτάμενος		N;NOM;NEUT;SG
bradley	μπράντλεϊ	bradley	μπράντλεϊ		
woods	γουντς	woods	γουντς		
woods	δάσος	woods	δάσος		N;NOM;NEUT;SG
indian	ινδικό	indian	ινδικός	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
indian	ινδός	indian	ινδός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
indian	ινδική	indian	ινδικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ligheder	ομοιότητα	lighed	ομοιότητα	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
toulouse	τουλούζ	toulous	τουλώ		
fjern	αφαίρεση	fjern	αφαίρεση	V;IMP	N;ACC;FEM;SG
økologisk	οικολογική	økologisk	οικολογικός	ADV	ADJ;NOM;FEM;SG
økologisk	οικολογικό	økologisk	οικολογικός	ADV	ADJ;NOM;NEUT;SG
økologisk	οικολογικές	økologisk	οικολογικός	ADV	ADJ;NOM;FEM;PL
økologisk	οργανικό	økologisk	οργανικός	ADV	ADJ;NOM;NEUT;SG
økologisk	οργανική	økologisk	οργανικός	ADV	ADJ;NOM;FEM;SG
økologisk	οργανικές	økologisk	οργανικός	ADV	ADJ;NOM;FEM;PL
utrecht	ουτρέχτη	utrecht	ουτρέχτης	N;INDF;NEUT;SG	PROPN;ACC;FEM;SG
defensive	αμυντική	defensive	αμυντικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
defensive	αμυντικός	defensive	αμυντικός	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
defensive	αμυντικά	defensive	αμυντικά	N;INDF;MASC+FEM;SG	ADV
parentes	παρένθεση	parente	παρένθεση	V;NFIN;PASS	N;NOM;FEM;SG
parentes	παρένθεση	parente	παρένθεση	V;NFIN;PASS	N;NOM;FEM;SG
usædvanlige	ασυνήθιστος	usædvanlig	ασυνήθιστος	ADJ;PL	ADJ;NOM;MASC;SG
usædvanlige	ασυνήθιστο	usædvanlig	ασυνήθιστο	ADJ;PL	ADJ;NOM;NEUT;SG
usædvanlige	ασυνήθιστα	usædvanlig	ασυνήθιστο	ADJ;PL	ADV
usædvanlige	ασυνήθιστη	usædvanlig	ασυνήθιστο	ADJ;PL	ADJ;NOM;FEM;SG
liechtenstein	λιχτενστάιν	liechtenstein	λιχτενστάιν	N;INDF;MASC+FEM;SG	
tilløb	εισροές	tilløb	εισρός	N;INDF;NEUT;SG	N;NOM;FEM;PL
rugby	ράγκμπι	rugby	ράγκμπι	N;INDF;MASC+FEM;SG	
neutralt	ουδέτερο	neutralt	ούδετερος	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
igor	ίγκορ	igor	ίγκορ		
igor	ιγκόρ	igor	ιγκόρ		
kollektiv	συλλογικά	kollektiv	συλλογικά	ADJ;INDF;SG	ADV
kollektiv	συλλογικές	kollektiv	συλλογικός	ADJ;INDF;SG	ADJ;NOM;FEM;PL
egnede	κατάλληλη	egne	κατάλληλος	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG
egnede	κατάλληλο	egne	κατάλληλος	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG
egnede	κατάλληλα	egne	κατάλληλα	V;PL;PST;V.PTCP	ADV
egnede	κατάλληλος	egne	κατάλληλος	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
egnede	κατάλληλοι	egne	κατάλληλος	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL
zero	μηδενικό	zero	μηδενικός		ADJ;NOM;NEUT;SG
zero	μηδέν	zero	μηδέν		N;NOM;NEUT;SG
bløde	απαλά	blød	απαλός	ADJ;PL	N;NOM;NEUT;PL
bløde	μαλακός	blød	μαλακός	ADJ;PL	ADJ;NOM;MASC;SG
bløde	μαλακά	blød	μαλακά	ADJ;PL	N;NOM;NEUT;PL
bløde	μαλακό	blød	μαλακός	ADJ;PL	ADJ;NOM;NEUT;SG
bløde	αιμορραγία	blød	αιμορραγία	ADJ;PL	N;NOM;FEM;SG
giftige	τοξικό	giftig	τοξικός	ADJ;PL	ADJ;NOM;NEUT;SG
giftige	τοξικά	giftig	τοξικά	ADJ;PL	ADV
giftige	τοξική	giftig	τοξικός	ADJ;PL	ADJ;NOM;FEM;SG
giftige	δηλητηριώδη	giftig	δηλητηριώδη	ADJ;PL	ADV
giftige	δηλητηριώδης	giftig	δηλητηριώδης	ADJ;PL	ADJ;NOM;MASC;SG
giftige	δηλητηριώδες	giftig	δηλητηριώδης	ADJ;PL	ADJ;NOM;NEUT;SG
stejle	απότομη	stejl	απότομος	ADJ;PL	N;NOM;FEM;SG
stejle	απότομα	stejl	απότομα	ADJ;PL	ADV
stejle	απότομο	stejl	απότομο	ADJ;PL	N;ACC;NEUT;SG
stejle	απότομες	stejl	απότομος	ADJ;PL	N;NOM;FEM;PL
behold	κρατήστε	behold	κρατώ	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
behold	κράτα	behold	κράτα	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sprint	sprint	sprinte	sprint		
posthumt	μεταθανάτια	posthumt	μεταθανάτιος	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
roms	ρώμη	roms	ρώμη	PROPN;GEN	PROPN;ACC;FEM;SG
roms	ρωμη	roms	ρωμη	PROPN;GEN	N;NOM;FEM;SG
roms	ρώμης	roms	Ρώμη	PROPN;GEN	PROPN;GEN;FEM;SG
håret	τρίχες	hår	τρίχος	N;DEF;NEUT;SG	N;NOM;FEM;PL
håret	μαλλιά	hår	μαλλιά	N;DEF;NEUT;SG	N;NOM;NEUT;PL
standarden	στάνταρ	standard	στάνταρ	N;DEF;MASC+FEM;SG	N;GEN;NEUT;PL
standarden	standard	standard	standard	N;DEF;MASC+FEM;SG	
stavet	γράφεται	stav	γράφω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
specifik	ειδικές	specifik	ειδικός	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
specifik	συγκεκριμένα	specifik	συγκεκριμένα	ADJ;INDF;MASC+FEM;SG	ADV
kenny	κένι	kenny	κένι		
kenny	kenny	kenny	kenny		
amatør	ερασιτέχνης	amatør	ερασιτέχνης	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
amatør	ερασιτεχνικό	amatør	ερασιτεχνικός	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
amatør	ερασιτεχνική	amatør	ερασιτεχνικός	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
hannah	hannah	hannah	hannah	N;INDF;MASC+FEM;SG	
hannah	χάννα	hannah	χάννα	N;INDF;MASC+FEM;SG	
hannah	χάνα	hannah	χάνας	N;INDF;MASC+FEM;SG	
carbon	άνθρακας	carbon	άνθρακα		N;NOM;MASC;SG
carbon	άνθρακα	carbon	άνθρακο		N;NOM;NEUT;SG
velkendt	οικείος	velkendt	οικείος	ADJ;INDF;SG	N;NOM;MASC;SG
persien	περσία	persi	περσία	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG
segl	φώκιες	segl	φώκια	N;INDF;NEUT;SG	N;NOM;FEM;PL
segl	σφραγίδες	segl	σφραγίδα	N;INDF;NEUT;SG	N;NOM;FEM;PL
segl	seal	segl	seal	N;INDF;NEUT;SG	
overvældende	συντριπτικά	overvældende	συντριπτικά	ADJ	ADV
lover	υποσχέσεις	love	υπόσχεση	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
lover	υπόσχομαι	love	υπόσχομαι	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN;PASS
lover	υπόσχεση	love	υπόσχεση	V;IND;PRS;FIN;ACT	N;ACC;FEM;SG
lover	υποσχόμενος	love	υποσχόμενος	V;IND;PRS;FIN;ACT	V;PFV;NOM;MASC;SG;V.PTCP;PASS
lover	υποσχόμενη	love	υποσχόμενος	V;IND;PRS;FIN;ACT	V;PFV;NOM;FEM;SG;V.PTCP;PASS
rover	rover	rove	rover	N;INDF;MASC+FEM;SG	
rover	ρόβερ	rove	ρόβερ	N;INDF;MASC+FEM;SG	V;PFV;IND;SG;1;PST;FIN;ACT
india	ινδία	india	ινδία		PROPN;NOM;FEM;SG
india	ινδίας	india	ινδία		PROPN;GEN;FEM;SG
medtaget	συμπεριλαμβάνεται	medtage	συμπεριλαμβάνω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
medtaget	περιλαμβάνονται	medtage	περιλαμβάνω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
medtaget	συμπεριλαμβάνονται	medtage	συμπεριλαμβάνω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
medtaget	περιλαμβάνεται	medtage	περιλαμβάνω	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
arc	τόξο	arc	τόξο		N;NOM;NEUT;SG
arc	arc	arc	arc		
arc	εκα	arc	εκα		N
arc	τόξου	arc	τόξος		N;GEN;MASC;SG
kabel	καλώδια	kabel	καλώδι	N;INDF;NEUT;SG	N;NOM;NEUT;PL
kabel	καλωδιακή	kabel	καλωδιακός	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
tilføjer	πρόσθεση	tilføje	πρόσθεση	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
tilføjer	προσθήκη	tilføje	προσθήκη	V;IND;PRS;FIN;ACT	N
tilføjer	προσθέστε	tilføje	προσθέτω	V;IND;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN;ACT
tilføjer	προσθήκες	tilføje	προσθήκη	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;PL
strasbourg	στρασβούργο	strasbourg	στρασβούργο		PROPN;NOM;NEUT;SG
caen	caen	caen	caen		
jessica	jessica	jessica	jessica	N;INDF;MASC+FEM;SG	
lópez	lópez	lópez	lópez		
lópez	λόπεζ	lópez	λόπεζ		
lópez	lopez	lópez	lopez		
klokke	κουδούνια	klokke	κουδούνιος	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
klokke	καμπάνες	klokke	καμπάνη	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
klokke	μπελ	klokke	μπελ	N;INDF;MASC+FEM;SG	
klokke	bell	klokke	bell	N;INDF;MASC+FEM;SG	
portland	πόρτλαντ	portland	πόρτλαντ		
pastor	αιδεσιμότατος	pastor	αιδεσιμός	N;INDF;MASC+FEM;SG	ADJ;NOM;CMPR;MASC;SG
pastor	πάστορας	pastor	πάστορα	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
rumænsk	ρουμάνος	rumænsk	ρουμάνος	ADJ;INDF;SG	N;NOM;MASC;SG
rumænsk	ρουμάνοι	rumænsk	ρουμάνος	ADJ;INDF;SG	N;NOM;MASC;PL
gibson	γκίμπσον	gibson	γκίμπσον	N;INDF;MASC+FEM;SG	
natural	φυσική	natural	φυσικός		ADJ;NOM;FEM;SG
natural	φυσικό	natural	φυσικός		ADJ;NOM;NEUT;SG
natural	φυσικός	natural	φυσικός		ADJ;NOM;MASC;SG
natural	φυσικές	natural	φυσικός		ADJ;NOM;FEM;PL
