категорія	категории	категорія	категория	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
черкаси	черкассы	черкаси	черкасс	PROPN;INAN;NOM	N;INAN;NOM;MASC;PL
президенти	президент	президент	президент	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
президенти	председатель	президент	председатель	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
проблему	проблемы	проблема	проблема	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
проблему	проблема	проблема	проблема	N;INAN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
енергія	energy	енергія	energy	N;INAN;NOM;FEM;SG	PROPN
енергія	энергии	енергія	энергия	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
любові	страсти	любов	страсть	N;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;PL
діаспора	диаспоры	діаспор	диаспор	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
гвінеї	гвинеи	гвіни	гвинец	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
гвінеї	гвинея	гвіни	гвинее	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
гвінеї	гвинею	гвіни	гвинее	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
гвінеї	гвинее	гвіни	гвинее	PROPN;INAN;GEN;FEM;SG	N;INAN;DAT;FEM;SG
виведення	мероприятия	виведення	мероприятие	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
давид	дэвид	давид	дэвид	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
давид	давид	давид	давид	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
святі	святых	святий	святой	ADJ;NOM;PL	N;ANIM;GEN;MASC;PL
святі	святая	святий	святой	ADJ;NOM;PL	ADJ;NOM;FEM;SG
святі	святой	святий	святой	ADJ;NOM;PL	ADJ;NOM;MASC;SG
святі	святейший	святий	святой	ADJ;NOM;PL	ADJ;NOM;RL;MASC;SG
святі	святое	святий	святой	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
нобелівської	нобелевской	нобелівський	нобелевский	ADJ;GEN;FEM;SG	ADJ;INS;FEM;SG
призначив	назначенные	призначити	назначить	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
поміж	между	поміж	между		ADP
індонезії	индонезии	індонезія	индонезия	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
індонезії	индонезия	індонезія	индонезия	PROPN;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
індонезії	индонезию	індонезія	индонезия	PROPN;INAN;NOM;FEM;SG	N;INAN;ACC;FEM;SG
вогнем	fire	вогонь	fire	N;INAN;INS;MASC;SG	PROPN
вогнем	пожар	вогонь	пожар	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG
вогнем	огонь	вогонь	огонь	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG
обласний	региональные	обласний	региональный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
обласний	региональных	обласний	региональный	ADJ;NOM;MASC;SG	ADJ;GEN;PL
покращення	усовершенствования	покращення	усовершенствование	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
покращення	улучшения	покращення	улучшение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
покращення	усилить	покращення	усилить	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
хвороб	заболевания	хвороб	заболевание	N;INAN;GEN;FEM;PL	N;INAN;NOM;NEUT;PL
хвороб	болезни	хвороб	болезнь	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
явно	очевидно	явно	очевидный	ADV	ADJ;NEUT;SG
читачів	подписчики	читач	подписчик	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
читачів	последователи	читач	последователь	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
читачів	подписчиков	читач	подписчик	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
мур	мур	мура	мура		N;INAN;NOM;MASC;SG
угорщині	венгрии	угорщина	венгрия	PROPN;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;SG
угорщині	венгрия	угорщина	венгрия	PROPN;INAN;DAT;FEM;SG	N;INAN;NOM;FEM;SG
іраку	ирак	ірак	ирак	PROPN;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
парки	парков	парк	парк	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
біологічних	биологические	біологічний	биологический	ADJ;ACC;PL	ADJ;NOM;PL
біологічних	биологическая	біологічний	биологический	ADJ;ACC;PL	ADJ;NOM;FEM;SG
біологічних	биологический	біологічний	биологический	ADJ;ACC;PL	ADJ;NOM;MASC;SG
біологічних	биологическое	біологічний	биологический	ADJ;ACC;PL	ADJ;NOM;NEUT;SG
срібла	серебряный	срібло	серебряный	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
срібла	сильвер	срібло	сильвер	N;INAN;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
туристів	туристов	турист	турист	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
туристів	туристы	турист	турист	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
отто	отто	отто	отто	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
образи	надругательство	образ	надругательство	N;INAN;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
образи	злоупотребление	образ	злоупотребление	N;INAN;NOM;MASC;PL	N;INAN;NOM;NEUT;SG
морська	морские	морський	морской	ADJ;NOM;FEM;SG	ADJ;NOM;PL
австрійський	австрии	австрійський	австрия	ADJ;NOM;MASC;SG	N;INAN;NOM;FEM;SG
швидкого	быстрое	швидкий	быстрый	ADJ;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
джерсі	джерси	джерсі	джерс	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
організатор	организатором	організатор	организатор	N;ANIM;NOM;MASC;SG	N;ANIM;INS;MASC;SG
організатор	организатора	організатор	организатор	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
усім	всем	усе	все	PRO;INAN;INS;NEUT;SG	PRO;ANIM;DAT;PL
усім	всех	усе	все	PRO;INAN;INS;NEUT;SG	PRO;ANIM;ACC;PL
усім	все	усе	все	PRO;INAN;INS;NEUT;SG	PRO;INAN;NOM;NEUT;SG
усім	каждый	усе	каждый	PRO;INAN;INS;NEUT;SG	DET;NOM;MASC;SG
майно	собственности	майно	собственность	N;INAN;NOM;NEUT;SG	N;INAN;GEN;FEM;SG
реліз	освободить	реліз	освободить	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
реліз	освобождения	реліз	освобождение	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
запас	плавать	запас	плавать	N;INAN;NOM;MASC;SG	V;IPFV;NFIN;ACT
бувають	уважаемого	бувати	уважать	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;PASS
виявили	обнаружен	виявити	обнаружить	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;SG;PST;V.PTCP;PASS
виявили	обнаружена	виявити	обнаружить	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;SG;PST;V.PTCP;PASS
виявили	обнаружил	виявити	обнаружить	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
виявили	обнаружено	виявити	обнаружить	V;PFV;IND;PL;PST;FIN	V;PFV;NEUT;SG;PST;V.PTCP;PASS
видається	представляла	видаватися	представлять	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
мадрид	мадрид	мадрид	мадрид	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
мадрид	мадриде	мадрид	мадрид	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лука	лука	лука	лук	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лука	луки	лука	лук	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL
лука	лука	лука	лук	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG
лука	луки	лука	лук	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL
здобули	окончила	здобути	окончить	V;PFV;IND;PL;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN;ACT
здобули	окончил	здобути	окончить	V;PFV;IND;PL;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
музикантів	музыкантов	музикант	музыкант	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
музикантів	музыканты	музикант	музыкант	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
голоси	голосов	голос	голос	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL
голоси	voices	голос	voices	N;INAN;NOM;MASC;PL	PROPN
втручання	интервенции	втручання	интервенция	N;INAN;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
втручання	вмешательства	втручання	вмешательство	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
жовтий	желтые	жовтий	желтый	ADJ;NOM;MASC;SG	ADJ;NOM;PL
лікаря	доктор	лікар	доктор	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
лікаря	врач	лікар	врач	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
зіткнення	столкновения	зіткнення	столкновение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
зіткнення	столкновения	зіткнення	столкновение	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
зіткнення	столкновений	зіткнення	столкновение	N;INAN;NOM;NEUT;SG	N;INAN;GEN;NEUT;PL
запуску	стартап	запуск	стартап	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG
композиторів	композиторов	композитор	композитор	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL
присутній	посещающих	присутній	посещать	ADJ;NOM;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
баден	баден	баден	бадный	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
бордо	бордо	бордо	бордо	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
бібліотек	библиотеки	бібліотека	библиотека	N;INAN;GEN;FEM;PL	N;INAN;NOM;FEM;PL
орбіти	наклона	орбіта	наклон	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;SG
словом	советник	слово	советник	N;INAN;INS;NEUT;SG	N;ANIM;NOM;MASC;SG
словом	адвокат	слово	адвокат	N;INAN;INS;NEUT;SG	N;ANIM;NOM;MASC;SG
словом	слово	слово	слово	N;INAN;INS;NEUT;SG	N;INAN;NOM;NEUT;SG
словом	word	слово	word	N;INAN;INS;NEUT;SG	PROPN
тебе	you	ти	you	PRO;ANIM;ACC;SG;2	PROPN
тебе	вы	ти	вы	PRO;ANIM;ACC;SG;2	PRO;NOM;PL;2
тебе	ты	ти	ты	PRO;ANIM;ACC;SG;2	PRO;NOM;SG;2
установка	вышке	установка	вышка	N;INAN;NOM;FEM;SG	N;INAN;DAT;FEM;SG
альберт	альберт	альберт	альберт	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
альберт	альбер	альберт	альбер	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
номери	числа	номер	число	N;INAN;NOM;MASC;PL	N;INAN;GEN;NEUT;SG
важливе	важных	важливий	важный	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
важливе	важные	важливий	важный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
важливе	важны	важливий	важный	ADJ;NOM;NEUT;SG	ADJ;PL
крок	крокодил	крок	крокодить	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
комедії	комедия	комедія	комедия	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
хребет	позвоночника	хребет	позвоночник	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
кирило	кирилл	кирити	кирилл	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
кирило	кирилл	кирити	кирилл	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
відповідальності	обязанности	відповідальність	обязанность	N;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
найменування	назвать	найменування	назвать	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
носій	media	ніс	media	N;INAN;NOM;MASC;SG	PROPN
носій	сми	ніс	смотреть	N;INAN;NOM;MASC;SG	N;INAN;NOM;NEUT;PL
носій	средняя	ніс	средний	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
носій	средних	ніс	средний	N;INAN;NOM;MASC;SG	ADJ;GEN;PL
носій	средний	ніс	средний	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
носій	среднее	ніс	средний	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
носій	средние	ніс	средний	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
поліція	полицейские	поліція	полицейский	N;INAN;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
поліція	полиции	поліція	полиция	N;INAN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
поліція	полицейский	поліція	полицейский	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG
негайно	немедленное	негайно	немедленный	ADV	ADJ;NOM;NEUT;SG
скелі	клифф	скеля	клифф	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
адміністратор	администратора	адміністратор	администратор	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
адміністратор	администратором	адміністратор	администратор	N;ANIM;NOM;MASC;SG	N;ANIM;INS;MASC;SG
адміністратор	администратора	адміністратор	администратор	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
срібло	серебряный	срібло	серебряный	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG
срібло	сильвер	срібло	сильвер	N;INAN;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG
біль	боли	біль	боль	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
біль	болью	біль	боль	N;INAN;NOM;MASC;SG	N;INAN;INS;FEM;SG
тисячоліття	тысячелетия	тисячоліття	тысячелетие	N;INAN;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
колумбії	колумбия	колумбій	колумбия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
колумбії	колумбию	колумбій	колумбия	PROPN;INAN;GEN;FEM;SG	N;INAN;ACC;FEM;SG
колумбії	колумбии	колумбій	колумбия	PROPN;INAN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
напряму	напрямую	напрям	напрямую	N;INAN;GEN;MASC;SG	ADV
напряму	непосредственно	напрям	непосредственно	N;INAN;GEN;MASC;SG	ADV
романа	романы	роман	роман	PROPN;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;PL
романа	романа	роман	роман	PROPN;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG
творчий	творческих	творчий	творческий	ADJ;NOM;MASC;SG	ADJ;GEN;PL
творчий	оформление	творчий	оформление	ADJ;NOM;MASC;SG	N;INAN;NOM;NEUT;SG
плоди	фрукт	плода	фрукт	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
плоди	плод	плода	плод	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG
троє	тройки	троє	тройка	NUM;NOM	N;INAN;NOM;FEM;PL
лат	латов	лата	лат		N;INAN;GEN;MASC;PL
лівий	левой	лівий	левый	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
лівий	слева	лівий	слева	ADJ;NOM;MASC;SG	ADV
лівий	налево	лівий	налево	ADJ;NOM;MASC;SG	ADV
лівий	осталось	лівий	остаться	ADJ;NOM;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
лівий	оставил	лівий	оставить	ADJ;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
хвилини	минут	хвилина	минута	N;INAN;NOM;FEM;PL	N;INAN;GEN;FEM;PL
хвилини	минута	хвилина	минута	N;INAN;NOM;FEM;PL	N;INAN;NOM;FEM;SG
хвилини	минуту	хвилина	минута	N;INAN;NOM;FEM;PL	N;INAN;ACC;FEM;SG
човен	лодке	човен	лодка	N;INAN;NOM;MASC;SG	N;INAN;DAT;FEM;SG
човен	лодку	човен	лодка	N;INAN;NOM;MASC;SG	N;INAN;ACC;FEM;SG
сто	hundred	сто	hundred		PROPN
сто	сотня	сто	сотня		N;INAN;NOM;FEM;SG
сто	сто	сто	сто		NUM;NOM
сто	сто	сто	сто		NUM;NOM
задній	тыл	задній	тыл	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
задній	сзади	задній	сзади	ADJ;NOM;MASC;SG	ADV
задній	задних	задній	задний	ADJ;NOM;MASC;SG	ADJ;GEN;PL
звіт	пожаловаться	звіт	жаловаться	N;INAN;NOM;MASC;SG	V;PFV;NFIN;MID
жіноча	женщины	жіночий	женщина	ADJ;NOM;FEM;SG	N;ANIM;NOM;FEM;PL
жіноча	женщина	жіночий	женщина	ADJ;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
рядок	линии	рядок	линия	N;INAN;NOM;MASC;SG	N;INAN;NOM;FEM;PL
рядок	line	рядок	line	N;INAN;NOM;MASC;SG	PROPN
педагогічних	педагогических	педагогічний	педагогический	ADJ;ACC;PL	ADJ;GEN;PL
громадянська	гражданского	громадянський	гражданский	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
громадянська	гражданские	громадянський	гражданский	ADJ;NOM;FEM;SG	ADJ;NOM;PL
двадцять	twenty	двадцять	twenty	NUM;NOM	PROPN
італійська	итальянцы	італійський	итальянец	ADJ;NOM;FEM;SG	N;ANIM;NOM;MASC;PL
