les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
attribué	atribuídas	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
attribué	atribuídos	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
attribué	atribuídas	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
attribué	atribuídos	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
attribué	atribuídas	attribuer	atribuir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
choisit	escolheu	choisir	escolher	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PST;FIN
choisit	escolhi	choisir	escolher	V;IND;SG;3;PRS;FIN	V;IND;SG;1;PST;FIN
stanley	stanley	stanley	stanley	PROPN	N;MASC;SG
muet	silêncio	muet	silêncio	ADJ;MASC;SG	N;MASC;SG
muet	silent	muet	silent	ADJ;MASC;SG	N;MASC;SG
muet	muda	muet	mudar	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
muet	mudo	muet	mudo	ADJ;MASC;SG	N;MASC;SG
muet	mudos	muet	mudo	ADJ;MASC;SG	N;MASC;PL
pétersbourg	pétersbourg	pétersbourg	pétersbourg	PROPN	N;MASC;SG
pétersbourg	petersburgo	pétersbourg	petersburgo	PROPN	N;MASC;SG
couvre	tampas	couvrir	tampa	V;IND;SG;3;PRS;FIN	N;FEM;PL
couvre	covers	couvrir	cover	V;IND;SG;3;PRS;FIN	N;FEM;PL
couvre	coberturas	couvrir	cobertura	V;IND;SG;3;PRS;FIN	N;FEM;PL
couvre	capas	couvrir	capa	V;IND;SG;3;PRS;FIN	N;FEM;PL
western	ocidentais	western	ocidental	N;MASC;SG	N;MASC;PL
vérifier	verificação	vérifier	verificação	V;NFIN	N;FEM;SG
avons	avons	avoir	avom	V;IND;PL;1;PRS;FIN	N;MASC;SG
présentée	apresentadas	présenter	apresentar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
présentée	apresentados	présenter	apresentar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
canadiens	canadiano	canadien	canadiano	ADJ;MASC;PL	N;MASC;SG
canadiens	canadense	canadien	canadense	ADJ;MASC;PL	N;MASC;SG
canadiens	canadenses	canadien	canadense	ADJ;MASC;PL	N;MASC;PL
canadiens	canadian	canadien	canadian	ADJ;MASC;PL	N;FEM;SG
canadiens	canadenses	canadien	canadense	ADJ;MASC;PL	N;MASC;PL
canadiens	canadianos	canadien	canadiano	ADJ;MASC;PL	N;MASC;PL
pluie	chover	pluie	chover	N;FEM;SG	V;NFIN
commentaires	opinião	commentaire	opinião	N;MASC;PL	N;FEM;SG
commentaires	feedback	commentaire	feedback	N;MASC;PL	N;MASC;SG
commentaires	comentário	commentaire	comentário	N;MASC;PL	N;MASC;SG
commentaires	comentar	commentaire	comentar	N;MASC;PL	V;NFIN
commentaires	comenta	commentaire	comentar	N;MASC;PL	V;IND;SG;3;PRS;FIN
turin	torino	turin	torino	PROPN	N;MASC;SG
turin	turim	turin	turim	PROPN	N;MASC;SG
turin	turim	turin	turim	PROPN	N;MASC;SG
poitou	poitou	poitou	poitar	PROPN	N;MASC;SG
touche	chaves	touche	chave	N;FEM;SG	N;MASC;PL
touche	toques	touche	toque	N;FEM;SG	N;MASC;PL
automatique	auto	automatique	auto	ADJ;MASC;SG	N;MASC;SG
automatique	automáticos	automatique	automático	ADJ;MASC;SG	ADJ;MASC;PL
automatique	automáticas	automatique	automático	ADJ;MASC;SG	N;FEM;PL
compétences	especialização	compétence	especialização	N;FEM;PL	N;FEM;SG
compétences	habilidade	compétence	habilidade	N;FEM;PL	N;FEM;SG
compétences	perícia	compétence	perícia	N;FEM;PL	N;FEM;SG
mohamed	mohamed	mohamed	mohamed	PROPN	N;MASC;SG
commerciale	comerciais	commercial	comercial	ADJ;FEM;SG	N;MASC;PL
cinquante	fifty	cinquante	fifty	NUM	N;MASC;SG
souverain	soberana	souverain	soberana	N;MASC;SG	ADJ;FEM;SG
souverain	soberanos	souverain	soberano	N;MASC;SG	N;MASC;PL
associés	associada	associer	associar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
associés	associado	associer	associar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
associés	sócios	associer	sócio	V;MASC;PL;PST;V.PTCP	N;MASC;PL
chargée	carregadas	charger	carregar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
chargée	carregados	charger	carregar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
chronique	colunas	chronique	coluna	N;FEM;SG	N;FEM;PL
chronique	crónicas	chronique	crónica	N;FEM;SG	N;FEM;PL
chronique	crônicas	chronique	crônica	N;FEM;SG	N;FEM;PL
imposer	imposição	imposer	imposição	V;NFIN	N;FEM;SG
arrivé	chegaram	arriver	chegar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
échecs	xadrez	échec	xadrez	N;MASC;PL	N;MASC;SG
échecs	chess	échec	ches	N;MASC;PL	N;MASC;SG
frais	frescas	frais	fresco	ADJ;MASC;SG	N;FEM;PL
frais	fresh	frais	fresh	ADJ;MASC;SG	N;MASC;SG
frais	frescos	frais	fresco	ADJ;MASC;SG	N;MASC;PL
frais	fresco	frais	fresco	ADJ;MASC;SG	N;MASC;SG
frais	taxas	frais	taxa	ADJ;MASC;SG	N;FEM;PL
frais	honorários	frais	honorários	ADJ;MASC;SG	N;MASC;PL
frais	gastos	frais	gasto	ADJ;MASC;SG	N;MASC;PL
frais	despesas	frais	despesa	ADJ;MASC;SG	N;FEM;PL
bloqué	bloqueados	bloqué	bloqueado	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
judiciaire	judiciário	judiciaire	judiciário	ADJ;MASC;SG	N;MASC;SG
judiciaire	judiciária	judiciaire	judiciário	ADJ;MASC;SG	N;FEM;SG
judiciaire	judiciário	judiciaire	judiciário	ADJ;MASC;SG	N;MASC;SG
judiciaire	magistratura	judiciaire	magistratura	ADJ;MASC;SG	N;FEM;SG
indépendante	independent	indépendant	independent	ADJ;FEM;SG	N;MASC;SG
indépendante	independentes	indépendant	independente	ADJ;FEM;SG	N;MASC;PL
tramway	eléctricos	tramway	eléctrico	N;MASC;SG	N;MASC;PL
amiens	amiens	amien	amiem	PROPN	N;MASC;SG
troubles	perturbações	trouble	perturbação	ADJ;MASC;PL	N;FEM;PL
troubles	problemas	trouble	problema	ADJ;MASC;PL	N;MASC;PL
troubles	agitação	trouble	agitação	ADJ;MASC;PL	N;FEM;SG
marco	marco	marco	marco	PROPN	N;MASC;SG
marco	marcos	marco	marco	PROPN	N;MASC;PL
offensive	ofensivos	offensif	ofensivo	ADJ;FEM;SG	ADJ;MASC;PL
offensive	ofensiva	offensif	ofensiva	ADJ;FEM;SG	N;FEM;SG
offensive	ofensivas	offensif	ofensiva	ADJ;FEM;SG	ADJ;FEM;PL
alias	alias	alias	alia	ADV	N;MASC;PL
alias	pseudónimo	alias	pseudónimo	ADV	N;MASC;SG
alias	aka	alias	aka	ADV	N;MASC;SG
alias	pseudónimos	alias	pseudónimo	ADV	N;MASC;PL
alias	apelidos	alias	apelido	ADV	N;MASC;PL
alias	alcunhas	alias	alcunha	ADV	N;FEM;PL
intention	intenções	intention	intenção	N;FEM;SG	N;FEM;PL
intention	intenções	intention	intenção	N;FEM;SG	N;FEM;PL
passagers	passageira	passager	passageiro	N;MASC;PL	N;FEM;SG
passagers	passageiro	passager	passageiro	N;MASC;PL	N;MASC;SG
degré	graus	degré	grau	N;MASC;SG	N;MASC;PL
degré	graus	degré	grau	N;MASC;SG	N;MASC;PL
puissant	poderosas	puissant	poderoso	ADJ;MASC;SG	ADJ;FEM;PL
puissant	poderosos	puissant	poderoso	ADJ;MASC;SG	ADJ;MASC;PL
espagnols	espanhóis	espagnol	espanhol	ADJ;MASC;PL	N;MASC;PL
espagnols	castelhano	espagnol	castelhano	ADJ;MASC;PL	N;MASC;SG
espagnols	espanhola	espagnol	espanhola	ADJ;MASC;PL	N;FEM;SG
espagnols	espanhóis	espagnol	espanhol	ADJ;MASC;PL	N;MASC;PL
espagnols	espanhol	espagnol	espanhol	ADJ;MASC;PL	N;MASC;SG
correspondance	correspondências	correspondance	correspondência	N;FEM;SG	N;FEM;PL
correspondance	correspondentes	correspondance	correspondente	N;FEM;SG	ADJ;MASC;PL
hamilton	hamilton	hamilton	hamilton	PROPN	N;MASC;SG
partiellement	parcial	partiellement	parcial	ADV	ADJ;MASC;SG
partiellement	parciais	partiellement	parcial	ADV	ADJ;MASC;PL
tim	tim	tim	tim	PROPN	N;MASC;SG
sauver	save	sauver	save	V;NFIN	N;MASC;SG
sauver	salve	sauver	salve	V;NFIN	N;FEM;SG
sauver	poupança	sauver	poupança	V;NFIN	N;FEM;SG
juniors	juniors	junior	junior	N;MASC;PL	N;MASC;SG
juniors	júnior	junior	júnior	N;MASC;PL	N;MASC;SG
juniors	junior	junior	junior	N;MASC;PL	N;MASC;SG
visage	faciais	visage	facial	N;MASC;SG	N;MASC;PL
visage	face	visage	face	N;MASC;SG	ADV
possibles	possivel	possible	possivel	ADJ;MASC;PL	ADJ;MASC;SG
possibles	possível	possible	possível	ADJ;MASC;PL	ADJ;MASC;SG
future	futuro	futur	futuro	ADJ;FEM;SG	N;MASC;SG
future	future	futur	future	ADJ;FEM;SG	N;MASC;SG
future	futuras	futur	futuro	ADJ;FEM;SG	ADJ;FEM;PL
future	futuros	futur	futuro	ADJ;FEM;SG	ADJ;MASC;PL
future	futura	futur	futuro	ADJ;FEM;SG	N;FEM;SG
danois	dinamarquesa	danois	dinamarquesa	ADJ;MASC;SG	N;FEM;SG
danois	dinamarqueses	danois	dinamarquês	ADJ;MASC;SG	N;MASC;PL
danois	dinamarquês	danois	dinamarquês	ADJ;MASC;SG	N;MASC;SG
danois	dane	danois	dane	ADJ;MASC;SG	V;SBJV;SG;3;PRS;FIN
danois	dinamarqueses	danois	dinamarquês	ADJ;MASC;SG	N;MASC;PL
montrer	espetáculo	montrer	espetáculo	V;NFIN	N;MASC;SG
montrer	show	montrer	show	V;NFIN	N;MASC;SG
conférences	conferencia	conférence	conferenciar	N;FEM;PL	N;FEM;SG
conférences	conferência	conférence	conferência	N;FEM;PL	N;FEM;SG
paramètres	configuração	paramètre	configuração	N;MASC;PL	N;FEM;SG
actualité	novidades	actualité	novidade	N;FEM;SG	N;FEM;PL
actualité	noticias	actualité	noticia	N;FEM;SG	N;FEM;PL
actualité	notícias	actualité	notícia	N;FEM;SG	N;FEM;PL
aube	alvorada	aube	alvorada	N;FEM;SG	V;FEM;SG;V.PTCP
logements	alojamento	logement	alojamento	N;MASC;PL	N;MASC;SG
mariée	noiva	marier	noiva	V;FEM;SG;PST;V.PTCP	N;FEM;SG
mariée	casada	marier	casado	V;FEM;SG;PST;V.PTCP	N;FEM;SG
mariée	casado	marier	casado	V;FEM;SG;PST;V.PTCP	N;MASC;SG
mariée	casados	marier	casado	V;FEM;SG;PST;V.PTCP	N;MASC;PL
meuse	meuse	meuse	meu	N;FEM;SG	V;IND;SG;3;PRS;FIN
billy	billy	billy	billy	PROPN	N;MASC;SG
suffisamment	suficiente	suffisamment	suficiente	ADV	ADJ;MASC;SG
suffisamment	chega	suffisamment	chegar	ADV	V;IND;SG;3;PRS;FIN
suffisamment	suficiente	suffisamment	suficiente	ADV	ADJ;MASC;SG
suffisamment	suficientes	suffisamment	suficiente	ADV	ADJ;MASC;PL
poser	pose	poser	pose	V;NFIN	N;FEM;SG
traditionnel	tradicionais	traditionnel	tradicional	ADJ;MASC;SG	ADJ;MASC;PL
suprême	supremo	suprême	supremo	ADJ;MASC;SG	N;MASC;SG
suprême	suprema	suprême	supremo	ADJ;MASC;SG	N;FEM;SG
musulmans	muçulmano	musulman	muçulmano	N;MASC;PL	N;MASC;SG
musulmans	muçulmana	musulman	muçulmano	N;MASC;PL	N;FEM;SG
ain	ain	ain	ain	PROPN	N;MASC;SG
autorisation	autorizações	autorisation	autorização	N;FEM;SG	N;FEM;PL
échanges	intercâmbio	échange	intercâmbio	N;MASC;PL	N;MASC;SG
procédé	processo	procéder	processo	V;MASC;SG;PST;V.PTCP	N;MASC;SG
séjour	ficar	séjour	ficar	N;MASC;SG	V;NFIN
séjour	fica	séjour	ficar	N;MASC;SG	V;IND;SG;3;PRS;FIN
séjour	fique	séjour	ficar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
andy	andy	andy	andy	PROPN	N;MASC;SG
gordon	gordon	gordon	gordon	PROPN	N;MASC;SG
graphique	gráfico	graphique	gráfico	ADJ;MASC;SG	N;MASC;SG
graphique	grafo	graphique	grafo	ADJ;MASC;SG	N;MASC;SG
graphique	gráfica	graphique	gráfico	ADJ;MASC;SG	N;FEM;SG
graphique	gráfico	graphique	gráfico	ADJ;MASC;SG	N;MASC;SG
graphique	gráficos	graphique	gráfico	ADJ;MASC;SG	N;MASC;PL
graphique	tabela	graphique	tabela	ADJ;MASC;SG	N;FEM;SG
graphique	gráfico	graphique	gráfico	ADJ;MASC;SG	N;MASC;SG
graphique	gráficos	graphique	gráfico	ADJ;MASC;SG	N;MASC;PL
repose	repouso	reposer	repouso	V;IND;SG;3;PRS;FIN	N;MASC;SG
repose	resto	reposer	resto	V;IND;SG;3;PRS;FIN	N;MASC;SG
repose	descanse	reposer	descanse	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
repose	descanso	reposer	descanso	V;IND;SG;3;PRS;FIN	N;MASC;SG
nick	nick	nick	nick	PROPN	N;MASC;SG
surprise	surpreenda	surprise	surpreenda	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
surprise	surpreendida	surprise	surpreender	N;FEM;SG	V;FEM;SG;V.PTCP
surprise	surpresos	surprise	surpreso	N;FEM;SG	V;MASC;PL;V.PTCP
surprise	surpreendido	surprise	surpreender	N;FEM;SG	V;MASC;SG;V.PTCP
surprise	surpreso	surprise	surpreso	N;FEM;SG	ADJ;MASC;SG
juif	judeu	juif	judeu	ADJ;MASC;SG	N;MASC;SG
juif	judaica	juif	judaica	ADJ;MASC;SG	N;FEM;SG
juif	judeus	juif	judeu	ADJ;MASC;SG	N;MASC;PL
juif	judia	juif	judia	ADJ;MASC;SG	N;FEM;SG
juif	judeu	juif	judeu	ADJ;MASC;SG	N;MASC;SG
juif	judaico	juif	judaico	ADJ;MASC;SG	N;MASC;SG
juif	juif	juif	juif	ADJ;MASC;SG	N;MASC;SG
efficace	eficientes	efficace	eficiente	ADJ;MASC;SG	ADJ;MASC;PL
efficace	eficazes	efficace	eficaz	ADJ;MASC;SG	ADJ;FEM;PL
bulgarie	bulgaria	bulgarie	bulgaria	ADJ;FEM;SG	N;FEM;SG
bulgarie	bulgária	bulgarie	bulgário	ADJ;FEM;SG	N;FEM;SG
grecs	grega	grec	grego	N;MASC;PL	N;FEM;SG
grecs	grécia	grec	grécia	N;MASC;PL	N;FEM;SG
grecs	grego	grec	grego	N;MASC;PL	N;MASC;SG
contes	tales	conte	tale	N;MASC;PL	N;MASC;SG
longs	longa	long	longo	ADJ;MASC;PL	ADJ;FEM;SG
longs	longo	long	longo	ADJ;MASC;PL	ADV
longs	comprido	long	comprido	ADJ;MASC;PL	N;MASC;SG
longs	long	long	long	ADJ;MASC;PL	N;MASC;SG
votes	votação	vote	votação	N;MASC;PL	N;FEM;SG
votes	vota	vote	vota	N;MASC;PL	V;IND;SG;3;PRS;FIN
supplémentaires	adicional	supplémentaire	adicional	ADJ;MASC;PL	ADJ;MASC;SG
supplémentaires	figurante	supplémentaire	figurante	ADJ;MASC;PL	N;MASC;SG
supplémentaires	extra	supplémentaire	extra	ADJ;MASC;PL	N;MASC;SG
financière	financeira	financier	financeiro	ADJ;FEM;SG	N;FEM;SG
favorable	favoráveis	favorable	favorável	ADJ;MASC;SG	ADJ;MASC;PL
favorable	favoráveis	favorable	favorável	ADJ;MASC;SG	ADJ;MASC;PL
baroque	barroca	baroque	barroca	ADJ;MASC;SG	N;FEM;SG
baroque	barroco	baroque	barroco	ADJ;MASC;SG	N;MASC;SG
will	will	will	will	PROPN	N;MASC;SG
will	vontade	will	vontade	PROPN	N;FEM;SG
tournois	torneio	tournoi	torneio	N;MASC;PL	N;MASC;SG
gagné	gagné	gagner	gagné	V;MASC;SG;PST;V.PTCP	N;MASC;SG
gagné	won	gagner	won	V;MASC;SG;PST;V.PTCP	N;MASC;SG
ateliers	workshop	atelier	workshop	N;MASC;PL	N;MASC;SG
ateliers	oficina	atelier	oficina	N;MASC;PL	N;FEM;SG
ateliers	ateliê	atelier	ateliê	N;MASC;PL	N;MASC;SG
xviiie	xviiie	xviiie	xviiie	ADJ;MASC;SG	N;MASC;SG
xviiie	eighteenth	xviiie	eighteenth	ADJ;MASC;SG	N;MASC;SG
den	den	den	den	PROPN	N;MASC;SG
venezuela	venezuela	venezuela	venezuela	PROPN	N;FEM;SG
triple	tripla	triple	tripla	ADJ;MASC;SG	N;FEM;SG
triple	triplo	triple	triplo	ADJ;MASC;SG	N;MASC;SG
triple	triple	triple	triple	ADJ;MASC;SG	N;MASC;SG
triple	triplicar	triple	triplicar	ADJ;MASC;SG	V;NFIN
vécu	morava	vivre	morar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
vécu	vivia	vivre	viver	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
créés	criada	créer	criar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
créés	criado	créer	criar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
créés	criou	créer	criar	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
influencé	influenciados	influencer	influenciar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
vacances	feriado	vacance	feriado	N;FEM;PL	N;MASC;SG
treize	treize	treize	treize	NUM	N;MASC;SG
treize	thirteen	treize	thirteen	NUM	N;MASC;SG
démographique	demográfica	démographique	demográfica	ADJ;MASC;SG	N;FEM;SG
démographique	demográfico	démographique	demográfico	ADJ;MASC;SG	N;MASC;SG
démographique	demográficas	démographique	demográfico	ADJ;MASC;SG	N;FEM;PL
reconstruction	reconstruir	reconstruction	reconstruir	N;FEM;SG	V;NFIN
columbia	colúmbia	columbia	colúmbia	PROPN	N;FEM;SG
columbia	columbia	columbia	columbia	PROPN	N;FEM;SG
columbia	colômbia	columbia	colômbia	PROPN	N;FEM;SG
bons	boa	bon	bom	ADJ;MASC;PL	ADJ;FEM;SG
bons	bom	bon	bom	ADJ;MASC;PL	ADJ;MASC;SG
bons	vales	bon	vale	ADJ;MASC;PL	N;MASC;PL
choisir	escolha	choisir	escolha	V;NFIN	N;FEM;SG
reliant	conexão	relier	conexão	V;PRS;V.PTCP	N;FEM;SG
reliant	reliant	relier	reliant	V;PRS;V.PTCP	N;MASC;SG
spécialisée	especializados	spécialiser	especializar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
spécialisée	especializados	spécialiser	especializar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
global	globais	global	global	ADJ;MASC;SG	ADJ;MASC;PL
bruce	bruce	bruce	bruce	PROPN	N;MASC;SG
consensus	consensos	consensus	consenso	N;MASC;SG	N;MASC;PL
sauvage	wild	sauvage	wild	ADJ;MASC;SG	N;MASC;SG
sauvage	selvagens	sauvage	selvagem	ADJ;MASC;SG	N;MASC;PL
sauvage	savage	sauvage	savage	ADJ;MASC;SG	N;MASC;SG
sauvage	selvagens	sauvage	selvagem	ADJ;MASC;SG	N;MASC;PL
consulté	consultados	consulter	consultar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
optique	óptica	optique	óptica	ADJ;MASC;SG	N;FEM;SG
optique	óptico	optique	óptico	ADJ;MASC;SG	N;MASC;SG
optique	ópticos	optique	óptico	ADJ;MASC;SG	N;MASC;PL
optique	ótica	optique	ótico	ADJ;MASC;SG	N;FEM;SG
optique	óptica	optique	óptica	ADJ;MASC;SG	N;FEM;SG
optique	ótica	optique	ótico	ADJ;MASC;SG	N;FEM;SG
optique	óptico	optique	óptico	ADJ;MASC;SG	N;MASC;SG
fantastique	fantásticas	fantastique	fantástico	ADJ;MASC;SG	ADJ;FEM;PL
accéder	acessos	accéder	acesso	V;NFIN	N;MASC;PL
accéder	acesso	accéder	acesso	V;NFIN	N;MASC;SG
occidental	ocidental	occidental	ocidental	ADJ;MASC;SG	N;FEM;SG
occidental	ocidentais	occidental	ocidental	ADJ;MASC;SG	N;MASC;PL
occidental	western	occidental	western	ADJ;MASC;SG	N;MASC;SG
occidental	oeste	occidental	oeste	ADJ;MASC;SG	N;MASC;SG
navigation	navegar	navigation	navegar	N;FEM;SG	V;NFIN
navigation	navegando	navigation	navegar	N;FEM;SG	V;V.MSDR
augmenter	aumento	augmenter	aumento	V;NFIN	N;MASC;SG
instant	instantânea	instant	instantâneo	N;MASC;SG	ADJ;FEM;SG
instant	instantâneo	instant	instantâneo	N;MASC;SG	ADJ;MASC;SG
instant	instantâneos	instant	instantâneo	N;MASC;SG	ADJ;MASC;PL
pourraient	poderiam	pouvoir	poder	V;COND;PL;3;PRS;FIN	V;COND;PL;3;FIN
pourraient	podia	pouvoir	poder	V;COND;PL;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
pourraient	poderia	pouvoir	poder	V;COND;PL;3;PRS;FIN	V;COND;SG;3;FIN
pourraient	podiam	pouvoir	poder	V;COND;PL;3;PRS;FIN	V;IND;PL;3;IPFV;FIN
voyages	viajar	voyage	viajar	N;MASC;PL	V;NFIN
voyages	viagem	voyage	viagem	N;MASC;PL	N;FEM;SG
voyages	viaje	voyage	viaje	N;MASC;PL	V;SBJV;SG;3;PRS;FIN
voyages	viaja	voyage	viajar	N;MASC;PL	V;IND;SG;3;PRS;FIN
phare	farol	phare	farol	ADJ;MASC;SG	N;MASC;SG
initial	iniciais	initial	inicial	ADJ;MASC;SG	N;MASC;PL
différente	diferentes	différent	diferente	ADJ;FEM;SG	ADJ;MASC;PL
revenus	receita	revenu	receita	N;MASC;PL	N;FEM;SG
revenus	renda	revenu	renda	N;MASC;PL	N;FEM;SG
revenus	rendimento	revenu	rendimento	N;MASC;PL	N;MASC;SG
désert	desertas	désert	deserto	N;MASC;SG	N;FEM;PL
désert	desertos	désert	deserto	N;MASC;SG	N;MASC;PL
musiques	music	musique	music	N;FEM;PL	N;MASC;SG
musiques	música	musique	música	N;FEM;PL	N;FEM;SG
musiques	musica	musique	musica	N;FEM;PL	N;FEM;SG
naturels	naturais	naturel	natural	ADJ;MASC;PL	N;MASC;PL
naturels	natural	naturel	natural	ADJ;MASC;PL	ADJ;MASC;SG
ibn	ibn	ibn	ibn	PROPN	PROPN;MASC;SG
nam	nam	nam	nam	PROPN	N;MASC;SG
enseignant	professoras	enseignant	professora	N;MASC;SG	N;FEM;PL
enseignant	professores	enseignant	professor	N;MASC;SG	N;MASC;PL
signes	sinalização	signe	sinalização	N;MASC;PL	N;FEM;SG
territoriale	territoriais	territorial	territorial	ADJ;FEM;SG	N;MASC;PL
pedro	pedro	pedro	pedro	PROPN	N;MASC;SG
dépôt	depositar	dépôt	depositar	N;MASC;SG	V;NFIN
exactement	exatos	exactement	exato	ADV	N;MASC;PL
exactement	exato	exactement	exato	ADV	N;MASC;SG
exactement	exata	exactement	exato	ADV	ADJ;FEM;SG
exactement	exatas	exactement	exato	ADV	N;FEM;PL
marquée	marcadas	marquer	marcar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
marquée	marcados	marquer	marcar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
tunis	tunes	tunir	tune	PROPN	N;MASC;SG
laura	laura	laurer	laura	PROPN	N;FEM;SG
augustin	agostinho	augustin	agostinho	PROPN	N;MASC;SG
augustin	augustine	augustin	augustine	PROPN	N;MASC;SG
augustin	augustin	augustin	augustin	PROPN	N;MASC;SG
peint	pintadas	peindre	pintar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
peint	pintados	peindre	pintar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
littéraires	literária	littéraire	literária	ADJ;MASC;PL	ADJ;FEM;SG
littéraires	literários	littéraire	literário	ADJ;MASC;PL	N;MASC;PL
littéraires	literário	littéraire	literário	ADJ;MASC;PL	ADJ;MASC;SG
froid	frio	froid	frio	ADJ;MASC;SG	N;MASC;SG
froid	cold	froid	cold	ADJ;MASC;SG	N;MASC;SG
froid	frios	froid	frio	ADJ;MASC;SG	N;MASC;PL
froid	fria	froid	fria	ADJ;MASC;SG	N;FEM;SG
not	não	not	não	PRO;SG;3	INTJ
flandre	flandre	flandre	flandre	PROPN	N;MASC;SG
flandre	flandres	flandre	flandre	PROPN	N;MASC;SG
flandre	flanders	flandre	flander	PROPN	N;MASC;SG
alexis	alexis	alexis	alexi	PROPN	N;MASC;SG
allen	allen	allen	allen	PROPN	N;MASC;SG
responsables	responsável	responsable	responsável	ADJ;MASC;PL	ADJ;MASC;SG
riches	rico	riche	rico	ADJ;MASC;PL	ADJ;MASC;SG
riches	ricos	riche	rico	ADJ;MASC;PL	N;MASC;PL
riches	rich	riche	rich	ADJ;MASC;PL	N;MASC;SG
riches	rica	riche	rico	ADJ;MASC;PL	ADJ;FEM;SG
riches	ricos	riche	rico	ADJ;MASC;PL	N;MASC;PL
pékin	beijing	pékin	beijing	PROPN	N;MASC;SG
pékin	pequim	pékin	pequim	PROPN	N;MASC;SG
pékin	pequim	pékin	pequim	PROPN	N;MASC;SG
retrouvé	encontrados	retrouver	encontrar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
retrouvé	achado	retrouver	achado	V;MASC;SG;PST;V.PTCP	N;MASC;SG
retrouvé	encontraram	retrouver	encontrar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
retrouvé	recuperaram	retrouver	recuperar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
couche	fraldas	couche	fralda	N;FEM;SG	N;FEM;PL
fortune	fortunas	fortune	fortuna	N;FEM;SG	N;FEM;PL
châteaux	châteaux	château	châteaux	N;MASC;PL	N;FEM;SG
autonomie	autónomo	autonomie	autónomo	N;FEM;SG	ADJ;MASC;SG
autonomie	autônoma	autonomie	autônomo	N;FEM;SG	ADJ;FEM;SG
expansion	expandindo	expansion	expandir	N;FEM;SG	V;V.MSDR
dizaine	dúzias	dizaine	dúzia	N;FEM;SG	N;FEM;PL
partielle	parciais	partiel	parcial	ADJ;FEM;SG	ADJ;MASC;PL
dragons	dragão	dragon	dragão	N;MASC;PL	N;MASC;SG
dragons	dragon	dragon	dragon	N;MASC;PL	N;MASC;SG
dragons	dragons	dragon	dragom	N;MASC;PL	N;MASC;SG
giuseppe	giuseppe	giuseppe	giuseppe	PROPN	N;MASC;SG
provisoire	interino	provisoire	interino	ADJ;MASC;SG	N;MASC;SG
provisoire	provisório	provisoire	provisório	ADJ;MASC;SG	N;MASC;SG
provisoire	intercalar	provisoire	intercalar	ADJ;MASC;SG	V;NFIN
provisoire	temporários	provisoire	temporário	ADJ;MASC;SG	N;MASC;PL
provisoire	temporariamente	provisoire	temporariamente	ADJ;MASC;SG	ADV
provisoire	temporárias	provisoire	temporário	ADJ;MASC;SG	ADJ;FEM;PL
provisoire	provisório	provisoire	provisório	ADJ;MASC;SG	N;MASC;SG
provisoire	provisórias	provisoire	provisório	ADJ;MASC;SG	ADJ;FEM;PL
provisoire	provisória	provisoire	provisório	ADJ;MASC;SG	N;FEM;SG
