til	za	til	za	ADV	
forklaring	razlage	forklaring	razlaga	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forklaring	obrazložitve	forklaring	obrazložitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
forklaring	pojasnila	forklaring	pojasnilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
book	knjigo	book	knjiga	V;IMP	N;ACC;FEM;SG
book	knjiga	book	knjiga	V;IMP	N;NOM;FEM;SG
hot	vroče	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
hot	vroč	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
hot	vroča	hot	vroč	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
ellen	ellen	ellen	ellen		PROPN;NOM;FEM;SG
off	off	off	off		N;NOM;MASC;SG
off	izklop	off	izklop		N;NOM;MASC;SG
aktivt	dejavno	aktiv	dejavno	ADJ;INDF;NEUT;SG	ADV
aktivt	aktivni	aktiv	aktiven	ADJ;INDF;NEUT;SG	ADJ;NOM;MASC;PL
aktivt	aktivno	aktiv	aktivno	ADJ;INDF;NEUT;SG	ADV
aktivt	dejavno	aktiv	dejavno	ADJ;INDF;NEUT;SG	ADV
aktivt	aktivno	aktiv	aktivno	ADJ;INDF;NEUT;SG	ADV
jimmy	jimmy	jimmy	jimmy		PROPN;NOM;MASC;SG
given	dano	give	dan	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
given	danih	give	dan	N;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
akademi	akademije	akademi	akademija	N;INDF;NEUT;SG	N;NOM;FEM;PL
academy	akademije	academy	akademija	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
marine	mornariška	marine	mornariški	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
marine	mornariški	marine	mornariški	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
marine	mornarice	marine	mornarica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
marine	morskih	marine	morski	N;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
marine	marine	marine	marin	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
marine	morsko	marine	morski	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
kristensen	kristensen	kristens	kristensen	PROPN	ADJ;NOM;INDF;MASC;SG
bund	spodaj	bund	spodaj	N;INDF;MASC+FEM;SG	ADV
omdøbt	preimenovali	omdøbe	preimenovati	V;INDF;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
solo	solo	solo	solo		N;NOM;MASC;SG
skiftet	spremenjen	skift	spremenjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
skiftet	spremenjeno	skift	spremenjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
stillehavet	pacific	stillehavet	pacifica	N;DEF;NEUT;SG	
detaljer	podrobnost	detalje	podrobnost	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
tegner	risba	tegne	risba	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
tegner	risanje	tegne	risanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
rester	ostanek	rest	ostanek	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
sjældne	redko	sjælden	redko	ADJ;PL	ADV
fanget	ujeta	fange	ujeti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fanget	ujet	fange	ujet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fanget	ujete	fange	ujeti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
fanget	ujeta	fange	ujeti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fanget	ujeli	fange	ujeti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
fanget	ujet	fange	ujet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
fanget	ujeli	fange	ujeti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
fanget	ujeta	fange	ujeti	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fanget	ujet	fange	ujet	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
redde	prihranek	redde	prihranek	V;NFIN;ACT	N;NOM;MASC;SG
redde	reševanje	redde	reševanje	V;NFIN;ACT	N;NOM;NEUT;SG
redde	varčevanje	redde	varčevanje	V;NFIN;ACT	N;NOM;NEUT;SG
redde	shranjevanje	redde	shranjevanje	V;NFIN;ACT	N;NOM;NEUT;SG
redde	reševalna	redde	reševalen	V;NFIN;ACT	ADJ;NOM;FEM;SG
redde	reševanje	redde	reševanje	V;NFIN;ACT	N;NOM;NEUT;SG
nævner	omenjen	nævne	omenjen	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
nævner	omembe	nævne	omemba	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
nævner	imenovalec	nævne	imenovalec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
nævner	omenjen	nævne	omenjen	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
sven	sven	sven	sven		PROPN;NOM;MASC;SG
analyse	analize	analyse	analiza	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
landskab	pokrajine	landskab	pokrajina	N;INDF;NEUT;SG	N;NOM;FEM;PL
flygte	pobeg	flygte	pobeg	V;NFIN;ACT	N;NOM;MASC;SG
flygte	beg	flygte	beg	V;NFIN;ACT	N;NOM;MASC;SG
kant	meje	kant	meja	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
boys	fantje	boys	fant		N;NOM;MASC;PL
boys	dečki	boys	deček		N;NOM;MASC;PL
boys	fanta	boys	fant		N;ACC;MASC;SG
hvidt	bel	hvid	bel	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
hvidt	belo	hvid	bel	ADJ;INDF;NEUT;SG	ADV
hvidt	beli	hvid	bel	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
hvidt	bele	hvid	bel	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
trækker	vlečenje	trække	vlečenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
nicolas	nicolas	nicolas	nicolas		PROPN;NOM;MASC;SG
udvikler	razvijalec	udvikel	razvijalec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
dead	mrtev	dead	mrtev		ADJ;NOM;INDF;MASC;SG
tvang	prisiljeni	tvinge	prisiljen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
tvang	prisilil	tvinge	prisiliti	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP
tvang	prisiljen	tvinge	prisiljen	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
tvang	prisiljena	tvinge	prisiljen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
tvang	prisilno	tvinge	prisilno	N;INDF;MASC+FEM;SG	ADV
tvang	prisile	tvinge	prisiti	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tvang	prisile	tvinge	prisiti	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
tøj	obleke	tøj	obleka	N;INDF;NEUT;SG	N;NOM;FEM;PL
tøj	oblačil	tøj	oblačilo	N;INDF;NEUT;SG	N;GEN;NEUT;PL
tøj	oblačila	tøj	oblačilo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
tøj	obleke	tøj	obleka	N;INDF;NEUT;SG	N;NOM;FEM;PL
tøj	oblačila	tøj	oblačilo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
navngivet	poimenovana	navngivet	poimenovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
boy	poba	boy	poba		N;NOM;MASC;SG
boy	deček	boy	deček		N;NOM;MASC;SG
boy	fant	boy	fant		N;NOM;MASC;SG
boy	fantek	boy	fantek		N;NOM;MASC;SG
offentligheden	javna	offentlighed	javen	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
offentligheden	javno	offentlighed	javno	N;DEF;MASC+FEM;SG	ADV
prag	praga	prag	praga	PROPN	N;NOM;MASC;SG
prag	pragi	prag	praga	PROPN	PROPN;NOM;MASC;SG
prag	prage	prag	praga	PROPN	N;GEN;FEM;SG
grå	gray	grå	gray	ADJ;INDF;SG	
grå	sivi	grå	siv	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
grå	sive	grå	siv	ADJ;INDF;SG	ADJ;NOM;FEM;PL
grå	sivi	grå	siv	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
grå	grey	grå	grey	ADJ;INDF;SG	
wwf	wwf	wwf	wwf	PROPN	PROPN;NOM;MASC;SG
leveret	oddana	levere	oddan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
leveret	dostavljeno	levere	dostavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
plader	lista	plade	list	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
plader	list	plade	list	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
plader	evidenca	plade	evidenca	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
plader	plošča	plade	plošča	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
plader	krožnik	plade	krožnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
plader	tablica	plade	tablica	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
rio	rio	rio	rio		PROPN;NOM;MASC;SG
hilsen	pozdravljeni	hilse	pozdravljen	N;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
hilsen	pozdrave	hilse	pozdrav	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
jersey	dres	jersey	dres		N;NOM;MASC;SG
jersey	jersey	jersey	jersey		PROPN;NOM;MASC;SG
vestre	vestre	vestre	vestra	ADJ	N;ACC;MASC;PL
forud	predhodna	forud	predhoden	ADV	ADJ;NOM;FEM;SG
temperatur	temperature	temperatur	temperatura	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
offensiv	žaljivo	offensiv	žaljiv	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
serbien	srbije	serbi	srbeti	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
bære	medo	bære	meda	V;NFIN;ACT	N;NOM;MASC;SG
bære	medvedka	bære	medvedek	V;NFIN;ACT	N;ACC;MASC;SG
bære	medvedje	bære	medvedje	V;NFIN;ACT	N;NOM;MASC;PL
bære	medved	bære	medved	V;NFIN;ACT	N;NOM;MASC;SG
bære	medvedek	bære	medvedek	V;NFIN;ACT	N;NOM;MASC;SG
rig	bogato	rig	bogato	ADJ;INDF;MASC+FEM;SG	ADV
rig	bogati	rig	bogat	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
rig	rich	rig	rich	ADJ;INDF;MASC+FEM;SG	
global	globalno	global	globalen	ADJ;INDF;MASC+FEM;SG	ADV
varianter	varianta	variant	variant	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
varianter	različica	variant	različica	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
queen	kraljico	que	kraljica		N;ACC;FEM;SG
queen	queen	que	queen		
queen	kraljica	que	kraljica		N;NOM;FEM;SG
andel	deli	andel	del	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
andel	delimo	andel	deliti	N;INDF;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
andel	delim	andel	del	N;INDF;MASC+FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
horn	rogovi	horn	rog	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
horn	rogov	horn	rog	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
horn	rogove	horn	rog	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL
horn	horn	horn	horen	N;INDF;MASC+FEM;SG	
foregående	predhodno	foregående	predhodno	ADJ	ADV
liberale	liberalcev	liberal	liberalec	ADJ;PL	N;GEN;MASC;PL
liberale	liberalci	liberal	liberalec	ADJ;PL	N;NOM;MASC;PL
liberale	liberalni	liberal	liberalen	ADJ;PL	ADJ;NOM;MASC;SG
göteborg	göteborgu	göteborg	güteborg		N;DAT;MASC;SG
henri	henri	henri	hener		PROPN;NOM;MASC;SG
trommeslager	bobnar	trommeslag	bobnar	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
amalie	amalie	amalie	amalie		PROPN;NOM;MASC;SG
pres	pritisni	pres	pritisniti	N;INDF;NEUT;SG	V;PFV;IND;SG;2;FIN
pres	pres	pres	pres	N;INDF;NEUT;SG	
pres	pritiski	pres	pritisk	N;INDF;NEUT;SG	N;NOM;MASC;PL
tilgængelige	razpoložljivi	tilgængelig	razpoložljiv	ADJ;PL	ADJ;NOM;MASC;SG
tilgængelige	razpoložljiva	tilgængelig	razpoložljiv	ADJ;PL	ADJ;NOM;FEM;SG
tilgængelige	dostopna	tilgængelig	dostopen	ADJ;PL	ADJ;NOM;FEM;SG
tilgængelige	dostopno	tilgængelig	dostopen	ADJ;PL	ADJ;NOM;NEUT;SG
tilgængelige	dostopen	tilgængelig	dostopen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
deutsche	deutsche	deutsche	deutsch	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skotsk	škotov	skotsk	škot	ADJ;INDF;SG	N;GEN;MASC;SG
skotsk	škotske	skotsk	škotski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
skotsk	škotski	skotsk	škotski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
manuel	manuel	manuel	manuel		N;NOM;MASC;SG
manuel	ročni	manuel	ročen		ADJ;NOM;MASC;SG
manuel	ročna	manuel	ročen		ADJ;NOM;FEM;SG
manuel	priročnik	manuel	priročnik		N;NOM;MASC;SG
manuel	ročno	manuel	ročen		ADV
tilsammen	kombinirano	tilsammen	kombiniran	ADV	ADJ;NOM;NEUT;SG;V.PTCP
tilsammen	kombinirana	tilsammen	kombiniran	ADV	ADJ;NOM;FEM;SG;V.PTCP
akademiet	akademije	akademium	akademija	N;DEF;NEUT;SG	N;NOM;FEM;PL
krydser	prečkanje	krydse	prečkanje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
krydser	prehod	krydse	prehod	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
krydser	križec	krydse	križec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
krydser	navzkrižna	krydse	navzkrižen	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
krydser	križ	krydse	križ	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
krydser	cross	krydse	cross	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
krydser	navzkrižno	krydse	navzkrižno	V;IND;PRS;FIN;ACT	ADV
krydser	križarka	krydse	križarka	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
bjergene	gorovje	bjerg	gorovje	N;DEF;NEUT;PL	N;NOM;NEUT;SG
jacques	jacques	jacque	jacques		N;NOM;MASC;SG
carlos	carlos	carlos	carlos		PROPN;NOM;MASC;SG
alvorligt	resne	alvorligt	resen	ADV	ADJ;NOM;FEM;PL
alvorligt	resna	alvorligt	resen	ADV	ADJ;NOM;FEM;SG
alvorligt	resni	alvorligt	resen	ADV	ADJ;NOM;MASC;PL
alvorligt	hude	alvorligt	hud	ADV	ADJ;NOM;FEM;PL
alvorligt	hudi	alvorligt	hud	ADV	ADJ;NOM;MASC;SG
alvorligt	huda	alvorligt	hud	ADV	ADJ;NOM;FEM;SG
boliger	ohišje	bolig	ohišje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
boliger	nastanitev	bolig	nastanitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
fritz	fritz	fritz	fritz		N;NOM;MASC;SG
lån	posojilo	lån	posojilo	N;INDF;NEUT;PL	N;NOM;NEUT;SG
non	non	non	non		
østersøen	baltskem	østersøen	baltski	N;DEF;MASC+FEM;SG	ADJ;DAT;MASC;SG
ulrik	ulrik	ulrik	ulrik	PROPN	N;NOM;MASC;SG
centralt	centralne	centralt	centralen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
centralt	osrednji	centralt	osrednji	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
centralt	centralni	centralt	centralen	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
grønlands	grenlandijo	grønlands	grenlandija	N;GEN;INDF;MASC+FEM;SG	N;ACC;FEM;SG
grønlands	grenlandije	grønlands	grenlandija	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;PL
josef	joseph	josef	joseph	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
josef	josef	josef	josef	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
fællesskab	skupnosti	fællesskab	skupnost	N;INDF;NEUT;SG	N;GEN;FEM;PL
riga	riga	riga	riga		PROPN;NOM;MASC;SG
mærke	znamka	mærke	znamka	V;NFIN;ACT	N;NOM;FEM;SG
mærke	oznaka	mærke	oznakati	V;NFIN;ACT	N;NOM;FEM;SG
mærke	nalepka	mærke	nalepka	V;NFIN;ACT	N;NOM;FEM;SG
mærke	oznaka	mærke	oznakati	V;NFIN;ACT	N;NOM;FEM;SG
mærke	mark	mærke	marka	V;NFIN;ACT	N;GEN;FEM;PL
døtre	hčera	døn	hčera	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
døtre	hčerki	døn	hčerka	N;INDF;MASC+FEM;PL	N;NOM;FEM;DU
højst	večina	højst	večina	ADV	N;NOM;FEM;SG
højst	večini	højst	večina	ADV	N;DAT;FEM;SG
højst	največ	højst	največ	ADV	DET
krone	glav	krone	glav	N;INDF;MASC+FEM;SG	N;GEN;FEM;PL
trin	stopnice	trin	stopnica	N;INDF;NEUT;SG	N;NOM;FEM;PL
trin	koraki	trin	korak	N;INDF;NEUT;SG	N;NOM;MASC;PL
vers	kitic	vers	kitica	N;INDF;NEUT;SG	N;GEN;FEM;PL
kredsløb	vezij	kredsløb	vezij	N;INDF;NEUT;SG	N;GEN;FEM;PL
english	angleško	english	angleško		ADV
english	angleščina	english	angleščina		N;NOM;FEM;SG
english	angleži	english	anglež		N;NOM;MASC;PL
english	angleški	english	angleški		ADJ;NOM;MASC;SG
mortensen	mortensen	mortensen	mortensen	PROPN	ADJ;NOM;INDF;MASC;SG
bolig	ohišja	bolig	ohišje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
bolig	nastanitve	bolig	nastanitev	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
noteret	zabeležena	notere	zabeležen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
noteret	zabeleženo	notere	zabeležen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beskyttet	zaščiteno	beskytte	zaščiten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beskyttet	zaščitena	beskytte	zaščiten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
beskyttet	zaščiteni	beskytte	zaščiten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
beskyttet	zaščiten	beskytte	zaščiten	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
berg	berg	berg	berg		N;NOM;MASC;SG
israelske	izraelsko	israelsk	izraelski	ADJ;PL	ADJ;NOM;NEUT;SG
israelske	izraelska	israelsk	izraelski	ADJ;PL	ADJ;NOM;FEM;SG
israelske	izraelski	israelsk	izraelski	ADJ;PL	ADJ;NOM;MASC;SG
orange	oranžno	orange	oranžen	ADJ	ADV
orange	pomaranča	orange	pomaranča	ADJ	N;NOM;FEM;SG
besøgende	obiskovalce	besøge	obiskovalec	V;PRS;V.PTCP	N;ACC;MASC;PL
besøgende	obiskovalci	besøge	obiskovalec	V;PRS;V.PTCP	N;NOM;MASC;PL
besøgende	obiskovalec	besøge	obiskovalec	V;PRS;V.PTCP	N;NOM;MASC;SG
køn	lepa	køn	lep	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
skotske	škotsko	skotsk	škotski	ADJ;PL	ADJ;NOM;NEUT;SG
skotske	škotski	skotsk	škotski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
skotske	škotska	skotsk	škotski	ADJ;PL	ADJ;NOM;FEM;SG
euro	eurov	euro	eurov	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
euro	evrov	euro	evro	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
floder	rek	flode	reka	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
svenska	svenska	svenska	svenski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
religiøs	verske	religiøs	verski	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
sky	sky	sky	sky		
sky	nebo	sky	nebo		N;NOM;NEUT;SG
sky	oblak	sky	oblak		N;NOM;MASC;SG
sky	cloud	sky	cloud		N;NOM;MASC;SG
lejligheder	flats	lejlighed	flats	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
overgang	prehodno	overgang	prehodno	N;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
tillader	dovoljenje	tillade	dovoljenje	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
beijing	peking	beijing	peking		N;NOM;MASC;SG
beijing	pekingu	beijing	peking		N;DAT;MASC;SG
rene	rené	ren	rené	ADJ;PL	PROPN;NOM;MASC;SG
rene	rene	ren	rena	ADJ;PL	PROPN;NOM;MASC;SG
rene	čisti	ren	čist	ADJ;PL	ADJ;NOM;DEF;MASC;SG
rene	čist	ren	čist	ADJ;PL	
rene	čista	ren	čist	ADJ;PL	ADJ;NOM;FEM;SG
rene	cist	ren	cist	ADJ;PL	
rene	čist	ren	čist	ADJ;PL	
tennessee	tennessee	tennesse	tennesse	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
alvorlige	resna	alvorlig	resen	ADJ;PL	ADJ;NOM;FEM;SG
alvorlige	resno	alvorlig	resno	ADJ;PL	ADV
alvorlige	hudi	alvorlig	hud	ADJ;PL	ADJ;NOM;MASC;SG
alvorlige	hudo	alvorlig	hudo	ADJ;PL	ADV
alvorlige	huda	alvorlig	hud	ADJ;PL	ADJ;NOM;FEM;SG
begyndelse	začetki	begyndelse	začetek	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
guild	ceha	guild	ceha		N;NOM;MASC;SG
skandinavien	skandinaviji	skandinavien	skandinavija		N;NOM;FEM;SG
skandinavien	skandinavske	skandinavien	skandinavski		ADJ;NOM;FEM;PL
kaj	pomolu	kaj	pomol	PROPN	N;DAT;MASC;SG
kaj	pomol	kaj	pomol	PROPN	N;NOM;MASC;SG
tidende	journal	tidende	journati	V;PRS;V.PTCP	N;NOM;MASC;SG
tidende	dnevnik	tidende	dnevnik	V;PRS;V.PTCP	N;NOM;MASC;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	
action	dejanja	action	dejanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
story	zgodba	story	zgodba		N;NOM;FEM;SG
story	zgodbo	story	zgodba		N;ACC;FEM;SG
tommy	tomi	tommy	tom		N;NOM;MASC;SG
tommy	tommy	tommy	tommy		
skridt	stopnice	skridt	stopnica	N;INDF;NEUT;SG	N;NOM;FEM;PL
skridt	koraki	skridt	korak	N;INDF;NEUT;SG	N;NOM;MASC;PL
ble	plenice	ble	plenica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
fredede	zaščiteno	frede	zaščiten	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
fredede	zaščitena	frede	zaščiten	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
fredede	zaščiteni	frede	zaščiten	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
fredede	zaščiten	frede	zaščiten	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
målt	izmerjena	måle	izmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
målt	izmerjene	måle	izmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
målt	izmerjeni	måle	izmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
målt	izmerjeno	måle	izmerjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
målt	merjeno	måle	merjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
revet	raztrgana	rive	raztrgan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
revet	greben	rive	greben	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
revet	čeri	rive	čer	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;PL
agf	agf	agf	agf	PROPN	
bulgarien	bolgarija	bulgarie	bolgarija	PROPN	N;NOM;FEM;SG
bulgarien	bolgarijo	bulgarie	bolgarija	PROPN	N;ACC;FEM;SG
font	pisava	font	pisava		N;NOM;FEM;SG
font	pisave	font	pisava		N;NOM;FEM;PL
følelser	čustvo	følelse	čustvo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
administrativ	upravne	administrativ	upraven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
kemisk	kemikalija	kemisk	kemikalija	ADJ;INDF;SG	N;NOM;FEM;SG
reventlow	reventlow	reventlow	reventlow	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
fattige	bogi	fattig	biti	ADJ;PL	ADJ;NOM;DEF;MASC;SG
fattige	uboga	fattig	ubog	ADJ;PL	ADJ;NOM;FEM;SG
master	mojster	mast	mojster	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
master	učitelj	mast	učitelj	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
heart	srčna	heart	srčen		ADJ;NOM;FEM;SG
heart	srčno	heart	srčno		ADV
heart	srce	heart	srce		N;NOM;NEUT;SG
muslimske	muslimani	muslimsk	musliman	ADJ;PL	N;NOM;MASC;PL
muslimske	musliman	muslimsk	musliman	ADJ;PL	N;NOM;MASC;SG
besatte	obseden	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
besatte	obsedena	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
besatte	obsedeni	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
besatte	zasedeno	besætte	zaseden	V;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
besatte	zasedena	besætte	zaseden	V;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
besatte	obseden	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
besatte	obsedena	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
besatte	obsedeni	besætte	obseden	V;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
nationalt	nacionalna	nationalt	nacionalen	ADV	ADJ;NOM;FEM;SG
nationalt	nacionalno	nationalt	nacionalen	ADV	ADJ;NOM;NEUT;SG
