den	az	den	az	PRO;DEF;MASC+FEM;SG	
åtgärder	fellépés	åtgärd	fellépés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
åtgärder	cselekvési	åtgärd	cselekvési	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
åtgärder	cselekvés	åtgärd	cselekvés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
åtgärder	akció	åtgärd	akció	N;NOM;INDF;MASC+FEM;PL	
åtgärder	intézkedésekre	åtgärd	intézkedés	N;NOM;INDF;MASC+FEM;PL	N;ON+ALL;PL
lima	lima	lima	lima	N;NOM;INDF;MASC+FEM;SG	
charlie	charlie	charlie	charlie	PROPN;NOM	
grader	fokban	grad	fok	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
passerar	tompított	passera	tompított	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
passerar	múló	passera	múló	V;IND;PRS;FIN;ACT	
maryland	maryland	maryland	maryland	PROPN;NOM	
liverpool	liverpool	liverpool	liverpool	PROPN;NOM	N;NOM;SG
force	force	force	force	N;NOM;INDF;MASC+FEM;SG	
salzburg	salzburg	salzburg	salzburg	PROPN;NOM	
gods	árucikkek	god	árucik	N;NOM;INDF;NEUT;SG	N;NOM;PL
gods	áruk	god	ár	N;NOM;INDF;NEUT;SG	N;NOM;PL
gods	javak	god	javak	N;NOM;INDF;NEUT;SG	N;NOM;PL
main	fő	main	fő	PROPN;NOM	
main	main	main	main	PROPN;NOM	
main	főbb	main	fő	PROPN;NOM	ADJ;NOM;CMPR;SG
knappt	alig	knappt	alig	ADV	
knappt	aligha	knappt	aligha	ADV	
knappt	alig	knappt	alig	ADV	
verkställande	végrehajtás	verkställande	végrehajtás	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
verkställande	kivégzés	verkställande	kivégzés	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
verkställande	végrehajtás	verkställande	végrehajtás	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
verkställande	kivitelezés	verkställande	kivitelezés	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
verkställande	végrehajtó	verkställande	végrehajtó	ADJ;NOM;PRS;V.PTCP	
verkställande	ügyvezető	verkställande	ügyvezető	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
sjunger	ének	sjunga	én	V;IND;PRS;FIN;ACT	N;NOM;SG
sjunger	éneklés	sjunga	éneklés	V;IND;PRS;FIN;ACT	N;NOM;SG
elisabet	erzsébet	elisabet	erzse	PROPN;NOM	N;NOM;SG
elisabet	elizabeth	elisabet	elizabeth	PROPN;NOM	
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	
fristående	független	fristående	független	ADJ;NOM;PRS;V.PTCP	
fristående	önálló	fristående	önálló	ADJ;NOM;PRS;V.PTCP	
fristående	függetlenek	fristående	független	ADJ;NOM;PRS;V.PTCP	V;INDF;IND;PL;3;PRS;FIN;ACT
fristående	levált	fristående	levál	ADJ;NOM;PRS;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blommor	virág	blomma	virág	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
blommor	virágot	blomma	virág	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
minsta	minimum	liten	minimum	ADJ;NOM;DEF;RL	
minsta	minimális	liten	minimális	ADJ;NOM;DEF;RL	
minsta	minimálisan	liten	minimális	ADJ;NOM;DEF;RL	
inspelad	rögzített	inspela	rögzített	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
inspelad	regisztrált	inspela	regisztrált	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
inspelad	nyilvántartott	inspela	nyilvántartott	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
behövde	szükséges	behöva	szükséges	V;IND;PST;FIN;ACT	ADJ;NOM;SG
ungerska	magyarul	ungerska	magyar	N;NOM;INDF;MASC+FEM;SG	
ungerska	magyarok	ungerska	magyar	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
ungerska	magyar	ungerska	magyar	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
ungerska	hungarian	ungerska	hungarian	N;NOM;INDF;MASC+FEM;SG	
forest	erdei	forest	erdei	N;NOM;INDF;NEUT;SG	
forest	erdő	forest	erdő	N;NOM;INDF;NEUT;SG	
forest	erdők	forest	erdő	N;NOM;INDF;NEUT;SG	N;NOM;PL
deep	mély	deep	mély	N;NOM;INDF;NEUT;SG	
administratör	admin	administratör	admin	N;NOM;INDF;MASC+FEM;SG	
andrea	andrea	annan	andre	PROPN;NOM	PROPN;NOM;SG
kvinnan	nö	kvinna	nö	N;NOM;DEF;MASC+FEM;SG	
aktuella	áramlat	aktuell	áramlat	ADJ;NOM;PL	N;NOM;SG
aktuella	jelenlegi	aktuell	jelenlegi	ADJ;NOM;PL	
aktuella	aktuális	aktuell	aktuális	ADJ;NOM;PL	ADJ;NOM;SG
konflikt	konfliktusok	konflikt	konfliktus	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
awards	díjak	acard	díj	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
påve	pápa	påve	pápa	PROPN;NOM	
påve	pope	påve	pope	PROPN;NOM	
beskrev	leírt	beskrev	leírt	V;IMP;PST;FIN;ACT	
kennedy	kennedy	kennedy	kennedy	PROPN;NOM	
ulla	ulla	ull	ulla	PROPN;NOM	
ingrid	ingrid	ingrid	ingrid	PROPN;NOM	
maritime	tengeri	maritime	tengeri	N;NOM;MASC+FEM;SG	
maritime	tengerészeti	maritime	tengerészeti	N;NOM;MASC+FEM;SG	ADJ;NOM;SG
marsh	marsh	marsh	marsh	N;NOM;INDF;MASC+FEM;SG	
skogen	erdőben	skog	erdő	N;NOM;DEF;MASC+FEM;SG	N;IN+ESS;SG
skogen	erdő	skog	erdő	N;NOM;DEF;MASC+FEM;SG	
skogen	erdők	skog	erdő	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
skogen	erdei	skog	erdei	N;NOM;DEF;MASC+FEM;SG	
skogen	erdő	skog	erdő	N;NOM;DEF;MASC+FEM;SG	
skogen	erdők	skog	erdő	N;NOM;DEF;MASC+FEM;SG	N;NOM;PL
gränser	határokat	gräns	határ	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
gränser	határokon	gräns	határ	N;NOM;INDF;MASC+FEM;PL	N;ON+ESS;PL
gränser	határokon	gräns	határ	N;NOM;INDF;MASC+FEM;PL	N;ON+ESS;PL
framgångsrik	sikeres	framgångsrik	sikeres	ADJ;NOM;INDF;MASC+FEM;SG	
framgångsrik	sikeresen	framgångsrik	sikeres	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;FRML;SG
ökat	fokozott	öka	fokozik	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
ökat	emelkedett	öka	emelkedik	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ökat	megnövelt	öka	megnövel	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ökat	megnőtt	öka	megnőtt	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ökat	megnövekedett	öka	megnövekedik	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
ökat	nőtt	öka	nő	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sälja	eladás	sälja	eladás	V;IMP;FIN;ACT	
sälja	eladási	sälja	eladási	V;IMP;FIN;ACT	ADJ;NOM;SG
sälja	eladás	sälja	eladás	V;IMP;FIN;ACT	
provence	provence	provence	provence	N;NOM;INDF;MASC+FEM;SG	
sjöng	sang	sjöng	sang	V;IMP;FIN;ACT	
sjöng	énekelt	sjöng	énekel	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
sjöng	énekeltem	sjöng	énekel	V;IMP;FIN;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
symbol	szimbólum	symbol	szimbólum	N;NOM;INDF;MASC+FEM;SG	N;IN+ABL;SG
eit	eit	eit	ei	N;NOM;INDF;MASC+FEM;SG	
livsmiljö	élőhelyek	livsmiljö	élőhely	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
eagle	sas	eagle	sas	N;NOM;INDF;NEUT;SG	
eagle	eagle	eagle	eagle	N;NOM;INDF;NEUT;SG	
medarbetare	alkalmazott	medarbetare	alkalmazott	N;NOM;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
medarbetare	munkavállaló	medarbetare	munkavállaló	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
medarbetare	munkatárs	medarbetare	munkatárs	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
medarbetare	foglalkoztatottak	medarbetare	foglalkozik	N;NOM;INDF;MASC+FEM;PL	V;INDF;IND;PL;3;PST;FIN;ACT
medarbetare	munkatárs	medarbetare	munkatárs	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
akut	akut	akut	akut	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
akut	vészhelyzet	akut	vészhelyzet	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
akut	sürgősségi	akut	sürgősségi	ADJ;NOM;INDF;NEUT;SG	N;NOM;SG
akut	sürgős	akut	sürgős	ADJ;NOM;INDF;NEUT;SG	
cabo	cabo	cabo	cabo	PROPN;NOM	
halmstad	halmstad	halmstad	halmstad	PROPN;NOM	
visby	visby	visby	visby	PROPN;NOM	PROPN;NOM;SG
augustus	augustus	augustus	augustus	PROPN;NOM	
julia	julia	juli	julia	N;NOM;INDF;MASC+FEM;SG	
julia	juliet	juli	juliet	N;NOM;INDF;MASC+FEM;SG	
tänker	gondolkodás	tänka	gondolkodás	V;IND;PRS;FIN;ACT	N;NOM;SG
tänker	gondolkodó	tänka	gondolkodó	V;IND;PRS;FIN;ACT	
komplett	komplett	komplett	komplett	ADJ;NOM;INDF;MASC+FEM;SG	
komplett	teljes	komplett	teljes	ADJ;NOM;INDF;MASC+FEM;SG	
komplett	teljessé	komplett	teljessé	ADJ;NOM;INDF;MASC+FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
tänka	gondolkodás	tänka	gondolkodás	V;IMP;FIN;ACT	N;NOM;SG
tänka	gondolkodik	tänka	gondolkodik	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
tänka	gondolkodom	tänka	gondolkodik	V;IMP;FIN;ACT	V;INDF;IND;SG;1;PRS;FIN;ACT
tänka	gondolkodó	tänka	gondolkodó	V;IMP;FIN;ACT	
sidorna	oldalakon	sida	oldal	N;NOM;DEF;MASC+FEM;PL	N;ON+ESS;PL
undersökningar	felmérés	undersökning	felmérés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
undersökningar	nyomozás	undersökning	nyomozás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
undersökningar	érdeklődni	undersökning	érdeklődik	N;NOM;INDF;MASC+FEM;PL	V;NFIN;ACT
begränsad	limited	begränsad	limited	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
begränsad	limitált	begränsad	limitál	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
begränsad	korlátozott	begränsad	korlátozott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
begränsad	korlátolt	begränsad	korlátolt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
begränsad	korlátozott	begränsad	korlátozott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
begränsad	korlátozottak	begränsad	korlátozott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
aktivt	aktív	aktiv	aktív	ADV	
aktivt	aktívak	aktiv	aktív	ADV	N;NOM;PL
aktivt	aktívan	aktiv	aktívan	ADV	
liberala	liberális	liberal	liberális	ADJ;NOM;PL	
rätta	helyes	rätta	helyes	N;MASC+FEM	
rätta	korrekt	rätta	korrekt	N;MASC+FEM	
djurart	faj	djur	faj	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
djurart	állatfaj	djur	állatfaj	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
djurart	fajok	djur	fajok	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;PL
napoleon	napóleon	napoleon	napóleon	PROPN;NOM	
napoleon	napoleon	napoleon	napoleon	PROPN;NOM	
stuart	stuart	stua	stuart	PROPN;NOM	
borg	borg	borg	borg	N;NOM;INDF;MASC+FEM;SG	
dör	meghal	dör	meghal	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
dör	haldokló	dör	haldokló	V;IMP;FIN;ACT	
dör	haldoklik	dör	haldoklik	V;IMP;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
sullivan	sullivan	sullivan	sullivan	PROPN;NOM	
tunga	heavy	tung	heavy	ADJ;NOM;PL	
tunga	súlyos	tung	súlyos	ADJ;NOM;PL	
tunga	nehéz	tung	nehéz	ADJ;NOM;PL	
tunga	nyelve	tung	nyelve	ADJ;NOM;PL	N;NOM;SG
tunga	nyelv	tung	nyelv	ADJ;NOM;PL	N;NOM;SG
individuella	egyén	individuell	egyén	ADJ;NOM;PL	N;NOM;SG
individuella	egyéni	individuell	egyéni	ADJ;NOM;PL	
hitler	hitlert	hitler	hitler	PROPN;NOM	
hitler	hitler	hitler	hitler	PROPN;NOM	
cecilia	cecilia	cecili	cecilia	PROPN;NOM	
kronan	koronát	krona	korona	N;NOM;DEF;MASC+FEM;SG	N;ACC;SG
kronan	crown	krona	crown	N;NOM;DEF;MASC+FEM;SG	
cockerell	cockerell	cockerell	cockerell	N;NOM;INDF;MASC+FEM;SG	
ragnar	ragnar	ragna	ragnar	PROPN;NOM	
part	party	part	party	N;NOM;INDF;MASC+FEM;SG	
part	parti	part	parti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
arvid	arvid	arvid	arvid	PROPN;NOM	
inriktning	orientációs	inriktning	orientációs	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
knappast	aligha	knappast	aligha	ADV;RL	
knappast	alig	knappast	alig	ADV;RL	
franche	franche	franche	franche	N;NOM;INDF;MASC+FEM;SG	
jansson	jansson	jansson	jansson	PROPN;NOM	
bildat	kialakult	bilda	kialakult	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bildat	alakított	bilda	alakított	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bildat	alakult	bilda	alakul	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
lösning	megoldást	lösning	megoldás	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
moon	hold	moon	hold	N;NOM;INDF;MASC+FEM;SG	
moon	holdon	moon	hold	N;NOM;INDF;MASC+FEM;SG	
moon	holdat	moon	holdat	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
moon	moon	moon	moon	N;NOM;INDF;MASC+FEM;SG	
elias	elias	elia	elias	PROPN;NOM	PROPN;NOM;SG
img	img	img	img	PROPN;NOM	N;NOM;SG
grav	sírba	grav	sír	N;NOM;INDF;MASC+FEM;SG	N;IN+ALL;SG
lagar	törvényeket	lag	törvény	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
kontor	hivatalok	kontor	hivatal	N;NOM;INDF;NEUT;SG	N;NOM;PL
kontor	irodák	kontor	iroda	N;NOM;INDF;NEUT;SG	N;NOM;PL
alternativt	alternatívaként	alternativ	alternatív	ADV	N;ABS;SG
alternativt	alternatív	alternativ	alternatív	ADV	
alternativt	alternatíva	alternativ	alternatíva	ADV	N;NOM;SG
alternativt	alternatív	alternativ	alternatív	ADV	
alltför	is	alltför	is	ADV	CONJ
alltför	túl	alltför	túl	ADV	
sekunder	másodperc	sekund	másodperc	N;NOM;INDF;MASC+FEM;PL	
frankfurt	frankfurt	frankfurt	frankfurt	PROPN;NOM	N;NOM;SG
teknisk	műszaki	teknisk	műszaki	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
tillfälligt	ideiglenesen	tillfällig	ideiglenes	ADV	ADJ;FRML;SG
tillfälligt	átmenetileg	tillfällig	átmeneti	ADV	ADJ;FRML;SG
tillfälligt	ideiglenesen	tillfällig	ideiglenes	ADV	ADJ;FRML;SG
tillfälligt	ideiglenes	tillfällig	ideiglenes	ADV	ADJ;NOM;SG
tillfälligt	átmeneti	tillfällig	átmeneti	ADV	
champions	bajnokok	champions	bajnok	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
perry	perry	perry	perry	PROPN;NOM	
utgivna	kibocsátott	utge	kibocsátott	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utgivna	kiadott	utge	kiadott	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
utgivna	kiadva	utge	kiadva	ADJ;NOM;PL;PST;V.PTCP	ADV;V.CVB
brun	brown	brun	brown	N;NOM;INDF;MASC+FEM;SG	
brun	barna	brun	bar	N;NOM;INDF;MASC+FEM;SG	
clarke	clarke	clark	clarke	PROPN;NOM	
für	für	für	für	N;NOM;INDF;NEUT;SG	
becker	becker	becka	becker	PROPN;NOM	
lärde	tanított	lära	tanít	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklats	fejlett	utveckla	fejlett	V;V.CVB;PASS	
utvecklats	fejlesztett	utveckla	fejlesztett	V;V.CVB;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklats	kifejlesztett	utveckla	kifejlesztett	V;V.CVB;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklats	kidolgozott	utveckla	kidolgozott	V;V.CVB;PASS	
utvecklats	fejlődött	utveckla	fejlődik	V;V.CVB;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
utvecklats	fejlődtek	utveckla	fejlődik	V;V.CVB;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
manuel	manuel	manuel	manuel	PROPN;NOM	
påven	pápa	påv	pápa	N;NOM;DEF;MASC+FEM;SG	
påven	pope	påv	pope	N;NOM;DEF;MASC+FEM;SG	
grundad	alapították	grunda	alapít	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
grundad	alapított	grunda	alapított	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
grundad	alapította	grunda	alapít	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
grundad	megalapozott	grunda	megalapozott	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
frederik	frederik	frederik	frederik	PROPN;NOM	
tiderna	idők	tid	idő	N;NOM;DEF;MASC+FEM;PL	
tiderna	times	tid	times	N;NOM;DEF;MASC+FEM;PL	N;NOM;SG
cross	cross	cross	cross	N;NOM;INDF;MASC+FEM;SG	
cross	keresztbe	cross	keresztbe	N;NOM;INDF;MASC+FEM;SG	
modeller	modelleket	modell	modellek	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
peña	pena	peña	pena	PROPN;NOM	
elev	tanuló	elev	tanuló	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
elev	hallgató	elev	hallgató	N;NOM;INDF;MASC+FEM;SG	
elev	tanuló	elev	tanuló	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
leeds	leeds	leda	leeds	PROPN;NOM	N;NOM;SG
times	idők	tim	idő	PROPN;NOM	
times	időpontok	tim	időpont	PROPN;NOM	N;NOM;PL
times	times	tim	times	PROPN;NOM	N;NOM;SG
meta	meta	meta	meta	N;NOM;INDF;MASC+FEM;SG	
tävlar	versengő	tävla	versengő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
jakt	hunt	jakt	hunt	N;NOM;INDF;MASC+FEM;SG	
jakt	vadászatot	jakt	vadászat	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
jakt	vadászik	jakt	vadászik	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
jakt	vadászni	jakt	vadász	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
jakt	vadász	jakt	vadász	N;NOM;INDF;MASC+FEM;SG	
tillverkning	termelési	tillverkning	termelési	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
tillverkning	gyártási	tillverkning	gyártási	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
meyer	meyer	meyer	meyer	PROPN;NOM	
vancouver	vancouver	vancouver	vancouver	PROPN;NOM	N;NOM;SG
burma	burma	burma	burma	PROPN;NOM	
burma	burmai	burma	burmai	PROPN;NOM	
burma	mianmari	burma	mianmari	PROPN;NOM	
preussen	poroszország	preuss	poroszország	PROPN;NOM	N;NOM;SG
tjänster	szolgáltatás	tjänst	szolgáltatás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
personal	alkalmazottak	personal	alkalmazott	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
personal	munkatársak	personal	munkatárs	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
sjukdomar	betegség	sjukdom	betegség	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
sjukdomar	megbetegedés	sjukdom	megbetegedés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
plus	plus	plus	plus	ADV	
plus	plussz	plus	plussz	ADV	
plus	plusz	plus	plusz	ADV	
civila	civil	civil	civil	ADJ;NOM;PL	
civila	polgári	civil	polgári	ADJ;NOM;PL	ADJ;NOM;SG
civila	civil	civil	civil	ADJ;NOM;PL	
civila	polgári	civil	polgári	ADJ;NOM;PL	ADJ;NOM;SG
civila	civilek	civil	civil	ADJ;NOM;PL	N;NOM;PL
amsterdam	amsterdam	amsterdam	amsterdam	PROPN;NOM	N;NOM;SG
amsterdam	amszterdam	amsterdam	amszterdam	PROPN;NOM	V;INDF;IND;SG;3;PRS;FIN;ACT
amsterdam	amszterdami	amsterdam	amszterdami	PROPN;NOM	
morris	morris	morris	morris	PROPN;NOM	
intresserad	érdekel	intresserad	érdekel	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
intresserad	érdekelt	intresserad	érdekelt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
intresserad	érdekelne	intresserad	érdekel	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;COND;SG;3;PRS;FIN;ACT
intresserad	érdeklődni	intresserad	érdeklődik	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;NFIN;ACT
guadeloupe	guadeloupe	guadeloupe	guadeloup	PROPN;NOM	N;NOM;SG
kommunistiska	kommunisták	kommunistisk	kommunista	ADJ;NOM;PL	N;NOM;PL
kommunistiska	kommunista	kommunistisk	kommunista	ADJ;NOM;PL	
news	hírek	news	hír	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
philadelphia	philadelphiában	philadelphia	philadelpha	N;NOM;INDF;MASC+FEM;SG	PROPN;IN+ESS;SG
philadelphia	philadelphia	philadelphia	philadelphia	N;NOM;INDF;MASC+FEM;SG	
stadsdel	kerület	stadsdel	kerület	N;NOM;INDF;MASC+FEM;SG	
stadsdel	környéken	stadsdel	környék	N;NOM;INDF;MASC+FEM;SG	N;ON+ESS;SG
guy	fickó	guy	fickó	PROPN;NOM	
guy	guy	guy	guy	PROPN;NOM	
guy	pasi	guy	pasi	PROPN;NOM	N;NOM;SG
guy	srác	guy	srác	PROPN;NOM	N;NOM;SG
tbilisi	tbiliszi	tbilisi	tbiliszi	PROPN;NOM	
estadio	estadio	estadio	estadio	N;NOM;INDF;NEUT;SG	
merrill	merrill	merrill	merrill	N;NOM;INDF;MASC+FEM;SG	
flat	lapos	flat	lapos	N;NOM;INDF;NEUT;SG	
flat	sík	flat	sík	N;NOM;INDF;NEUT;SG	
finna	megállapítás	finna	megállapítás	V;IMP;FIN;ACT	N;NOM;SG
wayne	wayne	wayne	wayne	PROPN;NOM	
ukrainska	ukrajna	ukrainsk	ukrajna	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
ukrainska	ukrán	ukrainsk	ukrán	N;NOM;INDF;MASC+FEM;SG	
ukrainska	ukrajnai	ukrainsk	ukrajnai	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
fraser	kifejezéseket	fras	kifejezés	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
fraser	fraser	fras	fraser	N;NOM;INDF;MASC+FEM;PL	
monument	műemlékek	monument	mű	N;NOM;INDF;NEUT;SG	N;NOM;PL
hårda	nehéz	hård	nehéz	ADJ;NOM;PL	
hårda	kemény	hård	kemény	ADJ;NOM;PL	
hårda	kíméletlen	hård	kíméletlen	ADJ;NOM;PL	
hårda	durva	hård	durva	ADJ;NOM;PL	
tillverkas	gyártottak	tillverka	gyárt	V;IND;PRS;FIN;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
tillverkas	előállított	tillverka	előállított	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
tillverkas	gyártott	tillverka	gyárt	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
rakt	egyenesen	rak	egyenesen	ADV	
rakt	egyenes	rak	egyenes	ADV	
bahía	bahía	bahía	bahía	N;NOM;INDF;MASC+FEM;SG	
annorlunda	más	annorlunda	más	ADV	PRO;NOM;SG;3
annorlunda	különböző	annorlunda	különböző	ADV	
annorlunda	eltérő	annorlunda	eltérő	ADV	ADJ;NOM;SG
bates	bates	bate	bates	PROPN;NOM	
svår	súlyos	svår	súlyos	ADJ;NOM;INDF;MASC+FEM;SG	
svår	nehéz	svår	nehéz	ADJ;NOM;INDF;MASC+FEM;SG	
svår	bonyolult	svår	bonyolult	ADJ;NOM;INDF;MASC+FEM;SG	
freden	béke	fred	béke	N;NOM;DEF;MASC+FEM;SG	
torget	square	torg	sóuar	N;NOM;DEF;NEUT;SG	
torget	szögletes	torg	szögletes	N;NOM;DEF;NEUT;SG	
torget	négyzetes	torg	négyzetes	N;NOM;DEF;NEUT;SG	ADJ;NOM;SG
torget	négyzet	torg	négyzet	N;NOM;DEF;NEUT;SG	
disney	disney	disney	disney	N;NOM;INDF;MASC+FEM;SG	
nick	nick	nick	nick	N;NOM;INDF;MASC+FEM;SG	
chapman	chapman	chapman	chapman	PROPN;NOM	
starta	start	starta	start	V;IMP;NFIN;ACT	
starta	kezdés	starta	kezdés	V;IMP;NFIN;ACT	N;NOM;SG
starta	kilövés	starta	kilövés	V;IMP;NFIN;ACT	N;NOM;SG
starta	indítás	starta	indítás	V;IMP;NFIN;ACT	N;NOM;SG
ökad	fokozott	öka	fokozik	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
ökad	emelkedett	öka	emelkedik	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
