der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
null	null	null	null		N;MASC+FEM;SG
null	nul	null	nul		NUM
null	nihil	null	nihil		ADJ
offene	openen	offen	openen	ADJ;NOM;FEM;PL	V;NFIN
zone	gebied	zon	gebied		N;NEUT;SG
zone	zone	zon	zone		N;MASC+FEM;SG
bezeichnungen	namen	bezeichnungen	nemen	N;NOM;FEM;PL	V;PL;PST;FIN
uefa	uefa	uefa	uefa	PROPN;NOM;SG	N;MASC+FEM;SG
gräfin	gravin	gräfin	gravin	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
duisburg	duisburg	duisburg	duisburg	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
vorne	front	vorne	front	ADV	
vorne	voorkant	vorne	voorkant	ADV	N;MASC+FEM;SG
vorne	voorzijde	vorne	voorzijde	ADV	N;MASC+FEM;SG
blut	blood	bluten	blood	N;NOM;NEUT;SG	
ersetzen	vervanging	ersetzen	vervanging	V;NFIN	N;MASC+FEM;SG
ersetzen	vervanger	ersetzen	vervanger	V;NFIN	N;MASC+FEM;SG
ersetzen	plaatsvervanger	ersetzen	plaatsvervanger	V;NFIN	N;MASC+FEM;SG
ersetzen	substituut	ersetzen	substituut	V;NFIN	N;NEUT;SG
ersetzen	vervanger	ersetzen	vervanger	V;NFIN	N;MASC+FEM;SG
ersetzen	vervanging	ersetzen	vervanging	V;NFIN	N;MASC+FEM;SG
pseudonym	alias	pseudonym	alias	ADJ	N;MASC+FEM;SG
pseudonym	schuilnaam	pseudonym	schuilnaam	ADJ	N;MASC+FEM;SG
pseudonym	pseudoniem	pseudonym	pseudoniem	ADJ	N;NEUT;SG
auswirkungen	impact	auswirkingen	impact	V;NFIN	N;MASC+FEM;SG
auswirkungen	inslag	auswirkingen	inslag	V;NFIN	N;MASC+FEM;SG
auswirkungen	effect	auswirkingen	effect	V;NFIN	N;NEUT;SG
auswirkungen	botsing	auswirkingen	botsing	V;NFIN	N;MASC+FEM;SG
auswirkungen	gevolgen	auswirkingen	gevolg	V;NFIN	N;PL
auswirkungen	implicaties	auswirkingen	implicatie	V;NFIN	N;PL
auswirkungen	uitwerkingen	auswirkingen	uitwerking	V;NFIN	N;PL
auswirkungen	effecten	auswirkingen	effect	V;NFIN	N;PL
auswirkungen	gevolgen	auswirkingen	gevolg	V;NFIN	N;PL
auswirkungen	inslagen	auswirkingen	inslaan	V;NFIN	N;PL
auswirkungen	effect	auswirkingen	effect	V;NFIN	N;NEUT;SG
lat	lat	lat	lat		N;MASC+FEM;SG
bremer	bremer	bremer	bremer	PROPN	N;MASC+FEM;SG
ausführung	uitvoering	ausführung	uitvoering		N;MASC+FEM;SG
ausführung	tenuitvoerlegging	ausführung	tenuitvoerlegging		N;MASC+FEM;SG
ausführung	implementatie	ausführung	implementatie		N;MASC+FEM;SG
ausführung	uitvoering	ausführung	uitvoering		N;MASC+FEM;SG
ausführung	terechtstelling	ausführung	terechtstelling		N;MASC+FEM;SG
ausführung	executie	ausführung	executie		N;MASC+FEM;SG
ausführung	realisatie	ausführung	realisatie		N;MASC+FEM;SG
mord	moordzaken	mord	moordzaak		N;PL
mord	doodslag	mord	doodslag		N;MASC+FEM;SG
mord	moord	mord	moord		N;MASC+FEM;SG
mord	moord	mord	moord		N;MASC+FEM;SG
mord	moordaanslag	mord	moordaanslag		N;MASC+FEM;SG
mord	moord	mord	moord		N;MASC+FEM;SG
mord	moorden	mord	moord		N;PL
jäger	jagers	jag	jager	ADJ	N;PL
jäger	hunter	jag	hunter	ADJ	N;MASC+FEM;SG
jäger	jager	jag	jager	ADJ	N;MASC+FEM;SG
jäger	jäger	jag	jäger	ADJ	N;MASC+FEM;SG
betroffen	getroffen	betreffen	treffen	ADJ	V;V.PTCP
betroffen	getroffenen	betreffen	troffenen	ADJ	V;V.PTCP
betroffen	verontrust	betreffen	verontrusten	ADJ	V;V.PTCP
betroffen	getroffen	betreffen	treffen	ADJ	V;V.PTCP
betroffen	beïnvloed	betreffen	beïnvloeden	ADJ	V;V.PTCP
gaben	gaf	geben	geven	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
berichte	verslag	bericht	verslag		N;NEUT;SG
berichte	rapporteren	bericht	rapporteren		V;NFIN
berichte	rapport	bericht	rapport		N;NEUT;SG
berichte	rapportage	bericht	rapportage		N;MASC+FEM;SG
berichte	verslaglegging	bericht	verslaglegging		N;MASC+FEM;SG
berichte	rapporteren	bericht	rapporteren		V;NFIN
berichte	rapporten	bericht	rapport		N;PL
berichte	verslagen	bericht	verslag		N;PL
spielfilm	drama	spielfilm	drama	PROPN	N;NEUT;SG
spielfilm	filmpje	spielfilm	filmp	PROPN	N;NEUT;SG
spielfilm	film	spielfilm	film	PROPN	N;MASC+FEM;SG
spielfilm	film	spielfilm	film	PROPN	N;MASC+FEM;SG
ruhr	dysenterie	Ruhr	dysenterie	PROPN;NOM;SG	N;MASC+FEM;SG
ruhr	ruhr	Ruhr	ruhr	PROPN;NOM;SG	N;MASC+FEM;SG
davor	voordat	davor	voordat	ADV	CONJ
davor	vóór	davor	voor	ADV	ADP
carlo	carlo	carlo	carlo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
oskar	oskar	oskar	oskar	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
oskar	oscar	oskar	oscar	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
fahrt	ride	fahren	ride	V;SG;FIN	N;MASC+FEM;SG
fahrt	rit	fahren	rit	V;SG;FIN	N;MASC+FEM;SG
maß	meet	messen	meet	V;IND;SG;3;PST;FIN	V;SG;PRS;FIN
maß	maatstaf	messen	maatstaf	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
maß	maatregel	messen	maatregel	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
tourismus	toerisme	tourismus	toerisme	ADV	N;NEUT;SG
tourismus	toerist	tourismus	toerist	ADV	V;SG;PRS;FIN
vogel	vogeltje	vogel	vogel		N;NEUT;SG
vogel	vogels	vogel	vogel		N;PL
vogel	vogel	vogel	vogel		N;MASC+FEM;SG
vogel	vogel	vogel	vogel		N;MASC+FEM;SG
sprint	sprint	sprinten	sprint		N;MASC+FEM;SG
worte	woorden	wort	woord		N;PL
norbert	norbert	norbern	norbert	PROPN	N;MASC+FEM;SG
franken	franc	franken	franc	N;NOM;FEM;PL	N;MASC+FEM;SG
lady	lady	lady	lady	PROPN;NOM;SG	N;MASC+FEM;SG
lady	vrouwe	lady	vrouw	PROPN;NOM;SG	N;MASC+FEM;SG
lady	dame	lady	dame	PROPN;NOM;SG	N;MASC+FEM;SG
abtei	abdij	abtei	abdij		N;MASC+FEM;SG
abtei	abbey	abtei	abbey		N;NEUT;SG
interpretation	interpretaties	interpretation	interpretatie	ADJ	N;PL
interpretation	interpretatie	interpretation	interpretatie	ADJ	N;MASC+FEM;SG
interpretation	uitlegging	interpretation	uitlegging	ADJ	N;MASC+FEM;SG
interpretation	vertolking	interpretation	vertolking	ADJ	N;MASC+FEM;SG
interpretation	tolken	interpretation	tolk	ADJ	N;PL
interpretation	vertolking	interpretation	vertolking	ADJ	N;MASC+FEM;SG
interpretation	interpreteren	interpretation	interpreteren	ADJ	V;NFIN
saarbrücken	saarbrücken	saarbrücken	saarbruck	PROPN;NOM	V;NFIN
adler	eagle	adle	eag		N;MASC+FEM;SG
adler	arend	adle	arend		N;MASC+FEM;SG
adler	adelaar	adle	adelaar		N;MASC+FEM;SG
adler	adler	adle	adler		N;MASC+FEM;SG
adler	eagles	adle	eagles		N;PL
adler	adelaars	adle	adelaar		N;PL
ursache	veroorzaken	ursache	veroorzaken		V;NFIN
ursache	oorzaak	ursache	oorzaak		N;MASC+FEM;SG
ursache	veroorzaakt	ursache	veroorzaken		V;V.PTCP
ursache	oorzaken	ursache	oorzaak		N;PL
zerstörung	verwoestingen	zerstörung	verwoesting	ADJ	N;PL
zerstörung	verwoesting	zerstörung	verwoesting	ADJ	N;MASC+FEM;SG
zerstörung	vernietiging	zerstörung	vernietiging	ADJ	N;MASC+FEM;SG
zerstörung	ravage	zerstörung	ravage	ADJ	N;MASC+FEM;SG
zerstörung	verwoesting	zerstörung	verwoesting	ADJ	N;MASC+FEM;SG
zerstörung	vernietiging	zerstörung	vernietiging	ADJ	N;MASC+FEM;SG
zerstörung	destructie	zerstörung	destructie	ADJ	N;MASC+FEM;SG
zerstörung	vernieling	zerstörung	vernieling	ADJ	N;MASC+FEM;SG
kathedrale	kathedraal	kathedrale	kathedraal	;NOM	N;MASC+FEM;SG
geringer	mindere	gering	mindere	ADJ	PRO
luis	luis	luis	luis	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
stahl	staal	stahl	staal		N;NEUT;SG
stahl	stalen	stahl	stalen		V;V.PTCP
stahl	stahl	stahl	stahl		N;MASC+FEM;SG
fehlende	ontbreken	fehlend	ontbreken	ADJ;NOM;FEM;PL	V;NFIN
fehlende	vermist	fehlend	vermissen	ADJ;NOM;FEM;PL	V;V.PTCP
fehlende	missen	fehlend	missen	ADJ;NOM;FEM;PL	V;NFIN
fehlende	ontbrekend	fehlend	ontbrekend	ADJ;NOM;FEM;PL	V;V.PTCP
fehlende	ontbrekende	fehlend	ontbreken	ADJ;NOM;FEM;PL	V;V.PTCP
fehlende	ontbreekt	fehlend	ontbreken	ADJ;NOM;FEM;PL	V;SG;PRS;FIN
rené	rené	rené	rené	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
rené	rené	rené	rené	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
rené	rene	rené	rene	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
entscheidungen	besluitvorming	entscheidung	besluitvorming	V;NFIN	N;MASC+FEM;SG
entscheidungen	beslissingen	entscheidung	beslissing	V;NFIN	N;PL
entscheidungen	besluiten	entscheidung	besluit	V;NFIN	N;PL
entscheidungen	beschikkingen	entscheidung	beschikking	V;NFIN	N;PL
entscheidungen	uitspraken	entscheidung	uitspraak	V;NFIN	N;PL
entscheidungen	arresten	entscheidung	arrest	V;NFIN	N;PL
entscheidungen	arresten	entscheidung	arrest	V;NFIN	N;PL
entscheidungen	keuzen	entscheidung	keuze	V;NFIN	N;PL
entscheidungen	keuzes	entscheidung	keuze	V;NFIN	N;PL
komposition	compositie	komposition	compositie	ADJ	N;MASC+FEM;SG
komposition	samenstelling	komposition	samenstelling	ADJ	N;MASC+FEM;SG
komposition	samenstellingen	komposition	samenstelling	ADJ	N;PL
komposition	composities	komposition	compositie	ADJ	N;PL
plus	plus	plus	plus		ADV
heimatstadt	geboorteplaats	heimatstadt	geboorteplaats	V;SG	N;MASC+FEM;SG
heimatstadt	geboortestad	heimatstadt	geboortestad	V;SG	N;MASC+FEM;SG
heimatstadt	woonplaats	heimatstadt	woonplaats	V;SG	N;MASC+FEM;SG
gemeinderat	raadslid	gemeinderat	raadslid	ADJ	N;NEUT;SG
ruhe	uitrusten	ruhe	uitrusten		V;NFIN
ruhe	rusten	ruhe	rusten		V;NFIN
ruhe	rest	ruhe	rest		N;MASC+FEM;SG
ruhe	rust	ruhe	rust		N;MASC+FEM;SG
ruhe	rustig	ruhe	rustig		ADJ
ruhe	kalm	ruhe	kalm		ADJ
ruhe	stilte	ruhe	stilte		N;MASC+FEM;SG
ruhe	zwijgen	ruhe	zwijgen		V;NFIN
ruhe	silence	ruhe	silence		
ruhe	stilte	ruhe	stilte		N;MASC+FEM;SG
ruhe	stil	ruhe	stil		ADJ
ruhe	rustig	ruhe	rustig		ADJ
zugelassen	licentie	zulassen	licentie	V;V.PTCP	N;MASC+FEM;SG
serien	serienummer	serien	serienummer		N;NEUT;SG
serien	seriële	serien	seriel		ADJ
wuppertal	wuppertal	wuppertal	wuppertal	PROPN	N;MASC+FEM;SG
georges	georges	georges	georges	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
horn	horn	horn	horn		N;MASC+FEM;SG
horn	hoorn	horn	hoorn		N;MASC+FEM;SG
kritiker	critici	kritik	criticus	ADJ	N;PL
kritiker	criticus	kritik	criticus	ADJ	N;MASC+FEM;SG
mount	mount	mounen	mounen	PROPN	N;MASC+FEM;SG
mount	aankoppelen	mounen	aankoppelen	PROPN	V;NFIN
jüdischer	jood	jüdisch	jood	ADJ	N;MASC+FEM;SG
plänen	plannen	plänen	plan	V;NFIN	N;PL
konsens	consensus	konsens	consensus	ADV	N;MASC+FEM;SG
sydney	sydney	sydney	sydney	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
geräte	materiaal	geräten	materiaal	N;NOM;NEUT;PL	N;NEUT;SG
geräte	uitrusting	geräten	uitrusting	N;NOM;NEUT;PL	N;MASC+FEM;SG
geräte	apparatuur	geräten	apparatuur	N;NOM;NEUT;PL	N;MASC+FEM;SG
geräte	materieel	geräten	materieel	N;NOM;NEUT;PL	N;NEUT;SG
geräte	apparaat	geräten	apparaat	N;NOM;NEUT;PL	N;NEUT;SG
schnitt	knippen	schneiden	knip	ADJ	V;NFIN
schnitt	snijden	schneiden	snijden	ADJ	V;NFIN
schnitt	bewerken	schneiden	bewerken	ADJ	V;NFIN
schnitt	knippen	schneiden	knip	ADJ	V;NFIN
schnitt	cut	schneiden	cut	ADJ	N;MASC+FEM;SG
schnitt	snijden	schneiden	snijden	ADJ	V;NFIN
schnitt	incisie	schneiden	incisie	ADJ	N;MASC+FEM;SG
ali	ali	ali	ali	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
klassen	klasse	klassen	klasse	N;NOM;PL	N;MASC+FEM;SG
klassen	class	klassen	class	N;NOM;PL	N;MASC+FEM;SG
klassen	klas	klassen	klas	N;NOM;PL	N;MASC+FEM;SG
ibn	ibn	ibn	ibn	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
erfolgreiche	geslaagde	erfolgreich	geslaagd	ADJ;NOM;FEM;PL	V;V.PTCP
erfolgreiche	geslaagd	erfolgreich	slagen	ADJ;NOM;FEM;PL	V;V.PTCP
nrw	nrw	nrw	nrw		N;MASC+FEM;SG
geleitet	led	geleiten|leiten	led	V;V.PTCP	N;MASC+FEM;SG
kilometern	kilometer	kilometern	kilometer	ADJ	N;MASC+FEM;SG
kilometern	kilometers	kilometern	kilometer	ADJ	N;PL
kilometern	kilometer	kilometern	kilometer	ADJ	N;MASC+FEM;SG
kilometern	kilometers	kilometern	kilometer	ADJ	N;PL
weibliche	vrouw	weiblich	vrouw	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
weibliche	vrouwtje	weiblich	vrouwtje	ADJ;NOM;FEM;PL	N;NEUT;SG
abstieg	afdaling	absteigen	afdaling	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
alliierten	allied	alliiert	allied	V;IND;PL;3;PST;FIN	
alliierten	geallieerde	alliiert	geallieerde	V;IND;PL;3;PST;FIN	N;MASC+FEM;SG
alliierten	bondgenoten	alliiert	bondgenoot	V;IND;PL;3;PST;FIN	N;PL
alliierten	geallieerden	alliiert	geallieerde	V;IND;PL;3;PST;FIN	N;PL
umgekehrt	omgedraaid	umgekehrt	omdraaien	ADJ	V;V.PTCP
umgekehrt	omgekeerd	umgekehrt	omkeren	ADJ	V;V.PTCP
umgekehrt	inverse	umgekehrt	invers	ADJ	N;MASC+FEM;SG
umgekehrt	omgekeerd	umgekehrt	omkeren	ADJ	V;V.PTCP
umgekehrt	achteruit	umgekehrt	achteruit	ADJ	ADV
umgekehrt	omgekeerde	umgekehrt	omkeerd	ADJ	V;V.PTCP
umgekehrt	omkeren	umgekehrt	omkeren	ADJ	V;NFIN
umgekehrt	omgekeerd	umgekehrt	omkeren	ADJ	V;V.PTCP
umgekehrt	omgekeerde	umgekehrt	omkeerd	ADJ	V;V.PTCP
umgekehrt	omgekeerd	umgekehrt	omkeren	ADJ	V;V.PTCP
anthony	anthony	anthony	anthony	PROPN;NOM;SG	N;MASC+FEM;SG
anthony	antonius	anthony	antonius	PROPN;NOM;SG	N;MASC+FEM;SG
brian	brian	brian	brian	PROPN;NOM;SG	N;MASC+FEM;SG
siedlungen	nederzettingen	siedlung	nederzetting	V;NFIN	N;PL
siedlungen	schikkingen	siedlung	schikking	V;NFIN	N;PL
asien	azië	asie	azië		PROPN;NEUT;SG
pianist	pianist	pianist	pianist	PROPN;NOM;SG	N;MASC+FEM;SG
vorgehen	nadering	vorgehen	nadering	V;NFIN	N;MASC+FEM;SG
vorgehen	aanpak	vorgehen	aanpak	V;NFIN	N;MASC+FEM;SG
vorgehen	benadering	vorgehen	benadering	V;NFIN	N;MASC+FEM;SG
blatt	laken	blatt	laak	ADJ	V;NFIN
blatt	vel	blatt	vel	ADJ	N;NEUT;SG
blatt	blaadje	blatt	blaad	ADJ	N;NEUT;SG
blatt	blad	blatt	blad	ADJ	N;NEUT;SG
weimarer	weimar	weimar	weimar	ADJ	N;NEUT;SG
hildesheim	hildesheim	hildesheim	hildesheim	PROPN;NOM;NEUT;SG	N;MASC+FEM;SG
griechische	griek	griechisch	griek	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
geschlagen	verslagen	schlagen	verslag	V;V.PTCP	N;PL
geschlagen	verslagen	schlagen	verslag	V;V.PTCP	N;PL
wickets	wickets	wickets	wicket		N;PL
männern	mannen	männern	mannen		N;PL
bekanntheit	bekendheid	bekanntheit	bekendheid	ADJ	N;MASC+FEM;SG
bekanntheit	reputatie	bekanntheit	reputatie	ADJ	N;MASC+FEM;SG
bekanntheit	bekendheid	bekanntheit	bekendheid	ADJ	N;MASC+FEM;SG
bekanntheit	beroemdheid	bekanntheit	beroemdheid	ADJ	N;MASC+FEM;SG
bekanntheit	roem	bekanntheit	roem	ADJ	N;MASC+FEM;SG
bekanntheit	faam	bekanntheit	faam	ADJ	N;MASC+FEM;SG
bekanntheit	bekendheid	bekanntheit	bekendheid	ADJ	N;MASC+FEM;SG
bekanntheit	bewustwording	bekanntheit	bewustwording	ADJ	N;MASC+FEM;SG
bekanntheit	bewustzijn	bekanntheit	bewustzijn	ADJ	N;NEUT;SG
befehl	opdrachten	befehl	opdracht	N;ACC;MASC;SG	N;PL
free	free	free	free	PROPN	
free	vrij	free	vrij	PROPN	ADJ
free	gratis	free	gratis	PROPN	ADJ
marathon	marathon	marathon	marathon	PROPN	N;MASC+FEM;SG
demokratie	democratieën	demokratie	democratieën		N;PL
demokratie	democratie	demokratie	democratie		N;MASC+FEM;SG
bnr	bnr	bnr	bnr		PROPN;NEUT;SG
geschlecht	geslacht	schlechen	geslacht	ADJ	N;NEUT;SG
geschlecht	seks	schlechen	seks	ADJ	N;MASC+FEM;SG
geschlecht	geslacht	schlechen	geslacht	ADJ	N;NEUT;SG
geschlecht	sex	schlechen	sex	ADJ	N;MASC+FEM;SG
instrument	instrument	instrument	instrument	ADJ	N;NEUT;SG
albums	albums	albums	album	N;NOM;SG	N;PL
gießen	gießen	gießen	gießen	V;NFIN	PROPN;NEUT;SG
gießen	casting	gießen	casting	V;NFIN	N;MASC+FEM;SG
gießen	giessen	gießen	giessen	V;NFIN	N;PL
prof	prof	prof	prof		N;MASC+FEM;SG
kopenhagen	kopenhagen	kopenhagen	kopenhaag	PROPN;NOM;NEUT;SG	N;PL
rücktritt	ontslagbrief	rücktreten	ontslagbrief	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
rücktritt	ontslag	rücktreten	ontslag	V;IND;SG;3;PST;FIN	N;NEUT;SG
rücktritt	annulering	rücktreten	annulering	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
rücktritt	intrekking	rücktreten	intrekking	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
rücktritt	terugtrekking	rücktreten	terugtrekking	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
summe	sum	summen	sum		N;MASC+FEM;SG
summe	som	summen	som		N;MASC+FEM;SG
rektor	schoolhoofd	rektor	schoolhoofd	PROPN	N;NEUT;SG
rektor	rector	rektor	rector	PROPN	N;MASC+FEM;SG
rektor	rector	rektor	rector	PROPN	N;MASC+FEM;SG
sage	saga	sagen	saga		N;MASC+FEM;SG
sage	sage	sagen	sage		N;MASC+FEM;SG
sage	salie	sagen	salie		N;MASC+FEM;SG
klingt	klanken	klingen	klank	V;IND;SG;3;PRS;FIN	N;PL
klingt	geluiden	klingen	geluiden	V;IND;SG;3;PRS;FIN	N;PL
fielen	fell	fallen	fell	V;IND;PL;3;PST;FIN	
fielen	viel	fallen	vallen	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
dur	dur	dur	dur		N;MASC+FEM;SG
wende	turn	wenden	turn		N;MASC+FEM;SG
wende	draaien	wenden	draaien		V;NFIN
wende	draai	wenden	draai		N;MASC+FEM;SG
wende	beurt	wenden	beurt		N;MASC+FEM;SG
wende	ommekeer	wenden	ommekeer		N;MASC+FEM;SG
musical	muzikale	musical	muzikaal		ADJ
musical	musical	musical	musical		N;MASC+FEM;SG
musical	muzikaal	musical	muzikaal		ADJ
worten	woorden	worten	woord	V;NFIN	N;PL
ansehen	bezichtiging	ansehen	bezichtiging	V;NFIN	N;MASC+FEM;SG
jersey	trui	jersey	trui	PROPN;NOM;SG	N;MASC+FEM;SG
jersey	jersey	jersey	jersey	PROPN;NOM;SG	N;MASC+FEM;SG
solo	solo	solo	solo		N;MASC+FEM;SG
osnabrück	osnabrück	osnabrück	osnabrück	PROPN;NOM;SG	N;NEUT;SG
antworten	antwoord	antworten	antwoord	V;NFIN	N;NEUT;SG
antworten	antwoord	antworten	antwoord	V;NFIN	N;NEUT;SG
antworten	antwoorden	antworten	antwoord	V;NFIN	N;PL
antworten	reacties	antworten	reactie	V;NFIN	N;PL
antworten	antwoorden	antworten	antwoord	V;NFIN	N;PL
antworten	antwoorden	antworten	antwoord	V;NFIN	N;PL
witwe	weduwnaar	witwe	weduwnaar		N;MASC+FEM;SG
witwe	weduwe	witwe	weduwe		N;MASC+FEM;SG
witwe	weduwen	witwe	weduwe		N;PL
witwe	weduwe	witwe	weduwe		N;MASC+FEM;SG
hart	hart	hart	hart	ADJ	N;NEUT;SG
zeichnungen	schetsen	zeichnungen	schetsen	N;NOM;FEM;PL	V;NFIN
gerd	gerd	gerd	gerd	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
gespräch	interviewen	gespräch	interviewen	N;NOM;NEUT;SG	V;NFIN
gespräch	talk	gespräch	talk	N;NOM;NEUT;SG	ADJ
gespräch	praten	gespräch	praten	N;NOM;NEUT;SG	V;NFIN
gespräch	praat	gespräch	praten	N;NOM;NEUT;SG	V;SG;PRS;FIN
reserve	reserve	reserve	reserve		N;MASC+FEM;SG
kräfte	forces	krafen	forces	N	
kim	kim	kim	kimlen	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bewertung	waardering	bewertung	waardering	ADJ	N;MASC+FEM;SG
bewertung	rating	bewertung	rating	ADJ	N;MASC+FEM;SG
bewertung	beoordeling	bewertung	beoordeling	ADJ	N;MASC+FEM;SG
bewertung	beoordeling	bewertung	beoordeling	ADJ	N;MASC+FEM;SG
bewertung	recensie	bewertung	recensie	ADJ	N;MASC+FEM;SG
bewertung	herziening	bewertung	herziening	ADJ	N;MASC+FEM;SG
bewertung	evaluatie	bewertung	evaluatie	ADJ	N;MASC+FEM;SG
bewertung	beoordeling	bewertung	beoordeling	ADJ	N;MASC+FEM;SG
bewertung	waardering	bewertung	waardering	ADJ	N;MASC+FEM;SG
bewertung	taxatie	bewertung	taxatie	ADJ	N;MASC+FEM;SG
bewertung	waardebepaling	bewertung	waardebepaling	ADJ	N;MASC+FEM;SG
bewertung	evaluatie	bewertung	evaluatie	ADJ	N;MASC+FEM;SG
bewertung	beoordeling	bewertung	beoordeling	ADJ	N;MASC+FEM;SG
jugendliche	pubers	jugendlich	puber	ADJ;NOM;FEM;PL	N;PL
jugendliche	tieners	jugendlich	tiener	ADJ;NOM;FEM;PL	N;PL
jugendliche	jeugd	jugendlich	jeugd	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
jugendliche	tienerjaren	jugendlich	tienerjaar	ADJ;NOM;FEM;PL	N;PL
jugendliche	tieners	jugendlich	tiener	ADJ;NOM;FEM;PL	N;PL
jugendliche	adolescenten	jugendlich	adolescent	ADJ;NOM;FEM;PL	N;PL
jugendliche	pubers	jugendlich	puber	ADJ;NOM;FEM;PL	N;PL
genf	lausanne	genf	lausanne	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
genf	geneve	genf	geneve	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
genf	genève	genf	genève	PROPN;NOM;MASC;SG	N;NEUT;SG
verdacht	vermoedelijke	verdachen|verdenken	vermoedelijk	V;V.PTCP	ADJ
verdacht	achterdocht	verdachen|verdenken	achterdocht	V;V.PTCP	N;MASC+FEM;SG
verdacht	verdenking	verdachen|verdenken	verdenking	V;V.PTCP	N;MASC+FEM;SG
verdacht	verdenkingen	verdachen|verdenken	verdenking	V;V.PTCP	N;PL
verdacht	verdenking	verdachen|verdenken	verdenking	V;V.PTCP	N;MASC+FEM;SG
verdacht	vermoedens	verdachen|verdenken	vermoeden	V;V.PTCP	N;PL
tokio	tokyo	tokio	tokyo	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
tokio	tokio	tokio	tokio	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
hügel	heuveltop	hügeln	heuveltop		N;MASC+FEM;SG
hügel	heuvels	hügeln	heuvel		N;PL
hügel	hills	hügeln	hill		N;PL
hügel	heuvel	hügeln	heuvel		N;MASC+FEM;SG
hügel	hill	hügeln	hill		N;MASC+FEM;SG
junior	junior	junior	junior	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ans	ans	ans	ans		N;MASC+FEM;SG
materialien	materiaal	materialien	materiaal	V;NFIN	N;NEUT;SG
materialien	materialen	materialien	materiaal	V;NFIN	N;PL
materialien	materiaal	materialien	materiaal	V;NFIN	N;NEUT;SG
gelegenheit	gelegenheid	gelegenheit	gelegenheid	ADJ	N;MASC+FEM;SG
gelegenheit	gelegenheid	gelegenheit	gelegenheid	ADJ	N;MASC+FEM;SG
gelegenheit	kans	gelegenheit	kans	ADJ	N;MASC+FEM;SG
gelegenheit	chance	gelegenheit	chance	ADJ	N;MASC+FEM;SG
gelegenheit	kans	gelegenheit	kans	ADJ	N;MASC+FEM;SG
schau	zien	schau	zien	;SG	V;NFIN
schau	zie	schau	zien	;SG	V;SG;PRS;FIN
schau	kijk	schau	kijken	;SG	V;SG;PRS;FIN
chinesische	chinezen	chinesisch	chinees	ADJ;NOM;FEM;PL	N;PL
obersten	supreme	ober	supreem	ADJ	N;MASC+FEM;SG
christliche	christen	christlich	christen	ADJ;NOM;FEM;PL	N;SG
christliche	christian	christlich	christian	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
christliche	christenen	christlich	christenen	ADJ;NOM;FEM;PL	N;PL
überblick	overzicht	überblick	overzicht	PROPN	N;NEUT;SG
überblick	samenvatting	überblick	samenvatting	PROPN	N;MASC+FEM;SG
luftwaffe	luftwaffe	luftwaffe	luftwaffen		N;MASC+FEM;SG
onkel	oom	onkel	oom		N;MASC+FEM;SG
onkel	nonkel	onkel	nonkel		N;MASC+FEM;SG
onkel	ooms	onkel	ooms		N;PL
end	einde	end	einde		N;NEUT;SG
end	beëindigen	end	beëindigen		V;NFIN
end	eind	end	eind		N;NEUT;SG
abstimmung	stemmen	abstimmung	stem	N;NOM;FEM;SG	N;PL
abstimmung	stemmen	abstimmung	stem	N;NOM;FEM;SG	N;PL
abstimmung	stemmingen	abstimmung	stemming	N;NOM;FEM;SG	N;PL
abstimmung	stemmen	abstimmung	stem	N;NOM;FEM;SG	N;PL
wein	wijn	wein	wijn		N;MASC+FEM;SG
wein	wijnen	wein	wijn		N;PL
wein	wijn	wein	wijn		N;MASC+FEM;SG
