את	你	את	你	PART;ACC	PRO;2
מעץ	木制	מעץ	木制		V
רום	rom	רום	rom	PROPN	
סודאן	蘇丹	סודאן	蘇丹	PROPN	PROPN
האופוזיציה	反對	האופוזיציה	反對	PROPN	V
האופוזיציה	反對	האופוזיציה	反對	PROPN	V
האופוזיציה	反對	האופוזיציה	反對	PROPN	V
לאחור	背	לאחור	背	ADV	
לאחור	回	לאחור	回	ADV	PROPN
בלט	芭蕾	בלט	芭蕾		N
בלט	芭蕾	בלט	芭蕾		N
אנדרה	andre	אנדרה	andre	PROPN	
אנדרה	andré	אנדרה	andré	PROPN	
חור	孔	חור	孔		PROPN
חור	洞口	חור	洞口		N
חור	孔	חור	孔		PROPN
חור	洞	חור	洞		PROPN
שואה	大	שואה	大	N;FEM;SG	PART
מחולקת	分裂	חולק	分裂	V;FEM;SG;V.PTCP;PASS	N
סיירת	巡邏	סיירת	巡邏	N;FEM;SG	V
קופר	cooper	קופר	cooper	PROPN	
תפס	抓到	תפס	抓到	PROPN	V
דרישות	要求	דרישה	要求	N;FEM;PL	V
דרישות	要求	דרישה	要求	N;FEM;PL	V
נסיכות	公國	נסיכה	公國	PROPN	N
האוסטרלי	澳洲	האוסטרלי	澳洲	PROPN	PROPN
נדירים	稀有	נדיר	稀有	ADJ;MASC;PL	N
נדירים	難得	נדיר	難得	ADJ;MASC;PL	
נדירים	罕見	נדיר	罕見	ADJ;MASC;PL	N
מחלקות	各	מחלקה	各	N;FEM;PL	DET
הוט	熱	הוט	熱		PART
הוט	燙	הוט	燙		N
יציב	穩	יציב	穩	ADJ;MASC;SG	ADV
יציב	平	יציב	平	ADJ;MASC;SG	PROPN
יציב	穩定	יציב	穩定	ADJ;MASC;SG	N
יציב	穩步	יציב	穩步	ADJ;MASC;SG	N
יציב	穩住	יציב	穩住	ADJ;MASC;SG	V
יציב	穩定	יציב	穩定	ADJ;MASC;SG	N
יציב	馬廄	יציב	馬廄	ADJ;MASC;SG	PROPN
דיוויד	大衛	דיוויד	大衛	PROPN	PROPN
דיוויד	david	דיוויד	david	PROPN	
וסט	西邊	וסט	西邊	PROPN	N
וסט	西	וסט	西	PROPN	N
וסט	西方	וסט	西方	PROPN	PROPN
וסט	西部	וסט	西部	PROPN	N
וסט	馬甲	וסט	馬甲	PROPN	N
וסט	背心	וסט	背心	PROPN	N
מכירה	銷售	מכירה	銷售	N;FEM;SG	V
מכירה	銷售	מכירה	銷售	N;FEM;SG	V
מכירה	銷售	מכירה	銷售	N;FEM;SG	V
מכירה	銷售	מכירה	銷售	N;FEM;SG	V
מכירה	出售	מכירה	出售	N;FEM;SG	V
מכירה	買賣	מכירה	買賣	N;FEM;SG	V
מרכיבים	元素	הרכיב	元素	V;MASC;PL;V.PTCP;ACT	N
מרכיבים	成分	הרכיב	成分	V;MASC;PL;V.PTCP;ACT	N
מרכיבים	原料	הרכיב	原料	V;MASC;PL;V.PTCP;ACT	N
מרכיבים	成份	הרכיב	成份	V;MASC;PL;V.PTCP;ACT	N
חיוביות	積極	חיובי	積極	ADJ;FEM;PL	
חיוביות	正面	חיובי	正面	ADJ;FEM;PL	N
חיוביות	陽性	חיובי	陽性	ADJ;FEM;PL	N
חיוביות	積極	חיובי	積極	ADJ;FEM;PL	
קליפ	片段	קליפ	片段	PROPN	N
קליפ	剪輯	קליפ	剪輯	PROPN	N
קליפ	夾	קליפ	夾	PROPN	N
קן	ken	קן	ken	PROPN	
קן	肯	קן	肯	PROPN	
קן	窩	קן	窩	PROPN	N
קן	巢穴	קן	巢穴	PROPN	N
קן	巢	קן	巢	PROPN	N
חסות	贊助	חסות	贊助	N;FEM;SG	V
חסות	贊助	חסות	贊助	N;FEM;SG	V
חסות	贊助	חסות	贊助	N;FEM;SG	V
בישול	做飯	בישול	做飯	N;MASC;SG	V
בישול	煮	בישול	煮	N;MASC;SG	V
בישול	煮飯	בישול	煮飯	N;MASC;SG	V
אוליבר	oliver	אוליבר	oliver	PROPN	
ירח	月球	ירח	月球	PROPN	N
ירח	月亮	ירח	月亮	PROPN	N
ירח	月	ירח	月	PROPN	N
גרעינית	核	גרעיני	核	ADV	N
גרעינית	核子	גרעיני	核子	ADV	N
הבת	女兒	הבת	女兒		N
זקוק	需求	None	需求	ADJ;MASC;SG	N
זקוק	需要	None	需要	ADJ;MASC;SG	V
אירו	歐	אירו	歐	PROPN	PROPN
אירו	歐	אירו	歐	PROPN	PROPN
עתיקות	古代	עתיקות	古代		N
עתיקות	古老	עתיקות	古老		ADJ
עתיקות	文物	עתיקות	文物		N
עתיקות	古物	עתיקות	古物		N
עתיקות	古	עתיקות	古		PART
בחסות	贊助	בחסות	贊助		V
הטבלה	受洗	הטבלה	受洗	PROPN	V
הטבלה	洗禮	הטבלה	洗禮	PROPN	V
חילופי	交易	חילופי	交易	ADJ;MASC;PL	V
חילופי	交流	חילופי	交流	ADJ;MASC;PL	N
פינוי	疏散	פינוי	疏散	N;MASC;SG	V
פינוי	撤離	פינוי	撤離	N;MASC;SG	V
הצאר	沙皇	הצאר	沙皇	PROPN	N
הזוכה	勝者	הזוך	勝者	ADV	N
הזוכה	贏家	הזוך	贏家	ADV	N
מלכה	女王	מלכה	女王	PROPN	N
מלכה	皇后	מלכה	皇后	PROPN	N
מלכה	queen	מלכה	queen	PROPN	
מלכה	王后	מלכה	王后	PROPN	N
אחות	姐	אחות	姐	N;FEM;SG	PROPN
אפי	史詩	אפי	史詩		N
רובינשטיין	rubinstein	רובינשטיין	rubinstein	PROPN	
שלילית	負面	שלילי	負面	ADV	N
שלילית	負	שלילי	負	ADV	
שלילית	否定	שלילי	否定	ADV	V
שלילית	陰性	שלילי	陰性	ADV	N
שלילית	消極	שלילי	消極	ADV	N
נר	燭	נר	燭		N
נר	蠟燭	נר	蠟燭		N
נר	ner	נר	ner		
צלזיוס	攝氏	צלזיוס	攝氏	PROPN	N
נושאת	航空	נשא	航空	V;FEM;SG;V.PTCP;ACT	N
נושאת	載體	נשא	載體	V;FEM;SG;V.PTCP;ACT	N
כנף	永	כנף	永		PROPN
כנף	翼	כנף	翼		N
תאומות	雙	תאומה	雙	N;FEM;PL	NUM
חלום	夢幻	חלום	夢幻	N;MASC;SG	ADJ
חלום	做夢	חלום	做夢	N;MASC;SG	V
אקדמי	學術	אקדמי	學術	ADJ;MASC;SG	N
רובי	紅	רובה	紅	PROPN	N
רובי	ruby	רובה	ruby	PROPN	
רובי	robbie	רובה	robbie	PROPN	
מעולה	棒	מעולה	棒		N
מעולה	偉大	מעולה	偉大		ADJ
מרקו	marco	מרק	marco	PROPN	
ברברה	barbara	ברבר	barbara	PROPN	
פרה	牛	פרה	牛		N
פרה	奶牛	פרה	奶牛		N
פרה	母牛	פרה	母牛		N
מיקרוסופט	microsoft	מיקרוסופט	microsoft	PROPN	
מיקרוסופט	微	מיקרוסופט	微	PROPN	N
תשובות	解答	תשובה	解答	N;FEM;PL	V
תשובות	回覆	תשובה	回覆	N;FEM;PL	V
תשובות	答復	תשובה	答復	N;FEM;PL	V
יורה	射手	יורה	射手	PROPN	N
הקדיש	奉獻	הקדיש	奉獻	V;MASC;SG;3;PST;ACT	N
הקדיש	專用	הקדיש	專用	V;MASC;SG;3;PST;ACT	N
קלאסי	優雅	קלאסי	優雅	ADJ;MASC;SG	N
קלאסי	古典	קלאסי	古典	ADJ;MASC;SG	N
קלאסי	經典	קלאסי	經典	ADJ;MASC;SG	N
קלאסי	古典	קלאסי	古典	ADJ;MASC;SG	N
מופעים	顯示	מופע	顯示	N;MASC;PL	V
התאבדות	自殺	התאבדות	自殺	N;FEM;SG	V
מדויקת	精確	מדויק	精確	ADJ;FEM;SG	N
מדויקת	準確	מדויק	準確	ADJ;FEM;SG	N
מדויקת	精確	מדויק	精確	ADJ;FEM;SG	N
נלסון	nelson	נלסון	nelson	PROPN	
שירו	唱	שירו	唱		N
שירו	唱歌	שירו	唱歌		N
שירו	歌唱	שירו	歌唱		N
נרחבת	廣泛	נרחב	廣泛	V;FEM;SG;V.PTCP;MID	ADV
אודי	udi	אודי	udi	PROPN	
רז	raz	רז	raz	PROPN	
מועמדות	套用	הועמד	套用		V
מועמדות	候選	הועמד	候選		V
מועמדות	提名	הועמד	提名		V
שביל	路徑	שביל	路徑		N
שביל	bill	שביל	bill		
שביל	法案	שביל	法案		N
המטופל	病患	המטופל	病患	PROPN	N
המטופל	患者	המטופל	患者	PROPN	N
המטופל	病人	המטופל	病人	PROPN	N
אלקטרונית	電子	אלקטרוני	電子	ADV	N
אגדה	傳說	אגדה	傳說	N;FEM;SG	V
ברובו	大多	ברובו	大多		ADV
פרטיות	隱私	פרטי	隱私	ADJ;FEM;PL	N
פרטיות	隱私	פרטי	隱私	ADJ;FEM;PL	N
נחמד	尼斯	נחמד	尼斯	ADJ;MASC;SG	PROPN
מרובה	多	מרובה	多	ADJ;FEM;SG	NUM
מרובה	多	מרובה	多	ADJ;FEM;SG	NUM
נוכח	出席	נוכח	出席		V
נוכח	參加	נוכח	參加		V
נוכח	主治	נוכח	主治		N
נוכח	現任	נוכח	現任		N
להתגבר	克	התגבר	克	V;NFIN	PROPN
יבנה	建	יבנה	建	PROPN	V
יבנה	建立	יבנה	建立	PROPN	V
כתבים	著	כתב	著	N;MASC;PL	PART;PROG
סטון	stone	סטון	stone	PROPN	
סטון	石	סטון	石	PROPN	N
סטון	斯通	סטון	斯通	PROPN	PROPN
סטון	石頭	סטון	石頭	PROPN	N
קץ	終	קץ	終		N
קץ	結尾	קץ	結尾		N
קץ	結束	קץ	結束		V
דוב	dov	דוב	dov	PROPN	
דוב	熊	דוב	熊	PROPN	N
יומן	日誌	יומן	日誌	PROPN	N
יומן	日刊	יומן	日刊	PROPN	N
יומן	日記	יומן	日記	PROPN	N
יומן	期刊	יומן	期刊	PROPN	N
יומן	日記	יומן	日記	PROPN	N
יומן	日誌	יומן	日誌	PROPN	N
יציאה	退出	יציאה	退出	N;FEM;SG	V
יציאה	出境	יציאה	出境	N;FEM;SG	V
ביי	拜拜	בייא	拜拜	PROPN	V
ביי	拜	בייא	拜	PROPN	PROPN
האסלאמית	伊斯蘭	האסלאמית	伊斯蘭	PROPN	PROPN
האן	韓	האן	韓	PROPN	PROPN
האן	漢	האן	漢	PROPN	PROPN
האן	han	האן	han	PROPN	
מיס	miss	מיס	miss		
מיס	小	מיס	小		PART
גיר	粉筆	גיר	粉筆		N
ויין	wayne	ויין	wayne	PROPN	
אחרונה	上次	אחרון	上次	ADJ;FEM;SG	N
אחרונה	最後	אחרון	最後	ADJ;FEM;SG	N
ספיר	sapir	ספיר	sapir	PROPN	
ספיר	藍寶石	ספיר	藍寶石	PROPN	N
צדקה	施捨	צדקה	施捨	N;FEM;SG	V
לוב	利比亞	לוב	利比亞	PROPN	PROPN
מייל	mile	מייל	mile	PROPN	
הארד	青銅	ה"הארד	青銅	PROPN	N
הארד	銅	ה"הארד	銅	PROPN	N
העיניים	雙	העיניים	雙	N	NUM
מוגן	保護	מוגן	保護	ADJ;MASC;SG	V
אימונים	訓練	אימון	訓練	N;MASC;PL	V
מחדל	違約	מחדל	違約		N
מחדל	預設	מחדל	預設		V
טניס	網球	טניס	網球	PROPN	N
שקט	沈	שקט	沈	N;MASC;SG	PROPN
שקט	緘默	שקט	緘默	N;MASC;SG	PROPN
וורנר	werner	וורנר	werner	PROPN	
שלמות	完美	שלמות	完美		ADJ
שלמות	完善	שלמות	完善		N
קולה	可樂	קולה	可樂		N
הקלה	救濟	הקלה	救濟	N;FEM;SG	V
גני	花園	גני	花園	PROPN	N
מילאן	米蘭	מילאן	米蘭	PROPN	PROPN
בהירות	清	בהירות	清	N;FEM;SG	PROPN
בהירות	清晰	בהירות	清晰	N;FEM;SG	PROPN
עצום	遼闊	עצום	遼闊	ADJ;MASC;SG	N
קיצוני	極端	קיצוני	極端	N;MASC;SG	
בהנחה	假設	בהנחה	假設		N
בלום	blum	בלום	blum	PROPN	
בלום	盛開	בלום	盛開	PROPN	V
בלום	開花	בלום	開花	PROPN	V
בלום	bloom	בלום	bloom	PROPN	
בלום	綻放	בלום	綻放	PROPN	
עשירה	富人	עשיר	富人	ADJ;FEM;SG	N
עשירה	富	עשיר	富	ADJ;FEM;SG	
עשירה	富有	עשיר	富有	ADJ;FEM;SG	V
מחברת	筆記	חיבר	筆記	V;FEM;SG;V.PTCP;ACT	N
מחברת	筆	חיבר	筆	V;FEM;SG;V.PTCP;ACT	N
בטון	具體	בטון	具體	PROPN	V
בטון	混凝	בטון	混凝	PROPN	V
בטון	水泥	בטון	水泥	PROPN	N
הלשכה	主席	הלשכה	主席		N
הבעלים	所有	הבעל	所有	N;MASC;PL	DET
גרנט	grant	גרנט	grant	PROPN	
הקיר	壁	הקיר	壁	PROPN	N
הקיר	牆壁	הקיר	牆壁	PROPN	N
הקיר	圍牆	הקיר	圍牆	PROPN	N
הקיר	牆	הקיר	牆	PROPN	N
נוצרת	成型	נוצרת	成型	V;FEM;SG;V.PTCP;MID	N
ידיעה	明知	ידיעה	明知	N;FEM;SG	
קורבן	受害	קורבן	受害	N;MASC;SG	V
קורבן	受害	קורבן	受害	N;MASC;SG	V
חותם	簽約	חתם	簽約	N;MASC;SG	V
חותם	簽署	חתם	簽署	N;MASC;SG	V
חותם	封	חתם	封	N;MASC;SG	V
חותם	海豹	חתם	海豹	N;MASC;SG	PROPN
גדלים	生長	גודל	生長	N;MASC;PL	V
גדלים	成長	גודל	成長	N;MASC;PL	V
גדלים	成長	גודל	成長	N;MASC;PL	V
גדלים	生長	גודל	生長	N;MASC;PL	V
מאייר	mayer	מאייר	mayer	PROPN	
מאייר	meier	מאייר	meier	PROPN	
מאייר	meyer	מאייר	meyer	PROPN	
המוסר	道德	המוסר	道德		N
המוסר	道義	המוסר	道義		N
המוסר	道德	המוסר	道德		N
תערובת	混合	תערובת	混合	N;FEM;SG	V
תערובת	混合	תערובת	混合	N;FEM;SG	V
באיירן	bayern	אייר	bayern	PROPN	
פתיחה	開局	פתיחה	開局	N;FEM;SG	V
פתיחה	開幕	פתיחה	開幕	N;FEM;SG	V
פרח	花	פרח	花	PROPN	N
פרח	花兒	פרח	花兒	PROPN	N
פרח	花朵	פרח	花朵	PROPN	N
אגדות	傳說	אגדה	傳說	N;FEM;PL	V
יועץ	參贊	יועץ	參贊	N;MASC;SG	V
יועץ	參贊	יועץ	參贊	N;MASC;SG	V
יועץ	輔導	יועץ	輔導	N;MASC;SG	V
חוסה	jose	חוסה	jose	PROPN	
סמלי	象徵	סמל	象徵		V
סמלי	象徵	סמל	象徵		V
התאריך	日期	התאריך	日期	ADV	N
התאריך	約會	התאריך	約會	ADV	N
אקדמית	學術	אקדמי	學術	ADV	N
היסודי	初等	היסודי	初等	PROPN	N
ישנים	睡	ישן	睡	ADJ;MASC;PL	V
ישנים	睡覺	ישן	睡覺	ADJ;MASC;PL	V
רומי	roman	רומי	roman	PROPN	
חורבן	破壞	חורבן	破壞	PROPN	V
חורבן	毀滅	חורבן	毀滅	PROPN	N
חורבן	毀壞	חורבן	毀壞	PROPN	V
חורבן	銷毀	חורבן	銷毀	PROPN	V
יפני	日本	יפני	日本	PROPN	PROPN
יפני	日文	יפני	日文	PROPN	N
צל	影	צל	影		N
צל	影子	צל	影子		N
צל	陰影	צל	陰影		N
צל	暗影	צל	暗影		N
צל	陰影	צל	陰影		N
נסיעה	乘車	נסיעה	乘車	N;FEM;SG	V
נסיעה	開車	נסיעה	開車	N;FEM;SG	V
נסיעה	駕駛	נסיעה	駕駛	N;FEM;SG	V
לסירוגין	間歇	לסירוגין	間歇	ADV	N
לסירוגין	間斷	לסירוגין	間斷	ADV	V
לסירוגין	間歇	לסירוגין	間歇	ADV	N
אימן	iman	אימן	iman	PROPN	
למשוך	拉	משך	拉	V;NFIN;ACT	
קסם	魔神	קסם	魔神		N
קסם	魔法	קסם	魔法		N
קסם	魔術	קסם	魔術		N
קסם	神奇	קסם	神奇		ADJ
קסם	魔力	קסם	魔力		N
ברבים	多	ברבי	多		NUM
ברבים	複數	ברבי	複數		N
יעד	目	יעד	目		N
יעד	目標	יעד	目標		N
יעד	目標	יעד	目標		N
ברירה	選擇	ברירה	選擇	N;FEM;SG	V
הכללה	包容	הכללה	包容	N;FEM;SG	V
קפיצה	跳	קפיצה	跳	N;FEM;SG	
קפיצה	跳躍	קפיצה	跳躍	N;FEM;SG	V
קפיצה	蹦	קפיצה	蹦	N;FEM;SG	V
קפיצה	跳躍	קפיצה	跳躍	N;FEM;SG	V
חאן	khan	ח'אן	khan	N;MASC;SG	
הנעה	推進	הנעה	推進	N;FEM;SG	V
דרישה	要求	דרישה	要求	N;FEM;SG	V
דרישה	需求	דרישה	需求	N;FEM;SG	V
דרישה	要求	דרישה	要求	N;FEM;SG	V
בתוקף	有效	בתוקף	有效		V
חמה	熱	חם	熱	PROPN	PART
חמה	燙	חם	燙	PROPN	N
חמה	溫暖	חם	溫暖	PROPN	N
חמה	暖	חם	暖	PROPN	N
הידיעה	明知	הידיע	明知	V;FEM;SG;3;PST;ACT	
זמנים	times	זמן	times	N;MASC;PL	
להגיב	反應	הגיב	反應	V;NFIN;ACT	N
בנויה	建	בנה	建	ADJ;FEM;SG	V
בנויה	內建	בנה	內建	ADJ;FEM;SG	N
רנה	renee	רנה	renee	PROPN	
רנה	rené	רנה	rené	PROPN	
רנה	rene	רנה	rene	PROPN	
שווים	等	שווה	等	ADJ;MASC;PL	N
שווים	平等	שווה	平等	ADJ;MASC;PL	N
גריי	灰色	גריי	灰色	PROPN	N
גריי	灰	גריי	灰	PROPN	N
גריי	灰色	גריי	灰色	PROPN	N
גריי	灰	גריי	灰	PROPN	N
גריי	grey	גריי	grey	PROPN	
הברון	男爵	הברון	男爵	PROPN	N
לאט	慢慢	לאט	慢慢	ADV	ADJ
לאט	輕鬆	לאט	輕鬆	ADV	ADJ
לאט	簡單	לאט	簡單	ADV	ADJ
חדרה	房間	חדרה	房間	PROPN	N
חדרה	房	חדרה	房	PROPN	N
מבוגרים	成年	מבוגר	成年	N;MASC;PL	V
אומנות	art	אומנות	art	N;FEM;SG	
בחוץ	外部	בחוץ	外部		N
בחוץ	室外	בחוץ	室外		N
בחוץ	外面	בחוץ	外面		N
בחוץ	外	בחוץ	外		N
בחוץ	出局	בחוץ	出局		V
פורסמה	張	פורסם	張	V;FEM;SG;3;PST;PASS	PROPN
מיידי	即時	מיידי	即時	ADJ;MASC;SG	ADV
מיידי	瞬間	מיידי	瞬間	ADJ;MASC;SG	N
מיידי	即時	מיידי	即時	ADJ;MASC;SG	ADV
מיידי	瞬時	מיידי	瞬時	ADJ;MASC;SG	N
כימי	化學	כימי	化學	PROPN	N
כימי	化學	כימי	化學	PROPN	N
סטפן	stefan	סטפן	stefan	PROPN	
סטפן	stephan	סטפן	stephan	PROPN	
המועמד	候選	המועמד	候選	PROPN	V
המועמד	候選	המועמד	候選	PROPN	V
תרופה	補救	תרופה	補救	N;FEM;SG	V
פניה	臉	פניה	臉		N
פניה	臉部	פניה	臉部		N
לאמץ	擁抱	אימץ	擁抱	V;NFIN;ACT	N
ספציפית	具體	ספציפית	具體	ADV	V
ספציפית	具體	ספציפית	具體	ADV	ADJ
הצגה	介紹	הצגה	介紹	N;FEM;SG	V
הצגה	展示	הצגה	展示	N;FEM;SG	V
הצגה	顯示	הצגה	顯示	N;FEM;SG	V
הצגה	show	הצגה	show	N;FEM;SG	
השפלה	羞辱	השפלה	羞辱	PROPN	V
השפלה	屈辱	השפלה	屈辱	PROPN	V
השפלה	退化	השפלה	退化	PROPN	N
השפלה	降解	השפלה	降解	PROPN	V
זעם	憤怒	זעם	憤怒	N;MASC;SG	ADJ
בוגרים	成年	בוגר	成年	N;MASC;PL	V
בוגרים	畢業	בוגר	畢業	N;MASC;PL	V
סגול	紫色	סגול	紫色		N
סגול	紫	סגול	紫		N
שבטי	部落	שבטי	部落	PROPN	N
רציף	持續	רציף	持續		V
רציף	連續	רציף	連續		ADV
עצומה	請願	עצום	請願	ADJ;FEM;SG	V
עצומה	請願	עצום	請願	ADJ;FEM;SG	V
עצומה	上訪	עצום	上訪	ADJ;FEM;SG	V
דק	dec	None	dec		
דק	十二	None	十二		NUM
דק	薄	None	薄		PART
דק	瘦	None	瘦		N
ציפור	伯德	ציפור	伯德	PROPN	PROPN
ציפור	鳥	ציפור	鳥	PROPN	N
הכיתוב	標題	הכיתוב	標題	PROPN	N
הטור	柱	הטור	柱		N
הטור	專欄	הטור	專欄		N
הטור	欄	הטור	欄		N
הטור	列	הטור	列		V
הערכות	評價	הערכה	評價	N;FEM;PL	V
הערכות	估計	הערכה	估計	N;FEM;PL	V
הערכות	評估	הערכה	評估	N;FEM;PL	V
פולק	polk	פולק	polk	PROPN	
עפר	泥土	עפר	泥土		N
עפר	污垢	עפר	污垢		N
עפר	土	עפר	土		N
מוסמך	授權	מוסמך	授權	V;MASC;SG;V.PTCP;PASS	N
מוסמך	認證	מוסמך	認證	V;MASC;SG;V.PTCP;PASS	N
הכותל	壁	הכותל	壁	ADV	N
הכותל	牆壁	הכותל	牆壁	ADV	N
הכותל	圍牆	הכותל	圍牆	ADV	N
הכותל	牆	הכותל	牆	ADV	N
התקן	裝置	התקן	裝置		N
התקן	安裝	התקן	安裝		V
דווח	報告	דווח	報告	PROPN	N
דווח	檢舉	דווח	檢舉	PROPN	V
המעגל	圓形	המעגל	圓形	PROPN	N
המעגל	圓	המעגל	圓	PROPN	
המעגל	圓圈	המעגל	圓圈	PROPN	N
המעגל	迴圈	המעגל	迴圈	PROPN	N
המעגל	圈	המעגל	圈	PROPN	N
סיימון	simon	סיימון	simon	PROPN	
סיימון	西蒙	סיימון	西蒙	PROPN	PROPN
סיימון	西門	סיימון	西門	PROPN	PROPN
הכחדה	滅絕	הכחדה	滅絕	N;FEM;SG	V
אמיתית	real	אמיתי	real	ADV	
אמיתית	真實	אמיתי	真實	ADV	ADJ
מגדיר	界	הגדיר	界	V;MASC;SG;V.PTCP;ACT	N
מגדיר	定義	הגדיר	定義	V;MASC;SG;V.PTCP;ACT	N
הרפתקאות	探險	הרפתקאות	探險	N;FEM;SG	V
נובה	新星	נובה	新星	PROPN	N
נובה	nova	נובה	nova	PROPN	
מדידה	測量	מדידה	測量	N;FEM;SG	V
מדידה	衡量	מדידה	衡量	N;FEM;SG	V
מדידה	測量	מדידה	測量	N;FEM;SG	V
מדידה	衡量	מדידה	衡量	N;FEM;SG	V
מדידה	測量	מדידה	測量	N;FEM;SG	V
מדידה	衡量	מדידה	衡量	N;FEM;SG	V
הפגנות	示威	הפגנה	示威	N;FEM;PL	V
הגיוני	合理	הגיון	合理	V;PL;1;PST;ACT	N
הגיוני	邏輯	הגיון	邏輯	V;PL;1;PST;ACT	N
חפירות	挖掘	חפירות	挖掘	N;FEM;PL	V
רציני	認真	רציני	認真	ADJ;MASC;SG	N
נקבה	女	נקבה	女	PROPN	N
נקבה	女性	נקבה	女性	PROPN	N
מגבלות	限制	מגבלה	限制	N;FEM;PL	V
מגבלות	限制	מגבלה	限制	N;FEM;PL	V
כפתור	按	כפתור	按	N;MASC;SG	ADP
מעצר	逮捕	מעצר	逮捕	N;MASC;SG	V
מעצר	被	מעצר	被	N;MASC;SG	V;PASS
מעצר	拘捕	מעצר	拘捕	N;MASC;SG	V
רצופות	連續	רצוף	連續	N;FEM;PL	ADV
העתק	複製	העתק	複製		V
העתק	副	העתק	副		PART
לין	琳	לין	琳	PROPN	PROPN
לין	lin	לין	lin	PROPN	
לין	林	לין	林	PROPN	PROPN
דתיות	宗教	דתי	宗教	ADJ;FEM;PL	N
לוד	lod	לוד	lod	PROPN	
מחול	舞蹈	מחול	舞蹈	PROPN	N
מחול	跳舞	מחול	跳舞	PROPN	N
מחול	舞	מחול	舞	PROPN	N
כתיב	拼字	כתיב	拼字		N
כתיב	拼寫	כתיב	拼寫		V
החבר	男	החבר	男		N
החבר	男友	החבר	男友		N
דיבור	演說	דיבור	演說	N;MASC;SG	V
הרץ	赫茲	הרץ	赫茲		PROPN
האביב	春	האביב	春	V;MASC;SG;3;PST;ACT	N
האביב	春秋	האביב	春秋	V;MASC;SG;3;PST;ACT	N
האביב	春天	האביב	春天	V;MASC;SG;3;PST;ACT	N
האביב	彈簧	האביב	彈簧	V;MASC;SG;3;PST;ACT	N
האביב	春季	האביב	春季	V;MASC;SG;3;PST;ACT	N
קדוש	聖人	קדוש	聖人		N
קדוש	聖	קדוש	聖		PROPN
קדוש	神聖	קדוש	神聖		ADJ
קדוש	神聖	קדוש	神聖		ADJ
שה	沙	שה	沙	CONJ	PROPN
שה	sha	שה	sha	CONJ	
מקדם	促進	מקדם	促進	N;MASC;SG	V
הורוביץ	horowitz	הורוביץ	horowitz	PROPN	
משלב	結合	שילב	結合	N;MASC;SG	V
נכונות	真實	נכונות	真實	N;FEM;SG	ADJ
הנצחה	紀念	הנצחה	紀念	N;FEM;SG	V
הנצחה	紀念	הנצחה	紀念	N;FEM;SG	V
הנצחה	紀念	הנצחה	紀念	N;FEM;SG	V
ורדי	verdi	ורדי	verdi	PROPN	
דיסק	碟片	דיסק	碟片	PROPN	N
דיסק	碟	דיסק	碟	PROPN	N
דיסק	磁碟	דיסק	磁碟	PROPN	N
דיסק	碟片	דיסק	碟片	PROPN	N
דיסק	碟	דיסק	碟	PROPN	N
דיסק	磁碟	דיסק	磁碟	PROPN	N
יפנית	日本	יפני	日本	PROPN	PROPN
יפנית	日文	יפני	日文	PROPN	N
נעצרו	被	נעצר	被	V;PL;3;PST;MID	V;PASS
השלמת	竣工	השלמה	竣工	N;PSSD;FEM;SG	V
