घोटाले	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
निजीकरण	kişiselleştirme	निजीकरण	kişiselleş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;2;NEG;PRS;V.MSDR;CAUS
अज्ञान	cahillik	अज्ञान	cahillik	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
अज्ञान	cehalet	अज्ञान	cehalet	PROPN;NOM;MASC;SG;3	
आर्द्र	nemli	आर्द्र	nemli	N;NOM;MASC;SG;3	
नबी	peygamber	नबी	peygamber	PROPN;NOM;MASC;SG;3	
नबी	nabi	नबी	nabi	PROPN;NOM;MASC;SG;3	
परी	peri	परी	peri	PROPN;NOM;FEM;SG;3	
परी	meleğim	परी	meleğim	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
परी	melek	परी	melek	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
कीचड़	çamur	कीचड	çamur	N;NOM;MASC;SG;3	
कीचड़	çamurlu	कीचड	çamurlu	N;NOM;MASC;SG;3	
कीचड़	quagmire	कीचड	quagmire	N;NOM;MASC;SG;3	
न्यूर्क	newark	न्यूर्क	newark	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
छुपा	gizlenmiş	छुपा	gizle		V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
छुपा	gizlendi	छुपा	gizle		V;PFV;IND;SG;3;POS;PST;PASS
छुपा	gizle	छुपा	giz		V;PFV;IMP;SG;2;POS;PRS
छुपा	sakla	छुपा	sak		V;PFV;IMP;SG;2;POS;PRS
छुपा	gizlemek	छुपा	gizle		V;PFV;NOM;IND;POS;PRS;V.MSDR
डिफ़ॉल्ट	öntanımlı	डिफ़ॉल्ट	öntanımlı	N;NOM;MASC;SG;3	
डिफ़ॉल्ट	varsayılan	डिफ़ॉल्ट	varsa	N;NOM;MASC;SG;3	
ड्राफ्ट	cereyan	ड्राफ्ट	cereyan	N;NOM;MASC;SG;3	
ड्राफ्ट	taslak	ड्राफ्ट	taslak	N;NOM;MASC;SG;3	
राइस	pirinç	राइस	pirinç	PROPN;NOM;MASC;SG;3	
राइस	pilav	राइस	pilav	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
मात	maat	मात	maat	N;NOM;FEM;SG;3	
रेफरी	hakem	रेफरी	hakem	N;NOM;FEM;SG;3	
साहसी	cesaretli	साहसी	cesaretli	N;NOM;MASC;SG;3	ADJ
साहसी	cesur	साहसी	cesur	N;NOM;MASC;SG;3	
उपेक्षित	gözardı	उपेक्षित	göz	ADJ	
उपेक्षित	görmezden	उपेक्षित	gör	ADJ	N;AT+ABL;PL;3
उपेक्षित	ihmal	उपेक्षित	ihmal	ADJ	
ज़िंदगी	life	ज़िंदगी	life	N;NOM;FEM;SG;3	
ज़िंदगी	hayat	ज़िंदगी	hayat	N;NOM;FEM;SG;3	
ज़िंदगी	ömür	ज़िंदगी	ömür	N;NOM;FEM;SG;3	
दरें	oranları	दर	oran	N;NOM;FEM;PL;3	N;ACC;PL;3
पेशेवरों	profesyoneller	पेशेवर	profesyon	N;ACC;MASC;PL;3	N;NOM;PL;3
पेशेवरों	profesyonel	पेशेवर	profesyonel	N;ACC;MASC;PL;3	
श्वार्ज़नेगर	schwarzenegger	श्वार्ज़नेगर	schwarzenegger	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
धूमकेतु	kuyruklu	धूमकेतु	kuyruklu	PROPN;NOM;MASC;SG;3	
कॉनकॉर्ड	concorde	कॉनकॉर्ड	concorde	N;NOM;MASC;SG;3	N;ESS;SG;3
मिश्रधातु	alaşım	मिश्रधातु	alaşım	N;NOM;MASC;SG;3	
आइटम	eşyalar	आइटम	eşya	N;NOM;MASC;SG;3	N;NOM;PL;3
आइटम	ürünler	आइटम	ürün	N;NOM;MASC;SG;3	N;NOM;PL;3
आइटम	ürün	आइटम	ürün	N;NOM;MASC;SG;3	
आइटम	öğe	आइटम	öğe	N;NOM;MASC;SG;3	
वेदना	hüzün	वेदना	hüzün	PROPN;NOM;FEM;SG;3	
वेदना	melankolik	वेदना	melankolik	PROPN;NOM;FEM;SG;3	
दुर्गम	kaynar	दुर्गम	kaynar	N;NOM;MASC;SG;3	
जीमेल	gmail	जीमेल	gmail	PROPN;NOM;FEM;SG;3	
फॉर्मेट	format	फॉर्मेट	format	N;NOM;MASC;SG;3	
फॉर्मेट	biçim	फॉर्मेट	biçim	N;NOM;MASC;SG;3	
फॉर्मेट	biçimi	फॉर्मेट	biçim	N;NOM;MASC;SG;3	N;ACC;SG;3
फॉर्मेट	formatı	फॉर्मेट	format	N;NOM;MASC;SG;3	N;ACC;SG;3
फेस	yüzün	फेस	yüz		N;NOM;SG;3
फेस	yüzünü	फेस	yüz		N;ACC;SG;3
फेस	yüzü	फेस	yüz		N;ACC;SG;3
कस्तूरी	misk	कस्तूरी	misk	PROPN;NOM;FEM;SG;3	
पांव	ayakları	पाँव	ayak	N;NOM;MASC;SG;3	N;NOM;PL;3
पांव	ayaklar	पाँव	ayak	N;NOM;MASC;SG;3	N;NOM;PL;3
छड़	çubuklar	छड़	çubuk	N;NOM;FEM;SG;3	N;NOM;PL;3
मीट्रिक	ölçümler	मीट्रिक	ölçüm	N;NOM;MASC;SG;3	N;NOM;PL;3
मीट्रिक	ölçümleri	मीट्रिक	ölçüm	N;NOM;MASC;SG;3	N;ACC;PL;3
मीट्रिक	metrik	मीट्रिक	metrik	N;NOM;MASC;SG;3	
डिज़ाइनर	tasarım	डिज़ाइनर	tas	N;NOM;MASC;SG;3	
डिज़ाइनर	tasarımcı	डिज़ाइनर	tasarımcı	N;NOM;MASC;SG;3	
क्रीड़ा	spor	क्रीड़ा	spor	N;NOM;MASC;SG;3	
क्रीड़ा	sporlar	क्रीड़ा	spor	N;NOM;MASC;SG;3	N;NOM;PL;3
एकाग्रता	konsantrasyonları	एकाग्रता	konsantrasyon	N;NOM;FEM;SG;3	N;ACC;PL;3
एकाग्रता	konsantre	एकाग्रता	konsantre	N;NOM;FEM;SG;3	
एकाग्रता	konsantrasyon	एकाग्रता	konsantrasyon	N;NOM;FEM;SG;3	
एकाग्रता	toplama	एकाग्रता	toplama	N;NOM;FEM;SG;3	
ईकाई	birlik	ईकाई	birlik	N;NOM;FEM;SG;3	
ईकाई	birim	ईकाई	birim	N;NOM;FEM;SG;3	
ईकाई	ünite	ईकाई	ünite	N;NOM;FEM;SG;3	
भतीजे	yeğen	भतीजा	yeğen	N;NOM;MASC;SG;3	
भतीजे	yeğenleri	भतीजा	yeğen	N;NOM;MASC;SG;3	N;NOM;PL;3
विधिवत	hakkıyla	विधिवत	hak	N;NOM;MASC;SG;3	N;INS;SG;3
कुंभ	kova	कुँभ	kova	N;NOM;MASC;SG;3	
दंगे	isyanlar	दंगा	isyan	N;NOM;MASC;SG;3	
मेरिल	merrill	मेरिल	merrill	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
स्तनधारियों	memeliler	स्तनधारी	memeli	N;ACC;MASC;PL;3	ADJ;NOM;PL;3
स्तनधारियों	memeli	स्तनधारी	memel	N;ACC;MASC;PL;3	
संकेतक	imleç	संकेतक	imleç	N;NOM;MASC;SG;3	
ठाकरे	thackeray	ठाकरे	thackeray	PROPN;NOM;SG;3	
बेंज	benz	बेंज	benz	PROPN;NOM;MASC;SG;3	
तंजानिया	tanzanya	तंजानिया	tanzan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
गोल्डबर्ग	goldberg	गोल्डबर्ग	goldberg	PROPN;NOM;MASC;SG;3	
एडी	eddie	एडी	et	PROPN;NOM;MASC;SG;3	
एडी	addy	एडी	addy	PROPN;NOM;MASC;SG;3	
मिज़ोरम	mizoram	मिज़ोरम	mizoram	PROPN;NOM;MASC;SG;3	
नहरों	kanal	नहर	kanal	N;ACC;FEM;PL;3	
नहरों	kanalı	नहर	kanalı	N;ACC;FEM;PL;3	N;ACC;SG;3
नहरों	kanallar	नहर	kanal	N;ACC;FEM;PL;3	N;NOM;PL;3
पिस्तौल	tabanca	पिस्तौल	tabanca	N;NOM;MASC;SG;3	
विभेदन	çözüm	विभेदन	çözüm	N;NOM;MASC;SG;3	
गुफाएं	mağara	गुफा	mağar	N;NOM;FEM;PL;3	
उज़्बेकिस्तान	özbekistan	उज़्बेकिसिसान	özbekistan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सीरियल	nijerya	सीरियल	nijer	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
सीरियल	seri	सीरियल	seri	N;NOM;MASC;SG;3	
सीरियल	cezayir	सीरियल	cezayir	N;NOM;MASC;SG;3	
रिवर्स	ters	रिवर्स	ters	N;NOM;MASC;SG;3	
रिवर्स	tersine	रिवर्स	ters	N;NOM;MASC;SG;3	
कार्यपालिका	yürütme	कार्यपालिका	yürü	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
कार्यपालिका	yönetici	कार्यपालिका	yönetici	N;NOM;FEM;SG;3	
कलिंग	kalinga	कलिंग	kalinga	PROPN;NOM;MASC;SG;3	
कास्ट	alçı	कास्ट	alçı	N;NOM;MASC;SG;3	
कास्ट	döküm	कास्ट	dök	N;NOM;MASC;SG;3	
कास्ट	atın	कास्ट	at	N;NOM;MASC;SG;3	
झटका	sok	झटका	sok	N;NOM;MASC;SG;3	V;PFV;IND;SG;3;POS;PST
झटका	şok	झटका	şok	N;NOM;MASC;SG;3	
कैदी	tutuklu	कैदी	tutuklu	N;NOM;MASC;PL;3	
कैदी	tutsak	कैदी	tutsak	N;NOM;MASC;PL;3	
कैदी	mahkum	कैदी	mahkum	N;NOM;MASC;PL;3	
कैदी	esir	कैदी	esir	N;NOM;MASC;PL;3	
कैदी	mahkûm	कैदी	mahkûm	N;NOM;MASC;PL;3	
कैदी	tutsak	कैदी	tutsak	N;NOM;MASC;PL;3	
साओ	cao	साओ	cao	PROPN;NOM;MASC;SG;3	
साओ	sao	साओ	sao	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
विंडो	pencere	विंडो	pencere	N;NOM;MASC;SG;3	
विंडो	pencereyi	विंडो	pencere	N;NOM;MASC;SG;3	N;ACC;SG;3
केंट	kent	केंट	kent	PROPN;NOM;MASC;SG;3	
लोधी	lodi	लोधी	lodi	PROPN;NOM;MASC;SG;3	INTJ
इराकी	irak	इराकी	irak	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
इराकी	iraklı	इराकी	iraklı	N;NOM;MASC;SG;3	
इराकी	irak	इराकी	irak	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
इराकी	iraklılar	इराकी	iraklı	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
अराजकता	anarşi	अराजकता	anarşi	N;NOM;FEM;SG;3	
अराजकता	kaos	अराजकता	kaos	N;NOM;FEM;SG;3	
अराजकता	karmaşa	अराजकता	karmaş	N;NOM;FEM;SG;3	
अराजकता	kargaşa	अराजकता	kargaş	N;NOM;FEM;SG;3	
पेले	pelle	पेला	pel	PROPN;NOM;MASC;SG;3	
आजीविका	kariyeri	आजीविका	kariyer	N;NOM;MASC;SG;3	
आजीविका	kariyer	आजीविका	kariyer	N;NOM;MASC;SG;3	
आजीविका	geçim	आजीविका	geçim	N;NOM;MASC;SG;3	
फायदे	fayda	फायदा	fayda	N;NOM;MASC;PL;3	
फायदे	yararları	फायदा	yarar	N;NOM;MASC;PL;3	ADJ;NOM;PL;3
बार्कलेज	barclays	बार्कलेज	barclays	N;NOM;MASC;SG;3	
नवीकरण	tadilat	नवीकरण	tadilat	N;NOM;MASC;SG;3	
नवीकरण	yenileme	नवीकरण	yenilem	N;NOM;MASC;SG;3	
नवीकरण	yenileme	नवीकरण	yenilem	N;NOM;MASC;SG;3	
नाममात्र	nominal	नाममात्र	nominal	N;NOM;MASC;SG;3	
ग्लेशियर	buzul	ग्लेशियर	buzul	N;NOM;MASC;SG;3	
ग्लेशियर	buzullar	ग्लेशियर	buzul	N;NOM;MASC;SG;3	N;NOM;PL;3
निरोध	prezervatif	निरोध	prezervatif	N;NOM;MASC;SG;3	
निरोध	kondom	निरोध	kondom	N;NOM;MASC;SG;3	
प्रतिबंधों	yaptırımlar	प्रतिबंध	yap	N;ACC;MASC;PL;3	N;NOM;PL;3
उपासक	tapanlar	उपासक	tapan	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
मैराथन	maraton	मैराथन	maraton	N;NOM;MASC;SG;3	
लारा	lara	लार	None	PROPN;NOM;FEM;SG;3	
थर्मल	termal	थर्मल	termal	N;NOM;MASC;SG;3	
झाड़ी	çalı	झाड़ी	çalı	N;NOM;FEM;SG;3	
डेविल	devil	डेविल	devil	PROPN;NOM;FEM;SG;3	
डेविल	şeytan	डेविल	şeytan	PROPN;NOM;FEM;SG;3	
कक्षीय	yörünge	कक्षीय	yörünge	N;NOM;MASC;SG;3	
अधूरा	eksik	अधूरा	eksik	ADJ;NOM;MASC;SG	
अधूरा	tamamlanmamış	अधूरा	tamamla	ADJ;NOM;MASC;SG	V;PFV;NFH;IND;SG;3;NEG;PST;PASS
स्क्रीनिंग	gösterim	स्क्रीनिंग	göster	N;NOM;FEM;SG;3	
सर्वसम्मति	uzlaşma	सर्वसम्मति	uzlaş	N;NOM;FEM;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
उत्साही	hevesli	उत्साही	hevesli	N;NOM;MASC;SG;3	
उत्साही	coşkulu	उत्साही	coşkulu	N;NOM;MASC;SG;3	
कार्यशील	koşarak	कार्यशील	koş	N;NOM;MASC;SG;3	V;PFV;IND;POS;PRS;V.CVB
कार्यशील	koşmak	कार्यशील	koş	N;NOM;MASC;SG;3	V;PFV;NOM;IND;POS;PRS;V.MSDR
कार्यशील	koşu	कार्यशील	koşu	N;NOM;MASC;SG;3	
कार्यशील	koşan	कार्यशील	koş	N;NOM;MASC;SG;3	
कार्यशील	koşarken	कार्यशील	koş	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;V.CVB
कार्यशील	koşuyor	कार्यशील	koş	N;NOM;MASC;SG;3	V;PROG;IND;SG;3;POS;INFM;PRS
सराहनीय	takdire	सराहनीय	takdire	PROPN;NOM;MASC;SG;3	
किंवदंती	efsane	किंवदंती	efsane	PROPN;NOM;MASC;SG;3	
लाओस	laos	लाओस	laos	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
साइप्रस	kıbrıs	साइप्रस	kıbrıs	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
गाढ़ा	cüretkar	गाढ़ा	cüretkar	N;NOM;MASC;SG;3	
गाढ़ा	cesur	गाढ़ा	cesur	N;NOM;MASC;SG;3	
एंथोनी	anthony	एंथोनी	anthony	PROPN;NOM;MASC;SG;3	
एंथोनी	antony	एंथोनी	antony	PROPN;NOM;MASC;SG;3	
बाग़	bahçeler	बाग़	bahçe	N;NOM;MASC;SG;3	N;NOM;PL;3
बाग़	orchard	बाग़	orchard	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
कुण्डली	burç	कुण्डली	burç	N;NOM;FEM;SG;3	
ड्राइविंग	sürüş	ड्राइविंग	sürüş	N;NOM;FEM;SG;3	
वेनेजुएला	venezuela	वेनेजुएला	venez	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
जीनों	genler	जीन	gen	N;ACC;FEM;PL;3	N;NOM;PL;3
जीनों	gen	जीन	gen	N;ACC;FEM;PL;3	
बोनस	bonus	बोनस	bonus	PROPN;NOM;MASC;SG;3	
बोनस	ikramiye	बोनस	ikrami	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
बोनस	prim	बोनस	prim	PROPN;NOM;MASC;SG;3	
बोनस	bonus	बोनस	bonus	PROPN;NOM;MASC;SG;3	
बोनस	ikramiye	बोनस	ikrami	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
थाना	cezaevi	थाना	cezaevi	N;NOM;MASC;SG;3	
थाना	hapishane	थाना	hapishan	N;NOM;MASC;SG;3	
थाना	hapis	थाना	hapis	N;NOM;MASC;SG;3	
झूठे	yalancı	झूठा	yalancı	ADJ;NOM;MASC;PL	
झूठे	yalancı	झूठा	yalancı	ADJ;NOM;MASC;PL	
झूठे	yalancılar	झूठा	yalancı	ADJ;NOM;MASC;PL	N;NOM;PL;3
अस्थियों	kemik	अस्थी	kemik	N;ACC;FEM;PL;3	
अस्थियों	bones	अस्थी	bones	N;ACC;FEM;PL;3	
अस्थियों	kemikleri	अस्थी	kemik	N;ACC;FEM;PL;3	N;NOM;PL;3
अस्थियों	kemikler	अस्थी	kemik	N;ACC;FEM;PL;3	N;NOM;PL;3
पिक्सेल	piksel	पिक्सेल	piksel	N;NOM;MASC;SG;3	
पिक्सेल	pikseli	पिक्सेल	piksel	N;NOM;MASC;SG;3	
पिक्सेल	piksel	पिक्सेल	piksel	N;NOM;MASC;SG;3	
लॉयड	lloyd	लॉयड	lioyd	PROPN;NOM;MASC;SG;3	
एनर्जी	enron	एनर्जी	enron	N;NOM;FEM;SG;3	
ब्रेट	brett	ब्रेट	brett	PROPN;NOM;MASC;SG;3	
हीट	isı	हीट	isı	N;NOM;MASC;SG;3	
वायसराय	vali	वायसराय	vali	N;NOM;FEM;SG;3	
क्राय	krayı	क्राय	kra	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
सुनहरा	golden	सुनहरा	gol	ADJ;NOM;MASC;SG	N;AT+ABL;SG;3
सुनहरा	altın	सुनहरा	altın	ADJ;NOM;MASC;SG	
सुनहरा	altin	सुनहरा	altin	ADJ;NOM;MASC;SG	
सुनहरा	altınlar	सुनहरा	altın	ADJ;NOM;MASC;SG	ADJ;NOM;PL;3
सुनहरा	altın	सुनहरा	altın	ADJ;NOM;MASC;SG	
सुनहरा	gold	सुनहरा	gold	ADJ;NOM;MASC;SG	
सुनहरा	altin	सुनहरा	altin	ADJ;NOM;MASC;SG	
अंपायर	hakemler	अंपायर	hakem	N;NOM;MASC;SG;3	N;NOM;PL;3
अंपायर	hakem	अंपायर	hakem	N;NOM;MASC;SG;3	
नमाज़	salah	नमाज	salah	N;NOM;FEM;SG;3	
नमाज़	dua	नमाज	dua	N;NOM;FEM;SG;3	
नमाज़	dualar	नमाज	dua	N;NOM;FEM;SG;3	N;NOM;PL;3
कर्कट	yengeç	कर्कट	yengeç	N;NOM;MASC;SG;3	
कर्कट	kanser	कर्कट	kanser	N;NOM;MASC;SG;3	
पर्सनल	şahsi	पर्सनल	şahsi	N;NOM;MASC;SG;3	
पर्सनल	kişisel	पर्सनल	kişisel	N;NOM;MASC;SG;3	
मॉनमाउथशायर	monmouthshire	मॉनमाउथशायर	monmouthshire	N;NOM;MASC;SG;3	PROPN;NOM;SG;3
पहिया	teker	पहिया	teker	N;NOM;MASC;SG;3	
पहिया	çark	पहिया	çark	N;NOM;MASC;SG;3	
पहिया	lastik	पहिया	lastik	N;NOM;MASC;SG;3	
मेगाडेथ	megadeth	मेगाडेथ	megadeth	N;NOM;MASC;SG;3	
लोकल	yerli	लोकल	yerli	N;NOM;MASC;SG;3	
लोकल	lokal	लोकल	lokal	N;NOM;MASC;SG;3	
लोकल	yöresel	लोकल	yöresel	N;NOM;MASC;SG;3	
लोकल	yerel	लोकल	yerel	N;NOM;MASC;SG;3	
पुनरुद्धार	onarım	पुनरुद्धार	o	N;NOM;MASC;SG;3	
पुनरुद्धार	yenileme	पुनरुद्धार	yenilem	N;NOM;MASC;SG;3	
पुनरुद्धार	diriliş	पुनरुद्धार	diriliş	N;NOM;MASC;SG;3	
मस्जिदों	camiler	मस्जिद	cami	N;ACC;FEM;PL;3	N;NOM;PL;3
मस्जिदों	cami	मस्जिद	cami	N;ACC;FEM;PL;3	
मस्जिदों	camii	मस्जिद	camii	N;ACC;FEM;PL;3	N;NOM;SG;3
विकासवादी	evrimsel	विकासवादी	evrimsel	PROPN;NOM;SG;3	
डेयरी	süt	डेयरी	süt	N;NOM;FEM;SG;3	
प्रतिरूपण	klonlama	प्रतिरूपण	klonlama	N;NOM;MASC;SG;3	
बाय	hoşçakalın	बाय	hoşçakalı	N;NOM;MASC;SG;3	V;PFV;IMP;PL;2;POS;PRS
बाय	hoşçakal	बाय	hoşçakal	N;NOM;MASC;SG;3	
गेल	gela	गेल	gela	PROPN;NOM;MASC;SG;3	
गेल	gail	गेल	gail	PROPN;NOM;MASC;SG;3	
गेल	gayle	गेल	gayle	PROPN;NOM;MASC;SG;3	
छू	touch	छू	touch	V;ACT	
छू	dokunuş	छू	dokunuş	V;ACT	
छू	dokun	छू	dokun	V;ACT	
छू	dokunma	छू	dokun	V;ACT	
पंक्तियाँ	sıra	पंक्ति	sıra	N;NOM;FEM;PL;3	N;NOM;SG;3
पंक्तियाँ	satır	पंक्ति	satır	N;NOM;FEM;PL;3	
पंक्तियाँ	hatları	पंक्ति	hat	N;NOM;FEM;PL;3	N;ACC;PL;3
हाइकु	haiku	हाइकु	haiku	N;NOM;MASC;SG;3	
जेफ	jeff	जेफ	jeff	PROPN;NOM;MASC;SG;3	
वर्णनात्मक	açıklayıcı	वर्णनात्मक	açıklayıcı	N;NOM;MASC;SG;3	
मद	eşyalar	मद	eşya		N;NOM;PL;3
मद	ürünler	मद	ürün		N;NOM;PL;3
मिशनरी	misyoner	मिशनरी	misyoner	N;NOM;FEM;SG;3	
बियोवुल्फ़	beowulf	बियोवुल्फ़	beowulf	PROPN;NOM;MASC;SG;3	
प्रसन्नता	gaiety	प्रसन्नता	gaiety	N;NOM;FEM;SG;3	
संधारित्र	kapasitör	संधारित्र	kapasitör	N;NOM;MASC;SG;3	
सबवे	metroya	सबवे	metro	N;NOM;MASC;SG;3	N;DAT;SG;3
सबवे	metro	सबवे	metro	N;NOM;MASC;SG;3	
वू	woo	वू	woo	PROPN;NOM;MASC;SG;3	
वू	kur	वू	kur	PROPN;NOM;MASC;SG;3	
चोटियों	doruk	चोटी	doruk	N;ACC;FEM;PL;3	
चोटियों	peaks	चोटी	peaks	N;ACC;FEM;PL;3	PROPN;NOM;SG;3
चोटियों	tepeler	चोटी	tepe	N;ACC;FEM;PL;3	N;NOM;PL;3
जेसन	jason	जेसन	jason	PROPN;NOM;MASC;SG;3	
जेसन	jayson	जेसन	jayson	PROPN;NOM;MASC;SG;3	
घेराबंदी	kuşatma	घेराबंदी	kuşat	N;NOM;FEM;SG;3	
क्रोएशिया	hırvatistan	क्रोएशिया	hırvatistan	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
कल्याणकारी	nedenler	कल्याणकारी	neden	N;NOM;MASC;SG;3	N;NOM;PL;3
कल्याणकारी	nedenleri	कल्याणकारी	neden	N;NOM;MASC;SG;3	N;ACC;PL;3
सेटिंग	ayarlama	सेटिंग	ayarlam	N;NOM;FEM;SG;3	
सेटिंग	ayarlar	सेटिंग	ayar	N;NOM;FEM;SG;3	N;NOM;PL;3
सेटिंग	ayarları	सेटिंग	ayar	N;NOM;FEM;SG;3	N;ACC;PL;3
टीपू	tipu	टीपू	tip	PROPN;NOM;MASC;SG;3	
नीरो	nero	नीरो	nero	PROPN;NOM;MASC;SG;3	
उस्मानी	osmanlı	उस्मानी	osmanlı	PROPN;NOM;MASC;SG;3	
ग्लासगो	glasgow	ग्लासगो	glasgow	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
आंखें	göz	आंख	göz	N;NOM;FEM;PL;3	N;NOM;SG;3
परिसंचरण	dolaşım	परिसंचरण	dolaşım	N;NOM;MASC;SG;3	
परिसंचरण	dolaşım	परिसंचरण	dolaşım	N;NOM;MASC;SG;3	
ताश	kartlar	ताश	kart	N;NOM;MASC;SG;3	ADJ;NOM;PL;3
ताश	kartları	ताश	kart	N;NOM;MASC;SG;3	ADJ;ACC;PL;3
ताश	kart	ताश	kart	N;NOM;MASC;SG;3	
सजावटी	dekoratif	सजावटी	dekoratif	N;NOM;MASC;SG;3	
प्रेषण	iletim	प्रेषण	iletim	N;NOM;MASC;SG;3	
प्रेषण	sevk	प्रेषण	sevk	N;NOM;MASC;SG;3	
सारनाथ	sarnath	सारनाथ	sarnath	PROPN;NOM;MASC;SG;3	
एमिली	emily	एमिली	emily	PROPN;NOM;FEM;SG;3	
पोलियो	polio	पोलियो	polio	PROPN;NOM;MASC;SG;3	
फैमिली	family	फैमिली	family	N;NOM;FEM;SG;3	
फैमिली	aile	फैमिली	aile	N;NOM;FEM;SG;3	
बॉक्सिंग	boks	बॉक्सिंग	boks	N;NOM;FEM;SG;3	
हिरन	geyik	हिरन	geyik		N;NOM;SG;3
चैपल	chapel	चैपल	chapel	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
होंडा	honda	होंडा	hon	PROPN;NOM;FEM;SG;3	N;NOM;SG;3
ज्योतिषी	falcı	ज्योतिषी	falcı	N;NOM;MASC;SG;3	
ज्योतिषी	astrolog	ज्योतिषी	astrolog	N;NOM;MASC;SG;3	
मध्यस्थ	arabulucu	मध्यस्थ	arabulucu	N;NOM;MASC;SG;3	
अभिभावक	aileler	अभिभावक	aile	N;NOM;MASC;SG;3	N;NOM;PL;3
अभिभावक	ebeveyn	अभिभावक	ebevey	N;NOM;MASC;SG;3	
अभिभावक	ebeveynler	अभिभावक	ebeveyn	N;NOM;MASC;SG;3	N;NOM;PL;3
अभिभावक	ebeveyn	अभिभावक	ebevey	N;NOM;MASC;SG;3	
अभिभावक	veli	अभिभावक	veli	N;NOM;MASC;SG;3	
अभिभावक	ebeveynler	अभिभावक	ebeveyn	N;NOM;MASC;SG;3	N;NOM;PL;3
नाराज	sinirli	नाराज	sinirli	ADJ	
नाराज	kızgın	नाराज	kızgın	ADJ	
फ्लैट	düz	फ्लैट	düz	N;NOM;MASC;SG;3	
फ्लैट	yassı	फ्लैट	yass	N;NOM;MASC;SG;3	
बौद्धों	budistler	बौद्ध	budist	N;ACC;MASC;PL;3	N;NOM;PL;3
शील्ड	kalkan	शील्ड	kalk	N;NOM;MASC;SG;3	
चीड़	çam	चीड़	çam	N;NOM;MASC;SG;3	
गार्डनर	gardner	गार्डनर	gardner	PROPN;NOM;MASC;SG;3	
तोड़कर	kırma	तोड़	kırma	V;V.CVB	
मॉन्ट्रियल	montreal	मॉन्ट्रियल	montreal	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
अठारहवीं	eighteenth	अठारहवां	eighteenth	ADJ;NOM;FEM;SG	
हेलो	merhaba	हेलो	merhaba	PROPN;NOM;MASC;SG;3	
हेलो	selam	हेलो	selam	PROPN;NOM;MASC;SG;3	
हेलो	hello	हेलो	hello	PROPN;NOM;MASC;SG;3	
हेलो	halo	हेलो	halo	PROPN;NOM;MASC;SG;3	
कविताएं	şiir	कविता	şiir	N;NOM;FEM;PL;3	
कोका	kokain	कोका	kokain	PROPN;NOM;MASC;SG;3	
कोका	coca	कोका	coca	PROPN;NOM;MASC;SG;3	
रॉड	olta	रॉड	olta		N;NOM;SG;3
निरस्त	iptal	निरस्त	iptal	N;NOM;MASC;SG;3	
बुद्धिमत्ता	zekâ	बुद्धिमत्ता	zekâ	N;NOM;FEM;SG;3	
बुद्धिमत्ता	zeka	बुद्धिमत्ता	zeka	N;NOM;FEM;SG;3	
बुद्धिमत्ता	istihbarat	बुद्धिमत्ता	istihbarat	N;NOM;FEM;SG;3	
बुद्धिमत्ता	hikmet	बुद्धिमत्ता	hikmet	N;NOM;FEM;SG;3	
एसिटिक	asetik	एसिटिक	asetik	N;NOM;MASC;SG;3	
नर्स	hemşireler	नर्स	hemşire	N;NOM;FEM;SG;3	N;NOM;PL;3
उठती	yükselen	उठ	yüksel	V;IPFV;FEM;SG;V.PTCP;ACT	
उठती	yükseliyor	उठ	yüksel	V;IPFV;FEM;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
