اتھاہ	diep	اتھاہ	diep		ADV
بڑکا	broer	بڑکا	broer	PROPN;NOM;MASC;SG;3	N;SG
بڑکا	elder	بڑکا	elder	PROPN;NOM;MASC;SG;3	
بُڑکا	hou	بُڑکا	hou	PROPN;NOM;MASC;SG;3	V;PRS
بُڑکی	duik	بُڑکی	duik	PROPN;NOM;MASC;SG;3	N;SG
بُڑکی	dip	بُڑکی	dip	PROPN;NOM;MASC;SG;3	N;SG
بڑی	elder	بڑی	elder	ADJ;FEM	
بڑَیرا	beam	بڑَیرا	beam	PROPN;NOM;MASC;SG;3	
بڑَیرا	straal	بڑَیرا	straal	PROPN;NOM;MASC;SG;3	V;PRS
بڑَیرا	lewendige	بڑَیرا	leefendig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بڑھانا	einde	بڑھا	einde	V;MASC;SG;NFIN;ACT	N;SG
بڑھانا	hede	بڑھا	hede	V;MASC;SG;NFIN;ACT	N;PL
بڑھانا	tans	بڑھا	tans	V;MASC;SG;NFIN;ACT	ADV
بڑھانا	teenwoordig	بڑھا	teenwoordig	V;MASC;SG;NFIN;ACT	
بڑھانا	rek	بڑھا	rek	V;MASC;SG;NFIN;ACT	N;SG
بڑھانا	einde	بڑھا	einde	V;MASC;SG;NFIN;ACT	N;SG
بڑھانا	hede	بڑھا	hede	V;MASC;SG;NFIN;ACT	N;PL
بڑھانا	tans	بڑھا	tans	V;MASC;SG;NFIN;ACT	ADV
بڑھانا	teenwoordig	بڑھا	teenwoordig	V;MASC;SG;NFIN;ACT	
بڑھانا	rek	بڑھا	rek	V;MASC;SG;NFIN;ACT	N;SG
بڑھاوا	oortollige	بڑھا	oortollig	PROPN;NOM;MASC;SG;3	
بڑھاوا	spur	بڑھا	spur	PROPN;NOM;MASC;SG;3	
بڑھاوا	verhoog	بڑھا	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
بڑھاوا	vermeerder	بڑھا	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
بڑھاوا	aanmoediging	بڑھا	aanmoediging	PROPN;NOM;MASC;SG;3	N;SG
بڑھائی	advancement	بڑھائی	advancement	V;PFV;FEM;SG;V.PTCP;ACT	
بڑھت	groei	بڑھت	groei		N;SG
بڑھت	verhoog	بڑھت	verhoog		V;PRS
بڑھت	vermeerder	بڑھت	vermeerder		V;PRS
بڑھتا	vordering	بڑھتا	vordering	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بڑھتا	florerende	بڑھتا	floreer	V;IPFV;MASC;SG;V.PTCP;ACT	ADJ;NOM
بڑھتا	verbetering	بڑھتا	verbetering	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بڑھتا	vergroting	بڑھتا	vergroting	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
بڑھتا	groeiende	بڑھتا	groei	V;IPFV;MASC;SG;V.PTCP;ACT	ADJ;NOM
بڑھتی	oortollige	بڑھ	oortollig	V;IPFV;FEM;SG;V.PTCP;ACT	
بڑھتی	vergelyking	بڑھ	vergelyking	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
بڑھتی	vordering	بڑھ	vordering	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
بڑھتی	verbetering	بڑھ	verbetering	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
بڑھتی	surplus	بڑھ	surplus	V;IPFV;FEM;SG;V.PTCP;ACT	
بڑھنا	rek	بڑھ	rek	V;MASC;SG;NFIN;ACT	N;SG
بڑھنا	prosper	بڑھ	prosper	V;MASC;SG;NFIN;ACT	
بڑھنا	opkoms	بڑھ	opkoms	V;MASC;SG;NFIN;ACT	N;SG
بڑھنا	blou	بڑھ	blou	V;MASC;SG;NFIN;ACT	
بڑھنا	rek	بڑھ	rek	V;MASC;SG;NFIN;ACT	N;SG
بڑھنا	prosper	بڑھ	prosper	V;MASC;SG;NFIN;ACT	
بڑھنت	opkoms	بڑھنت	opkoms	PROPN;NOM;MASC;SG;3	N;SG
بڑھنت	growth	بڑھنت	growth	PROPN;NOM;MASC;SG;3	
بڑھنت	groei	بڑھنت	groei	PROPN;NOM;MASC;SG;3	N;SG
بڑھوار	verhoog	بڑھوار	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
بڑھوار	vermeerder	بڑھوار	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
بڑھوار	mauritius	بڑھوار	mauritius	PROPN;NOM;MASC;SG;3	PROPN;SG
بڑَھوت	profit	بڑَھوت	profit	PROPN;NOM;MASC;SG;3	
بڑَھوت	winsgewende	بڑَھوت	winsgeef	PROPN;NOM;MASC;SG;3	ADJ;NOM
بڑَھوت	versterking	بڑَھوت	versterking	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	voordeel	بڑَھوتری	voordeel	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	advantage	بڑَھوتری	advantage	PROPN;NOM;MASC;SG;3	
بڑَھوتری	verhoog	بڑَھوتری	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
بڑَھوتری	vermeerder	بڑَھوتری	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
بڑَھوتری	increment	بڑَھوتری	increment	PROPN;NOM;MASC;SG;3	
بڑَھوتری	versterking	بڑَھوتری	versterking	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	growth	بڑَھوتری	growth	PROPN;NOM;MASC;SG;3	
بڑَھوتری	groei	بڑَھوتری	groei	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	belangstelling	بڑَھوتری	belangstelling	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	rente	بڑَھوتری	rente	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	optel	بڑَھوتری	optel	PROPN;NOM;MASC;SG;3	V;PRS
بڑَھوتری	byvoeging	بڑَھوتری	byvoeging	PROPN;NOM;MASC;SG;3	N;SG
بڑَھوتری	surplus	بڑَھوتری	surplus	PROPN;NOM;MASC;SG;3	
بڑھیا	kosbare	بڑھیا	kosbaar	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM
بڑھیا	waardevol	بڑھیا	waardevol	V;PFV;FEM;SG;V.PTCP;ACT	PRO
بڑھیا	uitstekend	بڑھیا	uitstekend	V;PFV;FEM;SG;V.PTCP;ACT	
بڑھیا	uitstekende	بڑھیا	uitstek	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM
بڑھیا	excellent	بڑھیا	excellent	V;PFV;FEM;SG;V.PTCP;ACT	
بڑھیا	ryk	بڑھیا	ryk	V;PFV;FEM;SG;V.PTCP;ACT	
بڑھیا	superior	بڑھیا	superior	V;PFV;FEM;SG;V.PTCP;ACT	
بڑھیّا	toeneem	بڑھیّا	toeneem	PROPN;NOM;MASC;SG;3	V;PRS
بڑھیّا	vergroting	بڑھیّا	vergroting	PROPN;NOM;MASC;SG;3	N;SG
بڑھیّا	groeiende	بڑھیّا	groei	PROPN;NOM;MASC;SG;3	ADJ;NOM
بُز	bok	بُز	bok		N;SG
بُز	ram	بُز	ram		V;PRS
بُز	skaap	بُز	skaap		PRO;NOM;SG;3
بزغالہ	kinder	بزغالہ	kin	ADP	N;SG
بزغالہ	kind	بزغالہ	kind	ADP	N;SG
بُزّا	ibis	بُزّ	ibis	PROPN;NOM;MASC;SG;3	
بزار	bazaar	بزار	bazaar	PROPN;NOM;MASC;SG;3	
بزاز	draper	بزاز	draper	PROPN;NOM;MASC;SG;3	
بُزدل	coward	بُزدل	coward	PROPN;NOM;MASC;SG;3	
بزر	saad	بزر	saad		N;SG
بُزرگ	edel	بُزرگ	edel		N;SG
بُزرگ	senior	بُزرگ	senior		ADJ;NOM
بُزرگ	groot	بُزرگ	groot		V;PRS
بُزرگ	wonderlik	بُزرگ	wonderlik		ADV
بُزرگانہ	vaderlike	بُزرگانہ	vaderlik	PROPN;NOM;MASC;SG;3	ADJ;NOM
بُزرگوار	heilige	بُزرگوار	heilig	PROPN;NOM;MASC;SG;3	
بُزرگوار	saint	بُزرگوار	saint	PROPN;NOM;MASC;SG;3	
بُزرگوار	voorouer	بُزرگوار	voorouer	PROPN;NOM;MASC;SG;3	N;SG
بُزرگوار	elder	بُزرگوار	elder	PROPN;NOM;MASC;SG;3	
بُزرگواری	greatness	بُزرگواری	greatness	PROPN;NOM;MASC;SG;3	
بُزرگی	nobility	بُزرگی	nobility	PROPN;NOM;MASC;SG;3	
بُزرگی	nobility	بُزرگی	nobility	PROPN;NOM;MASC;SG;3	
بُزرگی	greatness	بُزرگی	greatness	PROPN;NOM;MASC;SG;3	
بُزغالہ	kinder	بُزغالہ	kin	PROPN;NOM;MASC;SG;3	N;SG
بُزغالہ	kind	بُزغالہ	kind	PROPN;NOM;MASC;SG;3	N;SG
بزل	operasie	بزل	operasie		N;SG
بزل	bewerking	بزل	bewerking		N;SG
بزل	chirurgie	بزل	chirurgie		N;SG
بزم	byeenkoms	بزم	byeenkoms	PROPN;NOM;MASC;SG;3	N;SG
بزم	party	بزم	party	PROPN;NOM;MASC;SG;3	V;PRS
بزم	feesvieringe	بزم	feesviering	PROPN;NOM;MASC;SG;3	N;PL
بزم	partytjie	بزم	partytjie	PROPN;NOM;MASC;SG;3	
بزم	saamstel	بزم	saamstel	PROPN;NOM;MASC;SG;3	V;PRS
بزم	gemeente	بزم	gemeent	PROPN;NOM;MASC;SG;3	N;SG
بزیر	onder	بزیر	onder		ADP
بزیر	hieronder	بزیر	hieronder		PRO
بزیر	onderstaande	بزیر	onderstaande		V;PRS
بس	alle	بس	al	N;NOM;MASC;SG;3	DET
بس	alles	بس	alles	N;NOM;MASC;SG;3	PRO
بس	all	بس	all	N;NOM;MASC;SG;3	
بس	almal	بس	almal	N;NOM;MASC;SG;3	PRO
بس	al	بس	al	N;NOM;MASC;SG;3	DET
بس	als	بس	als	N;NOM;MASC;SG;3	
بس	sal	بس	sal	N;NOM;MASC;SG;3	V;PRS
بس	invloed	بس	invloed	N;NOM;MASC;SG;3	V;PRS
بس	beïnvloed	بس	beïnvloed	N;NOM;MASC;SG;3	V;PRS
بس	heeltemal	بس	heeltemal	N;NOM;MASC;SG;3	
بس	beëindig	بس	beëindig	N;NOM;MASC;SG;3	V;PRS
بس	kontrole	بس	kontrool	N;NOM;MASC;SG;3	
بس	beheer	بس	beheer	N;NOM;MASC;SG;3	V;PRS
بس	nou	بس	nou	N;NOM;MASC;SG;3	ADV
بس	now	بس	now	N;NOM;MASC;SG;3	
بس	tans	بس	tans	N;NOM;MASC;SG;3	ADV
بس	opportunity	بس	opportunity	N;NOM;MASC;SG;3	
بس	voldoende	بس	voldoen	N;NOM;MASC;SG;3	
بس	voltooi	بس	voltooi	N;NOM;MASC;SG;3	
بس	owerheid	بس	owerheid	N;NOM;MASC;SG;3	
بس	slegs	بس	slegs	N;NOM;MASC;SG;3	ADV
بس	net	بس	net	N;NOM;MASC;SG;3	ADV
بس	alle	بس	al	N;NOM;MASC;SG;3	DET
بس	alles	بس	alles	N;NOM;MASC;SG;3	PRO
بس	all	بس	all	N;NOM;MASC;SG;3	
بس	almal	بس	almal	N;NOM;MASC;SG;3	PRO
بس	al	بس	al	N;NOM;MASC;SG;3	DET
بس	als	بس	als	N;NOM;MASC;SG;3	
بس	genoeg	بس	genoeg	N;NOM;MASC;SG;3	
بس	sal	بس	sal	N;NOM;MASC;SG;3	V;PRS
بس	invloed	بس	invloed	N;NOM;MASC;SG;3	V;PRS
بس	beïnvloed	بس	beïnvloed	N;NOM;MASC;SG;3	V;PRS
بس	heeltemal	بس	heeltemal	N;NOM;MASC;SG;3	
بس	beëindig	بس	beëindig	N;NOM;MASC;SG;3	V;PRS
بس	kontrole	بس	kontrool	N;NOM;MASC;SG;3	
بس	beheer	بس	beheer	N;NOM;MASC;SG;3	V;PRS
بس	nou	بس	nou	N;NOM;MASC;SG;3	ADV
بس	now	بس	now	N;NOM;MASC;SG;3	
بس	tans	بس	tans	N;NOM;MASC;SG;3	ADV
بس	opportunity	بس	opportunity	N;NOM;MASC;SG;3	
بس	voldoende	بس	voldoen	N;NOM;MASC;SG;3	
بس	voltooi	بس	voltooi	N;NOM;MASC;SG;3	
بس	owerheid	بس	owerheid	N;NOM;MASC;SG;3	
بس	slegs	بس	slegs	N;NOM;MASC;SG;3	ADV
بس	net	بس	net	N;NOM;MASC;SG;3	ADV
بسا	vele	بسا	vele	NUM	
بسا	baie	بسا	baie	NUM	DET
بسا	vet	بسا	vet	NUM	
بسا	fat	بسا	fat	NUM	
بسا	much	بسا	much	NUM	
بسا	meestal	بسا	meestal	NUM	
بسا	tenant	بسا	tenant	NUM	N;SG
بسا	olie	بسا	olie	NUM	N;SG
بسا	onderwerp	بسا	onderwerp	NUM	
بِسارنا	mejuffrou	بِسارنا	mejuffrou	V;NFIN;ACT	
بِسارنا	miss	بِسارنا	miss	V;NFIN;ACT	
بِسارنا	mej	بِسارنا	mej	V;NFIN;ACT	
بِساط	carpet	بِساط	carpet	N	
بِساط	beteken	بِساط	beteken	N	V;PRS
بِساط	beddegoed	بِساط	beddegoed	N	
بسالت	moed	بسالت	moed	PROPN;NOM;MASC;SG;3	V;PRS
بسالت	dapperheid	بسالت	dapperheid	PROPN;NOM;MASC;SG;3	N;SG
بسان	soos	بسان	soos	PROPN;NOM;MASC;SG;3	CONJ
بِسانا	beer	بِسانا	baie	V;SG;NFIN;ACT	
بِساند	stink	بِساند	stink	PROPN;NOM;MASC;SG;3	
بساؤ	rehabilitasie	بساؤ	rehabilitasie		N;SG
بِسبِسانا	borrel	بِسبِسانا	borrel	PROPN;NOM;MASC;SG;3	
بِسبِسانا	bubble	بِسبِسانا	bubble	PROPN;NOM;MASC;SG;3	
بست	goedere	بست	goed		N;PL
بست	dinge	بست	ding		N;PL
بست	eiendom	بست	eiendom		N;SG
بست	knoop	بست	knoop		ADP
بِست	twintig	بِست	twintig		NUM
بِستار	besonderheid	بِستار	besonderheid	PROPN;NOM;MASC;SG;3	N;SG
بِستار	amplification	بِستار	amplification	PROPN;NOM;MASC;SG;3	
بستر	rok	بستر	rok	N;NOM;MASC;SG;3	V;PRS
بستر	rok	بستر	rok	N;NOM;MASC;SG;3	V;PRS
بِستر	bed	بِستر	bed	ADP	N;SG
بِستر	beddegoed	بِستر	beddegoed	ADP	
بِستر	matras	بِستر	matras	ADP	N;SG
بستگی	hartseer	بستگی	hartseer		V;PRS
بستگی	binding	بستگی	binding		N;SG
بِستُم	twentieth	بِستُم	twentieth	PROPN;NOM;MASC;SG;3	
بستہ	geslote	بستہ	gesluit		N;SG
بستہ	gesluit	بستہ	sluit		V;PST;V.PTCP
بستہ	toegemaak	بستہ	toemaak		V;PST;V.PTCP
بستہ	wrapper	بستہ	wrapper		N;SG
بستہ	hartseer	بستہ	hartseer		V;PRS
بستہ	gevries	بستہ	gevries		V;PST;V.PTCP
بستی	hustle	بس	hustle	N;NOM;FEM;SG;3	
بستی	colony	بس	colony	N;NOM;FEM;SG;3	
بسر	leef	بسر	leef	;SG	V;PRS
بسر	tuiste	بسر	tuiste	;SG	N;SG
بسر	livelihood	بسر	livelihood	;SG	
بِسر	vergetelheid	بِسر	vergetelheid		N;SG
بِسرام	gemak	بِسرام	mak	N	
بِسرام	troos	بِسرام	troos	N	
بِسرام	bly	بِسرام	bly	N	V;PRS
بِسرام	ophou	بِسرام	ophou	N	V;PRS
بِسرام	onderbreek	بِسرام	onderbreek	N	V;PRS
بِسرانا	vergeet	بِسرانا	vergeet	PROPN;NOM;MASC;SG;3	V;PRS
بِسرانا	mislei	بِسرانا	mislei	PROPN;NOM;MASC;SG;3	
بِسرانت	rus	بِسرانت	rus	PROPN;NOM;MASC;SG;3	V;PRS
بِسرانت	res	بِسرانت	res	PROPN;NOM;MASC;SG;3	N;SG
بِسراہٹ	fout	بِسراہٹ	fout		N;SG
بِسرنا	vergeet	بِسر	vergeet		V;PRS
بسط	verduideliking	بسط	verduideliking		N;SG
بسمئی	asuur	بسمئی	asuur	PROPN;NOM;MASC;SG;3	N;SG
بسمئی	blou	بسمئی	blou	PROPN;NOM;MASC;SG;3	
بسنا	betaal	بس	betaal		V;PRS
بسنا	vereffen	بس	vereffen		V;PRS
بسنا	reuk	بس	reuk		N;SG
بسنا	ruik	بس	ruik		V;PRS
بسنا	betaal	بس	betaal		V;PRS
بسنا	vereffen	بس	vereffen		V;PRS
بسنا	reuk	بس	reuk		N;SG
بسنا	ruik	بس	ruik		V;PRS
بُسنا	stink	بُسنا	stink	PROPN;NOM;MASC;SG;3	
بسنت	pokke	بسنت	pok	N;NOM;MASC;SG;3	N;PL
بسنتا	barbet	بسنتا	barbet	PROPN;NOM;MASC;SG;3	
بسنتی	yellow	بسنتی	yellow	PROPN;NOM;MASC;SG;3	
بسنی	pocket	بسنی	pocket	PROPN;NOM;MASC;SG;3	
بسنی	broeksak	بسنی	broeksak	PROPN;NOM;MASC;SG;3	N;SG
بِسنی	skadelik	بِسنی	skadelik	PROPN;NOM;MASC;SG;3	ADV
بِسنی	kwaadwillige	بِسنی	kwaadwillig	PROPN;NOM;MASC;SG;3	V;PRS
بِسنی	korrupte	بِسنی	korrup	PROPN;NOM;MASC;SG;3	ADJ;NOM
بِسنی	korrup	بِسنی	korrup	PROPN;NOM;MASC;SG;3	
بِسواس	belief	بِسواس	belief	PROPN;NOM;MASC;SG;3	
بِسواس	gewete	بِسواس	weet	PROPN;NOM;MASC;SG;3	N;SG
بِسواس	trust	بِسواس	trust	PROPN;NOM;MASC;SG;3	
بِسواس	vertrou	بِسواس	vertrou	PROPN;NOM;MASC;SG;3	V;PRS
بِسواس	geloof	بِسواس	geloof	PROPN;NOM;MASC;SG;3	N;SG
بِسواس	sekerheid	بِسواس	sekerheid	PROPN;NOM;MASC;SG;3	N;SG
بِسواس	vertroue	بِسواس	vertroue	PROPN;NOM;MASC;SG;3	N;SG
بسویّا	setlaar	بسویّا	setlaar	PROPN;NOM;MASC;SG;3	N;SG
بسویّا	inwoner	بسویّا	inwoner	PROPN;NOM;MASC;SG;3	N;SG
بسویّا	woonagtig	بسویّا	woonagtig	PROPN;NOM;MASC;SG;3	
بسے	much	بس	much	V;PFV;MASC;PL;V.PTCP;ACT	
بسے	vele	بس	vele	V;PFV;MASC;PL;V.PTCP;ACT	
بسے	baie	بس	baie	V;PFV;MASC;PL;V.PTCP;ACT	DET
بسے	oortollige	بس	oortollig	V;PFV;MASC;PL;V.PTCP;ACT	
بِسیار	much	بِسیار	much	PROPN;NOM;MASC;SG;3	
بِسیار	vele	بِسیار	vele	PROPN;NOM;MASC;SG;3	
بِسیار	baie	بِسیار	baie	PROPN;NOM;MASC;SG;3	DET
بِسیار	baie	بِسیار	baie	PROPN;NOM;MASC;SG;3	DET
بسیٹ	messenger	بسیٹ	messenger	PROPN;NOM;MASC;SG;3	
بسیٹ	ambassador	بسیٹ	ambassador	PROPN;NOM;MASC;SG;3	
بسیٹ	agent	بسیٹ	agent	PROPN;NOM;MASC;SG;3	N;SG
بسیرا	nes	بسیرا	nes	PROPN;NOM;MASC;SG;3	
بسیط	gedetailleerde	بسیط	detailleer	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	gedetaileerde	بسیط	detaileer	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	oorspronklik	بسیط	oorspronklik	N;NOM;MASC;SG;3	ADV
بسیط	oorspronklike	بسیط	oorspronklik	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	eenvoudige	بسیط	eenvoudig	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	eenvoudig	بسیط	eenvoudig	N;NOM;MASC;SG;3	ADV
بسیط	primêr	بسیط	primêr	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	primary	بسیط	primary	N;NOM;MASC;SG;3	
بسیط	primêre	بسیط	primêr	N;NOM;MASC;SG;3	ADJ;NOM
بسیط	belangrikste	بسیط	belangrik	N;NOM;MASC;SG;3	
بسیکھ	wyse	بسیکھ	wyse	PROPN;NOM;MASC;SG;3	N;SG
بسیکھ	distinction	بسیکھ	distinction	PROPN;NOM;MASC;SG;3	
بسیکھ	kwaliteit	بسیکھ	kwaliteit	PROPN;NOM;MASC;SG;3	N;SG
بسیکھ	gehalte	بسیکھ	gehalte	PROPN;NOM;MASC;SG;3	N;SG
بسیکھ	characteristic	بسیکھ	characteristic	PROPN;NOM;MASC;SG;3	
بسیکھ	eiendom	بسیکھ	eiendom	PROPN;NOM;MASC;SG;3	N;SG
بسیم	glimlag	بسیم	glimlag	PROPN;NOM;MASC;SG;3	N;SG
بسیم	vrolik	بسیم	vrolik	PROPN;NOM;MASC;SG;3	ADV
بسیم	vrolike	بسیم	vrolik	PROPN;NOM;MASC;SG;3	ADJ;NOM
بسیم	blymoedige	بسیم	blymoedig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بشّاش	verheug	بشّاش	verheug	PROPN;NOM;MASC;SG;3	V;PRS
بشّاش	vreugdevol	بشّاش	vreugdevol	PROPN;NOM;MASC;SG;3	N;SG
بشّاش	vrolik	بشّاش	vrolik	PROPN;NOM;MASC;SG;3	ADV
بشّاش	vrolike	بشّاش	vrolik	PROPN;NOM;MASC;SG;3	ADJ;NOM
بشّاش	blymoedige	بشّاش	blymoedig	PROPN;NOM;MASC;SG;3	ADJ;NOM
بشر	man	بشر	man	PROPN;NOM;MASC;SG;3	N;SG
بشر	mensdom	بشر	mensdom	PROPN;NOM;MASC;SG;3	N;SG
بشر	man	بشر	man	PROPN;NOM;MASC;SG;3	N;SG
بشر	mensdom	بشر	mensdom	PROPN;NOM;MASC;SG;3	N;SG
بُشرہ	aspek	بُشرہ	aspek	PROPN;NOM;MASC;SG;3	N;SG
بُشرہ	gesiggie	بُشرہ	gesiggie	PROPN;NOM;MASC;SG;3	N;SG
بُشرہ	gesig	بُشرہ	gesig	PROPN;NOM;MASC;SG;3	N;SG
بُشرہ	voorkoms	بُشرہ	voorkoms	PROPN;NOM;MASC;SG;3	N;SG
بشری	menslik	بشری	menslik	ADJ	
بشری	mens	بشری	mens	ADJ	
بشریّات	antropologie	بشریل	antropologie	PROPN;NOM;MASC;PL;3	N;SG
بشریّت	humanity	بشریّت	humanity	ADP	
بِشواس	trust	بِشواس	trust	PROPN;NOM;MASC;SG;3	
بِشواس	vertrou	بِشواس	vertrou	PROPN;NOM;MASC;SG;3	V;PRS
بصارت	sight	بصارت	sight	N;NOM;MASC;SG;3	
بصارت	sien	بصارت	sien	N;NOM;MASC;SG;3	V;PRS
بصر	visie	بصر	visie		N;SG
بصر	sight	بصر	sight		
بصری	optiese	بصری	optiese		ADJ;NOM
بصری	optiese	بصری	optiese		ADJ;NOM
بصری	visuele	بصری	visueel		ADJ;NOM
بصل	ui	بصل	ui		V;PRS
بصیرت	perception	بصیرت	perception	N;NOM;MASC;SG;3	
بصیرت	perception	بصیرت	perception	N;NOM;MASC;SG;3	
بِضاعت	krag	بِضاعت	krag	ADP	N;SG
بِضاعت	elektrisiteit	بِضاعت	elektrisiteit	ADP	N;SG
بِضاعت	beteken	بِضاعت	beteken	ADP	V;PRS
بِضاعت	hoofstad	بِضاعت	hoofstad	ADP	N;SG
بِضاعتی	ryk	بِضاعتی	ryk	ADJ	
بط	operasie	بط	operasie		N;SG
بط	bewerking	بط	bewerking		N;SG
بط	eend	بط	eend		ADV
بطاریہ	battery	بطاریہ	battery	PROPN;NOM;MASC;SG;3	
بطّال	vals	بطّال	vals	ADP	
بطالت	folly	بطالت	folly	ADP	
بطالت	moed	بطالت	moed	ADP	V;PRS
بطالت	dapperheid	بطالت	dapperheid	ADP	N;SG
بطّخ	goose	بطّخ	goos	ADP	
بطّخ	gans	بطّخ	gans	ADP	N;SG
بطّخ	eend	بطّخ	eend	ADP	ADV
بطّخ	duck	بطّخ	duck	ADP	
بطخا	drake	بطخا	draak		N;PL
بِطریق	patriarg	بِطریق	patriarg	ADP	
بِطریق	biskop	بِطریق	biskop	ADP	
بِطریق	loper	بِطریق	loper	ADP	N;SG
بِطریق	pikkewyn	بِطریق	pikkewyn	ADP	N;SG
بطش	krag	بطش	krag		N;SG
بطش	elektrisiteit	بطش	elektrisiteit		N;SG
بطش	geweld	بطش	geweld		N;SG
بطش	dapperheid	بطش	dapperheid		N;SG
بطل	held	بطل	held		N;SG
بُطلان	vanity	بُطلان	vanity		
بطلیموس	ptolemeus	بطلیموس	ptolemeu	PROPN;NOM;MASC;SG;3	N;SG
بطن	abdomen	بطن	abdomen	N;NOM;MASC;SG;3	
بُطو	vertraging	بُطو	vertraging		N;SG
بطور	soos	بطور	soos	ADP	CONJ
بُطُون	hart	بُطُون	hart	PROPN;NOM;MASC;SG;3	N;SG
بُطُون	hartjie	بُطُون	hartjig	PROPN;NOM;MASC;SG;3	N;SG
بُطُون	gedagte	بُطُون	dag	PROPN;NOM;MASC;SG;3	N;PL
بطی	stadig	بطی	stadig	PROPN;NOM;MASC;SG;3	
بِطّیخ	komkommer	بِطّیخ	komkommer	ADV	N;SG
بِطّیخ	spanspek	بِطّیخ	spanspek	ADV	N;SG
بِطّیخ	waatlemoen	بِطّیخ	waatlemoen	ADV	N;SG
بعث	stimulering	بعث	stimulering		N;SG
بعد	sedert	بعد	sedert	ADP;NOM;MASC;SG;3	ADP
بعد	laasgenoemde	بعد	laasnoem	ADP;NOM;MASC;SG;3	PRO
بعد	daaropvolgende	بعد	daaropvolgend	ADP;NOM;MASC;SG;3	PRO
بعد	sedert	بعد	sedert	ADP;NOM;MASC;SG;3	ADP
بعد	laasgenoemde	بعد	laasnoem	ADP;NOM;MASC;SG;3	PRO
بعد	na	بعد	na	ADP;NOM;MASC;SG;3	ADP
بعد	nadat	بعد	nadat	ADP;NOM;MASC;SG;3	CONJ
بعد	ná	بعد	ná	ADP;NOM;MASC;SG;3	ADP
بعد	daaropvolgende	بعد	daaropvolgend	ADP;NOM;MASC;SG;3	PRO
بُعد	dimension	بُعد	dimension	N;NOM;MASC;SG;3	
بُعد	verskil	بُعد	verskil	N;NOM;MASC;SG;3	V;PRS
بعدہٗ	agterna	بعدہٗ	agterna	PROPN;NOM;MASC;SG;3	
بعدہٗ	then	بعدہٗ	then	PROPN;NOM;MASC;SG;3	
بعدہٗ	dan	بعدہٗ	dan	PROPN;NOM;MASC;SG;3	ADV
بعض	paar	بعض	paar	DET	
بعض	diverse	بعض	divers	DET	ADJ;NOM
بعض	klomp	بعض	klomp	DET	
بعض	sekere	بعض	seker	DET	PRO
بعضا	enige	بعضا	enig		PRO
بعضا	sommige	بعضا	sommige		DET
بعید	afgeleë	بعید	afleë	PROPN;NOM;MASC;SG;3	N;SG
بعید	remote	بعید	remoot	PROPN;NOM;MASC;SG;3	
بعید	ver	بعید	ver	PROPN;NOM;MASC;SG;3	ADV
بعید	onmoontlik	بعید	onmoontlik	PROPN;NOM;MASC;SG;3	ADV
بعید	afgeleë	بعید	afleë	PROPN;NOM;MASC;SG;3	N;SG
بعید	remote	بعید	remoot	PROPN;NOM;MASC;SG;3	
بعید	ver	بعید	ver	PROPN;NOM;MASC;SG;3	ADV
بعید	verre	بعید	verr	PROPN;NOM;MASC;SG;3	
بعید	onmoontlik	بعید	onmoontlik	PROPN;NOM;MASC;SG;3	ADV
بعیر	kameel	بعیر	kameel		N;SG
بعیر	camel	بعیر	camel		PROPN;SG
بِعَینہٖ	presies	بِعَینہٖ	presies	PROPN;NOM;MASC;SG;3	
بُغارا	gap	بُغارا	gap	PROPN;NOM;MASC;SG;3	
بُغارا	gat	بُغارا	gat	PROPN;NOM;MASC;SG;3	N;SG
بغاوت	mutiny	بغاوت	mutiny	N;NOM;MASC;SG;3	
بغاوت	joffe	بغاوت	joff	N;NOM;MASC;SG;3	
بغاوت	mutiny	بغاوت	mutiny	N;NOM;MASC;SG;3	
