что	מה	что	מה	PRO;NOM	ADV
вырос	גידלו	вырасти	גידל	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;ACT
фунтов	קילו	фунт	קילוגרם	N;INAN;GEN;MASC;PL	N;MASC;SG
фунтов	קילוגרם	фунт	קילוגרם	N;INAN;GEN;MASC;PL	N;MASC;SG
фунтов	פאונד	фунт	פאונד	N;INAN;GEN;MASC;PL	PROPN
оппозиции	האופוזיציה	оппозиция	האופוזיציה	N;INAN;NOM;FEM;SG	PROPN
передняя	קדמי	передний	קדם	ADJ;NOM;FEM;SG	PROPN
передняя	החזית	передний	החזית	ADJ;NOM;FEM;SG	ADV
передняя	חזית	передний	חזית	ADJ;NOM;FEM;SG	N;FEM;SG
передняя	לחזית	передний	לחזית	ADJ;NOM;FEM;SG	ADV
убил	נרצח	убить	נרצח	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;MID
убил	נרצחה	убить	נרצח	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;MID
убил	נרצחו	убить	נרצח	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;MID
убил	נהרגה	убить	נהרג	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;MID
убил	נהרג	убить	נהרג	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;MID
убил	נהרגו	убить	נהרג	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST;MID
убил	הרג	убить	הרג	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
показан	מוצגים	показать	הוצג	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
обмена	השיתוף	обмен	השיתוף	N;INAN;GEN;MASC;SG	PROPN
обмена	משתפת	обмен	משתף	N;INAN;GEN;MASC;SG	V;FEM;SG;V.PTCP
обмена	משתף	обмен	שיתף	N;INAN;GEN;MASC;SG	V;MASC;SG;V.PTCP;ACT
цитата	ציטוט	цитата	ציטוט	N;INAN;NOM;FEM;SG	PROPN
половину	מחצית	половина	None	N;INAN;ACC;FEM;SG	DET;PSSD
половину	חצי	половина	חץ	N;INAN;ACC;FEM;SG	N;PSSD;MASC;PL
энтони	אנטוני	энтонь	אנטוני	N;ANIM;NOM;MASC;SG	PROPN
энтони	אנתוני	энтонь	אנתוני	N;ANIM;NOM;MASC;SG	PROPN
энтони	אנטוני	энтонь	אנטוני	N;ANIM;NOM;MASC;SG	PROPN
энтони	אנטוניוס	энтонь	אנטוניוס	N;ANIM;NOM;MASC;SG	PROPN
частные	פרטית	частный	פרטי	ADJ;NOM;PL	ADV
частные	פרטי	частный	פרט	ADJ;NOM;PL	N;MASC;PL
частные	טוראי	частный	טוראי	ADJ;NOM;PL	PROPN
частные	לפרטי	частный	לפרטי	ADJ;NOM;PL	
галактика	גלקסי	галактика	גלקסי	N;INAN;NOM;FEM;SG	PROPN
галактика	הגלקסיה	галактика	הגלקסיה	N;INAN;NOM;FEM;SG	PROPN
травмы	פציעה	травма	פציעה	N;INAN;NOM;FEM;PL	N;FEM;SG
травмы	טראומה	травма	טראומה	N;INAN;NOM;FEM;PL	
травмы	טראומת	травма	טראומת	N;INAN;NOM;FEM;PL	N;FEM;SG
масс	אמיס	масса	אמיס	N;INAN;GEN;FEM;PL	
опасности	סכנה	опасность	סכנה	N;INAN;NOM;FEM;PL	N;FEM;SG
описал	מתואר	описать	תואר	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
описал	תאר	описать	תאר	V;PFV;MASC;IND;SG;PST;FIN;ACT	
применяются	בקשה	применять	בקשה	V;IPFV;IND;PL;3;PRS;FIN;PASS	N;FEM;SG
воздух	אייר	воздух	אייר	N;INAN;NOM;MASC;SG	PROPN
воздух	אויר	воздух	אויר	N;INAN;NOM;MASC;SG	PROPN
слава	תפארת	слава	תפארת	N;INAN;NOM;FEM;SG	PROPN
слава	תהילה	слава	תהילה	N;INAN;NOM;FEM;SG	PROPN
слава	גלורי	слава	גלורי	N;INAN;NOM;FEM;SG	PROPN
слава	תהילה	слава	תהילה	N;INAN;NOM;FEM;SG	PROPN
соколов	בזים	сокол	בז	N;ANIM;NOM;MASC;SG	N;MASC;PL
соколов	סוקולוב	сокол	סוקולוב	N;ANIM;NOM;MASC;SG	PROPN
отражает	משקף	отражать	משקף	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
отражает	משקף	отражать	משקף	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
федеральный	הפדרלי	федеральный	הפדרלי	ADJ;NOM;MASC;SG	PROPN
федеральный	פדרלית	федеральный	פדרלי	ADJ;NOM;MASC;SG	ADV
федеральный	פדרלי	федеральный	פדרלי	ADJ;NOM;MASC;SG	PROPN
шестой	שישי	шестой	שישי	ADJ;NOM;MASC;SG	PROPN
шестой	שישית	шестой	שישית	ADJ;NOM;MASC;SG	ADV
шестой	השישית	шестой	השישית	ADJ;NOM;MASC;SG	ADV
шестой	השישי	шестой	השישי	ADJ;NOM;MASC;SG	PROPN
шестой	שש	шестой	שש	ADJ;NOM;MASC;SG	NUM;FEM;SG
шестой	six	шестой	six	ADJ;NOM;MASC;SG	
шестой	שישה	шестой	שישה	ADJ;NOM;MASC;SG	NUM;MASC;SG
педро	פדרו	педро	פדר	N;INAN;NOM;MASC;SG	PROPN
полоса	פס	полоса	פס	N;INAN;NOM;FEM;SG	PROPN
ректор	קנצלר	ректор	קנצלר	N;ANIM;NOM;MASC;SG	PROPN
ректор	הקנצלר	ректор	הקנצלר	N;ANIM;NOM;MASC;SG	PROPN
ректор	רקטור	ректор	רקטור	N;ANIM;NOM;MASC;SG	PROPN
выдающийся	מצטיין	выдающийся	הצטיין	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP
споры	מחלוקת	спор	מחלוקת	N;INAN;NOM;MASC;PL	N;FEM;SG
споры	מחלוקת	спор	מחלוקת	N;INAN;NOM;MASC;PL	N;FEM;SG
дополнить	משלים	дополнить	משל	V;PFV;NFIN;ACT	N;MASC;SG
дополнить	תוסף	дополнить	תוסף	V;PFV;NFIN;ACT	
паулу	פאולו	паул	פאול	N;INAN;NOM;MASC;SG	PROPN
объявила	הוכרזה	объявить	הוכרז	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;PASS
объявила	הוכרז	объявить	הוכרז	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;3;PST;PASS
проверка	בודק	проверка	בדק	N;INAN;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
проверка	בודקת	проверка	בדק	N;INAN;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
проверка	בדיקות	проверка	בדיקה	N;INAN;NOM;FEM;SG	N;FEM;PL
проверка	אימות	проверка	אימות	N;INAN;NOM;FEM;SG	
проверка	טסט	проверка	טסט	N;INAN;NOM;FEM;SG	PROPN
проверка	בדוק	проверка	בדוק	N;INAN;NOM;FEM;SG	
знаменитый	מפורסם	знаменитый	מפורסם	ADJ;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
знаменитый	מפורסמים	знаменитый	מפורסם	ADJ;NOM;MASC;SG	ADJ;MASC;PL
знаменитый	המפורסם	знаменитый	המפורסם	ADJ;NOM;MASC;SG	PROPN
знаменитый	מפורסמות	знаменитый	מפורסם	ADJ;NOM;MASC;SG	ADJ;FEM;PL
природных	טבעית	природный	טבעי	ADJ;GEN;PL	ADV
природных	טבעי	природный	טבעי	ADJ;GEN;PL	ADJ;MASC;SG
поток	נחל	поток	נחל	N;INAN;NOM;MASC;SG	
фирма	תקיף	фирма	תקיף	N;INAN;NOM;FEM;SG	
построенный	בנויה	строить	בנה	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;FEM;SG
построенный	נבנתה	строить	נבנה	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
построенный	נבנה	строить	נבנה	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
построенный	בנה	строить	בנה	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	
построенный	בנוי	строить	בנה	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP;ACT
стандарт	סטנדרטים	стандарт	לסטנדרט	N;INAN;NOM;MASC;SG	N;MASC;PL
стандарт	סטנדרט	стандарт	None	N;INAN;NOM;MASC;SG	PROPN
стандарт	סטנדרטי	стандарт	סטנדרטי	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
свобода	החופש	свобода	החופש	N;INAN;NOM;FEM;SG	ADV
свобода	ליברטי	свобода	ליברטי	N;INAN;NOM;FEM;SG	PROPN
почвы	אדמה	почва	אדמה	N;INAN;NOM;FEM;PL	N;FEM;SG
почвы	קרקע	почва	קרקע	N;INAN;NOM;FEM;PL	N;FEM;SG
северных	נורדי	северный	נורדי	ADJ;GEN;PL	PROPN
взаимодействие	אינטראקציות	взаимодействие	אינטרקרקיה	N;INAN;NOM;NEUT;SG	N;FEM;PL
африка	אפריקה	африка	אפריקה	N;INAN;NOM;FEM;SG	PROPN
кризиса	המשבר	кризис	המשבר	N;INAN;GEN;MASC;SG	PROPN
смирнов	סמירנוב	смирн	סמירנוב	ADV	PROPN
священной	קדושה	священный	קדוש	ADJ;INS;FEM;SG	PROPN
священной	מקודשת	священный	קודש	ADJ;INS;FEM;SG	V;FEM;SG;V.PTCP;PASS
священной	מקודש	священный	קודש	ADJ;INS;FEM;SG	V;MASC;SG;V.PTCP;PASS
священной	קדוש	священный	קדוש	ADJ;INS;FEM;SG	
миг	מיג	миг	מיג	N;INAN;NOM;MASC;SG	PROPN
углу	לפינה	угол	לפינה	N;INAN;DAT;MASC;SG	
углу	פינה	угол	פינה	N;INAN;DAT;MASC;SG	
перевозки	כרכרה	перевозка	כרכרה	N;INAN;NOM;FEM;PL	N;FEM;SG
перевозки	תחבורה	перевозка	תחבורה	N;INAN;NOM;FEM;PL	N;FEM;SG
перевозки	הובלה	перевозка	הובלה	N;INAN;NOM;FEM;PL	N;FEM;SG
агент	הסוכן	агент	הסוכן	N;ANIM;NOM;MASC;SG	PROPN
португалия	פורטוגל	португалия	פורטוגל	N;INAN;NOM;NEUT;SG	PROPN
владимировна	ולדימירובנה	владимировна	ולדימירובנה	N;ANIM;NOM;FEM;SG	PROPN
выбрать	בחרי	выбрать	בחרי	V;PFV;NFIN;ACT	PROPN
выбрать	בחרי	выбрать	בחרי	V;PFV;NFIN;ACT	PROPN
сон	שינה	сон	שינה	N;INAN;NOM;MASC;SG	PROPN
сон	תישן	сон	תישן	N;INAN;NOM;MASC;SG	
сон	לישון	сон	לישון	N;INAN;NOM;MASC;SG	
сон	החלום	сон	החלום	N;INAN;NOM;MASC;SG	PROPN
сон	לחלום	сон	חלם	N;INAN;NOM;MASC;SG	V;NFIN;ACT
боб	בוב	боб	בוב	N;INAN;NOM;MASC;SG	PROPN
символизирует	מסמלת	символизировать	סימל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
символизирует	מסמל	символизировать	מסמל	V;IPFV;IND;SG;3;PRS;FIN;ACT	
рамки	מסגרת	рамка	מסגרת	N;INAN;NOM;FEM;PL	N;FEM;SG
рамки	המסגרת	рамка	המסגרת	N;INAN;NOM;FEM;PL	PROPN
рамки	מסגרת	рамка	מסגרת	N;INAN;NOM;FEM;PL	N;FEM;SG
сельскохозяйственных	חקלאי	сельскохозяйственный	חקלאי	ADJ;GEN;PL	N;MASC;SG
отказались	סירבה	отказаться	סירב	V;PFV;IND;PL;PST;FIN;MID	V;FEM;SG;3;PST;ACT
отказались	סרבו	отказаться	סרבה	V;PFV;IND;PL;PST;FIN;MID	V;PL;3;PST;ACT
отказались	סירבו	отказаться	סירב	V;PFV;IND;PL;PST;FIN;MID	V;PL;3;PST;ACT
отказались	סרב	отказаться	סרב	V;PFV;IND;PL;PST;FIN;MID	
отказались	סירב	отказаться	סירב	V;PFV;IND;PL;PST;FIN;MID	V;MASC;SG;3;PST;ACT
поль	פאול	поль	פאול	N;ANIM;NOM;MASC;SG	PROPN
поль	פול	поль	פול	N;ANIM;NOM;MASC;SG	PROPN
региональных	אזורי	региональный	אזור	ADJ;GEN;PL	N;MASC;PL
региональных	איזורי	региональный	איזורין	ADJ;GEN;PL	PROPN
отчасти	בחלקו	отчасти	בחלק	ADV	
отчасти	חלקי	отчасти	חלק	ADV	N;MASC;PL
диего	דייגו	дие	דייגו	N;INAN;NOM;MASC;SG	PROPN
диего	דיאגו	дие	דיאגו	N;INAN;NOM;MASC;SG	PROPN
каноэ	קאנו	каноэ	קאנו	N;INAN;NOM;FEM;SG	PROPN
воздействия	חשיפה	воздействие	חשיפה	N;INAN;NOM;NEUT;PL	N;FEM;SG
мадрид	מדריד	мадрид	מדריד	N;INAN;NOM;MASC;SG	PROPN
дания	דנמרק	дание	דנמרק	N;INAN;NOM;FEM;SG	PROPN
сбор	אוסף	сбор	אוסף	N;INAN;NOM;MASC;SG	
разное	שונות	разный	שונה	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
дорогой	יקירי	дорога	יקיר	N;INAN;NOM;MASC;SG	PROPN
дорогой	יקירה	дорога	יקירה	N;INAN;NOM;MASC;SG	PROPN
дорогой	יקרים	дорога	יקר	N;INAN;NOM;MASC;SG	ADJ;MASC;PL
дорогой	היקר	дорога	היקר	N;INAN;NOM;MASC;SG	
дорогой	יקירתי	дорога	יקירתי	N;INAN;NOM;MASC;SG	V;SG;1;PST;ACT
дорогой	יקר	дорога	יקר	N;INAN;NOM;MASC;SG	ADJ;MASC;SG
дорогой	דרלינג	дорога	דרלינג	N;INAN;NOM;MASC;SG	PROPN
дорогой	יקירי	дорога	יקיר	N;INAN;NOM;MASC;SG	PROPN
дорогой	יקירתי	дорога	יקירתי	N;INAN;NOM;MASC;SG	V;SG;1;PST;ACT
дорогой	יקירה	дорога	יקירה	N;INAN;NOM;MASC;SG	PROPN
боснии	בוסניה	босния	בוסניה	N;INAN;NOM;FEM;PL	PROPN
яйца	אגס	яйцо	אגס	N;INAN;NOM;NEUT;PL	PROPN
представлено	הגיש	представить	הגיש	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
представлено	נשלחו	представить	נשלח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
представлено	נשלח	представить	נשלח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
представлено	נשלחה	представить	נשלח	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;MID
вооруженных	חמוש	вооружить	חמוש	V;PFV;GEN;PL;PST;V.PTCP;PASS	PROPN
вооруженных	חמושה	вооружить	חמושה	V;PFV;GEN;PL;PST;V.PTCP;PASS	
вооруженных	חמושים	вооружить	חמוש	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;MASC;PL
катастрофа	קטסטרופה	катастрофа	קטסטרופה	N;INAN;NOM;FEM;SG	PROPN
адольф	אדולף	адольф	באדולף	N;ANIM;NOM;MASC;SG	PROPN
адольф	אדולף	адольф	באדולף	N;ANIM;NOM;MASC;SG	PROPN
близко	קרוב	близко	קרוב	ADV	
близко	סגור	близко	סגור	ADV	
близко	קרובים	близко	קרוב	ADV	N;MASC;PL
близко	ליד	близко	ליד	ADV	ADP
введена	הציג	ввести	הציג	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
введена	הציגה	ввести	הציג	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;FEM;SG;3;PST;ACT
жуков	חיפושיות	жук	חיפושי	N;ANIM;GEN;MASC;PL	ADJ;FEM;PL
жуков	באגס	жук	באגס	N;ANIM;GEN;MASC;PL	PROPN
принципиально	ביסודה	принципиально	ביסודה	ADV	PROPN
предполагает	מרמז	предполагать	מרמז	V;IPFV;IND;SG;3;PRS;FIN;ACT	
предполагает	מרמזת	предполагать	מרמזה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
гетто	גטאות	гетто	גטו	N;INAN;NOM;MASC;SG	N;MASC;PL
свободный	חופשי	свободный	חופשי	ADJ;NOM;MASC;SG	PROPN
свободный	חינם	свободный	חינם	ADJ;NOM;MASC;SG	PROPN
свободный	free	свободный	free	ADJ;NOM;MASC;SG	
свободный	חופשיים	свободный	חופשי	ADJ;NOM;MASC;SG	ADJ;MASC;PL
свободный	בחינם	свободный	בחינם	ADJ;NOM;MASC;SG	
заблуждение	מטעה	заблуждение	מטעה	N;INAN;NOM;NEUT;SG	
морская	ימית	морской	ימית	ADJ;NOM;FEM;SG	PROPN
морская	נחת	морской	נחת	ADJ;NOM;FEM;SG	
морская	ימית	морской	ימית	ADJ;NOM;FEM;SG	PROPN
маргарита	מרגרט	маргарита	מרגרט	N;ANIM;NOM;FEM;SG	PROPN
маргарита	מרגריט	маргарита	מרגריט	N;ANIM;NOM;FEM;SG	PROPN
сигнал	אות	сигнал	אות	N;INAN;NOM;MASC;SG	
организован	מאורגן	организовывать	מאורגן	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
организован	מאורגן	организовывать	מאורגן	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;MASC;SG
организован	מסודרת	организовывать	מסודר	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;FEM;SG
организован	מאורגנים	организовывать	אורגן	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
открыть	פתח	открыть	פתח	V;PFV;NFIN;ACT	PROPN
открыть	פתוחים	открыть	פתוח	V;PFV;NFIN;ACT	ADJ;MASC;PL
открыть	פתחי	открыть	פתח	V;PFV;NFIN;ACT	N;PSSD;MASC;PL
открыть	פתוחה	открыть	פתוח	V;PFV;NFIN;ACT	ADJ;FEM;SG
открыть	פתוח	открыть	פתוח	V;PFV;NFIN;ACT	ADJ;MASC;SG
албании	אלבניה	албания	אלבניה	N;INAN;NOM;FEM;PL	PROPN
последовательно	עקבית	последовательно	עקבית	ADV	ADJ;FEM;SG
последовательно	עקבי	последовательно	עקבי	ADV	
последовательно	עקביות	последовательно	עקבי	ADV	N;FEM;SG
последовательно	רצופות	последовательно	רצוף	ADV	N;FEM;PL
последовательно	עוקבות	последовательно	עקב	ADV	V;FEM;PL;V.PTCP;ACT
последовательно	רצופים	последовательно	רצוף	ADV	ADJ;MASC;PL
социалистическая	הסוציאליסטית	социалистический	הסוציאליסטי	ADJ;NOM;FEM;SG	ADV
социалистическая	סוציאליזם	социалистический	סוציאליזם	ADJ;NOM;FEM;SG	N;MASC;SG
поколение	דור	поколение	דור	N;INAN;NOM;NEUT;SG	
вест	המערב	вест	המערב	N;INAN;NOM;MASC;SG	PROPN
вест	ווסט	вест	וסט	N;INAN;NOM;MASC;SG	PROPN
вест	מערבה	вест	מערבה	N;INAN;NOM;MASC;SG	ADV
вест	וסט	вест	וסט	N;INAN;NOM;MASC;SG	PROPN
молярная	טוחנת	молярный	טחן	ADJ;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
пруссии	פרוסיה	пруссия	פרוסיה	N;INAN;NOM;FEM;SG	
помню	זוכרים	помнить	זכר	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
помню	נזכור	помнить	זכר	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PL;1;FUT;ACT
помню	יזכור	помнить	זכר	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
историческое	היסטורי	исторический	היסטורי	ADJ;NOM;NEUT;SG	PROPN
историческое	היסטורית	исторический	היסטורי	ADJ;NOM;NEUT;SG	ADV
историческое	היסטורי	исторический	היסטורי	ADJ;NOM;NEUT;SG	PROPN
применять	בקשה	применять	בקשה	V;IPFV;NFIN;ACT	N;FEM;SG
фрэнк	פרנק	фрэнк	פרנק	N;ANIM;NOM;MASC;SG	PROPN
краткая	תקציר	краткий	תקציר	ADJ;NOM;FEM;SG	
огромный	ענקית	огромный	ענקי	ADJ;NOM;MASC;SG	ADV
огромный	ענק	огромный	ענק	ADJ;NOM;MASC;SG	N;MASC;SG
обнаружено	גילו	обнаружить	גילה	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PL;3;PST;ACT
