funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
bogaty	ريتش	bogat	ريتش	ADJ;NOM;MASC;SG	
bogaty	ثري	bogat	ثري	ADJ;NOM;MASC;SG	
producenci	منتجين	producent	مُنتِج	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
championships	البطولات	championships	البطولات		N;NOM;DEF;PL
championships	بطولات	championships	بُطُولَة		N;NOM;INDF;PL
gnu	جنو	gnać	جنو		
enrique	انريكي	enrique	أَنرِيكِيّ	PROPN;NOM;MASC;SG	
mechanizmu	الالية	mechanizm	الالية	N;GEN;MASC;SG	N;NOM;DEF;SG
mechanizmu	الية	mechanizm	الية	N;GEN;MASC;SG	N;NOM;DEF;SG
mieszanej	مختلط	mieszany	مُختَلِط	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
mieszanej	مختلطة	mieszany	مُختَلِط	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;FEM;SG
mieszanej	المختلطة	mieszany	مُختَلِط	ADJ;GEN;FEM;SG	ADJ;NOM;DEF;FEM;SG
mieszanej	المختلط	mieszany	مُختَلِط	ADJ;GEN;FEM;SG	N;NOM;DEF;SG
knight	فارس	knight	فارس		
knight	الفارس	knight	فَارِس		
promocja	الترقيات	promocja	تُرقِيّ		N;NOM;DEF;PL
promocja	الترويج	promocja	تَروِيج		N;NOM;DEF;SG
promocja	الترقية	promocja	تُرقِيّ		N;NOM;DEF;SG
promocja	الترقيات	promocja	تُرقِيّ		N;NOM;DEF;PL
promocja	ترويج	promocja	تَروِيج		N;NOM;INDF;SG
promocja	تعزيز	promocja	تَعزِيز		N;NOM;INDF;SG
promocja	ترقية	promocja	تَرقِيَة		N;NOM;INDF;SG
regiony	الاقاليم	regić	أَقلَام	N;NOM;MASC;PL	
regiony	الاقليم	regić	إِقلِيم	N;NOM;MASC;PL	
regiony	اقليم	regić	اقليم	N;NOM;MASC;PL	
regiony	منطقة	regić	مِنطَقَة	N;NOM;MASC;PL	N;NOM;INDF;SG
regiony	المنطقة	regić	مِنطَقَة	N;NOM;MASC;PL	N;NOM;DEF;SG
palmer	بالمر	palmer	بالمر	N;NOM;MASC;SG	
sant	سانت	sant	سَان	V;IPFV;IND;SG;PRS;FIN;ACT	
malezji	ماليزيا	malezja	مَالِيزِيَا		
malezji	الماليزية	malezja	مَالِيزِيّ		ADJ;NOM;DEF;FEM;SG
malezji	ماليزيا	malezja	مَالِيزِيَا		
schody	الدرج	schody	الدرج	N;NOM;NEUT;PL	N;NOM;DEF;SG
aktorką	ممثله	aktorka	ممثله	N;INS;FEM;SG	PRO;NOM;MASC;SG;3
aktorką	الممثلة	aktorka	مُمَثَّل	N;INS;FEM;SG	N;NOM;DEF;SG
aktorką	ممثلة	aktorka	مُمَثِّلَة	N;INS;FEM;SG	N;NOM;INDF;SG
przedziale	المقصورة	przedział	مَقصُورَة	N;INS;MASC;SG	N;NOM;DEF;SG
przedziale	مقصورة	przedział	مَقصُور	N;INS;MASC;SG	ADJ;NOM;INDF;FEM;SG
podana	نظرا	podać	نَظَر	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;ACC;INDF;SG
profesorów	اساتذة	profesor	اساتذة	N;ACC;MASC;PL	
profesorów	الاساتذة	profesor	أُستَاذ	N;ACC;MASC;PL	N;NOM;DEF;PL
magda	ماجدا	magda	مَاجدَا	PROPN;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
magda	ماجدة	magda	ماجدة	PROPN;NOM;FEM;SG	
simona	سيمونا	simon	سيمونا		
paulina	بولينا	paulina	بولينا	N;NOM;FEM;SG	
paulina	باولينا	paulina	باولينا	N;NOM;FEM;SG	
muzułmanów	المسلمين	muzułmanin	مُسلِم	N;ACC;MASC;PL	N;NOM;DEF;PL
muzułmanów	مسلمون	muzułmanin	مُسلِم	N;ACC;MASC;PL	N;NOM;INDF;PL
muzułmanów	المسلمون	muzułmanin	مُسلِم	N;ACC;MASC;PL	N;NOM;DEF;PL
muzułmanów	مسلمين	muzułmanin	مُسلِم	N;ACC;MASC;PL	N;NOM;INDF;PL
julio	خوليو	julio	خُولِيُو	PROPN;NOM;MASC;SG	
julio	جوليو	julio	جُولِيُو	PROPN;NOM;MASC;SG	
flagę	علم	flaga	عَلِم	N;ACC;FEM;SG	V;PFV;MASC;SG;3;ACT
flagę	العلم	flaga	عِلم	N;ACC;FEM;SG	N;NOM;DEF;SG
maraton	ماراثون	maraton	مَارَاثُون	N;NOM;MASC;SG	
jedynki	الفردي	jedynki	فَردِيّ		ADJ;NOM;DEF;MASC;SG
jedynki	فردي	jedynki	فَردِيّ		ADJ;NOM;INDF;MASC;SG
jedynki	العزاب	jedynki	عِزَاب		N;NOM;DEF;PL
buntu	التمرد	bunt	تَمَرُّد	N;GEN;MASC;SG	N;NOM;DEF;SG
buntu	تمرد	bunt	تَمَرُّد	N;GEN;MASC;SG	N;NOM;INDF;SG
buntu	التمرد	bunt	تَمَرُّد	N;GEN;MASC;SG	N;NOM;DEF;SG
buntu	تمرد	bunt	تَمَرُّد	N;GEN;MASC;SG	N;NOM;INDF;SG
socjalistów	الاشتراكيين	socjalista	اِشتِرَاكِيّ	N;ACC;MASC;PL	N;NOM;DEF;PL
wniosków	الطلبات	wniosek	طَلَب	N;GEN;MASC;PL	N;NOM;DEF;PL
wniosków	التطبيقات	wniosek	تَطبِيق	N;GEN;MASC;PL	N;NOM;DEF;PL
wniosków	تطبيقات	wniosek	تَطبِيق	N;GEN;MASC;PL	N;NOM;INDF;PL
grunty	ارض	grunt	ارض	N;NOM;MASC;PL	
grunty	الارض	grunt	أَرض	N;NOM;MASC;PL	N;NOM;DEF;SG
synonimy	مرادفات	synonić	مُرَادَفَة	V;IPFV;IND;PL;1;PRS;FIN;ACT	N;NOM;INDF;PL
mechanik	ميكانيكي	mechanik	مِيكَانِيكِي	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
akty	العراة	akt	عِرَاة	N;NOM;MASC;PL	N;NOM;DEF;SG
ssaki	الثدييات	ssak	ثَدِيِّيّ	N;NOM;MASC;PL	ADJ;NOM;DEF;FEM;PL
ssaki	ثديي	ssak	ثَدِيّ	N;NOM;MASC;PL	
ssaki	ثدييات	ssak	ثَدِيِّيّ	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;PL
arabów	العرب	arab	عَرَب	N;ACC;MASC;PL	N;NOM;DEF;SG
arabów	عرب	arab	عرب	N;ACC;MASC;PL	
nielsen	نيلسن	nielsen	نيلسن	PROPN;NOM;MASC;SG	
rozumieniu	بمعنى	rozumienie	بمعنى	N;IPFV;DAT;NEUT;SG	N;NOM;INDF;SG
rozumieniu	معنى	rozumienie	مَعنَى	N;IPFV;DAT;NEUT;SG	N;NOM;INDF;SG
rozumieniu	المعنى	rozumienie	مَعنَى	N;IPFV;DAT;NEUT;SG	N;NOM;DEF;SG
rozumieniu	يعنى	rozumienie	عَنَى	N;IPFV;DAT;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
rozumieniu	يعني	rozumienie	عَنَى	N;IPFV;DAT;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
jakiekolwiek	اي	jakiekolwiek	أَي	DET;NOM;MASC;SG	CONJ
jakiekolwiek	اية	jakiekolwiek	أَيّ	DET;NOM;MASC;SG	ADJ;NOM;INDF;FEM;SG
podróżował	سافر	podróżować	سَافَر	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
podróżował	سافرت	podróżować	سَافَر	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
dojrzałości	الاستحقاق	dojrzałość	اِستِحقَاق	N;GEN;FEM;SG	N;NOM;DEF;SG
dojrzałości	النضج	dojrzałość	نَضج	N;GEN;FEM;SG	N;NOM;DEF;SG
dojrzałości	نضج	dojrzałość	نَضج	N;GEN;FEM;SG	N;NOM;INDF;SG
dojrzałości	استحقاق	dojrzałość	اِستِحقَاق	N;GEN;FEM;SG	N;NOM;INDF;SG
dojrzałości	النضوج	dojrzałość	نُضُوج	N;GEN;FEM;SG	N;NOM;DEF;SG
claire	كلير	clairy	كلير	V;IPFV;IND;SG;1;PRS;FIN;ACT	
cezara	القيصر	cezar	قَيصَر		N;NOM;DEF;SG
cezara	قيصر	cezar	قَيصَر		
wino	نبيذ	wino	نبيذ	N;NOM;NEUT;SG	
uzupełnienie	مكمل	uzupełnić	مُكمَل	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;MASC;SG
uzupełnienie	تكميلية	uzupełnić	تَكمِيلِيّ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;FEM;SG
uzupełnienie	التكميلي	uzupełnić	تَكمِيلِيّ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;DEF;MASC;SG
uzupełnienie	تكميلي	uzupełnić	تَكمِيلِيّ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;INDF;MASC;SG
elena	الينا	elen	الينا	PROPN;NOM;FEM;SG	
elena	ايلينا	elen	ايلينا	PROPN;NOM;FEM;SG	
uczestnictwa	المشاركة	uczestnictwo	مُشَارَكَة	N;GEN;NEUT;SG	N;NOM;DEF;SG
wierni	مؤمنين	wierny	مُؤمِن	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;PL
wierni	المؤمنين	wierny	مُؤَمِّن	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
wierni	مخلص	wierny	مُخَلَّص	N;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG
wierni	المؤمنين	wierny	مُؤَمِّن	N;NOM;MASC;PL	ADJ;NOM;DEF;MASC;PL
wierni	مخلصة	wierny	مخلصة	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;SG
księża	قسيس	ksiądz	قسيس	N;NOM;MASC;PL	
księża	كاهن	ksiądz	كَاهِن	N;NOM;MASC;PL	
księża	الكاهن	ksiądz	كَاهِن	N;NOM;MASC;PL	N;NOM;DEF;SG
księża	قس	ksiądz	قِس	N;NOM;MASC;PL	
księża	الكهنة	ksiądz	كُهنَة	N;NOM;MASC;PL	N;NOM;DEF;SG
widział	شوهد	widzieć	شوهد	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
widział	رايت	widzieć	رَاي	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
geograficznego	جغرافي	geograficzny	جُغرَافِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
geograficznego	جغرافية	geograficzny	جُغرَافِيَّة	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
systematycznie	منهجي	systematycznie	مَنهَجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
systematycznie	منهجية	systematycznie	مُنهَجِيّ	ADV	N;NOM;INDF;SG
czeka	الانتظار	czekać	اِنتِظَار	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
czeka	انتظار	czekać	اِنتِظَار	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
czeka	منتظر	czekać	مُنتَظَر	V;IPFV;IND;SG;3;PRS;FIN;ACT	
pavel	بافل	pavel	بَافِل	PROPN;NOM;MASC;SG	
dziedzictwo	ارث	dziedzictwo	أَرث	N;NOM;NEUT;SG	
dziedzictwo	ارث	dziedzictwo	أَرث	N;NOM;NEUT;SG	
prawdziwy	ريال	prawdziwy	رِيَال	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
jesse	جيسي	być	جيسي	PROPN;NOM;MASC;SG	
discogs	disco	discogs	مُحَقَّه		
zegar	المؤقت	zegar	مُؤَقَّت	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
zegar	مؤقت	zegar	مُؤَقَّت	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
singh	سينغ	singh	سينغ	PROPN;NOM;MASC;SG	
górnictwa	التعدين	górnictwo	تَعدِين	N;GEN;NEUT;SG	N;NOM;DEF;SG
górnictwa	المناجم	górnictwo	مَنجَم	N;GEN;NEUT;SG	N;NOM;DEF;PL
górnictwa	تعدين	górnictwo	تَعدِين	N;GEN;NEUT;SG	N;NOM;INDF;SG
plata	بلاتا	plata	بَلَات	PROPN;NOM;MASC;SG	
ramy	الاطارات	ramy	إِطَار	N;ACC;NEUT;PL	N;NOM;DEF;PL
ramy	اطر	ramy	أَطَرّ	N;ACC;NEUT;PL	N;NOM;INDF;PL
ramy	الاطر	ramy	أَطَرّ	N;ACC;NEUT;PL	N;NOM;DEF;PL
ramy	اطارات	ramy	إِطَار	N;ACC;NEUT;PL	N;NOM;INDF;PL
ramy	اطار	ramy	إِطَار	N;ACC;NEUT;PL	N;NOM;INDF;SG
ramy	الاطار	ramy	إِطَار	N;ACC;NEUT;PL	N;NOM;DEF;SG
ramy	اطار	ramy	إِطَار	N;ACC;NEUT;PL	N;NOM;INDF;SG
ramy	راما	ramy	رَام	N;ACC;NEUT;PL	
uratować	حفظ	uratować	حِفظ	V;PFV;NFIN;ACT	
uratować	انقاذ	uratować	إِنقَاذ	V;PFV;NFIN;ACT	N;NOM;INDF;SG
uratować	احفظ	uratować	أَحفَظ	V;PFV;NFIN;ACT	
uratować	الانقاذ	uratować	إِنقَاذ	V;PFV;NFIN;ACT	N;NOM;DEF;SG
uratować	انقاذ	uratować	إِنقَاذ	V;PFV;NFIN;ACT	N;NOM;INDF;SG
mason	ماسون	mason	ماسون	PROPN;NOM;MASC;SG	
mason	مايسن	mason	مايسن	PROPN;NOM;MASC;SG	
mason	مايسون	mason	مايسون	PROPN;NOM;MASC;SG	
mason	ميسن	mason	ميسن	PROPN;NOM;MASC;SG	
mason	ميسون	mason	ميسون	PROPN;NOM;MASC;SG	
podwójny	دبل	podwójny	دَبلَ	ADJ;NOM;MASC;SG	
podwójny	مضاعفة	podwójny	مُضَاعَفَة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
podwójny	ضعف	podwójny	ضُعف	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
komputery	كمبيوتر	komputer	كمبيوتر	N;NOM;MASC;PL	
komputery	الحاسوب	komputer	حَاسُوب	N;NOM;MASC;PL	N;NOM;DEF;SG
komputery	حاسب	komputer	حَاسِب	N;NOM;MASC;PL	N;NOM;INDF;SG
komputery	حاسوب	komputer	حاسوب	N;NOM;MASC;PL	N;NOM;INDF;SG
komputery	الكمبيوتر	komputer	كَمبيُوتِر	N;NOM;MASC;PL	N;NOM;DEF;SG
arch	قوس	arch	قَوس		N;NOM;INDF;SG
transferu	التحويل	transfer	تَحوِيل	N;GEN;MASC;SG	N;NOM;DEF;SG
transferu	النقل	transfer	نَقل	N;GEN;MASC;SG	N;NOM;DEF;SG
transferu	نقل	transfer	نَقل	N;GEN;MASC;SG	N;NOM;INDF;SG
flory	فلورا	flor	فُلُورَا		
flet	الفلوت	flet	فِلَىت		N;NOM;DEF;SG
flet	الناي	flet	نَايِي		N;NOM;DEF;SG
atrakcje	الجذب	atrakcja	جَذب	N;ACC;FEM;PL	N;NOM;DEF;PL
atrakcje	الجذب	atrakcja	جَذب	N;ACC;FEM;PL	N;NOM;DEF;PL
atrakcje	جاذبية	atrakcja	جَاذِبِيَّة	N;ACC;FEM;PL	N;NOM;INDF;SG
atrakcje	جذب	atrakcja	جَذب	N;ACC;FEM;PL	N;NOM;INDF;SG
gorzej	اسوء	źle	أَسوَء	ADV;CMPR	
szkocja	اسكتلندا	szkocja	إِسكُتلَندَا		
federalnej	فيدرالي	federalny	فِيدِرَالِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
federalnej	الاتحادية	federalny	اِتِّحَادِيّ	ADJ;GEN;FEM;SG	
federalnej	اتحادية	federalny	اِتِّحَادِيَّة	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;FEM;SG
federalnej	الاتحادي	federalny	اِتِّحَادِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
federalnej	اتحادي	federalny	اِتِّحَادِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
federalnej	فيدرالية	federalny	فِيدِرَالِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;FEM;SG
lepsza	احسن	dobry	احسن	ADJ;NOM;CMPR;FEM;SG	
dateformat	dat	dateformat	وَقَق		
rdzenia	النواة	rdzeniać	نَوَاة	N;GEN;NEUT;SG	N;NOM;DEF;SG
rdzenia	اساسي	rdzeniać	أَسَاسِيّ	N;GEN;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rdzenia	الصميم	rdzeniać	صَمِيم	N;GEN;NEUT;SG	N;NOM;DEF;SG
torres	توريس	torres	توريس	PROPN;NOM;MASC;SG	
made	صنعت	mada	صَنَع		V;PFV;FEM;SG;3;PASS
made	صنع	mada	صَنَع		V;PFV;MASC;SG;3;ACT
made	مصنوع	mada	مَصنُوع		ADJ;NOM;INDF;MASC;SG
made	جعل	mada	جَعَل		V;PFV;MASC;SG;3;ACT
aktywne	النشطة	aktywny	نَشَاط	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
rfc	r	rfc	لَ		
smaku	تذوق	smak	عَاق	N;GEN;MASC;SG	
smaku	ذوق	smak	ذَوق	N;GEN;MASC;SG	N;NOM;INDF;SG
smaku	الذوق	smak	ذَوق	N;GEN;MASC;SG	N;NOM;DEF;SG
irina	ايرينا	irin	ايرينا	PROPN;NOM;FEM;SG	
konstytucję	الدستور	konstytucja	دُستُور	N;ACC;FEM;SG	N;NOM;DEF;SG
konstytucję	دستور	konstytucja	دستور	N;ACC;FEM;SG	N;NOM;INDF;SG
kroki	خطى	krok	خطى	N;NOM;MASC;PL	
zastosowań	الاستخدامات	zastosowanie	اِستِخدَام	N;GEN;NEUT;PL	N;NOM;DEF;PL
zastosowań	استخدامات	zastosowanie	اِستِخدَام	N;GEN;NEUT;PL	N;NOM;INDF;PL
ellen	ايلين	ellen	ايلين	PROPN;NOM;FEM;SG	
ellen	الين	ellen	الين	PROPN;NOM;FEM;SG	
czytania	القراءة	czytać	قِرَاءَة	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
czytania	قراءة	czytać	قِرَاءَة	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
czytania	يقرا	czytać	قَرَا	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
czytania	اقرا	czytać	أَقَرّ	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	
ręczna	دليل	ręczny	دَلِيل	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
ręczna	الدليل	ręczny	دَلِيل	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
lena	لينا	len	لينا	PROPN;NOM;FEM;SG	
hale	هيل	hala	هيل	N;NOM;MASC;SG	
aktorzy	فعاليات	aktor	فَعَّالِيّ	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;PL
żołądka	معدة	żołądek	مُعَدّ	N;GEN;MASC;SG	ADJ;NOM;INDF;FEM;SG
żołądka	المعدة	żołądek	مُعَدّ	N;GEN;MASC;SG	N;NOM;DEF;SG
nokia	نوكيا	nokia	نَوكِيّ		
chłopcy	اولاد	chłopiec	اولاد	N;NOM;MASC;PL	
chłopcy	ولاد	chłopiec	وَلَد	N;NOM;MASC;PL	
bolonii	بولونيا	bolonia	بُولُونِيَا	PROPN;NOM;FEM;SG	
cenne	الثمينة	cenny	ثَمِين	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
cenne	الغالي	cenny	الغالي	ADJ;NOM;NEUT;SG	
cenne	قيمة	cenny	قِيمَة	ADJ;NOM;NEUT;SG	N;NOM;INDF;SG
amatorów	هواة	amator	هَوَاة	N;ACC;MASC;PL	N;NOM;INDF;SG
rolników	المزارعين	rolnik	مُزَارِع	N;ACC;MASC;PL	N;NOM;DEF;PL
rolników	المزارعون	rolnik	مُزَارِع	N;ACC;MASC;PL	N;NOM;DEF;PL
price	الثمن	prica	ثَمَن		N;NOM;DEF;SG
price	الاسعار	prica	سِعر		N;NOM;DEF;PL
price	سعره	prica	سعره		PRO;NOM;FEM;SG;3
price	سعر	prica	سِعر		N;NOM;INDF;SG
price	السعر	prica	سِعر		N;NOM;DEF;SG
obozy	كامب	obóz	كَامب	N;NOM;MASC;PL	
obozy	المخيم	obóz	مُخَيَّم	N;NOM;MASC;PL	N;NOM;DEF;SG
obozy	مخيم	obóz	مُخَيَّم	N;NOM;MASC;PL	N;NOM;INDF;SG
obozy	معسكر	obóz	مُعَسكَر	N;NOM;MASC;PL	N;NOM;INDF;SG
obozy	المعسكر	obóz	مُعَسكَر	N;NOM;MASC;PL	N;NOM;DEF;SG
sapporo	سابورو	sapporo	سابورو	PROPN;NOM;MASC;SG	
sachsen	sachs	sachsen	sachs		
chang	تشانغ	chang	تشَانغ	V;IPFV;IND;SG;PRS;FIN;ACT	
umożliwiające	تمكين	umożliwiać	تَمكِين	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	N;NOM;INDF;SG
religijna	متدين	religijny	متدين	ADJ;NOM;FEM;SG	ADJ;NOM;INDF;MASC;DU
mysz	الفارة	myć	فَارّ		N;NOM;DEF;SG
mysz	الفار	myć	فَار		
mysz	فار	myć	فَار		
mysz	ماوس	myć	مَاوس		
nathan	ناثان	nathan	نَاثَّان	PROPN;NOM;MASC;SG	
tysiąc	الف	tysiąc	الف		
tysiąc	الالف	tysiąc	الالف		N;NOM;DEF;SG
powraca	عوائد	powracać	عَادَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
powraca	العائدات	powracać	عَائِد	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
medycyna	الطب	medycyna	طِبّ	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;DEF;SG
medycyna	دواء	medycyna	دَوَاء	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;INDF;SG
medycyna	الدواء	medycyna	دَوَاء	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;DEF;SG
medycyna	طب	medycyna	طِبّ	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;NOM;INDF;SG
planuje	الخطط	planować	خُطَّة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
planuje	خطط	planować	خُطَّة	V;IPFV;IND;SG;3;PRS;FIN;ACT	
serbia	صربيا	serbia	صَربِيّ	N;NOM;FEM;SG	
planowana	المخطط	planować	مُخَطَّط	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;NOM;DEF;SG
federico	فيدريكو	federico	فيدريكو	PROPN;NOM;MASC;SG	
holt	هولت	holt	هُوَلت	PROPN;NOM;MASC;SG	
podmiotów	الكيانات	podmiot	كِيَانَة	N;GEN;MASC;PL	N;NOM;DEF;PL
podmiotów	كيانات	podmiot	كِيَان	N;GEN;MASC;PL	N;NOM;INDF;PL
christina	كريستينا	christina	كريستينا	N;NOM;FEM;SG	
christina	كرستينا	christina	كرستينا	N;NOM;FEM;SG	
kiedykolwiek	كلما	kiedykolwiek	كُلَّمَا	ADV	CONJ
magii	السحر	magaia	سِحر	N;GEN;FEM;SG	N;NOM;DEF;SG
magii	سحر	magaia	سِحر	N;GEN;FEM;SG	N;NOM;INDF;SG
potwierdzone	كد	potwierdzić	كَدّ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
potwierdzone	اكد	potwierdzić	أَكَّد	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
włosów	الشعر	włos	شَعر	N;GEN;MASC;PL	N;NOM;DEF;SG
włosów	شعر	włos	شعر	N;GEN;MASC;PL	
podkreśla	ابرز	podkreślać	أَبرَز	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
ramię	كتف	ramię	كتف	N;NOM;NEUT;SG	
ramię	بذراع	ramię	بذراع	N;NOM;NEUT;SG	
ustanowiono	انشئت	ustanowić	أَنشَأ	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
ustanowiono	انشئ	ustanowić	أَنشَأ	V;PFV;IND;0;PST;FIN;ACT	
ustanowiono	انشا	ustanowić	إِنشَا	V;PFV;IND;0;PST;FIN;ACT	
key	المفتاح	key	مُفتَاح		N;NOM;DEF;SG
key	مفتاح	key	مفتاح		N;NOM;INDF;SG
afganistanu	افغانستان	afganistan	أَفغَانِستَان	N;GEN;MASC;SG	N;NOM;INDF;SG
gene	الجين	gen	جِين	PROPN;NOM;MASC;SG	N;NOM;DEF;SG
ślubów	الاعراس	ślub	إِعرَاس	N;GEN;MASC;PL	N;NOM;DEF;SG
randy	راندي	randa	راندي	N;NOM;MASC;SG	
kuli	المجال	kula	مَجَال	N;GEN;FEM;SG	N;NOM;DEF;SG
alignbars	alignba	alignbars	شُصمُصثَة		
wyrzutnie	قاذفات	wyrzutnie	قاذفات	N;NOM;NEUT;SG	N;NOM;INDF;PL
włókna	الياف	włókny	يَاف		
włókna	الياف	włókny	يَاف		
włókna	الالياف	włókny	لِيف		N;NOM;DEF;PL
włókna	الياف	włókny	يَاف		
włókna	الالياف	włókny	لِيف		N;NOM;DEF;PL
baptiste	باتيست	baptisty	بَاتِيس	N;NOM;MASC;SG	
sylwester	سيلفستر	sylwester	سِيلفستِر		
medina	مدينا	medina	مَدِين	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;ACC;INDF;SG
lokomotyw	القاطرات	lokomotywa	قَاطِرَة	N;GEN;FEM;PL	N;NOM;DEF;PL
javier	خافيير	javier	خَافِيِير	PROPN;NOM;MASC;SG	
javier	خافير	javier	خَافِير	PROPN;NOM;MASC;SG	
marty	مارتي	marta	مَارتِي		
profesjonalny	المهنية	profesjonalny	مِهنِيّ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
kinga	ملك	kinga	مَلِك	PROPN;NOM;FEM;SG	
kinga	كينغ	kinga	كينغ	PROPN;NOM;FEM;SG	
kinga	الملك	kinga	مَلِك	PROPN;NOM;FEM;SG	N;NOM;DEF;SG
kinga	كينج	kinga	كينج	PROPN;NOM;FEM;SG	
skrzypek	العازف	skrzypek	عَازِف	N;NOM;MASC;SG	
martwe	ميتة	martwy	مَيتَة		ADJ;NOM;INDF;FEM;SG
martwe	ميتا	martwy	ميتا		N;NOM;INDF;SG
martwe	ميت	martwy	ميت		
porter	بورتر	porter	بُورتِر	PROPN;NOM;MASC;SG	
budowle	الهياكل	budowa	هَيكَل	N;NOM;MASC;PL	N;NOM;DEF;SG
zbrodnia	الجرائم	zbrodnia	جَرِيمَة	N;NOM;FEM;SG	N;NOM;DEF;PL
generałów	الجنرالات	generał	الجنرالات	N;ACC;MASC;PL	N;NOM;DEF;PL
suzuki	سوزوكي	suzuka	سُوزُوكِي		
poziomów	المستويات	poziom	مُستَوَى	N;GEN;MASC;PL	N;NOM;DEF;PL
poziomów	مستويات	poziom	مُستَوَى	N;GEN;MASC;PL	N;NOM;INDF;PL
przekonania	معتقدات	przekonanie	مُعتَقَد	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;PL
przekonania	المعتقدات	przekonanie	مُعتَقَد	N;NOM;NEUT;SG	N;NOM;DEF;PL
przetrwały	نجا	przetrwać	نَجَا	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
zmiennej	المتغير	zmienny	مُتَغَيِّر	ADJ;GEN;FEM;SG	N;NOM;DEF;SG
