から	от	から	от	CONJ	ADP
ルカ	люк	ルカ	люк	PROPN	N;INDF;MASC;SG
ルカ	лука	ルカ	лук	PROPN	N;INDF;MASC;SG
弱い	слабо	弱い	слабо	ADJ	ADV
マーケット	пазарна	マーケット	пазарен	N	ADJ;INDF;FEM;SG
マーケット	пазарен	マーケット	пазарен	N	ADJ;INDF;MASC;SG
偶然	съвпадение	偶然	съвпадение	ADV	N;INDF;NEUT;SG
偶然	съвпадения	偶然	съвпадя	ADV	N;INDF;NEUT;PL
年金	пенсионно	年金	пенсионно	N	ADV
三人	три	三人	три	N	NUM;INDF;PL
三人	трима	三人	трима	N	NUM;INDF;PL
バランス	балансирана	バランス	балансирам	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
バランス	балансирани	バランス	балансирам	N	V;PFV;INDF;PL;V.PTCP;PASS
バランス	балансиран	バランス	балансирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
バランス	балансирано	バランス	балансирам	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
液体	течни	液体	течен	N	ADJ;INDF;PL
液体	течна	液体	течен	N	ADJ;INDF;FEM;SG
液体	течно	液体	течно	N	ADV
ウェールズ	уелс	ウェールズ	уелс	PROPN	PROPN;INDF;MASC;SG
審判	управляващата	審判	управлявам	N	ADJ;IPFV;DEF;FEM;SG;PRS;V.PTCP;ACT
審判	управляваща	審判	управлявам	N	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
予測	прогноза	予測	прогноза	V	N;INDF;FEM;SG
予測	прогноза	予測	прогноза	V	N;INDF;FEM;SG
予測	предвиждане	予測	предвиждане	V	N;INDF;NEUT;SG
予測	предсказание	予測	предсказание	V	N;INDF;NEUT;SG
予測	прогнози	予測	прогноза	V	N;INDF;FEM;PL
予測	предсказания	予測	предсказание	V	N;INDF;NEUT;PL
メアリー	мери	メアリー	меря-(се)	PROPN	N;INDF;FEM;SG
不安	тревожност	不安	тревожност	ADJ	N;INDF;FEM;SG
不安	безпокойство	不安	безпокойство	ADJ	N;INDF;NEUT;SG
食べる	ядене	食べる	ядене	V	N;INDF;NEUT;SG
トマス	томас	トマス	томас	PROPN	N;INDF;MASC;SG
トマス	тома	トマス	том	PROPN	N;DEF;MASC;SG
藤本	фуджимото	藤本	фуджим	PROPN	ADJ;DEF;NEUT;SG
メタ	мета	メタ	мето	PROPN	N;INDF;MASC;SG
理想	идеален	理想	идеален	N	ADJ;INDF;MASC;SG
理想	идеални	理想	идеален	N	ADJ;INDF;PL
ひろし	хироши	ひろし	хироша	PROPN	N;INDF;MASC;SG
たけし	такеши	たけし	така	PROPN	PROPN;INDF;MASC;SG
遊び	игра	遊ぶ	игра	V	N;INDF;FEM;SG
服部	хатори	服部	хатор	PROPN	N;INDF;MASC;PL
ハリウッド	холивудски	ハリウッド	холивудски	PROPN	ADJ;INDF;MASC;SG
ハリウッド	холивуд	ハリウッド	холивуд	PROPN	N;INDF;MASC;SG
信濃	шинано	信濃	шина	PROPN	N;INDF;NEUT;SG
ショック	шокиран	ショック	шокирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ショック	шокирани	ショック	шокирам	N	V;PFV;INDF;PL;V.PTCP;PASS
ショック	шокирана	ショック	шокирам	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
フェイス	фейт	フェイス	фейт	N	PROPN;INDF;MASC;SG
行使	упражнение	行使	упражнение	V	N;INDF;NEUT;SG
行使	упражнения	行使	упражнение	V	N;INDF;NEUT;PL
ピット	яма	ピット	ям	PROPN	N;INDF;FEM;SG
ピット	ямата	ピット	ям	PROPN	N;DEF;FEM;SG
ピット	пит	ピット	пит	PROPN	PROPN;INDF;MASC;SG
伏見	фушими	伏見	фушим	PROPN	N;INDF;MASC;PL
矢野	яно	矢野	яно	PROPN	PROPN;INDF;MASC;SG
ワーク	работи	ワーク	работя	N	V;IPFV;IMP;SG;2;FIN
美濃	мино	美濃	мино	PROPN	PROPN;INDF;MASC;SG
セーブ	спаси	セーブ	спася-(се)	N	V;PFV;IMP;SG;2;PST;FIN
セーブ	запази	セーブ	запазя-(се)	N	V;PFV;IMP;SG;2;FIN
エンジェル	ейнджъл	エンジェル	ейнджъл	N	PROPN;INDF;MASC;SG
エンジェル	angel	エンジェル	angel	N	INTJ
エンジェル	анхел	エンジェル	анхел	N	PROPN;INDF;MASC;SG
大西洋	атлантик	大西洋	атлантик	PROPN	N;INDF;MASC;SG
大西洋	атлантическа	大西洋	атлантически	PROPN	ADJ;INDF;FEM;SG
ダース	дузина	ダース	дузина	PROPN	N;INDF;FEM;SG
ダース	дузини	ダース	дузина	PROPN	N;INDF;FEM;PL
懸念	опасения	懸念	опасение	V	N;INDF;NEUT;PL
懸念	притеснения	懸念	притеснение	V	N;INDF;NEUT;PL
懸念	загриженост	懸念	загриженост	V	N;INDF;FEM;SG
ジア	джия	ジア	джия-(се)	PROPN	N;INDF;FEM;SG
ジア	зия	ジア	зия-(се)	PROPN	N;INDF;MASC;SG
ワイルド	диво	ワイルド	диво	PROPN	ADV
ワイルド	дивак	ワイルド	дивак	PROPN	N;INDF;MASC;SG
ワイルド	диви	ワイルド	дивя-(се)	PROPN	N;INDF;FEM;PL
ワイルド	дива	ワイルド	дивам-(се)	PROPN	N;INDF;FEM;SG
ワイルド	див	ワイルド	див	PROPN	N;INDF;MASC;SG
ワイルド	уайлд	ワイルド	уайлд	PROPN	PROPN;INDF;MASC;SG
チーフ	шефе	チーフ	шефе	PROPN	ADV
チーフ	началник	チーフ	началник	PROPN	N;INDF;MASC;SG
内側	вътрешна	内側	вътрешен	N	ADJ;INDF;FEM;SG
内側	вътрешно	内側	вътрешен	N	ADV
内側	вътрешни	内側	вътрешен	N	ADJ;INDF;PL
内側	вътрешен	内側	вътрешен	N	ADJ;INDF;MASC;SG
珍しい	необикновено	珍しい	необикновено	ADJ	ADV
珍しい	необичайно	珍しい	необичайно	ADJ	ADV
寄付	дарение	寄付	дарение	V	N;INDF;NEUT;SG
寄付	дарение	寄付	дарение	V	N;INDF;NEUT;SG
寄付	дарения	寄付	дарение	V	N;INDF;NEUT;PL
復元	възстановяване	復元	възстановяване	V	N;INDF;NEUT;SG
復元	възстановяване	復元	възстановяване	V	N;INDF;NEUT;SG
死ぬ	умри	死ぬ	умра	V	INTJ
オハイオ	охайо	オハイオ	оха	PROPN	PROPN;INDF;MASC;SG
フランツ	франц	フランツ	франц	N	PROPN;INDF;MASC;SG
個別	индивидуално	個別	индивидуално		ADV
個別	индивидуален	個別	индивидуален		ADJ;INDF;MASC;SG
個別	индивидуално	個別	индивидуално		ADV
個別	индивидуална	個別	индивидуален		ADJ;INDF;FEM;SG
個別	индивид	個別	индивид		N;INDF;MASC;SG
個別	индивидуални	個別	индивидуален		ADJ;INDF;PL
テック	тех	テック	аз	N	PROPN;INDF;MASC;SG
プラット	перон	プラット	перон	PROPN	N;INDF;MASC;SG
プラット	платформата	プラット	платформа	PROPN	N;DEF;FEM;SG
プラット	платформа	プラット	платформа	PROPN	N;INDF;FEM;SG
プラット	платформи	プラット	платформа	PROPN	N;INDF;FEM;PL
大村	омура	大村	омура	PROPN	N;INDF;MASC;SG
外側	външна	外側	външен	N	ADJ;INDF;FEM;SG
外側	външен	外側	външен	N	ADJ;INDF;MASC;SG
外側	външно	外側	външен	N	ADV
レム	лем	レム	лем	PROPN	PROPN;INDF;MASC;SG
レム	рем	レム	рем	PROPN	PROPN;INDF;MASC;SG
征服	завоевания	征服	завоевание	V	N;INDF;NEUT;PL
征服	завоевание	征服	завоевание	V	N;INDF;NEUT;SG
アミ	ami	アミ	ami	PROPN	INTJ
早い	рано	早い	рано	ADJ	ADV
早い	ърли	早い	ъръл	ADJ	N;INDF;FEM;PL
ミラノ	милано	ミラノ	милано	PROPN	PROPN;INDF;MASC;SG
ミラノ	милан	ミラノ	милан	PROPN	PROPN;INDF;MASC;SG
ミラノ	милано	ミラノ	милано	PROPN	PROPN;INDF;MASC;SG
封印	запечатване	封印	запечатване	V	N;INDF;NEUT;SG
封印	печат	封印	печат	V	N;INDF;MASC;SG
封印	тюлен	封印	тюлен	V	N;INDF;MASC;SG
封印	сийл	封印	сийл	V	PROPN;INDF;MASC;SG
切り替え	превключвател	切り替える	превключвател	V	N;INDF;MASC;SG
切り替え	превключване	切り替える	превключване	V	N;INDF;NEUT;SG
切り替え	превключване	切り替える	превключване	V	N;INDF;NEUT;SG
切り替え	превключване	切り替える	превключване	V	N;INDF;NEUT;SG
嫌い	неприязън	嫌い	неприязън		N;INDF;FEM;SG
嫌い	омраза	嫌い	омраза		N;INDF;FEM;SG
嫌い	мразя	嫌い	мразя		V;IPFV;IND;SG;1;PRS;FIN;ACT
嫌い	мрази	嫌い	мразя		V;IPFV;IND;SG;3;PRS;FIN;ACT
嫌い	омразата	嫌い	омраза		N;DEF;FEM;SG
壊滅	унищожение	壊滅	унищожение	V	N;INDF;NEUT;SG
知的	интелигентно	知的	интелигентно	ADJ	ADV
豊臣	тойотоми	豊臣	тойотом	PROPN	N;DEF;MASC;SG
ゆめ	yume	ゆめ	yume		N;INDF;MASC;SG
修復	възстановяване	修復	възстановяване	V	N;INDF;NEUT;SG
トライ	опитай	トライ	опитам-(се)	N	V;PFV;IMP;SG;2;FIN
トライ	опитайте	トライ	опитам-(се)	N	V;PFV;IMP;PL;2;FIN
久保	кубо	久保	кубо	PROPN	N;INDF;MASC;SG
くま	уини	くま	уин	PROPN	N;INDF;MASC;SG
くま	кума	くま	кума	PROPN	N;INDF;FEM;SG
保証	гарантирани	保証	гарантирам	N	V;PFV;INDF;PL;V.PTCP;PASS
保証	гарантирано	保証	гарантирано	N	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
保証	гарантирана	保証	гарантирам	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
保証	гарантиран	保証	гарантирам	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
三田	санда	三田	санда	PROPN	N;INDF;FEM;SG
ダグラス	дъглас	ダグラス	дъглас	PROPN	N;INDF;MASC;SG
流用	пренасочване	流用	пренасочване	V	N;INDF;NEUT;SG
流用	разсейване	流用	разсейване	V	N;INDF;NEUT;SG
流用	отклоняване	流用	отклоняване	V	N;INDF;NEUT;SG
ラウ	лау	ラウ	лау	PROPN	PROPN;INDF;MASC;SG
維新	възстановяване	維新	възстановяване	PROPN	N;INDF;NEUT;SG
コナ	кона	コナ	кона	PROPN	N;INDF;FEM;SG
踊り	танци	踊り	танци	V	N;INDF;MASC;PL
踊り	танцуващи	踊り	танцувам	V	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
踊り	танцуване	踊り	танцуване	V	N;INDF;NEUT;SG
刑務所	затвори	刑務所	затворя-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
パーティ	party	パーティ	party	N	ADJ
クラーク	кларк	クラーク	кларк	PROPN	PROPN;INDF;MASC;SG
クラーク	кларк	クラーク	кларк	PROPN	PROPN;INDF;MASC;SG
信託	вярва	信託	вярвам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
ジャージー	джърси	ジャージー	джърся	N	PROPN;INDF;MASC;SG
追跡	преследване	追跡	преследване	V	N;INDF;NEUT;SG
フィル	фил	フィル	фил	PROPN	PROPN;INDF;MASC;SG
水中	подводни	水中	подводен	N	ADJ;INDF;PL
マーガレット	маргарет	マーガレット	маргарет	PROPN	N;INDF;FEM;SG
スロー	бавна	スロー	бавен	N	ADJ;INDF;FEM;SG
スロー	бавен	スロー	бавен	N	ADJ;INDF;MASC;SG
スロー	бавно	スロー	бавно	N	ADV
曲線	криви	曲線	крив	N	ADJ;INDF;PL
ピア	пия	ピア	пия	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
ピア	пиа	ピア	пиа	N	PROPN;INDF;FEM;SG
コラボレーション	сътрудничество	コラボレーション	сътрудничество	V	N;INDF;NEUT;SG
フィン	фин	フィン	фин	PROPN	ADJ;INDF;MASC;SG
フィン	перка	フィン	перка	PROPN	N;INDF;FEM;SG
フィン	фин	フィン	фин	PROPN	ADJ;INDF;MASC;SG
レオン	леон	レオン	леон	PROPN	PROPN;INDF;MASC;SG
レオン	лион	レオン	лион	PROPN	PROPN;INDF;MASC;SG
レオン	леон	レオン	леон	PROPN	PROPN;INDF;MASC;SG
結晶	кристална	結晶	кристален	N	ADJ;INDF;FEM;SG
結晶	кристално	結晶	кристално	N	ADV
見出し	заглавие	見出し	заглавие	V	N;INDF;NEUT;SG
見出し	заглавия	見出し	заглавие	V	N;INDF;NEUT;PL
見出し	заглавията	見出し	заглавие	V	N;DEF;NEUT;PL
見出し	посока	見出し	посока	V	N;INDF;FEM;SG
ユーゴ	юго	ユーゴ	юго	PROPN	PROPN;INDF;MASC;SG
真田	санада	真田	санада	PROPN	N;INDF;MASC;SG
妊娠	бременност	妊娠	бременност	V	N;INDF;FEM;SG
妊娠	бременна	妊娠	бременен	V	ADJ;INDF;FEM;SG
妊娠	бременни	妊娠	бременен	V	ADJ;INDF;PL
野菜	растителни	野菜	растителен	N	ADJ;INDF;PL
野菜	вегетариански	野菜	вегетариански	N	ADJ;INDF;MASC;SG
コンクリート	конкретни	コンクリート	конкретен	N	ADJ;INDF;PL
釣り	риболовен	釣り	риболовен	N	ADJ;INDF;MASC;SG
南極	антарктида	南極	антарктида	PROPN	N;INDF;FEM;SG
南極	антарктика	南極	антарктика	PROPN	N;INDF;FEM;SG
南極	антарктида	南極	антарктида	PROPN	N;INDF;FEM;SG
南極	антарктика	南極	антарктика	PROPN	N;INDF;FEM;SG
パシフィック	пасифик	パシフィック	пасифик	PROPN	N;INDF;MASC;SG
ハッピー	щастлив	ハッピー	щастлив	N	ADJ;INDF;MASC;SG
ハッピー	щастливи	ハッピー	щастлив	N	ADJ;INDF;PL
ハッピー	щастлива	ハッピー	щастлив	N	ADJ;INDF;FEM;SG
ハッピー	щастливо	ハッピー	щастлив	N	ADV
ハッピー	хепи	ハッピー	хеп	N	INTJ
ノーベル	нобелова	ノーベル	нобелова	N	PROPN;INDF;FEM;SG
化粧	грим	化粧	грим	V	N;INDF;MASC;SG
恒星	звезден	恒星	звезден	N	ADJ;INDF;MASC;SG
恒星	звездно	恒星	звездно	N	ADV
恒星	звездна	恒星	звездна	N	ADJ;INDF;FEM;SG
恒星	звезден	恒星	звезден	N	ADJ;INDF;MASC;SG
ビス	бис	ビス	бис	PROPN	N;INDF;NEUT;SG
ハンス	ханс	ハンス	ханс	PROPN	PROPN;INDF;MASC;SG
プー	пу	プー	пу	PROPN	PROPN;INDF;MASC;SG
ヒュー	хю	ヒュー	хю	PROPN	N;INDF;MASC;SG
水平	хоризонтални	水平	хоризонтален	N	ADJ;INDF;PL
水平	хоризонтално	水平	хоризонтално	N	ADV
水平	хоризонтален	水平	хоризонтален	N	ADJ;INDF;MASC;SG
水平	хоризонтална	水平	хоризонтален	N	ADJ;INDF;FEM;SG
ネル	нел	ネル	нел	N	PROPN;INDF;FEM;SG
野口	ногучи	野口	ногуча	PROPN	N;INDF;MASC;SG
改定	ревизия	改定	ревизия	V	N;INDF;FEM;SG
改定	преработка	改定	преработка	V	N;INDF;FEM;SG
改定	преразглеждане	改定	преразглеждане	V	N;INDF;NEUT;SG
調理	готвенето	調理	готвене	V	N;DEF;NEUT;SG
調理	готвене	調理	готвене	V	N;INDF;NEUT;SG
秀樹	хидеки	秀樹	хидека	PROPN	N;INDF;MASC;SG
エロ	еротични	エロ	еротичен	N	ADJ;INDF;PL
エロ	еротично	エロ	еротичен	N	ADV
エロ	еротичен	エロ	еротичен	N	ADJ;INDF;MASC;SG
ホセ	жозе	ホセ	жозе	PROPN	PROPN;INDF;MASC;SG
ホセ	хосе	ホセ	хосе	PROPN	PROPN;MASC
ホセ	жозе	ホセ	жозе	PROPN	PROPN;INDF;MASC;SG
ホセ	хосе	ホセ	хосе	PROPN	PROPN;MASC
志村	шимура	志村	шимура	PROPN	N;INDF;MASC;SG
東亜	тоа	東亜	този	PROPN	INTJ
最小	минимален	最小	минимален	N	ADJ;INDF;MASC;SG
最小	минимално	最小	минимален	N	ADV
最小	минимална	最小	минимален	N	ADJ;INDF;FEM;SG
書き込み	писане	書き込み	писане	V	N;INDF;NEUT;SG
地中海	средиземноморски	地中海	средиземноморски	PROPN	ADJ;INDF;MASC;SG
八木	яги	八木	яги	PROPN	N;INDF;MASC;SG
勇者	смели	勇者	смял	N	ADJ;INDF;PL
勇者	смело	勇者	смело	N	ADV
勇者	смела	勇者	смела	N	ADJ;INDF;FEM;SG
勇者	смел	勇者	смел	N	ADJ;INDF;MASC;SG
シェア	сподели	シェア	споделя	N	V;PFV;IMP;SG;2;FIN
シェア	споделете	シェア	споделя	N	V;PFV;IMP;PL;2;FIN
大洋	океаните	大洋	океан	PROPN	N;DEF;MASC;PL
大洋	океани	大洋	океаня	PROPN	N;INDF;MASC;PL
大洋	океан	大洋	океан	PROPN	N;INDF;MASC;SG
ハインリヒ	хайнрих	ハインリヒ	хайнрих	PROPN	PROPN;INDF;MASC;SG
鈴鹿	сузука	鈴鹿	сузука	PROPN	N;INDF;FEM;SG
マルクス	маркус	マルクス	маркус	PROPN	PROPN;INDF;MASC;SG
マルクス	маркъс	マルクス	маркъс	PROPN	N;INDF;MASC;SG
マルクス	маркс	マルクス	маркс	PROPN	PROPN;INDF;MASC;SG
ヴァン	микробус	ヴァン	микробус	PROPN	N;INDF;MASC;SG
