nie	no	nie	no	PART;NEG	ADV;NEG
herbert	herbert	herbert	herbert	PROPN;NOM;MASC;SG	PROPN
silne	forts	silny	fort	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
opole	opole	opołl	opole		
bryan	bryan	bryan	bryan	PROPN;NOM;MASC;SG	PROPN
młyn	almàssera	młyn	almàssera	N;NOM;MASC;SG	ADJ;FEM;SG
młyn	mill	młyn	mill	N;NOM;MASC;SG	PROPN
specjalista	perit	specjalista	perit	N;NOM;MASC;SG	
działała	actuat	działać	actuar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
gordon	gordon	gordon	gordondre		PROPN
daniela	daniela	danielać	daniela	N;NOM;FEM;SG	
daniela	daniel	danielać	daniel	N;NOM;FEM;SG	
relacje	relació	relacja	relació	N;NOM;FEM;PL	N;FEM;SG
claude	claude	claudy	claude	PROPN;NOM;MASC;SG	
etc	etc	etc	etcètera		
morskie	marine	morski	marine	ADJ;NOM;NEUT;SG	N;SG
anderson	anderson	anderson	andersor	PROPN;NOM;MASC;SG	PROPN
brazylia	brasil	brazyliać	brasil	N;NOM;FEM;SG	ADJ;MASC;SG
skrzydeł	wings	skrzydło	wings		PROPN
zastosowano	aplicats	zastosować	aplicat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
zastosowano	aplicat	zastosować	aplicat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
zastosowano	aplicada	zastosować	aplicat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
wspomnienie	memòria	wspomnienie	memòria	N;NOM;NEUT;SG;POS;V.MSDR	
stade	stade	stade	stade		N;MASC;SG
jadwiga	hedwig	jadwiga	hedwig	PROPN;NOM;FEM;SG	PROPN
udaje	fingint	udawać	fingir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
gospodarstwa	granges	gospodarstwo	granja	N;NOM;NEUT;SG	N;FEM;PL
gospodarstwa	explotacions	gospodarstwo	explotació	N;NOM;NEUT;SG	N;FEM;PL
unesco	unesco	unesco	unesco		
irena	irena	irena	irenar	PROPN;NOM;FEM;SG	ADJ;FEM;SG
irena	irene	irena	irene	PROPN;NOM;FEM;SG	
głowę	head	głowa	head	N;ACC;FEM;SG	
nominacji	nominacions	nominacja	nominació	N;GEN;FEM;SG	N;FEM;PL
nominacji	candidatures	nominacja	candidatura	N;GEN;FEM;SG	N;FEM;PL
popularne	populars	popularny	popular	ADJ;NOM;NEUT;SG	ADJ;PL
popularne	trending	popularny	trending	ADJ;NOM;NEUT;SG	
sióstr	germanes	siostra	germana		N;FEM;PL
ewangelicko	evangèlica	ewangelicko	evangèlic	ADV	ADJ;FEM;SG
project	projecte	project	projecte		N;MASC;SG
kar	sancions	kara	sanció		N;FEM;PL
stopni	graus	stopień	grau	N;GEN;MASC;SG	N;MASC;PL
pochodzące	originades	pochodzić	originat	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	ADJ;FEM;PL;V.PTCP
częstotliwości	freqüències	częstotliwość	freqüència	N;GEN;FEM;SG	N;FEM;PL
kraje	país	kraj	país	N;NOM;MASC;PL	
lópez	lópez	lópez	lópez	PROPN;NOM;MASC;SG	PROPN
lópez	lopez	lópez	lopez	PROPN;NOM;MASC;SG	PROPN
utrzymanie	mantenint	utrzymać	mantenir	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
metro	metro	metro	metro		N;MASC;SG
metro	metro	metro	metro		N;MASC;SG
huta	huta	huta	huta		PROPN
kino	kino	kino	kino	N;NOM;NEUT;SG	
bmw	bmw	bywać	bmw		PROPN
jamesa	james	jamesa	jama		PROPN
arenie	arena	aren	arena	N;GEN;FEM;SG	
cara	tsar	carać	tsar		N;MASC;SG
publiczne	públics	publiczny	públic	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
publiczne	public	publiczny	public	ADJ;NOM;NEUT;SG	
publiczne	públiques	publiczny	públic	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
jason	jason	jason	jason	PROPN;NOM;MASC;SG	
jason	jàson	jason	jàson	PROPN;NOM;MASC;SG	PRO;SG;2
proste	simple	prosty	simple		ADJ;SG
proste	senzill	prosty	senzill		ADJ;MASC;SG
test	prova	test	prova	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
dostępna	disponibles	dostępny	disponible	ADJ;NOM;FEM;SG	ADJ;PL
kansas	kansas	kansas	kansas	PROPN;NOM;MASC;SG	N;SG
gazu	gas	gaz	gas		N;MASC;SG
myśl	pensament	myśleć	pensament	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;SG
myśl	pensa	myśleć	pensar	V;IPFV;IMP;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
wolno	slow	wolno	slow	V;IND;PRS;FIN	
wolno	lent	wolno	lent	V;IND;PRS;FIN	ADJ;MASC;SG
gospodarcze	econòmics	gospodarczy	econòmic	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
gospodarcze	economic	gospodarczy	economic	ADJ;NOM;NEUT;SG	PROPN
gospodarcze	econòmiques	gospodarczy	econòmic	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
współczesne	contemporani	współczesny	contemporani		ADJ;MASC;SG
współczesne	contemporània	współczesny	contemporani		ADJ;FEM;SG
wolne	lliures	wolny	lliure	ADJ;NOM;NEUT;SG	ADJ;PL
podane	donades	podać	donat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
letnie	estiu	letni	estiu	ADJ;NOM;NEUT;SG	N;MASC;SG
połowa	meitat	połowy	meitat		N;FEM;SG
połowa	half	połowy	half		PROPN
wayne	wayne	wayny	wayne	PROPN;NOM;MASC;SG	PROPN
dead	morts	dead	mort		N;MASC;PL
dead	dead	dead	dead		PROPN
posiadłości	finques	posiadłość	finca	N;GEN;FEM;SG	N;FEM;PL
idzie	goes	iść	goa	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
wpływy	influència	wpływ	influència	N;NOM;MASC;PL	N;FEM;SG
wpływy	rebuts	wpływ	rebut	N;NOM;MASC;PL	ADJ;MASC;PL;V.PTCP
michigan	michigan	michigan	michigan		PROPN
przyznał	admesos	przyznać	admès	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
przyznał	admès	przyznać	admetre	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
moore	moore	moory	moore		PROPN
francesco	francesco	francesco	francesco	V;IPFV;IND;SG;PRS;FIN;ACT	
ogień	foc	ogień	foc	N;NOM;MASC;SG	
warstwy	capa	warstwa	capa	N;ACC;FEM;PL	N;FEM;SG
wybrano	triats	wybrać	triat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
wybrano	elegit	wybrać	elegit	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
wybrano	escollida	wybrać	escollida	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
wybrano	seleccionat	wybrać	seleccionar	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
wybrano	seleccionats	wybrać	seleccionat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
limousin	llemosí	limousin	llemosí		ADJ;MASC;SG
elektryczne	elèctrics	elektryczny	elèctric	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
elektryczne	electric	elektryczny	electric	ADJ;NOM;NEUT;SG	PROPN
ścianie	paret	ściana	paret	N;DAT;FEM;SG	
ścianie	mur	ściana	mur	N;DAT;FEM;SG	
roberto	roberto	roberto	robert	PROPN;NOM;MASC;SG	
poważne	greus	poważny	greu	ADJ;NOM;NEUT;SG	ADJ;PL
bielsko	bielsko	bielsko	bielsko	N;NOM;NEUT;SG	
lew	lleó	lew	lleó	N;NOM;MASC;SG	
lew	lev	lew	lev	N;NOM;MASC;SG	PROPN
lew	lew	lew	lew	N;NOM;MASC;SG	PROPN
technika	tècnic	technika	tècnic	N;NOM;FEM;SG	ADJ;MASC;SG
technika	tècnica	technika	tècnic	N;NOM;FEM;SG	ADJ;FEM;SG
obcych	estranys	obcy	estrany		ADJ;MASC;PL
obcych	desconeguts	obcy	desconegut		ADJ;MASC;PL;V.PTCP
obcych	alien	obcy	aliar		V;IND;PL;3;PRS;FIN
obcych	forasters	obcy	foraster		N;MASC;PL
średnie	mitjà	średnie	mitjà		ADJ;MASC;SG
leczenie	millorant	leczenie	millorar	N;NOM;NEUT;SG	V;V.MSDR
leczenie	tractaments	leczenie	tractament	N;NOM;NEUT;SG	N;MASC;PL
okna	windows	okno	window	N;NOM;NEUT;PL	
okna	finestra	okno	finestra	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
vincent	vincent	vincent	vincent	PROPN;NOM;MASC;SG	
vincent	vicent	vincent	vicent	PROPN;NOM;MASC;SG	N;SG
skrzynia	caixa	skrzyniać	caixa	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
skrzynia	pit	skrzyniać	pit	N;NOM;FEM;SG	
pozostały	restant	pozostać	restant	V;PFV;FEM;IND;PL;PST;FIN;ACT	
pozostały	restants	pozostać	restant	V;PFV;FEM;IND;PL;PST;FIN;ACT	ADJ;PL
pożar	foc	pożar	foc	N;ACC;MASC;SG	
naturalne	naturals	naturalny	natural	ADJ;NOM;NEUT;SG	ADJ;PL
kina	teatres	kino	teatre	N;GEN;NEUT;SG	N;MASC;PL
kina	cinemes	kino	cinema	N;GEN;NEUT;SG	N;MASC;PL
wyprodukowany	fabricats	wyprodukować	fabricat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
głębokości	profunditats	głębokość	profunditat	N;GEN;FEM;SG	N;FEM;PL
queen	queen	queen	quear		
queen	reina	queen	reina		
kultu	culte	kult	culte		
kultu	secta	kult	secta		
plemienia	tribu	plemię	tribu	N;GEN;NEUT;SG	
stulecia	segles	stulecie	segle	N;NOM;NEUT;SG	N;MASC;PL
ciąży	embarassada	ciąża	embarassat	N;GEN;FEM;SG	ADJ;FEM;SG;V.PTCP
ciąży	embarassades	ciąża	embarassat	N;GEN;FEM;SG	ADJ;FEM;PL;V.PTCP
more	més	more	més		ADV
szwecja	suècia	szwecja	suèciar		
przygody	aventures	przygoda	aventura		N;FEM;PL
przygody	aventura	przygoda	aventura		N;FEM;SG
istniejących	existent	istnieć	existent	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ;SG
reprezentuje	representen	reprezentować	representar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
murray	murray	murray	murray	PROPN;NOM;MASC;SG	
saksonii	saxònia	saksonia	saxònia		ADJ;FEM;SG
sensie	sentit	sens	sentit	N;ESS;MASC;SG	ADJ;MASC;SG;V.PTCP
służyć	servint	służyć	servir	V;IPFV;NFIN;ACT	
służyć	complint	służyć	complir	V;IPFV;NFIN;ACT	V;V.MSDR
służyć	ració	służyć	ració	V;IPFV;NFIN;ACT	N;FEM;SG
prób	judicis	prób	judici		N;MASC;PL
times	vegades	times	vegada		N;FEM;PL
izrael	israel	izrael	israel	PROPN;NOM;MASC;SG	ADJ;SG
flag	bandera	flag	bandera		N;FEM;SG
flag	banderes	flag	bandera		N;FEM;PL
flag	indicadors	flag	indicador		N;MASC;PL
zwolenników	partidaris	zwolennik	partidari	N;ACC;MASC;PL	ADJ;MASC;PL
znaczne	substancial	znaczny	substancial	V;PFV;IND;SG;FIN;ACT	ADJ;SG
znaczne	significatives	znaczny	significatiu	V;PFV;IND;SG;FIN;ACT	ADJ;FEM;PL
znaczne	significatius	znaczny	significatiu	V;PFV;IND;SG;FIN;ACT	ADJ;MASC;PL
holandia	holanda	holandia	holanda	N;NOM;FEM;SG	
holandia	holland	holandia	holland	N;NOM;FEM;SG	
digital	digital	digital	digital		ADJ;SG
gruzji	georgià	gruzja	georgià	PROPN;GEN;FEM;SG	ADJ;MASC;SG
aktywny	activats	aktywny	activat	ADJ;NOM;MASC;SG	ADJ;MASC;PL;V.PTCP
badanie	prova	badanie	prova	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
badanie	provant	badanie	provant	N;NOM;NEUT;SG	V;V.MSDR
badanie	proves	badanie	prova	N;NOM;NEUT;SG	N;FEM;PL
wykorzystanie	usa	wykorzystać	usar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
mtv	mtv	Mtv	mtv		PROPN
anton	anton	anton	antondre	PROPN;NOM;MASC;SG	
filmografia	filmografia	filmografia	filmografia	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM;SG
przyjęcia	parts	przyjęcie	part	N;NOM;NEUT;SG	N;FEM;PL
znani	conegut	znany	conegut	N;NOM;MASC;PL	ADJ;MASC;SG;V.PTCP
zniszczenia	danys	zniszczyć	dany	N;NOM;NEUT;SG	N;MASC;PL
della	dell	dell	dell		
della	della	dell	della		PROPN
mit	mit	mit	mit	N;NOM;MASC;SG	
królów	kings	król	kings	N;ACC;MASC;PL	
giuseppe	giuseppe	giusepp	giuseppe		PROPN
usd	usd	usić	usar	V;IPFV;IMP;SG;2;FIN;ACT	N;MASC;SG
kolumbii	colòmbia	kolumbia	colòmbia		ADJ;FEM;SG
srebrne	plata	srebrny	plata	N;NOM;MASC;SG	
objawy	símptoma	objaw	símptom	N;NOM;MASC;PL	N;MASC;SG
sztokholmie	estocolm	sztokholm	estocolm	N;ACC;MASC;SG	
sztokholmie	stockholm	sztokholm	stockholm	N;ACC;MASC;SG	
sekund	segons	sekunda	segons		CONJ
oliver	oliver	oliver	oliver	N;NOM;MASC;SG	
zgłoszenia	informes	zgłosić	informe	N;NOM;NEUT;SG	N;MASC;PL
zgłoszenia	notificacions	zgłosić	notificació	N;NOM;NEUT;SG	N;FEM;PL
fifa	fifa	fifa	fifa		N;FEM;SG
konieczne	necessàries	konieczny	necessari	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
pochodzących	originari	pochodzić	originari	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT	ADJ;MASC;SG
jamie	jamie	jama	jamie		
michaela	michaela	michael	michaela	N;ACC;MASC;SG	
porto	porto	porto	portar	PROPN;NOM;MASC;SG	INTJ
nicolas	nicolas	nicolas	nicolas	PROPN;NOM;MASC;SG	
ivan	ivan	ivan	iv	PROPN;NOM;MASC;SG	
jaja	ous	jajo	ou	N;NOM;NEUT;SG	N;MASC;PL
jaja	pilotes	jajo	pilota	N;NOM;NEUT;SG	N;FEM;PL
jaja	boles	jajo	bola	N;NOM;NEUT;SG	N;FEM;PL
jelena	ielena	jelen	ielè	PROPN;NOM;FEM;SG	ADJ;FEM;SG
jelena	jelena	jelen	jelena	PROPN;NOM;FEM;SG	
legend	llegenda	legend	llegenda		V;IND;SG;3;PRS;FIN
legend	legend	legend	legend		
legend	llegendes	legend	llegenda		N;FEM;PL
klas	aules	klasa	aula		N;FEM;PL
klas	classes	klasa	classe		N;FEM;PL
przemysław	przemysław	przemysław	przemysław	N;NOM;MASC;SG	
żydzi	jueva	żydzić	juevar	N;NOM;MASC;PL	ADJ;FEM;SG
żydzi	jueu	żydzić	jueu	N;NOM;MASC;PL	ADJ;MASC;SG
story	història	stora	història		N;FEM;SG
atenach	atenes	aten	atena	PROPN;GEN;NEUT;PL	
istniejąca	existents	istnieć	existent	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	ADJ;PL
journal	journal	journal	journal		ADJ;SG
journal	diari	journal	diari		N;MASC;SG
barry	barry	barry	barry		
odpowiednik	contrapartida	odpowiednik	contrapartida	N;NOM;MASC;SG	ADJ;FEM;SG;V.PTCP
odpowiednik	contrapart	odpowiednik	contrapar	N;NOM;MASC;SG	
odpowiednik	equivalent	odpowiednik	equivalent	N;NOM;MASC;SG	ADJ;SG
indiana	indiana	indiany	indià		ADJ;FEM;SG
zarządzanie	gestiona	zarządzać	gestionar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
zarządzanie	gestionar	zarządzać	gestionar	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	V;NFIN
wyposażone	equipats	wyposażyć	equipat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
ukraina	ucraïna	ukrainać	ucraí		ADJ;FEM;SG
leopold	leopold	leopold	leopold	PROPN;NOM;MASC;SG	
pomocniczy	auxiliar	pomocniczy	auxiliar	ADJ;NOM;MASC;SG	
pomocniczy	auxiliars	pomocniczy	auxiliar	ADJ;NOM;MASC;SG	ADJ;PL
dorota	dorothy	dorota	dorothy	N;NOM;FEM;SG	PROPN
albanii	albanesa	albania	albanès		ADJ;FEM;SG
albanii	albània	albania	albània		ADJ;FEM;SG
zielone	green	zielony	grear		
hiszpańska	castellà	hiszpański	castellà	ADJ;NOM;FEM;SG	N;MASC;SG
dana	dana	dana	dana	N;NOM;FEM;SG	
cross	creu	cross	creure		V;IND;SG;3;PRS;FIN
planet	planeta	planet	planeta		N;MASC;SG
planet	planetes	planet	planeta		N;MASC;PL
vancouver	vancouver	vancouver	vancouver	N;NOM;MASC;SG	
wysoko	alta	wysoko	alt	ADV	ADJ;FEM;SG
wysoko	high	wysoko	high	ADV	N;SG
wysoko	alt	wysoko	alt	ADV	ADJ;MASC;SG
ogłoszono	anunciada	ogłosić	anunciat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ogłoszono	anunciat	ogłosić	anunciat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
fiction	ficció	fiction	ficció		N;FEM;SG
uczelnia	college	uczelniać	college	N;NOM;FEM;SG	
tłumaczenia	traducció	tłumaczyć	traducció	N;NOM;NEUT;PL	N;FEM;SG
egipt	egypt	egipt	egypt	PROPN;NOM;MASC;SG	PROPN
egipt	egipte	egipt	egipte	PROPN;NOM;MASC;SG	
męskie	mens	męski	mens	ADJ;NOM;NEUT;SG	
męskie	mascle	męski	mascle	ADJ;NOM;NEUT;SG	
męskie	homes	męski	home	ADJ;NOM;NEUT;SG	N;MASC;PL
leona	leon	leon	leon		PROPN
wiedzę	coneixements	wiedza	coneixement	N;ACC;FEM;SG	N;MASC;PL
emil	emil	emil	emil	PROPN;NOM;MASC;SG	PROPN
cruz	cruz	cruz	cruz	PROPN;NOM;MASC;SG	
page	pàgina	page	pàgina		V;IND;SG;3;PRS;FIN
administratora	admin	administrator	admar	N;ACC;MASC;SG	
minimalna	mínims	minimalny	mínim	ADJ;NOM;FEM;SG	ADJ;MASC;PL
stać	stand	stać	stand	V;IPFV;NFIN;ACT	
gold	or	gold	or		N;MASC;SG
gold	gold	gold	gold		
zawierający	contenint	zawierać	contenir	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;V.MSDR
przywódca	manava	przywódca	manar	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
żywności	menjar	żywność	menjar	N;GEN;FEM;SG	V;NFIN
żywności	aliments	żywność	aliment	N;GEN;FEM;SG	N;MASC;PL
pojazdy	vehicle	pojazd	vehicle	N;NOM;MASC;PL	N;MASC;SG
gary	gary	gara	gary		PROPN
żółty	groc	żółty	groc	ADJ;NOM;MASC;SG	
non	non	non	non		
ludwig	ludwig	ludwig	ludwig	N;NOM;MASC;SG	PROPN
założenie	premissa	założenie	premissa	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
wodne	aquàtics	wodny	aquàtic	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
manchester	manchester	manchester	manchester	N;NOM;MASC;SG	ADJ;MASC;SG
całkiem	guapa	całkiem	guapo	ADV	V;IND;SG;3;PRS;FIN
zdobyte	adquirits	zdobyć	adquirit	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
pokazuje	espectacles	pokazywać	espectacle	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
grudzień	dec	grudzienie	dec	N;NOM;MASC;SG	
brąz	brown	brąz	brown		PROPN
li	fulls	lić	full	PROPN;NOM;MASC;SG	N;MASC;PL
li	fulles	lić	fulla	PROPN;NOM;MASC;SG	N;FEM;PL
li	fulla	lić	fulla	PROPN;NOM;MASC;SG	N;FEM;SG
wisła	wisła	wisła	wisła		ADJ;SG
przedsiębiorstw	empreses	przedsiębiorstwo	empresa		N;FEM;PL
przedsiębiorstw	companyies	przedsiębiorstwo	companyia		N;FEM;PL
grande	grande	grandy	grande		
korea	corea	korea	corea	PROPN;NOM;FEM;SG	
korea	korea	korea	korea	PROPN;NOM;FEM;SG	PROPN
istniały	existia	istnieć	existir	V;IPFV;FEM;IND;PL;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
istniały	existit	istnieć	existir	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
istniały	existien	istnieć	existir	V;IPFV;FEM;IND;PL;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
budapeszcie	budapest	budapeszyć	budapest	PROPN;VOC;MASC;SG	
określonych	definit	określony	definit	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
określonych	especificat	określony	especificar	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	ADJ;MASC;SG;V.PTCP
walii	wales	wala	wales		PROPN
mógł	podria	móc	poder	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;COND;SG;3;FIN
brzeg	shore	brzeg	shore	N;NOM;MASC;SG	PROPN
harris	harris	harris	harri	PROPN;NOM;MASC;SG	
fff	fff	fff	fff		
zawierające	contenint	zawierać	contenir	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;V.MSDR
zawierające	incorporant	zawierać	incorporar	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT	V;V.MSDR
księży	cures	ksiądz	cura		N;FEM;PL
przedsiębiorca	emprenedor	przedsiębiorca	emprenedor	N;NOM;MASC;SG	ADJ;MASC;SG
jezus	jesús	jezus	jesús	N;NOM;MASC;SG	
trudne	difícil	trudny	difícil		ADJ;SG
prasy	press	prasa	pres		PROPN
prasy	premsa	prasa	premsa		N;FEM;SG
deutsche	deutsche	deutsch	deutsche		
wincenty	wincenty	wincent	wincenty	N;NOM;MASC;SG	
hermann	hermann	hermann	hermann	PROPN;NOM;MASC;SG	
wymagania	requeriments	wymagać	requeriment	N;NOM;NEUT;SG	N;MASC;PL
wymagania	requisits	wymagać	requisit	N;NOM;NEUT;SG	N;MASC;PL
platformy	plataforma	platforma	plataforma	V;IPFV;IND;PL;1;PRS;FIN;ACT	N;FEM;SG
platformy	plataformes	platforma	plataforma	V;IPFV;IND;PL;1;PRS;FIN;ACT	N;FEM;PL
przydzielony	assignats	przydzielić	assignat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
wiedeń	viena	wiedeń	viè	N;NOM;MASC;SG	
milan	milà	milan	milà	PROPN;NOM;MASC;SG	
demo	demostració	demo	demostració		N;FEM;SG
demo	maquetes	demo	maqueta		N;FEM;PL
tradycyjnie	tradicional	tradycyjnie	tradicional	ADV	ADJ;SG
tradycyjnie	tradicionals	tradycyjnie	tradicional	ADV	ADJ;PL
propozycje	proposta	propozycja	proposta	N;NOM;FEM;PL	N;FEM;SG
propozycje	suggeriment	propozycja	suggeriment	N;NOM;FEM;PL	N;MASC;SG
zur	zur	zur	zur		
niebieski	blau	niebieski	blau	ADJ;NOM;MASC;SG	
productions	produccions	productions	producció		N;FEM;PL
siła	força	siła	força	N;NOM;FEM;SG	
siła	força	siła	força	N;NOM;FEM;SG	
siła	poder	siła	poder	N;NOM;FEM;SG	
odmówił	rebutjat	odmówić	rebutjat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
odmówił	disminuït	odmówić	disminuir	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
rzeszów	rzeszów	rzesz	rzeszów	N;NOM;MASC;SG	
raka	càncer	raka	càncer		N;MASC;SG
nasa	nasa	nas	nasa	PROPN;NOM;MASC;SG	N;FEM;SG
jerozolimy	jerusalem	jerozolima	jerusalar	N;GEN;FEM;SG	V;IND;PL;1;PRS;FIN
jerry	jerry	jerry	jerry	PROPN;NOM;MASC;SG	PROPN
odbudowy	reconstrucció	odbudowy	reconstrucció		N;FEM;SG
wysoka	alta	wysoki	alt		ADJ;FEM;SG
wysoka	high	wysoki	high		N;SG
wysoka	alt	wysoki	alt		ADJ;MASC;SG
estadio	estadi	estadio	estadi		N;MASC;SG
free	lliure	free	lliure		ADJ;SG
free	gratuït	free	gratuït		ADJ;MASC;SG
free	lliures	free	lliure		ADJ;PL
poświęcone	consagrar	poświęcić	consagrar	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;NFIN
północne	northern	północny	northern	ADJ;NOM;NEUT;SG	N;SG
valley	vall	valley	vall		N;FEM;SG
bramy	gates	brama	gata		N;PL
krawędzi	vora	krawądzić	vora	N;GEN;MASC;SG	
krawędzi	edge	krawądzić	edge	N;GEN;MASC;SG	
krawędzi	vores	krawądzić	vora	N;GEN;MASC;SG	
krawędzi	arestes	krawądzić	aresta	N;GEN;MASC;SG	N;FEM;PL
rzymski	roman	rzymski	romandre	ADJ;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
miami	miami	mieć	miami	N;INS;FEM;PL	
publiczna	públics	publiczny	públic	ADJ;NOM;FEM;SG	ADJ;MASC;PL
publiczna	public	publiczny	public	ADJ;NOM;FEM;SG	
publiczna	públiques	publiczny	públic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
czechy	bohèmia	czech	bohèmia		ADJ;FEM;SG
wspomina	mencions	wspominać	menció	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
tworzeniu	creant	tworzyć	crear	N;IPFV;DAT;NEUT;SG;POS;V.MSDR	V;V.MSDR
ciężkie	heavy	ciężki	heavy	ADJ;NOM;NEUT;SG	N;MASC;SG
ciężkie	pesats	ciężki	pesat	ADJ;NOM;NEUT;SG	ADJ;MASC;PL;V.PTCP
ciężkie	pesades	ciężki	pesada	ADJ;NOM;NEUT;SG	ADJ;FEM;PL;V.PTCP
dawid	dawid	dawid	dawid	PROPN;NOM;MASC;SG	
dawid	david	dawid	david	PROPN;NOM;MASC;SG	
kolekcji	cobraments	kolekcja	cobrament	N;GEN;FEM;SG	N;MASC;PL
kolekcji	recollida	kolekcja	recollit	N;GEN;FEM;SG	ADJ;FEM;SG;V.PTCP
sarah	sarah	sarah	sarah	PROPN;NOM;FEM;SG	N;FEM;SG
alice	alice	alica	alice	PROPN;NOM;FEM;SG	
missouri	missouri	missoura	missouri		ADJ;MASC;SG
specjalna	especials	specjalny	especial	ADJ;NOM;FEM;SG	ADJ;PL
odpowiednich	rellevant	odpowiedni	rellevant	ADJ;GEN;MASC;PL	ADJ;SG
kart	cartes	karta	carta		N;FEM;PL
kart	targetes	karta	targeta		N;FEM;PL
kart	tabulacions	karta	tabulació		N;FEM;PL
kart	pestanyes	karta	pestanya		N;FEM;PL
baby	nadó	baba	nadó		N;MASC;SG
komisarz	comissionat	komisarz	comissionat	N;NOM;MASC;SG	ADJ;MASC;SG;V.PTCP
przynależność	pertinença	przynależność	pertinença	N;NOM;FEM;SG	
massachusetts	massachusetts	massachusetts	massachusett	N;NOM;MASC;SG	N;MASC;PL
