les	را	le	را	DET;DEF;PL	PART
dépôt	سپرده	dépôt	سپرده	N;MASC;SG	V;SG;3;V.PTCP
exactement	دقیقأ	exactement	دقیقأ	ADV	
tunis	تونس	tunir	تونس	PROPN	N;SG
laura	لورا	laurer	لورا	PROPN	N;SG
intérieure	سالنی	intérieur	سالنی	ADJ;FEM;SG	N;SG
augustin	آگوستین	augustin	آگوستین	PROPN	N;SG
augustin	آگوستین	augustin	آگوستین	PROPN	N;SG
littéraires	ادبی	littéraire	ادبی	ADJ;MASC;PL	N;SG
froid	سرما	froid	سرما	ADJ;MASC;SG	N;SG
froid	سرد	froid	سرد	ADJ;MASC;SG	N;SG
froid	سرماخوردگی	froid	سرماخوردگی	ADJ;MASC;SG	N;SG
alexis	الکسیس	alexis	الکسیس	PROPN	N;SG
allen	آلن	allen	آلن	PROPN	N;SG
responsables	مسئول	responsable	مسئول	ADJ;MASC;PL	N;SG
responsables	مسول	responsable	مسول	ADJ;MASC;PL	N;SG
responsables	مسئولیت	responsable	مسئولیت	ADJ;MASC;PL	N;SG
riches	ثروتمند	riche	ثروتمند	ADJ;MASC;PL	N;SG
riches	ثروتمندان	riche	ثروتمند	ADJ;MASC;PL	N;PL
riches	پولدار	riche	None	ADJ;MASC;PL	N;SG
riches	پولداری	riche	پولداری	ADJ;MASC;PL	N;SG
riches	ریچ	riche	ریچ	ADJ;MASC;PL	N;SG
riches	ثروتمندان	riche	ثروتمند	ADJ;MASC;PL	N;PL
riches	ثروتمندی	riche	ثروتمندی	ADJ;MASC;PL	N;SG
riches	پولدار	riche	None	ADJ;MASC;PL	N;SG
riches	ثروتمند	riche	ثروتمند	ADJ;MASC;PL	N;SG
pékin	پکن	pékin	پکن	PROPN	N;SG
pékin	پکن	pékin	پکن	PROPN	N;SG
châteaux	قصری	château	قصری	N;MASC;PL	N;SG
expansion	منبسط	expansion	منبسط	N;FEM;SG	ADJ
partielle	جزئی	partiel	جزئی	ADJ;FEM;SG	N;SG
dragons	اژدهای	dragon	اژد	N;MASC;PL	N;SG
dragons	دراگون	dragon	دراگون	N;MASC;PL	N;SG
dragons	اژدها	dragon	اژد	N;MASC;PL	N;SG
numéros	عدد	numéro	عدد	N;MASC;PL	N;SG
giuseppe	جوزپه	giuseppe	جوزپه	PROPN	N;SG
communal	همگانی	communal	همگانی	ADJ;MASC;SG	N;SG
provisoire	موقت	provisoire	None	ADJ;MASC;SG	N;SG
provisoire	موقت	provisoire	None	ADJ;MASC;SG	N;SG
provisoire	موقتی	provisoire	موقتی	ADJ;MASC;SG	N;SG
provisoire	موقت	provisoire	None	ADJ;MASC;SG	N;SG
apporter	آوردن	apporter	آوردن	V;NFIN	N;SG
soins	مراقبت	soin	مراقبت	N;MASC;PL	N;SG
linguistique	زبانشناسی	linguistique	زبانشناسی	ADJ;MASC;SG	N;SG
linguistique	کلامی	linguistique	کلامی	ADJ;MASC;SG	N;SG
linguistique	زبانی	linguistique	زبان	ADJ;MASC;SG	N;SG
devenant	شدن	devenir	شدن	V;PRS;V.PTCP	N;SG
botanique	گیاهشناسی	botanique	گیاهشناسی	ADJ;MASC;SG	N;SG
botanique	گیاهشناسی	botanique	گیاهشناسی	ADJ;MASC;SG	N;SG
connues	دانسته	connaître	دانست#دان	V;FEM;PL;PST;V.PTCP	V;SG;3;V.PTCP
connues	معلوم	connaître	معلوم	V;FEM;PL;PST;V.PTCP	ADJ
amoureux	عشاق	amoureux	عشاق	ADJ;MASC;SG	N;SG
amoureux	عاشقان	amoureux	عاشق	ADJ;MASC;SG	N;PL
amoureux	lovers	amoureux	lovers	ADJ;MASC;SG	
amoureux	lover	amoureux	lover	ADJ;MASC;SG	N;SG
amélioration	اصلاحات	amélioration	اصلاح	N;FEM;SG	N;PL
manchester	manchester	manchester	manchester	V;NFIN	N;SG
manchester	منچستر	manchester	منچستر	V;NFIN	N;SG
spécifiques	خاص	spécifique	خاص	ADJ;MASC;PL	N;SG
vouloir	خواستن	vouloir	خواستن	V;NFIN	N;SG
virus	ویروسها	virus	ویروس	N;MASC;SG	N;PL
poursuivre	ادامه	poursuivre	ادامه	V;NFIN	N;SG
soutenu	وارده	soutenir	وارده	V;MASC;SG;PST;V.PTCP	N;SG
soutenu	پشتیبانی	soutenir	پشتیبانی	V;MASC;SG;PST;V.PTCP	N;SG
décisions	تصمیم	décision	تصمیم	N;FEM;PL	N;SG
universelle	جهانی	universel	جهانی	ADJ;FEM;SG	N;SG
universelle	یونیورسال	universel	یونیورسال	ADJ;FEM;SG	N;SG
hugues	هیوز	hugue	هیوز	PROPN	N;SG
zurich	زوریخ	zurich	زوریخ	PROPN	N;SG
zurich	زوریخ	zurich	زوریخ	PROPN	N;SG
abandonné	متروکه	abandonner	متروکه	V;MASC;SG;PST;V.PTCP	N;SG
fernando	فرناندو	fernando	فرناندو	PROPN	N;SG
wilhelm	ویلهلم	wilhelm	ویلهلم	PROPN	N;SG
franche	فرانش	franc	فرانش	ADJ;FEM;SG	
hebdomadaire	هفتگی	hebdomadaire	هفتگی	ADJ;MASC;SG	N;SG
belges	بلژیکی	belge	بلژیکی	N;MASC;PL	N;SG
belges	بلژیک	belge	بلژیک	N;MASC;PL	N;SG
apporte	آوردن	apporter	آوردن	V;IND;SG;3;PRS;FIN	N;SG
apporte	بیاورد	apporter	آورد#آور	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
apporte	بیاورید	apporter	آورد#آور	V;IND;SG;3;PRS;FIN	V;SBJV;PL;2;PRS
cyrillique	سیریلیک	cyrillique	سیریلیک	ADJ;MASC;SG	N;SG
clark	کلارک	clark	کلارک	PROPN	N;SG
paulo	پائولو	paulo	None	PROPN	N;SG
civils	غیرنظامی	civil	غیرنظامی	ADJ;MASC;PL	N;SG
civils	میگرد	civil	گرفت#گیر	ADJ;MASC;PL	V;SG;3;PRS
nécessité	نیازمند	nécessité	نیازمند	N;FEM;SG	ADJ
limoges	لیموژ	limoge	لیموژ	PROPN	N;SG
têtes	هد	tête	هد	N;FEM;PL	N;SG
têtes	سر	tête	سر	N;FEM;PL	N;SG
têtes	سر	tête	سر	N;FEM;PL	N;SG
matches	کبریت	match	کبریت	N;MASC;PL	N;SG
rangers	تکاور	ranger	تکاور	N;MASC;PL	N;SG
ryan	راین	ryan	راین	PROPN	N;SG
ryan	رایان	ryan	رایان	PROPN	N;SG
spatiale	فضایی	spatial	فضا	ADJ;FEM;SG	N;SG
épée	شمشیرهای	épée	شمشیر	N;FEM;SG	N;PL
épée	شمشیرها	épée	شمشیر	N;FEM;SG	N;PL
protégée	محفوظ	protéger	None	V;FEM;SG;PST;V.PTCP	ADJ
courts	کوتاهی	court	کوتاه	ADJ;MASC;PL	N;SG
voilà	اینجا	voilà	اینجا	V	ADV;ESS
voisins	همسایه	voisin	همسایه	N;MASC;PL	N;SG
voisins	همسایه	voisin	همسایه	N;MASC;PL	N;SG
fantasy	وهم	fantasy	وهم	N;MASC;SG	
jouant	پخش	jouer	پخش	V;PRS;V.PTCP	N;SG
devoir	وظیفه	devoir	وظیفه	V;NFIN	N;SG
servant	خدمت	servir	خدمت	V;PRS;V.PTCP	N;SG
opposé	مخالف	opposer	مخالف	V;MASC;SG;PST;V.PTCP	N;SG
opposé	مخالف	opposer	مخالف	V;MASC;SG;PST;V.PTCP	N;SG
bleue	کبود	bleu	کبود#کن	ADJ;FEM;SG	N;SG
bleue	بلو	bleu	بلو	ADJ;FEM;SG	N;SG
irak	عراق	irak	عراق	PROPN	N;SG
tonnes	تن	tonne	تن	N;FEM;PL	N;SG
tonnes	تن	tonne	تن	N;FEM;PL	N;SG
intégré	مجتمع	intégrer	مجتمع	V;MASC;SG;PST;V.PTCP	N;SG
intégré	یکپارچه	intégrer	یکپارچه	V;MASC;SG;PST;V.PTCP	ADJ
intégré	توکار	intégrer	توکار	V;MASC;SG;PST;V.PTCP	N;SG
jason	جیسون	jason	جیسون	PROPN	N;SG
chimique	شیمیایی	chimique	شیمیایی	ADJ;MASC;SG	N;SG
modifié	تغییریافته	modifier	تغییریافته	V;MASC;SG;PST;V.PTCP	N;SG
ouvrir	باز	ouvrir	باز	V;NFIN	ADJ
illinois	ایلینوی	illinois	ایلینوی	PROPN	N;SG
attaché	پیوست	attacher	پیوست	V;MASC;SG;PST;V.PTCP	N;SG
quarts	اقامتگاه	quart	اقامتگاه	N;MASC;PL	N;SG
quarts	مقر	quart	مقر	N;MASC;PL	N;SG
gras	توپر	gras	توپر	ADJ;MASC;SG	N;SG
gras	جسور	gras	جسور	ADJ;MASC;SG	N;SG
gras	چاقی	gras	چاقی	ADJ;MASC;SG	N;SG
gras	چربی	gras	چربی	ADJ;MASC;SG	N;SG
gras	fat	gras	fat	ADJ;MASC;SG	N;SG
gras	تپل	gras	تپل	ADJ;MASC;SG	N;SG
gras	چرب	gras	چرب	ADJ;MASC;SG	N;SG
hervé	هروی	herver	هروی	PROPN	N;SG
africaine	آفریقایی	africain	آفریقایی	ADJ;FEM;SG	N;SG
extra	اضافه	extra	اضافه	N;MASC;SG	ADJ
tenter	تلاش	tenter	تلاش	V;NFIN	N;SG
dixième	دهم	dixième	دهم	ADJ;MASC;SG	V;SBJV;SG;1;PRS
pyramide	اهرام	pyramide	اهرام	N;FEM;SG	N;PL
entraînement	تمرینات	entraînement	تمرینه	N;MASC;SG	N;PL
entraînement	آموزشی	entraînement	آموزشی	N;MASC;SG	ADJ
kelly	کلی	kelly	کلی	PROPN	ADV
arnaud	آرنود	arnaud	آرنود	PROPN	
actifs	داراییهای	actif	دارایی	ADJ;MASC;PL	N;PL
actifs	دارائی	actif	دارائی	ADJ;MASC;PL	N;SG
actifs	دارایی	actif	دارایی	ADJ;MASC;PL	N;SG
volontaires	داوطلبان	volontaire	داوطلب	ADJ;MASC;PL	N;PL
volontaires	داوطلب	volontaire	داوطلب	ADJ;MASC;PL	N;SG
volontaires	اختیاری	volontaire	اختیار	ADJ;MASC;PL	N;SG
volontaires	داوطلب	volontaire	داوطلب	ADJ;MASC;PL	N;SG
arrête	توقف	arrêter	توقف	V;IND;SG;3;PRS;FIN	N;SG
époux	همسران	époux	همسر	N;MASC;SG	N;PL
organiser	سازماندهی	organiser	سازماندهی	V;NFIN	N;SG
organiser	سازماندهی	organiser	سازماندهی	V;NFIN	N;SG
lisa	لیسا	lisa	لیسا	PROPN	N;SG
lisa	لیزا	lisa	لیزا	PROPN	N;SG
individuel	شخصی	individuel	شخص	ADJ;MASC;SG	N;SG
individuel	فرد	individuel	فرد	ADJ;MASC;SG	N;SG
croire	باور	croire	باور	V;NFIN	N;SG
croire	ایمان	croire	ایمان	V;NFIN	N;SG
croire	مؤمن	croire	None	V;NFIN	N;SG
croire	اعتقاد	croire	اعتقاد	V;NFIN	N;SG
présentant	معرفی	présenter	معرفی	V;PRS;V.PTCP	N;SG
présentant	مجری	présenter	None	V;PRS;V.PTCP	N;SG
débats	مناظره	débat	مناظره	N;MASC;PL	N;SG
échapper	گریز	échapper	گریز	V;NFIN	N;SG
échapper	فرار	échapper	فرار	V;NFIN	N;SG
fenêtres	ویندوز	fenêtre	ویندوز	N;FEM;PL	N;SG
fenêtres	پنجره	fenêtre	پنجره	N;FEM;PL	N;SG
mineur	مینر	mineur	مینر	N;MASC;SG	
mineur	کوچک	mineur	کوچک	N;MASC;SG	ADJ
vertical	عمودی	vertical	عمودی	ADJ;MASC;SG	N;SG
équilibre	بساز	équilibre	None	N;MASC;SG	V;IMP;SG;2
variable	متغیر	variable	متغیر	ADJ;MASC;SG	N;SG
variable	متغیرها	variable	متغیر	ADJ;MASC;SG	N;PL
erreurs	خطاست	erreur	خطاست	N;FEM;PL	N;SG
erreurs	خطای	erreur	خطا	N;FEM;PL	N;SG
erreurs	خطا	erreur	خطا	N;FEM;PL	N;SG
slovaquie	اسلواکی	slovaquie	اسلواکی	PROPN	N;SG
statistique	آمارهای	statistique	آمار	ADJ;MASC;SG	N;PL
statistique	آمار	statistique	آمار	ADJ;MASC;SG	N;SG
statistique	آماری	statistique	آماری	ADJ;MASC;SG	N;SG
psychologie	روانشناسان	psychologie	روانشناس	N;FEM;SG	N;PL
fouilles	excavations	fouille	excavations	N;FEM;PL	N;SG
découvertes	کشف	découvrir	کشف	V;FEM;PL;PST;V.PTCP	N;SG
découvertes	کشفیات	découvrir	کشفیه	V;FEM;PL;PST;V.PTCP	N;PL
découvertes	اکتشافات	découvrir	اکتشاف	V;FEM;PL;PST;V.PTCP	N;PL
découvertes	اکتشاف	découvrir	اکتشاف	V;FEM;PL;PST;V.PTCP	N;SG
découvertes	دیسکاوری	découvrir	دیسکاوری	V;FEM;PL;PST;V.PTCP	N;SG
découvertes	کشف	découvrir	کشف	V;FEM;PL;PST;V.PTCP	N;SG
commencer	شروع	commencer	شروع	V;NFIN	N;SG
commencer	آغاز	commencer	آغاز	V;NFIN	N;SG
madagascar	ماداگاسکار	madagascar	ماداگاسکار	PROPN	N;SG
télé	تلویزیونی	télé	تلویزیونی	N;FEM;SG	ADJ
darkgrey	darkgrey	darkgrey	darkgrey	PROPN	N;SG
tracé	ردیابی	tracer	None	V;MASC;SG;PST;V.PTCP	N;SG
expériences	تجربه	expérience	تجربه	N;FEM;PL	N;SG
expériences	تجربه	expérience	تجربه	N;FEM;PL	N;SG
concurrence	رقابتهای	concurrence	رقابت	N;FEM;SG	N;PL
concurrence	رقابتها	concurrence	رقابت	N;FEM;SG	N;PL
jeff	جف	jeff	جف	PROPN	N;SG
buenos	بوئنوس	bueno	بوئنوس	PROPN	N;SG
voisin	همسایه	voisin	همسایه	ADJ;MASC;SG	N;SG
voisin	همسایه	voisin	همسایه	ADJ;MASC;SG	N;SG
free	آزاد	free	آزاد	N;MASC;SG	ADJ
évidemment	مشخصا	évidemment	مشخصا	ADV	
thérèse	تریسا	thérèse	تریسا	N;FEM;SG	
grotte	غارهای	grotte	غار	N;FEM;SG	N;PL
grotte	غارها	grotte	غار	N;FEM;SG	N;PL
décident	تصمیم	décider	تصمیم	V;IND;PL;3;PRS;FIN	N;SG
personnels	شخصی	personnel	شخص	ADJ;MASC;PL	N;SG
russell	راسل	russell	راسل	PROPN	N;SG
death	مرگ	death	مرگ	PROPN	N;SG
alberto	آلبرتو	alberto	آلبرتو	PROPN	N;SG
tension	کشش	tension	کشش	N;FEM;SG	
soviétiques	شوروی	soviétique	شوروی	ADJ;MASC;PL	N;SG
soviétiques	شوراها	soviétique	شورا	ADJ;MASC;PL	N;PL
soviétiques	شوروی	soviétique	شوروی	ADJ;MASC;PL	N;SG
soumis	مطیع	soumettre	مطیع	V;MASC;SG;PST;V.PTCP	ADJ
secrets	رازها	secret	راز	ADJ;MASC;PL	N;PL
secrets	اسرار	secret	سر	ADJ;MASC;PL	N;PL
secrets	راز	secret	راز	ADJ;MASC;PL	N;SG
secrets	رازی	secret	راز	ADJ;MASC;PL	N;SG
secrets	راز	secret	راز	ADJ;MASC;PL	N;SG
secrets	مخفی	secret	مخفی	ADJ;MASC;PL	N;SG
rythme	نواخت	rythme	نواخت#نواز	N;MASC;SG	V;SG;3;PST
arriver	ورود	arriver	ورود	V;NFIN	N;SG
voulait	میخواستند	vouloir	خواست#خواه	V;IND;SG;3;IPFV;FIN	V;PL;3;PST
voulait	خواست	vouloir	خواست#خواه	V;IND;SG;3;IPFV;FIN	V;SG;3;PST
rupture	بشکند	rupture	شکست#شکن	N;FEM;SG	V;SBJV;SG;3;PRS
vague	مبهم	vague	مبهم	N;FEM;SG	ADJ
das	داس	das	داس		N;SG
das	das	das	das		N;SG
poitiers	پواتیه	poitier	پواتیه	PROPN	N;SG
otto	اوتو	otto	اوتو	PROPN	N;SG
otto	اتو	otto	اتو	PROPN	N;SG
otto	آتو	otto	آتو	PROPN	N;SG
accords	توافقنامه	accord	توافقنامه	N;MASC;PL	N;SG
margaret	مارگرت	margaret	مارگرت	PROPN	N;SG
margaret	مارگارت	margaret	مارگارت	PROPN	N;SG
refus	مردود	refus	مردود	N;MASC;SG	ADJ
périodes	دوران	période	دوره	N;FEM;PL	N;SG
ter	تر	ter	تر	N;MASC;SG	ADV
xvi	شانزدهم	xvi	شانزدهم	NUM	ADJ
vosges	vosges	vosge	vosges	N;MASC;PL	N;SG
associée	همکار	associer	همکار	V;FEM;SG;PST;V.PTCP	N;SG
associée	شریک	associer	None	V;FEM;SG;PST;V.PTCP	N;SG
associée	مرتبط	associer	مرتبط	V;FEM;SG;PST;V.PTCP	N;SG
associée	وابسته	associer	وابسته	V;FEM;SG;PST;V.PTCP	ADJ
associée	همتای	associer	همتا	V;FEM;SG;PST;V.PTCP	N;SG
signifiant	معنای	signifier	معنا	V;PRS;V.PTCP	N;SG
signifiant	معنی	signifier	معنی	V;PRS;V.PTCP	N;SG
signifiant	معنا	signifier	معنا	V;PRS;V.PTCP	N;SG
signifiant	دلالت	signifier	دلالت	V;PRS;V.PTCP	N;SG
dispositif	دستگاهها	dispositif	دستگاه	N;MASC;SG	N;PL
traditions	سنت	tradition	سنت	N;FEM;PL	N;SG
traditions	رسم	tradition	رسم	N;FEM;PL	N;SG
générique	عام	générique	None	ADJ;MASC;SG	N;SG
générique	credits	générique	credits	ADJ;MASC;SG	N;SG
générique	تیتراژ	générique	تیتراژ	ADJ;MASC;SG	N;SG
isère	ایزر	isère	ایزر	N;FEM;SG	
définit	تعریف	définir	تعریف	V;IND;SG;3;PRS;FIN	N;SG
publier	پست	publier	پست	V;NFIN	N;SG
publier	پستی	publier	پستی	V;NFIN	N;SG
publier	post	publier	post	V;NFIN	N;SG
publier	نشر	publier	نشر	V;NFIN	N;SG
publier	انتشار	publier	انتشار	V;NFIN	N;SG
publier	انتشار	publier	انتشار	V;NFIN	N;SG
arguments	آرگومان	argument	آرگوم	N;MASC;PL	N;SG
arguments	استدلال	argument	استدلال	N;MASC;PL	N;SG
arguments	حجت	argument	None	N;MASC;PL	N;SG
arguments	برهان	argument	برهان	N;MASC;PL	N;SG
arguments	استدلال	argument	استدلال	N;MASC;PL	N;SG
matt	مَت	matt	مَت	PROPN	
antenne	هوایی	antenne	هوایی	N;FEM;SG	ADJ
agir	بازیگری	agir	بازیگر	V;NFIN	N;SG
agir	رفتار	agir	رفتار	V;NFIN	N;SG
agir	عمل	agir	عمل	V;NFIN	N;SG
financement	مالی	financement	مالی	N;MASC;SG	ADJ
uefa	یوفا	uefa	یوفا	PROPN	N;SG
soutenir	مکمل	soutenir	None	V;NFIN	N;SG
autrement	وگرنه	autrement	وگرنه	ADV	
miami	میامی	miami	میامی	PROPN	N;SG
dur	عالیست	dur	عالیست	ADJ;MASC;SG	N;SG
dur	سخت	dur	سخت	ADJ;MASC;SG	ADV
dur	پررو	dur	پررو	ADJ;MASC;SG	N;SG
constante	دائم	constant	دائم	ADJ;FEM;SG	
constante	مداوم	constant	مداوم	ADJ;FEM;SG	N;SG
inclus	شامل	inclure	شامل	V;MASC;SG;PST;V.PTCP	ADJ
two	دوتا	two	دوتا	PROPN	N;SG
two	دو	two	دو	PROPN	NUM
montant	مقدار	monter	مقدار	V;PRS;V.PTCP	N;SG
montant	مبلغ	monter	مبلغ	V;PRS;V.PTCP	N;SG
légère	خفیف	léger	خفیف	ADJ;FEM;SG	N;SG
légère	سخی	léger	سخی	ADJ;FEM;SG	N;SG
légère	سبک	léger	سبک	ADJ;FEM;SG	N;SG
légère	روشنایی	léger	None	ADJ;FEM;SG	N;SG
légère	نور	léger	نور	ADJ;FEM;SG	N;SG
légère	نوری	léger	نوری	ADJ;FEM;SG	N;SG
légère	خفیف	léger	خفیف	ADJ;FEM;SG	N;SG
légère	ملایم	léger	None	ADJ;FEM;SG	N;SG
miguel	میگل	miguel	میگل	PROPN	N;SG
miguel	میگوئل	miguel	میگوئل	PROPN	N;SG
sicile	سیسیل	sicile	سیسیل	ADJ;FEM;SG	N;SG
clients	مشتری	client	مشتری	N;MASC;PL	N;SG
souvenirs	خاطره	souvenir	خاطره	N;MASC;PL	N;SG
souvenirs	حافظه	souvenir	حافظه	N;MASC;PL	N;SG
souvenirs	خاطره	souvenir	خاطره	N;MASC;PL	N;SG
souvenirs	حافظه	souvenir	حافظه	N;MASC;PL	N;SG
souvenirs	حافظۀ	souvenir	حافظۀ	N;MASC;PL	N;SG
souvenirs	سوغاتی	souvenir	سوغتی	N;MASC;PL	N;SG
étendue	گسترده	étendre	گسترده	V;FEM;SG;PST;V.PTCP	ADJ
bad	بد	bad	بد	N;MASC;SG	ADJ
insectes	حشره	insecte	حشره	N;MASC;PL	N;SG
edmond	ادموند	edmond	ادموند	PROPN	N;SG
durable	پایدار	durable	پایدار	ADJ;MASC;SG	N;SG
durable	دوام	durable	دوام	ADJ;MASC;SG	N;SG
précédents	پیشین	précédent	پیشین	ADJ;MASC;PL	N;SG
photographies	عکس	photographie	عکس	N;FEM;PL	N;SG
payer	پرداخت	payer	پرداخت	V;NFIN	N;SG
payer	تاوان	payer	تاوان	V;NFIN	N;SG
payer	پرداخت	payer	پرداخت	V;NFIN	N;SG
formée	تشکیل	former	تشکیل	V;FEM;SG;PST;V.PTCP	N;SG
municipales	شهری	municipale	شهر	ADJ;FEM;PL	N;SG
indonésie	اندونزی	indonésie	اندونزی	PROPN	N;SG
chaussée	گذرگاه	chaussée	گذرگاه	V;FEM;SG;PST;V.PTCP	N;SG
chaussée	سنگفرش	chaussée	سنگفرش	V;FEM;SG;PST;V.PTCP	N;SG
passent	گذری	passer	گذری	V;IND;PL;3;PRS;FIN	N;SG
passent	مجالس	passer	مجالس	V;IND;PL;3;PRS;FIN	N;PL
passent	گذر	passer	None	V;IND;PL;3;PRS;FIN	N;SG
passent	عبور	passer	عبور	V;IND;PL;3;PRS;FIN	N;SG
passent	پاس	passer	پاس	V;IND;PL;3;PRS;FIN	N;SG
loisirs	تفریح	loisir	تفریح	N;MASC;PL	N;SG
loisirs	فراغت	loisir	فراغت	N;MASC;PL	N;SG
liquide	مایع	liquide	مایع	ADJ;MASC;SG	N;SG
capacités	ظرفیت	capacité	ظرفیت	N;FEM;PL	N;SG
capacités	گنجایش	capacité	گنجایش	N;FEM;PL	N;SG
capacités	قابلیت	capacité	قابلیت	N;FEM;PL	N;SG
officiels	افسران	officiel	افسر	ADJ;MASC;PL	N;PL
officiels	مقامات	officiel	مقام	ADJ;MASC;PL	N;PL
présidents	جمهور	président	جمهور	N;MASC;PL	N;SG
femelle	نسوان	femelle	نسوان	ADJ;FEM;SG	N;SG
femelle	زن	femelle	زن	ADJ;FEM;SG	N;SG
femelle	مؤنث	femelle	مؤنث	ADJ;FEM;SG	N;SG
femelle	مونث	femelle	مونث	ADJ;FEM;SG	N;SG
femelle	ماده	femelle	ماده	ADJ;FEM;SG	N;SG
néerlandaise	هلندی	néerlandais	هلندی	ADJ;FEM;SG	N;SG
néerlandaise	داچ	néerlandais	داچ	ADJ;FEM;SG	N;SG
néerlandaise	هلند	néerlandais	هلند	ADJ;FEM;SG	N;SG
étages	طبقه	étage	طبقه	N;MASC;PL	N;SG
beauté	زیبای	beauté	زیبا	N;FEM;SG	ADJ
indépendants	independents	indépendant	independents	ADJ;MASC;PL	N;SG
achat	بخرم	achat	خرم	N;MASC;SG	V;SBJV;SG;1;PRS
achat	بخرید	achat	رسید#خر	N;MASC;SG	V;SBJV;PL;2;PRS
camps	اردوگاه	camp	اردوگاه	N;MASC;PL	N;SG
camps	اردوگاه	camp	اردوگاه	N;MASC;PL	N;SG
camps	اردو	camp	اردو	N;MASC;PL	N;SG
camps	کمپ	camp	کمپ	N;MASC;PL	N;SG
marques	مارکز	marque	مارکز	N;FEM;PL	N;SG
marques	مارکس	marque	None	N;FEM;PL	N;SG
boulogne	بولون	boulogne	بولون	N;MASC;SG	
apparaître	ظاهر	apparaître	ظاهر	V;NFIN	N;SG
traiter	درمانش	traiter	درمانش	V;NFIN	
traiter	درمان	traiter	درمان	V;NFIN	N;SG
graves	شدید	grave	شدید	ADJ;MASC;PL	N;SG
graves	قبرها	grave	قبر	ADJ;MASC;PL	N;PL
graves	گورها	grave	گور	ADJ;MASC;PL	N;PL
graves	گریوز	grave	گریوز	ADJ;MASC;PL	N;SG
cuba	کوبا	cuba	کوبا	PROPN	N;SG
attaquer	حمله	attaquer	حمله	V;NFIN	N;SG
seize	sixteen	seize	None	NUM	N;SG
fermé	بسته	fermer	بسته	V;MASC;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
jordan	جوردن	jordan	جوردن	PROPN	N;SG
jordan	جردن	jordan	جردن	PROPN	N;SG
jordan	اردن	jordan	اردن	PROPN	N;SG
supplémentaire	اضافی	supplémentaire	None	ADJ;MASC;SG	N;SG
supplémentaire	اضافی	supplémentaire	None	ADJ;MASC;SG	N;SG
supplémentaire	تکمیلی	supplémentaire	تکمیلی	ADJ;MASC;SG	N;SG
dis	بگویید	dire	None	INTJ	V;SBJV;PL;2;PRS
dis	بگو	dire	None	INTJ	V;IMP;SG;2
dis	dis	dire	dis	INTJ	N;SG
vues	نماها	voir	نما	V;FEM;PL;PST;V.PTCP	N;PL
vues	بازدیدهای	voir	بازدید	V;FEM;PL;PST;V.PTCP	N;PL
vues	نماهای	voir	نما	V;FEM;PL;PST;V.PTCP	N;PL
resté	درنگ	rester	درنگ	V;MASC;SG;PST;V.PTCP	N;SG
solide	توپر	solide	توپر	ADJ;MASC;SG	N;SG
solide	جامد	solide	جامد	ADJ;MASC;SG	N;SG
philip	فلیپ	philip	فلیپ	PROPN	N;SG
philip	فیلیپ	philip	None	PROPN	N;SG
fiat	فیات	fiat	فیات	PROPN	N;SG
masculine	مذکر	masculin	None	ADJ;FEM;SG	N;SG
masculine	مردانه	masculin	None	ADJ;FEM;SG	N;SG
masculine	مردانگی	masculin	مردانگی	ADJ;FEM;SG	N;SG
charges	اتهامی	charge	اتهامی	N;FEM;PL	N;SG
charges	اتهام	charge	اتهام	N;FEM;PL	N;SG
bureaux	اداره	bureau	اداره	N;MASC;PL	N;SG
bureaux	دفتر	bureau	دفتر	N;MASC;PL	N;SG
réelle	رئال	réel	رئال	ADJ;FEM;SG	N;SG
réelle	حقیقی	réel	حقیقی	ADJ;FEM;SG	N;SG
dave	دیو	dave	None	PROPN	N;SG
personnelles	شخصی	personnel	شخص	ADJ;FEM;PL	N;SG
nelson	نلسون	nelson	نلسون	PROPN	N;SG
règlement	مقررات	règlement	مقررات	N;MASC;SG	N;PL
shorts	شلوارک	short	شلوارک	N;MASC;PL	N;SG
occident	غربی	occident	غربی	N;MASC;SG	ADJ
inclut	شامل	inclure	شامل	V;IND;SG;3;PRS;FIN	ADJ
inclut	شامل	inclure	شامل	V;IND;SG;3;PRS;FIN	ADJ
clés	کلید	clé	None	N;FEM;PL	N;SG
clés	کلید	clé	None	N;FEM;PL	N;SG
clés	کلیدی	clé	کلیدی	N;FEM;PL	N;SG
morale	اخلاقی	moral	اخلاقی	ADJ;FEM;SG	N;SG
morale	اخلاق	moral	اخلاق	ADJ;FEM;SG	N;SG
morale	اخلاق	moral	اخلاق	ADJ;FEM;SG	N;SG
morale	اخلاقیات	moral	اخلاقی	ADJ;FEM;SG	N;PL
morale	اخلاقی	moral	اخلاقی	ADJ;FEM;SG	N;SG
