категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
розробку	rozvojových	розробка	rozvojový	N;INAN;ACC;FEM;SG	ADJ;GEN;MASC;PL;POS
розробку	rozvíjení	розробка	rozvíjení	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG;POS
постачання	zakázky	постачання	zakázka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
громадянин	občana	громадянин	občan	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
старше	starší	старше	starý	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
форт	fort	форт	fort	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
удару	úder	удар	úder	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
бойовий	boj	бойовий	boj	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
бойовий	boje	бойовий	boj	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
бачив	viděli	бачити	vidět	V;IPFV;MASC;IND;SG;PST;FIN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
бачив	viděla	бачити	vidět	V;IPFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
едуард	edwarda	едуард	edwarda	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
едуард	edward	едуард	edward	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
едуард	eduard	едуард	eduard	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
цілий	celou	цілий	celý	ADJ;NOM;MASC;SG	ADJ;ACC;FEM;SG;POS
дер	der	дер	der		ADJ;POS
ірану	írán	іран	írán	PROPN;INAN;GEN;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
бразилія	brazílie	бразилія	brazílie	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
ремонт	opravy	ремонт	oprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
ремонт	opravit	ремонт	opravit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
ремонт	opravy	ремонт	oprava	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
мінімум	minimální	мінім	minimální	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
мінімум	minimálně	мінім	minimálně	N;INAN;NOM;MASC;SG	ADV;POS
додатково	pokročilý	додатково	pokročilý	ADV	ADJ;INAN;NOM;MASC;SG;POS
додатково	vyspělá	додатково	vyspělý	ADV	ADJ;NOM;FEM;SG;POS
додатково	pokročilé	додатково	pokročilý	ADV	ADJ;NOM;NEUT;SG;POS
додатково	pokročilá	додатково	pokročilý	ADV	ADJ;NOM;FEM;SG;POS
роберта	roberta	робертий	robert	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
роберта	roberto	робертий	roberto	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
джек	jacku	джек	jakk	PROPN;ANIM;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
джек	jack	джек	jack	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ворогів	nepřátel	ворог	nepřítel	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
ворогів	nepřátelé	ворог	nepřítel	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
легенда	legend	легенда	legenda	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL;POS
поверхня	povrchu	поверхня	povrch	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
спортсмени	sportovce	спортсмен	sportovec	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
випущено	propuštěn	випустити	propuštěný	V;PFV;IND;0;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
випущено	uvolněna	випустити	uvolněný	V;PFV;IND;0;FIN	ADJ;POS;V.PTCP;PASS
випущено	emitované	випустити	emitovaný	V;PFV;IND;0;FIN	ADJ;NOM;MASC;PL;POS
випущено	vydané	випустити	vydaný	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
випущено	vydaná	випустити	vydaný	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;POS
випущено	vydáno	випустити	vydaný	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
випущено	vydaný	випустити	vydaný	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
скульптура	sochy	скульптура	socha	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
бельгія	belgie	бельгія	belgie	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
бельгія	belgii	бельгія	belgie	PROPN;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
глибині	jáma	глибина	jáma	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG;POS
глибині	jámy	глибина	jáma	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL;POS
сміт	smithe	сміт	smitha	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
сміт	smith	сміт	smitho	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
сміт	smithová	сміт	smithový	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
хочу	chcete	хотіти	chtít	V;IPFV;IND;SG;1;PRS;FIN	V;IND;PL;2;POS;PRS;FIN;ACT
хочу	chceš	хотіти	chtít	V;IPFV;IND;SG;1;PRS;FIN	V;IND;SG;2;POS;PRS;FIN;ACT
солі	salt	сіль	salt	N;INAN;NOM;FEM;PL	PROPN;NOM;MASC;SG;POS
солі	sůl	сіль	sůl	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
архітектурний	architektonické	архітектурний	architektonický	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
півострів	poloostrově	півостр	poloostrov	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
марі	marie	марий	marie	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;SG;POS
марі	mari	марий	mari	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
зброєю	zbraně	зброя	zbraň	N;INAN;INS;FEM;SG	N;NOM;FEM;PL;POS
могили	hrob	могила	hrob	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
могили	hrobku	могила	hrobka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
могили	hrobka	могила	hrobka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
могили	hrobu	могила	hrob	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;SG;POS
могили	hrob	могила	hrob	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
зусилля	úsilí	зусилля	úsilí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
зусилля	snaha	зусилля	snaha	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
зусилля	úsilí	зусилля	úsilí	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
основне	main	основний	main	ADJ;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
тер	ter	тер	ter		PROPN;NOM;MASC;SG;POS
варшава	warszawa	варшава	warszawa	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
варшава	varšavě	варшава	varšavě	PROPN;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
східні	východní	східний	východní	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
речей	věci	річ	věc	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
речей	veci	річ	vece	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG;POS
факторів	faktory	фактор	faktor	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
факторів	činitele	фактор	činitel	N;INAN;GEN;MASC;PL	N;ANIM;ACC;MASC;SG;POS
ураження	ovlivněn	ураження	ovlivněný	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
ураження	postižené	ураження	postižený	N;INAN;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
ураження	zasažené	ураження	zasažený	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;POS
їхня	jejich	їхній	jeho	PRO;NOM;FEM;SG;3	DET;3
зеландії	zéland	зеландія	zéland	PROPN;INAN;GEN;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
зеландії	zélandu	зеландія	zéland	PROPN;INAN;GEN;FEM;SG	PROPN;INAN;GEN;MASC;SG;POS
євреї	židům	єврей	žid	N;ANIM;NOM;MASC;PL	N;INAN;DAT;MASC;PL;POS
євреї	židů	єврей	žid	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
ужгород	užhorod	ужгород	užhorod	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
опера	opery	опера	opera	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
опера	operu	опера	opera	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
вчителів	učitelé	вчитель	učitel	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
каліфорнії	ucla	каліфорнія	uclo	ADJ;DAT;FEM;SG	N;INAN;NOM;MASC;SG;POS
венеції	benátky	венеція	benátky	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;PL;POS
активні	aktivně	активний	aktivně	ADJ;NOM;PL	ADV;POS
активні	aktivní	активний	aktivní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
активні	aktivních	активний	aktivní	ADJ;NOM;PL	ADJ;GEN;MASC;PL;POS
суспільно	připravené	суспільно	připravený	ADV	ADJ;NOM;NEUT;SG;POS
суспільно	připraveno	суспільно	připravený	ADV	ADJ;NEUT;SG;POS;V.PTCP;PASS
польською	polák	польський	polák	ADJ;INS;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
польською	polský	польський	polský	ADJ;INS;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
польською	polská	польський	polský	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG;POS
польською	polské	польський	polský	ADJ;INS;FEM;SG	ADJ;NOM;MASC;PL;POS
задачі	úkolů	задача	úkol	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
задачі	zaměstnání	задача	zaměstnání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
задачі	úkol	задача	úkol	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
задачі	úloha	задача	úloha	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
реал	skutečný	реал	skutečný		ADJ;INAN;NOM;MASC;SG;POS
реал	skutečná	реал	skutečný		ADJ;NOM;FEM;SG;POS
реал	skutečné	реал	skutečný		ADJ;NOM;MASC;PL;POS
реал	opravdový	реал	opravdový		ADJ;INAN;NOM;MASC;SG;POS
реал	reálné	реал	reálný		ADJ;NOM;NEUT;SG;POS
гірський	hora	гірський	hora	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
гірський	hory	гірський	hora	ADJ;NOM;MASC;SG	N;NOM;FEM;PL;POS
гірський	horu	гірський	hora	ADJ;NOM;MASC;SG	N;ACC;FEM;SG;POS
хребта	obratle	хребта	obratel	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
хребта	ridge	хребта	ridgo	N;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
перейменовано	přejmenoval	перейменовано	přejmenovat	V;PFV;IND;0;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
явились	nástupu	явитися	nástup	V;PFV;IND;PL;PST;FIN	N;INAN;GEN;MASC;SG;POS
явились	nástup	явитися	nástup	V;PFV;IND;PL;PST;FIN	N;INAN;NOM;MASC;SG;POS
поставити	fronta	поставити	fronta	V;PFV;NFIN	N;NOM;FEM;SG;POS
поставити	fronty	поставити	fronta	V;PFV;NFIN	N;NOM;FEM;PL;POS
поставити	frontu	поставити	fronta	V;PFV;NFIN	N;ACC;FEM;SG;POS
лекції	přednášek	лекція	přednáška	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
лекції	přednáška	лекція	přednáška	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
лекції	přednášku	лекція	přednáška	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
камери	fotoaparát	камера	fotoaparát	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
камери	foťák	камера	foťák	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
камери	kamera	камера	kamera	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
камери	kameru	камера	kamera	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
друг	příteli	друг	přítel	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
ремонту	opravy	ремонт	oprava	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL;POS
майстра	kouzelník	майстр	kouzelník	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
майстра	čaroděj	майстр	čaroděj	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
майстра	čaroději	майстр	čaroděj	N;ANIM;ACC;MASC;SG	N;ANIM;DAT;MASC;PL;POS
цска	cska	цский	cska	PROPN;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
вели	vedoucí	вести	vedoucí	V;IPFV;IND;PL;PST;FIN	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
роти	rota	рот	rota	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
болгарія	bulharsko	болгарія	bulharský	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
постійного	přetrvávající	постійний	přetrvávající	ADJ;GEN;MASC;SG	ADJ;IPFV;NOM;FEM;SG;POS;PRS;V.PTCP;ACT
постійного	vytrvalý	постійний	vytrvalý	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
постійного	trvalá	постійний	trvalý	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
аргументи	argumentace	аргумент	argumentace	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
ефективність	výkony	ефективність	výkon	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
драматичний	drama	драматичний	drama	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
переробки	recyklace	переробка	recyklace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
якісь	jakýkoliv	якийсь	jakýkoliv	DET;NOM;PL	DET;NOM;MASC;SG
якісь	jakoukoli	якийсь	jakýkoliv	DET;NOM;PL	DET;ACC;FEM;SG
якісь	jakoukoliv	якийсь	jakýkoliv	DET;NOM;PL	DET;ACC;FEM;SG
аварії	havárie	аварія	havárie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
аварії	krach	аварія	krach	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
правий	vpravo	правий	vpravo	ADJ;NOM;MASC;SG	ADV
правий	správně	правий	správně	ADJ;NOM;MASC;SG	ADV;POS
правий	doprava	правий	doprava	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
хай	hai	хай	hai	PART	PROPN;ANIM;NOM;MASC;SG;POS
хай	dlouho	хай	dlouho	PART	ADV;POS
хай	dlouhá	хай	dlouhý	PART	ADJ;NOM;FEM;SG;POS
хай	dlouhý	хай	dlouhý	PART	ADJ;ANIM;NOM;MASC;SG;POS
хай	dlouhé	хай	dlouhý	PART	ADJ;NOM;NEUT;SG;POS
мін	ming	мін.	ming		PROPN;ANIM;NOM;MASC;SG;POS
мін	miny	мін.	mina		N;NOM;FEM;PL;POS
мін	doly	мін.	důl		N;INAN;NOM;MASC;PL;POS
мін	min	мін.	minuta		N;FEM;POS
судді	judge	суддя	judge	N;ANIM;NOM;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
судді	soudce	суддя	soudce	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
судді	soudkyně	суддя	soudkyně	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG;POS
судді	rozhodčí	суддя	rozhodčí	N;ANIM;NOM;MASC;PL	N;ANIM;NOM;MASC;SG;POS
судді	soudců	суддя	soudce	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
фабрика	továrně	фабрика	továrna	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
рота	pusu	рот	pus	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
офіційні	úředník	офіційний	úředník	ADJ;NOM;PL	N;ANIM;NOM;MASC;SG;POS
офіційні	oficiální	офіційний	oficiální	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
офіційні	úřední	офіційний	úřední	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
океан	ocean	океан	ocean	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
сусідніх	sousední	сусідній	sousední	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
секунд	sekundy	секунда	sekunda	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
секунд	vteřiny	секунда	vteřina	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
визнав	uznala	визнати	uznat	V;PFV;MASC;IND;SG;PST;FIN	V;PFV;POS;PST;V.PTCP;ACT
визнав	uznáno	визнати	uznaný	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
оборону	obrana	оборона	obrana	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
оборону	obhajoba	оборона	obhajoba	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
оборону	obrany	оборона	obrana	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
адміністратора	správce	адміністратор	správce	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
ближче	bližší	ближче	blízký	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
супутник	družice	супутник	družice	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
супутник	satelitní	супутник	satelitní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
супутник	měsíční	супутник	měsíční	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
супутник	měsíci	супутник	měsíc	N;INAN;NOM;MASC;SG	N;INAN;INS;MASC;PL;POS
супутник	moon	супутник	moon	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG;POS
повстанців	rebelové	повстанець	rebelový	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
повстанців	povstalci	повстанець	povstalec	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
повстанців	rebely	повстанець	rebel	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
яскраво	omráčení	яскраво	omráčení	ADV	N;NOM;NEUT;SG;POS
яскраво	ohromující	яскраво	ohromující	ADV	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
органу	organo	орган	organo	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG;POS
чорних	černoši	чорний	černoc	ADJ;GEN;PL	N;ANIM;NOM;MASC;PL;POS
чорних	černí	чорний	černý	ADJ;GEN;PL	ADJ;ANIM;NOM;MASC;PL;POS
злиття	sloučit	злиття	sloučit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
відгуки	recenze	відгук	recenze	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
відгуки	názor	відгук	názor	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
відгуки	odezva	відгук	odezva	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
перевірки	ověření	перевірка	ověření	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
перевірки	ověřování	перевірка	ověřování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
перевірки	kontroly	перевірка	kontrola	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
основа	základnu	основа	základna	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
запрошення	pozvat	запрошення	pozvat	N;INAN;NOM;NEUT;SG	V;POS;NFIN
запрошення	pozvánky	запрошення	pozvánka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
запрошення	pozvánku	запрошення	pozvánka	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
запрошення	pozvánky	запрошення	pozvánka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
туризм	ruchu	туризм	ruch	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
конституція	ústavy	конституція	ústava	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
ночі	soumrak	ніч	soumrak	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
ночі	setmění	ніч	setmění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
ночі	noci	ніч	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ночі	nocí	ніч	noc	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
ночі	noční	ніч	noční	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
ночі	noci	ніч	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
ночі	noc	ніч	noc	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
досягти	dosažení	досягти	dosažení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
професійний	profesionál	професійний	profesionál	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
росіян	rusové	росіянин	rus	N;ANIM;ACC;MASC;PL	PROPN;ANIM;NOM;MASC;PL;POS
рахунку	skóre	рахунок	skóre	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
дивіться	sledujte	дивитися	sledovat	V;IPFV;IMP;PL;2;FIN	V;PFV;IMP;PL;2;POS;FIN
дивіться	hodinky	дивитися	hodinky	V;IPFV;IMP;PL;2;FIN	N;NOM;FEM;PL;POS
включно	včetně	включно	včetně	ADV	ADP;GEN
використані	použito	використаний	použitý	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
використані	používané	використаний	používaný	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
використані	použitý	використаний	použitý	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
використані	používaný	використаний	používaný	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
рамки	hranice	рамка	hranice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
рамки	hranici	рамка	hranice	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
лісі	lesy	ліс	les	N;INAN;DAT;MASC;SG	N;INAN;NOM;MASC;PL;POS
досягла	dosaženo	досягти	dosažený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
досягла	dosažena	досягти	dosažený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;POS;V.PTCP;PASS
досягла	dosažen	досягти	dosažený	V;PFV;FEM;IND;SG;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
досягла	dosáhli	досягти	dosáhnout	V;PFV;FEM;IND;SG;PST;FIN	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
захопити	zachycení	захопити	zachycení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
захопити	zachycování	захопити	zachycování	V;PFV;NFIN	N;NOM;NEUT;SG;POS
захопити	zajetí	захопити	zajetí	V;PFV;NFIN	N;NOM;NEUT;SG;POS
мереж	sítě	мереж	síť	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
храмів	chrámy	храм	chrám	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
риба	ryby	риба	ryba	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
риба	fish	риба	fish	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
риба	rybí	риба	rybí	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
риба	rybičky	риба	rybička	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
ракет	střely	ракета	střela	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
ракет	rakety	ракета	raketa	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
ракет	rakety	ракета	raketa	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
кольорів	barvy	колір	barva	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL;POS
чехословаччини	československo	чехословаччина	československý	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
розмноження	chovu	розмноження	chov	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG;POS
розмноження	chovné	розмноження	chovný	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
тоні	toni	тині	ten	PROPN;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
тоні	tony	тині	ton	PROPN;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
тоні	tonyho	тині	tony	PROPN;ANIM;NOM;FEM;SG	N;ANIM;ACC;MASC;SG;POS
патріархату	patriarchát	патріархат	patriarchát	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
члена	členka	член	členka	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG;POS
члена	poslanec	член	poslanec	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
члена	členské	член	členský	N;ANIM;ACC;MASC;SG	ADJ;NOM;MASC;PL;POS
члена	člen	член	člen	N;ANIM;ACC;MASC;SG	N;ANIM;NOM;MASC;SG;POS
фіфа	fifa	фіфа	fifa	N;INAN;NOM;FEM;PL	PROPN;FEM;POS
козак	kozak	козак	kozak	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ран	běžel	рана	běžet	N;INAN;GEN;FEM;PL	V;MASC;SG;POS;PST;V.PTCP;ACT
ран	běžela	рана	běžet	N;INAN;GEN;FEM;PL	V;POS;PST;V.PTCP;ACT
територіях	plochy	територія	plocha	N;INAN;ESS;FEM;PL	N;NOM;FEM;PL;POS
територіях	oblasti	територія	oblast	N;INAN;ESS;FEM;PL	N;NOM;FEM;PL;POS
африка	afriku	африка	afrika	PROPN;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
африка	africe	африка	afrika	PROPN;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
африка	afrika	африка	afrika	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;SG;POS
сини	synů	син	syn	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
друку	tisk	друк	tisk	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
посольства	ambasády	посольство	ambasáda	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
ядро	core	ядро	core	N;INAN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
