per	za	per	za	ADP	
arma	pištoľ	arma	pištoľ	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
arma	zbraň	arma	zbraň	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
agustí	augustine	agustí	augustina		N;NOM;FEM;PL
open	open	open	open		
open	otvorené	open	otvorený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
open	otvorená	open	otvorený		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
open	otvoriť	open	otvoriť		V;PFV;POS;NFIN
radiació	žiarenia	radiació	žiarenie	N;FEM;SG	N;NOM;NEUT;PL
braç	rameno	braç	rameno		N;NOM;NEUT;SG
braç	ruka	braç	ruka		N;NOM;FEM;SG
braç	ramena	braç	ramena		N;NOM;NEUT;PL
braç	ruku	braç	ruka		N;ACC;FEM;SG
interessant	zaujimave	interessant	zaujimav	ADJ;SG	
interessant	zaujímavosti	interessant	zaujímavosť	ADJ;SG	N;NOM;FEM;PL
químic	chemik	químic	chemik	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
químic	lekáreň	químic	lekáreň	ADJ;MASC;SG	N;NOM;FEM;SG
químic	lekárnik	químic	lekárnik	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
raça	plemena	raça	plemeno	N;FEM;SG	N;NOM;NEUT;PL
econòmics	hospodárska	econòmic	hospodársky	ADJ;MASC;PL	ADJ;NOM;FEM;SG
econòmics	ekonomické	econòmic	ekonomický	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
econòmics	hospodárske	econòmic	hospodársky	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
econòmics	ekonomická	econòmic	ekonomický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
econòmics	ekonomický	econòmic	ekonomický	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
econòmics	hospodársky	econòmic	hospodársky	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
pacific	tichomorských	pacific	tichomorský		ADJ;GEN;MASC;PL
pacific	pacific	pacific	pacific		N;INAN;NOM;MASC;SG
missions	poslanie	missió	poslanie	N;FEM;PL	N;NOM;NEUT;SG
burgos	burgos	burg	burgos		PROPN;ANIM;NOM;MASC;SG
travessa	kríže	travessar	kríž	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
navegació	navigačných	navegació	navigačný	N;FEM;SG	ADJ;GEN;MASC;PL
hidrogen	vodíkový	hidrogen	vodíkový	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
jurisdicció	jurisdikcie	jurisdicció	jurisdikcia	N;FEM;SG	N;NOM;FEM;PL
jurisdicció	právomoci	jurisdicció	právomoc	N;FEM;SG	N;NOM;FEM;PL
rebé	prijatý	rebé	prijatý	V;IND;SG;3;IPFV;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
rebé	dostala	rebé	dostať	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
rebé	získala	rebé	získať	V;IND;SG;3;IPFV;FIN	V;PFV;FEM;SG;POS;PST;V.PTCP
rebé	prijaté	rebé	prijatý	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rebé	prijatá	rebé	prijatý	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
pols	prachu	pol	prach		N;INAN;GEN;MASC;SG
pols	prach	pol	prach		N;INAN;NOM;MASC;SG
friedrich	friedrich	friedrich	friedro	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
hamburg	hamburgu	hamburg	hamburg		N;INAN;GEN;MASC;SG
hamburg	hamburg	hamburg	hamburg		N;INAN;NOM;MASC;SG
sort	lucky	sort	lucky	N;FEM;SG	N;NOM;FEM;PL
contribuir	prispievanie	contribuir	prispievanie	V;NFIN	N;NOM;NEUT;SG
contribuir	prispievať	contribuir	prispievať	V;NFIN	V;IPFV;POS;NFIN
contribuir	prispieť	contribuir	prispieť	V;NFIN	V;PFV;POS;NFIN
contribuir	prispievať	contribuir	prispievať	V;NFIN	V;IPFV;POS;NFIN
online	pripojený	online	pripojený		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
online	online	online	onlina		N;NOM;FEM;PL
var	var	var	var		
realització	realizácie	realització	realizácia	N;FEM;SG	N;NOM;FEM;PL
sec	sek	sec	sek		N;INAN;NOM;MASC;SG
sec	sec	sec	sec		
placa	doska	placa	doska	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
placa	platňa	placa	platňa	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
placa	tanier	placa	tanier	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
placa	platne	placa	platňa	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
placa	plech	placa	plech	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
frase	frázu	frase	fráza	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
frase	veta	frase	veto	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
frase	fráza	frase	fráza	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
frase	rozsudok	frase	rozsudok	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
frase	vetu	frase	vetu	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
frase	vety	frase	veta	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
frase	veta	frase	veto	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
explotació	vykorisťovania	explotació	vykorisťovanie	N;FEM;SG	N;NOM;NEUT;PL
suficient	stačí	suficient	stačiť	ADJ;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
suficient	dost	suficient	dost	ADJ;SG	INTJ
suficient	dosť	suficient	dosť	ADJ;SG	ADV
executiu	výkonná	executiu	výkonný	N;MASC;SG	ADJ;NOM;FEM;SG
executiu	výkonný	executiu	výkonný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
heroi	hrdinom	heroi	hrdina		N;ANIM;INS;MASC;SG
heroi	hrdinu	heroi	hrdina		N;ANIM;ACC;MASC;SG
heroi	hrdina	heroi	hrdina		N;ANIM;NOM;MASC;SG
insectes	hmyzu	insecte	hmyz	N;MASC;PL	N;INAN;GEN;MASC;SG
insectes	hmyz	insecte	hmyz	N;MASC;PL	N;INAN;NOM;MASC;SG
concepció	koncepcie	concepció	koncepcia	N;FEM;SG	N;NOM;FEM;PL
christian	kresťanský	christian	kresťanský		ADJ;ANIM;NOM;MASC;SG
christian	christian	christian	christian		N;ANIM;NOM;MASC;SG
christian	kresťanských	christian	kresťanský		ADJ;GEN;MASC;PL
christian	kresťanské	christian	kresťanský		ADJ;NOM;NEUT;SG
christian	kresťan	christian	kresťan		N;ANIM;NOM;MASC;SG
christian	kresťanská	christian	kresťanský		ADJ;NOM;FEM;SG
vivia	žili	viure	žiť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
vivia	žilo	viure	žiť	V;IND;SG;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
vivia	žila	viure	žiť	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
vivia	žil	viure	žiť	V;IND;SG;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
opera	opera	operar	oper	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
opera	opery	operar	oper	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
opera	operu	operar	opera	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
matí	ranná	matí	ranný	N;MASC;SG	ADJ;NOM;FEM;SG
matí	rano	matí	rano	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
indonèsia	indonézia	indonesi	indonézia	ADJ;FEM;SG	N;NOM;FEM;SG
indonèsia	indonézie	indonesi	indonézia	ADJ;FEM;SG	N;NOM;FEM;PL
radical	radikálne	radical	radikálny	ADJ;SG	ADV
emmy	emmy	emmy	emma		N;NOM;FEM;SG
investigacions	vyšetrovanie	investigació	vyšetrovanie	N;FEM;PL	N;NOM;NEUT;SG
regla	vládnuť	regla	vládnuť	N;FEM;SG	V;IPFV;POS;NFIN
regla	pravidla	regla	pravidlo	N;FEM;SG	N;NOM;NEUT;PL
cardona	cardona	cardona	cardona		N;INAN;NOM;MASC;SG
mot	mot	mot	mot		
últimes	najnovšie	últim	mový	ADJ;FEM;PL	ADV;RL
últimes	posledné	últim	posledný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
últimes	najnovší	últim	nový	ADJ;FEM;PL	ADJ;ANIM;NOM;RL;MASC;SG
causes	spôsobuje	causa	spôsobovať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
irlandès	írsky	irlandès	írsky	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
irlandès	irish	irlandès	irish	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
irlandès	írske	irlandès	írske	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
irlandès	írska	irlandès	írsko	ADJ;MASC;SG	N;NOM;FEM;SG
parcialment	sčasti	parcialment	sčasti	ADV	PART
centenars	stoviek	centenar	stovka		N;GEN;FEM;PL
centenars	stovky	centenar	stovka		N;NOM;FEM;PL
centenars	stovkách	centenar	stovka		N;GEN;FEM;PL
alternativa	alternatívne	alternativa	alternatívne	N;FEM;SG	ADJ;NOM;NEUT;SG
alternativa	alternatívna	alternativa	alternatívny	N;FEM;SG	ADJ;NOM;FEM;SG
alternativa	alternatívny	alternativa	alternatívny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
brown	brown	brown	brown	PROPN	PROPN;ANIM;NOM;MASC;SG
brown	hnedé	brown	hnedý	PROPN	ADJ;NOM;NEUT;SG
brown	hnedý	brown	hnedý	PROPN	ADJ;ANIM;NOM;MASC;SG
brown	hnedá	brown	hnedať	PROPN	ADJ;NOM;FEM;SG
debat	diskutovať	debat	diskutovať	N;MASC;SG	V;IPFV;POS;NFIN
debat	diskusie	debat	diskusie	N;MASC;SG	N;NOM;FEM;PL
debat	diskutovať	debat	diskutovať	N;MASC;SG	V;IPFV;POS;NFIN
absoluta	absolútnu	absolut	absolútny	ADJ;FEM;SG	N;ACC;FEM;SG
absoluta	absolútne	absolut	absolútny	ADJ;FEM;SG	ADV
aprovat	schválil	aprovat	schváliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
aprovat	schválili	aprovat	schváliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
audiència	diváci	audiència	divák	N;FEM;SG	N;ANIM;NOM;MASC;PL
suprem	najvyššia	suprem	vysoký	N;MASC;SG	ADJ;NOM;RL;FEM;SG
suprem	najvyšší	suprem	vysoký	N;MASC;SG	ADJ;ANIM;NOM;RL;MASC;SG
dama	pani	dama	pani	ADJ;FEM;SG	N;NOM;FEM;SG
dama	dáma	dama	dáma	ADJ;FEM;SG	N;NOM;FEM;SG
dama	lady	dama	lada	ADJ;FEM;SG	N;NOM;FEM;SG
claude	claude	claude	clauda		PROPN;ANIM;NOM;MASC;SG
existents	existujúce	existent	existujúci	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
existents	existujúca	existent	existujúci	ADJ;PL	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
existents	existujúci	existent	existujúci	ADJ;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
existents	existujúcu	existent	existujúci	ADJ;PL	ADJ;ACC;FEM;SG;POS;V.PTCP;ACT
coneixements	poznanie	coneixement	poznanie	N;MASC;PL	N;NOM;NEUT;SG
coneixements	znalosť	coneixement	znalosť	N;MASC;PL	N;NOM;FEM;SG
crònica	chronicle	crònica	chronicle	N;FEM;SG	
den	brloh	den	brloh		N;INAN;NOM;MASC;SG
den	den	den	den		PROPN;ANIM;NOM;MASC;SG
càmera	fotoaparát	càmera	fotoaparát		N;INAN;NOM;MASC;SG
càmera	kamera	càmera	kamera		N;NOM;FEM;SG
càmera	fotoaparátu	càmera	fotoaparát		N;INAN;GEN;MASC;SG
càmera	kameru	càmera	kamera		N;ACC;FEM;SG
drama	drámy	drama	dráma	N;MASC;SG	N;NOM;FEM;PL
estada	zostať	estada	zostať	N;FEM;SG	V;PFV;POS;NFIN
estada	ostať	estada	ostať	N;FEM;SG	V;PFV;POS;NFIN
ritme	rytmus	ritme	rytmus		N;INAN;NOM;MASC;SG
ritme	rytmu	ritme	rytmus		N;INAN;GEN;MASC;SG
privat	vojak	privat	vojak	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
estrangers	cudzincov	estranger	cudzinec	ADJ;MASC;PL	N;ANIM;ACC;MASC;PL
estrangers	cudzinci	estranger	cudzinec	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
sèrbia	srbsko	serbi	srbsko	ADJ;FEM;SG	N;NOM;NEUT;SG
gamma	gama	gamma	gama		N;NOM;MASC;SG
gamma	gamma	gamma	gamma		PROPN;NOM;FEM;SG
solitari	opustená	solitari	opustený		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
solitari	opustený	solitari	opustený		ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
solitari	osamelá	solitari	osamelý		ADJ;NOM;FEM;SG
solitari	osamelo	solitari	osamieť		ADV
solitari	osamelý	solitari	osamelý		ADJ;ANIM;NOM;MASC;SG
esquerre	ľavá	esquerre	ľavý		ADJ;NOM;FEM;SG
esquerre	vľavo	esquerre	vľavo		ADV
esquerre	ľavé	esquerre	ľavý		ADJ;NOM;NEUT;SG
esquerre	ľavý	esquerre	ľavý		ADJ;ANIM;NOM;MASC;SG
esquerre	doľava	esquerre	doľava		ADV
ideal	ideál	ideal	ideál	ADJ;SG	N;INAN;NOM;MASC;SG
ideal	ideálne	ideal	ideálny	ADJ;SG	ADV
personalitat	osobnosti	personalitat	osobnosť	N;FEM;SG	N;NOM;FEM;PL
comparació	porovnania	comparació	porovnanie	N;FEM;SG	N;NOM;NEUT;PL
propers	nadchádzajúce	proper	nadchádzajúci	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
pèrsia	perzii	pèrsia	perzia		N;DAT;FEM;SG
estadística	štatistiky	estadística	štatistika	N;FEM;SG	N;NOM;FEM;PL
pujol	pujol	pujol	pujol		V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
napoleó	napoleon	napoleó	napoleon		PROPN;ANIM;NOM;MASC;SG
matemàtic	matematik	matemàtic	matematik	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
petroli	ropné	petroli	ropný	N;MASC;SG	ADJ;NOM;NEUT;PL
petroli	ropný	petroli	ropný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
enrique	enrique	enrique	enrizuu	PROPN	PROPN;ANIM;NOM;MASC;SG
separat	rozdelili	separat	rozdeliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
live	živé	live	živý		ADJ;NOM;NEUT;SG
live	ži	live	ži		INTJ
live	live	live	liva		
live	naživo	live	naživo		ADV
live	žiť	live	žiť		V;IPFV;POS;NFIN
líquid	kvapalina	líquid	kvapalina	ADJ;MASC;SG	N;NOM;FEM;SG
líquid	tekutina	líquid	tekutina	ADJ;MASC;SG	N;NOM;FEM;SG
congregació	kongregácie	congregació	kongregácia	N;FEM;SG	N;NOM;FEM;PL
tomàs	thomas	tomàs	thomas		N;ANIM;NOM;MASC;SG
tomàs	tomáš	tomàs	tomať		N;ANIM;NOM;MASC;SG
dorsal	motorom	dorsal	motor	ADJ;SG	N;INAN;INS;MASC;SG
dorsal	motora	dorsal	motor	ADJ;SG	N;INAN;GEN;MASC;SG
dorsal	motor	dorsal	motor	ADJ;SG	N;INAN;NOM;MASC;SG
carbó	uhoľné	carbó	uhoľný	N;MASC;SG	ADJ;NOM;NEUT;SG
carbó	uhlie	carbó	uhlieť	N;MASC;SG	N;NOM;NEUT;PL
mozart	mozart	mozart	mozart		N;ANIM;NOM;MASC;SG
bot	bot	bot	bot		PROPN;ANIM;VOC;MASC;SG
bot	robot	bot	robot		N;INAN;NOM;MASC;SG
bot	robota	bot	robota		N;NOM;FEM;SG
bons	dlhopisy	bo	dlhopis	ADJ;MASC;PL	N;INAN;NOM;MASC;PL
bons	dlhopisov	bo	dlhopis	ADJ;MASC;PL	N;INAN;GEN;MASC;PL
gos	psie	gos	psí	N;MASC;SG	N;NOM;FEM;PL
pilota	ball	pilotar	ball	V;IND;SG;3;PRS;FIN	
pilota	loptu	pilotar	lopta	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
pilota	lopty	pilotar	lopta	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
pilota	lopta	pilotar	lopta	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pilota	loptička	pilotar	loptička	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pilota	guľa	pilotar	guľa	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
luci	lucius	luci	lucius		N;ANIM;NOM;MASC;SG
pic	pic	pic	pic	N;MASC;SG	
maó	brick	maó	brick		PROPN;ANIM;NOM;MASC;SG
visual	vizuálne	visual	vizuálny	ADJ;SG	ADV
gris	šedá	gris	šedý	ADJ;MASC;SG	N;NOM;FEM;SG
gris	grey	gris	grey	ADJ;MASC;SG	PROPN;NOM;FEM;SG
gris	šedé	gris	šedý	ADJ;MASC;SG	N;NOM;NEUT;SG
loira	loire	loira	loira	ADJ;MASC;SG	N;NOM;NEUT;SG
julià	julian	julià	julian	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
julià	juliana	julià	julian	ADJ;MASC;SG	N;NOM;FEM;SG
cinquanta	päťdesiat	cinquanta	päťdesiat		NUM;NOM;NEUT;SG
cinquanta	fifty	cinquanta	fifta		N;NOM;FEM;PL
arrel	koreň	arrel	koreň		N;INAN;NOM;MASC;SG
jutge	súdiť	jutge	súdiť	N;MASC;SG	V;IPFV;POS;NFIN
jutge	posúdiť	jutge	posúdiť	N;MASC;SG	V;PFV;POS;NFIN
cerca	hľadať	cerca	hľadať		V;IPFV;POS;NFIN
cerca	hľadanie	cerca	hľadanie		N;NOM;NEUT;SG
cerca	vyhľadávanie	cerca	vyhľadávanie		N;NOM;NEUT;SG
cerca	vyhľadať	cerca	vyhľadať		V;PFV;POS;NFIN
negocis	obchodné	negoci	obchodný	N;MASC;PL	ADJ;NOM;NEUT;SG
negocis	podnikanie	negoci	podnikanie	N;MASC;PL	N;NOM;NEUT;SG
negocis	biznis	negoci	biznis	N;MASC;PL	N;INAN;NOM;MASC;SG
negocis	business	negoci	business	N;MASC;PL	N;INAN;NOM;MASC;SG
almirall	admirál	almirall	admirál		N;ANIM;NOM;MASC;SG
forts	silná	fort	silný	ADJ;MASC;PL	ADJ;NOM;FEM;SG
forts	silné	fort	silný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
forts	silný	fort	silný	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
transformació	premeny	transformació	premena	N;FEM;SG	N;NOM;FEM;PL
transformació	transformácie	transformació	transformácia	N;FEM;SG	N;NOM;FEM;PL
johnson	johnsona	johnson	johnson		N;ANIM;ACC;MASC;SG
johnson	johnson	johnson	johnson		PROPN;ANIM;NOM;MASC;SG
verlag	verlag	verlag	verlag	PROPN	PROPN;ANIM;NOM;MASC;SG
wikimedia	wikimedia	wikimedia	wikimedium		N;NOM;NEUT;PL
creant	vytváranie	crear	vytváranie	V;V.MSDR	N;NOM;NEUT;SG
creant	vytvára	crear	vytvárať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
creant	vytvorenie	crear	vytvorenie	V;V.MSDR	N;NOM;NEUT;SG
brillant	geniálne	brillant	geniálny	ADJ;SG	ADV
neu	snow	neu	snow	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
associacions	partnerstvo	associació	partnerstvo	N;FEM;PL	N;NOM;NEUT;SG
aleta	fin	aleta	fin	N;FEM;SG	
aleta	plutvy	aleta	plutva	N;FEM;SG	N;INAN;NOM;MASC;PL
tensió	napätia	tensió	napätia	N;FEM;SG	N;NOM;NEUT;PL
obre	open	obrir	open	V;IND;SG;3;PRS;FIN	
obre	otvorené	obrir	otvorený	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
obre	otvorená	obrir	otvorený	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
participat	zúčastnili	participat	zúčastniť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
participat	zúčastnila	participat	zúčastniť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
treballat	fungovalo	treballat	fungovať	ADJ;MASC;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
treballat	pracoval	treballat	pracovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
treballat	pracovala	treballat	pracovať	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
treballat	pracovali	treballat	pracovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
component	komponentu	component	komponent		N;INAN;GEN;MASC;SG
component	zložka	component	zložka		N;NOM;FEM;SG
component	komponent	component	komponent		N;INAN;NOM;MASC;SG
component	súčasť	component	súčasť		N;NOM;FEM;SG
porter	porter	porter	porter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
wilson	wilson	wilson	wilson	PROPN	PROPN;ANIM;NOM;MASC;SG
wilson	wilsona	wilson	wilson	PROPN	N;ANIM;ACC;MASC;SG
presoner	väzeň	presoner	väzeň		N;ANIM;NOM;MASC;SG
muller	muller	muller	muller		PROPN;ANIM;NOM;MASC;SG
caterina	katarína	caterina	katarín		N;NOM;FEM;SG
caterina	catherine	caterina	catherina		N;NOM;FEM;SG
castro	castro	castro	castro	PROPN	PROPN;ANIM;NOM;MASC;SG
laboratori	laboratória	laboratori	laboratórium	N;MASC;SG	N;NOM;NEUT;PL
laboratori	laboratórne	laboratori	laboratórny	N;MASC;SG	ADJ;NOM;NEUT;SG
laboratori	laboratóriá	laboratori	laboratórium	N;MASC;SG	N;NOM;NEUT;PL
urss	zssr	urss	zssr	PROPN	
blocs	blokuje	bloc	blokovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
càlcul	výpočty	càlcul	výpočet	N;MASC;SG	N;INAN;NOM;MASC;PL
abast	pôsobnosti	abast	pôsobnosť	N;MASC;SG	N;NOM;FEM;PL
hug	hugh	hug	hugh		PROPN;ANIM;NOM;MASC;SG
ofensiva	urážlivé	ofensiva	urážlivý	N;FEM;SG	ADJ;NOM;NEUT;SG
cau	cau	caure	cau	V;IND;SG;3;PRS;FIN	INTJ
fleca	pekáreň	fleca	pekáreň	ADJ;FEM;SG	N;NOM;FEM;SG
pràctiques	stáž	pràctica	stáž	N;FEM;PL	N;NOM;FEM;SG
pràctiques	prax	pràctica	prax	N;FEM;PL	N;NOM;FEM;SG
moda	módne	moda	módny		N;NOM;FEM;PL
moda	fashion	moda	fashion		N;VOC;FEM;SG
moda	móda	moda	móda		N;NOM;FEM;SG
moda	módna	moda	módny		N;NOM;FEM;SG
moda	módy	moda	móda		N;NOM;FEM;PL
jorge	jorge	jorge	jorga		PROPN;ANIM;NOM;MASC;SG
mentrestant	medzičasom	mentrestant	medzičas	ADV	N;INAN;INS;MASC;SG
substitució	náhradné	substitució	náhradný	N;FEM;SG	ADJ;NOM;NEUT;SG
substitució	nahradenia	substitució	nahradenie	N;FEM;SG	N;NOM;NEUT;PL
petersburg	petersburgu	petersburg	petersburg		N;INAN;GEN;MASC;SG
soc	soc	soc	soc	V;IND;SG;1;PRS;FIN	
regionals	regionálnej	regional	regionálny	ADJ;PL	ADJ;GEN;FEM;SG
regionals	regionálne	regional	regionálny	ADJ;PL	ADJ;NOM;NEUT;SG
regionals	regionálny	regional	regionálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
regionals	regionálna	regional	regionálny	ADJ;PL	ADJ;NOM;FEM;SG
bob	bob	bob	bob	PROPN	PROPN;ANIM;NOM;MASC;SG
bob	boba	bob	boba	PROPN	N;ANIM;ACC;MASC;SG
revisió	preskúmať	revisió	preskúmať	N;FEM;SG	V;PFV;POS;NFIN
revisió	skontrolovať	revisió	skontrolovať	N;FEM;SG	V;PFV;POS;NFIN
revisió	revízie	revisió	revízia	N;FEM;SG	N;NOM;FEM;PL
gil	gil	gil	gil	PROPN	PROPN;ANIM;NOM;MASC;SG
infants	detská	infant	detský	N;MASC;PL	ADJ;NOM;FEM;SG
infants	detské	infant	detský	N;MASC;PL	ADJ;NOM;NEUT;SG
llet	mlieka	llet	mlieko	N;FEM;SG	N;NOM;NEUT;PL
nigèria	nigérii	nigèria	nigéria	ADJ;FEM;SG	N;NOM;NEUT;PL
esforç	úsilia	esforç	úsilie	N;MASC;SG	N;NOM;NEUT;PL
combustible	palivá	combustible	palivý	N;MASC;SG	ADJ;NOM;FEM;PL
alan	alana	alan	alana		N;ANIM;ACC;MASC;SG
alan	alan	alan	alan		PROPN;ANIM;NOM;MASC;SG
recorda	pamätaj	recordar	pamätať	V;IND;SG;3;PRS;FIN	INTJ
recorda	pamätajte	recordar	pamätať	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;POS;FIN
nat	nat	nat	nat		PROPN;ANIM;NOM;MASC;SG
francis	františek	franci	františek		N;ANIM;NOM;MASC;SG
francis	francis	franci	francis		PROPN;ANIM;NOM;MASC;SG
desaparició	zmiznutia	desaparició	zmiznutie	N;FEM;SG	N;NOM;NEUT;PL
desaparició	zmiznutí	desaparició	zmiznutie	N;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
iso	iso	iso	iso		
oliver	oliver	oliver	oliver		PROPN;ANIM;NOM;MASC;SG
clan	klan	clan	klan		N;INAN;NOM;MASC;SG
clan	klanu	clan	klan		N;INAN;GEN;MASC;SG
menorca	menorca	menorca	menorca		N;INAN;NOM;MASC;SG
missouri	missouri	missouri	missouri	ADJ;MASC;SG	N;NOM;FEM;SG
partidaris	lojalisti	partidari	lojalisť	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
partidaris	priaznivcov	partidari	priaznivec	ADJ;MASC;PL	N;ANIM;ACC;MASC;PL
pietro	pietro	pietro	pietro		PROPN;ANIM;NOM;MASC;SG
sucre	cukor	sucre	cukor		N;INAN;NOM;MASC;SG
sucre	cukru	sucre	cukor		N;INAN;GEN;MASC;SG
sucre	cukrová	sucre	cukrový		ADJ;NOM;FEM;SG
sucre	sugar	sucre	sugar		PROPN;NOM;FEM;SG
grande	grande	grande	grande		
saga	saga	saga	saga		PROPN;ANIM;NOM;MASC;SG
facilitar	uľahčenie	facilitar	uľahčenie	V;NFIN	N;NOM;NEUT;SG
lai	lai	lai	lai	PROPN	PROPN;ANIM;NOM;MASC;SG
acompanyat	odprevadil	acompanyat	odprevadiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afegit	pridal	afegit	pridať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
designat	určili	designat	určiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
