gestapo	الجستابو	gestapo	جِستَابُو	N;INDF;NEUT;SG	
strauss	ستراوس	straus	ستراوس	N;INDF;MASC+FEM;SG	
forlovet	مخطوبة	forlov	مَخطُوب	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
menneskeheden	الانسانية	menneskeheden	إِنسَانِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
menneskeheden	انسانية	menneskeheden	إِنسَانِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
menneskeheden	البشرية	menneskeheden	بَشَرِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
menneskeheden	البشرية	menneskeheden	بَشَرِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
parallelle	مواز	parallel	مَازّ	ADJ;PL	N;NOM;INDF;SG
parallelle	بالتوازي	parallel	بالتوازي	ADJ;PL	N;NOM;DEF;SG
parallelle	متوازية	parallel	مُتَوَازِي	ADJ;PL	ADJ;NOM;INDF;FEM;SG
parallelle	موازية	parallel	مُوَازِي	ADJ;PL	ADJ;NOM;INDF;FEM;SG
parallelle	الموازي	parallel	مَوزِي	ADJ;PL	N;NOM;DEF;SG
versailles	فيرساي	versaille	فَيرَسَاي	N;INDF;MASC+FEM;SG	
versailles	فرساي	versaille	فَرس	N;INDF;MASC+FEM;SG	
uroligheder	القلاقل	urolighed	قَلَاقِل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
uroligheder	الاضطراب	urolighed	اِضطِرَاب	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
uroligheder	اضطراب	urolighed	اِضطِرَاب	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
spændinger	توتر	spænding	تُوتِر	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
spændinger	التوتر	spænding	تَوَتُّر	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
spændinger	التوترات	spænding	تَوَتُّر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
overbevisning	المعتقد	overbevisning	مُعتَقَد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
overbevisning	الاعتقاد	overbevisning	اِعتِقَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
overbevisning	الاقتناع	overbevisning	اِقتِنَاع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lager	المستودع	lage	مُستَودَع	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
lager	مستودع	lage	مُستَودَع	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lager	مخزن	lage	مَخزَن	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lager	المخزن	lage	مَخزَن	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
lager	التخزين	lage	تَخزِين	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
lager	تخزين	lage	تَخزِين	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lager	مخزن	lage	مَخزَن	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lager	المخزن	lage	مَخزَن	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
lager	المستودع	lage	مُستَودَع	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
lager	مستودع	lage	مُستَودَع	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
lager	الاسهم	lage	سَهم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lager	المخزونات	lage	مَخزُون	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lager	المخزونات	lage	مَخزُون	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
lager	المخزون	lage	مَخزُون	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
sek	s	sekund	s	N;INDF;NEUT;SG	
sympati	التعاطف	sympati	تَعَاطُف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sympati	العطف	sympati	عَطف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
budskab	رساله	budskab	رساله	N;INDF;NEUT;SG	PRO;NOM;FEM;SG;3
budskab	الرسالة	budskab	رِسَالَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
ensartet	الموحد	ensartet	مُوَحَّد	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
opbevares	مخزن	opbevare	مَخزَن	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
opbevares	المخزن	opbevare	مَخزَن	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
opbevares	المتجر	opbevare	مُتَجَرِّر	V;IND;PRS;FIN;PASS	N;NOM;DEF;SG
opbevares	متجر	opbevare	مَتجَر	V;IND;PRS;FIN;PASS	
opbevares	تخزين	opbevare	تَخزِين	V;IND;PRS;FIN;PASS	N;NOM;INDF;SG
tine	طينة	tine	طينة		N;NOM;INDF;SG
donna	دونا	donna	دونا	N;INDF;MASC+FEM;SG	
ark	ارك	ark	ارك	N;INDF;NEUT;SG	
ark	الورقة	ark	وَرَقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
genetiske	وراثي	genetisk	وراثي	ADJ;PL	
øvelser	التمارين	øvelse	تَمرِين	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
cut	قطع	cut	قَطَع		V;PFV;MASC;SG;3;ACT
car	السيارة	car	سَيَّارَة		N;NOM;DEF;SG
car	سيارة	car	سَيَّارَة		N;NOM;INDF;SG
moderate	معتدل	moderat	مُعتَدِل	ADJ;PL	ADJ;NOM;INDF;MASC;SG
moderate	معتدلة	moderat	مُعتَدِل	ADJ;PL	ADJ;NOM;INDF;FEM;SG
moderate	المعتدلة	moderat	مُعتَدِل	ADJ;PL	ADJ;NOM;DEF;FEM;SG
omstridt	الخلافية	omstridt	خِلَافِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
richter	ريختر	richt	رَيخَت	N;INDF;MASC+FEM;SG	
biskopper	الاساقفة	biskop	أُسَاقَف	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
tegneserier	كوميكس	tegneseri	كوميكس	N;INDF;NEUT;PL	
palmer	بالمر	palme	بالمر	N;INDF;MASC+FEM;PL	
dominans	الهيمنة	dominans	هَيمَنَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dominans	الهيمنة	dominans	هَيمَنَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rgb	rgb	råb	أَثَه	N;INDF;NEUT;SG	
editor	محررة	editor	محررة	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
editor	المحرر	editor	مُحَرَّر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fuldført	كامل	fuldføre	كَامِل	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
fuldført	كاملة	fuldføre	كَامِل	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
genom	الجينوم	genom	الجينوم	N;INDF;NEUT;SG	
færdigheder	المهارات	færdighed	مَهَارَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
færdigheder	مهارة	færdighed	مَهَارَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
færdigheder	المهارة	færdighed	مَهَارَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
færdigheder	المهارات	færdighed	مَهَارَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
panser	درعا	panse	دَرَّع	N;INDF;MASC+FEM;PL	
panser	درع	panse	دَرع	N;INDF;MASC+FEM;PL	
panser	الشرطي	panse	شَرطِيّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
panser	شرطي	panse	شَرطِيّ	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
panser	درع	panse	دَرع	N;INDF;MASC+FEM;PL	
keltiske	سيلتيك	keltisk	سيلتيك	ADJ;PL	
train	القطار	train	قِطَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
obama	اوباما	obama	أُوبَام		
medium	متوسط	medium	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
medium	متوسطة	medium	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
medium	المتوسط	medium	مُتَوَسِّط	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
slave	العبد	slave	العبد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
slave	عبد	slave	عبد	N;INDF;MASC+FEM;SG	
slave	عبدة	slave	عبدة	N;INDF;MASC+FEM;SG	
rund	الجولة	rund	جَولَة	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forene	توحيد	forene	تَوحِيد	V;NFIN;ACT	N;NOM;INDF;SG
værter	يستضيف	værte	اِستَضَاف	N;INDF;MASC+FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
værter	تستضيف	værte	اِستَضَاف	N;INDF;MASC+FEM;PL	V;IPFV;FEM;IND;SG;3;FIN;ACT
pietro	بيترو	pietro	بيترو		
pietro	بييترو	pietro	بييترو		
helvede	جهنم	helvede	جَهَنَّم	N;INDF;NEUT;SG	
helvede	الجحيم	helvede	جَحِيم	N;INDF;NEUT;SG	N;NOM;DEF;SG
baronesse	بارونة	baronesse	بارونة	N;INDF;MASC+FEM;SG	
baronesse	البارونة	baronesse	البارونة	N;INDF;MASC+FEM;SG	
nåde	رحمة	nåde	رَحمَة	N;INDF;MASC+FEM;SG	
nåde	الرحمة	nåde	رَحمَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nåde	ميرسي	nåde	ميرسي	N;INDF;MASC+FEM;SG	
nåde	مرسي	nåde	مرسي	N;INDF;MASC+FEM;SG	
nåde	جريس	nåde	جَرِيس	N;INDF;MASC+FEM;SG	
nåde	غريس	nåde	غرِيس	N;INDF;MASC+FEM;SG	
nåde	غرايس	nåde	غرَايس	N;INDF;MASC+FEM;SG	
hopkins	هوبكنز	hopkins	هوبكنز		
hopkins	هوبكينز	hopkins	هوبكينز		
våbenhvile	الهدنة	våbenhvile	هُدنَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
handicap	الاعاقة	handicap	إِعَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
handicap	العائق	handicap	عَائِق	N;INDF;NEUT;SG	N;NOM;DEF;SG
handicap	المعوقين	handicap	مُعَوَّق	N;INDF;NEUT;SG	ADJ;ACC;DEF;MASC;PL
handicap	الاعاقة	handicap	إِعَاقَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
handicap	العجز	handicap	عَجز	N;INDF;NEUT;SG	N;NOM;DEF;SG
thule	ثول	thule	ثُول	N;INDF;NEUT;SG	
træne	قطار	træne	قِطَار	V;NFIN;ACT	N;NOM;INDF;SG
træne	القطار	træne	قِطَار	V;NFIN;ACT	N;NOM;DEF;SG
parallel	بالتوازي	parallel	بالتوازي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
parallel	متوازية	parallel	مُتَوَازِي	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
parallel	موازية	parallel	مُوَازِي	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
parallel	الموازي	parallel	مَوزِي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bing	بينج	bing	بينج		
bing	بنج	bing	بَنج		
bing	بينغ	bing	بينغ		
hemmeligt	سرا	hemmelig	سِرّ	ADJ;INDF;NEUT;SG	N;ACC;INDF;SG
hemmeligt	سر	hemmelig	سر	ADJ;INDF;NEUT;SG	
hemmeligt	سري	hemmelig	سري	ADJ;INDF;NEUT;SG	
hemmeligt	السر	hemmelig	سُرّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
jobs	الوظائف	job	وَظِيفَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
hoffmann	هوفمان	hoffmann	هُوفمَان	N;INDF;MASC+FEM;SG	
symbolsk	رمزي	symbolsk	رَمزِيّ	ADJ;INDF;SG	
falls	الشلالات	falls	شَلَالَة		N;NOM;DEF;PL
falls	شلالات	falls	شَلَالَة		N;NOM;INDF;PL
husker	التذكر	huske	تَذَكُّر	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
husker	استدعاء	huske	اِستِدعَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
jenny	جينى	jenny	جِينِيّ	N;INDF;MASC+FEM;SG	
jenny	جيني	jenny	جيني	N;INDF;MASC+FEM;SG	
succesfuld	الناجحة	succesfuld	نَاجِح	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
paolo	باولو	paolo	بَاولُو		
patton	باتون	patton	باتون		
bland	ميكس	bland	ميكس	V;IMP	
bland	المزيج	bland	مَزِيج	V;IMP	N;NOM;DEF;SG
bland	مزيج	bland	مَزِيج	V;IMP	N;NOM;INDF;SG
bland	مزج	bland	مَزج	V;IMP	N;NOM;INDF;SG
bland	خلطة	bland	خَلطَة	V;IMP	N;NOM;INDF;SG
bland	مزيج	bland	مَزِيج	V;IMP	N;NOM;INDF;SG
lidelse	المعاناة	lidelse	مُعَانَاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lidelse	الاضطراب	lidelse	اِضطِرَاب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lidelse	البلاء	lidelse	بَلَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ruinerne	الخراب	ruin	خَرَاب	N;DEF;MASC+FEM;PL	N;NOM;DEF;SG
ruinerne	خراب	ruin	خراب	N;DEF;MASC+FEM;PL	N;NOM;INDF;SG
joey	جوي	joey	جوي		
joey	جوى	joey	جَوِّيّ		
uddød	انقرضت	uddød	اِنقَرَض	ADJ;INDF;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
uddød	الانقراض	uddød	اِنقِرَاض	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ferrari	فيراري	ferrari	فِيرَارِيّ	N;INDF;MASC+FEM;SG	
marathon	ماراثون	marathon	مَارَاثُون	N;INDF;NEUT;SG	
petra	بيترا	petra	بَيترَا		
korruption	الفساد	korruption	فَسَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forventninger	التطلعات	forventning	تَطَلُّع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forventninger	التوقعات	forventning	تَوَقُّع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
forventninger	التوقع	forventning	تَوَقُّع	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
fantastiske	مدهش	fantastisk	مدهش	ADJ;PL	
seksuelt	الجنسية	seksuelt	جِنسِيَّة	ADJ;INDF;SG	N;NOM;DEF;SG
rest	البقايا	rest	بَقِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
rest	بقايا	rest	بَقِيَّة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
rest	المتبقي	rest	مُتَبَقِّي	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
passet	الجواز	passe	جَوَاز	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
passet	جواز	passe	جَوَاز	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
curtis	كيرتيس	curtis	كيرتيس		
individ	فردية	individ	فَردِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;FEM;SG
individ	فردي	individ	فَردِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
individ	الفردية	individ	فَردِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
individ	الفرد	individ	فَرد	N;INDF;NEUT;SG	N;NOM;DEF;SG
holocaust	المحرقة	holocaust	مُحرَق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tilfreds	الرضا	tilfreds	رِضَا	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tilfreds	رضا	tilfreds	رضا	ADJ;INDF;MASC+FEM;SG	
tilfreds	الرضى	tilfreds	رِضَى	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tilfreds	الارتياح	tilfreds	اِرتِيَاح	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tilfreds	راضي	tilfreds	راضي	ADJ;INDF;MASC+FEM;SG	
tilfreds	راض	tilfreds	رَاضِي	ADJ;INDF;MASC+FEM;SG	
tilfreds	رضيت	tilfreds	رضيت	ADJ;INDF;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
tilfreds	يسعد	tilfreds	سَعِد	ADJ;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tilfreds	سعيده	tilfreds	سعيده	ADJ;INDF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
tilfreds	هابي	tilfreds	هابي	ADJ;INDF;MASC+FEM;SG	
tilfreds	سعيد	tilfreds	سعيد	ADJ;INDF;MASC+FEM;SG	
fedt	العظيم	fedt	عَظِيم	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
fedt	السمين	fedt	سَمِين	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
fedt	بدين	fedt	بدين	ADJ;INDF;NEUT;SG	
fedt	الدهون	fedt	دَهن	ADJ;INDF;NEUT;SG	N;NOM;DEF;PL
fedt	سمين	fedt	سَمِين	ADJ;INDF;NEUT;SG	
fedt	دهن	fedt	دِهن	ADJ;INDF;NEUT;SG	
bratislava	براتيسلافا	bratislava	برَاتِيسلَافَا	N;INDF;NEUT;SG	
claire	كلير	claire	كلير	N;INDF;MASC+FEM;SG	
bly	الرصاص	bly	رَصَاص	N;INDF;NEUT;SG	N;NOM;DEF;SG
stol	الكرسي	stol	كُرسِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stol	كرسي	stol	كرسي	N;INDF;MASC+FEM;SG	
stol	الثقة	stol	ثِقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lucky	محظوظة	lucky	مَحظُوظ		ADJ;NOM;INDF;FEM;SG
lucky	لاكي	lucky	لاكي		
lucky	محظوظ	lucky	محظوظ		ADJ;NOM;INDF;MASC;SG
lucky	المحظوظ	lucky	مَحظُوظ		N;NOM;DEF;SG
planeter	الكواكب	planet	كَاكِب	N;INDF;NEUT;PL	N;NOM;DEF;PL
fjerdedel	الربع	fjerdedel	رُبع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skik	العرف	skik	عَرف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skik	مخصص	skik	مُخَصَّص	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
skik	مخصصة	skik	مُخَصَّص	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
trans	ترانس	trans	رَانَس	N;INDF;NEUT;SG	
fish	السمك	fish	سَمَك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fish	فيش	fish	فَيشَ	N;INDF;MASC+FEM;SG	
fish	سمك	fish	سَمَك	N;INDF;MASC+FEM;SG	
fish	الاسماك	fish	سَمَك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ten	عشرات	ten	عَشَرَة		NUM;NOM;INDF;PL
ten	العشرة	ten	عَشَرَة		NUM;NOM;DEF;MASC
ten	t	ten	t		
ten	عشرة	ten	عَشَرَة		NUM;MASC
ten	عشر	ten	عَشَرَة		NUM;MASC
ten	العاشرة	ten	عَاشِر		ADJ;NOM;DEF;FEM;SG
łódź	łódź	łódź	مُثَمَّه		
velstand	الرخاء	velstand	رَخَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
velstand	الازدهار	velstand	اِزدِهَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
velstand	الثراء	velstand	ثَرَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
velstand	الثروة	velstand	ثَروَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
velstand	الثروات	velstand	ثَروَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
involverer	راك	involvere	رَاك	V;IND;PRS;FIN;ACT	
reality	الواقع	reality	وَاقِع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
piloter	الطيارين	pilot	طَيَّار	N;INDF;MASC+FEM;PL	N;ACC;DEF;DU
skipper	سكيبر	skippe	سكيبر	N;INDF;MASC+FEM;SG	
brother	اخي	brothe	اخي	N;INDF;MASC+FEM;SG	
brother	اخ	brothe	إِخ	N;INDF;MASC+FEM;SG	
brother	الاخ	brothe	الاخ	N;INDF;MASC+FEM;SG	
chuck	تشاك	chuck	تشَاك		
chuck	تشوك	chuck	تشوك		
chuck	تشك	chuck	شَكَّك		V;MASC;IMP;SG;FIN
blinde	العمياء	blind	عَمِيّ	ADJ	N;NOM;DEF;SG
blinde	اعمى	blind	اعمى	ADJ	
optager	تسجيل	optage	تَسجِيل	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
optager	التسجيل	optage	تَسجِيل	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
modtagere	المستفيدين	modtager	مُستَفِيد	N;INDF;MASC+FEM;PL	ADJ;ACC;DEF;MASC;PL
modtagere	المستفيدون	modtager	مُستَفِيد	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
modtagere	المستفيدين	modtager	مُستَفِيد	N;INDF;MASC+FEM;PL	ADJ;ACC;DEF;MASC;PL
modtagere	المستفيدون	modtager	مُستَفِيد	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
retfærdighed	العدل	retfærdighed	عَدل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
retfærdighed	العدالة	retfærdighed	عَدَالَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
retfærdighed	الانصاف	retfærdighed	إِنصَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
jamaica	جامايكا	jamaica	جامايكا		
betinget	مشروط	betinge	مَشرُوط	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
betinget	مشروطة	betinge	مَشرُوط	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
sejl	الابحار	sejl	إِبحَار	N;INDF;NEUT;SG	N;NOM;DEF;SG
sejl	ابحر	sejl	بَحر	N;INDF;NEUT;SG	
sejl	الشراع	sejl	شِرَاع	N;INDF;NEUT;SG	N;NOM;DEF;SG
angst	خو	angst	خو	N;INDF;MASC+FEM;SG	
angst	الخوف	angst	خَوف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
angst	القلق	angst	قَلَق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
edwin	ادوين	edwin	أَدُويُن		
horse	حصان	horse	حِصَان		N;NOM;INDF;SG
horse	الحصان	horse	حَصّ		N;NOM;DEF;SG
horse	خيل	horse	خَيل		
overvejelser	الاعتبارات	overvejelse	اِعتِبَار	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
overvejelser	النظر	overvejelse	نَظَر	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
overvejelser	الاعتبار	overvejelse	اِعتِبَار	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
overvejelser	انعكاس	overvejelse	اِنعِكَاس	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
fink	فينك	fink	فينك		
andrews	اندروز	andrews	اندروز		
skønne	جميلة	skøn	جَمِيل	ADJ;PL	ADJ;NOM;INDF;FEM;SG
skønne	جميل	skøn	جَمِيل	ADJ;PL	N;NOM;INDF;SG
skønne	فاتنة	skøn	فَاتِن	ADJ;PL	ADJ;NOM;INDF;FEM;SG
skønne	رائعة	skøn	رَائِع	ADJ;PL	ADJ;NOM;INDF;FEM;SG
skønne	رائع	skøn	رَائِع	ADJ;PL	ADJ;NOM;INDF;MASC;SG
udnyttet	مستخدم	udnytte	مُستَخدَم	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
højder	المرتفعات	højde	مُرتَفِع	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
priserne	اسعار	pris	سِعر	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
bøhmen	bohemia	bøhme	bohemia	PROPN	
erklæring	البيان	erklæring	بَيَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
opdragelse	التربية	opdragelse	تَربِيَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
loke	لوكي	loke	لوكي	N;DEF;MASC+FEM;SG	
tdi	tdi	tdi	طَثَّم	N;INDF;MASC+FEM;SG	
lægemidler	الادوية	lægemiddel	دَوَاء	N;INDF;NEUT;PL	N;NOM;DEF;PL
hughes	هيوز	hughe	هَيز	N;INDF;MASC+FEM;SG	
brest	بريست	bres	برِيست		
sammenligne	مقارنة	sammenligne	مُقَارَنَة	V;NFIN;ACT	N;ACC;INDF;SG
sammenligne	قارن	sammenligne	قَارِن	V;NFIN;ACT	
satellit	ساتل	satellit	سَاتِل	N;INDF;MASC+FEM;SG	
satellit	السواتل	satellit	سُوَاتِل	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
satellit	الساتل	satellit	سَاتِل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kylie	كايلي	kylie	كايلي	N;INDF;MASC+FEM;SG	
magnetiske	المغناطيسية	magnetisk	مَغطَاطِيسِيَّة	ADJ;PL	N;NOM;DEF;SG
told	الواجب	told	وَاجِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
told	الواجبات	told	وَاجِب	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
told	واجبات	told	وَاجِب	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
aviv	ابيب	aviv	أَبِيب	PROPN	
kugle	الكرة	kugle	كُرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kugle	الرصاصة	kugle	رَصَاصَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
skilsmisse	الطلاق	skilsmisse	طَلَاق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hullet	ثقب	hullet	ثَقب	N;DEF;NEUT;SG	N;NOM;INDF;SG
hullet	حفرة	hullet	حَفرَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
hullet	فتحة	hullet	فَتحَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
mat	حصيرة	mat	حصيرة	N;INDF;MASC+FEM;SG	
mat	مات	mat	مَات	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
sletter	السهول	slette	سُهُول	V;IND;PRS;FIN;ACT	N;NOM;DEF;PL
globalt	عالميا	global	عَالَمِيّ	ADV	ADJ;ACC;INDF;MASC;SG
globalt	عالمي	global	عَالَمِيّ	ADV	ADJ;NOM;INDF;MASC;SG
globalt	عالمية	global	عَالَمِيّ	ADV	ADJ;NOM;INDF;FEM;SG
globalt	عالميا	global	عَالَمِيّ	ADV	ADJ;ACC;INDF;MASC;SG
globalt	العالمي	global	عَالَمِيّ	ADV	ADJ;NOM;DEF;MASC;SG
globalt	العالمية	global	عَالَمِيّ	ADV	ADJ;NOM;DEF;FEM;SG
yemen	اليمن	yemen	يَمَن		N;NOM;DEF;SG
middag	العشاء	middag	عَشَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
middag	الظهيرة	middag	ظُهَيرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
middag	الظهر	middag	ظُهر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
meddelelse	الاعلان	meddelelse	إِعلَان	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
meddelelse	الاشعار	meddelelse	شَعَر	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
meddelelse	اشعار	meddelelse	شَعر	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
meddelelse	رساله	meddelelse	رساله	N;INDF;MASC+FEM;SG	PRO;NOM;FEM;SG;3
